id	sym	C1	C2	C3	5_uM_thapsigargin_rep1	5_uM_thapsigargin_rep2	5_uM_thapsigargin_rep3
ENSMUSG00000002603	Tgfb1	216	123	132	69	52	97
ENSMUSG00000002608	Ccdc97	1542	1733	2012	2104	2838	2588
ENSMUSG00000002617	Zfp40	135	162	143	318	292	162
ENSMUSG00000002625	Akap8l	787	1013	1156	1428	2048	1734
ENSMUSG00000002633	Shh	7	13	9	9	13	3
ENSMUSG00000002635	Pdcd2l	864	696	856	1266	1112	921
ENSMUSG00000002658	Gtf2f1	2686	2587	2968	3636	3279	3543
ENSMUSG00000002660	Clpp	1694	1299	1336	1558	1200	1167
ENSMUSG00000002661	Alkbh7	404	391	289	462	344	246
ENSMUSG00000002664	Pspn	5	10	10	25	22	18
ENSMUSG00000002668	Dennd1c	544	568	545	676	909	785
ENSMUSG00000002679	Med6	783	756	781	863	839	772
ENSMUSG00000002688	Prkd1	1	0	0	0	0	1
ENSMUSG00000002699	Lcp2	0	0	0	0	1	0
ENSMUSG00000002718	Cse1l	5855	4906	5381	6209	4757	3993
ENSMUSG00000002728	Naa20	1778	1697	2130	1687	1592	1786
ENSMUSG00000002731	Prkra	2184	1772	1586	1507	1350	1129
ENSMUSG00000002732	Fkbp7	36	36	23	319	220	102
ENSMUSG00000002733	Plekha3	1222	1126	1227	936	1077	900
ENSMUSG00000002741	Ykt6	6053	7086	7441	6210	7287	7222
ENSMUSG00000002748	Baz1b	6586	6490	6988	10607	10020	7457
ENSMUSG00000002763	Pex6	2698	2211	1902	2036	2277	1752
ENSMUSG00000002767	Mrpl2	2847	2330	2072	2446	2097	1920
ENSMUSG00000002768	Mea1	2068	2239	2177	1795	2141	2359
ENSMUSG00000002769	Gnmt	12	9	20	16	21	23
ENSMUSG00000002771	Grin2d	106	122	156	151	254	185
ENSMUSG00000002778	Kdelr1	7817	8109	7252	5885	6985	7078
ENSMUSG00000002781	Tmem143	1436	1348	730	1130	1546	574
ENSMUSG00000002791	Pdxk-ps	9	6	1	9	12	8
ENSMUSG00000002797	Ggct	333	302	456	372	230	353
ENSMUSG00000002799	Jag2	957	640	1273	643	641	875
ENSMUSG00000002803	Btbd6	955	942	814	1060	1301	884
ENSMUSG00000002804	Nudt14	1042	809	714	655	579	575
ENSMUSG00000002808	Epdr1	17	16	17	23	16	29
ENSMUSG00000002812	Flii	6036	6143	6989	4413	5978	6512
ENSMUSG00000002814	Top3a	693	654	451	717	783	428
ENSMUSG00000002820	Atg4d	3126	2916	3373	3577	5123	4068
ENSMUSG00000002825	Qtrt1	822	539	791	1374	862	901
ENSMUSG00000002831	Plin4	4	5	5	3	2	3
ENSMUSG00000002833	Hdgfrp2	1595	1720	1632	1710	1798	1621
ENSMUSG00000002835	Chaf1a	1997	1670	1208	1599	1073	571
ENSMUSG00000002844	Adprh	1351	1151	1222	1077	1054	1017
ENSMUSG00000002845	Tmem39a	928	700	1069	3613	3036	4031
ENSMUSG00000002846	Timmdc1	1331	1090	1150	1629	1197	1032
ENSMUSG00000002847	Pla1a	2	0	6	3	3	6
ENSMUSG00000002870	Mcm2	4295	3228	3392	2757	1638	1276
ENSMUSG00000002871	Tpra1	1444	1416	1124	1199	1351	939
ENSMUSG00000002881	Nab1	1874	1606	1807	2047	1737	2104
ENSMUSG00000002885	Adgre5	521	576	402	453	543	419
ENSMUSG00000002897	Il17ra	788	996	1150	990	1710	1409
ENSMUSG00000002900	Lamb1	240	109	105	190	133	63
ENSMUSG00000002908	Kcnn1	19	13	26	22	8	11
ENSMUSG00000002910	Arrdc2	605	732	464	616	1129	397
ENSMUSG00000002944	Cd36	404	2057	384	325	1499	381
ENSMUSG00000002948	Map2k7	1194	1285	1605	1370	1851	1757
ENSMUSG00000002949	Timm44	4890	4167	4534	4648	4063	3894
ENSMUSG00000002957	Ap2a2	7304	9897	9525	5930	7855	7987
ENSMUSG00000002963	Pnkp	1252	1354	1294	1645	1864	1368
ENSMUSG00000002968	Med25	5051	4863	5344	3527	4573	4472
ENSMUSG00000002980	Bcam	471	259	867	198	184	505
ENSMUSG00000002981	Clptm1	6490	7450	7746	5526	6812	6691
ENSMUSG00000002983	Relb	1450	1342	1179	2018	2902	2136
ENSMUSG00000002984	Tomm40	4551	3790	5114	3734	2741	3893
ENSMUSG00000002985	Apoe	138	151	261	198	186	298
ENSMUSG00000002992	Apoc2	0	3	2	0	7	1
ENSMUSG00000002996	Hbp1	3371	3168	1714	5008	6042	1921
ENSMUSG00000002997	Prkar2b	56	34	35	20	15	11
ENSMUSG00000003031	Cdkn1b	3368	2304	2035	4267	3777	3205
ENSMUSG00000003032	Klf4	1233	1305	1862	1996	3632	3987
ENSMUSG00000003033	Ap1m1	1186	1522	1380	966	1383	1190
ENSMUSG00000003037	Rab8a	5960	7500	6986	4565	6389	5817
ENSMUSG00000003038	Hmgn2	6562	4541	2862	3130	2934	2129
ENSMUSG00000003039	Fam32a	3660	3845	3384	2023	2631	2111
ENSMUSG00000003051	Elf3	17937	13943	13276	12013	17198	9299
ENSMUSG00000003053	Cyp2c29	372	1105	2089	404	1569	1748
ENSMUSG00000003062	Stard3nl	1345	1357	1071	1478	1515	1297
ENSMUSG00000003068	Stk11	3172	2887	2877	2509	3047	2427
ENSMUSG00000003070	Efna2	61	36	54	24	5	25
ENSMUSG00000003072	Atp5d	16891	15808	14333	9468	11720	10191
ENSMUSG00000003099	Ppp5c	5221	5012	6343	4978	5350	4196
ENSMUSG00000003119	Cdk12	2108	2134	2691	4676	5969	4880
ENSMUSG00000003123	Lipe	1362	2347	1181	1086	3015	940
ENSMUSG00000003131	Pafah1b2	3895	3720	4713	4834	4965	5906
ENSMUSG00000003134	Tbc1d8	536	716	696	435	707	443
ENSMUSG00000003135	Cnot11	1424	1439	1178	1696	1640	1249
ENSMUSG00000003153	Slc2a3	1	0	0	2	0	0
ENSMUSG00000003154	Foxj2	612	709	659	643	870	721
ENSMUSG00000003161	Sri	8606	5881	5789	5256	4091	3925
ENSMUSG00000003166	Dgcr2	5272	4308	4228	3811	3652	3456
ENSMUSG00000003184	Irf3	2344	2372	2468	2502	2923	2240
ENSMUSG00000003190	Bcl2l12	292	210	218	195	136	134
ENSMUSG00000003198	Zfp959	169	235	170	822	843	409
ENSMUSG00000003199	Mpnd	5838	6090	4776	3392	4334	3375
ENSMUSG00000003200	Sh3gl1	2341	2500	2484	2553	3382	2900
ENSMUSG00000003206	Ebi3	3	6	3	2	6	4
ENSMUSG00000003208	Ccdc94	348	291	357	572	607	525
ENSMUSG00000003226	Ranbp2	5417	6579	9286	10930	12031	13696
ENSMUSG00000003228	Grk5	146	237	220	323	508	275
ENSMUSG00000003233	Dvl3	1189	1298	1626	1415	1739	1958
ENSMUSG00000003234	Abcf3	2275	2507	3227	3411	3962	4502
ENSMUSG00000003235	Eif2b5	4776	3955	5450	5487	4325	5047
ENSMUSG00000003269	Cyth2	1822	1664	1503	2447	2767	2135
ENSMUSG00000003271	Sult2b1	549	1109	1056	301	828	775
ENSMUSG00000003273	Car11	12	6	7	3	7	3
ENSMUSG00000003279	Dlgap1	39	16	13	70	38	24
ENSMUSG00000003282	Plag1	13	32	16	8	23	20
ENSMUSG00000003283	Hck	559	3149	1611	193	1242	783
ENSMUSG00000003299	Mrpl4	2561	2613	2421	2101	2296	2077
ENSMUSG00000003308	Keap1	4147	3292	3854	4147	4007	3102
ENSMUSG00000003309	Ap1m2	6985	5980	4990	4714	4707	3746
ENSMUSG00000003316	Glg1	5994	6373	6195	3780	4300	4074
ENSMUSG00000003341	Atp8b3	0	1	0	1	0	1
ENSMUSG00000003344	Btbd2	3366	2599	1655	2509	2373	1322
ENSMUSG00000003345	Csnk1g2	6296	5357	4797	3804	4088	3622
ENSMUSG00000003346	Abhd17a	4015	4560	2708	1563	2561	1353
ENSMUSG00000003348	Mob3a	234	204	186	152	213	167
ENSMUSG00000003352	Cacnb3	816	697	1004	450	462	687
ENSMUSG00000003354	Ccdc65	0	2	2	6	5	4
ENSMUSG00000003355	Fkbp11	690	350	460	1285	800	1074
ENSMUSG00000003360	Ddx23	4177	3983	4476	3388	3803	3226
ENSMUSG00000003363	Pld3	1188	1044	1041	685	875	725
ENSMUSG00000003378	Grik5	207	170	248	222	284	261
ENSMUSG00000003379	Cd79a	1	0	3	2	0	2
ENSMUSG00000003380	Rabac1	1091	915	588	628	610	613
ENSMUSG00000003382	Etv3	3170	3052	2998	3806	5411	3851
ENSMUSG00000003402	Prkcsh	6175	6140	5126	6018	7193	6660
ENSMUSG00000003410	Elavl3	5	4	5	40	27	10
ENSMUSG00000003411	Rab3b	38	83	58	35	75	55
ENSMUSG00000003418	St8sia6	0	0	0	0	0	0
ENSMUSG00000003420	Fcgrt	952	2049	730	458	1560	425
ENSMUSG00000003421	Nosip	1271	1204	839	1138	1381	801
ENSMUSG00000003423	Pih1d1	1646	1294	1042	1341	1293	879
ENSMUSG00000003429	Rps11	27938	16916	20586	21672	14660	16264
ENSMUSG00000003435	Supt5	4638	4846	6120	7359	8375	9383
ENSMUSG00000003436	Dll3	28	14	17	16	6	8
ENSMUSG00000003437	Paf1	1840	2173	2709	2370	2973	2853
ENSMUSG00000003438	Timm50	3239	2467	3126	2853	2148	2580
ENSMUSG00000003444	Med29	705	597	749	767	769	810
ENSMUSG00000003452	Bicd1	210	208	350	561	461	552
ENSMUSG00000003458	Ncstn	6633	7012	8496	6229	7044	8396
ENSMUSG00000003464	Pex19	5256	5935	4970	3126	4371	3328
ENSMUSG00000003469	Phyhip	7	8	10	6	7	12
ENSMUSG00000003476	Crhr2	3	4	1	1	8	5
ENSMUSG00000003477	Inmt	6	2	4	0	2	3
ENSMUSG00000003484	Cyp4f18	0	1	0	0	0	0
ENSMUSG00000003500	Impdh1	2163	1299	1880	2101	1409	1716
ENSMUSG00000003505	Psg18	2	0	1	1	0	3
ENSMUSG00000003518	Dusp3	586	518	683	967	1300	801
ENSMUSG00000003526	Prodh	708	545	1135	574	575	693
ENSMUSG00000003527	Dgcr14	852	810	800	1016	1030	849
ENSMUSG00000003528	Slc25a1	17846	16885	14757	11330	13436	11436
ENSMUSG00000003531	Dgcr6	1267	1287	1323	758	942	948
ENSMUSG00000003534	Ddr1	4382	4378	3436	4178	5481	3669
ENSMUSG00000003541	Ier3	697	517	701	1057	1466	948
ENSMUSG00000003545	Fosb	12	12	8	160	387	391
ENSMUSG00000003546	Klc4	3492	4314	4175	3046	5390	3749
ENSMUSG00000003549	Ercc1	345	325	342	504	451	372
ENSMUSG00000003555	Cyp17a1	6	23	18	2	9	3
ENSMUSG00000003559	As3mt	1107	1036	856	1226	1074	632
ENSMUSG00000003573	Homer3	239	188	301	102	100	118
ENSMUSG00000003575	Crtc1	749	762	946	926	1034	898
ENSMUSG00000003581	Rnf215	463	507	448	663	704	590
ENSMUSG00000003585	Sec14l2	2148	6711	2446	941	3287	1482
ENSMUSG00000003604	Aven	782	773	855	923	904	875
ENSMUSG00000003617	Cp	6	13	2	63	138	15
ENSMUSG00000003623	Crot	3562	6430	3335	4016	5457	3983
ENSMUSG00000003644	Rps6ka1	15287	13798	17141	10309	12771	12549
ENSMUSG00000003660	Snrnp200	6518	6379	8986	6102	5898	8568
ENSMUSG00000003662	Ciao1	1548	1397	1043	1165	1086	805
ENSMUSG00000003680	Taf6l	1533	1612	1341	1862	1881	1341
ENSMUSG00000003721	Insig2	1422	1753	1431	1218	1588	1144
ENSMUSG00000003731	Kpna6	4049	4092	5204	4022	4381	4621
ENSMUSG00000003746	Man1a	5948	6791	6257	6938	8048	8122
ENSMUSG00000003752	Itpkc	633	671	629	1049	1559	1033
ENSMUSG00000003762	Adck4	848	767	730	860	1024	752
ENSMUSG00000003778	Brd8	3096	2928	2619	3050	3514	2345
ENSMUSG00000003779	Kif20a	2134	1496	817	587	520	273
ENSMUSG00000003808	Farsa	2235	2109	2797	3685	2877	3025
ENSMUSG00000003809	Gcdh	1908	2135	1703	1083	1385	1029
ENSMUSG00000003810	Mast2	6007	7107	7116	6644	9245	8660
ENSMUSG00000003812	Dnase2a	627	710	617	617	843	517
ENSMUSG00000003813	Rad23a	3758	3328	3430	3393	3026	2651
ENSMUSG00000003814	Calr	27299	27623	35655	49968	42472	73797
ENSMUSG00000003824	Syce2	692	407	323	373	229	138
ENSMUSG00000003847	Nfat5	2274	3492	3703	3131	4491	4712
ENSMUSG00000003848	Nob1	1742	1405	1900	2199	1741	1782
ENSMUSG00000003849	Nqo1	5667	5491	8821	2988	3535	4151
ENSMUSG00000003863	Ppfia3	216	428	519	211	353	295
ENSMUSG00000003865	Gys1	2985	3164	3701	3526	4888	3394
ENSMUSG00000003868	Ruvbl2	5211	3756	4497	4799	3746	4128
ENSMUSG00000003872	Lin7b	6	7	10	14	17	12
ENSMUSG00000003873	Bax	2073	1659	2620	1507	1749	1269
ENSMUSG00000003923	Tfam	4313	3393	2953	4350	4145	2939
ENSMUSG00000003929	Zfp81	653	520	576	1008	849	564
ENSMUSG00000003934	Efnb3	46	50	55	91	96	46
ENSMUSG00000003948	Mmd	648	568	435	602	797	449
ENSMUSG00000003949	Hlf	21	112	100	53	298	116
ENSMUSG00000003955	Fam162a	10150	8821	6175	7184	9168	4121
ENSMUSG00000003970	Rpl8	65327	36534	48526	49867	32396	40632
ENSMUSG00000003974	Grm3	0	0	0	0	0	1
ENSMUSG00000003992	Ssbp2	22	31	22	13	30	18
ENSMUSG00000004018	Fancl	401	282	265	425	331	267
ENSMUSG00000004031	Brinp2	0	0	1	0	1	0
ENSMUSG00000004032	Gstm5	1125	1032	704	565	663	411
ENSMUSG00000004035	Gstm7	1649	2506	811	765	1447	450
ENSMUSG00000004038	Gstm3	52998	42056	63113	15347	10663	34897
ENSMUSG00000004040	Stat3	3709	4651	5345	3538	5865	5784
ENSMUSG00000004043	Stat5a	392	348	369	214	169	216
ENSMUSG00000004044	Ptrf	231	146	214	173	296	177
ENSMUSG00000004054	Map3k11	3477	3581	3543	3366	5330	3730
ENSMUSG00000004056	Akt2	2505	2743	2102	2100	2861	1654
ENSMUSG00000004069	Dnaja3	6454	5183	6366	8277	7378	8683
ENSMUSG00000004070	Hmox2	1759	1784	1624	1421	1706	1648
ENSMUSG00000004071	Cdip1	2937	4077	2631	4366	8093	3647
ENSMUSG00000004085	Zak	2782	1706	2153	2906	1751	1189
ENSMUSG00000004096	Cwc15	2734	2653	2235	2563	2523	2046
ENSMUSG00000004098	Col5a3	0	1	0	0	1	1
ENSMUSG00000004099	Dnmt1	7086	5851	4809	4444	3352	1896
ENSMUSG00000004100	Ppan	1759	1409	2353	1307	1006	2135
ENSMUSG00000004105	Angptl2	0	1	2	1	2	5
ENSMUSG00000004110	Cacna1e	0	0	0	0	0	0
ENSMUSG00000004113	Cacna1b	17	12	32	10	34	39
ENSMUSG00000004127	Trmt10a	392	269	347	443	287	322
ENSMUSG00000004151	Etv1	109	96	249	110	227	276
ENSMUSG00000004187	Kifc2	252	503	316	248	607	297
ENSMUSG00000004207	Psap	16041	12484	17551	8552	7987	11186
ENSMUSG00000004221	Ikbkg	2121	2167	2119	2621	2950	2063
ENSMUSG00000004231	Pax2	0	0	0	0	0	0
ENSMUSG00000004233	Wars2	825	558	602	942	862	665
ENSMUSG00000004263	Atn1	109	157	133	116	146	189
ENSMUSG00000004264	Phb2	14116	11410	12481	9947	8637	9149
ENSMUSG00000004266	Ptpn6	1348	3329	1734	734	2129	1138
ENSMUSG00000004267	Eno2	1	3	5	4	6	7
ENSMUSG00000004268	Emg1	5214	3848	4940	4804	3583	4168
ENSMUSG00000004270	Lpcat3	16622	22921	11820	8740	13951	9441
ENSMUSG00000004285	Atp6v1f	2704	2515	2283	2157	2022	1837
ENSMUSG00000004296	Il12b	0	0	0	0	0	1
ENSMUSG00000004317	Clcn5	1522	1978	2364	2189	3405	2752
ENSMUSG00000004319	Clcn3	6506	7765	8156	8031	13615	10207
ENSMUSG00000004328	Hif3a	1490	1421	4654	1081	3754	2673
ENSMUSG00000004341	Gpx6	1	0	0	2	1	0
ENSMUSG00000004344	Gpx5	1	1	0	0	0	0
ENSMUSG00000004347	Pde1c	42	30	27	46	81	38
ENSMUSG00000004356	Utp20	1941	1836	4661	3210	2278	4167
ENSMUSG00000004360	9330159F19Rik	1	0	0	0	0	0
ENSMUSG00000004364	Cul3	5643	5621	6163	8218	8231	7409
ENSMUSG00000004366	Sst	1569	2845	1647	904	2181	1236
ENSMUSG00000004371	Il11	5	10	19	22	13	34
ENSMUSG00000004383	Large	1085	778	676	1218	927	655
ENSMUSG00000004393	Ddx56	3320	2586	4118	3926	2933	4317
ENSMUSG00000004394	Tmed4	6409	8788	7885	6329	8774	8359
ENSMUSG00000004415	Col26a1	86	24	37	195	105	169
ENSMUSG00000004446	Bid	902	899	1135	698	856	953
ENSMUSG00000004451	Ralb	3221	2672	3737	2950	2644	3953
ENSMUSG00000004455	Ppp1cc	13696	12227	12965	9689	10398	8348
ENSMUSG00000004460	Dnajb11	3732	4047	6316	9576	7712	13286
ENSMUSG00000004462	Tbccd1	809	706	683	1425	1236	1350
ENSMUSG00000004473	Clec11a	49	48	22	28	36	8
ENSMUSG00000004500	Zfp324	358	421	488	883	769	758
ENSMUSG00000004508	Gab2	1270	1136	1438	1944	1982	2030
ENSMUSG00000004530	Coro1c	8972	9627	12057	4642	6009	7783
ENSMUSG00000004535	Tax1bp1	11231	11541	11862	12602	15918	13185
ENSMUSG00000004540	Psg17	4	7	0	2	1	1
ENSMUSG00000004542	Psg19	0	0	0	0	0	0
ENSMUSG00000004552	Ctse	3	3	2	3	1	0
ENSMUSG00000004558	Ndrg2	2095	1620	1615	833	905	832
ENSMUSG00000004561	Mettl17	842	765	794	1070	976	845
ENSMUSG00000004562	Arhgef40	167	101	244	75	49	104
ENSMUSG00000004565	Pnpla6	3138	4223	2809	2308	4165	2141
ENSMUSG00000004567	Mcoln1	1096	1570	1139	1046	1846	931
ENSMUSG00000004568	Arhgef18	1893	2108	2167	2723	3544	2606
ENSMUSG00000004591	Pkn2	5474	5493	5141	6366	7569	6085
ENSMUSG00000004609	Cd33	0	0	0	0	0	0
ENSMUSG00000004610	Etfb	630	699	627	459	491	480
ENSMUSG00000004612	Nkg7	0	0	0	0	0	0
ENSMUSG00000004626	Stxbp2	5254	6787	5876	4631	7280	5059
ENSMUSG00000004630	Pcp2	3	1	4	4	4	2
ENSMUSG00000004631	Sgce	0	0	0	0	0	0
ENSMUSG00000004633	Chn2	1258	1371	1051	995	1066	723
ENSMUSG00000004637	Wwox	738	695	664	759	757	567
ENSMUSG00000004642	Slbp	3174	2725	2392	2175	2064	1576
ENSMUSG00000004654	Ghrhr	9	17	15	88	113	18
ENSMUSG00000004655	Aqp1	6276	4191	6815	8052	5370	3745
ENSMUSG00000004661	Arid3b	188	237	299	189	323	269
ENSMUSG00000004665	Cnn2	868	383	997	578	452	586
ENSMUSG00000004667	Polr2e	3787	2893	3313	2406	2126	2099
ENSMUSG00000004668	Abca13	0	1	0	7	14	16
ENSMUSG00000004677	Myo9b	1369	1744	2313	1334	2269	1765
ENSMUSG00000004698	Hdac9	0	1	0	1	1	0
ENSMUSG00000004707	Ly9	2	8	4	3	2	0
ENSMUSG00000004709	Cd244	57	74	44	44	19	4
ENSMUSG00000004730	Adgre1	0	0	0	0	2	0
ENSMUSG00000004748	Mtfp1	1297	1473	1310	1150	1142	802
ENSMUSG00000004768	Rab23	140	153	184	167	183	182
ENSMUSG00000004771	Rab11a	4261	4080	4398	2876	3161	3529
ENSMUSG00000004788	Eif2b2	1418	1361	1184	1556	1488	1281
ENSMUSG00000004789	Dlst	11208	16417	14990	9991	14771	12129
ENSMUSG00000004791	Pgf	6	3	5	12	7	6
ENSMUSG00000004798	Ulk2	633	676	323	611	785	447
ENSMUSG00000004814	Ccl24	2	4	6	3	8	5
ENSMUSG00000004815	Dgkq	878	2014	1818	999	2405	1471
ENSMUSG00000004837	Grap	0	3	5	2	2	2
ENSMUSG00000004842	Pou1f1	0	0	0	0	0	0
ENSMUSG00000004843	Chmp2b	4977	4740	4738	4515	4817	4765
ENSMUSG00000004846	Plod3	2401	2091	2161	2471	2702	2436
ENSMUSG00000004849	Ap1s1	6356	6672	5529	3565	4133	3436
ENSMUSG00000004864	Mapk13	15212	13228	16729	7923	7976	10904
ENSMUSG00000004865	Srpk1	4092	4085	4805	4416	4138	4147
ENSMUSG00000004880	Lbr	6598	5146	5030	3536	3257	3116
ENSMUSG00000004885	Crabp2	0	1	4	0	3	5
ENSMUSG00000004891	Nes	38	27	444	20	13	193
ENSMUSG00000004892	Bcan	1	0	0	0	0	2
ENSMUSG00000004894	Hapln2	0	0	0	1	0	0
ENSMUSG00000004895	Prcc	2299	2010	1886	2052	1938	1750
ENSMUSG00000004896	Rrnad1	405	513	749	621	827	696
ENSMUSG00000004897	Hdgf	18158	13043	14025	12062	9166	9296
ENSMUSG00000004902	Slc25a18	2	3	8	3	4	10
ENSMUSG00000004929	Thop1	3031	2142	3121	1748	1283	1752
ENSMUSG00000004931	Apba3	1655	1557	1879	1819	2783	2234
ENSMUSG00000004933	Matk	76	231	192	171	538	354
ENSMUSG00000004934	Pias4	1726	1518	1665	1392	2072	1545
ENSMUSG00000004936	Map2k1	7209	6685	8008	6545	8006	7605
ENSMUSG00000004937	Sgta	3983	4022	4312	3497	3826	3613
ENSMUSG00000004939	Nmrk2	0	0	0	0	0	0
ENSMUSG00000004945	Tmem242	1675	1326	1221	1418	1122	951
ENSMUSG00000004947	Dtx2	482	502	592	935	971	999
ENSMUSG00000004948	Zp3	1	0	0	0	0	0
ENSMUSG00000004951	Hspb1	1	1	3	2	3	1
ENSMUSG00000004952	Rasa4	1355	764	1588	915	674	997
ENSMUSG00000004961	Syt5	25	17	18	18	28	15
ENSMUSG00000004980	Hnrnpa2b1	43462	39716	40799	37528	36389	31591
ENSMUSG00000004988	Fxyd4	2	2	1	0	2	1
ENSMUSG00000004994	Ccdc130	277	279	329	975	894	750
ENSMUSG00000004996	Mri1	1795	1199	1311	1454	1244	1015
ENSMUSG00000005034	Prkacb	644	515	464	616	491	436
ENSMUSG00000005043	Sgsh	631	674	659	517	492	413
ENSMUSG00000005045	Chd5	37	86	120	177	390	502
ENSMUSG00000005054	Cstb	1972	1835	1947	1325	1525	1324
ENSMUSG00000005057	Sh2b2	53	62	45	28	37	51
ENSMUSG00000005069	Pex5	3135	3856	3604	2809	3832	2695
ENSMUSG00000005078	Jkamp	624	658	554	499	589	535
ENSMUSG00000005087	Cd44	1440	1247	1213	685	768	641
ENSMUSG00000005089	Slc1a2	0	0	0	2	3	7
ENSMUSG00000005102	Eif2ak4	1045	876	849	839	742	679
ENSMUSG00000005103	Wdr1	13135	12542	17485	9337	10654	12810
ENSMUSG00000005107	Slc2a9	958	1835	1026	667	1873	726
ENSMUSG00000005124	Wisp1	0	1	2	0	2	5
ENSMUSG00000005125	Ndrg1	49991	66274	70769	47996	100532	54697
ENSMUSG00000005131	4930550C14Rik	3	1	1	6	2	1
ENSMUSG00000005142	Man2b1	4689	5125	4884	2441	3017	2896
ENSMUSG00000005148	Klf5	9366	7275	8167	14339	16775	11031
ENSMUSG00000005150	Wdr83	765	771	716	963	903	684
ENSMUSG00000005161	Prdx2	9760	8602	6756	4506	4896	4074
ENSMUSG00000005198	Polr2a	5910	8556	7037	6718	10358	7307
ENSMUSG00000005204	Senp3	2401	2398	3074	3134	2879	3166
ENSMUSG00000005220	Corin	0	0	0	0	0	0
ENSMUSG00000005225	Plekha8	2787	3833	3645	3748	8024	3995
ENSMUSG00000005232	G6pc2	0	0	2	0	0	0
ENSMUSG00000005233	Spc25	1175	733	573	583	430	250
ENSMUSG00000005237	Dnah2	526	3017	649	853	5735	899
ENSMUSG00000005251	Ripk4	2648	2671	2472	3764	5431	2675
ENSMUSG00000005262	Ufd1l	1924	2144	2385	3717	3939	3695
ENSMUSG00000005267	Zfp287	13	12	27	22	17	43
ENSMUSG00000005268	Prlr	4951	6085	7860	9420	13979	8685
ENSMUSG00000005299	Letm1	5097	5360	5787	4883	4832	4279
ENSMUSG00000005312	Ubqln1	9365	8388	8845	11147	10469	10412
ENSMUSG00000005320	Fgfr4	389	260	339	265	138	232
ENSMUSG00000005338	Cadm3	0	0	0	0	1	0
ENSMUSG00000005354	Txn2	7962	7198	8760	6072	5610	6483
ENSMUSG00000005355	Casp14	14	2	24	5	3	12
ENSMUSG00000005357	Slc1a6	0	0	0	0	0	0
ENSMUSG00000005360	Slc1a3	269	138	61	76	50	13
ENSMUSG00000005362	Crbn	1259	1204	888	1746	1851	1002
ENSMUSG00000005364	Il5ra	0	2	1	0	0	0
ENSMUSG00000005370	Msh6	3583	3380	3054	2369	1830	1340
ENSMUSG00000005371	Fbxo11	2718	2577	2886	4294	4189	4571
ENSMUSG00000005373	Mlxipl	8765	15216	19847	12136	20900	20067
ENSMUSG00000005374	Tbl2	3178	2813	3868	3846	4978	4211
ENSMUSG00000005378	Wbscr22	1335	1335	1466	1263	1220	1320
ENSMUSG00000005397	Nid1	274	421	103	72	197	52
ENSMUSG00000005410	Mcm5	5451	4260	3376	4053	2554	1126
ENSMUSG00000005413	Hmox1	343	405	1875	5991	10395	4649
ENSMUSG00000005417	Mprip	4355	4181	5140	3961	4231	4405
ENSMUSG00000005442	Cic	4298	4315	3786	3944	5354	4123
ENSMUSG00000005447	Pafah1b3	4470	3312	2272	2898	2930	1766
ENSMUSG00000005465	Il27ra	0	0	0	0	1	0
ENSMUSG00000005469	Prkaca	4049	3909	3780	2404	2825	2814
ENSMUSG00000005470	Asf1b	1534	1284	876	1053	697	353
ENSMUSG00000005481	Ddx39	4718	4177	5295	4509	3545	4328
ENSMUSG00000005483	Dnajb1	1982	2047	2402	1687	2435	1874
ENSMUSG00000005493	Msh4	11	18	10	8	26	13
ENSMUSG00000005501	Usp40	2348	3038	2934	3959	5558	3495
ENSMUSG00000005503	Evx1	0	1	0	0	0	0
ENSMUSG00000005505	Kbtbd4	217	272	297	163	240	205
ENSMUSG00000005506	Celf1	10088	9786	12529	9810	10609	11707
ENSMUSG00000005510	Ndufs3	5820	5364	5064	4472	4751	4169
ENSMUSG00000005514	Por	21667	25972	17285	16254	27094	15978
ENSMUSG00000005533	Igf1r	1230	958	948	686	632	696
ENSMUSG00000005534	Insr	3769	4803	3368	3003	4581	2707
ENSMUSG00000005540	Fcer2a	2	3	2	1	2	1
ENSMUSG00000005553	Atp4a	139	126	132	241	126	84
ENSMUSG00000005566	Trim28	15328	10837	12636	12728	10402	12066
ENSMUSG00000005575	Ube2m	3413	3119	3280	2846	2812	2680
ENSMUSG00000005580	Adcy9	398	527	725	582	659	747
ENSMUSG00000005583	Mef2c	1	0	0	0	1	1
ENSMUSG00000005609	Ctr9	2631	2763	2919	3177	3256	3188
ENSMUSG00000005610	Eif4g2	37135	39245	44753	57378	59410	62155
ENSMUSG00000005611	Mrvi1	61	44	20	88	90	32
ENSMUSG00000005615	Pcyt1a	4788	5999	6390	5783	8081	7677
ENSMUSG00000005621	Zfp592	2028	2227	2108	3903	4994	3472
ENSMUSG00000005625	Psmd4	4705	4690	5441	5569	5507	5287
ENSMUSG00000005628	Tmod4	59	96	27	63	122	21
ENSMUSG00000005640	Insrr	10	13	28	12	12	41
ENSMUSG00000005656	Snx6	5786	4829	4345	5970	5299	4730
ENSMUSG00000005667	Mthfd2	3440	2824	4829	13847	11779	13580
ENSMUSG00000005672	Kit	985	1149	1713	458	769	810
ENSMUSG00000005674	Tomm40l	578	548	621	468	366	391
ENSMUSG00000005677	Nr1i3	636	1537	920	717	2005	922
ENSMUSG00000005681	Apoa2	31	51	20	28	45	15
ENSMUSG00000005682	Pan2	2375	2317	3249	3529	4631	4175
