id	sym	emt_ut_rep1	emt_ut_rep2	emt_10d_rep1	emt_10d_rep2
ENSMUSG00000003070	Efna2	2	2	22	24
ENSMUSG00000003072	Atp5d	2800	2644	5183	3469
ENSMUSG00000003099	Ppp5c	2093	1862	2941	1775
ENSMUSG00000003119	Cdk12	3971	3319	6197	3450
ENSMUSG00000003123	Lipe	157	113	352	210
ENSMUSG00000003131	Pafah1b2	9431	7028	18028	8915
ENSMUSG00000003134	Tbc1d8	118	92	198	106
ENSMUSG00000003135	Cnot11	1848	1375	2570	1346
ENSMUSG00000003153	Slc2a3	14	15	18	13
ENSMUSG00000003154	Foxj2	474	476	1117	738
ENSMUSG00000003161	Sri	18097	13830	35802	18273
ENSMUSG00000003166	Dgcr2	3577	2943	7134	4107
ENSMUSG00000003184	Irf3	1200	1096	2136	1204
ENSMUSG00000003190	Bcl2l12	198	164	306	217
ENSMUSG00000003198	Zfp959	465	305	660	313
ENSMUSG00000003199	Mpnd	2128	1759	2737	1381
ENSMUSG00000003200	Sh3gl1	3547	3030	5348	2938
ENSMUSG00000003206	Ebi3	1	0	0	0
ENSMUSG00000003208	Ccdc94	382	340	496	299
ENSMUSG00000003226	Ranbp2	18014	10730	27452	12856
ENSMUSG00000003227	Edar	0	0	1	0
ENSMUSG00000003228	Grk5	217	232	742	477
ENSMUSG00000003233	Dvl3	396	556	1359	1270
ENSMUSG00000003234	Abcf3	3508	2681	4656	2337
ENSMUSG00000003235	Eif2b5	10292	7598	14709	7662
ENSMUSG00000003269	Cyth2	3093	2415	6339	3336
ENSMUSG00000003271	Sult2b1	708	595	402	242
ENSMUSG00000003273	Car11	3	2	33	17
ENSMUSG00000003279	Dlgap1	5	16	54	44
ENSMUSG00000003282	Plag1	57	47	128	78
ENSMUSG00000003283	Hck	0	0	2425	1209
ENSMUSG00000003299	Mrpl4	1262	1066	1217	675
ENSMUSG00000003308	Keap1	1962	1808	2180	1227
ENSMUSG00000003309	Ap1m2	0	1	4	0
ENSMUSG00000003316	Glg1	5213	4810	13656	8280
ENSMUSG00000003341	Atp8b3	2	4	21	15
ENSMUSG00000003344	Btbd2	389	385	1129	827
ENSMUSG00000003345	Csnk1g2	2258	2276	3975	2373
ENSMUSG00000003346	Abhd17a	873	948	2069	1281
ENSMUSG00000003348	Mob3a	1192	943	1937	1147
ENSMUSG00000003352	Cacnb3	2710	2500	8288	5615
ENSMUSG00000003354	Ccdc65	22	16	144	80
ENSMUSG00000003355	Fkbp11	10	9	28	14
ENSMUSG00000003360	Ddx23	6425	5222	9584	4996
ENSMUSG00000003363	Pld3	621	615	1988	1199
ENSMUSG00000003378	Grik5	6	2	32	29
ENSMUSG00000003379	Cd79a	0	1	1	1
ENSMUSG00000003380	Rabac1	1325	1276	3452	2045
ENSMUSG00000003382	Etv3	1728	1318	3187	1742
ENSMUSG00000003402	Prkcsh	4475	3953	10038	5722
ENSMUSG00000003410	Elavl3	1	3	7	0
ENSMUSG00000003411	Rab3b	262	191	27	20
ENSMUSG00000003418	St8sia6	0	0	9	3
ENSMUSG00000003420	Fcgrt	19	12	416	270
ENSMUSG00000003421	Nosip	1100	1017	2282	1362
ENSMUSG00000003423	Pih1d1	1375	1141	2152	1187
ENSMUSG00000003429	Rps11	20740	14796	28126	13830
ENSMUSG00000003435	Supt5	4495	3478	8084	4616
ENSMUSG00000003436	Dll3	1	0	1	3
ENSMUSG00000003437	Paf1	1740	1171	3263	1436
ENSMUSG00000003438	Timm50	2481	2133	2980	1682
ENSMUSG00000003444	Med29	880	702	1517	857
ENSMUSG00000003452	Bicd1	4533	2833	2386	1109
ENSMUSG00000003458	Ncstn	1655	1399	4920	3022
ENSMUSG00000003464	Pex19	1818	1448	3805	2067
ENSMUSG00000003469	Phyhip	0	0	0	0
ENSMUSG00000003476	Crhr2	0	1	2	2
ENSMUSG00000003477	Inmt	2	3	0	0
ENSMUSG00000003484	Cyp4f18	0	0	122	63
ENSMUSG00000003500	Impdh1	2549	2252	4491	2722
ENSMUSG00000003505	Psg18	1	0	1	0
ENSMUSG00000003518	Dusp3	4999	3923	9957	5812
ENSMUSG00000003526	Prodh	486	390	61	41
ENSMUSG00000003527	Dgcr14	1609	1394	2572	1452
ENSMUSG00000003528	Slc25a1	3283	2892	4496	2667
ENSMUSG00000003531	Dgcr6	971	934	1098	635
ENSMUSG00000003534	Ddr1	2991	3451	8003	5559
ENSMUSG00000003541	Ier3	7261	5917	20604	11954
ENSMUSG00000003545	Fosb	34	19	134	112
ENSMUSG00000003546	Klc4	1280	1202	1812	1018
ENSMUSG00000003549	Ercc1	468	378	1490	1029
ENSMUSG00000003555	Cyp17a1	0	0	2	1
ENSMUSG00000003559	As3mt	0	0	3	2
ENSMUSG00000003573	Homer3	1411	1256	4216	2487
ENSMUSG00000003575	Crtc1	267	342	677	549
ENSMUSG00000003581	Rnf215	699	485	2014	1035
ENSMUSG00000003585	Sec14l2	148	102	285	149
ENSMUSG00000003604	Aven	723	530	1092	585
ENSMUSG00000003617	Cp	59499	42981	26348	13283
ENSMUSG00000003623	Crot	18284	14340	26460	12671
ENSMUSG00000003644	Rps6ka1	4610	4173	2555	1632
ENSMUSG00000003657	Calb2	0	0	1	0
ENSMUSG00000003660	Snrnp200	14880	11065	20490	11100
ENSMUSG00000003662	Ciao1	2401	1931	3815	1896
ENSMUSG00000003665	Has1	0	1	5	0
ENSMUSG00000003680	Taf6l	1934	1543	3020	1716
ENSMUSG00000003721	Insig2	676	602	1473	826
ENSMUSG00000003731	Kpna6	3433	2685	6028	3469
ENSMUSG00000003746	Man1a	3687	2729	1531	782
ENSMUSG00000003752	Itpkc	271	240	862	521
ENSMUSG00000003762	Adck4	521	545	899	546
ENSMUSG00000003778	Brd8	4514	3484	3954	1853
ENSMUSG00000003779	Kif20a	10326	7905	7913	4274
ENSMUSG00000003808	Farsa	3852	2873	5081	2546
ENSMUSG00000003809	Gcdh	1159	949	1255	650
ENSMUSG00000003810	Mast2	3716	3551	6706	4326
ENSMUSG00000003812	Dnase2a	579	454	1153	601
ENSMUSG00000003813	Rad23a	2960	2544	3597	2090
ENSMUSG00000003814	Calr	25494	17024	50845	24129
ENSMUSG00000003824	Syce2	107	100	47	22
ENSMUSG00000003847	Nfat5	6025	5725	10387	7221
ENSMUSG00000003848	Nob1	1169	909	1860	1145
ENSMUSG00000003849	Nqo1	410	297	44	29
ENSMUSG00000003863	Ppfia3	334	359	701	417
ENSMUSG00000003865	Gys1	1167	1079	2491	1575
ENSMUSG00000003868	Ruvbl2	3182	2659	4883	2913
ENSMUSG00000003872	Lin7b	6	8	9	6
ENSMUSG00000003873	Bax	2366	1977	3195	1627
ENSMUSG00000003882	Il7r	0	0	2	1
ENSMUSG00000003923	Tfam	2833	2238	2836	1357
ENSMUSG00000003929	Zfp81	887	572	1755	816
ENSMUSG00000003934	Efnb3	55	25	53	26
ENSMUSG00000003948	Mmd	820	605	2367	1195
ENSMUSG00000003949	Hlf	0	0	1	0
ENSMUSG00000003955	Fam162a	1949	1573	3658	1871
ENSMUSG00000003970	Rpl8	55911	46113	70990	39275
ENSMUSG00000003974	Grm3	0	2	9	9
ENSMUSG00000003992	Ssbp2	492	377	815	444
ENSMUSG00000004018	Fancl	1068	835	990	517
ENSMUSG00000004031	Brinp2	0	0	2	3
ENSMUSG00000004032	Gstm5	966	782	1083	521
ENSMUSG00000004035	Gstm7	50	43	20	6
ENSMUSG00000004038	Gstm3	13	11	2	6
ENSMUSG00000004040	Stat3	2077	1761	7188	4125
ENSMUSG00000004043	Stat5a	140	139	267	191
ENSMUSG00000004044	Ptrf	12317	10913	21323	12302
ENSMUSG00000004054	Map3k11	1944	1937	3126	2240
ENSMUSG00000004056	Akt2	3478	2760	5533	2990
ENSMUSG00000004069	Dnaja3	4077	3163	6175	3362
ENSMUSG00000004070	Hmox2	2426	1897	3602	1998
ENSMUSG00000004071	Cdip1	1827	1458	3165	1824
ENSMUSG00000004085	Zak	10453	8354	53393	31053
ENSMUSG00000004096	Cwc15	3023	2309	4657	2205
ENSMUSG00000004098	Col5a3	0	0	96	57
ENSMUSG00000004099	Dnmt1	14099	11495	14070	7389
ENSMUSG00000004100	Ppan	1824	1685	2592	1412
ENSMUSG00000004105	Angptl2	0	0	2198	1280
ENSMUSG00000004110	Cacna1e	0	0	30	8
ENSMUSG00000004113	Cacna1b	0	0	76	54
ENSMUSG00000004127	Trmt10a	1414	999	1938	874
ENSMUSG00000004151	Etv1	0	0	5	4
ENSMUSG00000004187	Kifc2	81	99	130	71
ENSMUSG00000004207	Psap	12475	10102	67793	36398
ENSMUSG00000004221	Ikbkg	8052	6126	12723	6445
ENSMUSG00000004231	Pax2	1115	1828	1191	1251
ENSMUSG00000004233	Wars2	505	418	950	515
ENSMUSG00000004263	Atn1	31	37	102	71
ENSMUSG00000004264	Phb2	7584	6021	8937	5121
ENSMUSG00000004266	Ptpn6	373	301	172	79
ENSMUSG00000004267	Eno2	0	1	0	1
ENSMUSG00000004268	Emg1	4510	3422	5180	2766
ENSMUSG00000004270	Lpcat3	2496	2053	2956	1635
ENSMUSG00000004285	Atp6v1f	3098	2688	4765	2537
ENSMUSG00000004296	Il12b	0	0	2	1
ENSMUSG00000004317	Clcn5	5113	4105	11105	6209
ENSMUSG00000004319	Clcn3	6672	5368	8104	4022
ENSMUSG00000004341	Gpx6	0	0	1	0
ENSMUSG00000004347	Pde1c	0	0	7	2
ENSMUSG00000004356	Utp20	7040	5143	10245	5513
ENSMUSG00000004359	Spic	15	8	20	12
ENSMUSG00000004360	9330159F19Rik	383	318	855	442
ENSMUSG00000004364	Cul3	6730	5101	11184	5704
ENSMUSG00000004366	Sst	0	0	1	3
ENSMUSG00000004371	Il11	14	5	16547	9491
ENSMUSG00000004383	Large	1592	1400	6600	3733
ENSMUSG00000004393	Ddx56	4018	3021	5840	3107
ENSMUSG00000004394	Tmed4	2952	2330	6716	3561
ENSMUSG00000004415	Col26a1	13	12	22	11
ENSMUSG00000004446	Bid	3345	2584	4876	2585
ENSMUSG00000004451	Ralb	3014	2314	9357	4979
ENSMUSG00000004455	Ppp1cc	6448	4973	8073	3989
ENSMUSG00000004460	Dnajb11	5726	4106	10814	4851
ENSMUSG00000004462	Tbccd1	986	697	1759	838
ENSMUSG00000004473	Clec11a	52	34	90	54
ENSMUSG00000004500	Zfp324	600	461	751	426
ENSMUSG00000004508	Gab2	1427	1126	3169	1890
ENSMUSG00000004530	Coro1c	7382	5969	19140	10913
ENSMUSG00000004535	Tax1bp1	10065	7312	15914	6793
ENSMUSG00000004540	Psg17	31	40	28	17
ENSMUSG00000004542	Psg19	2	4	6	2
ENSMUSG00000004552	Ctse	9	7	99	67
ENSMUSG00000004558	Ndrg2	0	0	3	1
ENSMUSG00000004561	Mettl17	405	317	630	327
ENSMUSG00000004562	Arhgef40	1547	1445	5937	3575
ENSMUSG00000004565	Pnpla6	2835	2513	3549	2053
ENSMUSG00000004567	Mcoln1	899	701	2097	1084
ENSMUSG00000004568	Arhgef18	3369	2812	9167	5306
ENSMUSG00000004591	Pkn2	10096	7451	15400	7450
ENSMUSG00000004609	Cd33	0	0	202	149
ENSMUSG00000004610	Etfb	405	357	996	511
ENSMUSG00000004612	Nkg7	1	0	18	9
ENSMUSG00000004626	Stxbp2	3542	3049	3997	2244
ENSMUSG00000004630	Pcp2	0	0	2	0
ENSMUSG00000004631	Sgce	0	0	1	2
ENSMUSG00000004633	Chn2	2521	1990	786	393
ENSMUSG00000004637	Wwox	314	280	622	321
ENSMUSG00000004642	Slbp	5527	4326	4207	2096
ENSMUSG00000004651	Tyr	7	12	14	6
ENSMUSG00000004654	Ghrhr	1	1	0	1
ENSMUSG00000004655	Aqp1	352	335	52	23
ENSMUSG00000004661	Arid3b	124	89	194	120
ENSMUSG00000004665	Cnn2	4103	3690	31028	17201
ENSMUSG00000004667	Polr2e	2194	1901	2195	1345
ENSMUSG00000004668	Abca13	2	0	47	23
ENSMUSG00000004677	Myo9b	4409	3893	12970	7480
ENSMUSG00000004698	Hdac9	6	1	50	29
ENSMUSG00000004707	Ly9	0	0	4	2
ENSMUSG00000004709	Cd244	0	0	3	1
ENSMUSG00000004730	Adgre1	0	0	2	2
ENSMUSG00000004748	Mtfp1	52	41	48	37
ENSMUSG00000004768	Rab23	982	780	2609	1523
ENSMUSG00000004771	Rab11a	3269	2511	5349	2563
ENSMUSG00000004788	Eif2b2	1486	1270	3060	1786
ENSMUSG00000004789	Dlst	6142	4719	8376	4405
ENSMUSG00000004791	Pgf	11	6	75	56
ENSMUSG00000004798	Ulk2	1546	1348	4237	2142
ENSMUSG00000004815	Dgkq	1153	940	1800	973
ENSMUSG00000004821	Tmed11	0	0	2	0
ENSMUSG00000004837	Grap	12	8	17	9
ENSMUSG00000004842	Pou1f1	2	0	0	0
ENSMUSG00000004843	Chmp2b	6689	5279	6413	3289
ENSMUSG00000004846	Plod3	1992	1626	5841	3484
ENSMUSG00000004849	Ap1s1	3706	3176	5599	3209
ENSMUSG00000004864	Mapk13	0	0	0	1
ENSMUSG00000004865	Srpk1	8218	6229	12547	6639
ENSMUSG00000004872	Pax3	0	0	1	1
ENSMUSG00000004880	Lbr	10025	7512	5331	2662
ENSMUSG00000004885	Crabp2	3	3	27	16
ENSMUSG00000004891	Nes	1603	1240	5478	2445
ENSMUSG00000004892	Bcan	0	0	1	0
ENSMUSG00000004894	Hapln2	0	0	1	2
ENSMUSG00000004895	Prcc	1436	1256	2450	1491
ENSMUSG00000004896	Rrnad1	616	482	1096	644
ENSMUSG00000004897	Hdgf	18271	13657	18970	10471
ENSMUSG00000004902	Slc25a18	0	0	14	14
ENSMUSG00000004929	Thop1	2371	2170	3106	1948
ENSMUSG00000004931	Apba3	778	877	1603	1096
ENSMUSG00000004933	Matk	0	1	3	3
ENSMUSG00000004934	Pias4	503	463	1148	646
ENSMUSG00000004936	Map2k1	5392	4343	10372	5474
ENSMUSG00000004937	Sgta	2188	1954	4074	2236
ENSMUSG00000004939	Nmrk2	1	1	8	5
ENSMUSG00000004945	Tmem242	1741	1394	2695	1362
ENSMUSG00000004947	Dtx2	417	394	882	524
ENSMUSG00000004948	Zp3	0	0	0	1
ENSMUSG00000004951	Hspb1	0	0	4	5
ENSMUSG00000004952	Rasa4	61	54	811	511
ENSMUSG00000004961	Syt5	1	3	0	2
ENSMUSG00000004980	Hnrnpa2b1	14155	10989	17203	9115
ENSMUSG00000004988	Fxyd4	0	0	1	0
ENSMUSG00000004994	Ccdc130	202	191	542	265
ENSMUSG00000004996	Mri1	939	731	1207	715
ENSMUSG00000005034	Prkacb	2885	2387	6529	3614
ENSMUSG00000005043	Sgsh	490	433	155	92
ENSMUSG00000005045	Chd5	32	32	123	74
ENSMUSG00000005054	Cstb	3881	3086	7371	3805
ENSMUSG00000005057	Sh2b2	0	0	5	4
ENSMUSG00000005069	Pex5	2129	1881	3380	1824
ENSMUSG00000005078	Jkamp	1164	901	2839	1429
ENSMUSG00000005087	Cd44	7579	5863	42955	27868
ENSMUSG00000005089	Slc1a2	72	62	215	119
ENSMUSG00000005102	Eif2ak4	1471	1199	3485	1917
ENSMUSG00000005103	Wdr1	18343	13504	46704	24634
ENSMUSG00000005107	Slc2a9	613	580	906	568
ENSMUSG00000005124	Wisp1	5414	4413	49741	26266
ENSMUSG00000005125	Ndrg1	8294	7923	21494	12201
ENSMUSG00000005131	4930550C14Rik	0	0	1	1
ENSMUSG00000005142	Man2b1	2305	1890	6534	3556
ENSMUSG00000005148	Klf5	347	302	173	120
ENSMUSG00000005150	Wdr83	712	584	1025	572
ENSMUSG00000005161	Prdx2	8867	6923	18309	9568
ENSMUSG00000005198	Polr2a	3681	4489	11197	9570
ENSMUSG00000005202	Shbg	0	0	6	5
ENSMUSG00000005204	Senp3	4096	3354	7962	4352
ENSMUSG00000005220	Corin	2	0	114	60
ENSMUSG00000005225	Plekha8	2709	1993	3241	1729
ENSMUSG00000005232	G6pc2	1	0	4	0
ENSMUSG00000005233	Spc25	2594	2032	2394	1044
ENSMUSG00000005237	Dnah2	4	7	15	8
ENSMUSG00000005251	Ripk4	4399	3725	2172	1228
ENSMUSG00000005262	Ufd1l	3379	2670	5183	2731
ENSMUSG00000005267	Zfp287	92	80	196	109
ENSMUSG00000005268	Prlr	0	0	13	11
ENSMUSG00000005299	Letm1	2374	1913	2841	1630
ENSMUSG00000005312	Ubqln1	6657	5235	13286	7014
ENSMUSG00000005320	Fgfr4	0	0	1	1
ENSMUSG00000005338	Cadm3	0	0	0	0
ENSMUSG00000005354	Txn2	2668	2369	5004	3157
ENSMUSG00000005355	Casp14	0	1	25	11
ENSMUSG00000005357	Slc1a6	0	0	0	1
ENSMUSG00000005360	Slc1a3	1	1	47	24
ENSMUSG00000005362	Crbn	2825	2065	4880	2311
ENSMUSG00000005364	Il5ra	3682	2634	332	161
ENSMUSG00000005370	Msh6	10042	7471	10163	5009
ENSMUSG00000005371	Fbxo11	2406	2115	5746	3270
ENSMUSG00000005373	Mlxipl	0	0	2	0
ENSMUSG00000005374	Tbl2	1694	1340	1921	1079
ENSMUSG00000005378	Wbscr22	1514	1190	2043	1106
ENSMUSG00000005397	Nid1	106	87	66	38
ENSMUSG00000005410	Mcm5	12021	9082	6196	3260
ENSMUSG00000005413	Hmox1	799	649	3733	1822
ENSMUSG00000005417	Mprip	16657	13726	54806	30902
ENSMUSG00000005442	Cic	962	1330	2321	2158
ENSMUSG00000005447	Pafah1b3	1597	1339	1680	977
ENSMUSG00000005465	Il27ra	5	1	0	0
ENSMUSG00000005469	Prkaca	1850	1558	3109	2036
ENSMUSG00000005470	Asf1b	2784	2041	2254	1173
ENSMUSG00000005474	Myl10	0	0	2	0
ENSMUSG00000005481	Ddx39	9016	6753	12093	5973
ENSMUSG00000005483	Dnajb1	2503	1996	4054	2257
ENSMUSG00000005493	Msh4	134	113	182	79
ENSMUSG00000005501	Usp40	3018	2087	3836	1813
ENSMUSG00000005503	Evx1	0	0	0	1
ENSMUSG00000005505	Kbtbd4	1956	1490	2692	1330
ENSMUSG00000005506	Celf1	10651	8591	19074	10127
ENSMUSG00000005510	Ndufs3	1898	1541	3058	1523
ENSMUSG00000005514	Por	2547	2507	5862	3679
ENSMUSG00000005533	Igf1r	4817	5051	16056	10460
ENSMUSG00000005534	Insr	1550	1426	3827	2417
ENSMUSG00000005540	Fcer2a	0	0	1	2
ENSMUSG00000005547	Cyp2a5	4	0	2	2
ENSMUSG00000005553	Atp4a	0	0	0	0
ENSMUSG00000005566	Trim28	18590	15076	28737	16879
ENSMUSG00000005575	Ube2m	3190	2457	5491	3014
ENSMUSG00000005580	Adcy9	525	453	932	533
ENSMUSG00000005583	Mef2c	0	0	1	1
ENSMUSG00000005609	Ctr9	4218	3028	7080	3211
ENSMUSG00000005610	Eif4g2	30931	25280	54553	33979
ENSMUSG00000005611	Mrvi1	37	31	126	78
ENSMUSG00000005615	Pcyt1a	4301	3279	7821	4137
ENSMUSG00000005621	Zfp592	923	818	2014	1390
ENSMUSG00000005625	Psmd4	8890	6985	14239	7223
ENSMUSG00000005628	Tmod4	17	11	32	17
ENSMUSG00000005640	Insrr	1	0	0	0
ENSMUSG00000005656	Snx6	4861	3690	8117	4137
ENSMUSG00000005667	Mthfd2	5675	4315	10544	5253
ENSMUSG00000005672	Kit	0	1	3	0
ENSMUSG00000005674	Tomm40l	1018	775	1411	785
ENSMUSG00000005677	Nr1i3	3	6	1	2
ENSMUSG00000005681	Apoa2	5	3	17	6
ENSMUSG00000005682	Pan2	813	738	988	574
ENSMUSG00000005683	Cs	13141	10004	18164	9930
ENSMUSG00000005686	Ampd3	31	20	539	282
ENSMUSG00000005687	Bcas2	3517	2747	5316	2585
ENSMUSG00000005696	Sh2d1a	0	0	0	2
ENSMUSG00000005698	Ctcf	5094	3979	6641	3352
ENSMUSG00000005699	Pard6a	267	276	481	220
ENSMUSG00000005705	Agrp	1	0	0	2
ENSMUSG00000005716	Pvalb	0	0	0	3
ENSMUSG00000005718	Tfap4	467	384	538	295
ENSMUSG00000005732	Ranbp1	12674	9549	16721	8378
ENSMUSG00000005763	Cd247	0	0	2	2
ENSMUSG00000005774	Rfx5	589	473	661	369
ENSMUSG00000005779	Psmb4	11834	9279	14949	8110
ENSMUSG00000005800	Mmp8	1	0	0	0
ENSMUSG00000005802	Slc30a4	11574	8278	13874	6439
ENSMUSG00000005803	Sqrdl	4304	3162	2709	1369
ENSMUSG00000005804	Bloc1s6	869	777	2130	1044
ENSMUSG00000005813	Metap1	7150	5234	8188	4142
ENSMUSG00000005823	Gpr108	1959	1681	3509	2069
ENSMUSG00000005824	Tnfsf14	0	2	0	1
ENSMUSG00000005836	Gata6	763	755	568	347
ENSMUSG00000005846	Rsl1d1	12243	8891	19426	9185
ENSMUSG00000005864	Cnga2	1	1	21	13
ENSMUSG00000005871	Apc	4684	3503	9769	5143
ENSMUSG00000005873	Reep5	1744	1456	5219	2911
ENSMUSG00000005881	Ergic3	2678	2200	5020	2790
ENSMUSG00000005882	Uqcc1	2294	1688	4158	2119
ENSMUSG00000005883	Spo11	10	12	13	7
ENSMUSG00000005886	Ncoa2	2152	2086	4223	2928
ENSMUSG00000005891	Prl4a1	0	0	1	0
ENSMUSG00000005892	Trh	0	0	7	1
ENSMUSG00000005893	Nr2c2	3985	3370	7027	3984
ENSMUSG00000005897	Nr2c1	487	405	1213	764
ENSMUSG00000005899	Smpd4	3864	3070	3467	2087
ENSMUSG00000005907	Pex1	4349	3632	6739	3722
ENSMUSG00000005917	Otx1	13	7	9	12
ENSMUSG00000005936	Kctd20	3285	2522	7869	4101
ENSMUSG00000005947	Itgae	11	3	19	13
ENSMUSG00000005949	Ctns	360	317	1218	771
ENSMUSG00000005950	P2rx5	1	0	7	1
ENSMUSG00000005951	Shpk	89	72	256	131
ENSMUSG00000005952	Trpv1	16	6	15	6
ENSMUSG00000005958	Ephb3	0	0	1	1
ENSMUSG00000005968	Tuft1	13480	10177	11049	5460
ENSMUSG00000005973	Rcn1	0	0	4	0
ENSMUSG00000005980	Dnase1	442	380	142	69
ENSMUSG00000005981	Trap1	5106	4202	10593	5336
ENSMUSG00000005982	Naa60	1100	924	2068	1310
ENSMUSG00000005983	1700037C18Rik	195	152	217	121
ENSMUSG00000005986	Ankrd13d	30	28	62	25
ENSMUSG00000005994	Tyrp1	1	1	2	2
ENSMUSG00000006005	Tpr	12429	7552	21967	9728
ENSMUSG00000006007	Pdc	0	0	1	0
ENSMUSG00000006010	BC003331	1690	1102	3007	1291
ENSMUSG00000006014	Prg4	1	2	18	14
ENSMUSG00000006019	Dhx34	562	576	924	590
ENSMUSG00000006021	Kptn	460	414	817	432
ENSMUSG00000006024	Napa	3062	2563	7046	4032
ENSMUSG00000006050	Sra1	2312	1788	3550	1916
ENSMUSG00000006056	Calcoco2	3	0	1	1
ENSMUSG00000006057	Atp5g1	4253	3130	6241	3382
ENSMUSG00000006058	Snf8	1996	1472	2787	1599
ENSMUSG00000006095	Tbcb	1525	1190	2410	1309
ENSMUSG00000006127	Inpp5k	909	742	1749	957
ENSMUSG00000006134	Crkl	3125	2487	5368	3056
ENSMUSG00000006143	Upk3bl	42	37	22	15
ENSMUSG00000006154	Eps8l1	0	3	2	0
ENSMUSG00000006169	Clint1	5178	4128	9177	4781
ENSMUSG00000006179	Prss16	4	5	0	0
ENSMUSG00000006191	Cdkal1	747	611	1239	673
ENSMUSG00000006200	Rhox6	0	0	0	0
ENSMUSG00000006204	5430419D17Rik	33	11	39	18
ENSMUSG00000006205	Htra1	80	64	563	257
ENSMUSG00000006215	Zbtb17	1088	905	1889	1107
ENSMUSG00000006216	Clcnkb	0	0	1	1
ENSMUSG00000006218	Fam131c	90	105	56	47
ENSMUSG00000006219	Fblim1	1076	989	3893	2975
ENSMUSG00000006221	Hspb7	0	0	0	1
ENSMUSG00000006235	Epor	20	21	60	22
ENSMUSG00000006241	Ccdc159	110	88	165	104
ENSMUSG00000006262	Mob1b	3170	2369	5320	3183
ENSMUSG00000006269	Atp6v1b1	0	0	1	0
ENSMUSG00000006273	Atp6v1b2	3979	3199	6604	3985
ENSMUSG00000006276	Eps15l1	1036	912	2007	1081
ENSMUSG00000006281	Tep1	797	800	2861	1769
ENSMUSG00000006288	Ttc5	611	479	1023	537
ENSMUSG00000006289	Osgep	414	316	940	494
ENSMUSG00000006299	Aamp	6254	4954	11179	5907
ENSMUSG00000006301	Tmbim1	7223	5321	12010	6626
ENSMUSG00000006304	Arpc2	7932	6265	15392	8429
ENSMUSG00000006307	Kmt2b	717	979	1697	1368
ENSMUSG00000006310	Zbtb32	317	247	299	152
ENSMUSG00000006313	Upk1a	8	11	21	16
ENSMUSG00000006315	Tmem147	2282	1734	3215	1782
ENSMUSG00000006333	Rps9	24011	18482	32797	17739
ENSMUSG00000006335	Tfpt	366	282	605	277
ENSMUSG00000006342	Susd2	0	2	17	9
ENSMUSG00000006344	Ggt5	0	0	14	12
ENSMUSG00000006345	Ggt1	44	29	40	25
ENSMUSG00000006356	Crip2	4838	4561	9409	5551
ENSMUSG00000006360	Crip1	339	267	130	86
ENSMUSG00000006362	Cbfa2t3	53	47	3	0
ENSMUSG00000006369	Fbln1	117	133	158	82
ENSMUSG00000006373	Pgrmc1	8364	6610	14623	7374
ENSMUSG00000006378	Gcat	2825	2514	1104	636
ENSMUSG00000006386	Tek	1	1	8	4
ENSMUSG00000006389	Mpl	0	0	0	0
ENSMUSG00000006390	Elovl1	1790	1328	2561	1410
ENSMUSG00000006392	Med8	2091	1438	2576	1215
ENSMUSG00000006395	Hyi	163	152	326	174
ENSMUSG00000006398	Cdc20	5424	4326	3756	2005
ENSMUSG00000006403	Adamts4	80	64	2312	1261
ENSMUSG00000006411	Nectin4	25	15	440	183
ENSMUSG00000006412	Pfdn2	458	375	1095	606
ENSMUSG00000006418	Rnf114	1738	1439	4371	2413
ENSMUSG00000006423	C330007P06Rik	3650	2528	5905	2592
ENSMUSG00000006435	Neurl1a	22	31	400	238
ENSMUSG00000006442	Srm	2569	2261	2948	1853
ENSMUSG00000006445	Epha2	13333	11991	14759	8658
ENSMUSG00000006456	Rbm14	2025	2122	2782	1724
ENSMUSG00000006457	Actn3	14	11	67	26
ENSMUSG00000006462	A530013C23Rik	36	40	84	44
ENSMUSG00000006463	Zdhhc24	415	366	1503	829
ENSMUSG00000006464	Bbs1	277	264	612	326
ENSMUSG00000006469	Slc34a3	0	1	2	1
ENSMUSG00000006471	Ndor1	1093	974	2328	1347
ENSMUSG00000006476	Nsmf	2044	1726	3852	2188
ENSMUSG00000006488	Prl7a1	0	0	27	5
ENSMUSG00000006490	Prl8a9	1	0	1	0
ENSMUSG00000006494	Pdk1	1173	1178	1156	621
ENSMUSG00000006498	Ptbp1	12265	11250	16513	10886
ENSMUSG00000006517	Mvd	1181	996	1150	664
ENSMUSG00000006519	Cyba	0	0	1	0
ENSMUSG00000006522	Itih3	0	3	59	19
ENSMUSG00000006526	Tmem110	288	252	645	350
ENSMUSG00000006527	Sfmbt1	56	55	272	176
ENSMUSG00000006529	Itih1	0	0	15	5
ENSMUSG00000006538	Ihh	8	3	24	9
ENSMUSG00000006542	Prkag3	1	0	3	7
ENSMUSG00000006567	Atp7b	1006	999	99	73
ENSMUSG00000006574	Slc4a1	57	70	3	1
ENSMUSG00000006575	Rundc3a	19	18	4	2
ENSMUSG00000006576	Slc4a3	0	0	2	0
ENSMUSG00000006585	Cdt1	2715	3388	2281	1547
ENSMUSG00000006586	Runx1t1	0	0	3	2
ENSMUSG00000006587	Snai3	111	74	51	29
ENSMUSG00000006589	Aprt	8090	6846	9030	5038
ENSMUSG00000006599	Gtf2h1	4508	3456	6660	2920
ENSMUSG00000006611	Hfe	172	151	92	48
