id	sym	WT_6_hr_DMSO_1	WT_6_hr_DMSO_2	WT_6_hr_DMSO_3	WT_6_hr_Tunicamycin_1	WT_6_hr_Tunicamycin_2	WT_6_hr_Tunicamycin_3
ENSMUSG00000002688	Prkd1	1	2	1	5	5	1
ENSMUSG00000002699	Lcp2	137	91	141	205	136	168
ENSMUSG00000002718	Cse1l	822	1097	1129	1237	1093	1297
ENSMUSG00000002728	Naa20	302	302	297	390	381	443
ENSMUSG00000002731	Prkra	290	286	274	181	187	195
ENSMUSG00000002732	Fkbp7	71	40	63	97	111	133
ENSMUSG00000002733	Plekha3	496	481	612	567	504	635
ENSMUSG00000002741	Ykt6	1443	1304	1725	2215	1937	2341
ENSMUSG00000002748	Baz1b	1538	1779	3100	2249	1894	2282
ENSMUSG00000002763	Pex6	1918	2058	2945	2322	2242	2471
ENSMUSG00000002767	Mrpl2	645	655	716	674	670	886
ENSMUSG00000002768	Mea1	569	475	502	445	468	576
ENSMUSG00000002769	Gnmt	28278	30147	44677	18215	21781	23943
ENSMUSG00000002771	Grin2d	6	6	9	7	10	13
ENSMUSG00000002778	Kdelr1	1781	1645	1755	2452	2568	3073
ENSMUSG00000002781	Tmem143	396	408	483	241	248	290
ENSMUSG00000002791	Pdxk-ps	0	3	3	1	2	0
ENSMUSG00000002797	Ggct	176	192	171	323	385	447
ENSMUSG00000002799	Jag2	1	3	6	1	8	6
ENSMUSG00000002803	Btbd6	246	220	336	301	256	354
ENSMUSG00000002804	Nudt14	176	170	151	99	114	130
ENSMUSG00000002808	Epdr1	9	26	11	17	22	40
ENSMUSG00000002812	Flii	872	1180	1666	1691	1669	2106
ENSMUSG00000002814	Top3a	129	180	237	331	255	305
ENSMUSG00000002820	Atg4d	610	410	788	1045	1079	1271
ENSMUSG00000002825	Qtrt1	43	56	48	209	161	196
ENSMUSG00000002831	Plin4	81	89	295	74	60	119
ENSMUSG00000002833	Hdgfrp2	520	696	734	865	893	1165
ENSMUSG00000002835	Chaf1a	42	24	31	20	17	12
ENSMUSG00000002844	Adprh	120	128	110	123	118	158
ENSMUSG00000002845	Tmem39a	247	283	258	1341	1206	1416
ENSMUSG00000002846	Timmdc1	663	576	690	688	605	800
ENSMUSG00000002847	Pla1a	1591	1103	1184	507	622	637
ENSMUSG00000002870	Mcm2	122	79	123	107	99	186
ENSMUSG00000002871	Tpra1	322	388	475	501	575	726
ENSMUSG00000002881	Nab1	1932	2011	2769	2331	1986	2736
ENSMUSG00000002885	Adgre5	259	231	358	446	411	518
ENSMUSG00000002897	Il17ra	449	430	843	2405	2253	2540
ENSMUSG00000002900	Lamb1	155	226	240	275	313	431
ENSMUSG00000002908	Kcnn1	88	111	121	55	43	101
ENSMUSG00000002910	Arrdc2	224	428	234	166	219	257
ENSMUSG00000002930	Ppp1r17	0	0	0	0	0	0
ENSMUSG00000002944	Cd36	1020	1574	2659	966	1194	1243
ENSMUSG00000002948	Map2k7	371	549	634	747	745	819
ENSMUSG00000002949	Timm44	973	980	1173	969	863	1197
ENSMUSG00000002957	Ap2a2	1508	1513	2230	1852	1673	2079
ENSMUSG00000002963	Pnkp	390	364	478	398	386	513
ENSMUSG00000002968	Med25	651	752	915	1137	1091	1183
ENSMUSG00000002980	Bcam	80	83	102	99	97	153
ENSMUSG00000002981	Clptm1	1716	1916	2339	2037	2081	2361
ENSMUSG00000002983	Relb	45	39	39	209	128	114
ENSMUSG00000002984	Tomm40	589	724	807	1189	1348	1556
ENSMUSG00000002985	Apoe	267895	223605	366232	174687	187827	222507
ENSMUSG00000002992	Apoc2	28	44	43	14	13	29
ENSMUSG00000002996	Hbp1	1852	1969	2375	2888	2385	2750
ENSMUSG00000002997	Prkar2b	16	17	9	9	19	17
ENSMUSG00000003031	Cdkn1b	586	557	613	1349	1153	1540
ENSMUSG00000003032	Klf4	18	19	43	38	43	45
ENSMUSG00000003033	Ap1m1	565	645	734	971	956	1218
ENSMUSG00000003037	Rab8a	1480	1144	1690	1896	1937	2377
ENSMUSG00000003038	Hmgn2	330	481	199	514	580	626
ENSMUSG00000003039	Fam32a	972	790	986	691	705	779
ENSMUSG00000003051	Elf3	14	12	7	72	78	93
ENSMUSG00000003053	Cyp2c29	31395	30719	46830	19736	17539	26791
ENSMUSG00000003062	Stard3nl	209	191	164	742	721	825
ENSMUSG00000003068	Stk11	1521	1358	1949	1666	1663	2072
ENSMUSG00000003070	Efna2	3	7	4	5	4	1
ENSMUSG00000003072	Atp5d	3081	2869	3611	1770	1970	2384
ENSMUSG00000003099	Ppp5c	872	802	1105	887	786	960
ENSMUSG00000003119	Cdk12	407	606	718	1794	1473	1398
ENSMUSG00000003123	Lipe	266	272	433	259	220	326
ENSMUSG00000003131	Pafah1b2	743	703	974	1157	1055	1192
ENSMUSG00000003134	Tbc1d8	612	604	1293	1673	1562	1755
ENSMUSG00000003135	Cnot11	356	356	461	779	694	785
ENSMUSG00000003153	Slc2a3	12	7	12	22	18	16
ENSMUSG00000003154	Foxj2	182	260	328	443	353	397
ENSMUSG00000003161	Sri	536	623	463	587	613	770
ENSMUSG00000003166	Dgcr2	1128	983	1598	954	861	994
ENSMUSG00000003184	Irf3	750	984	1187	958	888	1125
ENSMUSG00000003190	Bcl2l12	51	47	54	30	25	42
ENSMUSG00000003198	Zfp959	93	96	114	269	211	214
ENSMUSG00000003199	Mpnd	1255	1217	1595	1017	1129	1333
ENSMUSG00000003200	Sh3gl1	347	367	477	610	555	643
ENSMUSG00000003206	Ebi3	9	4	9	10	7	14
ENSMUSG00000003208	Ccdc94	86	73	97	158	134	175
ENSMUSG00000003226	Ranbp2	2559	3242	3976	11316	9635	10163
ENSMUSG00000003227	Edar	1	2	1	2	2	0
ENSMUSG00000003228	Grk5	62	61	87	107	106	118
ENSMUSG00000003233	Dvl3	216	302	431	760	638	687
ENSMUSG00000003234	Abcf3	905	1021	1310	3054	2848	3402
ENSMUSG00000003235	Eif2b5	801	945	996	1370	1375	1673
ENSMUSG00000003269	Cyth2	293	291	411	948	915	1079
ENSMUSG00000003271	Sult2b1	0	0	0	1	1	3
ENSMUSG00000003273	Car11	3	17	50	7	5	12
ENSMUSG00000003279	Dlgap1	38	63	27	39	22	32
ENSMUSG00000003282	Plag1	9	18	31	15	16	28
ENSMUSG00000003283	Hck	98	73	165	173	115	177
ENSMUSG00000003299	Mrpl4	544	518	739	463	394	503
ENSMUSG00000003308	Keap1	926	870	1282	1018	889	996
ENSMUSG00000003309	Ap1m2	6	4	3	4	1	10
ENSMUSG00000003316	Glg1	867	1330	1695	1893	1819	2218
ENSMUSG00000003341	Atp8b3	0	0	0	0	0	0
ENSMUSG00000003344	Btbd2	401	384	520	435	397	445
ENSMUSG00000003345	Csnk1g2	1296	1106	1342	1070	992	1203
ENSMUSG00000003346	Abhd17a	1057	850	1006	532	600	675
ENSMUSG00000003348	Mob3a	23	30	42	102	49	78
ENSMUSG00000003352	Cacnb3	18	19	15	8	19	18
ENSMUSG00000003354	Ccdc65	1	0	0	11	4	9
ENSMUSG00000003355	Fkbp11	206	117	98	1661	1626	2082
ENSMUSG00000003360	Ddx23	901	971	1323	1251	1185	1415
ENSMUSG00000003363	Pld3	408	430	504	398	404	468
ENSMUSG00000003378	Grik5	101	300	154	160	143	165
ENSMUSG00000003379	Cd79a	19	12	14	20	15	24
ENSMUSG00000003380	Rabac1	878	680	944	1036	1062	1226
ENSMUSG00000003382	Etv3	308	324	541	616	618	673
ENSMUSG00000003402	Prkcsh	1855	1883	2774	3393	3531	4352
ENSMUSG00000003410	Elavl3	2	0	0	1	1	1
ENSMUSG00000003411	Rab3b	7	7	17	11	7	16
ENSMUSG00000003418	St8sia6	1	2	0	2	1	5
ENSMUSG00000003420	Fcgrt	3218	2511	4198	2202	2143	2553
ENSMUSG00000003421	Nosip	312	284	373	498	462	583
ENSMUSG00000003423	Pih1d1	605	453	631	388	381	506
ENSMUSG00000003429	Rps11	1668	1502	1661	2206	2168	2472
ENSMUSG00000003435	Supt5	1040	1366	1829	7639	6401	7900
ENSMUSG00000003436	Dll3	0	0	0	0	0	0
ENSMUSG00000003437	Paf1	463	685	844	976	1010	1206
ENSMUSG00000003438	Timm50	537	533	592	536	515	655
ENSMUSG00000003444	Med29	227	178	232	229	240	308
ENSMUSG00000003452	Bicd1	9	11	1	5	4	12
ENSMUSG00000003458	Ncstn	960	1127	1240	1715	1857	1984
ENSMUSG00000003464	Pex19	2649	2428	3055	1329	1337	1625
ENSMUSG00000003469	Phyhip	5	3	1	4	0	1
ENSMUSG00000003476	Crhr2	0	6	5	2	1	5
ENSMUSG00000003477	Inmt	12821	10821	14005	4223	4534	5478
ENSMUSG00000003484	Cyp4f18	9	10	10	6	6	11
ENSMUSG00000003500	Impdh1	46	52	63	324	246	315
ENSMUSG00000003518	Dusp3	769	744	1406	1376	1092	1557
ENSMUSG00000003526	Prodh	3163	5736	4568	2862	2876	4533
ENSMUSG00000003527	Dgcr14	115	114	166	172	169	191
ENSMUSG00000003528	Slc25a1	3095	3032	3732	1879	1879	2292
ENSMUSG00000003531	Dgcr6	512	461	493	278	236	304
ENSMUSG00000003534	Ddr1	51	67	53	113	141	123
ENSMUSG00000003541	Ier3	15	17	33	21	6	24
ENSMUSG00000003545	Fosb	2	3	1	1	4	3
ENSMUSG00000003546	Klc4	1641	1372	2104	960	962	1228
ENSMUSG00000003549	Ercc1	60	65	60	111	129	157
ENSMUSG00000003555	Cyp17a1	1748	2783	2958	342	644	2528
ENSMUSG00000003559	As3mt	921	998	1112	585	593	1015
ENSMUSG00000003573	Homer3	19	26	23	27	21	23
ENSMUSG00000003575	Crtc1	171	224	337	438	411	452
ENSMUSG00000003581	Rnf215	250	226	288	418	367	381
ENSMUSG00000003585	Sec14l2	10199	8643	11830	8395	8351	9916
ENSMUSG00000003604	Aven	292	279	367	357	365	401
ENSMUSG00000003617	Cp	24961	21026	28218	21716	18854	23592
ENSMUSG00000003623	Crot	18232	10017	14866	28822	20239	21934
ENSMUSG00000003644	Rps6ka1	259	207	386	274	279	346
ENSMUSG00000003660	Snrnp200	1196	2452	2498	4173	3767	4530
ENSMUSG00000003662	Ciao1	847	835	1004	832	751	963
ENSMUSG00000003665	Has1	2	2	0	4	0	0
ENSMUSG00000003680	Taf6l	277	302	351	478	474	617
ENSMUSG00000003721	Insig2	2987	1543	2877	9100	6389	7085
ENSMUSG00000003731	Kpna6	1233	1421	1931	1363	1339	1470
ENSMUSG00000003746	Man1a	7117	5643	9577	6426	6325	7478
ENSMUSG00000003752	Itpkc	60	90	129	576	521	337
ENSMUSG00000003762	Adck4	287	299	310	1677	1510	1431
ENSMUSG00000003778	Brd8	381	460	530	894	851	920
ENSMUSG00000003779	Kif20a	84	29	21	36	55	67
ENSMUSG00000003808	Farsa	345	425	524	810	736	875
ENSMUSG00000003809	Gcdh	11061	10874	14093	6621	6701	8528
ENSMUSG00000003810	Mast2	306	401	528	1567	1531	1789
ENSMUSG00000003812	Dnase2a	423	274	419	292	223	303
ENSMUSG00000003813	Rad23a	622	790	851	392	371	478
ENSMUSG00000003814	Calr	13235	13122	13569	100846	110941	138401
ENSMUSG00000003824	Syce2	108	129	171	62	71	98
ENSMUSG00000003847	Nfat5	861	1350	1464	2097	1721	1922
ENSMUSG00000003848	Nob1	161	153	253	516	441	534
ENSMUSG00000003849	Nqo1	239	252	188	57	62	145
ENSMUSG00000003863	Ppfia3	0	3	0	0	2	0
ENSMUSG00000003865	Gys1	62	96	115	399	472	525
ENSMUSG00000003868	Ruvbl2	220	268	322	692	671	747
ENSMUSG00000003872	Lin7b	1	0	0	4	1	3
ENSMUSG00000003873	Bax	179	465	226	217	198	221
ENSMUSG00000003882	Il7r	6	15	6	13	11	17
ENSMUSG00000003923	Tfam	1140	1154	1477	1017	949	1190
ENSMUSG00000003929	Zfp81	102	103	113	156	99	100
ENSMUSG00000003934	Efnb3	1	7	1	7	2	9
ENSMUSG00000003948	Mmd	2579	2100	3015	1020	854	1039
ENSMUSG00000003949	Hlf	1157	1533	1986	176	226	332
ENSMUSG00000003955	Fam162a	766	708	753	607	519	636
ENSMUSG00000003970	Rpl8	4466	4332	5002	4736	5004	5534
ENSMUSG00000003992	Ssbp2	19	23	40	24	32	41
ENSMUSG00000004018	Fancl	106	100	100	116	106	110
ENSMUSG00000004031	Brinp2	0	0	0	0	1	0
ENSMUSG00000004032	Gstm5	171	142	174	114	118	120
ENSMUSG00000004035	Gstm7	1168	970	1051	705	586	1018
ENSMUSG00000004038	Gstm3	1686	1297	1891	3460	1827	4628
ENSMUSG00000004040	Stat3	2514	2907	5232	2212	1959	2089
ENSMUSG00000004043	Stat5a	214	352	400	137	191	201
ENSMUSG00000004044	Ptrf	173	218	175	135	230	267
ENSMUSG00000004054	Map3k11	726	614	1174	1321	991	1088
ENSMUSG00000004056	Akt2	2334	2236	3054	2488	2468	2829
ENSMUSG00000004069	Dnaja3	2206	2374	3043	5841	5659	6743
ENSMUSG00000004070	Hmox2	546	618	755	1382	1447	1772
ENSMUSG00000004071	Cdip1	1841	2041	3045	3871	4214	4857
ENSMUSG00000004085	Zak	264	671	334	208	193	229
ENSMUSG00000004096	Cwc15	1008	939	1097	1269	1114	1506
ENSMUSG00000004098	Col5a3	153	149	202	196	164	148
ENSMUSG00000004099	Dnmt1	260	282	334	184	181	250
ENSMUSG00000004100	Ppan	182	134	257	1489	1472	1421
ENSMUSG00000004105	Angptl2	304	403	334	263	448	431
ENSMUSG00000004110	Cacna1e	6	2	3	3	4	6
ENSMUSG00000004113	Cacna1b	0	0	0	0	0	1
ENSMUSG00000004127	Trmt10a	83	131	126	356	325	340
ENSMUSG00000004151	Etv1	15	12	14	24	24	37
ENSMUSG00000004187	Kifc2	151	244	383	72	71	76
ENSMUSG00000004207	Psap	10039	9757	15144	8376	8545	10677
ENSMUSG00000004221	Ikbkg	1484	1632	1783	3889	3345	2977
ENSMUSG00000004233	Wars2	113	143	171	387	343	419
ENSMUSG00000004263	Atn1	23	15	41	27	24	26
ENSMUSG00000004264	Phb2	2488	2615	3215	2338	2408	3022
ENSMUSG00000004266	Ptpn6	434	429	472	428	319	458
ENSMUSG00000004267	Eno2	3	7	2	0	8	6
ENSMUSG00000004268	Emg1	815	787	876	958	897	1166
ENSMUSG00000004270	Lpcat3	1165	1415	1607	2089	1897	2033
ENSMUSG00000004285	Atp6v1f	795	589	731	539	484	633
ENSMUSG00000004296	Il12b	3	3	1	5	1	1
ENSMUSG00000004317	Clcn5	147	158	277	360	355	432
ENSMUSG00000004319	Clcn3	1130	1543	2019	5374	5554	6142
ENSMUSG00000004328	Hif3a	2	8	10	14	36	40
ENSMUSG00000004341	Gpx6	18	10	21	12	14	8
ENSMUSG00000004344	Gpx5	0	3	2	1	2	0
ENSMUSG00000004347	Pde1c	6	7	11	17	5	22
ENSMUSG00000004356	Utp20	391	1087	817	3074	2483	2726
ENSMUSG00000004359	Spic	51	50	70	79	50	65
ENSMUSG00000004360	9330159F19Rik	0	2	0	0	0	4
ENSMUSG00000004364	Cul3	1409	1556	2189	2894	2549	2958
ENSMUSG00000004371	Il11	0	1	0	1	1	1
ENSMUSG00000004383	Large	105	108	110	118	104	109
ENSMUSG00000004393	Ddx56	465	627	530	1972	1943	2161
ENSMUSG00000004394	Tmed4	1105	975	1382	1566	1545	1955
ENSMUSG00000004415	Col26a1	1	1	2	1	0	6
ENSMUSG00000004446	Bid	390	304	478	242	215	267
ENSMUSG00000004451	Ralb	273	235	244	858	873	993
ENSMUSG00000004455	Ppp1cc	1330	969	1478	783	748	955
ENSMUSG00000004460	Dnajb11	1966	1821	1959	16211	17682	21874
ENSMUSG00000004462	Tbccd1	557	558	791	1629	1841	2315
ENSMUSG00000004473	Clec11a	25	29	29	22	23	28
ENSMUSG00000004500	Zfp324	174	181	215	2550	3154	3251
ENSMUSG00000004508	Gab2	66	69	88	144	118	150
ENSMUSG00000004530	Coro1c	317	345	428	362	289	425
ENSMUSG00000004535	Tax1bp1	3285	3384	4367	5254	4785	5516
ENSMUSG00000004540	Psg17	0	0	0	0	0	0
ENSMUSG00000004552	Ctse	2	4	7	1	2	12
ENSMUSG00000004558	Ndrg2	24622	27558	36149	16557	16285	22135
ENSMUSG00000004561	Mettl17	252	365	419	443	417	584
ENSMUSG00000004562	Arhgef40	185	236	416	212	237	206
ENSMUSG00000004565	Pnpla6	493	755	1242	514	440	690
ENSMUSG00000004567	Mcoln1	674	881	915	621	646	714
ENSMUSG00000004568	Arhgef18	505	715	1044	791	597	902
ENSMUSG00000004591	Pkn2	1147	1164	1446	2149	1744	1962
ENSMUSG00000004609	Cd33	16	36	48	30	34	37
ENSMUSG00000004610	Etfb	651	509	696	337	336	468
ENSMUSG00000004612	Nkg7	23	10	10	12	5	6
ENSMUSG00000004626	Stxbp2	595	706	734	536	537	703
ENSMUSG00000004630	Pcp2	0	2	2	2	0	2
ENSMUSG00000004631	Sgce	73	60	63	71	96	115
ENSMUSG00000004633	Chn2	821	703	1075	330	400	459
ENSMUSG00000004637	Wwox	139	157	135	155	150	174
ENSMUSG00000004642	Slbp	304	260	392	363	322	377
ENSMUSG00000004651	Tyr	1	0	0	1	0	0
ENSMUSG00000004654	Ghrhr	0	2	1	0	0	0
ENSMUSG00000004655	Aqp1	1321	1508	2112	2264	2167	2924
ENSMUSG00000004661	Arid3b	76	84	138	67	76	76
ENSMUSG00000004665	Cnn2	98	98	98	101	101	131
ENSMUSG00000004667	Polr2e	425	347	388	412	429	511
ENSMUSG00000004668	Abca13	1	0	0	0	0	0
ENSMUSG00000004677	Myo9b	611	842	964	1141	865	1072
ENSMUSG00000004698	Hdac9	26	35	30	36	41	36
ENSMUSG00000004707	Ly9	54	35	48	57	53	41
ENSMUSG00000004709	Cd244	9	6	6	4	3	23
ENSMUSG00000004730	Adgre1	454	286	535	685	542	719
ENSMUSG00000004748	Mtfp1	540	473	639	187	152	221
ENSMUSG00000004768	Rab23	166	322	289	834	670	747
ENSMUSG00000004771	Rab11a	881	748	932	960	931	1123
ENSMUSG00000004788	Eif2b2	298	297	355	524	477	578
ENSMUSG00000004789	Dlst	3517	4259	5364	3046	2990	3747
ENSMUSG00000004791	Pgf	0	1	4	2	0	2
ENSMUSG00000004798	Ulk2	2063	2035	2354	1692	1611	1752
ENSMUSG00000004814	Ccl24	40	31	32	34	36	31
ENSMUSG00000004815	Dgkq	287	397	542	314	279	320
ENSMUSG00000004837	Grap	45	54	81	81	59	90
ENSMUSG00000004843	Chmp2b	726	603	722	1550	1396	1690
ENSMUSG00000004846	Plod3	443	561	722	547	481	612
ENSMUSG00000004849	Ap1s1	666	509	526	360	332	472
ENSMUSG00000004864	Mapk13	2	2	7	2	3	9
ENSMUSG00000004865	Srpk1	501	634	765	731	651	726
ENSMUSG00000004872	Pax3	0	0	0	0	0	0
ENSMUSG00000004880	Lbr	228	315	312	487	491	488
ENSMUSG00000004885	Crabp2	0	0	0	0	0	0
ENSMUSG00000004891	Nes	40	64	84	54	74	80
ENSMUSG00000004892	Bcan	0	0	0	0	0	0
ENSMUSG00000004895	Prcc	408	353	558	575	480	564
ENSMUSG00000004896	Rrnad1	154	222	254	278	283	298
ENSMUSG00000004897	Hdgf	3165	3252	4642	2653	2571	3233
ENSMUSG00000004902	Slc25a18	1	11	12	13	14	7
ENSMUSG00000004929	Thop1	128	215	151	424	556	536
ENSMUSG00000004931	Apba3	639	551	850	1112	1080	1099
ENSMUSG00000004933	Matk	14	12	12	16	16	12
ENSMUSG00000004934	Pias4	288	320	394	314	317	351
ENSMUSG00000004936	Map2k1	1144	1054	1354	1915	1998	2120
ENSMUSG00000004937	Sgta	1147	1134	1534	1154	1114	1369
ENSMUSG00000004939	Nmrk2	0	0	0	2	1	0
ENSMUSG00000004945	Tmem242	657	486	494	277	360	378
ENSMUSG00000004947	Dtx2	61	58	119	358	246	197
ENSMUSG00000004951	Hspb1	172	115	790	92	99	90
ENSMUSG00000004952	Rasa4	52	52	64	55	64	63
ENSMUSG00000004961	Syt5	2	1	0	0	0	2
ENSMUSG00000004980	Hnrnpa2b1	7198	7961	9414	9012	8997	10609
ENSMUSG00000004988	Fxyd4	0	1	1	1	0	0
ENSMUSG00000004994	Ccdc130	76	78	104	435	360	448
ENSMUSG00000004996	Mri1	267	335	289	514	482	654
ENSMUSG00000005034	Prkacb	1333	1275	1849	1475	1338	1511
ENSMUSG00000005043	Sgsh	113	177	152	163	124	205
ENSMUSG00000005045	Chd5	0	0	3	0	0	2
ENSMUSG00000005054	Cstb	619	465	447	373	315	426
ENSMUSG00000005057	Sh2b2	51	36	105	206	110	140
ENSMUSG00000005069	Pex5	2255	2439	3352	1716	1627	1973
ENSMUSG00000005078	Jkamp	352	366	410	285	260	427
ENSMUSG00000005087	Cd44	270	137	321	240	246	319
ENSMUSG00000005089	Slc1a2	5450	5612	11424	4330	3151	4053
ENSMUSG00000005102	Eif2ak4	254	295	372	467	452	528
ENSMUSG00000005103	Wdr1	842	914	1160	1098	1069	1666
ENSMUSG00000005107	Slc2a9	755	1284	1198	403	426	487
ENSMUSG00000005124	Wisp1	11	28	24	32	34	22
ENSMUSG00000005125	Ndrg1	147	132	187	367	194	290
ENSMUSG00000005131	4930550C14Rik	3	1	2	1	1	1
ENSMUSG00000005142	Man2b1	2116	2464	3427	2271	2485	3000
ENSMUSG00000005148	Klf5	0	5	1	6	8	11
ENSMUSG00000005150	Wdr83	220	241	285	222	241	279
ENSMUSG00000005161	Prdx2	1558	1396	1929	787	753	1012
ENSMUSG00000005198	Polr2a	867	1390	2079	2910	2666	3029
ENSMUSG00000005204	Senp3	740	738	920	1419	1313	1643
ENSMUSG00000005220	Corin	9	1	8	5	2	7
ENSMUSG00000005225	Plekha8	803	756	1260	871	949	1030
ENSMUSG00000005232	G6pc2	0	3	0	1	2	6
ENSMUSG00000005233	Spc25	227	102	218	35	37	67
ENSMUSG00000005237	Dnah2	3	9	9	9	16	10
ENSMUSG00000005251	Ripk4	160	250	342	181	199	292
ENSMUSG00000005262	Ufd1l	590	748	835	1797	1726	1902
ENSMUSG00000005267	Zfp287	5	9	9	15	12	21
ENSMUSG00000005268	Prlr	9438	9039	10198	3276	3423	4100
ENSMUSG00000005299	Letm1	1279	1717	2008	1461	1347	1840
ENSMUSG00000005312	Ubqln1	2839	3144	4132	5679	5068	6102
ENSMUSG00000005320	Fgfr4	924	892	1333	884	981	1058
ENSMUSG00000005338	Cadm3	99	132	151	157	202	173
ENSMUSG00000005339	Fcer1a	0	0	0	0	0	0
ENSMUSG00000005354	Txn2	3533	3428	4201	4650	4605	5793
ENSMUSG00000005357	Slc1a6	2	1	0	3	0	1
ENSMUSG00000005360	Slc1a3	6	6	7	5	6	4
ENSMUSG00000005362	Crbn	722	569	842	823	646	762
ENSMUSG00000005364	Il5ra	0	2	0	1	0	1
ENSMUSG00000005370	Msh6	289	345	441	313	229	249
ENSMUSG00000005371	Fbxo11	611	637	799	901	829	963
ENSMUSG00000005373	Mlxipl	3788	8569	7923	6010	8283	7167
ENSMUSG00000005374	Tbl2	547	579	848	1505	1421	1667
ENSMUSG00000005378	Wbscr22	435	422	493	443	459	578
ENSMUSG00000005397	Nid1	356	471	665	675	701	1078
ENSMUSG00000005410	Mcm5	100	55	43	27	55	41
ENSMUSG00000005413	Hmox1	430	383	432	1175	912	703
ENSMUSG00000005417	Mprip	1684	2373	2455	2133	2317	2558
ENSMUSG00000005442	Cic	563	869	1162	1523	1397	1702
ENSMUSG00000005447	Pafah1b3	40	27	39	21	28	21
ENSMUSG00000005465	Il27ra	13	34	33	34	25	38
ENSMUSG00000005469	Prkaca	1053	973	1232	964	1009	1244
ENSMUSG00000005470	Asf1b	24	3	12	10	12	20
ENSMUSG00000005481	Ddx39	280	308	320	568	661	750
ENSMUSG00000005483	Dnajb1	550	285	614	406	343	333
ENSMUSG00000005493	Msh4	13	14	11	19	8	16
ENSMUSG00000005501	Usp40	883	1164	1410	1178	1133	1415
ENSMUSG00000005505	Kbtbd4	107	86	154	82	71	85
ENSMUSG00000005506	Celf1	2342	2744	3534	3434	3298	3680
ENSMUSG00000005510	Ndufs3	1943	1733	2082	1454	1553	1877
ENSMUSG00000005514	Por	11415	17017	27092	9876	8481	10245
ENSMUSG00000005533	Igf1r	50	112	82	131	126	201
ENSMUSG00000005534	Insr	3076	4038	6349	3834	3399	3847
ENSMUSG00000005540	Fcer2a	6	7	6	12	10	11
ENSMUSG00000005547	Cyp2a5	15924	26200	31474	23592	21765	36116
ENSMUSG00000005553	Atp4a	19	17	4	4	14	8
ENSMUSG00000005566	Trim28	1036	1208	1686	3145	2807	3604
ENSMUSG00000005575	Ube2m	704	651	886	812	779	969
ENSMUSG00000005580	Adcy9	446	515	891	2189	1728	1999
ENSMUSG00000005583	Mef2c	51	47	67	83	80	105
ENSMUSG00000005609	Ctr9	563	712	968	1039	882	1075
ENSMUSG00000005610	Eif4g2	13415	13500	16685	31914	30006	34177
ENSMUSG00000005611	Mrvi1	20	33	51	46	38	55
ENSMUSG00000005615	Pcyt1a	2010	2249	3383	2346	2535	2845
ENSMUSG00000005621	Zfp592	565	667	1096	1456	1143	1377
ENSMUSG00000005625	Psmd4	1460	1330	1904	1590	1528	1766
ENSMUSG00000005628	Tmod4	1	6	4	9	10	13
ENSMUSG00000005640	Insrr	1	1	1	7	11	14
ENSMUSG00000005656	Snx6	472	501	510	758	648	756
ENSMUSG00000005667	Mthfd2	27	11	15	603	471	496
ENSMUSG00000005672	Kit	90	123	232	277	168	393
ENSMUSG00000005674	Tomm40l	132	342	261	41	35	38
ENSMUSG00000005677	Nr1i3	899	1518	2172	131	106	140
ENSMUSG00000005681	Apoa2	95745	77193	110734	41475	40644	52306
ENSMUSG00000005682	Pan2	512	896	820	1717	1561	1898
ENSMUSG00000005683	Cs	1981	2494	2809	6855	6012	7998
ENSMUSG00000005686	Ampd3	27	36	37	44	48	61
ENSMUSG00000005687	Bcas2	533	582	593	757	750	824
ENSMUSG00000005696	Sh2d1a	4	1	1	0	1	1
ENSMUSG00000005698	Ctcf	706	760	1013	1376	1154	1366
ENSMUSG00000005699	Pard6a	51	53	70	133	96	91
ENSMUSG00000005705	Agrp	4	4	2	1	1	8
ENSMUSG00000005716	Pvalb	0	1	0	0	0	12
ENSMUSG00000005718	Tfap4	71	89	99	99	83	129
ENSMUSG00000005732	Ranbp1	491	531	509	986	838	963
ENSMUSG00000005763	Cd247	4	3	3	6	3	8
ENSMUSG00000005774	Rfx5	171	277	254	358	349	354
ENSMUSG00000005779	Psmb4	2201	2031	2445	2044	2287	2519
ENSMUSG00000005800	Mmp8	1	0	3	2	1	0
ENSMUSG00000005802	Slc30a4	384	328	472	752	619	721
ENSMUSG00000005803	Sqrdl	3593	3877	4908	2208	2186	2936
ENSMUSG00000005804	Bloc1s6	334	319	341	375	337	390
ENSMUSG00000005813	Metap1	783	736	1064	1253	1306	1408
ENSMUSG00000005823	Gpr108	398	357	549	995	1057	1202
ENSMUSG00000005824	Tnfsf14	3	4	11	11	3	7
ENSMUSG00000005836	Gata6	180	158	323	296	251	249
ENSMUSG00000005846	Rsl1d1	967	1065	1049	2943	2586	2854
ENSMUSG00000005864	Cnga2	0	0	0	0	0	0
ENSMUSG00000005871	Apc	852	1218	1688	2111	1718	2017
ENSMUSG00000005873	Reep5	357	267	336	649	542	711
ENSMUSG00000005881	Ergic3	1460	1256	1735	779	825	1009
ENSMUSG00000005882	Uqcc1	808	868	1041	675	634	766
ENSMUSG00000005883	Spo11	1	0	1	1	0	0
ENSMUSG00000005886	Ncoa2	1245	1576	1976	2412	1934	2317
ENSMUSG00000005893	Nr2c2	325	375	551	569	445	546
ENSMUSG00000005897	Nr2c1	247	346	347	665	509	610
ENSMUSG00000005899	Smpd4	287	381	421	436	385	423
