sym	T1	T2	T3	T4	R1	R2	R3	R4
ENSMUSG00000099354	1700124L16Rik	3	4	3	1	0	2	5	5
ENSMUSG00000085263	1700125G02Rik	0	0	0	0	2	0	0	0
ENSMUSG00000097584	1700125G22Rik	2	0	1	0	0	0	0	0
ENSMUSG00000085197	1700125H03Rik	17	25	12	13	16	70	42	26
ENSMUSG00000018479	1700125H20Rik	4	1	0	1	2	0	2	1
ENSMUSG00000107014	1700126H18Rik	0	0	0	0	0	0	0	0
ENSMUSG00000099794	1700128A07Rik	1	2	1	0	2	1	0	1
ENSMUSG00000031998	1700128F08Rik	1	1	0	0	0	0	0	0
ENSMUSG00000021977	1700129C05Rik	0	0	0	0	0	0	0	0
ENSMUSG00000100182	1810006J02Rik	2	0	2	0	0	0	0	0
ENSMUSG00000100844	1810007C17Rik	1	0	0	0	0	1	0	0
ENSMUSG00000100001	1810007D17Rik	0	0	0	0	0	0	0	0
ENSMUSG00000100094	1810008I18Rik	0	0	0	1	1	5	10	5
ENSMUSG00000071653	1810009A15Rik	55	85	43	64	40	70	84	81
ENSMUSG00000094808	1810009J06Rik	1	0	1	1	1	0	0	0
ENSMUSG00000109305	1810010D01Rik	0	2	1	1	0	1	4	1
ENSMUSG00000078607	1810010H24Rik	6	9	12	5	1	7	11	5
ENSMUSG00000041707	1810011H11Rik	0	0	0	0	1	0	0	0
ENSMUSG00000056313	1810011O10Rik	116	89	56	126	72	117	184	123
ENSMUSG00000099825	1810012K16Rik	4	5	5	4	4	7	8	11
ENSMUSG00000022507	1810013L24Rik	846	764	701	511	434	665	798	584
ENSMUSG00000097412	1810014B01Rik	37	44	34	29	31	66	76	38
ENSMUSG00000101088	1810018F18Rik	0	0	0	0	0	0	0	0
ENSMUSG00000086390	1810019D21Rik	2	6	4	5	2	5	11	3
ENSMUSG00000089997	1810020O05Rik	0	4	0	2	3	7	12	5
ENSMUSG00000087331	1810021B22Rik	12	9	13	14	8	12	23	15
ENSMUSG00000078784	1810022K09Rik	87	71	81	59	42	65	81	68
ENSMUSG00000044145	1810024B03Rik	5	0	3	2	1	2	6	8
ENSMUSG00000101970	1810026B05Rik	272	240	204	303	291	376	455	273
ENSMUSG00000048429	1810026J23Rik	618	659	540	399	343	608	727	470
ENSMUSG00000044148	1810030O07Rik	556	458	398	399	339	549	759	506
ENSMUSG00000020812	1810032O08Rik	44	39	43	55	62	94	103	60
ENSMUSG00000097101	1810034E14Rik	20	25	12	13	14	28	16	10
ENSMUSG00000054091	1810037I17Rik	116	100	92	128	123	186	259	135
ENSMUSG00000062760	1810041L15Rik	46	47	58	34	30	66	44	50
ENSMUSG00000020284	1810043G02Rik	34	20	42	37	31	34	49	30
ENSMUSG00000078572	1810043H04Rik	11	10	24	11	14	11	24	17
ENSMUSG00000100680	1810044D09Rik	7	0	0	2	0	1	6	3
ENSMUSG00000036027	1810046K07Rik	0	0	0	0	0	0	0	1
ENSMUSG00000100277	1810053B23Rik	0	0	0	0	0	0	1	0
ENSMUSG00000035372	1810055G02Rik	343	264	368	143	143	285	405	271
ENSMUSG00000073155	1810058I24Rik	201	278	284	302	253	354	438	259
ENSMUSG00000027713	1810062G17Rik	7	10	6	12	3	11	11	11
ENSMUSG00000084925	1810062O18Rik	75	89	54	46	36	38	83	52
ENSMUSG00000090925	1810064F22Rik	0	1	0	0	0	0	0	0
ENSMUSG00000013653	1810065E05Rik	1	0	0	0	0	0	0	1
ENSMUSG00000042041	2010003K11Rik	7	9	1	12	16	11	16	5
ENSMUSG00000095620	2010005H15Rik	1	0	0	0	0	0	0	0
ENSMUSG00000100860	2010009K17Rik	1	0	1	0	3	3	1	2
ENSMUSG00000102047	2010010A06Rik	0	2	0	1	1	1	2	2
ENSMUSG00000091575	2010016I18Rik	0	0	0	0	2	0	4	0
ENSMUSG00000100738	2010106C02Rik	1	0	1	1	0	2	0	2
ENSMUSG00000025528	2010106E10Rik	0	0	0	0	0	0	0	1
ENSMUSG00000021290	2010107E04Rik	88	113	101	129	107	181	210	133
ENSMUSG00000029847	2010107G12Rik	5	5	5	2	1	6	5	7
ENSMUSG00000020083	2010107G23Rik	6	3	2	13	1	7	8	4
ENSMUSG00000029384	2010109A12Rik	3	1	2	6	0	0	0	1
ENSMUSG00000063522	2010109I03Rik	0	0	1	1	0	0	0	0
ENSMUSG00000021458	2010111I01Rik	566	422	443	400	219	307	509	316
ENSMUSG00000063018	2010204K13Rik	3	1	2	3	1	6	10	11
ENSMUSG00000026090	2010300C02Rik	0	0	0	0	0	0	0	0
ENSMUSG00000100714	2010308F09Rik	4	3	0	0	4	1	4	2
ENSMUSG00000101268	2010310C07Rik	3	3	5	0	3	1	4	4
ENSMUSG00000100691	2010320M18Rik	4	7	20	5	6	18	13	6
ENSMUSG00000030587	2200002D01Rik	0	0	0	1	0	1	2	0
ENSMUSG00000013083	2200002J24Rik	0	0	0	0	0	1	0	0
ENSMUSG00000029882	2210010C04Rik	11	4	0	1	0	2	0	1
ENSMUSG00000074217	2210011C24Rik	0	3	0	2	0	1	0	0
ENSMUSG00000086316	2210013O21Rik	167	137	215	176	126	162	202	101
ENSMUSG00000021550	2210016F16Rik	70	73	81	35	28	61	89	53
ENSMUSG00000029559	2210016L21Rik	94	130	101	73	69	101	163	97
ENSMUSG00000092570	2210019I11Rik	0	0	0	0	0	0	0	0
ENSMUSG00000078546	2210404O09Rik	11	21	14	8	7	14	13	10
ENSMUSG00000037145	2210407C18Rik	0	0	0	0	0	0	0	1
ENSMUSG00000087380	2210408F21Rik	21	18	15	15	18	34	36	18
ENSMUSG00000071252	2210408I21Rik	76	56	65	55	34	45	62	49
ENSMUSG00000081766	2210409E12Rik	0	0	0	1	0	0	0	0
ENSMUSG00000085394	2210414B05Rik	0	0	0	0	0	0	0	0
ENSMUSG00000086494	2210417A02Rik	0	0	0	0	0	0	0	0
ENSMUSG00000101773	2210420H20Rik	1	0	0	0	0	0	0	0
ENSMUSG00000039269	2300002M23Rik	0	0	0	0	0	0	0	0
ENSMUSG00000078257	2300003K06Rik	0	0	0	0	0	0	0	0
ENSMUSG00000032403	2300009A05Rik	8	21	10	2	11	13	19	11
ENSMUSG00000097354	2310001H17Rik	38	34	20	42	40	56	44	36
ENSMUSG00000053353	2310001K24Rik	1	0	0	1	9	5	5	2
ENSMUSG00000097178	2310002F09Rik	1	0	0	2	0	1	0	0
ENSMUSG00000028396	2310002L09Rik	1	0	0	2	0	0	1	0
ENSMUSG00000087254	2310005A03Rik	0	0	0	0	0	0	0	0
ENSMUSG00000099446	2310005E17Rik	13	10	4	1	1	3	2	1
ENSMUSG00000034159	2310007B03Rik	0	0	0	0	0	0	0	0
ENSMUSG00000100335	2310008N11Rik	0	0	0	0	0	0	0	0
ENSMUSG00000098332	2310009A05Rik	9	19	14	11	6	12	15	5
ENSMUSG00000079283	2310009B15Rik	13	12	6	20	9	25	12	9
ENSMUSG00000097162	2310010J17Rik	19	13	11	3	7	7	14	15
ENSMUSG00000020133	2310011J03Rik	14	17	23	23	18	46	55	19
ENSMUSG00000097729	2310015A10Rik	55	40	43	50	48	57	99	45
ENSMUSG00000099411	2310015D24Rik	0	0	0	0	0	2	1	0
ENSMUSG00000102098	2310016D03Rik	1	0	0	0	0	0	0	0
ENSMUSG00000100410	2310020H05Rik	0	0	0	0	0	1	0	0
ENSMUSG00000049643	2310022A10Rik	23	15	19	11	18	32	41	16
ENSMUSG00000031983	2310022B05Rik	572	519	600	582	388	478	710	419
ENSMUSG00000099447	2310030A07Rik	1	1	1	1	0	1	1	0
ENSMUSG00000032062	2310030G06Rik	8	4	28	8	1	8	8	7
ENSMUSG00000020441	2310033P09Rik	22	25	22	14	17	25	31	25
ENSMUSG00000068078	2310034C09Rik	0	0	0	0	0	0	0	0
ENSMUSG00000099655	2310034G01Rik	1	1	0	2	2	4	10	1
ENSMUSG00000100157	2310034O05Rik	2	1	0	0	0	1	0	0
ENSMUSG00000026319	2310035C23Rik	318	246	285	196	103	214	258	154
ENSMUSG00000041203	2310036O22Rik	107	149	119	188	155	294	258	181
ENSMUSG00000062619	2310039H08Rik	14	22	31	28	33	52	27	22
ENSMUSG00000100550	2310039L15Rik	7	1	2	2	0	2	4	0
ENSMUSG00000101655	2310040G24Rik	10	1	2	4	7	11	16	11
ENSMUSG00000101746	2310043L19Rik	0	0	0	0	0	0	0	0
ENSMUSG00000102106	2310043O21Rik	0	0	0	0	0	0	0	0
ENSMUSG00000090314	2310050C09Rik	0	0	0	0	0	0	0	0
ENSMUSG00000015519	2310057J18Rik	0	0	0	0	0	1	0	0
ENSMUSG00000040177	2310057M21Rik	120	123	87	122	81	159	179	106
ENSMUSG00000048830	2310057N15Rik	0	0	0	0	0	0	0	0
ENSMUSG00000050705	2310061I04Rik	28	32	24	44	40	78	60	36
ENSMUSG00000050704	2310061N02Rik	0	0	0	0	0	0	0	0
ENSMUSG00000087410	2310065F04Rik	0	0	0	0	0	0	1	0
ENSMUSG00000100084	2310068J16Rik	12	12	18	13	18	39	23	21
ENSMUSG00000100291	2310069B03Rik	1	0	0	4	0	0	3	0
ENSMUSG00000097102	2310069G16Rik	1	2	0	1	0	1	0	0
ENSMUSG00000045331	2310079G19Rik	0	0	1	0	0	0	0	0
ENSMUSG00000045411	2410002F23Rik	76	74	63	116	102	175	136	107
ENSMUSG00000085860	2410003L11Rik	0	0	0	0	0	0	0	0
ENSMUSG00000036873	2410004B18Rik	77	71	59	41	18	58	80	55
ENSMUSG00000085338	2410004I01Rik	0	0	0	0	0	0	2	0
ENSMUSG00000071398	2410004P03Rik	1	0	2	0	0	0	0	0
ENSMUSG00000086841	2410006H16Rik	121	172	147	276	401	563	504	277
ENSMUSG00000099528	2410012E07Rik	0	0	0	0	0	0	0	0
ENSMUSG00000049760	2410015M20Rik	82	104	87	205	315	493	461	338
ENSMUSG00000046791	2410016O06Rik	137	189	144	60	59	108	111	111
ENSMUSG00000038311	2410017I17Rik	0	0	0	3	0	0	1	2
ENSMUSG00000073164	2410018L13Rik	0	0	0	0	0	0	0	0
ENSMUSG00000100572	2410021H03Rik	18	14	8	5	3	4	13	8
ENSMUSG00000039801	2410089E03Rik	804	797	602	568	374	589	815	527
ENSMUSG00000051297	2410124H12Rik	0	0	0	0	0	0	0	0
ENSMUSG00000032840	2410131K14Rik	29	23	26	16	39	66	52	30
ENSMUSG00000064308	2410137M14Rik	0	0	6	0	0	0	0	1
ENSMUSG00000074832	2410141K09Rik	5	0	3	0	1	2	2	0
ENSMUSG00000073236	2500004C02Rik	28	24	24	15	11	25	36	15
ENSMUSG00000071632	2510002D24Rik	19	17	7	5	5	12	12	8
ENSMUSG00000043391	2510009E07Rik	37	32	34	18	21	19	27	14
ENSMUSG00000044496	2510039O18Rik	54	45	60	56	49	81	105	68
ENSMUSG00000052419	2610001J05Rik	138	142	145	187	118	174	252	152
ENSMUSG00000031242	2610002M06Rik	514	372	368	246	187	284	430	206
ENSMUSG00000071793	2610005L07Rik	1661	1554	1311	1041	1078	1690	2515	1548
ENSMUSG00000060301	2610008E11Rik	1167	669	743	613	274	499	733	432
ENSMUSG00000101089	2610016A17Rik	0	0	0	0	0	0	0	0
ENSMUSG00000097537	2610020C07Rik	141	111	100	67	72	129	118	104
ENSMUSG00000030924	2610020H08Rik	252	209	182	172	127	191	254	162
ENSMUSG00000087013	2610027K06Rik	8	6	9	8	8	16	10	6
ENSMUSG00000085562	2610028E06Rik	0	0	0	0	1	0	0	0
ENSMUSG00000009114	2610028H24Rik	7	5	3	5	9	15	6	9
ENSMUSG00000087259	2610035D17Rik	10	3	3	14	5	5	8	1
ENSMUSG00000085555	2610035F20Rik	0	0	0	0	0	0	0	0
ENSMUSG00000097536	2610037D02Rik	4	7	7	2	0	11	6	2
ENSMUSG00000071302	2610044O15Rik8	307	317	197	202	119	189	296	206
ENSMUSG00000074415	2610203C20Rik	1750	1233	1254	684	408	618	1032	674
ENSMUSG00000079671	2610203C22Rik	69	54	34	20	34	40	59	60
ENSMUSG00000085236	2610206C17Rik	4	0	4	0	0	0	1	1
ENSMUSG00000059482	2610301B20Rik	230	137	217	202	93	217	259	153
ENSMUSG00000066000	2610305D13Rik	0	0	1	0	0	0	0	0
ENSMUSG00000100164	2610306M01Rik	1	3	10	5	8	16	26	6
ENSMUSG00000085936	2610307P16Rik	11	23	20	6	8	14	16	16
ENSMUSG00000097040	2610316D01Rik	0	0	0	0	0	0	0	0
ENSMUSG00000049916	2610318N02Rik	1	0	0	0	5	2	0	0
ENSMUSG00000010277	2610507B11Rik	1467	1553	1320	1322	1391	2244	2797	1800
ENSMUSG00000085882	2610507I01Rik	25	10	6	11	6	7	14	9
ENSMUSG00000092486	2610524H06Rik	10	4	2	7	5	3	8	4
ENSMUSG00000096001	2610528A11Rik	192	97	217	96	32	12	99	48
ENSMUSG00000028536	2610528J11Rik	0	0	0	0	0	0	0	0
ENSMUSG00000038005	2700029M09Rik	338	212	215	163	111	201	309	232
ENSMUSG00000097180	2700038G22Rik	58	39	18	43	32	49	43	42
ENSMUSG00000041789	2700046A07Rik	0	0	0	0	0	0	0	0
ENSMUSG00000097787	2700046G09Rik	3	6	0	7	9	11	9	9
ENSMUSG00000034601	2700049A03Rik	269	209	166	145	92	149	246	177
ENSMUSG00000021807	2700060E02Rik	390	429	430	316	234	447	446	280
ENSMUSG00000024273	2700062C07Rik	80	65	49	52	35	72	74	69
ENSMUSG00000086224	2700069I18Rik	24	35	19	24	14	26	45	24
ENSMUSG00000053080	2700081O15Rik	392	333	381	296	230	402	566	352
ENSMUSG00000100119	2700089I24Rik	3	2	1	0	0	2	1	0
ENSMUSG00000076437	2700094K13Rik	19	15	23	24	17	19	30	18
ENSMUSG00000062198	2700097O09Rik	47	31	34	36	25	38	37	26
ENSMUSG00000098090	2700099C18Rik	22	8	11	10	2	19	6	4
ENSMUSG00000087497	2810001G20Rik	30	34	22	22	14	26	15	11
ENSMUSG00000045464	2810002D19Rik	71	39	66	45	29	42	46	40
ENSMUSG00000031984	2810004N23Rik	201	196	177	151	197	354	336	196
ENSMUSG00000047635	2810006K23Rik	83	62	91	79	56	84	147	64
ENSMUSG00000099881	2810013P06Rik	76	95	48	66	63	121	120	77
ENSMUSG00000020491	2810021J22Rik	140	163	148	59	45	78	102	79
ENSMUSG00000049881	2810025M15Rik	9	12	12	18	12	15	16	12
ENSMUSG00000096995	2810029C07Rik	9	2	4	3	1	4	4	3
ENSMUSG00000037735	2810032G03Rik	5	8	7	6	4	4	2	7
ENSMUSG00000092574	2810047C21Rik1	16	11	6	9	8	22	17	6
ENSMUSG00000100891	2810049E08Rik	0	0	0	0	0	1	0	0
ENSMUSG00000028060	2810403A07Rik	700	611	533	458	374	623	801	470
ENSMUSG00000086629	2810403D21Rik	1	7	7	3	1	4	3	4
ENSMUSG00000102046	2810404M03Rik	0	0	0	0	0	0	0	0
ENSMUSG00000103562	2810405F15Rik	37	17	26	21	12	10	33	11
ENSMUSG00000018570	2810408A11Rik	6	1	2	3	4	7	20	7
ENSMUSG00000087213	2810408I11Rik	14	8	9	4	6	7	21	15
ENSMUSG00000075389	2810410L24Rik	2	1	8	9	10	11	9	6
ENSMUSG00000040204	2810417H13Rik	23	6	24	15	2	12	17	15
ENSMUSG00000058833	2810428I15Rik	29	29	30	54	61	78	82	48
ENSMUSG00000097709	2810429I04Rik	0	0	0	0	0	0	0	0
ENSMUSG00000086283	2810433D01Rik	1	8	4	2	0	0	2	1
ENSMUSG00000090260	2810442N19Rik	6	1	7	4	9	10	2	5
ENSMUSG00000100876	2810454H06Rik	15	9	14	21	18	25	26	18
ENSMUSG00000026227	2810459M11Rik	3	0	6	3	0	1	0	0
ENSMUSG00000091475	2810468N07Rik	0	0	0	2	2	2	2	0
ENSMUSG00000084966	2810471M01Rik	3	0	0	0	0	0	0	0
ENSMUSG00000032712	2810474O19Rik	3835	2478	2830	1442	1237	1891	3531	2438
ENSMUSG00000043833	2900005J15Rik	27	21	6	7	8	14	29	18
ENSMUSG00000102014	2900009J06Rik	2	0	3	0	1	2	3	2
ENSMUSG00000044117	2900011O08Rik	4	2	2	8	4	3	1	1
ENSMUSG00000051339	2900026A02Rik	113	89	115	76	49	89	106	53
ENSMUSG00000054418	2900041M22Rik	0	0	0	0	0	0	0	0
ENSMUSG00000099696	2900052N01Rik	1	0	0	1	0	0	0	0
ENSMUSG00000071860	2900055J20Rik	0	0	2	1	0	0	1	0
ENSMUSG00000107722	2900060B14Rik	0	0	1	0	0	3	1	1
ENSMUSG00000097277	2900076A07Rik	27	38	36	34	26	46	61	38
ENSMUSG00000087038	2900079G21Rik	4	0	1	0	0	1	0	0
ENSMUSG00000030385	2900092C05Rik	1	1	0	0	0	0	0	0
ENSMUSG00000102869	2900097C17Rik	892	1005	713	723	517	1014	1081	696
ENSMUSG00000070282	3000002C10Rik	17	26	11	19	28	30	32	14
ENSMUSG00000084885	3010001F23Rik	29	27	19	11	1	11	19	13
ENSMUSG00000020381	3010026O09Rik	59	29	54	25	34	53	81	53
ENSMUSG00000086254	3100003L05Rik	0	0	3	0	0	0	0	0
ENSMUSG00000079737	3110001I22Rik	13	30	25	10	16	28	30	14
ENSMUSG00000024410	3110002H16Rik	72	78	63	73	92	122	168	106
ENSMUSG00000026388	3110009E18Rik	12	13	9	5	3	1	7	7
ENSMUSG00000094958	3110021N24Rik	12	14	3	14	13	13	15	16
ENSMUSG00000067879	3110035E14Rik	4	2	0	0	1	2	3	0
ENSMUSG00000104861	3110039M20Rik	3	4	5	10	1	4	3	4
ENSMUSG00000025102	3110040N11Rik	51	62	54	67	52	73	89	48
ENSMUSG00000028300	3110043O21Rik	106	131	94	113	174	345	319	266
ENSMUSG00000097503	3110045C21Rik	144	193	114	52	37	103	74	71
ENSMUSG00000035868	3110052M02Rik	294	235	236	155	112	186	303	171
ENSMUSG00000085622	3110056K07Rik	30	18	10	36	23	43	37	35
ENSMUSG00000046806	3110062M04Rik	508	528	470	189	239	489	573	458
ENSMUSG00000074635	3110070M22Rik	2	4	2	5	3	4	6	3
ENSMUSG00000026258	3110079O15Rik	0	0	0	0	0	0	0	0
ENSMUSG00000053553	3110082I17Rik	33	32	59	105	83	157	138	62
ENSMUSG00000086815	3110082J24Rik	0	0	0	0	0	0	0	0
ENSMUSG00000085582	3110099E03Rik	0	0	0	2	0	0	0	0
ENSMUSG00000063364	3300002I08Rik	16	10	18	23	11	11	31	14
ENSMUSG00000096965	3300005D01Rik	3	1	7	5	6	5	6	4
ENSMUSG00000071540	3425401B19Rik	2	0	0	0	0	0	0	0
ENSMUSG00000036242	3632451O06Rik	0	0	0	0	0	0	0	0
ENSMUSG00000089759	3632454L22Rik	23	23	20	15	7	14	20	22
ENSMUSG00000031125	3830403N18Rik	0	0	0	0	0	1	0	0
ENSMUSG00000033111	3830406C13Rik	125	102	116	85	50	102	122	70
ENSMUSG00000071181	3830408C21Rik	17	30	22	27	20	48	29	29
ENSMUSG00000031179	3830417A13Rik	0	0	0	1	0	1	0	0
ENSMUSG00000038917	3930402G23Rik	0	0	1	0	2	2	3	2
ENSMUSG00000064202	4430402I18Rik	6	17	8	4	6	4	15	14
ENSMUSG00000075027	4631405J19Rik	4	0	3	0	2	2	5	2
ENSMUSG00000048106	4632415L05Rik	167	117	109	159	128	264	216	157
ENSMUSG00000074024	4632427E13Rik	110	88	130	128	106	113	131	99
ENSMUSG00000097184	4632428C04Rik	0	0	1	0	0	1	1	0
ENSMUSG00000107402	4732416N19Rik	7	11	1	3	9	11	12	16
ENSMUSG00000053714	4732471J01Rik	47	46	53	76	80	89	99	71
ENSMUSG00000085421	4732490B19Rik	1	0	0	0	0	0	1	0
ENSMUSG00000097350	4732491K20Rik	17	8	6	11	11	19	24	10
ENSMUSG00000097236	4831440E17Rik	61	40	30	28	27	44	55	30
ENSMUSG00000109089	4833411C07Rik	1	2	0	0	0	0	0	0
ENSMUSG00000097697	4833412C05Rik	1	4	2	0	1	1	1	3
ENSMUSG00000086015	4833417C18Rik	19	14	14	24	7	25	26	8
ENSMUSG00000085287	4833418N02Rik	24	15	21	8	12	13	16	10
ENSMUSG00000062822	4833420G17Rik	221	235	201	171	184	306	293	171
ENSMUSG00000074782	4833422C13Rik	114	108	104	97	65	78	147	86
ENSMUSG00000075217	4833423E24Rik	0	0	2	1	0	1	0	0
ENSMUSG00000092171	4833427F10Rik	0	1	0	0	0	2	1	1
ENSMUSG00000032057	4833427G06Rik	0	0	3	0	0	1	0	0
ENSMUSG00000097074	4833428L15Rik	0	2	0	2	0	0	2	0
ENSMUSG00000025871	4833439L19Rik	481	480	505	530	566	853	929	595
ENSMUSG00000023350	4921501E09Rik	4	0	2	0	0	0	0	1
ENSMUSG00000097626	4921504A21Rik	5	4	1	3	0	1	0	2
ENSMUSG00000026734	4921504E06Rik	2	0	0	1	0	1	0	0
ENSMUSG00000029828	4921507P07Rik	24	15	7	13	19	15	27	20
ENSMUSG00000027345	4921508D12Rik	0	0	0	0	0	0	0	0
ENSMUSG00000061525	4921509C19Rik	1	1	0	0	0	0	0	0
ENSMUSG00000104585	4921511C10Rik	3	5	5	8	9	4	14	4
ENSMUSG00000049815	4921511C20Rik	0	0	0	0	0	0	0	0
ENSMUSG00000040514	4921511H03Rik	0	1	0	0	0	0	0	0
ENSMUSG00000094577	4921511M17Rik	0	0	0	0	0	0	2	0
ENSMUSG00000044544	4921513I03Rik	42	22	24	10	10	17	20	15
ENSMUSG00000098150	4921515E04Rik	1	2	1	0	0	1	0	0
ENSMUSG00000049902	4921517D22Rik	4	0	0	2	1	2	1	2
ENSMUSG00000036934	4921524J17Rik	84	50	48	67	54	114	80	95
ENSMUSG00000039540	4921524L21Rik	0	1	0	4	0	0	0	0
ENSMUSG00000108060	4921529L05Rik	0	0	0	0	0	0	1	0
ENSMUSG00000034689	4921530L21Rik	0	0	0	0	0	0	0	0
ENSMUSG00000085704	4921531C22Rik	41	37	27	19	19	21	23	27
ENSMUSG00000090255	4921534H16Rik	0	1	0	0	0	0	0	0
ENSMUSG00000020434	4921536K21Rik	10	4	4	9	8	11	26	5
ENSMUSG00000028520	4921539E11Rik	2	0	1	0	0	1	1	2
ENSMUSG00000047720	4922502D21Rik	0	0	1	0	1	0	0	0
ENSMUSG00000108128	4922502N22Rik	3	4	0	0	0	0	0	0
ENSMUSG00000085528	4930401O10Rik	0	0	1	0	0	0	0	0
ENSMUSG00000087460	4930401O12Rik	0	0	0	0	0	0	0	0
ENSMUSG00000079421	4930402F06Rik	0	2	0	1	0	0	0	0
ENSMUSG00000108885	4930402F11Rik	0	0	0	0	0	0	0	0
ENSMUSG00000027309	4930402H24Rik	209	139	147	146	208	241	391	275
ENSMUSG00000045797	4930402K13Rik	0	0	0	0	0	0	0	0
ENSMUSG00000087354	4930404I05Rik	9	2	11	9	2	13	10	5
ENSMUSG00000020234	4930404N11Rik	1	3	0	5	4	5	5	7
ENSMUSG00000086638	4930405A21Rik	22	24	5	8	3	10	8	3
ENSMUSG00000085940	4930405D11Rik	1	0	0	0	0	0	0	0
ENSMUSG00000106602	4930405L22Rik	0	0	0	0	0	0	0	0
ENSMUSG00000086923	4930406D18Rik	0	0	0	1	0	0	1	2
ENSMUSG00000075524	4930407I10Rik	0	0	1	0	0	1	2	0
ENSMUSG00000086221	4930412B13Rik	0	2	0	1	0	0	1	0
ENSMUSG00000085558	4930412C18Rik	1	4	3	1	0	3	3	3
ENSMUSG00000025783	4930412O13Rik	0	0	0	0	0	0	0	0
ENSMUSG00000107144	4930413E15Rik	0	0	1	0	0	0	0	0
ENSMUSG00000108452	4930413G21Rik	0	0	0	0	1	1	0	0
ENSMUSG00000020191	4930415F15Rik	2	3	2	1	0	1	2	0
ENSMUSG00000035387	4930415L06Rik	0	1	0	0	0	0	0	0
ENSMUSG00000022993	4930415O20Rik	6	3	3	3	0	4	2	2
ENSMUSG00000108129	4930417O13Rik	2	0	1	0	0	0	2	0
ENSMUSG00000071818	4930417O22Rik	0	0	1	0	0	0	0	0
ENSMUSG00000087625	4930419G24Rik	0	0	0	0	1	0	0	0
ENSMUSG00000086066	4930423M02Rik	0	1	0	0	0	0	0	0
ENSMUSG00000106880	4930425K10Rik	0	0	0	0	0	0	0	0
ENSMUSG00000105838	4930425O10Rik	0	0	0	2	0	0	0	0
ENSMUSG00000043168	4930426D05Rik	0	0	0	0	0	0	0	0
ENSMUSG00000026736	4930426L09Rik	9	6	6	1	4	1	11	1
ENSMUSG00000037466	4930427A07Rik	17	13	7	23	4	35	32	27
ENSMUSG00000106333	4930428O21Rik	0	0	0	0	0	0	1	0
ENSMUSG00000104956	4930429D17Rik	0	1	0	0	0	0	0	0
ENSMUSG00000086918	4930429F24Rik	3	1	0	1	0	2	1	1
ENSMUSG00000027157	4930430A15Rik	0	1	0	0	0	0	0	0
ENSMUSG00000046567	4930430F08Rik	123	122	109	117	74	134	159	100
ENSMUSG00000062496	4930431F12Rik	0	0	3	1	1	0	0	5
ENSMUSG00000075042	4930431P03Rik	1	4	1	3	3	12	13	7
ENSMUSG00000008129	4930432K21Rik	18	17	15	34	36	37	48	37
ENSMUSG00000074248	4930432M17Rik	0	0	0	0	0	0	0	0
ENSMUSG00000102699	4930433B08Rik	0	0	0	0	0	0	0	0
ENSMUSG00000091692	4930433I11Rik	2	1	0	1	0	0	0	1
ENSMUSG00000042360	4930433N12Rik	0	0	1	0	0	0	1	0
ENSMUSG00000022798	4930435E12Rik	0	0	0	1	0	0	0	0
ENSMUSG00000093472	4930438E09Rik	1	0	3	0	1	0	0	0
ENSMUSG00000100518	4930440C22Rik	0	0	0	0	0	0	0	0
ENSMUSG00000085431	4930440I19Rik	0	1	0	0	0	0	0	0
ENSMUSG00000085405	4930441J16Rik	0	0	0	0	0	0	0	0
ENSMUSG00000087609	4930442J19Rik	1	0	0	0	0	2	0	0
ENSMUSG00000087223	4930442L01Rik	0	1	0	4	0	0	0	0
ENSMUSG00000086969	4930443O20Rik	18	2	10	10	8	4	17	3
ENSMUSG00000069712	4930444G20Rik	0	0	0	0	0	0	0	3
ENSMUSG00000097172	4930444M15Rik	2	2	10	1	2	2	2	1
ENSMUSG00000067795	4930444P10Rik	0	0	0	0	0	0	1	0
ENSMUSG00000022288	4930447A16Rik	1	0	0	1	1	0	0	0
ENSMUSG00000021098	4930447C04Rik	14	34	16	11	9	13	21	13
ENSMUSG00000106583	4930447N08Rik	1	0	0	0	0	0	0	0
ENSMUSG00000089879	4930448H16Rik	1	0	1	1	0	1	1	0
ENSMUSG00000104072	4930448I06Rik	0	0	0	0	0	0	0	0
ENSMUSG00000104870	4930448I18Rik	0	0	0	0	0	0	0	0
ENSMUSG00000082843	4930448K20Rik	0	0	0	0	0	0	0	0
ENSMUSG00000022116	4930449E01Rik	0	0	0	0	0	0	0	0
ENSMUSG00000079093	4930449I24Rik	0	0	0	0	0	0	0	0
ENSMUSG00000022543	4930451G09Rik	4	2	2	6	9	5	16	0
ENSMUSG00000045989	4930451I11Rik	0	0	0	0	0	0	0	0
ENSMUSG00000021747	4930452B06Rik	1	0	1	1	0	1	0	0
ENSMUSG00000099933	4930452N14Rik	0	0	0	0	0	0	0	0
ENSMUSG00000087358	4930453H23Rik	0	0	1	0	1	1	1	1
ENSMUSG00000109215	4930453L07Rik	0	0	0	0	0	0	0	0
ENSMUSG00000059920	4930453N24Rik	92	97	93	90	55	115	115	82
ENSMUSG00000097898	4930455B14Rik	0	0	0	0	0	0	0	0
ENSMUSG00000097553	4930455D15Rik	0	0	0	0	0	0	0	0
ENSMUSG00000080907	4930455H04Rik	4	3	2	0	6	8	5	8
ENSMUSG00000078618	4930456L15Rik	1	0	0	0	0	0	0	0
ENSMUSG00000105234	4930459L07Rik	0	0	0	0	0	0	0	0
