id	sym	Vector.1	Vector.2	Vector.3	CD36OE.1	CD36OE.2	CD36OE.3
ENSG00000033178	UBA6	375	368	511	282	344	496
ENSG00000033327	GAB2	181	182	172	150	164	190
ENSG00000033627	ATP6V0A1	676	639	740	631	651	817
ENSG00000033800	PIAS1	318	350	423	269	301	410
ENSG00000033867	SLC4A7	379	306	418	275	296	329
ENSG00000034053	APBA2	2	4	2	0	2	1
ENSG00000034152	MAP2K3	711	770	878	698	818	787
ENSG00000034239	EFCAB1	0	0	0	0	0	0
ENSG00000034510	TMSB10	3922	3669	3784	5273	4148	5562
ENSG00000034533	ASTE1	114	81	122	121	99	144
ENSG00000034677	RNF19A	236	238	286	184	200	294
ENSG00000034693	PEX3	156	169	196	151	170	300
ENSG00000034713	GABARAPL2	664	582	676	641	530	729
ENSG00000034971	MYOC	12	6	11	5	4	2
ENSG00000035115	SH3YL1	7	11	14	6	17	13
ENSG00000035141	FAM136A	915	862	960	795	849	1023
ENSG00000035403	VCL	715	700	911	600	759	874
ENSG00000035499	DEPDC1B	523	448	501	364	382	505
ENSG00000035664	DAPK2	60	40	59	40	57	78
ENSG00000035681	NSMAF	494	474	560	469	482	621
ENSG00000035687	ADSS	488	440	572	347	436	557
ENSG00000035720	STAP1	0	0	0	0	0	0
ENSG00000035862	TIMP2	2500	2445	2788	1966	2259	2875
ENSG00000035928	RFC1	850	786	944	569	751	1089
ENSG00000036054	TBC1D23	242	210	276	210	237	315
ENSG00000036257	CUL3	895	807	1005	654	698	1013
ENSG00000036448	MYOM2	0	0	0	0	0	0
ENSG00000036473	OTC	1	0	0	3	0	0
ENSG00000036530	CYP46A1	1	1	3	1	0	1
ENSG00000036549	ZZZ3	363	374	498	279	324	485
ENSG00000036565	SLC18A1	0	0	0	0	0	0
ENSG00000036672	USP2	139	107	128	130	156	154
ENSG00000037042	TUBG2	232	205	251	240	193	184
ENSG00000037241	RPL26L1	313	313	343	323	351	570
ENSG00000037280	FLT4	1	0	1	0	1	1
ENSG00000037474	NSUN2	3309	3182	3694	2906	2884	3967
ENSG00000037637	FBXO42	293	275	388	341	280	392
ENSG00000037749	MFAP3	242	231	288	190	209	323
ENSG00000037757	MRI1	379	389	476	485	462	510
ENSG00000037897	METTL1	467	441	501	504	463	545
ENSG00000037965	HOXC8	36	28	24	43	36	35
ENSG00000038002	AGA	75	82	90	81	64	121
ENSG00000038210	PI4K2B	207	202	232	127	181	228
ENSG00000038219	BOD1L1	492	515	608	350	424	591
ENSG00000038274	MAT2B	1158	935	1327	1062	1072	1477
ENSG00000038295	TLL1	24	10	32	19	22	45
ENSG00000038358	EDC4	1097	1113	1236	1176	1196	1292
ENSG00000038382	TRIO	2230	2249	2815	2173	2350	2713
ENSG00000038427	VCAN	3500	3527	4351	3091	3616	4365
ENSG00000038532	CLEC16A	325	385	415	344	371	415
ENSG00000038945	MSR1	0	0	0	0	0	0
ENSG00000039068	CDH1	493	447	574	326	393	427
ENSG00000039123	SKIV2L2	712	626	850	516	543	897
ENSG00000039139	DNAH5	39	26	47	46	37	58
ENSG00000039319	ZFYVE16	457	410	567	319	400	527
ENSG00000039523	FAM65A	362	388	425	452	413	418
ENSG00000039537	C6	1	0	1	0	0	2
ENSG00000039560	RAI14	1506	1495	1905	1296	1415	1982
ENSG00000039600	SOX30	0	0	3	0	0	0
ENSG00000039650	PNKP	420	408	434	421	451	419
ENSG00000039987	BEST2	0	0	0	0	0	0
ENSG00000040199	PHLPP2	133	172	166	117	147	167
ENSG00000040275	SPDL1	373	328	392	325	342	489
ENSG00000040341	STAU2	329	273	390	307	316	426
ENSG00000040487	PQLC2	454	455	428	482	408	414
ENSG00000040531	CTNS	226	228	271	227	237	238
ENSG00000040608	RTN4R	45	45	64	41	60	46
ENSG00000040633	PHF23	881	963	1052	931	925	1084
ENSG00000040731	CDH10	3	2	2	0	0	0
ENSG00000040933	INPP4A	382	404	481	306	345	374
ENSG00000041353	RAB27B	255	267	330	200	207	320
ENSG00000041357	PSMA4	1575	1535	1613	1370	1395	2072
ENSG00000041515	MYO16	40	22	48	25	31	31
ENSG00000041802	LSG1	834	804	869	855	809	1092
ENSG00000041880	PARP3	467	435	451	388	377	390
ENSG00000041982	TNC	0	2	1	0	0	0
ENSG00000041988	THAP3	338	312	338	317	312	380
ENSG00000042062	FAM65C	201	228	345	203	222	211
ENSG00000042088	TDP1	281	263	340	249	260	351
ENSG00000042286	AIFM2	1994	1997	2162	1567	1658	1820
ENSG00000042304	C2orf83	0	0	0	0	0	0
ENSG00000042317	SPATA7	79	91	88	87	51	146
ENSG00000042429	MED17	466	388	483	428	438	621
ENSG00000042445	RETSAT	753	790	839	652	604	818
ENSG00000042493	CAPG	1518	1412	1617	1032	989	1075
ENSG00000042753	AP2S1	1766	1662	1673	1597	1381	1877
ENSG00000042781	USH2A	9	3	6	4	10	10
ENSG00000042813	ZPBP	0	0	0	0	0	0
ENSG00000042832	TG	7	8	16	11	5	6
ENSG00000042980	ADAM28	1	1	3	0	0	1
ENSG00000043039	BARX2	0	0	0	0	0	0
ENSG00000043093	DCUN1D1	198	146	214	110	151	200
ENSG00000043355	ZIC2	271	299	320	246	309	296
ENSG00000043462	LCP2	0	0	0	0	0	0
ENSG00000043514	TRIT1	209	179	233	163	194	223
ENSG00000043591	ADRB1	0	0	0	1	0	0
ENSG00000044012	GUCA2B	0	0	0	0	0	0
ENSG00000044090	CUL7	1621	1807	1931	1577	1542	1695
ENSG00000044115	CTNNA1	6679	6371	7808	5444	5834	7642
ENSG00000044446	PHKA2	1013	942	1133	1092	920	1224
ENSG00000044459	CNTLN	37	42	36	23	28	34
ENSG00000044524	EPHA3	0	0	0	0	0	0
ENSG00000044574	HSPA5	6877	6284	8193	6049	6256	8002
ENSG00000046604	DSG2	1914	1684	2188	1503	1666	2108
ENSG00000046647	GEMIN8	195	170	193	199	192	212
ENSG00000046651	OFD1	326	256	329	301	304	432
ENSG00000046653	GPM6B	0	0	0	0	0	0
ENSG00000046774	MAGEC2	273	303	327	253	260	317
ENSG00000046889	PREX2	2	2	2	1	1	3
ENSG00000047056	WDR37	284	255	353	240	283	299
ENSG00000047188	YTHDC2	633	548	655	498	571	764
ENSG00000047230	CTPS2	506	458	576	380	468	636
ENSG00000047249	ATP6V1H	371	398	464	392	394	552
ENSG00000047315	POLR2B	1813	1606	1992	1417	1566	2200
ENSG00000047346	FAM214A	79	71	126	82	73	116
ENSG00000047365	ARAP2	0	0	0	0	0	0
ENSG00000047410	TPR	2454	2253	2693	1940	2107	2960
ENSG00000047457	CP	35	24	82	21	23	30
ENSG00000047578	KIAA0556	711	784	891	721	715	791
ENSG00000047579	DTNBP1	322	356	356	303	322	432
ENSG00000047597	XK	0	0	0	0	0	1
ENSG00000047617	ANO2	8	9	3	10	3	2
ENSG00000047621	C12orf4	179	142	173	95	126	175
ENSG00000047634	SCML1	340	299	374	288	324	436
ENSG00000047644	WWC3	531	582	631	426	517	564
ENSG00000047648	ARHGAP6	28	33	40	24	29	39
ENSG00000047662	FAM184B	2	0	2	0	1	1
ENSG00000047849	MAP4	2624	2614	2825	2577	2617	3355
ENSG00000047932	GOPC	778	679	889	523	753	948
ENSG00000047936	ROS1	7	10	5	6	6	6
ENSG00000048028	USP28	306	289	327	307	248	338
ENSG00000048052	HDAC9	16	12	14	13	10	14
ENSG00000048140	TSPAN17	1159	1250	1564	1307	1321	1618
ENSG00000048162	NOP16	690	769	774	670	619	803
ENSG00000048342	CC2D2A	147	142	191	185	157	254
ENSG00000048392	RRM2B	502	457	697	372	503	583
ENSG00000048405	ZNF800	143	125	160	105	116	173
ENSG00000048462	TNFRSF17	0	0	0	0	0	0
ENSG00000048471	SNX29	128	156	135	102	156	143
ENSG00000048540	LMO3	0	0	0	0	0	0
ENSG00000048544	MRPS10	418	368	453	318	327	467
ENSG00000048545	GUCA1A	0	0	0	0	0	0
ENSG00000048649	RSF1	438	469	540	278	358	480
ENSG00000048707	VPS13D	533	576	742	445	507	650
ENSG00000048740	CELF2	0	0	0	0	0	0
ENSG00000048828	FAM120A	2036	2032	2375	1747	1905	2250
ENSG00000048991	R3HDM1	411	400	506	358	431	543
ENSG00000049089	COL9A2	175	164	149	174	153	150
ENSG00000049130	KITLG	2533	2318	2995	1829	2299	3061
ENSG00000049167	ERCC8	134	117	158	112	99	147
ENSG00000049192	ADAMTS6	58	36	55	62	49	75
ENSG00000049239	H6PD	295	320	394	271	295	330
ENSG00000049245	VAMP3	989	958	1113	826	883	1152
ENSG00000049246	PER3	14	14	6	14	8	21
ENSG00000049247	UTS2	0	0	0	0	0	0
ENSG00000049249	TNFRSF9	2	1	2	0	1	0
ENSG00000049283	EPN3	43	45	43	42	42	45
ENSG00000049323	LTBP1	387	339	441	329	373	442
ENSG00000049449	RCN1	341	286	367	228	245	355
ENSG00000049540	ELN	1	3	4	0	0	1
ENSG00000049541	RFC2	1366	1348	1563	1224	1214	1693
ENSG00000049618	ARID1B	797	883	1131	663	782	957
ENSG00000049656	CLPTM1L	4224	4285	4912	4578	4201	4929
ENSG00000049759	NEDD4L	595	585	738	518	581	704
ENSG00000049768	FOXP3	0	0	1	1	1	0
ENSG00000049769	PPP1R3F	32	27	22	20	18	33
ENSG00000049860	HEXB	1317	1131	1348	1212	1154	1793
ENSG00000049883	PTCD2	57	60	57	43	55	46
ENSG00000050030	KIAA2022	0	0	0	0	0	0
ENSG00000050130	JKAMP	308	277	363	265	247	388
ENSG00000050165	DKK3	7	0	6	5	8	18
ENSG00000050327	ARHGEF5	38	53	49	48	54	89
ENSG00000050344	NFE2L3	1469	1317	1610	1127	1288	1614
ENSG00000050393	MCUR1	257	292	281	240	226	331
ENSG00000050405	LIMA1	816	855	1008	598	686	944
ENSG00000050426	LETMD1	999	874	951	804	870	1207
ENSG00000050438	SLC4A8	39	36	42	19	26	47
ENSG00000050555	LAMC3	0	0	0	1	0	0
ENSG00000050628	PTGER3	0	0	0	0	0	0
ENSG00000050730	TNIP3	0	0	0	0	0	0
ENSG00000050748	MAPK9	772	635	885	581	694	795
ENSG00000050767	COL23A1	1	1	1	1	1	0
ENSG00000050820	BCAR1	878	917	1059	925	1036	948
ENSG00000051009	FAM160A2	419	428	507	503	479	443
ENSG00000051108	HERPUD1	450	344	421	378	379	575
ENSG00000051128	HOMER3	265	301	335	276	275	326
ENSG00000051180	RAD51	303	273	289	251	259	334
ENSG00000051341	POLQ	277	301	314	211	243	375
ENSG00000051382	PIK3CB	311	313	361	253	289	399
ENSG00000051523	CYBA	1125	1014	1044	798	922	808
ENSG00000051596	THOC3	397	392	370	361	283	509
ENSG00000051620	HEBP2	656	571	671	698	629	997
ENSG00000051825	MPHOSPH9	234	186	259	156	168	286
ENSG00000052126	PLEKHA5	184	216	255	175	197	293
ENSG00000052344	PRSS8	24	30	45	37	46	51
ENSG00000052723	SIKE1	180	160	187	138	158	184
ENSG00000052749	RRP12	1000	1188	1227	1295	1270	1334
ENSG00000052795	FNIP2	135	152	164	98	125	143
ENSG00000052802	MSMO1	141	134	185	103	143	159
ENSG00000052841	TTC17	651	590	745	547	580	772
ENSG00000052850	ALX4	0	0	0	0	0	0
ENSG00000053108	FSTL4	38	53	60	32	51	68
ENSG00000053254	FOXN3	279	355	375	236	296	342
ENSG00000053328	METTL24	0	0	0	0	0	1
ENSG00000053371	AKR7A2	500	454	467	396	382	370
ENSG00000053372	MRTO4	1238	1303	1628	1387	1584	1832
ENSG00000053438	NNAT	0	0	0	2	0	0
ENSG00000053501	USE1	324	309	315	435	354	467
ENSG00000053524	MCF2L2	0	0	0	0	0	0
ENSG00000053702	NRIP2	0	0	0	0	0	0
ENSG00000053747	LAMA3	155	185	212	122	158	193
ENSG00000053770	AP5M1	320	224	334	255	270	408
ENSG00000053900	ANAPC4	303	226	275	204	261	333
ENSG00000053918	KCNQ1	2	5	10	3	9	7
ENSG00000054116	TRAPPC3	964	883	963	974	834	1095
ENSG00000054118	THRAP3	1218	1269	1464	833	1005	1345
ENSG00000054148	PHPT1	800	721	865	1037	807	975
ENSG00000054179	ENTPD2	335	321	331	512	408	382
ENSG00000054219	LY75	0	0	0	0	0	1
ENSG00000054267	ARID4B	372	395	486	255	337	428
ENSG00000054277	OPN3	413	389	479	383	452	508
ENSG00000054282	SDCCAG8	144	174	164	111	133	195
ENSG00000054356	PTPRN	0	0	0	0	0	0
ENSG00000054392	HHAT	168	157	185	97	115	168
ENSG00000054523	KIF1B	674	791	956	545	646	817
ENSG00000054598	FOXC1	261	281	333	219	234	283
ENSG00000054611	TBC1D22A	507	482	521	428	526	517
ENSG00000054654	SYNE2	1159	1182	1451	1029	1092	1328
ENSG00000054690	PLEKHH1	82	96	82	58	78	86
ENSG00000054793	ATP9A	784	898	1018	566	716	803
ENSG00000054796	SPO11	0	0	0	0	0	0
ENSG00000054803	CBLN4	0	0	0	0	0	0
ENSG00000054938	CHRDL2	5	0	0	3	0	1
ENSG00000054965	FAM168A	652	677	849	756	799	852
ENSG00000054967	RELT	305	321	356	336	354	421
ENSG00000054983	GALC	1	3	2	0	1	0
ENSG00000055044	NOP58	1463	1322	1568	1222	1121	1747
ENSG00000055070	SZRD1	3310	3513	3845	3104	3436	3716
ENSG00000055118	KCNH2	8	1	2	2	0	2
ENSG00000055130	CUL1	1704	1609	1762	1340	1435	1868
ENSG00000055147	FAM114A2	137	105	139	107	129	150
ENSG00000055163	CYFIP2	2119	2198	2864	1881	2126	2727
ENSG00000055208	TAB2	774	758	866	619	707	1075
ENSG00000055211	GINM1	290	221	298	225	190	295
ENSG00000055332	EIF2AK2	370	345	463	261	326	421
ENSG00000055483	USP36	1140	1177	1359	1121	1145	1256
ENSG00000055609	KMT2C	443	464	610	367	399	494
ENSG00000055732	MCOLN3	0	1	0	0	0	0
ENSG00000055813	CCDC85A	0	0	0	0	0	0
ENSG00000055917	PUM2	2617	2474	3189	1764	2194	2788
ENSG00000055950	MRPL43	1292	1265	1283	1392	1295	1396
ENSG00000055955	ITIH4	13	17	17	8	20	13
ENSG00000055957	ITIH1	0	0	0	0	0	1
ENSG00000056050	HPF1	89	83	94	55	62	107
ENSG00000056097	ZFR	1751	1650	2180	1304	1640	2359
ENSG00000056277	ZNF280C	26	26	29	16	25	23
ENSG00000056291	NPFFR2	0	0	0	0	0	0
ENSG00000056487	PHF21B	0	0	0	0	0	1
ENSG00000056558	TRAF1	137	152	125	111	86	113
ENSG00000056586	RC3H2	402	448	540	308	369	424
ENSG00000056736	IL17RB	872	856	992	885	780	1059
ENSG00000056972	TRAF3IP2	246	199	268	212	253	280
ENSG00000056998	GYG2	450	451	512	378	364	512
ENSG00000057019	DCBLD2	1605	1488	1911	1096	1298	1894
ENSG00000057149	SERPINB3	0	2	0	0	0	1
ENSG00000057252	SOAT1	452	371	486	341	372	488
ENSG00000057294	PKP2	679	659	807	609	686	880
ENSG00000057468	MSH4	0	0	2	0	2	1
ENSG00000057593	F7	24	23	36	17	8	31
ENSG00000057608	GDI2	2843	2771	3425	2186	2529	3399
ENSG00000057657	PRDM1	1	3	2	0	1	4
ENSG00000057663	ATG5	412	330	431	304	378	503
ENSG00000057704	TMCC3	0	0	8	0	1	1
ENSG00000057757	PITHD1	317	274	345	250	246	301
ENSG00000057935	MTA3	417	370	446	322	354	460
ENSG00000058056	USP13	394	343	386	272	334	449
ENSG00000058063	ATP11B	292	246	328	187	192	319
ENSG00000058085	LAMC2	26	31	14	21	15	25
ENSG00000058091	CDK14	70	68	94	35	73	90
ENSG00000058262	SEC61A1	4962	4816	5878	3913	4549	5269
ENSG00000058272	PPP1R12A	511	540	773	398	488	612
ENSG00000058335	RASGRF1	37	42	68	53	30	55
ENSG00000058404	CAMK2B	17	16	12	6	14	12
ENSG00000058453	CROCC	34	25	28	35	26	29
ENSG00000058600	POLR3E	803	766	886	740	846	940
ENSG00000058668	ATP2B4	666	609	809	528	604	718
ENSG00000058673	ZC3H11A	735	751	943	547	670	879
ENSG00000058729	RIOK2	381	380	459	291	390	464
ENSG00000058799	YIPF1	555	520	681	493	515	751
ENSG00000058804	NDC1	575	563	687	472	504	663
ENSG00000058866	DGKG	272	265	343	216	274	326
ENSG00000059122	FLYWCH1	537	593	581	482	566	471
ENSG00000059145	UNKL	203	179	180	157	160	163
ENSG00000059377	TBXAS1	187	194	248	211	251	334
ENSG00000059378	PARP12	347	336	450	359	357	461
ENSG00000059573	ALDH18A1	2144	2107	2494	1875	2084	2630
ENSG00000059588	TARBP1	538	499	577	476	434	586
ENSG00000059728	MXD1	76	64	96	65	67	64
ENSG00000059758	CDK17	132	111	139	90	122	154
ENSG00000059769	DNAJC25	157	146	152	102	130	200
ENSG00000059804	SLC2A3	1189	1218	1805	1434	1537	1824
ENSG00000059915	PSD	4	1	1	3	3	2
ENSG00000060069	CTDP1	248	258	321	278	239	294
ENSG00000060138	YBX3	705	676	742	692	741	909
ENSG00000060140	STYK1	0	0	0	0	0	0
ENSG00000060237	WNK1	1213	1153	1436	955	1065	1274
ENSG00000060303	RPS17P5	28	17	23	17	19	34
ENSG00000060339	CCAR1	772	697	896	634	663	970
ENSG00000060491	OGFR	921	1013	952	1007	960	807
ENSG00000060558	GNA15	169	181	180	197	199	244
ENSG00000060566	CREB3L3	110	101	167	107	90	102
ENSG00000060642	PIGV	107	73	120	79	96	125
ENSG00000060656	PTPRU	662	738	868	841	770	798
ENSG00000060688	SNRNP40	985	980	1066	864	865	1166
ENSG00000060709	RIMBP2	2	0	0	2	0	0
ENSG00000060718	COL11A1	0	0	0	0	1	1
ENSG00000060749	QSER1	372	403	491	264	341	453
ENSG00000060762	MPC1	70	58	95	87	86	105
ENSG00000060971	ACAA1	1278	1327	1532	1214	1143	1590
ENSG00000060982	BCAT1	687	639	818	437	488	734
ENSG00000061273	HDAC7	942	1096	1148	1042	1068	1070
ENSG00000061337	LZTS1	88	94	104	80	97	56
ENSG00000061455	PRDM6	2	2	0	1	4	4
ENSG00000061492	WNT8A	0	1	0	0	0	0
ENSG00000061656	SPAG4	66	61	81	121	76	97
ENSG00000061676	NCKAP1	1195	944	1402	867	1020	1321
ENSG00000061794	MRPS35	657	623	770	624	649	858
ENSG00000061918	GUCY1B3	0	1	0	0	0	1
ENSG00000061936	SFSWAP	592	540	656	498	614	697
ENSG00000061938	TNK2	451	431	479	412	451	415
ENSG00000061987	MON2	604	584	655	410	508	711
ENSG00000062038	CDH3	1	0	0	0	0	0
ENSG00000062096	ARSF	0	0	0	0	0	0
ENSG00000062194	GPBP1	531	490	739	434	475	685
ENSG00000062282	DGAT2	970	969	1027	866	909	1136
ENSG00000062485	CS	1894	1696	2078	1765	1799	2133
ENSG00000062524	LTK	3	0	0	0	0	2
ENSG00000062582	MRPS24	544	475	542	633	471	604
ENSG00000062598	ELMO2	708	742	764	747	763	923
ENSG00000062650	WAPL	351	365	439	266	338	392
ENSG00000062716	VMP1	1623	1396	1715	1549	1417	1990
ENSG00000062725	APPBP2	260	287	349	179	223	330
ENSG00000062822	POLD1	764	760	792	827	863	804
ENSG00000063015	SEZ6	1	0	0	0	1	0
ENSG00000063046	EIF4B	3721	4011	4514	2838	3502	4449
ENSG00000063127	SLC6A16	1	0	1	0	0	0
ENSG00000063169	GLTSCR1	86	110	124	66	108	94
ENSG00000063176	SPHK2	125	166	164	136	161	148
ENSG00000063177	RPL18	17845	16790	19067	23388	18063	20783
ENSG00000063180	CA11	20	23	24	28	29	31
ENSG00000063241	ISOC2	1279	1278	1106	1720	1211	1345
ENSG00000063244	U2AF2	4534	4287	4987	4135	4870	4847
ENSG00000063245	EPN1	970	1075	1054	823	968	923
ENSG00000063322	MED29	732	774	955	713	839	920
ENSG00000063438	AHRR	70	58	110	75	79	76
ENSG00000063515	GSC2	0	0	0	0	0	0
ENSG00000063587	ZNF275	242	295	302	227	264	247
ENSG00000063601	MTMR1	346	322	395	256	292	357
ENSG00000063660	GPC1	3	3	0	1	6	10
ENSG00000063761	ADCK1	153	109	168	127	120	146
ENSG00000063854	HAGH	521	549	572	527	440	553
ENSG00000063978	RNF4	1740	1547	1882	1669	1607	2174
ENSG00000064012	CASP8	251	250	339	215	227	289
ENSG00000064042	LIMCH1	0	1	0	0	0	0
ENSG00000064102	ASUN	450	431	480	325	393	565
ENSG00000064115	TM7SF3	823	808	944	785	698	1043
ENSG00000064195	DLX3	0	0	0	0	0	0
ENSG00000064199	SPA17	60	45	54	47	48	79
ENSG00000064201	TSPAN32	16	23	29	18	19	21
ENSG00000064205	WISP2	9	6	8	8	4	3
ENSG00000064218	DMRT3	0	0	0	0	1	2
ENSG00000064225	ST3GAL6	108	123	139	118	101	146
ENSG00000064270	ATP2C2	3	0	0	0	0	0
ENSG00000064300	NGFR	2	3	6	6	1	1
ENSG00000064309	CDON	151	173	217	125	157	205
ENSG00000064313	TAF2	308	285	338	277	317	405
ENSG00000064393	HIPK2	885	908	1131	673	791	751
ENSG00000064419	TNPO3	1512	1462	1798	1329	1525	1837
ENSG00000064489	BORCS8-MEF2B	51	45	39	42	50	40
ENSG00000064490	RFXANK	811	717	895	799	798	864
ENSG00000064545	TMEM161A	416	424	453	510	472	461
ENSG00000064547	LPAR2	34	23	44	25	38	24
ENSG00000064601	CTSA	6882	6657	7896	6449	6448	7804
ENSG00000064607	SUGP2	1560	1377	1620	1364	1285	1713
ENSG00000064651	SLC12A2	666	646	774	439	538	597
ENSG00000064652	SNX24	284	266	267	211	195	259
ENSG00000064655	EYA2	0	0	0	0	0	0
ENSG00000064666	CNN2	1870	1710	1976	1718	1899	2031
ENSG00000064687	ABCA7	83	114	104	103	82	62
ENSG00000064692	SNCAIP	39	25	44	21	24	29
ENSG00000064703	DDX20	300	251	302	249	258	333
ENSG00000064726	BTBD1	965	872	1121	668	915	1102
ENSG00000064763	FAR2	0	0	0	0	0	0
ENSG00000064787	BCAS1	306	320	335	289	290	378
ENSG00000064835	POU1F1	0	0	0	0	0	0
ENSG00000064886	CHI3L2	5	11	8	16	9	7
ENSG00000064932	SBNO2	857	878	987	841	960	814
ENSG00000064933	PMS1	167	149	176	145	156	226
ENSG00000064961	HMG20B	821	895	885	785	844	855
ENSG00000064989	CALCRL	0	0	0	0	0	0
ENSG00000064995	TAF11	200	174	211	194	211	277
ENSG00000064999	ANKS1A	448	559	661	517	566	645
ENSG00000065000	AP3D1	5499	5823	6563	5777	5781	6192
ENSG00000065029	ZNF76	208	217	258	178	165	204
ENSG00000065054	SLC9A3R2	678	800	777	819	775	689
ENSG00000065057	NTHL1	377	359	333	414	332	339
ENSG00000065060	UHRF1BP1	434	473	497	317	364	498
ENSG00000065135	GNAI3	596	580	749	452	503	726
ENSG00000065150	IPO5	2009	1991	2611	1638	1962	2598
ENSG00000065154	OAT	1354	1227	1635	945	1157	1334
ENSG00000065183	WDR3	823	854	925	662	788	1057
ENSG00000065243	PKN2	456	429	531	376	362	550
ENSG00000065268	WDR18	1052	1030	1144	1149	1169	1102
ENSG00000065308	TRAM2	1221	1234	1442	1089	1225	1466
ENSG00000065320	NTN1	1	0	1	1	0	0
ENSG00000065325	GLP2R	150	146	201	159	164	209
ENSG00000065328	MCM10	399	434	508	335	392	541
ENSG00000065357	DGKA	62	81	74	76	59	93
ENSG00000065361	ERBB3	2994	3095	3660	3100	3096	3877
ENSG00000065371	ROPN1	0	0	0	0	0	0
ENSG00000065413	ANKRD44	1	4	1	1	4	4
ENSG00000065427	KARS	2907	2777	3359	2438	2727	3780
ENSG00000065457	ADAT1	318	332	327	248	262	319
ENSG00000065485	PDIA5	566	531	618	478	495	550
ENSG00000065491	TBC1D22B	214	209	243	192	191	251
ENSG00000065518	NDUFB4	547	493	532	648	487	682
ENSG00000065526	SPEN	1125	1150	1487	970	1181	1206
ENSG00000065534	MYLK	210	246	253	210	206	268
ENSG00000065548	ZC3H15	869	786	961	676	762	1105
ENSG00000065559	MAP2K4	551	496	590	367	418	662
ENSG00000065600	TMEM206	395	362	476	342	380	526
ENSG00000065609	SNAP91	0	0	0	0	0	0
ENSG00000065613	SLK	630	615	783	430	543	762
ENSG00000065615	CYB5R4	133	97	130	92	94	155
ENSG00000065618	COL17A1	114	114	130	79	84	93
ENSG00000065621	GSTO2	239	203	215	213	206	238
ENSG00000065665	SEC61A2	156	149	169	137	120	140
ENSG00000065675	PRKCQ	45	25	36	39	33	57
ENSG00000065717	TLE2	5	3	13	13	2	10
ENSG00000065802	ASB1	733	643	783	531	651	766
ENSG00000065809	FAM107B	1337	1340	1563	940	1033	1467
ENSG00000065833	ME1	6	8	5	9	1	5
ENSG00000065882	TBC1D1	372	309	433	307	317	375
ENSG00000065883	CDK13	386	385	525	400	396	479
ENSG00000065911	MTHFD2	952	820	855	604	702	953
ENSG00000065923	SLC9A7	128	145	186	124	144	192
ENSG00000065970	FOXJ2	196	220	262	212	247	265
ENSG00000065978	YBX1	7108	7256	8445	8051	7693	8786
ENSG00000065989	PDE4A	72	101	119	88	84	83
ENSG00000066027	PPP2R5A	343	322	384	303	297	446
ENSG00000066032	CTNNA2	3	4	4	1	1	1
ENSG00000066044	ELAVL1	1271	1303	1568	1037	1223	1509
ENSG00000066056	TIE1	73	71	91	57	71	70
ENSG00000066084	DIP2B	1559	1634	1959	1381	1506	1895
ENSG00000066117	SMARCD1	2052	2158	2369	2264	2291	2806
ENSG00000066135	KDM4A	849	877	1020	795	795	1107
ENSG00000066136	NFYC	332	309	407	280	366	428
ENSG00000066185	ZMYND12	1	0	3	1	1	2
ENSG00000066230	SLC9A3	0	0	0	0	1	3
ENSG00000066248	NGEF	148	153	185	148	148	169
ENSG00000066279	ASPM	712	636	832	499	570	780
ENSG00000066294	CD84	0	0	0	0	0	3
ENSG00000066322	ELOVL1	959	875	1080	967	921	1210
ENSG00000066336	SPI1	2	1	1	0	0	0
ENSG00000066379	ZNRD1	367	257	345	321	352	501
ENSG00000066382	MPPED2	0	0	0	0	0	0
ENSG00000066405	CLDN18	0	0	0	0	0	0
ENSG00000066422	ZBTB11	337	298	402	216	308	372
ENSG00000066427	ATXN3	61	62	68	57	75	73
ENSG00000066455	GOLGA5	372	382	513	310	346	425
ENSG00000066468	FGFR2	0	0	0	0	0	0
ENSG00000066557	LRRC40	124	124	127	88	101	130
ENSG00000066583	ISOC1	423	367	473	411	352	516
ENSG00000066629	EML1	536	478	651	489	592	673
ENSG00000066651	TRMT11	199	202	222	177	193	248
ENSG00000066654	THUMPD1	362	368	405	259	362	406
ENSG00000066697	MSANTD3	198	177	219	187	187	278
ENSG00000066735	KIF26A	0	0	0	0	0	0
ENSG00000066739	ATG2B	236	232	250	212	215	285
ENSG00000066777	ARFGEF1	420	447	548	299	412	544
ENSG00000066813	ACSM2B	11	8	12	3	5	3
ENSG00000066827	ZFAT	131	140	171	119	139	147
ENSG00000066855	MTFR1	462	451	494	375	370	548
ENSG00000066923	STAG3	0	1	5	1	4	3
ENSG00000066926	FECH	218	191	235	164	177	257
ENSG00000066933	MYO9A	234	196	265	183	182	212
ENSG00000067048	DDX3Y	1052	884	1212	886	945	1312
ENSG00000067057	PFKP	8	8	6	5	7	13
ENSG00000067064	IDI1	374	313	373	353	347	502
ENSG00000067066	SP100	299	268	332	269	288	358
ENSG00000067082	KLF6	484	527	641	384	461	551
ENSG00000067113	PLPP1	227	197	248	245	241	350
ENSG00000067141	NEO1	588	636	740	558	644	919
ENSG00000067167	TRAM1	2051	1918	2653	1655	1941	2435
ENSG00000067177	PHKA1	556	530	657	482	538	675
ENSG00000067182	TNFRSF1A	1104	1084	1293	1338	1349	1585
ENSG00000067191	CACNB1	37	48	61	45	42	52
ENSG00000067208	EVI5	27	41	54	13	23	34
ENSG00000067221	STOML1	45	41	58	41	30	39
ENSG00000067225	PKM	23812	24432	27971	23455	25388	31673
ENSG00000067248	DHX29	392	413	516	324	375	520
