id	sym	PT1_A.TAF1714_DE1	PT2_B.TAF1716.1_DE2	PT3_C.TAF1716.2_DE3	GC1_D.TAF1715_DE1	GC2_E.TAF1717.1_DE2	GC3_F.TAF1717.2_DE3
ENSG00000033170	FUT8	439	400	496	227	313	294
ENSG00000033178	UBA6	1671	1486	1818	1058	1535	1247
ENSG00000033327	GAB2	237	235	300	178	322	187
ENSG00000033627	ATP6V0A1	586	714	851	727	984	705
ENSG00000033800	PIAS1	1016	1024	1095	633	855	730
ENSG00000033867	SLC4A7	2148	1744	2246	970	1220	1202
ENSG00000034053	APBA2	438	463	442	240	308	234
ENSG00000034152	MAP2K3	100	100	96	67	108	68
ENSG00000034239	EFCAB1	87	110	110	96	90	68
ENSG00000034510	TMSB10	6429	7311	6999	4840	7937	5137
ENSG00000034533	ASTE1	152	171	156	119	188	120
ENSG00000034677	RNF19A	607	682	701	546	854	592
ENSG00000034693	PEX3	332	349	344	262	391	260
ENSG00000034713	GABARAPL2	584	662	691	448	560	472
ENSG00000034971	MYOC	0	0	1	0	2	2
ENSG00000035115	SH3YL1	597	681	797	553	792	561
ENSG00000035141	FAM136A	785	837	886	573	760	582
ENSG00000035403	VCL	1697	1752	1848	1095	1450	1220
ENSG00000035499	DEPDC1B	596	635	882	570	739	559
ENSG00000035664	DAPK2	60	37	67	23	43	30
ENSG00000035681	NSMAF	478	470	521	332	454	334
ENSG00000035687	ADSS	589	602	706	477	617	502
ENSG00000035720	STAP1	5	1	4	1	14	3
ENSG00000035862	TIMP2	414	433	455	281	428	263
ENSG00000035928	RFC1	1646	1593	1877	1082	1410	1185
ENSG00000036054	TBC1D23	572	692	716	475	645	548
ENSG00000036257	CUL3	1156	1253	1322	840	1148	924
ENSG00000036448	MYOM2	225	170	268	86	116	112
ENSG00000036473	OTC	3	1	7	0	3	2
ENSG00000036530	CYP46A1	35	25	35	25	23	30
ENSG00000036549	ZZZ3	1605	1750	1847	1263	1732	1289378
ENSG00000036565	SLC18A1	5	2	10	11	6	9
ENSG00000036672	USP2	67	76	63	47	60	49
ENSG00000037042	TUBG2	256	285	290	271	383	273
ENSG00000037241	RPL26L1	324	440	384	252	358	256
ENSG00000037280	FLT4	355	451	389	260	302	246
ENSG00000037474	NSUN2	846	762	906	552	722	568
ENSG00000037637	FBXO42	552	547	611	377	562	433
ENSG00000037749	MFAP3	580	605	717	447	651	503
ENSG00000037757	MRI1	315	339	363	236	286	254
ENSG00000037897	METTL1	103	109	94	53	84	55
ENSG00000037965	HOXC8	89	79	59	37	59	61
ENSG00000038002	AGA	136	160	181	142	217	136
ENSG00000038210	PI4K2B	363	349	378	281	341	264
ENSG00000038219	BOD1L1	1286	1231	1419	989	1181	951
ENSG00000038274	MAT2B	1375	1530	1653	993	1370	1129
ENSG00000038295	TLL1	13	9	23	14	29	7
ENSG00000038358	EDC4	694	800	794	532	716	565
ENSG00000038382	TRIO	1514	1360	1576	1004	1452	1047
ENSG00000038427	VCAN	9806	12649	13246	11289	15932	10815
ENSG00000038532	CLEC16A	543	576	598	372	498	405
ENSG00000038945	MSR1	17	11	33	18	31	21
ENSG00000039068	CDH1	390	500	619	487	733	534
ENSG00000039123	SKIV2L2	1267	1237	1341	845	1197	956
ENSG00000039139	DNAH5	41	33	57	48	70	59
ENSG00000039319	ZFYVE16	2014	2020	2449	1561	1951	1539
ENSG00000039523	FAM65A	188	206	222	122	201	167
ENSG00000039537	C6	12	20	28	50	149	61
ENSG00000039560	RAI14	1282	1059	1176	576	769	722
ENSG00000039600	SOX30	11	9	15	12	16	12
ENSG00000039650	PNKP	329	376	398	267	326	257
ENSG00000039987	BEST2	6	4	4	8	8	3
ENSG00000040199	PHLPP2	384	411	398	276	335	251
ENSG00000040275	SPDL1	448	448	507	294	420	333
ENSG00000040341	STAU2	944	1025	1289	763	1143	840
ENSG00000040487	PQLC2	173	188	141	115	157	119
ENSG00000040531	CTNS	234	250	291	209	284	206
ENSG00000040608	RTN4R	36	54	32	16	19	13
ENSG00000040633	PHF23	709	796	785	555	748	585
ENSG00000040731	CDH10	71	56	90	47	46	53
ENSG00000040933	INPP4A	575	503	574	293	385	346
ENSG00000041353	RAB27B	40	42	70	45	62	51
ENSG00000041357	PSMA4	1665	1850	1780	1118	1428	1256
ENSG00000041515	MYO16	55	44	55	29	54	24
ENSG00000041802	LSG1	614	659	680	489	596	451
ENSG00000041880	PARP3	115	179	145	120	154	120
ENSG00000041982	TNC	277	277	351	214	549	264
ENSG00000041988	THAP3	201	218	240	187	209	138
ENSG00000042062	FAM65C	75	84	83	65	71	57
ENSG00000042088	TDP1	623	627	669	388	553	427
ENSG00000042286	AIFM2	77	68	105	76	118	70
ENSG00000042304	C2orf83	2	0	4	2	4	3
ENSG00000042317	SPATA7	273	324	415	250	360	276
ENSG00000042429	MED17	728	748	777	558	686	546
ENSG00000042445	RETSAT	169	252	202	197	314	209
ENSG00000042493	CAPG	384	324	430	283	419	257
ENSG00000042753	AP2S1	412	542	501	355	474	306
ENSG00000042781	USH2A	47	28	53	27	55	48
ENSG00000042813	ZPBP	3	2	6	4	5	2
ENSG00000042832	TG	17	12	40	14	34	22
ENSG00000042980	ADAM28	30	31	79	48	79	57
ENSG00000043039	BARX2	15	6	13	9	20	6
ENSG00000043093	DCUN1D1	1312	1356	1472	907	1157	1007
ENSG00000043143	JADE2	217	243	279	237	281	258
ENSG00000043355	ZIC2	126	122	132	118	173	113
ENSG00000043462	LCP2	16	6	16	5	18	14
ENSG00000043514	TRIT1	374	440	408	274	347	242
ENSG00000043591	ADRB1	0	1	4	1	4	2
ENSG00000044012	GUCA2B	0	0	2	0	0	1
ENSG00000044090	CUL7	1468	1542	1665	1170	1579	1284
ENSG00000044115	CTNNA1	5168	5961	5891	4206	5725	4411
ENSG00000044446	PHKA2	424	466	467	295	419	308
ENSG00000044459	CNTLN	359	268	393	193	301	233
ENSG00000044524	EPHA3	253	206	255	243	439	271
ENSG00000044574	HSPA5	1691	2077	2411	1366	1777	1520
ENSG00000046604	DSG2	1751	1939	2030	1220	1610	1297
ENSG00000046647	GEMIN8	163	166	182	132	181	147
ENSG00000046651	OFD1	613	607	723	472	623	481
ENSG00000046653	GPM6B	230	200	289	160	224	148
ENSG00000046774	MAGEC2	3	0	4	3	3	2
ENSG00000046889	PREX2	288	191	289	154	190	165
ENSG00000047056	WDR37	309	335	322	220	297	238
ENSG00000047188	YTHDC2	611	626	730	467	597	456
ENSG00000047230	CTPS2	885	876	980	627	816	648
ENSG00000047249	ATP6V1H	600	658	685	488	661	459
ENSG00000047315	POLR2B	2081	1968	2161	1448	1884	1355
ENSG00000047346	FAM214A	254	282	302	235	254	159
ENSG00000047365	ARAP2	111	114	124	109	137	119
ENSG00000047410	TPR	3706	3447	4231	2454	3500	2593
ENSG00000047457	CP	13	10	25	8	17	21
ENSG00000047578	KIAA0556	502	488	531	409	496	409
ENSG00000047579	DTNBP1	392	353	351	201	215	242
ENSG00000047597	XK	36	46	47	25	27	33
ENSG00000047617	ANO2	29	33	65	34	55	47
ENSG00000047621	C12orf4	318	332	346	200	293	258
ENSG00000047634	SCML1	197	221	205	130	141	106
ENSG00000047644	WWC3	375	360	387	256	332	248
ENSG00000047648	ARHGAP6	275	345	321	215	302	269
ENSG00000047662	FAM184B	13	5	22	2	10	18
ENSG00000047849	MAP4	1555	1818	1864	1407	1932	1392
ENSG00000047932	GOPC	1255	1288	1443	840	1044	871
ENSG00000047936	ROS1	10	9	22	14	20	16
ENSG00000048028	USP28	616	660	901	432	705	565
ENSG00000048052	HDAC9	198	120	166	104	100	108
ENSG00000048140	TSPAN17	290	345	302	260	355	250
ENSG00000048162	NOP16	155	155	179	119	134	114
ENSG00000048342	CC2D2A	629	720	732	625	838	570
ENSG00000048392	RRM2B	651	766	718	439	590	490
ENSG00000048405	ZNF800	476	501	499	345	387	312
ENSG00000048462	TNFRSF17	1	0	1	4	1	0
ENSG00000048471	SNX29	956	1222	1420	1247	1676	1131
ENSG00000048540	LMO3	130	99	128	70	100	92
ENSG00000048544	MRPS10	420	459	480	291	394	342
ENSG00000048545	GUCA1A	7	5	7	1	8	4
ENSG00000048649	RSF1	963	1049	1270	685	949	740
ENSG00000048707	VPS13D	955	865	1147	822	1057	752
ENSG00000048740	CELF2	302	282	307	155	293	212
ENSG00000048828	FAM120A	1156	1201	1282	885	1142	914
ENSG00000048991	R3HDM1	389	426	491	264	392	302
ENSG00000049089	COL9A2	677	683	693	391	473	363
ENSG00000049130	KITLG	400	428	558	317	452	362
ENSG00000049167	ERCC8	552	505	606	392	446	343
ENSG00000049192	ADAMTS6	61	42	74	47	74	44
ENSG00000049239	H6PD	1154	1230	1058	889	1177	765
ENSG00000049245	VAMP3	1053	1240	1173	729	1099	835
ENSG00000049246	PER3	132	118	144	88	102	96
ENSG00000049247	UTS2	4	2	3	0	0	0
ENSG00000049249	TNFRSF9	7	5	21	7	12	6
ENSG00000049283	EPN3	45	63	83	62	84	63
ENSG00000049323	LTBP1	2461	2282	2256	1037	1341	1155
ENSG00000049449	RCN1	2443	2176	2424	1323	1699	1507
ENSG00000049540	ELN	17	31	43	46	59	31
ENSG00000049541	RFC2	353	311	361	198	287	204
ENSG00000049618	ARID1B	750	793	925	599	792	657
ENSG00000049656	CLPTM1L	745	983	955	747	1090	727
ENSG00000049759	NEDD4L	1137	1442	1581	1258	1826	1317
ENSG00000049768	FOXP3	21	10	20	12	14	7
ENSG00000049769	PPP1R3F	71	74	84	42	61	70
ENSG00000049860	HEXB	809	937	1046	720	1029	810
ENSG00000049883	PTCD2	153	175	217	109	174	114
ENSG00000050030	KIAA2022	55	54	66	22	36	37
ENSG00000050130	JKAMP	624	588	711	435	590	500
ENSG00000050165	DKK3	213	245	236	197	281	172
ENSG00000050327	ARHGEF5	378	381	450	298	392	327
ENSG00000050344	NFE2L3	493	488	553	346	439	344
ENSG00000050393	MCUR1	780	865	908	643	930	655
ENSG00000050405	LIMA1	464	551	631	450	677	475
ENSG00000050426	LETMD1	743	842	911	686	845	700
ENSG00000050438	SLC4A8	238	241	344	170	212	168
ENSG00000050555	LAMC3	347	393	343	228	143	246
ENSG00000050628	PTGER3	49	65	103	106	184	111
ENSG00000050730	TNIP3	27	29	51	49	103	41
ENSG00000050748	MAPK9	540	557	623	363	443	395
ENSG00000050767	COL23A1	25	22	30	13	39	16
ENSG00000050820	BCAR1	361	417	407	344	407	314
ENSG00000051009	FAM160A2	415	396	439	326	382	298
ENSG00000051108	HERPUD1	439	499	541	423	457	374
ENSG00000051128	HOMER3	200	242	265	147	227	174
ENSG00000051180	RAD51	114	89	137	59	79	68
ENSG00000051341	POLQ	328	248	354	170	213	211
ENSG00000051382	PIK3CB	216	248	228	192	224	147
ENSG00000051523	CYBA	218	330	301	210	283	217
ENSG00000051596	THOC3	422	507	473	301	392	285
ENSG00000051620	HEBP2	563	649	727	487	662	498
ENSG00000051825	MPHOSPH9	1000	802	1034	642	852	631
ENSG00000052126	PLEKHA5	1034	1268	1402	1299	1753	1157
ENSG00000052344	PRSS8	524	696	744	639	820	618
ENSG00000052723	SIKE1	1797	1884	2086	1316	1559	1324
ENSG00000052749	RRP12	757	811	744	513	679	565
ENSG00000052795	FNIP2	744	755	1009	700	948	659
ENSG00000052802	MSMO1	4566	5897	5687	3681	4279	3492
ENSG00000052841	TTC17	2452	2277	2720	1726	2245	1856
ENSG00000052850	ALX4	88	90	64	42	44	31
ENSG00000053108	FSTL4	69	65	79	33	39	47
ENSG00000053254	FOXN3	549	606	677	522	631	451
ENSG00000053328	METTL24	32	36	34	23	36	18
ENSG00000053371	AKR7A2	544	695	658	540	737	531
ENSG00000053372	MRTO4	498	508	525	286	499	292
ENSG00000053438	NNAT	61	65	116	14	22	14
ENSG00000053501	USE1	93	95	140	71	120	98
ENSG00000053524	MCF2L2	62	21	65	19	53	51
ENSG00000053702	NRIP2	166	176	166	116	148	123
ENSG00000053747	LAMA3	21	15	35	13	32	32
ENSG00000053770	AP5M1	1214	1349	1573	1059	1387	1134
ENSG00000053900	ANAPC4	577	495	597	407	493	403
ENSG00000053918	KCNQ1	28	12	11	17	15	12
ENSG00000054116	TRAPPC3	605	650	667	464	686	487
ENSG00000054118	THRAP3	2561	2642	2758	1783	2552	1802
ENSG00000054148	PHPT1	597	815	673	521	609	492
ENSG00000054179	ENTPD2	13	26	18	27	36	17
ENSG00000054219	LY75	27	30	39	31	54	28
ENSG00000054267	ARID4B	1100	1161	1273	809	1033	833
ENSG00000054277	OPN3	130	163	150	96	138	99
ENSG00000054282	SDCCAG8	312	302	377	231	371	282
ENSG00000054356	PTPRN	8	7	20	8	15	14
ENSG00000054392	HHAT	241	231	228	150	234	164
ENSG00000054523	KIF1B	1639	1736	1998	1382	1892	1319
ENSG00000054598	FOXC1	350	332	353	271	409	247
ENSG00000054611	TBC1D22A	170	166	189	133	203	149
ENSG00000054654	SYNE2	2436	2257	2785	2443	3335	1996
ENSG00000054690	PLEKHH1	910	1072	1202	1052	1281	926
ENSG00000054793	ATP9A	999	1173	1157	770	1006	774
ENSG00000054796	SPO11	1	1	5	0	5	1
ENSG00000054803	CBLN4	2	1	2	3	3	3
ENSG00000054938	CHRDL2	8	3	16	5	24	8
ENSG00000054965	FAM168A	1191	1299	1415	866	1229	954
ENSG00000054967	RELT	65	51	69	45	45	34
ENSG00000054983	GALC	722	776	827	583	728	587
ENSG00000055044	NOP58	1060	948	963	627	760	667
ENSG00000055070	SZRD1	1316	1352	1386	967	1248	997
ENSG00000055118	KCNH2	234	276	218	123	163	137
ENSG00000055130	CUL1	854	852	1056	581	814	629
ENSG00000055147	FAM114A2	405	408	460	257	422	349
ENSG00000055163	CYFIP2	1193	1272	1536	1047	1250	1033
ENSG00000055208	TAB2	582	622	688	530	647	514
ENSG00000055211	GINM1	511	634	541	463	609	448
ENSG00000055332	EIF2AK2	1269	1203	1394	883	1143	935
ENSG00000055483	USP36	445	400	453	289	397	290
ENSG00000055609	KMT2C	1550	1584	1832	1294	1571	1203
ENSG00000055732	MCOLN3	81	57	68	75	93	66
ENSG00000055813	CCDC85A	11	14	14	11	14	10
ENSG00000055917	PUM2	1357	1467	1490	1062	1129	938
ENSG00000055950	MRPL43	368	456	419	315	455	352
ENSG00000055955	ITIH4	3	11	14	5	10	4
ENSG00000055957	ITIH1	6	0	6	2	13	11
ENSG00000056050	HPF1	377	346	421	210	315	243
ENSG00000056097	ZFR	2371	2502	2830	1818	2525	1943
ENSG00000056277	ZNF280C	314	317	345	215	269	194
ENSG00000056291	NPFFR2	2	0	6	1	1	4
ENSG00000056487	PHF21B	109	83	110	63	77	54
ENSG00000056558	TRAF1	107	130	149	91	162	95
ENSG00000056586	RC3H2	1837	1946	2132	1417	1687	1377
ENSG00000056736	IL17RB	168	164	172	102	169	130
ENSG00000056972	TRAF3IP2	268	249	333	199	259	195
ENSG00000056998	GYG2	286	278	352	227	260	234
ENSG00000057019	DCBLD2	1517	1515	1683	933	1294	1059
ENSG00000057149	SERPINB3	1	3	3	1	4	1
ENSG00000057252	SOAT1	866	792	1092	578	854	662
ENSG00000057294	PKP2	462	612	600	525	764	472
ENSG00000057468	MSH4	10	7	3	2	6	7
ENSG00000057593	F7	23	16	39	35	35	24
ENSG00000057608	GDI2	4054	4261	4473	2967	4175	3202
ENSG00000057657	PRDM1	17	11	15	5	21	11
ENSG00000057663	ATG5	572	596	645	450	563	475
ENSG00000057704	TMCC3	640	635	660	355	530	408
ENSG00000057757	PITHD1	587	588	619	455	557	402
ENSG00000057935	MTA3	729	854	963	646	782	639
ENSG00000058056	USP13	358	299	351	217	219	210
ENSG00000058063	ATP11B	1337	1299	1500	966	1297	968
ENSG00000058085	LAMC2	43	52	102	35	64	55
ENSG00000058091	CDK14	512	531	621	411	574	467
ENSG00000058262	SEC61A1	2046	2172	2204	1645	2098	1554
ENSG00000058272	PPP1R12A	1921	1859	2087	1417	1800	1452
ENSG00000058335	RASGRF1	15	6	15	7	17	18
ENSG00000058404	CAMK2B	47	35	52	41	41	30
ENSG00000058453	CROCC	378	408	398	224	294	282
ENSG00000058600	POLR3E	767	803	847	629	773	612
ENSG00000058668	ATP2B4	1522	1715	1895	1295	1826	1356
ENSG00000058673	ZC3H11A	3400	3374	3997	2495	3441	2612
ENSG00000058729	RIOK2	517	538	551	389	535	456
ENSG00000058799	YIPF1	339	475	503	353	511	357
ENSG00000058804	NDC1	1160	1160	1346	770	975	764
ENSG00000058866	DGKG	92	70	113	32	66	47
ENSG00000059122	FLYWCH1	191	243	236	144	212	150
ENSG00000059145	UNKL	113	140	125	101	123	101
ENSG00000059377	TBXAS1	127	109	134	70	110	60
ENSG00000059378	PARP12	64	71	56	41	46	43
ENSG00000059573	ALDH18A1	1565	1597	1733	1032	1345	1145
ENSG00000059588	TARBP1	1428	1117	1268	818	812	751
ENSG00000059728	MXD1	189	206	223	189	197	166
ENSG00000059758	CDK17	875	866	951	574	813	695
ENSG00000059769	DNAJC25	187	206	234	150	181	165
ENSG00000059804	SLC2A3	183	142	207	88	138	188
ENSG00000059915	PSD	82	82	99	71	76	63
ENSG00000060069	CTDP1	126	152	150	105	139	103
ENSG00000060138	YBX3	1325	1324	1279	881	974	847
ENSG00000060140	STYK1	13	12	16	9	16	9
ENSG00000060237	WNK1	1809	1642	1956	1169	1486	1150
ENSG00000060339	CCAR1	1547	1517	1831	1146	1545	1265
ENSG00000060491	OGFR	202	265	269	165	211	159
ENSG00000060558	GNA15	4	1	7	3	4	4
ENSG00000060566	CREB3L3	5	0	2	1	9	1
ENSG00000060642	PIGV	142	159	177	101	182	126
ENSG00000060656	PTPRU	574	708	720	415	510	458
ENSG00000060688	SNRNP40	758	768	816	508	658	555
ENSG00000060709	RIMBP2	126	133	176	129	175	145
ENSG00000060718	COL11A1	197	186	197	272	396	213
ENSG00000060749	QSER1	1057	1114	1377	726	864	781
ENSG00000060762	MPC1	345	395	422	413	481	368
ENSG00000060971	ACAA1	163	198	219	183	296	194
ENSG00000060982	BCAT1	2414	1607	2084	747	840	1036
ENSG00000061273	HDAC7	604	641	637	413	467	404
ENSG00000061337	LZTS1	38	50	49	44	65	40
ENSG00000061455	PRDM6	26	24	37	37	70	32
ENSG00000061492	WNT8A	1	2	6	2	4	3
ENSG00000061656	SPAG4	80	58	78	38	46	64
ENSG00000061676	NCKAP1	3456	3456	3928	2506	3171	2611
ENSG00000061794	MRPS35	932	1030	1159	702	1044	743
ENSG00000061918	GUCY1B3	2281	2000	2367	1125	1308	1379
ENSG00000061936	SFSWAP	741	719	761	457	633	512
ENSG00000061938	TNK2	183	207	201	148	231	145
ENSG00000061987	MON2	881	834	1002	637	832	639
ENSG00000062038	CDH3	1069	1064	1051	697	866	677
ENSG00000062096	ARSF	1	1	2	3	9	2
ENSG00000062194	GPBP1	2230	2299	2619	1604	2301	1793
ENSG00000062282	DGAT2	89	93	112	65	104	61
ENSG00000062370	ZNF112	193	192	237	128	225	128
ENSG00000062485	CS	2377	2500	2648	1833	2174	1873
ENSG00000062524	LTK	29	26	36	21	16	12
ENSG00000062582	MRPS24	8	11	12	12	14	7
ENSG00000062598	ELMO2	529	580	729	435	595	486
ENSG00000062650	WAPL	1723	1805	1901	1235	1696	1307
ENSG00000062716	VMP1	815	983	1171	1112	1548	1031
ENSG00000062725	APPBP2	1452	1601	1545	1102	1444	1160
ENSG00000062822	POLD1	451	397	437	183	264	246
ENSG00000063015	SEZ6	12	18	22	11	23	16
ENSG00000063046	EIF4B	8803	8809	9764	5978	8227	6136
ENSG00000063127	SLC6A16	56	47	84	41	60	45
ENSG00000063169	GLTSCR1	38	32	44	31	35	36
ENSG00000063176	SPHK2	245	339	297	196	288	210
ENSG00000063177	RPL18	5639	6905	5925	3739	4764	4031
ENSG00000063180	CA11	491	468	456	259	459	307
ENSG00000063241	ISOC2	263	278	292	195	234	180
ENSG00000063244	U2AF2	1365	1515	1681	868	1499	1049
ENSG00000063245	EPN1	366	416	399	295	414	334
ENSG00000063322	MED29	499	601	609	416	548	408
ENSG00000063438	AHRR	21	14	18	19	23	14
ENSG00000063515	GSC2	0	0	0	0	1	0
ENSG00000063587	ZNF275	330	393	367	292	309	287
ENSG00000063601	MTMR1	414	450	460	296	347	346
ENSG00000063660	GPC1	661	739	669	441	490	442
ENSG00000063761	ADCK1	210	176	246	131	138	130
ENSG00000063854	HAGH	327	328	378	232	354	238
ENSG00000063978	RNF4	1068	1180	1077	911	993	765
ENSG00000064012	CASP8	45	54	63	56	98	45
ENSG00000064042	LIMCH1	1236	1218	1649	1012	1324	1016
ENSG00000064102	ASUN	386	410	455	286	472	300
ENSG00000064115	TM7SF3	675	762	842	515	742	554
ENSG00000064195	DLX3	8	14	14	8	7	6
ENSG00000064199	SPA17	206	193	254	159	209	163
ENSG00000064201	TSPAN32	13	11	21	9	16	21
ENSG00000064205	WISP2	3	5	11	2	4	8
ENSG00000064218	DMRT3	105	67	84	36	54	47
ENSG00000064225	ST3GAL6	132	115	145	85	118	89
ENSG00000064270	ATP2C2	18	10	19	13	23	16
ENSG00000064300	NGFR	40	45	56	32	87	41
ENSG00000064309	CDON	933	897	1013	643	761	683
ENSG00000064313	TAF2	963	930	1052	681	877	740
ENSG00000064393	HIPK2	2972	2974	3373	2131	2605	2099
ENSG00000064419	TNPO3	1012	1115	1121	790	1012	785
ENSG00000064489	BORCS8-MEF2B	2	4	7	6	4	6
ENSG00000064490	RFXANK	507	516	522	369	464	376
ENSG00000064545	TMEM161A	327	466	428	312	384	337
ENSG00000064547	LPAR2	302	329	301	185	247	190
ENSG00000064601	CTSA	427	472	515	418	549	404
ENSG00000064607	SUGP2	1751	1721	2206	1167	1607	1408
ENSG00000064651	SLC12A2	1685	1848	2380	1476	1679	1417
ENSG00000064652	SNX24	247	235	269	191	270	221
ENSG00000064655	EYA2	10	17	35	10	26	15
ENSG00000064666	CNN2	1230	1180	1135	725	906	765
ENSG00000064687	ABCA7	111	144	174	114	160	110
ENSG00000064692	SNCAIP	75	76	97	91	148	103
ENSG00000064703	DDX20	493	535	553	334	429	360
ENSG00000064726	BTBD1	1387	1415	1492	1091	1379	1030
ENSG00000064763	FAR2	515	592	761	526	613	512
ENSG00000064787	BCAS1	12	11	19	6	20	18
ENSG00000064835	POU1F1	3	3	6	1	3	5
ENSG00000064886	CHI3L2	6	1	13	9	13	5
ENSG00000064932	SBNO2	260	346	289	188	251	218
ENSG00000064933	PMS1	671	572	751	421	537	454
ENSG00000064961	HMG20B	350	435	436	297	412	248
ENSG00000064989	CALCRL	124	160	145	114	243	153
ENSG00000064995	TAF11	450	470	515	340	460	360
ENSG00000064999	ANKS1A	927	1157	1296	902	1202	911
ENSG00000065000	AP3D1	1630	1886	1810	1300	1754	1251
ENSG00000065029	ZNF76	362	374	385	294	378	275
ENSG00000065054	SLC9A3R2	128	143	108	82	118	83
ENSG00000065057	NTHL1	140	140	161	76	117	94
ENSG00000065060	UHRF1BP1	664	723	798	544	672	509
ENSG00000065135	GNAI3	1520	1743	1824	1324	1782	1292
ENSG00000065150	IPO5	4103	4331	4424	2607	3587	2813
ENSG00000065154	OAT	389	448	463	299	424	306
ENSG00000065183	WDR3	824	728	900	499	716	520
ENSG00000065243	PKN2	1340	1602	1718	1071	1508	1156
ENSG00000065268	WDR18	192	240	212	165	165	155
ENSG00000065308	TRAM2	808	793	863	492	704	535
ENSG00000065320	NTN1	41	24	43	25	41	18
ENSG00000065325	GLP2R	5	4	13	7	13	8
ENSG00000065328	MCM10	524	428	460	219	296	245
ENSG00000065357	DGKA	91	75	132	68	111	94
ENSG00000065361	ERBB3	1096	1888	1902	2091	3723	2271
ENSG00000065371	ROPN1	5	1	12	4	10	5
ENSG00000065413	ANKRD44	90	78	101	79	124	99
ENSG00000065427	KARS	1398	1478	1642	974	1493	1024
ENSG00000065457	ADAT1	314	333	386	245	307	245
ENSG00000065485	PDIA5	74	116	119	62	101	67
ENSG00000065491	TBC1D22B	229	258	243	177	252	170
ENSG00000065518	NDUFB4	1168	1209	1290	847	1186	873
ENSG00000065526	SPEN	975	889	1039	706	796	655
ENSG00000065534	MYLK	283	234	299	154	208	124
ENSG00000065548	ZC3H15	1118	1047	1207	723	1086	815
ENSG00000065559	MAP2K4	1109	1217	1325	890	1056	897
ENSG00000065600	TMEM206	260	242	364	143	267	197
ENSG00000065609	SNAP91	9	13	25	8	17	15
ENSG00000065613	SLK	1940	2024	2240	1495	2243	1622
ENSG00000065615	CYB5R4	131	146	186	116	117	109
ENSG00000065618	COL17A1	19	11	27	11	23	23
ENSG00000065621	GSTO2	117	125	126	201	196	170
ENSG00000065665	SEC61A2	174	166	216	118	168	125
ENSG00000065675	PRKCQ	301	329	387	239	310	303
ENSG00000065717	TLE2	39	32	45	23	49	39
ENSG00000065802	ASB1	408	453	470	348	388	311
ENSG00000065809	FAM107B	859	1002	1056	802	1102	781
ENSG00000065833	ME1	41	36	36	34	28	29
ENSG00000065882	TBC1D1	1060	1446	1439	1253	1733	1128
ENSG00000065883	CDK13	1114	1005	1190	813	1042	812
ENSG00000065911	MTHFD2	901	675	832	311	289	351
ENSG00000065923	SLC9A7	324	370	402	322	449	340
ENSG00000065970	FOXJ2	337	338	353	254	297	226
ENSG00000065978	YBX1	4922	5063	5427	3308	4887	3459
ENSG00000065989	PDE4A	25	19	24	18	14	17
ENSG00000066027	PPP2R5A	419	436	421	298	440	372
ENSG00000066032	CTNNA2	967	985	1214	534	650	672
ENSG00000066044	ELAVL1	953	1100	986	652	851	675
ENSG00000066056	TIE1	23	17	22	18	27	18
ENSG00000066084	DIP2B	1054	1120	1324	847	1147	894
ENSG00000066117	SMARCD1	1642	1742	1865	1242	1592	1261
ENSG00000066135	KDM4A	1072	1231	1191	857	1136	802
ENSG00000066136	NFYC	511	642	639	434	604	454
ENSG00000066185	ZMYND12	19	18	33	20	23	14
ENSG00000066230	SLC9A3	170	257	267	218	269	195
ENSG00000066248	NGEF	58	61	43	28	43	36
ENSG00000066279	ASPM	1150	1056	1300	703	881	736
ENSG00000066294	CD84	6	1	5	6	10	12
ENSG00000066322	ELOVL1	376	453	438	292	463	282
ENSG00000066336	SPI1	9	5	18	7	11	11
ENSG00000066379	ZNRD1	208	265	245	165	209	156
ENSG00000066382	MPPED2	18	28	34	40	66	39
ENSG00000066405	CLDN18	23	15	21	23	36	17
ENSG00000066422	ZBTB11	609	602	637	447	526	414
ENSG00000066427	ATXN3	624	624	783	477	736	513
ENSG00000066455	GOLGA5	666	664	671	527	592	486
ENSG00000066468	FGFR2	868	920	927	731	892	555
ENSG00000066557	LRRC40	652	693	825	483	710	528
ENSG00000066583	ISOC1	261	304	366	238	318	204
ENSG00000066629	EML1	593	629	651	409	527	402
ENSG00000066651	TRMT11	471	412	441	277	388	280
ENSG00000066654	THUMPD1	1163	1184	1348	861	1198	914
ENSG00000066697	MSANTD3	226	244	233	167	216	176
ENSG00000066735	KIF26A	12	6	15	6	17	8
ENSG00000066739	ATG2B	816	939	1132	841	1017	779
ENSG00000066777	ARFGEF1	964	964	1194	782	1087	770
ENSG00000066813	ACSM2B	48	113	133	156	318	204
ENSG00000066827	ZFAT	194	214	266	166	269	186
ENSG00000066855	MTFR1	488	600	633	433	564	471
ENSG00000066923	STAG3	143	131	160	133	147	110
ENSG00000066926	FECH	287	366	350	306	440	294
ENSG00000066933	MYO9A	1001	1015	1311	875	1283	924
ENSG00000067048	DDX3Y	0	0	0	0	0	1
ENSG00000067057	PFKP	536	488	524	319	431	393
ENSG00000067064	IDI1	1953	2281	2198	1355	1519	1233
ENSG00000067066	SP100	30	19	57	32	50	31
ENSG00000067082	KLF6	325	423	460	654	969	546
ENSG00000067113	PLPP1	115	158	146	180	261	135
ENSG00000067141	NEO1	2373	2243	2385	1471	2061	1563
