Geneid	Txid	sym	Tx.len	GC
ENSG00000028116	ENST00000435505	VRK2	2446	0.401
ENSG00000028137	ENST00000376259	TNFRSF1B	3687	0.595
ENSG00000028203	ENST00000436874	VEZT	4510	0.373
ENSG00000028277	ENST00000389341	POU2F2	6901	0.547
ENSG00000028310	ENST00000467963	BRD9	2665	0.556
ENSG00000028528	ENST00000559844	SNX1	8214	0.45
ENSG00000028839	ENST00000237264	TBPL1	4199	0.359
ENSG00000029153	ENST00000544915	ARNTL2	6785	0.405
ENSG00000029363	ENST00000531224	BCLAF1	7263	0.367
ENSG00000029364	ENST00000336643	SLC39A9	5399	0.435
ENSG00000029534	ENST00000265709	ANK1	8478	0.586
ENSG00000029559	ENST00000226284	IBSP	1573	0.425
ENSG00000029639	ENST00000367166	TFB1M	2799	0.424
ENSG00000029725	ENST00000537505	RABEP1	5909	0.418
ENSG00000029993	ENST00000325307	HMGB3	3507	0.436
ENSG00000030066	ENST00000378460	NUP160	5376	0.433
ENSG00000030110	ENST00000374467	BAK1	2170	0.586
ENSG00000030304	ENST00000416899	MUSK	3344	0.475
ENSG00000030419	ENST00000434687	IKZF2	3888	0.421
ENSG00000030582	ENST00000053867	GRN	2130	0.624
ENSG00000031003	ENST00000033079	FAM13B	5465	0.398
ENSG00000031081	ENST00000264245	ARHGAP31	9317	0.497
ENSG00000031691	ENST00000335783	CENPQ	1741	0.34
ENSG00000031698	ENST00000234677	SARS	1914	0.527
ENSG00000031823	ENST00000340578	RANBP3	3233	0.592
ENSG00000032219	ENST00000355431	ARID4A	5891	0.375
ENSG00000032389	ENST00000382125	TSSC1	1766	0.541
ENSG00000032444	ENST00000221249	PNPLA6	4617	0.637
ENSG00000032742	ENST00000351808	IFT88	2856	0.402
ENSG00000033011	ENST00000262374	ALG1	2132	0.548
ENSG00000033030	ENST00000633063	ZCCHC8	2955	0.452
ENSG00000033050	ENST00000287844	ABCF2	4527	0.506
ENSG00000033100	ENST00000035307	CHPF2	3978	0.613
ENSG00000033122	ENST00000035383	LRRC7	6241	0.406
ENSG00000033170	ENST00000360689	FUT8	5166	0.409
ENSG00000033178	ENST00000322244	UBA6	9540	0.356
ENSG00000033327	ENST00000361507	GAB2	6110	0.546
ENSG00000033627	ENST00000264649	ATP6V0A1	4110	0.513
ENSG00000033800	ENST00000249636	PIAS1	8115	0.408
ENSG00000033867	ENST00000295736	SLC4A7	7757	0.355
ENSG00000034053	ENST00000558402	APBA2	4031	0.594
ENSG00000034152	ENST00000342679	MAP2K3	2303	0.589
ENSG00000034239	ENST00000262103	EFCAB1	2104	0.415
ENSG00000034510	ENST00000233143	TMSB10	461	0.533
ENSG00000034533	ENST00000264992	ASTE1	2664	0.447
ENSG00000034677	ENST00000519449	RNF19A	4330	0.397
ENSG00000034693	ENST00000367591	PEX3	2750	0.369
ENSG00000034713	ENST00000037243	GABARAPL2	974	0.438
ENSG00000034971	ENST00000037502	MYOC	2100	0.518
ENSG00000035115	ENST00000403657	SH3YL1	3540	0.411
ENSG00000035141	ENST00000037869	FAM136A	1810	0.461
ENSG00000035403	ENST00000211998	VCL	5490	0.493
ENSG00000035499	ENST00000265036	DEPDC1B	2504	0.394
ENSG00000035664	ENST00000612884	DAPK2	8086	0.501
ENSG00000035681	ENST00000038176	NSMAF	3574	0.451
ENSG00000035687	ENST00000366535	ADSS	2555	0.387
ENSG00000035720	ENST00000265404	STAP1	1951	0.38
ENSG00000035862	ENST00000262768	TIMP2	3652	0.537
ENSG00000035928	ENST00000349703	RFC1	4870	0.416
ENSG00000036054	ENST00000486274	TBC1D23	4054	0.392
ENSG00000036257	ENST00000264414	CUL3	6756	0.376
ENSG00000036448	ENST00000262113	MYOM2	5008	0.533
ENSG00000036473	ENST00000039007	OTC	1522	0.409
ENSG00000036530	ENST00000261835	CYP46A1	2181	0.625
ENSG00000036549	ENST00000370801	ZZZ3	6412	0.377
ENSG00000036565	ENST00000440926	SLC18A1	2956	0.502
ENSG00000036672	ENST00000260187	USP2	3697	0.563
ENSG00000036828	ENST00000639785	CASR	10047	0.473
ENSG00000037042	ENST00000251412	TUBG2	1782	0.588
ENSG00000037241	ENST00000521476	RPL26L1	742	0.481
ENSG00000037280	ENST00000261937	FLT4	5833	0.619
ENSG00000037474	ENST00000264670	NSUN2	3056	0.469
ENSG00000037637	ENST00000375592	FBXO42	6227	0.471
ENSG00000037749	ENST00000322602	MFAP3	2891	0.417
ENSG00000037757	ENST00000040663	MRI1	3178	0.533
ENSG00000037897	ENST00000324871	METTL1	1378	0.531
ENSG00000037965	ENST00000040584	HOXC8	2417	0.497
ENSG00000038002	ENST00000264595	AGA	2037	0.402
ENSG00000038210	ENST00000264864	PI4K2B	3594	0.378
ENSG00000038219	ENST00000040738	BOD1L1	10567	0.432
ENSG00000038274	ENST00000321757	MAT2B	2064	0.39
ENSG00000038295	ENST00000061240	TLL1	7291	0.407
ENSG00000038358	ENST00000358933	EDC4	4767	0.597
ENSG00000038382	ENST00000344204	TRIO	11460	0.534
ENSG00000038427	ENST00000265077	VCAN	12345	0.424
ENSG00000038532	ENST00000409790	CLEC16A	6812	0.552
ENSG00000038945	ENST00000262101	MSR1	3618	0.372
ENSG00000039068	ENST00000261769	CDH1	4811	0.483
ENSG00000039123	ENST00000230640	SKIV2L2	3961	0.386
ENSG00000039139	ENST00000265104	DNAH5	15633	0.438
ENSG00000039319	ENST00000338008	ZFYVE16	6773	0.357
ENSG00000039523	ENST00000042381	FAM65A	4092	0.606
ENSG00000039537	ENST00000263413	C6	3661	0.428
ENSG00000039560	ENST00000265109	RAI14	4986	0.434
ENSG00000039600	ENST00000265007	SOX30	3283	0.503
ENSG00000039650	ENST00000322344	PNKP	1731	0.642
ENSG00000039987	ENST00000549706	BEST2	2183	0.621
ENSG00000040199	ENST00000568954	PHLPP2	8317	0.449
ENSG00000040275	ENST00000265295	SPDL1	2529	0.391
ENSG00000040341	ENST00000524300	STAU2	2970	0.421
ENSG00000040487	ENST00000375153	PQLC2	2175	0.636
ENSG00000040531	ENST00000046640	CTNS	2866	0.568
ENSG00000040608	ENST00000043402	RTN4R	1944	0.68
ENSG00000040633	ENST00000320316	PHF23	1978	0.549
ENSG00000040731	ENST00000264463	CDH10	3438	0.412
ENSG00000040933	ENST00000409016	INPP4A	9996	0.479
ENSG00000041353	ENST00000262094	RAB27B	7003	0.351
ENSG00000041357	ENST00000044462	PSMA4	4378	0.419
ENSG00000041515	ENST00000356711	MYO16	6864	0.5
ENSG00000041802	ENST00000265245	LSG1	3283	0.48
ENSG00000041880	ENST00000417220	PARP3	2472	0.571
ENSG00000041982	ENST00000350763	TNC	8500	0.525
ENSG00000041988	ENST00000377627	THAP3	2053	0.591
ENSG00000042062	ENST00000327979	FAM65C	4376	0.59
ENSG00000042088	ENST00000335725	TDP1	3702	0.452
ENSG00000042286	ENST00000613322	AIFM2	3247	0.562
ENSG00000042304	ENST00000264387	C2orf83	1844	0.425
ENSG00000042317	ENST00000393545	SPATA7	2000	0.421
ENSG00000042429	ENST00000251871	MED17	5087	0.421
ENSG00000042445	ENST00000295802	RETSAT	3141	0.516
ENSG00000042493	ENST00000263867	CAPG	1250	0.589
ENSG00000042753	ENST00000263270	AP2S1	935	0.592
ENSG00000042781	ENST00000307340	USH2A	18938	0.442
ENSG00000042813	ENST00000046087	ZPBP	1195	0.421
ENSG00000042832	ENST00000220616	TG	8455	0.545
ENSG00000042980	ENST00000265769	ADAM28	7052	0.382
ENSG00000043039	ENST00000281437	BARX2	1813	0.539
ENSG00000043093	ENST00000292782	DCUN1D1	7954	0.339
ENSG00000043143	ENST00000395003	JADE2	6465	0.558
ENSG00000043355	ENST00000376335	ZIC2	2963	0.588
ENSG00000043462	ENST00000046794	LCP2	4232	0.438
ENSG00000043514	ENST00000648678	TRIT1	5930	0.424
ENSG00000043591	ENST00000369295	ADRB1	2853	0.574
ENSG00000044012	ENST00000372581	GUCA2B	604	0.629
ENSG00000044090	ENST00000265348	CUL7	5254	0.589
ENSG00000044115	ENST00000302763	CTNNA1	3754	0.475
ENSG00000044446	ENST00000379942	PHKA2	5559	0.536
ENSG00000044459	ENST00000380647	CNTLN	5518	0.389
ENSG00000044524	ENST00000336596	EPHA3	5712	0.402
ENSG00000044574	ENST00000324460	HSPA5	3921	0.461
ENSG00000046604	ENST00000261590	DSG2	5697	0.412
ENSG00000046647	ENST00000380523	GEMIN8	1682	0.495
ENSG00000046651	ENST00000340096	OFD1	3612	0.431
ENSG00000046653	ENST00000356942	GPM6B	1830	0.444
ENSG00000046774	ENST00000247452	MAGEC2	1994	0.48
ENSG00000046889	ENST00000288368	PREX2	10824	0.392
ENSG00000047056	ENST00000358220	WDR37	4582	0.484
ENSG00000047188	ENST00000161863	YTHDC2	6305	0.401
ENSG00000047230	ENST00000443824	CTPS2	4319	0.452
ENSG00000047249	ENST00000359530	ATP6V1H	2120	0.445
ENSG00000047315	ENST00000381227	POLR2B	4108	0.419
ENSG00000047346	ENST00000261844	FAM214A	4217	0.376
ENSG00000047365	ENST00000303965	ARAP2	7513	0.394
ENSG00000047410	ENST00000367478	TPR	9636	0.399
ENSG00000047457	ENST00000264613	CP	4452	0.394
ENSG00000047578	ENST00000261588	KIAA0556	6624	0.563
ENSG00000047579	ENST00000344537	DTNBP1	1403	0.539
ENSG00000047597	ENST00000378616	XK	5174	0.416
ENSG00000047617	ENST00000356134	ANO2	3717	0.509
ENSG00000047621	ENST00000261250	C12orf4	3817	0.388
ENSG00000047634	ENST00000380043	SCML1	2830	0.376
ENSG00000047644	ENST00000380861	WWC3	6647	0.534
ENSG00000047648	ENST00000337414	ARHGAP6	5336	0.545
ENSG00000047662	ENST00000265018	FAM184B	6622	0.492
ENSG00000047849	ENST00000360240	MAP4	5142	0.551
ENSG00000047932	ENST00000368498	GOPC	4597	0.394
ENSG00000047936	ENST00000368508	ROS1	7435	0.421
ENSG00000048028	ENST00000003302	USP28	4669	0.436
ENSG00000048052	ENST00000406451	HDAC9	9705	0.402
ENSG00000048140	ENST00000515708	TSPAN17	2361	0.579
ENSG00000048162	ENST00000614830	NOP16	1258	0.541
ENSG00000048342	ENST00000424120	CC2D2A	5249	0.451
ENSG00000048392	ENST00000251810	RRM2B	4931	0.365
ENSG00000048405	ENST00000393313	ZNF800	4358	0.38
ENSG00000048462	ENST00000053243	TNFRSF17	891	0.415
ENSG00000048471	ENST00000566228	SNX29	8173	0.522
ENSG00000048540	ENST00000320122	LMO3	3759	0.37
ENSG00000048544	ENST00000053468	MRPS10	2100	0.414
ENSG00000048545	ENST00000394237	GUCA1A	2233	0.557
ENSG00000048649	ENST00000308488	RSF1	11550	0.385
ENSG00000048707	ENST00000620676	VPS13D	16357	0.469
ENSG00000048740	ENST00000417956	CELF2	8044	0.421
ENSG00000048828	ENST00000277165	FAM120A	5160	0.507
ENSG00000048991	ENST00000264160	R3HDM1	4648	0.448
ENSG00000049089	ENST00000372748	COL9A2	2852	0.652
ENSG00000049130	ENST00000228280	KITLG	1642	0.424
ENSG00000049167	ENST00000265038	ERCC8	2017	0.388
ENSG00000049192	ENST00000381055	ADAMTS6	7309	0.426
ENSG00000049239	ENST00000377403	H6PD	9146	0.565
ENSG00000049245	ENST00000054666	VAMP3	2178	0.423
ENSG00000049246	ENST00000361923	PER3	6203	0.458
ENSG00000049247	ENST00000377516	UTS2	1601	0.409
ENSG00000049249	ENST00000615230	TNFRSF9	5970	0.438
ENSG00000049283	ENST00000268933	EPN3	3879	0.614
ENSG00000049323	ENST00000404816	LTBP1	6502	0.513
ENSG00000049449	ENST00000054950	RCN1	2572	0.467
ENSG00000049540	ENST00000252034	ELN	3397	0.61
ENSG00000049541	ENST00000055077	RFC2	1685	0.525
ENSG00000049618	ENST00000346085	ARID1B	10813	0.537
ENSG00000049656	ENST00000320895	CLPTM1L	2492	0.558
ENSG00000049759	ENST00000400345	NEDD4L	8633	0.455
ENSG00000049768	ENST00000376207	FOXP3	2480	0.591
ENSG00000049769	ENST00000055335	PPP1R3F	3421	0.615
ENSG00000049860	ENST00000261416	HEXB	1812	0.45
ENSG00000049883	ENST00000380639	PTCD2	11145	0.419
ENSG00000050030	ENST00000055682	KIAA2022	11717	0.409
ENSG00000050130	ENST00000356057	JKAMP	2524	0.377
ENSG00000050165	ENST00000396505	DKK3	2650	0.534
ENSG00000050327	ENST00000056217	ARHGEF5	5482	0.565
ENSG00000050344	ENST00000056233	NFE2L3	3740	0.469
ENSG00000050393	ENST00000379170	MCUR1	5471	0.446
ENSG00000050405	ENST00000341247	LIMA1	3706	0.428
ENSG00000050426	ENST00000262055	LETMD1	2106	0.476
ENSG00000050438	ENST00000453097	SLC4A8	11764	0.461
ENSG00000050555	ENST00000361069	LAMC3	7455	0.625
ENSG00000050628	ENST00000356595	PTGER3	1943	0.56
ENSG00000050730	ENST00000057513	TNIP3	2397	0.42
ENSG00000050748	ENST00000452135	MAPK9	4815	0.434
ENSG00000050767	ENST00000390654	COL23A1	2899	0.656
ENSG00000050820	ENST00000162330	BCAR1	4085	0.655
ENSG00000051009	ENST00000265978	FAM160A2	3481	0.598
ENSG00000051108	ENST00000439977	HERPUD1	2853	0.471
ENSG00000051128	ENST00000539827	HOMER3	1979	0.605
ENSG00000051180	ENST00000267868	RAD51	2436	0.473
ENSG00000051341	ENST00000264233	POLQ	8757	0.41
ENSG00000051382	ENST00000289153	PIK3CB	5919	0.394
ENSG00000051523	ENST00000261623	CYBA	692	0.681
ENSG00000051596	ENST00000265097	THOC3	1589	0.515
ENSG00000051620	ENST00000607197	HEBP2	10010	0.472
ENSG00000051825	ENST00000606320	MPHOSPH9	6351	0.396
ENSG00000052126	ENST00000538714	PLEKHA5	6487	0.449
ENSG00000052344	ENST00000317508	PRSS8	1837	0.625
ENSG00000052723	ENST00000060969	SIKE1	2190	0.375
ENSG00000052749	ENST00000536831	RRP12	4476	0.586
ENSG00000052795	ENST00000264433	FNIP2	7038	0.436
ENSG00000052802	ENST00000261507	MSMO1	2227	0.374
ENSG00000052841	ENST00000039989	TTC17	4488	0.452
ENSG00000052850	ENST00000329255	ALX4	5754	0.582
ENSG00000053108	ENST00000265342	FSTL4	5396	0.538
ENSG00000053254	ENST00000557258	FOXN3	2692	0.531
ENSG00000053328	ENST00000338882	METTL24	1119	0.567
ENSG00000053371	ENST00000235835	AKR7A2	1362	0.611
ENSG00000053372	ENST00000330263	MRTO4	2049	0.516
ENSG00000053438	ENST00000062104	NNAT	1259	0.573
ENSG00000053501	ENST00000595101	USE1	1776	0.56
ENSG00000053524	ENST00000328913	MCF2L2	4980	0.498
ENSG00000053702	ENST00000337508	NRIP2	2757	0.543
ENSG00000053747	ENST00000313654	LAMA3	10661	0.506
ENSG00000053770	ENST00000261558	AP5M1	11675	0.347
ENSG00000053900	ENST00000315368	ANAPC4	2685	0.41
ENSG00000053918	ENST00000155840	KCNQ1	3246	0.637
ENSG00000054116	ENST00000373166	TRAPPC3	1282	0.502
ENSG00000054118	ENST00000354618	THRAP3	4405	0.478
ENSG00000054148	ENST00000247665	PHPT1	890	0.631
ENSG00000054179	ENST00000355097	ENTPD2	2102	0.639
ENSG00000054219	ENST00000263636	LY75	6932	0.407
ENSG00000054267	ENST00000264183	ARID4B	6022	0.393
ENSG00000054277	ENST00000366554	OPN3	2628	0.454
ENSG00000054282	ENST00000366541	SDCCAG8	2581	0.456
ENSG00000054356	ENST00000295718	PTPRN	3612	0.623
ENSG00000054392	ENST00000367010	HHAT	3626	0.486
ENSG00000054523	ENST00000263934	KIF1B	6816	0.485
ENSG00000054598	ENST00000380874	FOXC1	3926	0.563
ENSG00000054611	ENST00000337137	TBC1D22A	3758	0.593
ENSG00000054654	ENST00000358025	SYNE2	21842	0.429
ENSG00000054690	ENST00000329153	PLEKHH1	6604	0.523
ENSG00000054793	ENST00000338821	ATP9A	8106	0.498
ENSG00000054796	ENST00000371263	SPO11	1834	0.381
ENSG00000054803	ENST00000064571	CBLN4	3024	0.503
ENSG00000054938	ENST00000263671	CHRDL2	1712	0.592
ENSG00000054965	ENST00000356467	FAM168A	1767	0.565
ENSG00000054967	ENST00000064780	RELT	3402	0.597
ENSG00000054983	ENST00000261304	GALC	3794	0.41
ENSG00000055044	ENST00000264279	NOP58	1994	0.409
ENSG00000055070	ENST00000401088	SZRD1	3480	0.54
ENSG00000055118	ENST00000262186	KCNH2	4286	0.667
ENSG00000055130	ENST00000325222	CUL1	3147	0.44
ENSG00000055147	ENST00000351797	FAM114A2	4414	0.376
ENSG00000055163	ENST00000618329	CYFIP2	4256	0.53
ENSG00000055208	ENST00000367456	TAB2	4553	0.397
ENSG00000055211	ENST00000367419	GINM1	1943	0.413
ENSG00000055332	ENST00000233057	EIF2AK2	9975	0.385
ENSG00000055483	ENST00000542802	USP36	6063	0.565
ENSG00000055609	ENST00000262189	KMT2C	16860	0.45
ENSG00000055732	ENST00000370589	MCOLN3	2810	0.395
ENSG00000055813	ENST00000407595	CCDC85A	4114	0.506
ENSG00000055917	ENST00000338086	PUM2	6112	0.396
ENSG00000055950	ENST00000318364	MRPL43	1010	0.559
ENSG00000055955	ENST00000266041	ITIH4	3336	0.564
ENSG00000055957	ENST00000273283	ITIH1	2904	0.56
ENSG00000056050	ENST00000393381	C4orf27	1216	0.4
ENSG00000056097	ENST00000265069	ZFR	4717	0.42
ENSG00000056277	ENST00000370978	ZNF280C	4638	0.382
ENSG00000056291	ENST00000358749	NPFFR2	1559	0.407
ENSG00000056487	ENST00000313237	PHF21B	3976	0.61
ENSG00000056558	ENST00000373887	TRAF1	4351	0.554
ENSG00000056586	ENST00000373670	RC3H2	9248	0.378
ENSG00000056678	ENST00000417146	KIFC1	330	0.645
ENSG00000056736	ENST00000475124	IL17RB	2822	0.476
ENSG00000056972	ENST00000368761	TRAF3IP2	5836	0.461
ENSG00000056998	ENST00000381163	GYG2	3393	0.529
ENSG00000057019	ENST00000326840	DCBLD2	6128	0.418
ENSG00000057149	ENST00000283752	SERPINB3	1707	0.394
ENSG00000057252	ENST00000367619	SOAT1	6840	0.395
ENSG00000057294	ENST00000340811	PKP2	4302	0.466
ENSG00000057468	ENST00000263187	MSH4	3270	0.37
ENSG00000057593	ENST00000375581	F7	3109	0.574
ENSG00000057608	ENST00000380191	GDI2	2297	0.426
ENSG00000057657	ENST00000369096	PRDM1	5148	0.456
ENSG00000057663	ENST00000369076	ATG5	3185	0.385
ENSG00000057704	ENST00000261226	TMCC3	5874	0.447
ENSG00000057757	ENST00000246151	PITHD1	1590	0.504
ENSG00000057935	ENST00000407270	MTA3	2202	0.46
ENSG00000058056	ENST00000263966	USP13	8038	0.435
ENSG00000058063	ENST00000323116	ATP11B	7315	0.381
ENSG00000058085	ENST00000264144	LAMC2	5147	0.505
ENSG00000058091	ENST00000380050	CDK14	5171	0.424
ENSG00000058262	ENST00000243253	SEC61A1	3568	0.533
ENSG00000058272	ENST00000450142	PPP1R12A	5620	0.384
ENSG00000058335	ENST00000558480	RASGRF1	6237	0.527
ENSG00000058404	ENST00000350811	CAMK2B	2292	0.588
ENSG00000058453	ENST00000375541	CROCC	6660	0.67
ENSG00000058600	ENST00000299853	POLR3E	3690	0.513
ENSG00000058668	ENST00000357681	ATP2B4	8968	0.47
ENSG00000058673	ENST00000639812	ZC3H11A	11825	0.39
ENSG00000058729	ENST00000283109	RIOK2	3909	0.364
ENSG00000058799	ENST00000072644	YIPF1	1821	0.478
ENSG00000058804	ENST00000371429	NDC1	4552	0.388
ENSG00000058866	ENST00000265022	DGKG	5802	0.499
ENSG00000059122	ENST00000416288	FLYWCH1	4963	0.641
ENSG00000059145	ENST00000389221	UNKL	5116	0.577
ENSG00000059377	ENST00000416849	TBXAS1	2505	0.538
ENSG00000059378	ENST00000263549	PARP12	3796	0.545
ENSG00000059573	ENST00000371224	ALDH18A1	3352	0.492
ENSG00000059588	ENST00000040877	TARBP1	5206	0.479
ENSG00000059691	ENST00000263985	GATB	2369	0.501
ENSG00000059728	ENST00000264444	MXD1	5549	0.425
ENSG00000059758	ENST00000261211	CDK17	4036	0.402
ENSG00000059769	ENST00000313525	DNAJC25	2280	0.418
ENSG00000059804	ENST00000075120	SLC2A3	3827	0.454
ENSG00000059915	ENST00000020673	PSD	3824	0.644
ENSG00000060069	ENST00000613122	CTDP1	5866	0.613
ENSG00000060138	ENST00000228251	YBX3	1931	0.546
ENSG00000060140	ENST00000075503	STYK1	2771	0.45
ENSG00000060237	ENST00000315939	WNK1	10796	0.497
ENSG00000060303	ENST00000498293	RPS17P5	408	0.478
ENSG00000060339	ENST00000265872	CCAR1	4658	0.397
ENSG00000060491	ENST00000290291	OGFR	2410	0.665
ENSG00000060558	ENST00000262958	GNA15	2133	0.622
ENSG00000060566	ENST00000078445	CREB3L3	2588	0.596
ENSG00000060642	ENST00000374145	PIGV	2713	0.504
ENSG00000060656	ENST00000373779	PTPRU	5573	0.616
ENSG00000060688	ENST00000489853	SNRNP40	1928	0.409
ENSG00000060709	ENST00000261655	RIMBP2	6321	0.499
ENSG00000060718	ENST00000370096	COL11A1	7311	0.476
ENSG00000060749	ENST00000399302	QSER1	9271	0.38
ENSG00000060762	ENST00000360961	MPC1	904	0.414
ENSG00000060971	ENST00000333167	ACAA1	1699	0.583
ENSG00000060982	ENST00000261192	BCAT1	9314	0.371
ENSG00000061273	ENST00000459625	HDAC7	6414	0.577
ENSG00000061337	ENST00000381569	LZTS1	5706	0.602
ENSG00000061455	ENST00000407847	PRDM6	9147	0.431
ENSG00000061492	ENST00000361560	WNT8A	1597	0.498
ENSG00000061656	ENST00000374273	SPAG4	1453	0.614
ENSG00000061676	ENST00000361354	NCKAP1	20332	0.391
ENSG00000061794	ENST00000081029	MRPS35	1829	0.4
ENSG00000061918	ENST00000264424	GUCY1B3	3124	0.403
ENSG00000061936	ENST00000261674	SFSWAP	3246	0.556
ENSG00000061938	ENST00000333602	TNK2	4476	0.668
ENSG00000061987	ENST00000393630	MON2	13263	0.375
ENSG00000062038	ENST00000264012	CDH3	4452	0.532
ENSG00000062096	ENST00000381127	ARSF	2164	0.518
ENSG00000062194	ENST00000506184	GPBP1	4506	0.373
ENSG00000062282	ENST00000228027	DGAT2	2407	0.559
ENSG00000062370	ENST00000354340	ZNF112	3654	0.405
ENSG00000062485	ENST00000351328	CS	2915	0.484
ENSG00000062524	ENST00000263800	LTK	3072	0.642
ENSG00000062582	ENST00000317534	MRPS24	667	0.574
ENSG00000062598	ENST00000290246	ELMO2	3666	0.51
ENSG00000062650	ENST00000298767	WAPAL	6310	0.407
ENSG00000062716	ENST00000262291	VMP1	3686	0.4
ENSG00000062725	ENST00000083182	APPBP2	6492	0.387
ENSG00000062822	ENST00000440232	POLD1	3444	0.647
ENSG00000063015	ENST00000317338	SEZ6	4471	0.597
ENSG00000063046	ENST00000262056	EIF4B	4148	0.464
ENSG00000063127	ENST00000335875	SLC6A16	2938	0.505
ENSG00000063169	ENST00000396720	GLTSCR1	5739	0.686
ENSG00000063176	ENST00000245222	SPHK2	2963	0.658
ENSG00000063177	ENST00000549920	RPL18	643	0.583
ENSG00000063180	ENST00000084798	CA11	1715	0.591
ENSG00000063241	ENST00000425675	ISOC2	1075	0.643
ENSG00000063244	ENST00000308924	U2AF2	1698	0.619
ENSG00000063245	ENST00000270460	EPN1	16219	0.53
ENSG00000063322	ENST00000315588	MED29	3653	0.537
ENSG00000063438	ENST00000506456	AHRR	2350	0.624
ENSG00000063515	ENST00000086933	GSC2	1033	0.707
ENSG00000063587	ENST00000370249	ZNF275	6305	0.498
ENSG00000063601	ENST00000370390	MTMR1	2755	0.474
ENSG00000063660	ENST00000264039	GPC1	3719	0.667
ENSG00000063761	ENST00000238561	ADCK1	3268	0.53
ENSG00000063854	ENST00000397356	HAGH	2619	0.58
ENSG00000063978	ENST00000511600	RNF4	4123	0.479
ENSG00000064012	ENST00000358485	CASP8	2930	0.426
ENSG00000064042	ENST00000313860	LIMCH1	6165	0.434
ENSG00000064102	ENST00000261191	ASUN	2634	0.395
ENSG00000064115	ENST00000343028	TM7SF3	4315	0.431
ENSG00000064195	ENST00000434704	DLX3	2602	0.574
ENSG00000064199	ENST00000532692	SPA17	4949	0.432
ENSG00000064201	ENST00000182290	TSPAN32	1318	0.614
ENSG00000064205	ENST00000372868	WISP2	1600	0.63
ENSG00000064218	ENST00000190165	DMRT3	2493	0.565
ENSG00000064225	ENST00000394162	ST3GAL6	3571	0.425
ENSG00000064270	ENST00000262429	ATP2C2	3376	0.557
ENSG00000064300	ENST00000172229	NGFR	3408	0.629
ENSG00000064309	ENST00000263577	CDON	4186	0.476
ENSG00000064313	ENST00000378164	TAF2	5027	0.397
ENSG00000064393	ENST00000406875	HIPK2	15329	0.498
ENSG00000064419	ENST00000265388	TNPO3	4153	0.47
ENSG00000064489	ENST00000444486	MEF2BNB-MEF2B	1492	0.655
ENSG00000064490	ENST00000303088	RFXANK	1376	0.605
ENSG00000064545	ENST00000162044	TMEM161A	1820	0.634
ENSG00000064547	ENST00000542587	LPAR2	2546	0.628
ENSG00000064601	ENST00000372484	CTSA	2149	0.577
ENSG00000064607	ENST00000452918	SUGP2	6189	0.519
ENSG00000064651	ENST00000262461	SLC12A2	6874	0.412
ENSG00000064652	ENST00000261369	SNX24	1987	0.402
ENSG00000064655	ENST00000327619	EYA2	2483	0.545
ENSG00000064666	ENST00000263097	CNN2	2149	0.588
ENSG00000064687	ENST00000263094	ABCA7	6816	0.647
ENSG00000064692	ENST00000261368	SNCAIP	3577	0.468
ENSG00000064703	ENST00000369702	DDX20	3600	0.421
ENSG00000064726	ENST00000261721	BTBD1	3297	0.422
ENSG00000064763	ENST00000536681	FAR2	3538	0.396
ENSG00000064787	ENST00000395961	BCAS1	3303	0.486
ENSG00000064835	ENST00000350375	POU1F1	1491	0.381
ENSG00000064886	ENST00000445067	CHI3L2	2169	0.479
ENSG00000064932	ENST00000361757	SBNO2	4906	0.667
ENSG00000064933	ENST00000441310	PMS1	3225	0.371
ENSG00000064961	ENST00000333651	HMG20B	1585	0.637
ENSG00000064989	ENST00000409998	CALCRL	5223	0.34
ENSG00000064995	ENST00000361288	TAF11	1580	0.465
ENSG00000064999	ENST00000360359	ANKS1A	6350	0.551
ENSG00000065000	ENST00000345016	AP3D1	4870	0.588
ENSG00000065029	ENST00000373953	ZNF76	2653	0.587
ENSG00000065054	ENST00000424542	SLC9A3R2	2160	0.672
ENSG00000065057	ENST00000219066	NTHL1	1067	0.638
ENSG00000065060	ENST00000192788	UHRF1BP1	9567	0.47
ENSG00000065135	ENST00000369851	GNAI3	27173	0.418
