Ensid	Enstxid	sym	Tx.len	GC
ENSMUSG00000002210	ENSMUST00000002280	Smg9	2242	0.603
ENSMUSG00000002221	ENSMUST00000002291	Paxip1	5850	0.503
ENSMUSG00000002222	ENSMUST00000002292	Rmnd5a	6165	0.449
ENSMUSG00000002227	ENSMUST00000106774	Mov10	3718	0.573
ENSMUSG00000002228	ENSMUST00000002298	Ppm1j	1721	0.587
ENSMUSG00000002233	ENSMUST00000002303	Rhoc	1202	0.591
ENSMUSG00000002240	ENSMUST00000101056	Prr27	1337	0.477
ENSMUSG00000002249	ENSMUST00000127212	Tead3	3443	0.581
ENSMUSG00000002250	ENSMUST00000233383	Ppard	3726	0.523
ENSMUSG00000002257	ENSMUST00000002327	Def6	2277	0.598
ENSMUSG00000002265	ENSMUST00000051209	Peg3	8694	0.469
ENSMUSG00000002266	ENSMUST00000002336	Zim1	7693	0.425
ENSMUSG00000002274	ENSMUST00000165838	Metrn	1363	0.616
ENSMUSG00000002279	ENSMUST00000142264	Lmf1	3863	0.489
ENSMUSG00000002280	ENSMUST00000149645	Narfl	3016	0.554
ENSMUSG00000002289	ENSMUST00000002360	Angptl4	3308	0.507
ENSMUSG00000002297	ENSMUST00000166364	Dbf4	2509	0.391
ENSMUSG00000002307	ENSMUST00000170075	Daxx	2673	0.563
ENSMUSG00000002308	ENSMUST00000002379	Cd320	2209	0.515
ENSMUSG00000002319	ENSMUST00000047131	Ipo4	3846	0.562
ENSMUSG00000002320	ENSMUST00000122358	Tm9sf1	2517	0.536
ENSMUSG00000002324	ENSMUST00000002395	Rec8	2184	0.568
ENSMUSG00000002325	ENSMUST00000145680	Irf9	3869	0.504
ENSMUSG00000002326	ENSMUST00000002397	Gmpr2	1993	0.489
ENSMUSG00000002329	ENSMUST00000002400	Mdp1	1733	0.506
ENSMUSG00000002332	ENSMUST00000128802	Dhrs1	2502	0.492
ENSMUSG00000002341	ENSMUST00000002412	Ncan	7195	0.551
ENSMUSG00000002342	ENSMUST00000002413	Tmem161a	3018	0.56
ENSMUSG00000002343	ENSMUST00000019679	Armc6	2263	0.582
ENSMUSG00000002345	ENSMUST00000123760	Borcs8	864	0.563
ENSMUSG00000002346	ENSMUST00000139333	Slc25a42	3657	0.561
ENSMUSG00000002365	ENSMUST00000002436	Snx9	3331	0.5
ENSMUSG00000002372	ENSMUST00000233617	Ranbp3	5114	0.525
ENSMUSG00000002379	ENSMUST00000233233	Ndufa11	918	0.579
ENSMUSG00000002384	ENSMUST00000002457	Bmp8b	2940	0.532
ENSMUSG00000002393	ENSMUST00000002466	Nr2f6	2218	0.673
ENSMUSG00000002395	ENSMUST00000110053	Use1	1064	0.56
ENSMUSG00000002396	ENSMUST00000110052	Ocel1	5285	0.588
ENSMUSG00000002409	ENSMUST00000085901	Dyrk1b	2534	0.628
ENSMUSG00000002413	ENSMUST00000002487	Braf	9728	0.427
ENSMUSG00000002416	ENSMUST00000135671	Ndufb2	4371	0.437
ENSMUSG00000002428	ENSMUST00000002502	Hltf	4955	0.399
ENSMUSG00000002455	ENSMUST00000002529	Prpf6	3054	0.52
ENSMUSG00000002458	ENSMUST00000002532	Rgs19	1511	0.525
ENSMUSG00000002459	ENSMUST00000118000	Rgs20	2125	0.478
ENSMUSG00000002475	ENSMUST00000117828	Abhd3	1962	0.457
ENSMUSG00000002477	ENSMUST00000002551	Snrpd1	858	0.432
ENSMUSG00000002486	ENSMUST00000124242	Tchp	3138	0.562
ENSMUSG00000002489	ENSMUST00000002588	Tiam1	7289	0.522
ENSMUSG00000002496	ENSMUST00000226284	Tsc2	6266	0.547
ENSMUSG00000002500	ENSMUST00000170239	Rpl3l	1375	0.56
ENSMUSG00000002504	ENSMUST00000002572	Slc9a3r2	2136	0.617
ENSMUSG00000002524	ENSMUST00000100527	Puf60	1881	0.564
ENSMUSG00000002546	ENSMUST00000100194	Golga2	4373	0.554
ENSMUSG00000002550	ENSMUST00000002625	Uck1	2005	0.562
ENSMUSG00000002565	ENSMUST00000002640	Scin	2995	0.467
ENSMUSG00000002578	ENSMUST00000133342	Ikzf4	5150	0.521
ENSMUSG00000002580	ENSMUST00000002655	Mien1	747	0.542
ENSMUSG00000002588	ENSMUST00000176933	Pon1	1544	0.391
ENSMUSG00000002602	ENSMUST00000002677	Axl	4265	0.541
ENSMUSG00000002603	ENSMUST00000206348	Tgfb1	2573	0.525
ENSMUSG00000002608	ENSMUST00000002683	Ccdc97	3032	0.583
ENSMUSG00000002617	ENSMUST00000037057	Zfp40	4103	0.378
ENSMUSG00000002625	ENSMUST00000050214	Akap8l	2075	0.552
ENSMUSG00000002633	ENSMUST00000002708	Shh	2847	0.523
ENSMUSG00000002635	ENSMUST00000002710	Pdcd2l	1295	0.53
ENSMUSG00000002658	ENSMUST00000002733	Gtf2f1	1717	0.556
ENSMUSG00000002660	ENSMUST00000002735	Clpp	983	0.578
ENSMUSG00000002661	ENSMUST00000002737	Alkbh7	917	0.557
ENSMUSG00000002664	ENSMUST00000002740	Pspn	474	0.597
ENSMUSG00000002668	ENSMUST00000233564	Dennd1c	2984	0.547
ENSMUSG00000002679	ENSMUST00000161211	Med6	1059	0.437
ENSMUSG00000002688	ENSMUST00000002765	Prkd1	3653	0.489
ENSMUSG00000002699	ENSMUST00000052413	Lcp2	3644	0.468
ENSMUSG00000002718	ENSMUST00000002790	Cse1l	3641	0.416
ENSMUSG00000002728	ENSMUST00000134759	Naa20	1883	0.405
ENSMUSG00000002731	ENSMUST00000002808	Prkra	1614	0.476
ENSMUSG00000002732	ENSMUST00000002809	Fkbp7	860	0.42
ENSMUSG00000002733	ENSMUST00000111920	Plekha3	2534	0.461
ENSMUSG00000002741	ENSMUST00000002818	Ykt6	2541	0.525
ENSMUSG00000002748	ENSMUST00000002825	Baz1b	6492	0.507
ENSMUSG00000002763	ENSMUST00000144964	Pex6	3383	0.63
ENSMUSG00000002767	ENSMUST00000002844	Mrpl2	1031	0.575
ENSMUSG00000002768	ENSMUST00000233430	Mea1	945	0.586
ENSMUSG00000002769	ENSMUST00000002846	Gnmt	1035	0.574
ENSMUSG00000002771	ENSMUST00000002848	Grin2d	5431	0.65
ENSMUSG00000002778	ENSMUST00000002855	Kdelr1	1599	0.528
ENSMUSG00000002781	ENSMUST00000209395	Tmem143	4729	0.488
ENSMUSG00000002791	ENSMUST00000159650	Pdxk-ps	2342	0.533
ENSMUSG00000002797	ENSMUST00000131475	Ggct	3960	0.475
ENSMUSG00000002799	ENSMUST00000075827	Jag2	5106	0.619
ENSMUSG00000002803	ENSMUST00000221104	Btbd6	2085	0.572
ENSMUSG00000002804	ENSMUST00000221397	Nudt14	1241	0.552
ENSMUSG00000002808	ENSMUST00000002885	Epdr1	2363	0.486
ENSMUSG00000002812	ENSMUST00000002889	Flii	4060	0.56
ENSMUSG00000002814	ENSMUST00000002891	Top3a	3741	0.535
ENSMUSG00000002820	ENSMUST00000065005	Atg4d	5951	0.545
ENSMUSG00000002825	ENSMUST00000002902	Qtrt1	1316	0.569
ENSMUSG00000002831	ENSMUST00000190703	Plin4	5756	0.559
ENSMUSG00000002833	ENSMUST00000225342	Hdgfl2	3354	0.565
ENSMUSG00000002835	ENSMUST00000233325	Chaf1a	7698	0.527
ENSMUSG00000002844	ENSMUST00000002923	Adprh	2966	0.529
ENSMUSG00000002845	ENSMUST00000002924	Tmem39a	2871	0.479
ENSMUSG00000002846	ENSMUST00000002925	Timmdc1	1573	0.512
ENSMUSG00000002847	ENSMUST00000002926	Pla1a	1974	0.5
ENSMUSG00000002870	ENSMUST00000204365	Mcm2	3494	0.517
ENSMUSG00000002871	ENSMUST00000203345	Tpra1	3359	0.574
ENSMUSG00000002881	ENSMUST00000069792	Nab1	3874	0.473
ENSMUSG00000002885	ENSMUST00000075843	Adgre5	3000	0.535
ENSMUSG00000002897	ENSMUST00000002976	Il17ra	7752	0.527
ENSMUSG00000002900	ENSMUST00000002979	Lamb1	5784	0.525
ENSMUSG00000002908	ENSMUST00000110078	Kcnn1	4047	0.57
ENSMUSG00000002910	ENSMUST00000002989	Arrdc2	2355	0.594
ENSMUSG00000002930	ENSMUST00000052827	Ppp1r17	1757	0.446
ENSMUSG00000002944	ENSMUST00000170051	Cd36	3399	0.384
ENSMUSG00000002948	ENSMUST00000062686	Map2k7	3525	0.56
ENSMUSG00000002949	ENSMUST00000149827	Timm44	3041	0.541
ENSMUSG00000002957	ENSMUST00000003038	Ap2a2	4646	0.538
ENSMUSG00000002963	ENSMUST00000003044	Pnkp	2184	0.564
ENSMUSG00000002968	ENSMUST00000208253	Med25	3693	0.575
ENSMUSG00000002980	ENSMUST00000003061	Bcam	2429	0.609
ENSMUSG00000002981	ENSMUST00000208554	Clptm1	4819	0.544
ENSMUSG00000002983	ENSMUST00000148040	Relb	3273	0.568
ENSMUSG00000002984	ENSMUST00000173966	Tomm40	2766	0.541
ENSMUSG00000002985	ENSMUST00000174064	Apoe	1408	0.595
ENSMUSG00000002992	ENSMUST00000142352	Apoc2	727	0.565
ENSMUSG00000002996	ENSMUST00000172314	Hbp1	3142	0.444
ENSMUSG00000002997	ENSMUST00000036497	Prkar2b	3378	0.441
ENSMUSG00000003031	ENSMUST00000067327	Cdkn1b	4552	0.431
ENSMUSG00000003032	ENSMUST00000107619	Klf4	3029	0.546
ENSMUSG00000003033	ENSMUST00000003117	Ap1m1	2084	0.556
ENSMUSG00000003037	ENSMUST00000003121	Rab8a	4550	0.494
ENSMUSG00000003038	ENSMUST00000145025	Hmgn2	2159	0.542
ENSMUSG00000003039	ENSMUST00000212117	Fam32a	3387	0.497
ENSMUSG00000003051	ENSMUST00000003135	Elf3	2095	0.565
ENSMUSG00000003053	ENSMUST00000177087	Cyp2c29	2822	0.405
ENSMUSG00000003062	ENSMUST00000196712	Stard3nl	4167	0.497
ENSMUSG00000003068	ENSMUST00000144883	Stk11	3663	0.595
ENSMUSG00000003070	ENSMUST00000003154	Efna2	2131	0.585
ENSMUSG00000003072	ENSMUST00000105367	Atp5d	1410	0.593
ENSMUSG00000003099	ENSMUST00000003183	Ppp5c	2072	0.564
ENSMUSG00000003119	ENSMUST00000107539	Cdk12	5912	0.486
ENSMUSG00000003123	ENSMUST00000149349	Lipe	3713	0.556
ENSMUSG00000003131	ENSMUST00000172450	Pafah1b2	6873	0.437
ENSMUSG00000003134	ENSMUST00000054462	Tbc1d8	4451	0.532
ENSMUSG00000003135	ENSMUST00000161515	Cnot11	3482	0.518
ENSMUSG00000003153	ENSMUST00000168704	Slc2a3	6253	0.475
ENSMUSG00000003154	ENSMUST00000003238	Foxj2	5283	0.551
ENSMUSG00000003161	ENSMUST00000088786	Sri	2504	0.401
ENSMUSG00000003166	ENSMUST00000135229	Dgcr2	5703	0.536
ENSMUSG00000003184	ENSMUST00000003284	Irf3	2031	0.567
ENSMUSG00000003190	ENSMUST00000208128	Bcl2l12	1596	0.565
ENSMUSG00000003198	ENSMUST00000054780	Zfp959	2028	0.393
ENSMUSG00000003199	ENSMUST00000149441	Mpnd	1701	0.596
ENSMUSG00000003200	ENSMUST00000233034	Sh3gl1	3093	0.518
ENSMUSG00000003206	ENSMUST00000003274	Ebi3	1154	0.574
ENSMUSG00000003208	ENSMUST00000233204	Yju2	3557	0.515
ENSMUSG00000003226	ENSMUST00000003310	Ranbp2	9608	0.406
ENSMUSG00000003227	ENSMUST00000003312	Edar	3637	0.507
ENSMUSG00000003228	ENSMUST00000003313	Grk5	3165	0.527
ENSMUSG00000003233	ENSMUST00000171572	Dvl3	3983	0.553
ENSMUSG00000003234	ENSMUST00000003319	Abcf3	3090	0.525
ENSMUSG00000003235	ENSMUST00000003320	Eif2b5	2554	0.532
ENSMUSG00000003269	ENSMUST00000056820	Cyth2	2527	0.551
ENSMUSG00000003271	ENSMUST00000209739	Sult2b1	1858	0.536
ENSMUSG00000003273	ENSMUST00000003360	Car11	1585	0.604
ENSMUSG00000003279	ENSMUST00000133983	Dlgap1	7173	0.508
ENSMUSG00000003282	ENSMUST00000003369	Plag1	4774	0.421
ENSMUSG00000003283	ENSMUST00000109799	Hck	2092	0.554
ENSMUSG00000003299	ENSMUST00000213977	Mrpl4	2317	0.561
ENSMUSG00000003308	ENSMUST00000164812	Keap1	3614	0.58
ENSMUSG00000003309	ENSMUST00000213762	Ap1m2	2776	0.503
ENSMUSG00000003316	ENSMUST00000169020	Glg1	7021	0.506
ENSMUSG00000003341	ENSMUST00000020383	Atp8b3	4412	0.551
ENSMUSG00000003344	ENSMUST00000003434	Btbd2	3026	0.617
ENSMUSG00000003345	ENSMUST00000217902	Csnk1g2	4135	0.574
ENSMUSG00000003346	ENSMUST00000191440	Abhd17a	1529	0.646
ENSMUSG00000003348	ENSMUST00000003438	Mob3a	2682	0.545
ENSMUSG00000003352	ENSMUST00000003442	Cacnb3	2734	0.613
ENSMUSG00000003354	ENSMUST00000003444	Ccdc65	1900	0.507
ENSMUSG00000003355	ENSMUST00000229562	Fkbp11	2411	0.54
ENSMUSG00000003360	ENSMUST00000159423	Ddx23	3411	0.534
ENSMUSG00000003363	ENSMUST00000117611	Pld3	2297	0.586
ENSMUSG00000003378	ENSMUST00000206134	Grik5	4061	0.616
ENSMUSG00000003379	ENSMUST00000003469	Cd79a	1457	0.549
ENSMUSG00000003380	ENSMUST00000205871	Rabac1	986	0.599
ENSMUSG00000003382	ENSMUST00000136680	Etv3	7263	0.501
ENSMUSG00000003402	ENSMUST00000216344	Prkcsh	2228	0.574
ENSMUSG00000003410	ENSMUST00000003501	Elavl3	5014	0.541
ENSMUSG00000003411	ENSMUST00000106650	Rab3b	3327	0.493
ENSMUSG00000003418	ENSMUST00000003509	St8sia6	7618	0.412
ENSMUSG00000003420	ENSMUST00000003512	Fcgrt	1770	0.559
ENSMUSG00000003421	ENSMUST00000003513	Nosip	1814	0.57
ENSMUSG00000003423	ENSMUST00000085375	Pih1d1	1185	0.586
ENSMUSG00000003429	ENSMUST00000003521	Rps11	661	0.532
ENSMUSG00000003435	ENSMUST00000209141	Supt5	3755	0.563
ENSMUSG00000003436	ENSMUST00000108315	Dll3	2618	0.61
ENSMUSG00000003437	ENSMUST00000003529	Paf1	2003	0.528
ENSMUSG00000003438	ENSMUST00000081946	Timm50	1515	0.583
ENSMUSG00000003444	ENSMUST00000003536	Med29	1281	0.56
ENSMUSG00000003452	ENSMUST00000203502	Bicd1	10443	0.386
ENSMUSG00000003458	ENSMUST00000140643	Ncstn	3016	0.516
ENSMUSG00000003464	ENSMUST00000111252	Pex19	2844	0.47
ENSMUSG00000003469	ENSMUST00000003561	Phyhip	2838	0.582
ENSMUSG00000003476	ENSMUST00000166954	Crhr2	2924	0.553
ENSMUSG00000003477	ENSMUST00000003569	Inmt	1077	0.54
ENSMUSG00000003484	ENSMUST00000003574	Cyp4f18	1702	0.561
ENSMUSG00000003500	ENSMUST00000159124	Impdh1	2600	0.589
ENSMUSG00000003505	ENSMUST00000098783	Psg18	1783	0.479
ENSMUSG00000003518	ENSMUST00000107172	Dusp3	4445	0.493
ENSMUSG00000003526	ENSMUST00000232502	Prodh	4943	0.52
ENSMUSG00000003527	ENSMUST00000003621	Ess2	2821	0.556
ENSMUSG00000003528	ENSMUST00000003622	Slc25a1	1666	0.591
ENSMUSG00000003531	ENSMUST00000155387	Dgcr6	1415	0.602
ENSMUSG00000003534	ENSMUST00000117301	Ddr1	3874	0.598
ENSMUSG00000003541	ENSMUST00000003635	Ier3	1131	0.544
ENSMUSG00000003545	ENSMUST00000003640	Fosb	3782	0.559
ENSMUSG00000003546	ENSMUST00000003642	Klc4	2322	0.591
ENSMUSG00000003549	ENSMUST00000003645	Ercc1	1375	0.576
ENSMUSG00000003555	ENSMUST00000026012	Cyp17a1	1815	0.492
ENSMUSG00000003559	ENSMUST00000003655	As3mt	1751	0.489
ENSMUSG00000003573	ENSMUST00000140212	Homer3	2608	0.601
ENSMUSG00000003575	ENSMUST00000142769	Crtc1	10265	0.565
ENSMUSG00000003581	ENSMUST00000003677	Rnf215	1874	0.574
ENSMUSG00000003585	ENSMUST00000003681	Sec14l2	2631	0.546
ENSMUSG00000003604	ENSMUST00000003705	Aven	4735	0.472
ENSMUSG00000003617	ENSMUST00000108329	Cp	4564	0.417
ENSMUSG00000003623	ENSMUST00000003720	Crot	2996	0.441
ENSMUSG00000003644	ENSMUST00000105894	Rps6ka1	3135	0.574
ENSMUSG00000003657	ENSMUST00000003754	Calb2	1431	0.535
ENSMUSG00000003660	ENSMUST00000103220	Snrnp200	6745	0.51
ENSMUSG00000003662	ENSMUST00000003759	Ciao1	3075	0.449
ENSMUSG00000003665	ENSMUST00000232410	Has1	3541	0.481
ENSMUSG00000003680	ENSMUST00000176080	Taf6l	2476	0.511
ENSMUSG00000003721	ENSMUST00000003818	Insig2	2697	0.46
ENSMUSG00000003731	ENSMUST00000102590	Kpna6	5710	0.493
ENSMUSG00000003746	ENSMUST00000003843	Man1a	5137	0.454
ENSMUSG00000003752	ENSMUST00000003850	Itpkc	3247	0.574
ENSMUSG00000003762	ENSMUST00000206312	Coq8b	2804	0.501
ENSMUSG00000003778	ENSMUST00000003876	Brd8	4468	0.473
ENSMUSG00000003779	ENSMUST00000166044	Kif20a	3567	0.486
ENSMUSG00000003808	ENSMUST00000144404	Farsa	3341	0.494
ENSMUSG00000003809	ENSMUST00000003907	Gcdh	2167	0.524
ENSMUSG00000003810	ENSMUST00000106486	Mast2	5723	0.556
ENSMUSG00000003812	ENSMUST00000128400	Dnase2a	4073	0.553
ENSMUSG00000003813	ENSMUST00000003911	Rad23a	2074	0.543
ENSMUSG00000003814	ENSMUST00000003912	Calr	2184	0.5
ENSMUSG00000003824	ENSMUST00000136026	Syce2	1686	0.493
ENSMUSG00000003847	ENSMUST00000133026	Nfat5	13443	0.428
ENSMUSG00000003848	ENSMUST00000170796	Nob1	2137	0.529
ENSMUSG00000003849	ENSMUST00000003947	Nqo1	1553	0.467
ENSMUSG00000003863	ENSMUST00000210586	Ppfia3	4893	0.609
ENSMUSG00000003865	ENSMUST00000003964	Gys1	3678	0.555
ENSMUSG00000003868	ENSMUST00000211214	Ruvbl2	2312	0.579
ENSMUSG00000003872	ENSMUST00000003971	Lin7b	735	0.598
ENSMUSG00000003873	ENSMUST00000210392	Bax	1100	0.635
ENSMUSG00000003882	ENSMUST00000003981	Il7r	3540	0.406
ENSMUSG00000003923	ENSMUST00000092430	Tfam	4167	0.449
ENSMUSG00000003929	ENSMUST00000054072	Zfp81	6639	0.374
ENSMUSG00000003934	ENSMUST00000004036	Efnb3	3183	0.577
ENSMUSG00000003948	ENSMUST00000004050	Mmd	2677	0.446
ENSMUSG00000003949	ENSMUST00000004051	Hlf	5642	0.451
ENSMUSG00000003955	ENSMUST00000004057	Fam162a	718	0.465
ENSMUSG00000003970	ENSMUST00000229183	Rpl8	1020	0.584
ENSMUSG00000003974	ENSMUST00000004076	Grm3	3049	0.476
ENSMUSG00000003992	ENSMUST00000004094	Ssbp2	3957	0.451
ENSMUSG00000004018	ENSMUST00000004120	Fancl	2724	0.411
ENSMUSG00000004031	ENSMUST00000195271	Brinp2	4906	0.526
ENSMUSG00000004032	ENSMUST00000170058	Gstm5	1083	0.501
ENSMUSG00000004035	ENSMUST00000004137	Gstm7	1377	0.529
ENSMUSG00000004038	ENSMUST00000004136	Gstm3	1311	0.53
ENSMUSG00000004040	ENSMUST00000103114	Stat3	6042	0.525
ENSMUSG00000004043	ENSMUST00000154087	Stat5a	3958	0.579
ENSMUSG00000004044	ENSMUST00000060792	Cavin1	3491	0.573
ENSMUSG00000004054	ENSMUST00000004156	Map3k11	3801	0.617
ENSMUSG00000004056	ENSMUST00000108344	Akt2	4544	0.552
ENSMUSG00000004069	ENSMUST00000060067	Dnaja3	2648	0.506
ENSMUSG00000004070	ENSMUST00000004172	Hmox2	1730	0.499
ENSMUSG00000004071	ENSMUST00000229452	Cdip1	4453	0.459
ENSMUSG00000004085	ENSMUST00000135469	Map3k20	6663	0.452
ENSMUSG00000004096	ENSMUST00000004200	Cwc15	1111	0.444
ENSMUSG00000004098	ENSMUST00000004201	Col5a3	6119	0.616
ENSMUSG00000004099	ENSMUST00000178110	Dnmt1	5870	0.54
ENSMUSG00000004100	ENSMUST00000145231	Ppan	3914	0.558
ENSMUSG00000004105	ENSMUST00000143252	Angptl2	3559	0.546
ENSMUSG00000004110	ENSMUST00000187541	Cacna1e	14921	0.483
ENSMUSG00000004113	ENSMUST00000102939	Cacna1b	9736	0.529
ENSMUSG00000004127	ENSMUST00000161791	Trmt10a	4258	0.424
ENSMUSG00000004151	ENSMUST00000095767	Etv1	6576	0.398
ENSMUSG00000004187	ENSMUST00000004294	Kifc2	3218	0.595
ENSMUSG00000004207	ENSMUST00000179238	Psap	2657	0.546
ENSMUSG00000004221	ENSMUST00000114133	Ikbkg	6994	0.447
ENSMUSG00000004231	ENSMUST00000174490	Pax2	4358	0.622
ENSMUSG00000004233	ENSMUST00000004343	Wars2	4410	0.465
ENSMUSG00000004263	ENSMUST00000088357	Atn1	4433	0.62
ENSMUSG00000004264	ENSMUST00000145447	Phb2	2373	0.535
ENSMUSG00000004266	ENSMUST00000004377	Ptpn6	2308	0.549
ENSMUSG00000004267	ENSMUST00000004378	Eno2	2795	0.549
ENSMUSG00000004268	ENSMUST00000204334	Emg1	4329	0.459
ENSMUSG00000004270	ENSMUST00000135516	Lpcat3	2373	0.529
ENSMUSG00000004285	ENSMUST00000149646	Atp6v1f	806	0.534
ENSMUSG00000004296	ENSMUST00000170513	Il12b	1944	0.467
ENSMUSG00000004317	ENSMUST00000004428	Clcn5	8390	0.448
ENSMUSG00000004319	ENSMUST00000129672	Clcn3	8193	0.414
ENSMUSG00000004328	ENSMUST00000108492	Hif3a	6402	0.518
ENSMUSG00000004341	ENSMUST00000004453	Gpx6	1340	0.482
ENSMUSG00000004344	ENSMUST00000110491	Gpx5	1674	0.463
ENSMUSG00000004347	ENSMUST00000166102	Pde1c	8766	0.429
ENSMUSG00000004356	ENSMUST00000004470	Utp20	8821	0.467
ENSMUSG00000004359	ENSMUST00000144338	Spic	2290	0.418
ENSMUSG00000004360	ENSMUST00000092627	9330159F19Rik	5681	0.393
ENSMUSG00000004364	ENSMUST00000163119	Cul3	4709	0.386
ENSMUSG00000004366	ENSMUST00000004480	Sst	721	0.56
ENSMUSG00000004371	ENSMUST00000094892	Il11	1949	0.515
ENSMUSG00000004383	ENSMUST00000212459	Large1	4746	0.539
ENSMUSG00000004393	ENSMUST00000004507	Ddx56	1956	0.547
ENSMUSG00000004394	ENSMUST00000004508	Tmed4	2003	0.487
ENSMUSG00000004415	ENSMUST00000111103	Col26a1	2781	0.605
ENSMUSG00000004446	ENSMUST00000160684	Bid	2415	0.513
ENSMUSG00000004451	ENSMUST00000156213	Ralb	2742	0.5
ENSMUSG00000004455	ENSMUST00000128309	Ppp1cc	2492	0.488
ENSMUSG00000004460	ENSMUST00000166487	Dnajb11	2513	0.505
ENSMUSG00000004462	ENSMUST00000232345	Tbccd1	2980	0.473
ENSMUSG00000004473	ENSMUST00000004587	Clec11a	2978	0.527
ENSMUSG00000004500	ENSMUST00000124387	Zfp324	4595	0.534
ENSMUSG00000004508	ENSMUST00000004622	Gab2	6168	0.512
ENSMUSG00000004530	ENSMUST00000171630	Coro1c	5130	0.514
ENSMUSG00000004535	ENSMUST00000149586	Tax1bp1	4249	0.396
ENSMUSG00000004540	ENSMUST00000004655	Psg17	2100	0.48
ENSMUSG00000004542	ENSMUST00000004657	Psg19	2105	0.482
ENSMUSG00000004552	ENSMUST00000073350	Ctse	2126	0.499
ENSMUSG00000004558	ENSMUST00000111632	Ndrg2	2103	0.531
ENSMUSG00000004561	ENSMUST00000166408	Mettl17	3404	0.502
ENSMUSG00000004562	ENSMUST00000093813	Arhgef40	5621	0.587
ENSMUSG00000004565	ENSMUST00000208851	Pnpla6	5743	0.528
ENSMUSG00000004567	ENSMUST00000208739	Mcoln1	2889	0.503
ENSMUSG00000004568	ENSMUST00000156085	Arhgef18	5277	0.55
ENSMUSG00000004591	ENSMUST00000043812	Pkn2	6207	0.416
ENSMUSG00000004609	ENSMUST00000205503	Cd33	5728	0.413
ENSMUSG00000004610	ENSMUST00000004729	Etfb	893	0.571
ENSMUSG00000004612	ENSMUST00000070518	Nkg7	881	0.531
ENSMUSG00000004626	ENSMUST00000160708	Stxbp2	2908	0.541
ENSMUSG00000004630	ENSMUST00000145855	Pcp2	1606	0.511
ENSMUSG00000004631	ENSMUST00000203556	Sgce	4416	0.384
ENSMUSG00000004633	ENSMUST00000067741	Chn2	2983	0.452
ENSMUSG00000004637	ENSMUST00000160005	Wwox	3781	0.474
ENSMUSG00000004642	ENSMUST00000143029	Slbp	2922	0.443
ENSMUSG00000004651	ENSMUST00000004770	Tyr	6042	0.352
ENSMUSG00000004654	ENSMUST00000204988	Ghrhr	2565	0.526
ENSMUSG00000004655	ENSMUST00000004774	Aqp1	2627	0.548
ENSMUSG00000004661	ENSMUST00000171444	Arid3b	4171	0.546
ENSMUSG00000004665	ENSMUST00000004784	Cnn2	2460	0.536
ENSMUSG00000004667	ENSMUST00000143438	Polr2e	2403	0.567
ENSMUSG00000004668	ENSMUST00000042740	Abca13	16011	0.441
ENSMUSG00000004677	ENSMUST00000170242	Myo9b	7297	0.561
ENSMUSG00000004698	ENSMUST00000209902	Hdac9	7940	0.45
ENSMUSG00000004707	ENSMUST00000068878	Ly9	2488	0.488
ENSMUSG00000004709	ENSMUST00000004829	Cd244a	3760	0.457
ENSMUSG00000004730	ENSMUST00000086763	Adgre1	3238	0.472
ENSMUSG00000004748	ENSMUST00000004868	Mtfp1	1411	0.547
ENSMUSG00000004768	ENSMUST00000138024	Rab23	4398	0.465
ENSMUSG00000004771	ENSMUST00000172298	Rab11a	2336	0.396
ENSMUSG00000004788	ENSMUST00000004910	Eif2b2	1605	0.551
ENSMUSG00000004789	ENSMUST00000223415	Dlst	3220	0.485
ENSMUSG00000004791	ENSMUST00000223220	Pgf	2080	0.564
ENSMUSG00000004798	ENSMUST00000004920	Ulk2	5743	0.47
ENSMUSG00000004814	ENSMUST00000004936	Ccl24	1295	0.512
ENSMUSG00000004815	ENSMUST00000132179	Dgkq	5345	0.536
ENSMUSG00000004821	ENSMUST00000004943	Tmed11	763	0.357
ENSMUSG00000004837	ENSMUST00000004959	Grap	1662	0.563
ENSMUSG00000004842	ENSMUST00000175882	Pou1f1	2240	0.384
ENSMUSG00000004843	ENSMUST00000004965	Chmp2b	1872	0.431
ENSMUSG00000004846	ENSMUST00000004968	Plod3	3280	0.578
ENSMUSG00000004849	ENSMUST00000111080	Ap1s1	1353	0.559
ENSMUSG00000004864	ENSMUST00000233984	Mapk13	2937	0.551
ENSMUSG00000004865	ENSMUST00000126683	Srpk1	4956	0.448
ENSMUSG00000004872	ENSMUST00000087086	Pax3	3863	0.485
ENSMUSG00000004880	ENSMUST00000005003	Lbr	3510	0.442
ENSMUSG00000004885	ENSMUST00000005019	Crabp2	931	0.505
ENSMUSG00000004891	ENSMUST00000090973	Nes	6126	0.555
ENSMUSG00000004892	ENSMUST00000090971	Bcan	3141	0.607
ENSMUSG00000004894	ENSMUST00000160737	Hapln2	2338	0.574
ENSMUSG00000004895	ENSMUST00000005015	Prcc	2099	0.569
ENSMUSG00000004896	ENSMUST00000161014	Rrnad1	3565	0.527
ENSMUSG00000004897	ENSMUST00000005017	Hdgf	2245	0.545
ENSMUSG00000004902	ENSMUST00000112682	Slc25a18	1911	0.536
ENSMUSG00000004929	ENSMUST00000005057	Thop1	2832	0.602
ENSMUSG00000004931	ENSMUST00000220297	Apba3	2268	0.603
ENSMUSG00000004933	ENSMUST00000150605	Matk	2983	0.589
ENSMUSG00000004934	ENSMUST00000005064	Pias4	2571	0.608
