id	sym	Ctrl_1	Ctrl_2	Ctrl_3	Insm1_1	Insm1_2	Insm1_3
ENSMUSG00000002458	Rgs19	450	565	601	473	462	457
ENSMUSG00000002459	Rgs20	713	599	598	451	371	467
ENSMUSG00000002475	Abhd3	3	0	0	0	1	0
ENSMUSG00000002477	Snrpd1	3511	3375	3656	3540	3230	3478
ENSMUSG00000002486	Tchp	648	697	459	651	459	513
ENSMUSG00000002489	Tiam1	456	405	488	510	421	408
ENSMUSG00000002496	Tsc2	4779	4685	4017	4711	4891	4693
ENSMUSG00000002500	Rpl3l	0	0	0	0	0	0
ENSMUSG00000002504	Slc9a3r2	80	56	100	73	45	125
ENSMUSG00000002524	Puf60	8358	9584	8591	9317	8403	9325
ENSMUSG00000002546	Golga2	1484	1466	1246	1326	1437	1557
ENSMUSG00000002550	Uck1	1294	1477	1399	1387	1309	1546
ENSMUSG00000002565	Scin	1	0	0	1	1	0
ENSMUSG00000002578	Ikzf4	338	264	397	407	230	236
ENSMUSG00000002580	Mien1	1696	1593	1613	1864	1757	1854
ENSMUSG00000002588	Pon1	5	0	1	0	3	3
ENSMUSG00000002602	Axl	1058	1039	737	484	695	527
ENSMUSG00000002603	Tgfb1	0	19	2	5	26	21
ENSMUSG00000002608	Ccdc97	2197	2322	1950	2369	2267	2583
ENSMUSG00000002617	Zfp40	728	833	953	931	683	841
ENSMUSG00000002625	Akap8l	1356	1692	1234	1395	1637	1813
ENSMUSG00000002633	Shh	0	0	0	0	0	0
ENSMUSG00000002635	Pdcd2l	651	577	601	704	625	699
ENSMUSG00000002658	Gtf2f1	1850	1732	1967	1748	1877	1900
ENSMUSG00000002660	Clpp	1719	1551	1727	1652	1740	1662
ENSMUSG00000002661	Alkbh7	212	185	227	240	164	208
ENSMUSG00000002664	Pspn	5	2	4	12	8	4
ENSMUSG00000002668	Dennd1c	60	77	64	95	107	102
ENSMUSG00000002679	Med6	554	609	615	734	549	633
ENSMUSG00000002688	Prkd1	1169	1470	1168	925	844	878
ENSMUSG00000002699	Lcp2	4	90	23	10	38	45
ENSMUSG00000002718	Cse1l	7188	6956	6914	6321	5981	6072
ENSMUSG00000002728	Naa20	1204	1370	1383	1130	1139	972
ENSMUSG00000002731	Prkra	1890	1894	1743	1692	1770	1918
ENSMUSG00000002732	Fkbp7	65	83	55	79	61	107
ENSMUSG00000002733	Plekha3	1165	1136	1180	1179	1515	1257
ENSMUSG00000002741	Ykt6	3505	3579	3471	3911	3564	3820
ENSMUSG00000002748	Baz1b	6940	7957	7203	8303	8162	8659
ENSMUSG00000002763	Pex6	1728	1623	1581	1879	1405	1422
ENSMUSG00000002767	Mrpl2	1137	1368	1049	1306	1111	1307
ENSMUSG00000002768	Mea1	1445	1343	1399	1436	1452	1557
ENSMUSG00000002769	Gnmt	0	7	2	4	5	9
ENSMUSG00000002771	Grin2d	16	14	15	10	21	9
ENSMUSG00000002778	Kdelr1	1344	1141	1155	1214	1107	1236
ENSMUSG00000002781	Tmem143	82	93	51	139	99	60
ENSMUSG00000002797	Ggct	113	160	150	189	95	149
ENSMUSG00000002799	Jag2	42	77	52	44	32	51
ENSMUSG00000002803	Btbd6	754	426	562	640	643	612
ENSMUSG00000002804	Nudt14	276	254	275	257	339	281
ENSMUSG00000002808	Epdr1	1138	859	1062	759	772	649
ENSMUSG00000002812	Flii	2438	2352	2167	2533	2442	2407
ENSMUSG00000002814	Top3a	670	887	927	777	542	575
ENSMUSG00000002820	Atg4d	740	933	766	1038	908	864
ENSMUSG00000002825	Qtrt1	574	495	490	557	502	642
ENSMUSG00000002831	Plin4	11	12	5	0	0	3
ENSMUSG00000002833	Hdgfrp2	3869	3704	3522	3767	3761	3785
ENSMUSG00000002835	Chaf1a	1690	2502	1825	2132	1392	1500
ENSMUSG00000002844	Adprh	3857	3926	3757	4294	3803	3971
ENSMUSG00000002845	Tmem39a	430	588	413	488	381	370
ENSMUSG00000002846	Timmdc1	647	665	665	773	644	644
ENSMUSG00000002847	Pla1a	1	0	9	0	1	0
ENSMUSG00000002870	Mcm2	7778	8558	7647	7587	5999	6421
ENSMUSG00000002871	Tpra1	240	290	250	241	192	244
ENSMUSG00000002881	Nab1	2730	2463	2586	2025	2524	2329
ENSMUSG00000002885	Adgre5	8	12	24	14	32	6
ENSMUSG00000002897	Il17ra	571	639	538	773	1129	802
ENSMUSG00000002900	Lamb1	1177	713	1233	961	1335	901
ENSMUSG00000002908	Kcnn1	649	660	648	1236	1303	1423
ENSMUSG00000002910	Arrdc2	119	148	164	161	108	208
ENSMUSG00000002930	Ppp1r17	33	76	31	65	10	38
ENSMUSG00000002944	Cd36	1	12	1	1	38	1
ENSMUSG00000002948	Map2k7	1481	1819	1515	1722	1610	1551
ENSMUSG00000002949	Timm44	1336	1197	1349	1210	1136	985
ENSMUSG00000002957	Ap2a2	5503	5896	5773	5579	5750	5330
ENSMUSG00000002963	Pnkp	609	606	502	576	590	616
ENSMUSG00000002968	Med25	4742	4533	3815	4004	4043	3994
ENSMUSG00000002980	Bcam	3	2	7	26	0	32
ENSMUSG00000002981	Clptm1	4166	4160	3647	4233	4161	4426
ENSMUSG00000002983	Relb	33	37	27	46	43	15
ENSMUSG00000002984	Tomm40	2465	2577	2331	2801	2402	2299
ENSMUSG00000002985	Apoe	259	1421	265	282	825	472
ENSMUSG00000002992	Apoc2	0	0	0	0	0	0
ENSMUSG00000002996	Hbp1	6068	6097	5042	5380	6729	5535
ENSMUSG00000002997	Prkar2b	3899	3014	4260	2486	2739	3059
ENSMUSG00000003031	Cdkn1b	3180	3790	2772	3960	4105	4061
ENSMUSG00000003032	Klf4	86	125	92	62	71	95
ENSMUSG00000003033	Ap1m1	5047	4801	4867	5231	4815	5539
ENSMUSG00000003037	Rab8a	4110	4060	3936	4076	4510	4287
ENSMUSG00000003038	Hmgn2	36155	39359	36731	38813	32456	35015
ENSMUSG00000003039	Fam32a	3587	3468	3203	3584	3687	4152
ENSMUSG00000003051	Elf3	14	30	24	20	25	29
ENSMUSG00000003053	Cyp2c29	2	2	2	3	2	3
ENSMUSG00000003062	Stard3nl	2076	1794	1965	1716	1847	1694
ENSMUSG00000003068	Stk11	711	817	955	1189	829	1102
ENSMUSG00000003070	Efna2	1867	2072	1783	2065	1965	2120
ENSMUSG00000003072	Atp5d	4786	5002	4387	5184	4676	4925
ENSMUSG00000003099	Ppp5c	2331	2167	2174	2336	2379	2343
ENSMUSG00000003119	Cdk12	1771	2058	1849	1894	2191	1728
ENSMUSG00000003123	Lipe	530	414	512	552	593	630
ENSMUSG00000003131	Pafah1b2	21300	20327	20832	19935	22601	20888
ENSMUSG00000003134	Tbc1d8	515	595	547	490	534	476
ENSMUSG00000003135	Cnot11	1493	1375	1692	1946	1792	1590
ENSMUSG00000003153	Slc2a3	523	461	312	333	395	507
ENSMUSG00000003154	Foxj2	1151	1336	1083	1131	1396	1254
ENSMUSG00000003161	Sri	1161	1231	1077	832	847	822
ENSMUSG00000003166	Dgcr2	4856	5480	4815	5143	5299	5162
ENSMUSG00000003184	Irf3	462	514	579	526	454	611
ENSMUSG00000003190	Bcl2l12	367	350	295	277	225	208
ENSMUSG00000003198	Zfp959	386	424	227	270	400	372
ENSMUSG00000003199	Mpnd	5659	6377	5652	5964	6290	6570
ENSMUSG00000003200	Sh3gl1	2454	2606	2369	2738	2510	2773
ENSMUSG00000003206	Ebi3	14	9	16	12	9	19
ENSMUSG00000003208	Ccdc94	336	451	375	467	375	370
ENSMUSG00000003226	Ranbp2	5029	5435	5362	5008	5678	4628
ENSMUSG00000003227	Edar	2	7	16	0	9	3
ENSMUSG00000003228	Grk5	60	92	107	76	137	87
ENSMUSG00000003233	Dvl3	2766	2665	2505	2780	3084	3095
ENSMUSG00000003234	Abcf3	1867	1859	1905	1912	1736	1961
ENSMUSG00000003235	Eif2b5	4077	4076	3519	4396	4585	4607
ENSMUSG00000003269	Cyth2	6724	7174	6297	8017	8531	8892
ENSMUSG00000003271	Sult2b1	7	2	10	6	10	2
ENSMUSG00000003273	Car11	89	58	90	49	51	68
ENSMUSG00000003279	Dlgap1	314	257	305	152	72	86
ENSMUSG00000003282	Plag1	86	76	153	110	151	110
ENSMUSG00000003283	Hck	2	63	8	15	21	27
ENSMUSG00000003299	Mrpl4	1505	1525	1347	1727	1506	1638
ENSMUSG00000003308	Keap1	2130	2600	2140	2316	2240	2267
ENSMUSG00000003309	Ap1m2	0	0	0	0	0	0
ENSMUSG00000003316	Glg1	8219	8183	8258	8085	8528	8680
ENSMUSG00000003341	Atp8b3	0	2	6	5	0	0
ENSMUSG00000003344	Btbd2	2267	2125	2213	2331	2370	2370
ENSMUSG00000003345	Csnk1g2	4042	4144	3815	4185	4183	4548
ENSMUSG00000003346	Abhd17a	2596	2500	2366	2568	2363	2567
ENSMUSG00000003348	Mob3a	1509	1695	1597	1844	2001	1935
ENSMUSG00000003352	Cacnb3	2614	2155	2719	3048	3354	3152
ENSMUSG00000003354	Ccdc65	2	2	5	3	3	0
ENSMUSG00000003355	Fkbp11	11	7	23	4	10	10
ENSMUSG00000003360	Ddx23	398	447	405	422	341	444
ENSMUSG00000003363	Pld3	1896	1581	1596	1686	2167	1972
ENSMUSG00000003378	Grik5	1952	1989	1643	2041	2150	2022
ENSMUSG00000003379	Cd79a	10	2	8	0	2	0
ENSMUSG00000003380	Rabac1	701	646	664	688	651	782
ENSMUSG00000003382	Etv3	941	1030	1173	1310	1080	879
ENSMUSG00000003402	Prkcsh	2475	2216	2499	2711	2490	2709
ENSMUSG00000003410	Elavl3	5767	7630	7201	8283	7936	9859
ENSMUSG00000003411	Rab3b	157	111	134	216	104	113
ENSMUSG00000003418	St8sia6	1	0	12	2	0	1
ENSMUSG00000003420	Fcgrt	8	46	16	16	17	20
ENSMUSG00000003421	Nosip	1296	1593	1266	1432	1293	1384
ENSMUSG00000003423	Pih1d1	1070	1185	1088	1118	1168	1245
ENSMUSG00000003429	Rps11	16446	15561	15352	16781	15982	15430
ENSMUSG00000003435	Supt5	6155	6861	6223	6509	6191	6047
ENSMUSG00000003436	Dll3	1503	1914	1292	2359	2391	2029
ENSMUSG00000003437	Paf1	2003	2063	2256	1927	1916	2322
ENSMUSG00000003438	Timm50	2903	3155	2831	3304	2814	3067
ENSMUSG00000003444	Med29	658	780	629	686	779	796
ENSMUSG00000003452	Bicd1	2957	2743	2686	2642	3263	2798
ENSMUSG00000003458	Ncstn	4540	4475	3978	4756	5070	4828
ENSMUSG00000003464	Pex19	5548	5341	4954	5500	5485	5811
ENSMUSG00000003469	Phyhip	11	5	6	1	4	3
ENSMUSG00000003476	Crhr2	0	0	1	2	0	0
ENSMUSG00000003477	Inmt	0	0	0	0	0	0
ENSMUSG00000003484	Cyp4f18	0	23	0	0	1	0
ENSMUSG00000003500	Impdh1	785	519	729	763	684	669
ENSMUSG00000003505	Psg18	0	0	0	0	0	0
ENSMUSG00000003518	Dusp3	142	118	144	116	87	94
ENSMUSG00000003526	Prodh	120	40	117	118	94	89
ENSMUSG00000003527	Dgcr14	1837	2348	2014	2195	2160	2126
ENSMUSG00000003528	Slc25a1	2019	1607	1766	2014	1830	1740
ENSMUSG00000003531	Dgcr6	2315	2315	2176	2252	2247	2590
ENSMUSG00000003534	Ddr1	8287	8220	7382	10726	11198	8827
ENSMUSG00000003541	Ier3	74	238	91	105	125	126
ENSMUSG00000003545	Fosb	151	67	147	79	75	96
ENSMUSG00000003546	Klc4	1606	1790	1480	1916	1876	1893
ENSMUSG00000003549	Ercc1	711	783	872	876	670	844
ENSMUSG00000003555	Cyp17a1	0	0	0	0	0	0
ENSMUSG00000003559	As3mt	119	248	143	165	39	128
ENSMUSG00000003573	Homer3	1110	1183	1152	1274	1079	1421
ENSMUSG00000003575	Crtc1	1820	1644	1637	2087	1899	1785
ENSMUSG00000003581	Rnf215	612	526	452	519	554	647
ENSMUSG00000003585	Sec14l2	19	42	13	39	32	26
ENSMUSG00000003604	Aven	569	535	490	573	581	575
ENSMUSG00000003617	Cp	17	49	5	13	11	1
ENSMUSG00000003623	Crot	1120	720	1005	793	717	579
ENSMUSG00000003644	Rps6ka1	620	498	474	490	485	323
ENSMUSG00000003657	Calb2	137	37	177	42	44	64
ENSMUSG00000003660	Snrnp200	10699	11156	10774	10758	11276	12018
ENSMUSG00000003662	Ciao1	970	926	956	1052	1020	965
ENSMUSG00000003665	Has1	5	9	8	16	11	4
ENSMUSG00000003680	Taf6l	658	611	673	863	761	541
ENSMUSG00000003721	Insig2	915	826	923	834	1277	1104
ENSMUSG00000003731	Kpna6	1290	1194	1375	1838	1509	1458
ENSMUSG00000003746	Man1a	55	178	46	91	81	96
ENSMUSG00000003752	Itpkc	571	688	648	695	644	670
ENSMUSG00000003762	Adck4	356	398	274	447	493	434
ENSMUSG00000003778	Brd8	4078	4882	3892	4639	4186	4289
ENSMUSG00000003779	Kif20a	2556	3596	3195	3636	2342	2770
ENSMUSG00000003808	Farsa	3281	3002	2989	3188	3307	3373
ENSMUSG00000003809	Gcdh	665	683	561	666	732	555
ENSMUSG00000003810	Mast2	4280	4229	3874	4413	4733	4454
ENSMUSG00000003812	Dnase2a	71	106	86	108	99	88
ENSMUSG00000003813	Rad23a	2241	2288	2274	2240	2305	2135
ENSMUSG00000003814	Calr	8613	7859	8258	9178	9892	9198
ENSMUSG00000003824	Syce2	1292	1602	1494	1433	1504	1562
ENSMUSG00000003847	Nfat5	653	683	818	667	720	599
ENSMUSG00000003848	Nob1	1381	1287	1379	1384	1456	1207
ENSMUSG00000003849	Nqo1	11	2	19	2	26	3
ENSMUSG00000003863	Ppfia3	838	727	898	960	669	1204
ENSMUSG00000003865	Gys1	1277	1074	1104	1297	1324	1216
ENSMUSG00000003868	Ruvbl2	3364	3525	3495	3563	3318	3377
ENSMUSG00000003872	Lin7b	10	14	8	3	9	6
ENSMUSG00000003873	Bax	2933	3164	3124	3487	3318	3457
ENSMUSG00000003882	Il7r	0	2	2	0	1	2
ENSMUSG00000003923	Tfam	1990	1893	2074	1624	1890	1647
ENSMUSG00000003929	Zfp81	1524	1516	1549	1632	1489	1838
ENSMUSG00000003934	Efnb3	851	863	928	829	880	815
ENSMUSG00000003948	Mmd	2212	1845	2095	1834	1878	2004
ENSMUSG00000003949	Hlf	27	32	65	17	8	40
ENSMUSG00000003955	Fam162a	1331	1185	1354	1217	1211	1049
ENSMUSG00000003970	Rpl8	12779	12320	11922	13205	12134	12497
ENSMUSG00000003974	Grm3	63	18	71	22	11	24
ENSMUSG00000003992	Ssbp2	2220	1956	2221	1853	1876	1585
ENSMUSG00000004018	Fancl	316	342	380	326	273	278
ENSMUSG00000004031	Brinp2	759	553	627	566	821	821
ENSMUSG00000004032	Gstm5	2145	1885	1714	1782	1800	1899
ENSMUSG00000004035	Gstm7	853	1025	783	981	1182	1001
ENSMUSG00000004038	Gstm3	5	19	5	4	6	7
ENSMUSG00000004040	Stat3	1675	1143	1492	1805	1973	1444
ENSMUSG00000004043	Stat5a	24	33	22	31	16	14
ENSMUSG00000004044	Ptrf	10	7	17	12	8	15
ENSMUSG00000004054	Map3k11	473	646	606	918	619	566
ENSMUSG00000004056	Akt2	5449	5502	4928	6269	6808	6107
ENSMUSG00000004069	Dnaja3	1320	1278	1524	1386	1144	1246
ENSMUSG00000004070	Hmox2	946	928	960	980	1036	931
ENSMUSG00000004071	Cdip1	3278	3512	3355	3454	3167	3150
ENSMUSG00000004085	Zak	909	873	917	834	795	920
ENSMUSG00000004096	Cwc15	2988	3447	2999	3195	3104	3078
ENSMUSG00000004098	Col5a3	0	4	2	0	0	0
ENSMUSG00000004099	Dnmt1	9346	10780	9093	9962	7791	8247
ENSMUSG00000004100	Ppan	603	697	638	678	654	629
ENSMUSG00000004105	Angptl2	516	451	338	274	447	308
ENSMUSG00000004110	Cacna1e	255	118	189	76	85	84
ENSMUSG00000004113	Cacna1b	215	181	182	168	162	148
ENSMUSG00000004127	Trmt10a	479	553	374	642	491	384
ENSMUSG00000004151	Etv1	352	657	405	338	305	423
ENSMUSG00000004187	Kifc2	116	69	37	76	128	130
ENSMUSG00000004207	Psap	6976	6711	6320	7302	7030	7024
ENSMUSG00000004221	Ikbkg	1678	1526	1447	1757	1778	1500
ENSMUSG00000004231	Pax2	0	2	0	0	0	0
ENSMUSG00000004233	Wars2	259	268	309	195	184	139
ENSMUSG00000004263	Atn1	2012	1956	1926	2412	2516	2264
ENSMUSG00000004264	Phb2	4662	4739	4456	4207	4487	4458
ENSMUSG00000004266	Ptpn6	6	70	4	1	110	7
ENSMUSG00000004267	Eno2	425	282	328	232	227	273
ENSMUSG00000004268	Emg1	2357	2704	2585	2710	2292	2284
ENSMUSG00000004270	Lpcat3	536	681	555	813	655	748
ENSMUSG00000004285	Atp6v1f	2122	2162	1952	2208	2022	2228
ENSMUSG00000004296	Il12b	1	2	0	1	0	1
ENSMUSG00000004317	Clcn5	1174	1194	1463	1468	1281	1562
ENSMUSG00000004319	Clcn3	4532	4169	4784	3668	4361	4280
ENSMUSG00000004328	Hif3a	401	377	378	389	169	188
ENSMUSG00000004341	Gpx6	0	0	0	0	0	0
ENSMUSG00000004344	Gpx5	2	0	2	2	2	4
ENSMUSG00000004347	Pde1c	1093	1674	1280	1988	1391	2081
ENSMUSG00000004356	Utp20	1994	1549	1440	1487	1217	1296
ENSMUSG00000004359	Spic	70	102	88	78	77	73
ENSMUSG00000004360	9330159F19Rik	2761	2915	3186	3335	3834	3989
ENSMUSG00000004364	Cul3	4564	4426	5876	4028	5206	4533
ENSMUSG00000004366	Sst	30	28	67	29	14	26
ENSMUSG00000004371	Il11	19	48	30	26	21	34
ENSMUSG00000004383	Large	962	1049	1019	1162	1217	1367
ENSMUSG00000004393	Ddx56	1933	2114	1898	1847	1850	1926
ENSMUSG00000004394	Tmed4	3599	3572	3378	3793	3887	3833
ENSMUSG00000004415	Col26a1	45	4	22	7	4	15
ENSMUSG00000004446	Bid	262	382	286	230	290	331
ENSMUSG00000004451	Ralb	1265	1222	1161	1089	1642	1275
ENSMUSG00000004455	Ppp1cc	15682	15580	13772	14944	15659	15232
ENSMUSG00000004460	Dnajb11	2652	2123	2558	2941	2862	2685
ENSMUSG00000004462	Tbccd1	715	834	788	869	757	832
ENSMUSG00000004473	Clec11a	55	37	43	13	22	22
ENSMUSG00000004500	Zfp324	609	789	768	706	748	828
ENSMUSG00000004508	Gab2	1057	1051	1241	1047	932	1067
ENSMUSG00000004530	Coro1c	15770	16047	13998	15467	14802	15244
ENSMUSG00000004535	Tax1bp1	8455	8424	8789	8804	8848	9060
ENSMUSG00000004540	Psg17	0	0	0	0	0	0
ENSMUSG00000004542	Psg19	0	0	0	0	0	0
ENSMUSG00000004552	Ctse	0	0	0	2	0	0
ENSMUSG00000004558	Ndrg2	3028	2299	2492	1878	1715	1656
ENSMUSG00000004561	Mettl17	343	327	415	362	355	305
ENSMUSG00000004562	Arhgef40	1287	1641	1205	1087	1073	1076
ENSMUSG00000004565	Pnpla6	676	584	562	429	576	429
ENSMUSG00000004567	Mcoln1	882	775	803	930	830	972
ENSMUSG00000004568	Arhgef18	1675	1461	1529	1448	1540	1790
ENSMUSG00000004591	Pkn2	3810	4324	3972	3474	3570	3179
ENSMUSG00000004609	Cd33	8	39	8	13	14	9
ENSMUSG00000004610	Etfb	1128	1356	1029	1275	1135	1366
ENSMUSG00000004612	Nkg7	0	0	0	0	0	0
ENSMUSG00000004613	Lim2	0	0	0	0	0	0
ENSMUSG00000004626	Stxbp2	771	680	699	719	787	686
ENSMUSG00000004630	Pcp2	14	12	18	9	8	8
ENSMUSG00000004631	Sgce	457	574	488	450	465	346
ENSMUSG00000004633	Chn2	1785	1498	1607	1523	1580	1391
ENSMUSG00000004637	Wwox	279	305	297	380	296	214
ENSMUSG00000004642	Slbp	4692	5024	4321	3864	4009	3597
ENSMUSG00000004651	Tyr	72	76	87	71	69	68
ENSMUSG00000004654	Ghrhr	0	0	3	0	0	0
ENSMUSG00000004655	Aqp1	2	7	15	7	2	2
ENSMUSG00000004661	Arid3b	474	465	612	526	683	502
ENSMUSG00000004665	Cnn2	30	74	24	13	42	29
ENSMUSG00000004667	Polr2e	2127	2227	2324	2343	2141	2382
ENSMUSG00000004668	Abca13	0	2	0	1	0	0
ENSMUSG00000004677	Myo9b	1595	1658	1346	1702	1435	1228
ENSMUSG00000004698	Hdac9	1433	2030	1436	1711	2091	1865
ENSMUSG00000004707	Ly9	0	2	0	0	0	0
ENSMUSG00000004709	Cd244	0	0	2	0	1	12
ENSMUSG00000004730	Adgre1	2	144	1	10	65	62
ENSMUSG00000004748	Mtfp1	97	62	58	105	58	64
ENSMUSG00000004768	Rab23	1245	1180	1329	1246	1121	1073
ENSMUSG00000004771	Rab11a	6887	5942	6497	6106	6720	6450
ENSMUSG00000004788	Eif2b2	1691	1856	1709	1992	1822	2109
ENSMUSG00000004789	Dlst	2924	3033	3267	2497	2771	2744
ENSMUSG00000004791	Pgf	48	46	78	93	63	125
ENSMUSG00000004798	Ulk2	4442	3938	4288	3909	4738	4876
ENSMUSG00000004814	Ccl24	0	0	0	0	0	0
ENSMUSG00000004815	Dgkq	329	322	320	337	419	242
ENSMUSG00000004821	Tmed11	0	0	0	0	0	0
ENSMUSG00000004837	Grap	0	4	8	6	7	3
ENSMUSG00000004842	Pou1f1	43	63	52	60	68	43
ENSMUSG00000004843	Chmp2b	908	905	754	602	718	711
ENSMUSG00000004846	Plod3	994	1155	1058	1193	1126	1115
ENSMUSG00000004849	Ap1s1	3277	3134	3013	3176	2878	3376
ENSMUSG00000004864	Mapk13	0	5	0	2	0	3
ENSMUSG00000004865	Srpk1	4083	4049	4393	3949	3779	4248
ENSMUSG00000004872	Pax3	2	0	2	1	1	3
ENSMUSG00000004880	Lbr	6598	7973	6847	7531	6491	6270
ENSMUSG00000004885	Crabp2	248	208	220	372	170	171
ENSMUSG00000004891	Nes	10722	11089	9856	8009	7180	5814
ENSMUSG00000004892	Bcan	549	162	368	106	168	61
ENSMUSG00000004894	Hapln2	0	0	0	0	0	2
ENSMUSG00000004895	Prcc	962	928	830	1018	1072	1052
ENSMUSG00000004896	Rrnad1	650	599	653	681	707	731
ENSMUSG00000004897	Hdgf	11986	13253	12200	12050	12260	12517
ENSMUSG00000004902	Slc25a18	18	21	18	19	14	24
ENSMUSG00000004929	Thop1	2128	2114	2025	1725	1818	2140
ENSMUSG00000004931	Apba3	689	609	536	672	618	563
ENSMUSG00000004933	Matk	75	74	42	63	53	75
ENSMUSG00000004934	Pias4	1129	1216	1264	1317	1278	1373
ENSMUSG00000004936	Map2k1	1058	984	1056	1021	977	986
ENSMUSG00000004937	Sgta	7363	7178	7076	7180	7760	8167
ENSMUSG00000004939	Nmrk2	13	16	12	6	12	12
ENSMUSG00000004945	Tmem242	768	836	848	960	808	961
ENSMUSG00000004947	Dtx2	592	810	739	700	783	774
ENSMUSG00000004948	Zp3	1	4	6	0	0	0
ENSMUSG00000004951	Hspb1	0	2	0	0	3	5
ENSMUSG00000004952	Rasa4	46	40	9	52	104	6
ENSMUSG00000004961	Syt5	553	408	539	499	652	653
ENSMUSG00000004980	Hnrnpa2b1	48964	49942	50651	50360	49150	48630
ENSMUSG00000004988	Fxyd4	1	0	6	6	4	4
ENSMUSG00000004994	Ccdc130	243	384	378	354	367	434
ENSMUSG00000004996	Mri1	456	426	473	484	469	394
ENSMUSG00000005034	Prkacb	7735	7424	7372	7284	8017	7959
ENSMUSG00000005043	Sgsh	63	100	84	77	44	38
ENSMUSG00000005045	Chd5	144	238	131	111	126	87
ENSMUSG00000005054	Cstb	643	628	580	637	597	598
ENSMUSG00000005057	Sh2b2	1014	1056	1138	1156	1547	1453
ENSMUSG00000005069	Pex5	2795	2935	2724	2761	3479	3311
ENSMUSG00000005078	Jkamp	1584	1556	1606	1700	1889	1932
ENSMUSG00000005087	Cd44	24	37	36	8	23	20
ENSMUSG00000005089	Slc1a2	450	169	305	311	261	157
ENSMUSG00000005102	Eif2ak4	987	810	1080	803	809	838
ENSMUSG00000005103	Wdr1	4646	4804	5066	4328	5519	4909
ENSMUSG00000005107	Slc2a9	0	4	2	1	0	2
ENSMUSG00000005124	Wisp1	51	19	26	33	6	2
ENSMUSG00000005125	Ndrg1	747	507	696	198	94	224
ENSMUSG00000005131	4930550C14Rik	1	0	2	0	0	0
ENSMUSG00000005142	Man2b1	372	334	298	243	474	339
ENSMUSG00000005148	Klf5	74	93	86	52	37	62
ENSMUSG00000005150	Wdr83	439	373	488	528	444	450
ENSMUSG00000005161	Prdx2	22625	23573	22349	25471	25701	25707
ENSMUSG00000005198	Polr2a	4070	4750	4279	5036	4733	4661
ENSMUSG00000005202	Shbg	0	0	0	0	2	0
ENSMUSG00000005204	Senp3	1811	2012	1866	1900	1976	2110
ENSMUSG00000005220	Corin	0	0	0	0	27	3
ENSMUSG00000005225	Plekha8	2049	1863	1680	1659	1701	1773
ENSMUSG00000005232	G6pc2	0	0	0	0	0	0
ENSMUSG00000005233	Spc25	3550	5202	4102	4386	3364	4539
ENSMUSG00000005237	Dnah2	9	0	46	7	10	1
ENSMUSG00000005251	Ripk4	11	23	24	0	24	26
ENSMUSG00000005262	Ufd1l	2878	3625	2794	3064	3054	3596
ENSMUSG00000005267	Zfp287	531	507	665	629	500	633
ENSMUSG00000005268	Prlr	14	11	12	18	12	9
ENSMUSG00000005299	Letm1	3163	3222	3230	3197	3347	3132
ENSMUSG00000005312	Ubqln1	12835	12938	13085	12939	12945	13086
ENSMUSG00000005320	Fgfr4	8	2	7	0	0	13
ENSMUSG00000005338	Cadm3	224	215	202	246	261	286
ENSMUSG00000005339	Fcer1a	0	0	0	0	0	0
ENSMUSG00000005354	Txn2	3329	3218	3269	3454	3506	3313
ENSMUSG00000005355	Casp14	0	0	0	0	0	0
ENSMUSG00000005357	Slc1a6	13	0	3	0	4	0
ENSMUSG00000005360	Slc1a3	3819	4491	4070	2095	2187	1641
ENSMUSG00000005362	Crbn	2197	1966	2217	1832	2508	2254
ENSMUSG00000005364	Il5ra	0	5	2	2	4	3
ENSMUSG00000005370	Msh6	3160	3496	3476	3108	2892	3056
ENSMUSG00000005371	Fbxo11	3201	3392	2977	3583	4023	4109
ENSMUSG00000005373	Mlxipl	5	16	16	10	16	7
ENSMUSG00000005374	Tbl2	992	1183	1230	973	998	967
ENSMUSG00000005378	Wbscr22	1278	1204	1217	1470	1209	1292
ENSMUSG00000005397	Nid1	4	7	23	8	31	47
ENSMUSG00000005410	Mcm5	4869	5711	5139	4296	3729	4172
ENSMUSG00000005413	Hmox1	72	556	64	262	1056	461
ENSMUSG00000005417	Mprip	10621	11218	11125	10742	11978	12398
ENSMUSG00000005442	Cic	1718	1901	1748	2043	2009	1950
ENSMUSG00000005447	Pafah1b3	3345	3380	3090	3690	3332	3648
ENSMUSG00000005465	Il27ra	0	2	1	0	0	0
ENSMUSG00000005469	Prkaca	4497	4118	4305	4422	4130	3958
ENSMUSG00000005470	Asf1b	634	923	768	870	692	698
ENSMUSG00000005474	Myl10	1	0	0	0	0	0
ENSMUSG00000005481	Ddx39	2441	2796	2789	2830	2176	2231
ENSMUSG00000005483	Dnajb1	3294	3560	3234	3249	3047	3063
ENSMUSG00000005493	Msh4	0	0	3	0	0	1
ENSMUSG00000005501	Usp40	1440	1197	1052	1199	999	832
ENSMUSG00000005503	Evx1	0	0	1	0	0	0
ENSMUSG00000005505	Kbtbd4	2254	2178	2497	2297	2122	2338
ENSMUSG00000005506	Celf1	12555	13429	12406	12999	14189	12719
ENSMUSG00000005510	Ndufs3	1720	1665	1668	1828	1609	1761
ENSMUSG00000005514	Por	3065	2938	2685	3247	3145	3131
ENSMUSG00000005533	Igf1r	2089	1838	1927	2316	2125	2213
