id	sym	matr3_yfp_1	matr3_yfp_2	matr3_yfp_3	matr3_f115c_1	matr3_f115c_2	matr3_f115c_3
ENSG00000032219	ARID4A	267	307	342	335	368	370
ENSG00000032389	TSSC1	425	474	396	483	425	408
ENSG00000032444	PNPLA6	1230	1201	978	1266	1413	1209
ENSG00000032742	IFT88	141	150	138	115	156	145
ENSG00000033011	ALG1	315	333	347	326	280	280
ENSG00000033030	ZCCHC8	634	832	788	674	771	813
ENSG00000033050	ABCF2	3383	3250	3709	3617	3221	3027
ENSG00000033100	CHPF2	3128	3358	2931	3468	3800	2691
ENSG00000033122	LRRC7	12	30	31	23	26	28
ENSG00000033170	FUT8	497	431	321	516	533	468
ENSG00000033178	UBA6	2411	2493	2087	2420	2651	2430
ENSG00000033327	GAB2	249	288	267	242	270	333
ENSG00000033627	ATP6V0A1	901	1250	860	974	1189	1091
ENSG00000033800	PIAS1	562	607	487	618	607	521
ENSG00000033867	SLC4A7	414	547	533	488	520	635
ENSG00000034053	APBA2	1801	1658	1406	1698	2090	1540
ENSG00000034152	MAP2K3	1890	1661	1717	1726	1903	1427
ENSG00000034510	TMSB10	19108	15227	16075	15067	16259	13700
ENSG00000034533	ASTE1	128	182	167	157	162	155
ENSG00000034677	RNF19A	641	676	509	622	723	701
ENSG00000034693	PEX3	200	255	194	232	201	180
ENSG00000034713	GABARAPL2	1202	899	713	961	1100	950
ENSG00000035115	SH3YL1	105	157	137	146	163	183
ENSG00000035141	FAM136A	1084	1031	1087	1054	1063	926
ENSG00000035403	VCL	4973	5292	3939	5833	6487	5046
ENSG00000035499	DEPDC1B	563	482	429	710	588	593
ENSG00000035664	DAPK2	31	28	11	15	39	14
ENSG00000035681	NSMAF	1164	1256	1086	1114	1250	1224
ENSG00000035687	ADSS	942	1001	826	991	966	918
ENSG00000035720	STAP1	1	0	0	1	0	0
ENSG00000035862	TIMP2	5842	5161	3967	5099	6510	4640
ENSG00000035928	RFC1	2462	2161	1942	2281	2469	2245
ENSG00000036054	TBC1D23	849	787	624	847	872	807
ENSG00000036257	CUL3	1856	1836	1969	1986	1659	1919
ENSG00000036448	MYOM2	35	24	20	12	33	24
ENSG00000036530	CYP46A1	4	4	1	7	5	3
ENSG00000036549	ZZZ3	892	942	834	969	947	1022
ENSG00000036565	SLC18A1	0	1	0	0	0	1
ENSG00000036672	USP2	12	14	9	10	17	14
ENSG00000037042	TUBG2	156	252	167	199	233	222
ENSG00000037241	RPL26L1	685	523	494	530	550	488
ENSG00000037280	FLT4	14	7	15	12	13	7
ENSG00000037474	NSUN2	3842	4332	4541	4217	4132	3968
ENSG00000037637	FBXO42	483	533	502	521	616	575
ENSG00000037749	MFAP3	471	529	469	546	538	511
ENSG00000037757	MRI1	460	602	621	584	550	550
ENSG00000037897	METTL1	233	303	345	326	312	253
ENSG00000037965	HOXC8	19	38	25	29	28	29
ENSG00000038002	AGA	968	819	757	929	873	839
ENSG00000038210	PI4K2B	1059	848	675	984	1055	1000
ENSG00000038219	BOD1L1	2373	2648	2686	2579	2483	2677
ENSG00000038274	MAT2B	1911	1440	1272	1592	1657	1544
ENSG00000038295	TLL1	15	14	10	22	20	24
ENSG00000038358	EDC4	1206	1596	1708	1617	1603	1408
ENSG00000038382	TRIO	5040	6132	5510	5521	5870	5835
ENSG00000038427	VCAN	366	353	157	375	416	372
ENSG00000038532	CLEC16A	672	667	554	678	720	691
ENSG00000038945	MSR1	21	29	18	23	29	28
ENSG00000039068	CDH1	0	0	1	0	1	0
ENSG00000039123	SKIV2L2	1521	1456	1117	1476	1488	1439
ENSG00000039139	DNAH5	148	188	159	175	175	173
ENSG00000039319	ZFYVE16	966	1267	1059	1170	1205	1319
ENSG00000039523	FAM65A	1643	1722	1700	1813	1841	1612
ENSG00000039537	C6	4	2	5	2	4	1
ENSG00000039560	RAI14	3522	2994	2662	3040	3574	2609
ENSG00000039600	SOX30	3	1	0	5	1	3
ENSG00000039650	PNKP	1179	1484	1229	1293	1523	1277
ENSG00000039987	BEST2	2	2	9	2	3	1
ENSG00000040199	PHLPP2	336	437	507	460	446	481
ENSG00000040275	SPDL1	683	640	660	775	650	622
ENSG00000040341	STAU2	861	771	559	821	819	799
ENSG00000040487	PQLC2	458	453	475	524	570	419
ENSG00000040531	CTNS	214	281	261	235	276	221
ENSG00000040608	RTN4R	292	227	173	244	271	217
ENSG00000040633	PHF23	828	735	743	829	851	719
ENSG00000040731	CDH10	51	48	29	45	58	70
ENSG00000040933	INPP4A	839	835	682	808	943	908
ENSG00000041353	RAB27B	533	619	409	605	717	452
ENSG00000041357	PSMA4	6956	5307	4676	5482	6130	5092
ENSG00000041515	MYO16	5	9	10	1	7	8
ENSG00000041802	LSG1	1564	1672	1878	1672	1521	1624
ENSG00000041880	PARP3	546	506	383	437	603	433
ENSG00000041982	TNC	10670	11409	9209	10114	12418	10503
ENSG00000041988	THAP3	274	220	256	259	242	220
ENSG00000042062	FAM65C	635	1096	645	647	1164	657
ENSG00000042088	TDP1	289	318	254	300	317	258
ENSG00000042286	AIFM2	1830	1661	1437	1536	1765	1405
ENSG00000042304	C2orf83	0	1	0	1	1	0
ENSG00000042317	SPATA7	79	98	83	80	108	79
ENSG00000042429	MED17	783	937	947	879	917	895
ENSG00000042445	RETSAT	506	580	490	547	539	533
ENSG00000042493	CAPG	6134	4840	4940	5544	5706	4620
ENSG00000042753	AP2S1	4106	3212	3273	3844	3630	3220
ENSG00000042781	USH2A	7	6	12	9	5	5
ENSG00000042832	TG	14	14	11	12	23	12
ENSG00000042980	ADAM28	23	46	31	37	57	45
ENSG00000043039	BARX2	3	1	4	0	0	4
ENSG00000043093	DCUN1D1	1508	1352	1145	1357	1321	1343
ENSG00000043143	JADE2	2469	2225	1807	2575	2740	2021
ENSG00000043355	ZIC2	301	353	434	413	368	333
ENSG00000043462	LCP2	183	166	139	130	193	149
ENSG00000043514	TRIT1	507	474	555	540	510	487
ENSG00000043591	ADRB1	105	106	87	126	95	104
ENSG00000044090	CUL7	2134	2656	2117	2378	2848	2517
ENSG00000044115	CTNNA1	11047	10458	10474	11276	11162	9962
ENSG00000044446	PHKA2	437	696	524	557	766	610
ENSG00000044459	CNTLN	260	298	219	301	273	242
ENSG00000044524	EPHA3	21	15	12	20	13	17
ENSG00000044574	HSPA5	48352	46826	45956	59359	51583	52985
ENSG00000046604	DSG2	3268	3215	2901	3580	3329	3415
ENSG00000046647	GEMIN8	72	60	63	71	72	72
ENSG00000046651	OFD1	877	967	720	853	1142	1116
ENSG00000046653	GPM6B	12	56	28	16	30	43
ENSG00000046774	MAGEC2	175	176	172	186	168	163
ENSG00000046889	PREX2	34	44	44	50	48	57
ENSG00000047056	WDR37	334	503	429	359	399	464
ENSG00000047188	YTHDC2	701	950	816	889	880	930
ENSG00000047230	CTPS2	135	127	110	144	143	130
ENSG00000047249	ATP6V1H	777	716	635	737	733	662
ENSG00000047315	POLR2B	2551	2676	2564	2760	2412	2538
ENSG00000047346	FAM214A	281	346	300	330	297	397
ENSG00000047365	ARAP2	825	857	760	952	893	920
ENSG00000047410	TPR	3535	3930	3678	3871	4101	3642
ENSG00000047457	CP	59	75	41	110	116	59
ENSG00000047578	KIAA0556	443	521	409	508	555	492
ENSG00000047579	DTNBP1	329	323	311	334	375	311
ENSG00000047597	XK	61	72	69	74	43	85
ENSG00000047617	ANO2	45	35	33	31	43	29
ENSG00000047621	C12orf4	336	386	375	408	364	325
ENSG00000047634	SCML1	845	1127	992	1153	1076	1202
ENSG00000047644	WWC3	934	1141	833	1172	1156	981
ENSG00000047648	ARHGAP6	8	7	3	8	7	15
ENSG00000047662	FAM184B	5	19	23	14	16	21
ENSG00000047849	MAP4	5312	5032	4721	5696	5614	5077
ENSG00000047932	GOPC	1506	1458	1219	1396	1454	1636
ENSG00000047936	ROS1	171	265	236	239	187	254
ENSG00000048028	USP28	650	618	471	642	725	651
ENSG00000048052	HDAC9	3328	3417	2740	2821	3619	3410
ENSG00000048140	TSPAN17	2258	2229	2171	2292	2332	2062
ENSG00000048162	NOP16	1362	1412	1709	1450	1259	1222
ENSG00000048342	CC2D2A	289	305	325	312	254	303
ENSG00000048392	RRM2B	1031	892	910	966	976	1128
ENSG00000048405	ZNF800	974	1119	986	1126	1046	1141
ENSG00000048462	TNFRSF17	0	1	0	3	0	0
ENSG00000048471	SNX29	325	348	289	338	339	342
ENSG00000048540	LMO3	6	4	9	9	8	9
ENSG00000048544	MRPS10	1682	1316	1338	1480	1511	1421
ENSG00000048545	GUCA1A	1	0	0	0	0	0
ENSG00000048649	RSF1	1293	1251	1020	1374	1442	1230
ENSG00000048707	VPS13D	1071	1095	850	1241	1226	1207
ENSG00000048740	CELF2	116	136	107	165	160	145
ENSG00000048828	FAM120A	2463	2642	2152	2625	2781	2495
ENSG00000048991	R3HDM1	935	1006	937	1058	1085	980
ENSG00000049089	COL9A2	6	14	18	28	16	16
ENSG00000049130	KITLG	669	704	718	587	582	661
ENSG00000049167	ERCC8	209	188	178	254	224	196
ENSG00000049192	ADAMTS6	148	203	209	125	144	157
ENSG00000049239	H6PD	2253	2288	1683	2438	2753	2466
ENSG00000049245	VAMP3	1216	1209	1114	1215	1286	1090
ENSG00000049246	PER3	489	522	399	537	556	626
ENSG00000049247	UTS2	0	2	0	0	0	0
ENSG00000049249	TNFRSF9	870	771	643	722	741	928
ENSG00000049283	EPN3	11	10	15	9	14	15
ENSG00000049323	LTBP1	166	151	98	169	197	160
ENSG00000049449	RCN1	12429	11819	10124	12916	12218	11510
ENSG00000049540	ELN	6	11	13	6	12	6
ENSG00000049541	RFC2	1792	1566	1534	1712	1707	1309
ENSG00000049618	ARID1B	965	967	888	1026	1187	1058
ENSG00000049656	CLPTM1L	6352	6456	6239	7087	6772	6076
ENSG00000049759	NEDD4L	1381	1279	1360	1328	1419	1281
ENSG00000049768	FOXP3	5	8	3	7	3	4
ENSG00000049769	PPP1R3F	525	472	523	585	547	569
ENSG00000049860	HEXB	5669	4967	4404	5397	5520	5105
ENSG00000049883	PTCD2	194	247	203	194	195	243
ENSG00000050130	JKAMP	1064	978	766	969	987	942
ENSG00000050165	DKK3	4268	3508	2451	3031	4308	2470
ENSG00000050327	ARHGEF5	179	172	123	185	176	156
ENSG00000050344	NFE2L3	8253	6652	4734	5986	8853	5679
ENSG00000050393	MCUR1	870	850	816	921	835	817
ENSG00000050405	LIMA1	6986	6708	7578	7179	6512	6994
ENSG00000050426	LETMD1	605	818	595	662	768	721
ENSG00000050438	SLC4A8	24	32	10	61	37	46
ENSG00000050555	LAMC3	117	162	156	164	168	148
ENSG00000050628	PTGER3	0	8	3	6	8	5
ENSG00000050730	TNIP3	714	622	388	387	615	446
ENSG00000050748	MAPK9	1661	1562	1280	1651	1650	1464
ENSG00000050767	COL23A1	1	1	5	0	2	0
ENSG00000050820	BCAR1	2443	2309	2057	2634	2826	2110
ENSG00000051009	FAM160A2	432	491	485	471	533	478
ENSG00000051108	HERPUD1	2666	2488	2421	2809	2759	3032
ENSG00000051128	HOMER3	1187	1017	922	1066	1098	911
ENSG00000051180	RAD51	320	291	285	281	295	238
ENSG00000051341	POLQ	576	891	753	770	766	721
ENSG00000051382	PIK3CB	589	572	513	637	566	555
ENSG00000051523	CYBA	25	15	12	3	9	9
ENSG00000051596	THOC3	454	452	415	485	421	391
ENSG00000051620	HEBP2	653	586	548	630	596	573
ENSG00000051825	MPHOSPH9	582	595	428	670	605	610
ENSG00000052126	PLEKHA5	887	898	728	944	1044	936
ENSG00000052344	PRSS8	0	4	1	2	4	1
ENSG00000052723	SIKE1	729	675	680	748	796	698
ENSG00000052749	RRP12	2501	2875	3716	2834	2533	2495
ENSG00000052795	FNIP2	417	453	409	446	460	433
ENSG00000052802	MSMO1	1494	1400	1345	1627	1470	1367
ENSG00000052841	TTC17	1729	1917	1621	1791	2008	1966
ENSG00000052850	ALX4	269	332	237	339	289	300
ENSG00000053108	FSTL4	4	4	5	4	6	2
ENSG00000053254	FOXN3	431	443	311	455	433	496
ENSG00000053328	METTL24	0	0	3	2	1	1
ENSG00000053371	AKR7A2	733	566	518	678	704	488
ENSG00000053372	MRTO4	1805	1947	2283	2006	1656	1676
ENSG00000053438	NNAT	5	17	16	12	6	18
ENSG00000053501	USE1	575	557	650	600	590	533
ENSG00000053524	MCF2L2	148	195	151	118	200	154
ENSG00000053702	NRIP2	20	36	40	25	35	37
ENSG00000053747	LAMA3	200	262	198	274	259	256
ENSG00000053770	AP5M1	930	1046	822	897	987	871
ENSG00000053900	ANAPC4	465	676	540	493	605	685
ENSG00000053918	KCNQ1	15	14	12	8	12	11
ENSG00000054116	TRAPPC3	990	903	830	997	1017	912
ENSG00000054118	THRAP3	3509	3487	3245	3323	3705	3229
ENSG00000054148	PHPT1	1616	1420	1415	1436	1610	1420
ENSG00000054179	ENTPD2	1	0	2	0	0	0
ENSG00000054219	LY75	1	0	1	0	0	1
ENSG00000054267	ARID4B	1079	1298	1267	1480	1426	1363
ENSG00000054277	OPN3	184	157	105	216	177	183
ENSG00000054282	SDCCAG8	237	235	189	261	253	205
ENSG00000054356	PTPRN	859	868	736	942	940	850
ENSG00000054392	HHAT	92	100	94	102	117	102
ENSG00000054523	KIF1B	1826	1868	1598	1961	1993	1822
ENSG00000054598	FOXC1	1012	865	944	872	1055	872
ENSG00000054611	TBC1D22A	795	767	614	775	780	667
ENSG00000054654	SYNE2	981	923	723	1116	867	990
ENSG00000054690	PLEKHH1	131	265	221	148	274	250
ENSG00000054793	ATP9A	233	251	185	201	265	210
ENSG00000054796	SPO11	0	1	0	1	0	0
ENSG00000054938	CHRDL2	3	6	0	2	4	1
ENSG00000054965	FAM168A	973	1015	839	1008	1148	979
ENSG00000054967	RELT	396	548	593	419	538	422
ENSG00000054983	GALC	1	1	2	0	2	1
ENSG00000055044	NOP58	3213	3186	3623	3512	3019	3024
ENSG00000055070	SZRD1	2888	2430	2316	2655	2854	2250
ENSG00000055118	KCNH2	70	49	43	59	95	37
ENSG00000055130	CUL1	2499	2401	2289	2517	2562	2266
ENSG00000055147	FAM114A2	228	214	170	209	248	237
ENSG00000055163	CYFIP2	327	328	363	358	376	315
ENSG00000055208	TAB2	2196	1820	1570	2097	2153	2023
ENSG00000055211	GINM1	789	601	619	737	711	713
ENSG00000055332	EIF2AK2	2915	2717	2486	2973	2954	2979
ENSG00000055483	USP36	1767	2601	2905	2508	2269	2526
ENSG00000055609	KMT2C	1614	1831	1609	2035	1842	1964
ENSG00000055732	MCOLN3	78	89	55	82	83	91
ENSG00000055813	CCDC85A	5	10	9	8	3	17
ENSG00000055917	PUM2	1506	1551	1352	1588	1669	1557
ENSG00000055950	MRPL43	1075	992	1104	1170	1103	987
ENSG00000055955	ITIH4	2	3	2	1	1	7
ENSG00000056050	C4orf27	503	355	324	445	475	377
ENSG00000056097	ZFR	2686	2721	2349	2984	2679	3010
ENSG00000056277	ZNF280C	245	314	273	285	313	340
ENSG00000056291	NPFFR2	5	4	3	9	6	1
ENSG00000056487	PHF21B	199	281	309	229	268	296
ENSG00000056558	TRAF1	795	761	750	603	758	618
ENSG00000056586	RC3H2	1696	1813	1679	1895	1699	1872
ENSG00000056736	IL17RB	9	10	10	15	11	12
ENSG00000056972	TRAF3IP2	724	587	552	564	727	595
ENSG00000056998	GYG2	133	90	93	127	123	119
ENSG00000057019	DCBLD2	3156	3411	2998	3345	3140	2767
ENSG00000057149	SERPINB3	0	3	0	0	0	2
ENSG00000057252	SOAT1	1367	1426	1122	1389	1393	1238
ENSG00000057294	PKP2	223	187	222	241	202	195
ENSG00000057468	MSH4	1	0	1	1	1	2
ENSG00000057593	F7	0	0	1	1	0	0
ENSG00000057608	GDI2	4933	4516	4288	4660	4567	4086
ENSG00000057657	PRDM1	376	353	236	223	413	218
ENSG00000057663	ATG5	680	615	629	690	655	634
ENSG00000057704	TMCC3	96	125	192	147	111	138
ENSG00000057757	PITHD1	806	729	795	765	758	760
ENSG00000057935	MTA3	606	590	539	564	604	556
ENSG00000058056	USP13	866	820	594	852	903	803
ENSG00000058063	ATP11B	2080	1909	1587	2233	2206	2134
ENSG00000058085	LAMC2	26	16	28	25	24	12
ENSG00000058091	CDK14	728	651	548	755	752	622
ENSG00000058262	SEC61A1	13329	14025	12400	14263	14632	12575
ENSG00000058272	PPP1R12A	1817	1875	1790	2114	1998	1956
ENSG00000058335	RASGRF1	5	4	2	3	3	1
ENSG00000058404	CAMK2B	8	20	14	5	14	10
ENSG00000058453	CROCC	253	409	363	315	358	359
ENSG00000058600	POLR3E	1012	1187	1135	1156	1209	1204
ENSG00000058668	ATP2B4	511	500	409	589	617	609
ENSG00000058673	ZC3H11A	3566	4109	3347	3766	4425	4066
ENSG00000058729	RIOK2	816	753	772	800	754	749
ENSG00000058799	YIPF1	617	521	403	505	591	499
ENSG00000058804	NDC1	1147	1238	987	1388	1196	1129
ENSG00000058866	DGKG	652	603	545	606	614	508
ENSG00000059122	FLYWCH1	1296	1394	1327	1446	1499	1493
ENSG00000059145	UNKL	601	856	777	751	850	800
ENSG00000059377	TBXAS1	252	240	251	242	282	216
ENSG00000059378	PARP12	4130	4843	3516	4275	5085	4572
ENSG00000059573	ALDH18A1	2004	2116	1814	2206	2081	1937
ENSG00000059588	TARBP1	716	1262	1044	980	1135	1227
ENSG00000059691	GATB	258	284	248	307	263	235
ENSG00000059728	MXD1	718	829	833	687	735	803
ENSG00000059758	CDK17	1241	1199	946	1133	1249	1238
ENSG00000059769	DNAJC25	309	351	401	413	379	435
ENSG00000059804	SLC2A3	4080	3744	3214	3950	4351	4234
ENSG00000059915	PSD	11	21	22	23	29	28
ENSG00000060069	CTDP1	1311	1320	1158	1432	1389	1210
ENSG00000060138	YBX3	8482	7918	8721	8272	8080	7711
ENSG00000060140	STYK1	47	63	43	45	52	55
ENSG00000060237	WNK1	3993	3961	3423	4378	4344	4199
ENSG00000060339	CCAR1	1479	1686	1587	1673	1643	1717
ENSG00000060491	OGFR	4138	3925	3839	4040	4418	3876
ENSG00000060558	GNA15	12	7	4	5	8	2
ENSG00000060566	CREB3L3	4	1	2	1	0	2
ENSG00000060642	PIGV	243	231	150	216	246	190
ENSG00000060656	PTPRU	856	946	738	1048	1161	1040
ENSG00000060688	SNRNP40	936	867	764	859	932	703
ENSG00000060709	RIMBP2	46	50	32	49	43	33
ENSG00000060718	COL11A1	4	4	3	2	11	5
ENSG00000060749	QSER1	1939	2290	2113	2382	2210	2390
ENSG00000060762	MPC1	333	254	224	270	277	238
ENSG00000060971	ACAA1	245	196	252	242	253	182
ENSG00000060982	BCAT1	3436	3248	2738	3280	3315	3304
ENSG00000061273	HDAC7	1431	1659	1469	1533	1890	1435
ENSG00000061337	LZTS1	320	335	325	328	375	232
ENSG00000061455	PRDM6	14	15	8	15	27	13
ENSG00000061492	WNT8A	1	0	0	0	0	0
ENSG00000061656	SPAG4	47	51	68	43	57	48
ENSG00000061676	NCKAP1	4792	4479	3765	4838	4850	4919
ENSG00000061794	MRPS35	1188	1056	1097	1140	972	976
ENSG00000061918	GUCY1B3	188	173	72	188	233	241
ENSG00000061936	SFSWAP	1311	1454	1362	1374	1548	1344
ENSG00000061938	TNK2	1247	1569	1299	1425	1856	1521
ENSG00000061987	MON2	757	882	710	845	887	958
ENSG00000062038	CDH3	0	0	0	2	1	0
ENSG00000062194	GPBP1	2502	2166	2262	2609	2607	2601
ENSG00000062282	DGAT2	104	88	88	84	78	120
ENSG00000062370	ZNF112	80	97	71	92	77	81
ENSG00000062485	CS	3930	3865	4028	4095	3819	3778
ENSG00000062524	LTK	64	106	93	75	89	82
ENSG00000062582	MRPS24	659	810	895	1066	862	888
ENSG00000062598	ELMO2	2232	1985	1642	1989	2380	2227
ENSG00000062650	WAPAL	2200	1887	1842	2274	2137	1958
ENSG00000062716	VMP1	11563	12582	11731	12049	13680	12117
ENSG00000062725	APPBP2	913	795	678	895	955	851
ENSG00000062822	POLD1	2802	3145	2725	3283	3591	2617
ENSG00000063015	SEZ6	0	1	0	1	4	4
ENSG00000063046	EIF4B	5362	4908	4893	5448	5253	5081
ENSG00000063127	SLC6A16	11	59	37	57	41	59
ENSG00000063169	GLTSCR1	336	397	395	404	435	394
ENSG00000063176	SPHK2	344	364	301	431	420	370
ENSG00000063177	RPL18	14879	12733	14463	14468	13137	12222
ENSG00000063180	CA11	126	98	92	102	141	147
ENSG00000063241	ISOC2	2081	1619	1396	1911	1944	1531
ENSG00000063244	U2AF2	8534	8648	9104	9258	8715	8345
ENSG00000063245	EPN1	7652	6882	6506	8159	7674	6946
ENSG00000063322	MED29	1304	1191	1064	1306	1256	1117
ENSG00000063438	AHRR	653	838	707	572	781	595
ENSG00000063587	ZNF275	468	560	534	497	613	496
ENSG00000063601	MTMR1	674	747	543	716	695	644
ENSG00000063660	GPC1	5024	4829	4501	6194	5840	5227
ENSG00000063761	ADCK1	150	141	124	145	135	119
ENSG00000063854	HAGH	441	418	416	428	467	419
ENSG00000063978	RNF4	2940	2700	2769	2819	3009	2650
ENSG00000064012	CASP8	1288	1251	1171	1220	1401	1249
ENSG00000064042	LIMCH1	1374	1500	1239	1752	1592	1636
ENSG00000064102	ASUN	842	769	785	895	844	824
ENSG00000064115	TM7SF3	1090	1016	769	1207	1112	994
ENSG00000064195	DLX3	16	18	11	18	20	10
ENSG00000064199	SPA17	62	65	52	80	72	50
ENSG00000064201	TSPAN32	28	43	18	25	30	31
ENSG00000064205	WISP2	46	44	35	59	49	55
ENSG00000064225	ST3GAL6	82	108	72	67	107	59
ENSG00000064270	ATP2C2	10	19	16	6	15	22
ENSG00000064300	NGFR	303	187	258	331	306	343
ENSG00000064309	CDON	188	183	162	193	209	212
ENSG00000064313	TAF2	886	1018	954	1072	1070	990
ENSG00000064393	HIPK2	3249	4171	4164	4161	4224	4347
ENSG00000064419	TNPO3	2252	2322	2180	2413	2436	2162
ENSG00000064489	MEF2BNB-MEF2B	10	7	10	10	18	12
ENSG00000064490	RFXANK	1085	857	792	958	1042	869
ENSG00000064545	TMEM161A	964	1055	910	1051	1109	999
ENSG00000064547	LPAR2	134	276	218	201	262	235
ENSG00000064601	CTSA	2765	2623	2113	2654	3112	2363
ENSG00000064607	SUGP2	2628	4658	3445	3298	4208	3662
ENSG00000064651	SLC12A2	533	666	459	675	631	621
ENSG00000064652	SNX24	531	437	453	428	483	529
ENSG00000064655	EYA2	16	17	10	7	17	8
ENSG00000064666	CNN2	2521	2270	1919	2581	2954	2172
ENSG00000064687	ABCA7	264	401	241	345	470	372
ENSG00000064692	SNCAIP	69	75	43	86	98	173
ENSG00000064703	DDX20	507	512	617	645	587	522
ENSG00000064726	BTBD1	1428	1425	1371	1481	1287	1390
ENSG00000064763	FAR2	196	157	160	178	180	144
ENSG00000064787	BCAS1	4	4	0	1	1	1
ENSG00000064835	POU1F1	0	0	0	0	0	1
ENSG00000064886	CHI3L2	59	21	13	15	33	26
ENSG00000064932	SBNO2	4916	4751	4071	4640	5687	4460
ENSG00000064933	PMS1	363	427	332	382	420	380
ENSG00000064961	HMG20B	1417	1312	1154	1414	1511	1301
ENSG00000064989	CALCRL	15	24	14	13	26	20
ENSG00000064995	TAF11	573	516	495	603	608	598
ENSG00000064999	ANKS1A	689	650	608	725	741	679
ENSG00000065000	AP3D1	5299	5338	5452	5734	5695	5106
ENSG00000065029	ZNF76	379	498	340	389	503	485
ENSG00000065054	SLC9A3R2	1486	1376	1284	1432	1485	1217
ENSG00000065057	NTHL1	299	296	283	325	309	213
ENSG00000065060	UHRF1BP1	1777	1639	1235	1573	1972	2028
ENSG00000065135	GNAI3	2320	1960	1933	2034	2146	1880
ENSG00000065150	IPO5	3206	3173	3526	3348	2888	2884
ENSG00000065154	OAT	3230	2796	2268	3014	3250	2381
ENSG00000065183	WDR3	2445	2426	2669	2609	2322	2374
ENSG00000065243	PKN2	1105	1121	859	1094	1156	1149
ENSG00000065268	WDR18	1243	1044	967	1280	1232	966
ENSG00000065308	TRAM2	1284	1650	1403	1622	1551	1527
ENSG00000065320	NTN1	383	342	171	302	499	317
ENSG00000065325	GLP2R	81	75	25	64	91	58
ENSG00000065328	MCM10	936	1012	1000	1080	909	903
ENSG00000065357	DGKA	185	233	159	200	225	230
ENSG00000065361	ERBB3	3	3	0	0	2	3
ENSG00000065371	ROPN1	1	1	2	3	0	2
ENSG00000065413	ANKRD44	63	58	51	45	66	65
ENSG00000065427	KARS	5668	4978	5344	5513	5377	4898
ENSG00000065457	ADAT1	599	661	446	671	692	637
ENSG00000065485	PDIA5	748	719	522	751	828	700
ENSG00000065491	TBC1D22B	294	288	200	326	318	289
ENSG00000065518	NDUFB4	2744	2266	2019	2506	2484	2142
ENSG00000065526	SPEN	2215	2683	2729	2655	2748	2746
ENSG00000065534	MYLK	1571	1952	1920	2150	1654	1918
ENSG00000065548	ZC3H15	2767	2494	2803	2767	2576	2452
ENSG00000065559	MAP2K4	428	423	324	415	439	434
ENSG00000065600	TMEM206	612	560	558	580	576	534
ENSG00000065609	SNAP91	4	3	1	2	2	12
ENSG00000065613	SLK	1753	1701	1617	1904	1776	1821
ENSG00000065615	CYB5R4	710	641	671	692	624	683
ENSG00000065618	COL17A1	12	26	26	9	18	20
ENSG00000065621	GSTO2	31	31	46	28	45	40
ENSG00000065665	SEC61A2	145	243	247	210	199	252
ENSG00000065675	PRKCQ	165	156	123	167	192	151
ENSG00000065717	TLE2	127	102	90	136	171	144
ENSG00000065802	ASB1	1017	1163	1331	1121	1172	1077
ENSG00000065809	FAM107B	1236	1251	1394	1351	1108	1150
ENSG00000065833	ME1	2991	2615	2340	2985	2740	2955
ENSG00000065882	TBC1D1	2493	2161	1738	2419	2475	2152
ENSG00000065883	CDK13	2348	2445	2188	2594	2748	2629
ENSG00000065911	MTHFD2	8063	6025	5270	5654	6450	6113
ENSG00000065923	SLC9A7	218	218	170	191	239	184
ENSG00000065970	FOXJ2	934	859	738	888	992	972
ENSG00000065978	YBX1	27879	23830	27957	26953	24084	23721
ENSG00000065989	PDE4A	312	354	263	342	355	301
ENSG00000066027	PPP2R5A	512	495	568	563	482	490
ENSG00000066032	CTNNA2	33	21	9	15	23	24
ENSG00000066044	ELAVL1	2935	2595	2330	2847	2822	2377
ENSG00000066056	TIE1	3	3	16	5	6	5
ENSG00000066084	DIP2B	984	931	824	999	1033	1011
ENSG00000066117	SMARCD1	1611	1610	1450	1675	1819	1622
ENSG00000066135	KDM4A	1278	1261	1189	1372	1531	1317
ENSG00000066136	NFYC	1115	1033	1035	1093	1088	961
ENSG00000066185	ZMYND12	2	0	6	4	6	1
ENSG00000066230	SLC9A3	53	172	140	91	149	124
ENSG00000066248	NGEF	35	20	25	43	28	28
ENSG00000066279	ASPM	802	1100	845	1398	1102	1212
ENSG00000066322	ELOVL1	2438	2420	2367	2508	2259	2167
ENSG00000066336	SPI1	0	0	1	0	0	1
ENSG00000066379	ZNRD1	248	151	183	158	173	178
ENSG00000066382	MPPED2	236	219	165	241	236	234
ENSG00000066405	CLDN18	9	26	26	9	14	19
ENSG00000066422	ZBTB11	739	761	798	781	784	928
ENSG00000066427	ATXN3	442	490	492	447	474	507
ENSG00000066455	GOLGA5	1251	1061	865	1103	1218	1112
ENSG00000066468	FGFR2	91	100	45	87	111	111
ENSG00000066557	LRRC40	481	456	447	529	480	537
ENSG00000066583	ISOC1	1078	804	459	822	1064	829
ENSG00000066629	EML1	837	807	738	681	869	556
ENSG00000066651	TRMT11	515	487	370	483	519	464
ENSG00000066654	THUMPD1	1086	1154	1153	1186	1200	1112
ENSG00000066697	MSANTD3	2260	2006	1940	2047	2050	1837
ENSG00000066735	KIF26A	145	172	166	194	145	134
ENSG00000066739	ATG2B	383	569	462	512	526	606
