id	sym	wt_1	wt_2	wt_3	IFNgR_KO_1	IFNgR_KO_2	IFNgR_KO_3
ENSMUSG00000033364	Usp37	1902	1409	1719	1231	2417	1494
ENSMUSG00000033365	Ipo13	423	347	465	433	653	530
ENSMUSG00000033368	Trim69	10	10	4	3	14	4
ENSMUSG00000033373	Fntb	261	232	355	291	457	297
ENSMUSG00000033379	Atp6v0b	5931	3852	3742	5086	8325	5743
ENSMUSG00000033382	Trappc8	4027	2687	2091	2874	5859	3551
ENSMUSG00000033386	Frrs1	844	577	407	545	1062	685
ENSMUSG00000033392	Clasp2	2366	1969	1956	1724	3570	2532
ENSMUSG00000033396	Spg11	1936	1514	1639	1465	2871	1761
ENSMUSG00000033400	Agl	1471	1203	1298	1128	2244	1447
ENSMUSG00000033405	Nudt15	14	8	7	22	32	15
ENSMUSG00000033409	Syce1l	20	13	15	16	20	22
ENSMUSG00000033411	Ctdspl2	1581	1240	1221	1117	2124	1308
ENSMUSG00000033416	Gucd1	1191	714	600	768	1595	1054
ENSMUSG00000033417	Cacul1	3557	2619	2122	2885	5387	3383
ENSMUSG00000033420	Antxr1	28	26	313	57	83	27
ENSMUSG00000033423	Eri3	631	519	602	725	1064	918
ENSMUSG00000033427	Upb1	5	3	8	10	13	39
ENSMUSG00000033429	Mcee	246	180	181	247	421	226
ENSMUSG00000033430	Terf2ip	476	288	494	378	757	427
ENSMUSG00000033434	Gtpbp6	518	290	271	277	577	330
ENSMUSG00000033436	Armcx2	137	150	845	205	238	175
ENSMUSG00000033439	Trmt13	294	141	162	147	398	195
ENSMUSG00000033444	Specc1l	2142	1953	1710	1424	2549	1843
ENSMUSG00000033446	Lpar6	1462	1152	628	926	1990	1255
ENSMUSG00000033450	Tagap	902	953	341	281	539	516
ENSMUSG00000033454	Zbtb1	804	767	880	703	1410	979
ENSMUSG00000033458	Fan1	166	101	95	88	181	110
ENSMUSG00000033460	Armcx1	26	24	184	28	25	17
ENSMUSG00000033467	Crlf2	1521	1043	581	951	1525	1181
ENSMUSG00000033470	Cysltr2	29	30	8	16	12	18
ENSMUSG00000033475	Tomm6	678	710	644	573	1057	685
ENSMUSG00000033478	Fam160b1	1023	781	749	747	1549	938
ENSMUSG00000033486	Catsper2	42	20	24	10	49	22
ENSMUSG00000033487	Fndc3a	6771	4917	2272	2954	7464	3677
ENSMUSG00000033488	BC026585	174	159	89	206	342	243
ENSMUSG00000033499	Larp4b	4245	3356	2290	2446	5777	3358
ENSMUSG00000033502	Cdc14a	304	238	260	213	486	294
ENSMUSG00000033508	Asprv1	602	197	55	150	1022	223
ENSMUSG00000033526	Ppip5k1	274	199	288	292	463	338
ENSMUSG00000033530	Ttc7b	997	716	888	834	1424	977
ENSMUSG00000033538	Casp4	1352	1004	355	270	751	360
ENSMUSG00000033540	Idua	479	472	340	416	900	564
ENSMUSG00000033542	Arhgef5	6	5	16	0	6	8
ENSMUSG00000033543	Gtf2a2	716	459	710	573	1139	723
ENSMUSG00000033545	Znrf1	1144	678	622	838	1517	788
ENSMUSG00000033554	Dph5	465	323	353	409	787	496
ENSMUSG00000033557	Fam20b	2613	2129	2097	2083	3772	2575
ENSMUSG00000033565	Rbfox2	133	154	692	161	207	118
ENSMUSG00000033577	Myo6	110	103	863	138	150	91
ENSMUSG00000033581	Igf2bp2	699	761	300	250	601	207
ENSMUSG00000033589	Reep4	484	383	487	541	791	681
ENSMUSG00000033594	Spata2l	43	50	59	61	97	91
ENSMUSG00000033595	Lgi3	1	0	1	0	8	11
ENSMUSG00000033596	Rfwd3	713	542	744	624	1174	872
ENSMUSG00000033610	Pank1	95	58	143	163	271	177
ENSMUSG00000033618	Map3k13	8	11	38	16	11	8
ENSMUSG00000033623	Pcgf3	871	603	995	865	1390	879
ENSMUSG00000033624	Pdpr	592	515	507	561	1012	651
ENSMUSG00000033628	Pik3c3	938	749	630	656	1405	907
ENSMUSG00000033629	Hacd3	1395	964	1466	1672	3017	1819
ENSMUSG00000033632	AW554918	216	169	175	167	333	227
ENSMUSG00000033644	Piwil2	701	494	248	327	891	647
ENSMUSG00000033653	Vps8	1993	1690	1432	1765	3037	2171
ENSMUSG00000033658	Ddx19b	926	770	757	709	1392	748
ENSMUSG00000033669	Zfp7	150	79	187	108	225	143
ENSMUSG00000033671	Cep350	3255	2781	1730	1765	3969	2546
ENSMUSG00000033684	Qsox1	682	472	377	476	1086	705
ENSMUSG00000033685	Ucp2	5066	6175	2937	3599	6451	5626
ENSMUSG00000033697	Arhgap39	443	326	671	418	831	677
ENSMUSG00000033701	Acbd6	506	424	594	493	779	609
ENSMUSG00000033703	Fuk	226	163	367	279	310	222
ENSMUSG00000033705	Stard9	2295	1779	1249	1434	3318	2302
ENSMUSG00000033706	Smyd5	958	750	1059	1020	1546	1237
ENSMUSG00000033712	Ccar2	1099	772	995	997	1547	1117
ENSMUSG00000033713	Foxn3	843	739	584	543	1016	693
ENSMUSG00000033717	Adra2a	8	1	4	10	7	28
ENSMUSG00000033720	Sfxn5	1022	624	532	729	1424	649
ENSMUSG00000033721	Vav3	4239	3130	1495	2667	5595	3208
ENSMUSG00000033728	Lrrc14	590	412	672	582	935	686
ENSMUSG00000033730	Egr3	55	19	6	13	64	30
ENSMUSG00000033732	Sf3b3	4455	3846	5009	4207	7340	5179
ENSMUSG00000033735	Spr	621	411	831	789	1070	788
ENSMUSG00000033737	Fndc3c1	51	42	450	73	92	33
ENSMUSG00000033739	Fkbpl	219	163	151	188	291	180
ENSMUSG00000033740	St18	25	26	10	25	81	32
ENSMUSG00000033751	Gadd45gip1	857	561	870	901	1291	956
ENSMUSG00000033752	Mnd1	19	13	29	18	23	17
ENSMUSG00000033760	Rbm4b	437	344	269	207	487	252
ENSMUSG00000033762	Recql4	141	91	270	138	229	133
ENSMUSG00000033763	Mtss1l	16	14	79	15	45	34
ENSMUSG00000033767	D930015E06Rik	965	592	676	757	1327	1087
ENSMUSG00000033768	Nrxn2	4	3	21	4	2	2
ENSMUSG00000033769	Exoc6b	804	803	872	761	1493	919
ENSMUSG00000033773	Rpap2	370	328	354	350	587	406
ENSMUSG00000033777	Tlr13	13588	13141	4960	9045	19124	10418
ENSMUSG00000033781	Asb13	155	113	93	83	147	97
ENSMUSG00000033790	Tubgcp5	713	513	514	619	1274	751
ENSMUSG00000033792	Atp7a	4141	4075	3084	2504	5323	3180
ENSMUSG00000033793	Atp6v1h	3824	2659	2468	3069	5419	3307
ENSMUSG00000033799	Fam208b	1003	873	921	663	1379	895
ENSMUSG00000033808	Tmem87a	2152	1591	1657	1643	3080	1913
ENSMUSG00000033809	Alg3	180	206	202	195	359	281
ENSMUSG00000033813	Tcea1	692	515	552	509	949	505
ENSMUSG00000033819	Ppp1r16a	431	337	448	373	591	446
ENSMUSG00000033826	Dnah8	36	18	11	9	26	35
ENSMUSG00000033845	Mrpl15	1224	1021	1392	1243	2094	1397
ENSMUSG00000033847	Pla2g4c	10	5	13	5	8	4
ENSMUSG00000033852	Gm28042	177	140	160	190	266	175
ENSMUSG00000033855	Ston1	10	18	55	2	3	7
ENSMUSG00000033857	Engase	193	149	147	227	333	243
ENSMUSG00000033862	Cdk10	395	255	291	351	558	417
ENSMUSG00000033863	Klf9	389	492	322	171	378	276
ENSMUSG00000033871	Ppargc1b	72	65	81	53	84	80
ENSMUSG00000033880	Lgals3bp	4400	4189	2607	2493	4661	3002
ENSMUSG00000033883	D3Ertd254e	245	250	437	262	465	333
ENSMUSG00000033885	Pxk	1595	1171	592	900	1975	1076
ENSMUSG00000033902	Mapkbp1	437	256	270	294	603	346
ENSMUSG00000033904	Ccp110	256	228	361	181	434	203
ENSMUSG00000033906	Zdhhc15	36	23	234	39	65	47
ENSMUSG00000033909	Usp36	715	403	548	493	935	594
ENSMUSG00000033916	Chmp2a	4403	3467	2297	3412	5771	3734
ENSMUSG00000033917	Gde1	2826	2642	1558	1648	2905	1667
ENSMUSG00000033918	Parl	979	838	778	952	1622	1139
ENSMUSG00000033931	Rbm34	747	595	453	462	1055	584
ENSMUSG00000033933	Vhl	1718	1366	1323	960	1913	1217
ENSMUSG00000033938	Ndufb7	1422	1353	1362	1633	2257	1831
ENSMUSG00000033940	Brk1	4029	3172	2933	3509	6382	4176
ENSMUSG00000033943	Mga	3121	2269	1898	1585	4112	2395
ENSMUSG00000033948	Zswim5	1	5	36	7	8	5
ENSMUSG00000033949	Trim36	202	153	103	150	354	265
ENSMUSG00000033952	Aspm	701	616	1757	939	1438	1132
ENSMUSG00000033953	Ppp3r1	2119	1964	1734	2092	3957	2525
ENSMUSG00000033955	Tnks1bp1	385	300	704	315	435	356
ENSMUSG00000033960	9430020K01Rik	61	65	139	91	96	105
ENSMUSG00000033961	Zfp446	127	88	120	99	189	145
ENSMUSG00000033964	Zbtb41	794	526	1251	487	1208	686
ENSMUSG00000033965	Slc16a2	0	1	13	0	2	0
ENSMUSG00000033966	Cdkl4	25	9	17	10	40	18
ENSMUSG00000033967	Rnf225	18	19	19	15	25	22
ENSMUSG00000033970	Rfc3	492	388	617	495	708	516
ENSMUSG00000033972	Zfp944	245	174	182	172	360	190
ENSMUSG00000033983	Coil	254	192	309	269	390	283
ENSMUSG00000033985	Tesk2	215	121	143	189	508	296
ENSMUSG00000033987	Dnah17	13	8	9	3	24	2
ENSMUSG00000033991	Ttc37	1162	877	949	931	1917	1162
ENSMUSG00000034006	Pqlc1	1221	905	581	1001	1673	1311
ENSMUSG00000034007	Scaper	652	556	494	381	741	419
ENSMUSG00000034021	Pds5b	793	629	928	572	1083	709
ENSMUSG00000034022	Cpsf1	1505	1092	1666	1482	2259	1776
ENSMUSG00000034023	Fancd2	361	353	1094	434	622	483
ENSMUSG00000034024	Cct2	9075	6735	8956	7967	13150	8657
ENSMUSG00000034028	Cd226	149	61	30	57	167	250
ENSMUSG00000034032	Rpap1	483	390	644	549	766	638
ENSMUSG00000034035	Ccdc17	69	43	31	58	111	49
ENSMUSG00000034041	Lyl1	589	390	337	712	1167	854
ENSMUSG00000034042	Gpbp1l1	1755	1095	888	1020	2364	1263
ENSMUSG00000034055	Phka1	221	179	323	240	447	273
ENSMUSG00000034057	Myrfl	4	6	24	8	0	7
ENSMUSG00000034064	Poglut1	1035	736	1199	888	1686	1192
ENSMUSG00000034066	Farp2	58	73	100	96	104	94
ENSMUSG00000034071	Zfp551	7	11	11	13	18	32
ENSMUSG00000034075	Zdhhc5	3387	2937	2622	2759	5404	3517
ENSMUSG00000034083	Ccdc174	724	596	584	370	890	431
ENSMUSG00000034088	Hdlbp	9347	8355	9446	8164	13471	9880
ENSMUSG00000034101	Ctnnd1	2764	2571	3133	2954	5542	3787
ENSMUSG00000034105	Tldc1	278	222	182	214	387	273
ENSMUSG00000034108	Ccs	388	316	291	418	614	446
ENSMUSG00000034109	Golim4	509	403	664	434	785	477
ENSMUSG00000034110	Kctd7	186	137	187	169	309	183
ENSMUSG00000034111	Tmed8	853	698	756	701	1190	799
ENSMUSG00000034116	Vav1	7128	5456	3026	4997	9382	5900
ENSMUSG00000034118	Tpst1	720	727	638	415	743	485
ENSMUSG00000034120	Srsf2	6746	5377	5876	5607	10239	6403
ENSMUSG00000034121	Mks1	82	67	127	94	167	109
ENSMUSG00000034126	Pomt2	454	351	680	438	759	532
ENSMUSG00000034135	Sik3	1203	870	804	576	1257	680
ENSMUSG00000034152	Exoc3	2331	1890	1633	2091	3735	2420
ENSMUSG00000034154	Ino80	1374	1057	919	912	2129	1324
ENSMUSG00000034156	Bzrap1	128	83	30	59	152	81
ENSMUSG00000034157	Cipc	922	701	920	689	1388	812
ENSMUSG00000034158	Lrrc58	4964	4320	4023	4147	7872	5374
ENSMUSG00000034160	Ogt	3351	2133	2506	2249	4817	2993
ENSMUSG00000034163	Zfc3h1	2761	2179	1528	1506	3438	2207
ENSMUSG00000034165	Ccnd3	1299	988	1373	1091	1954	1649
ENSMUSG00000034168	Irf2bpl	1226	964	1301	1106	1545	1109
ENSMUSG00000034171	Faah	11	1	34	11	15	8
ENSMUSG00000034173	Zbed5	8	12	17	13	31	20
ENSMUSG00000034175	Rhbdd3	180	138	167	174	273	182
ENSMUSG00000034177	Rnf43	18	13	12	7	32	15
ENSMUSG00000034187	Nsf	4497	3130	2262	3267	6168	3844
ENSMUSG00000034189	Hsdl1	1520	1253	1056	1499	2496	1684
ENSMUSG00000034190	Chmp7	1206	883	972	1077	1917	1242
ENSMUSG00000034192	Lsm3	786	592	937	699	1311	756
ENSMUSG00000034194	R3hcc1	201	172	233	277	381	271
ENSMUSG00000034201	Gas2l1	704	558	658	854	1263	861
ENSMUSG00000034203	Chchd4	572	424	794	590	1023	659
ENSMUSG00000034205	Loxl2	41	39	466	58	51	29
ENSMUSG00000034206	Polq	295	248	432	252	481	383
ENSMUSG00000034210	Efcab14	737	598	710	631	1205	805
ENSMUSG00000034211	Mrps17	850	636	595	862	1436	970
ENSMUSG00000034216	Vps18	2495	1899	1683	2184	3415	2651
ENSMUSG00000034218	Atm	1351	1184	1626	1096	2148	1514
ENSMUSG00000034220	Gpc1	681	649	1697	600	855	729
ENSMUSG00000034226	Rhov	1621	958	406	536	880	283
ENSMUSG00000034227	Foxj1	12	9	6	12	8	12
ENSMUSG00000034235	Usp54	148	131	226	145	288	185
ENSMUSG00000034243	Golgb1	1958	1971	1654	1166	2737	1682
ENSMUSG00000034245	Hdac11	24	32	230	35	46	24
ENSMUSG00000034247	Plekhm1	1356	1198	912	1189	2091	1461
ENSMUSG00000034248	Slc25a37	633	374	397	376	889	404
ENSMUSG00000034252	Senp6	2402	1480	2012	1418	3143	1827
ENSMUSG00000034254	Agpat1	1130	990	1365	1148	1981	1348
ENSMUSG00000034255	Arhgap27	1014	849	564	570	1047	678
ENSMUSG00000034259	Exosc4	515	393	518	495	775	579
ENSMUSG00000034263	Vwa9	967	758	702	845	1641	1160
ENSMUSG00000034265	Zdhhc14	231	154	222	365	547	331
ENSMUSG00000034266	Batf	662	484	339	611	933	732
ENSMUSG00000034269	Setd5	2836	2339	2790	1665	3826	2208
ENSMUSG00000034271	Jdp2	1720	1475	973	729	1582	762
ENSMUSG00000034274	Thoc5	1010	1045	1248	1130	1877	1305
ENSMUSG00000034275	Igsf9b	12	19	82	23	15	15
ENSMUSG00000034278	Dnajc17	233	181	163	185	238	169
ENSMUSG00000034285	Nipsnap1	113	105	418	138	164	108
ENSMUSG00000034290	Nek9	2451	2194	2481	1924	3732	2619
ENSMUSG00000034292	Traf3ip1	110	99	129	80	172	99
ENSMUSG00000034297	Med13	3929	3154	2652	1984	5198	2963
ENSMUSG00000034300	Fam53c	552	453	483	438	731	474
ENSMUSG00000034303	Ccdc15	77	75	155	64	150	92
ENSMUSG00000034308	Sdr42e1	87	60	50	96	156	79
ENSMUSG00000034311	Kif4	616	615	1151	642	941	846
ENSMUSG00000034312	Iqsec1	2109	1401	853	930	2035	1157
ENSMUSG00000034317	Trim59	284	196	519	281	442	286
ENSMUSG00000034320	Slc26a2	1759	1408	812	981	2237	1408
ENSMUSG00000034321	Exosc1	416	264	328	339	670	393
ENSMUSG00000034327	Kctd9	308	234	287	242	459	310
ENSMUSG00000034329	Brip1	453	391	715	400	674	574
ENSMUSG00000034330	Plcg2	6621	4933	2744	4464	7995	6160
ENSMUSG00000034333	Zbed4	210	126	147	160	331	206
ENSMUSG00000034334	Fam151b	195	128	82	160	331	156
ENSMUSG00000034341	Wbp2	714	810	1119	776	1282	933
ENSMUSG00000034342	Cbl	2253	1703	1009	1234	2637	1853
ENSMUSG00000034343	Ube2f	1191	904	733	972	1720	1180
ENSMUSG00000034345	Gtf2h5	987	813	885	930	1651	973
ENSMUSG00000034349	Smc4	3015	2701	2891	1771	4008	2238
ENSMUSG00000034353	Ramp1	215	154	135	231	424	518
ENSMUSG00000034354	Mtmr3	5199	3588	3444	3225	6553	4105
ENSMUSG00000034361	Cpne2	1387	1074	682	811	1509	875
ENSMUSG00000034371	Tkfc	58	89	103	104	125	124
ENSMUSG00000034377	Tulp4	1082	894	1006	1029	1737	1258
ENSMUSG00000034379	Wdr5b	193	125	111	143	276	198
ENSMUSG00000034390	Cmip	1242	1087	726	814	1565	977
ENSMUSG00000034394	Lif	143	74	30	50	119	61
ENSMUSG00000034401	Spata6	965	739	688	670	1190	722
ENSMUSG00000034403	Pja1	943	631	900	891	1527	1081
ENSMUSG00000034412	Tbc1d10a	656	427	450	451	752	525
ENSMUSG00000034413	Neurl1b	264	181	149	224	370	456
ENSMUSG00000034416	Pkd1l2	223	98	57	105	272	104
ENSMUSG00000034422	Parp14	8225	6450	2604	2513	5827	3286
ENSMUSG00000034424	Gcsh	1089	763	739	1123	1789	1159
ENSMUSG00000034429	Zfp707	63	84	137	69	130	108
ENSMUSG00000034430	Zxdc	1088	758	1363	834	1462	1025
ENSMUSG00000034432	Cops8	1550	1187	1384	1325	2350	1564
ENSMUSG00000034438	Gbp8	590	494	202	39	103	78
ENSMUSG00000034442	Trmt5	353	254	339	310	553	396
ENSMUSG00000034445	Cyb561a3	272	188	144	229	439	289
ENSMUSG00000034449	Dhrs11	170	155	105	138	249	157
ENSMUSG00000034453	Polr3b	832	667	738	752	1339	870
ENSMUSG00000034457	Eda2r	4	0	3	1	12	4
ENSMUSG00000034459	Ifit1	2196	2498	619	253	558	325
ENSMUSG00000034460	Six4	15	18	158	25	25	32
ENSMUSG00000034462	Pkd2	659	459	622	591	1022	664
ENSMUSG00000034471	Caskin2	106	78	243	130	214	109
ENSMUSG00000034472	Rasd2	23	19	106	28	26	15
ENSMUSG00000034473	Sec22a	430	299	338	394	730	457
ENSMUSG00000034480	Diaph2	1857	1503	713	1094	2453	1591
ENSMUSG00000034484	Snx2	10093	7454	4479	9735	18955	9587
ENSMUSG00000034485	Uaca	107	141	379	109	201	103
ENSMUSG00000034486	Gbx2	1	3	5	12	7	3
ENSMUSG00000034487	Kdelc2	267	248	403	468	821	535
ENSMUSG00000034488	Edil3	51	19	77	29	56	30
ENSMUSG00000034501	Pcnx4	139	144	250	152	244	163
ENSMUSG00000034509	Mad2l1bp	278	259	243	241	450	285
ENSMUSG00000034518	Hmgxb4	817	577	655	580	1105	672
ENSMUSG00000034520	Gjc1	22	16	254	31	23	20
ENSMUSG00000034522	Zfp395	208	218	177	184	313	196
ENSMUSG00000034525	Ice1	2010	1375	1357	1292	2527	1771
ENSMUSG00000034538	Zfp418	42	31	54	45	78	37
ENSMUSG00000034543	Morc2a	1380	922	1198	1023	1929	1180
ENSMUSG00000034544	Rsrc1	780	710	929	618	1247	701
ENSMUSG00000034557	Zfyve9	1012	909	919	566	1045	588
ENSMUSG00000034560	A230046K03Rik	4932	3373	2596	3292	7043	3971
ENSMUSG00000034563	Ccpg1	962	704	683	648	1401	806
ENSMUSG00000034566	Atp5h	1129	935	846	1052	1805	1264
ENSMUSG00000034570	Inpp5j	32	69	18	9	11	10
ENSMUSG00000034574	Daam1	915	668	945	502	995	623
ENSMUSG00000034575	Papd7	714	597	639	541	901	650
ENSMUSG00000034579	Pla2g3	4	4	32	1	4	7
ENSMUSG00000034586	Hid1	8	5	25	11	16	7
ENSMUSG00000034587	8430429K09Rik	44	33	68	25	67	46
ENSMUSG00000034591	Slc41a2	855	754	374	649	1169	838
ENSMUSG00000034593	Myo5a	9594	7581	7825	7582	15854	9744
ENSMUSG00000034595	Ppp1r18	3111	2526	1785	2458	4582	3039
ENSMUSG00000034601	2700049A03Rik	330	279	494	280	502	339
ENSMUSG00000034602	Mon2	3517	2712	2535	3049	5703	3564
ENSMUSG00000034610	Zcchc11	516	470	760	285	661	405
ENSMUSG00000034612	Chst11	1288	843	410	745	1501	726
ENSMUSG00000034613	Ppm1h	2811	2185	2380	2230	4010	2705
ENSMUSG00000034614	Pik3ip1	56	52	173	18	73	22
ENSMUSG00000034616	Ssh3	994	692	506	1054	1768	1263
ENSMUSG00000034617	Mtrr	552	312	457	478	734	520
ENSMUSG00000034620	Tmem5	778	526	606	660	1085	739
ENSMUSG00000034621	Gpatch8	1264	918	1004	794	1507	1133
ENSMUSG00000034636	Zyg11b	2103	1761	1623	1608	3197	2178
ENSMUSG00000034639	Setmar	62	37	72	53	97	91
ENSMUSG00000034640	Tiparp	12500	7996	4538	3984	9544	4113
ENSMUSG00000034641	Cd300ld	3888	2359	1329	2552	5197	2706
ENSMUSG00000034647	Ankrd12	1013	773	442	340	1148	548
ENSMUSG00000034652	Cd300a	3413	2691	1531	2714	4949	3176
ENSMUSG00000034653	Ythdc2	1021	701	486	630	1349	768
ENSMUSG00000034656	Cacna1a	14	10	23	19	40	48
ENSMUSG00000034659	Tmem109	1158	918	947	1196	1868	1640
ENSMUSG00000034663	Bmp2k	6018	4209	2656	4275	8733	5500
ENSMUSG00000034664	Itga2b	14	1	7	1	13	6
ENSMUSG00000034667	Xpot	1928	1313	2130	1803	3136	2066
ENSMUSG00000034673	Pbx2	1763	1438	1086	1397	2516	1589
ENSMUSG00000034674	Tdg	109	92	80	88	143	91
ENSMUSG00000034675	Dbn1	69	58	344	79	114	63
ENSMUSG00000034681	Rnps1	564	379	466	457	849	513
ENSMUSG00000034684	Sema3f	9	8	71	20	16	8
ENSMUSG00000034685	Fam171a2	10	5	60	4	4	2
ENSMUSG00000034686	Prr7	27	16	21	10	20	9
ENSMUSG00000034706	Dnaic2	8	6	53	10	5	3
ENSMUSG00000034707	Gns	10052	10671	7728	8827	15190	10952
ENSMUSG00000034708	Grn	22677	20543	16652	26303	41230	32832
ENSMUSG00000034709	Ppp1r21	2074	1532	1058	1785	3545	2566
ENSMUSG00000034714	Ttyh2	863	798	1510	1737	2349	2054
ENSMUSG00000034723	Tmx4	1519	1358	1124	1203	2316	1391
ENSMUSG00000034724	Cnot6l	1667	1580	1058	1271	2664	1696
ENSMUSG00000034729	Mrps10	353	316	357	343	598	426
ENSMUSG00000034731	Dgkh	413	313	208	188	374	244
ENSMUSG00000034738	Nostrin	407	306	214	376	742	549
ENSMUSG00000034739	Mfrp	7	1	26	8	8	4
ENSMUSG00000034744	Nagk	1139	798	831	1217	1969	1357
ENSMUSG00000034748	Sirt6	251	200	220	179	299	244
ENSMUSG00000034751	Mast4	25	20	87	18	39	29
ENSMUSG00000034757	Tmub2	855	641	665	687	1294	855
ENSMUSG00000034758	Tle6	50	34	26	30	75	70
ENSMUSG00000034761	Map4k5	654	557	1226	587	948	603
ENSMUSG00000034764	1700006J14Rik	0	4	7	14	11	5
ENSMUSG00000034765	Dusp5	2462	1259	593	666	1851	937
ENSMUSG00000034771	Tle2	5	7	1	4	16	13
ENSMUSG00000034773	BC030867	72	74	147	86	99	127
ENSMUSG00000034780	B3galt1	7	10	32	2	8	0
ENSMUSG00000034781	Gna11	328	267	904	395	517	436
ENSMUSG00000034786	Gpsm3	851	922	652	744	1469	980
ENSMUSG00000034789	Rab24	1138	770	798	913	1625	1069
ENSMUSG00000034792	Gna15	677	544	352	640	947	966
ENSMUSG00000034793	G6pc3	329	279	416	415	633	471
ENSMUSG00000034795	Ccdc122	96	97	71	70	141	75
ENSMUSG00000034799	Unc13a	136	114	75	70	130	72
ENSMUSG00000034800	Zfp661	105	54	81	85	139	82
ENSMUSG00000034801	Sos2	1093	764	734	654	1430	847
ENSMUSG00000034807	Colgalt1	5071	3975	3250	5069	8078	7562
ENSMUSG00000034820	Cpsf7	1016	718	714	682	1350	821
ENSMUSG00000034825	Nrip3	9	6	34	6	14	2
ENSMUSG00000034826	Nup54	963	618	553	689	1336	726
ENSMUSG00000034832	Tet3	1575	1294	1395	1327	2591	1712
ENSMUSG00000034833	Tespa1	11	10	4	0	2	4
ENSMUSG00000034842	Art3	9	15	31	2	5	4
ENSMUSG00000034848	Ttc21b	325	225	916	319	487	376
ENSMUSG00000034850	Tmem127	2287	1704	1454	1764	3511	2472
ENSMUSG00000034853	Acot11	436	241	179	380	616	572
ENSMUSG00000034854	Mfsd12	4276	3271	2533	4618	6015	5395
ENSMUSG00000034855	Cxcl10	3477	3029	1212	171	314	186
ENSMUSG00000034858	Fam214a	130	162	130	103	203	146
ENSMUSG00000034863	Ano8	401	272	389	362	487	405
ENSMUSG00000034867	Ankrd27	1087	724	857	899	1594	1099
ENSMUSG00000034868	Myl12b	3060	2684	1844	2291	4293	2889
ENSMUSG00000034875	Nudt19	757	569	697	622	1082	816
ENSMUSG00000034880	Mrpl34	489	402	456	536	852	541
ENSMUSG00000034883	Lrr1	33	16	69	58	95	82
ENSMUSG00000034889	Cactin	948	609	766	817	1206	923
ENSMUSG00000034892	Rps29	28	21	21	17	44	36
ENSMUSG00000034893	Cog3	1887	1270	962	1206	2523	1531
ENSMUSG00000034898	Filip1	11	19	112	18	12	13
ENSMUSG00000034902	Pip5k1c	3771	2568	1961	2713	4306	3488
ENSMUSG00000034903	Cobll1	23	11	116	10	21	13
ENSMUSG00000034906	Ncaph	658	559	998	792	1088	878
ENSMUSG00000034908	Sidt2	3925	2507	2228	2857	4813	4204
ENSMUSG00000034910	Pygo1	35	32	321	56	58	40
ENSMUSG00000034911	Ushbp1	0	2	16	2	2	2
ENSMUSG00000034912	Mdga2	7	8	58	9	14	4
ENSMUSG00000034917	Tjp3	145	81	101	157	208	126
ENSMUSG00000034918	Cdhr2	6	8	26	1	3	7
ENSMUSG00000034926	Dhcr24	591	511	1613	876	1292	1730
ENSMUSG00000034928	Rnf44	360	322	373	358	592	418
ENSMUSG00000034930	Rtkn	151	108	1092	180	202	155
ENSMUSG00000034931	Dhx8	2021	1886	1385	1502	2762	1948
ENSMUSG00000034932	Mrpl54	1214	1018	841	1175	1693	1292
ENSMUSG00000034936	Arl4d	23	20	17	34	47	40
ENSMUSG00000034940	Synrg	1059	906	875	1017	1801	1219
ENSMUSG00000034947	Tmem106a	3419	2928	1562	2864	5161	2971
ENSMUSG00000034949	Zfr2	20	17	46	6	24	16
ENSMUSG00000034951	Cog7	709	565	593	640	1195	711
ENSMUSG00000034957	Cebpa	5308	4276	2786	4522	7178	6330
ENSMUSG00000034959	5031414D18Rik	526	525	234	258	517	388
ENSMUSG00000034968	Lbx2	1	6	5	9	15	6
ENSMUSG00000034973	Dopey1	1197	725	585	773	1659	1167
ENSMUSG00000034974	Dapk3	588	482	461	603	823	657
ENSMUSG00000034987	Hrh2	337	324	124	123	238	172
ENSMUSG00000034993	Vat1	6704	5811	7469	8687	12883	9997
ENSMUSG00000034994	Eef2	55938	47567	57957	57385	75053	66627
ENSMUSG00000034998	Foxn2	3840	2503	1766	2288	5119	2957
ENSMUSG00000035000	Dpp4	338	188	147	179	400	374
ENSMUSG00000035004	Igsf6	3831	3370	1192	2046	4788	2201
ENSMUSG00000035007	Rundc1	365	266	292	291	444	383
ENSMUSG00000035011	Zbtb7a	1192	1169	1026	1209	1845	1495
ENSMUSG00000035021	Baz1a	4417	2913	2855	2560	5628	3416
ENSMUSG00000035024	Ncapd3	820	645	1097	710	1261	1005
ENSMUSG00000035027	Map2k2	2708	1857	2205	2467	3686	2842
ENSMUSG00000035041	Creb3l3	18	14	3	27	24	14
ENSMUSG00000035042	Ccl5	71	192	70	39	90	55
ENSMUSG00000035045	Zc3h12b	10	3	68	18	10	2
ENSMUSG00000035047	Kri1	1004	670	782	793	1671	1032
ENSMUSG00000035048	Anapc13	191	179	231	230	331	255
ENSMUSG00000035049	Rrp12	981	661	740	852	1353	1151
ENSMUSG00000035051	Dhx57	636	511	563	488	995	570
ENSMUSG00000035062	Zc4h2	114	70	187	121	206	129
ENSMUSG00000035064	Eef2k	560	383	844	893	1328	949
ENSMUSG00000035069	Oma1	594	422	311	480	845	569
ENSMUSG00000035078	Mtmr9	870	667	715	858	1277	949
ENSMUSG00000035086	Becn1	3570	2437	2556	2486	4806	3040
ENSMUSG00000035093	Secisbp2l	3118	2305	1710	2086	4488	2552
