id	sym	WT_1	WT_2	WT_3	Cbfb_MYH11_1	Cbfb_MYH11_2	Cbfb_MYH11_3
ENSMUSG00000002748	Baz1b	12170	12372	10003	12741	14557	12649
ENSMUSG00000002763	Pex6	1269	1524	1124	1131	1152	1093
ENSMUSG00000002767	Mrpl2	1300	1207	929	1290	1237	1322
ENSMUSG00000002768	Mea1	1664	1960	1568	1606	1547	1482
ENSMUSG00000002769	Gnmt	7	6	5	15	25	11
ENSMUSG00000002771	Grin2d	8	4	3	461	470	532
ENSMUSG00000002778	Kdelr1	3382	3566	2869	4176	3706	3970
ENSMUSG00000002781	Tmem143	489	554	388	574	495	523
ENSMUSG00000002791	Pdxk-ps	1	1	0	6	16	10
ENSMUSG00000002797	Ggct	210	186	193	233	297	232
ENSMUSG00000002799	Jag2	22	19	15	25	18	27
ENSMUSG00000002803	Btbd6	324	347	266	328	312	364
ENSMUSG00000002804	Nudt14	205	205	168	281	294	283
ENSMUSG00000002808	Epdr1	1275	1202	959	1191	985	957
ENSMUSG00000002812	Flii	7683	8854	7197	8772	9180	8638
ENSMUSG00000002814	Top3a	1118	1092	940	1104	1295	1125
ENSMUSG00000002820	Atg4d	1060	1394	1076	1380	1243	1217
ENSMUSG00000002825	Qtrt1	395	400	342	419	417	455
ENSMUSG00000002831	Plin4	20	23	12	8	17	6
ENSMUSG00000002833	Hdgfrp2	2371	2523	2081	2364	2676	2425
ENSMUSG00000002835	Chaf1a	4921	4894	3931	3761	4258	3844
ENSMUSG00000002844	Adprh	3636	4147	3309	2429	2499	2297
ENSMUSG00000002845	Tmem39a	1114	1104	1000	1213	1343	1281
ENSMUSG00000002846	Timmdc1	651	704	529	616	538	624
ENSMUSG00000002847	Pla1a	9	16	7	3	3	1
ENSMUSG00000002870	Mcm2	12936	12569	10809	10854	11131	10700
ENSMUSG00000002871	Tpra1	903	855	682	1300	1315	1294
ENSMUSG00000002881	Nab1	2590	2605	2335	4216	4090	4519
ENSMUSG00000002885	Adgre5	7998	10117	8461	23245	20979	21815
ENSMUSG00000002897	Il17ra	6740	8353	6534	6359	7869	6376
ENSMUSG00000002900	Lamb1	13	4	8	2	1	0
ENSMUSG00000002908	Kcnn1	6	8	4	8	10	8
ENSMUSG00000002910	Arrdc2	298	262	246	364	408	413
ENSMUSG00000002944	Cd36	403	628	454	165	378	283
ENSMUSG00000002948	Map2k7	1198	1174	1004	1593	1656	1482
ENSMUSG00000002949	Timm44	1958	2075	1586	2077	2161	2081
ENSMUSG00000002957	Ap2a2	6498	6848	5657	7350	6468	6769
ENSMUSG00000002963	Pnkp	9703	12399	9652	3336	4588	2663
ENSMUSG00000002968	Med25	1692	1608	1181	2093	1955	2085
ENSMUSG00000002980	Bcam	10	11	7	229	78	333
ENSMUSG00000002981	Clptm1	4388	4747	3912	5552	5209	5241
ENSMUSG00000002983	Relb	171	232	166	510	379	486
ENSMUSG00000002984	Tomm40	2686	2713	2094	2554	2523	2448
ENSMUSG00000002985	Apoe	4273	6462	5065	18651	8624	12391
ENSMUSG00000002992	Apoc2	0	0	0	0	0	2
ENSMUSG00000002996	Hbp1	2832	2885	2432	3343	3415	3269
ENSMUSG00000002997	Prkar2b	5510	5388	4664	5071	4894	5297
ENSMUSG00000003031	Cdkn1b	1947	2052	1670	3334	3900	3900
ENSMUSG00000003032	Klf4	411	409	340	2649	2548	3162
ENSMUSG00000003033	Ap1m1	5891	6749	5146	5937	6166	5878
ENSMUSG00000003037	Rab8a	6420	6903	5682	5318	5590	5295
ENSMUSG00000003038	Hmgn2	83946	87432	73540	20322	31518	17982
ENSMUSG00000003039	Fam32a	4940	5443	4089	3935	4284	4314
ENSMUSG00000003051	Elf3	0	1	1	1	0	0
ENSMUSG00000003062	Stard3nl	563	543	457	701	701	765
ENSMUSG00000003068	Stk11	4575	5218	4090	4504	4890	4827
ENSMUSG00000003070	Efna2	0	1	2	4	6	3
ENSMUSG00000003072	Atp5d	3968	4159	3064	4744	4382	4757
ENSMUSG00000003099	Ppp5c	2579	2919	2295	2296	2878	2388
ENSMUSG00000003119	Cdk12	2388	2723	2231	4073	4569	4251
ENSMUSG00000003123	Lipe	1077	1368	1088	1777	1721	1894
ENSMUSG00000003131	Pafah1b2	3840	3763	3146	4116	4311	3920
ENSMUSG00000003134	Tbc1d8	5372	7196	5741	3215	4057	2802
ENSMUSG00000003135	Cnot11	2041	2008	1614	1712	1769	1837
ENSMUSG00000003153	Slc2a3	9425	12426	10041	8606	7772	9354
ENSMUSG00000003154	Foxj2	810	975	769	1682	1503	1645
ENSMUSG00000003161	Sri	10045	10542	9030	5038	5907	4560
ENSMUSG00000003166	Dgcr2	1928	2021	1665	2108	2246	2178
ENSMUSG00000003184	Irf3	1673	1907	1462	1871	2041	2045
ENSMUSG00000003190	Bcl2l12	671	598	453	629	682	702
ENSMUSG00000003198	Zfp959	369	341	318	454	459	429
ENSMUSG00000003199	Mpnd	1284	1300	1089	1303	1435	1359
ENSMUSG00000003200	Sh3gl1	1711	2006	1610	1772	2090	1884
ENSMUSG00000003206	Ebi3	2223	2421	1870	828	1191	790
ENSMUSG00000003208	Ccdc94	567	582	459	497	557	535
ENSMUSG00000003226	Ranbp2	10847	10246	8462	12504	13917	12412
ENSMUSG00000003227	Edar	0	0	1	2	3	3
ENSMUSG00000003228	Grk5	186	264	244	2365	2142	2525
ENSMUSG00000003233	Dvl3	472	509	403	799	907	824
ENSMUSG00000003234	Abcf3	1726	1819	1474	1830	1884	1840
ENSMUSG00000003235	Eif2b5	2883	2891	2410	3184	3139	3272
ENSMUSG00000003269	Cyth2	1256	1498	1163	1341	1508	1324
ENSMUSG00000003271	Sult2b1	16	12	9	12	10	13
ENSMUSG00000003273	Car11	3	0	0	1	2	1
ENSMUSG00000003279	Dlgap1	2	0	1	1	2	0
ENSMUSG00000003282	Plag1	57	55	51	113	121	136
ENSMUSG00000003283	Hck	7357	10303	7664	2782	4518	1963
ENSMUSG00000003299	Mrpl4	1270	1296	985	1972	1894	1951
ENSMUSG00000003308	Keap1	2218	2276	1830	2808	2763	2819
ENSMUSG00000003309	Ap1m2	26	38	33	28	26	23
ENSMUSG00000003316	Glg1	5570	5253	4895	7182	7511	7325
ENSMUSG00000003341	Atp8b3	4	5	1	45	46	75
ENSMUSG00000003344	Btbd2	1074	1065	803	1419	1369	1378
ENSMUSG00000003345	Csnk1g2	3960	4052	3174	4143	4425	4221
ENSMUSG00000003346	Abhd17a	1558	1470	1182	1920	1725	1902
ENSMUSG00000003348	Mob3a	5305	6085	4841	5135	5140	5091
ENSMUSG00000003352	Cacnb3	5	8	8	58	24	36
ENSMUSG00000003354	Ccdc65	0	1	0	0	0	1
ENSMUSG00000003355	Fkbp11	201	161	161	118	185	121
ENSMUSG00000003360	Ddx23	3997	4083	3331	4755	4960	4878
ENSMUSG00000003363	Pld3	1644	1965	1282	4291	3122	4152
ENSMUSG00000003378	Grik5	150	121	105	365	403	388
ENSMUSG00000003379	Cd79a	1753	2071	1438	1116	1907	1368
ENSMUSG00000003380	Rabac1	1680	1924	1473	1753	1517	1771
ENSMUSG00000003382	Etv3	844	924	725	2784	2338	2735
ENSMUSG00000003402	Prkcsh	4783	4918	4225	5352	5544	5506
ENSMUSG00000003410	Elavl3	0	0	0	2	1	1
ENSMUSG00000003411	Rab3b	12	15	14	10	6	14
ENSMUSG00000003418	St8sia6	166	155	202	224	137	164
ENSMUSG00000003420	Fcgrt	374	556	345	2806	1567	2236
ENSMUSG00000003421	Nosip	1721	1697	1396	2079	2101	2045
ENSMUSG00000003423	Pih1d1	2054	2298	1761	1730	1826	1764
ENSMUSG00000003429	Rps11	28009	25385	21664	31990	30245	31853
ENSMUSG00000003435	Supt5	6033	6185	5296	7877	8294	8095
ENSMUSG00000003436	Dll3	0	1	0	0	0	0
ENSMUSG00000003437	Paf1	2349	2606	2241	2312	2647	2451
ENSMUSG00000003438	Timm50	2272	2262	1794	2068	2181	2137
ENSMUSG00000003444	Med29	566	596	478	584	579	561
ENSMUSG00000003452	Bicd1	112	98	90	138	151	118
ENSMUSG00000003458	Ncstn	4136	4228	3772	5425	5945	5432
ENSMUSG00000003464	Pex19	2144	2154	1772	2365	2343	2278
ENSMUSG00000003469	Phyhip	545	440	391	31	29	7
ENSMUSG00000003484	Cyp4f18	1074	1674	1676	2179	2019	2087
ENSMUSG00000003500	Impdh1	3734	3784	3348	2529	3348	2720
ENSMUSG00000003518	Dusp3	192	162	151	2211	1752	2314
ENSMUSG00000003526	Prodh	1115	1120	1012	439	506	387
ENSMUSG00000003527	Dgcr14	973	986	755	1016	1043	969
ENSMUSG00000003528	Slc25a1	1632	1405	1203	1954	1817	1866
ENSMUSG00000003531	Dgcr6	519	474	415	345	364	392
ENSMUSG00000003534	Ddr1	22	19	32	572	317	406
ENSMUSG00000003541	Ier3	142	240	215	335	286	313
ENSMUSG00000003545	Fosb	10	14	126	13	8	39
ENSMUSG00000003546	Klc4	498	548	482	717	689	765
ENSMUSG00000003549	Ercc1	414	472	336	409	450	417
ENSMUSG00000003559	As3mt	805	629	628	871	942	830
ENSMUSG00000003573	Homer3	273	324	220	605	534	635
ENSMUSG00000003575	Crtc1	568	499	426	979	978	1019
ENSMUSG00000003581	Rnf215	197	225	200	427	485	492
ENSMUSG00000003585	Sec14l2	1281	1203	898	2407	2219	2236
ENSMUSG00000003604	Aven	756	767	633	712	663	722
ENSMUSG00000003617	Cp	24	46	65	209	178	227
ENSMUSG00000003623	Crot	1956	2194	1866	2155	2344	2138
ENSMUSG00000003644	Rps6ka1	19124	22159	17937	11154	12337	10197
ENSMUSG00000003660	Snrnp200	8697	9459	8472	12428	13697	13525
ENSMUSG00000003662	Ciao1	1594	1497	1239	1489	1476	1496
ENSMUSG00000003665	Has1	1	0	2	0	0	0
ENSMUSG00000003680	Taf6l	2248	2273	1920	2001	2135	1937
ENSMUSG00000003721	Insig2	576	593	488	624	640	655
ENSMUSG00000003731	Kpna6	2790	2778	2301	4003	4231	4005
ENSMUSG00000003746	Man1a	2511	2122	2255	2933	3181	2954
ENSMUSG00000003752	Itpkc	140	215	141	374	350	416
ENSMUSG00000003762	Adck4	594	625	521	749	719	695
ENSMUSG00000003778	Brd8	4368	4818	3983	4731	6116	4948
ENSMUSG00000003779	Kif20a	7130	6930	5549	5904	7108	6075
ENSMUSG00000003808	Farsa	3157	3117	2523	3106	3405	3206
ENSMUSG00000003809	Gcdh	927	837	671	1063	1120	1055
ENSMUSG00000003810	Mast2	2304	2657	2051	2378	2582	2334
ENSMUSG00000003812	Dnase2a	1672	1428	1287	3207	2747	3059
ENSMUSG00000003813	Rad23a	3811	3744	2961	3683	3567	3774
ENSMUSG00000003814	Calr	41371	44234	37006	42369	49128	42664
ENSMUSG00000003824	Syce2	1599	1407	1257	1583	1405	1336
ENSMUSG00000003847	Nfat5	1226	1663	1371	2141	3170	2535
ENSMUSG00000003848	Nob1	1276	1167	899	1647	1689	1855
ENSMUSG00000003849	Nqo1	403	320	323	915	763	844
ENSMUSG00000003863	Ppfia3	1	6	1	28	15	28
ENSMUSG00000003865	Gys1	6431	7435	5995	2229	2975	1902
ENSMUSG00000003868	Ruvbl2	4455	4663	3602	4059	4138	3864
ENSMUSG00000003872	Lin7b	2	2	1	2	2	3
ENSMUSG00000003873	Bax	876	890	694	1569	1471	1566
ENSMUSG00000003882	Il7r	306	248	194	746	1261	1109
ENSMUSG00000003923	Tfam	1813	1787	1477	1792	1695	1729
ENSMUSG00000003929	Zfp81	589	569	437	690	742	742
ENSMUSG00000003934	Efnb3	17	16	10	26	37	25
ENSMUSG00000003948	Mmd	510	479	412	624	603	603
ENSMUSG00000003949	Hlf	586	619	479	2845	2552	3387
ENSMUSG00000003955	Fam162a	1148	1165	909	1029	918	1027
ENSMUSG00000003970	Rpl8	40154	36017	29588	43983	39225	42750
ENSMUSG00000003992	Ssbp2	1164	1003	829	1304	1472	1389
ENSMUSG00000004018	Fancl	728	678	531	1222	1176	1218
ENSMUSG00000004031	Brinp2	1	1	1	0	0	0
ENSMUSG00000004032	Gstm5	1547	1368	1027	457	433	308
ENSMUSG00000004035	Gstm7	41	25	22	91	66	90
ENSMUSG00000004038	Gstm3	0	0	0	0	2	1
ENSMUSG00000004040	Stat3	7165	8236	6720	10501	11607	10799
ENSMUSG00000004043	Stat5a	2608	2528	1956	4184	3919	4371
ENSMUSG00000004044	Ptrf	170	153	123	228	176	236
ENSMUSG00000004054	Map3k11	3020	3517	2637	3423	3511	3230
ENSMUSG00000004056	Akt2	5263	5944	4854	5077	5193	4943
ENSMUSG00000004069	Dnaja3	2362	2359	1912	2184	2182	2378
ENSMUSG00000004070	Hmox2	2765	2813	2246	2802	2947	2803
ENSMUSG00000004071	Cdip1	605	599	445	662	814	689
ENSMUSG00000004085	Zak	1772	1588	1430	2114	2657	2271
ENSMUSG00000004096	Cwc15	3746	3745	3201	3710	3831	3561
ENSMUSG00000004098	Col5a3	68	64	52	36	94	58
ENSMUSG00000004099	Dnmt1	17718	17247	13937	21459	24438	23057
ENSMUSG00000004100	Ppan	1737	1715	1216	1706	1935	1855
ENSMUSG00000004105	Angptl2	73	50	44	285	342	276
ENSMUSG00000004110	Cacna1e	153	156	148	99	148	87
ENSMUSG00000004113	Cacna1b	3	5	8	50	77	73
ENSMUSG00000004127	Trmt10a	315	272	204	397	422	439
ENSMUSG00000004151	Etv1	9	7	6	360	291	382
ENSMUSG00000004187	Kifc2	14	15	13	26	40	32
ENSMUSG00000004207	Psap	34178	40522	33797	192519	159267	179005
ENSMUSG00000004221	Ikbkg	1762	1738	1467	2051	2226	2128
ENSMUSG00000004233	Wars2	305	301	226	349	363	379
ENSMUSG00000004263	Atn1	112	151	135	99	98	81
ENSMUSG00000004264	Phb2	7929	7849	5887	6441	6353	6205
ENSMUSG00000004266	Ptpn6	15647	19090	15229	12698	14461	12971
ENSMUSG00000004267	Eno2	2	1	1	2	3	2
ENSMUSG00000004268	Emg1	3625	3678	2945	3416	3574	3375
ENSMUSG00000004270	Lpcat3	3138	3164	2611	7271	5657	7258
ENSMUSG00000004285	Atp6v1f	2560	2704	2124	2603	2554	2572
ENSMUSG00000004296	Il12b	1	2	1	0	1	0
ENSMUSG00000004317	Clcn5	347	332	305	1505	1216	1434
ENSMUSG00000004319	Clcn3	2358	2348	1953	4155	3800	4418
ENSMUSG00000004328	Hif3a	143	273	143	121	123	49
ENSMUSG00000004347	Pde1c	11	6	4	1128	686	1202
ENSMUSG00000004356	Utp20	1884	1846	1552	2771	3243	2929
ENSMUSG00000004359	Spic	253	264	143	480	415	297
ENSMUSG00000004364	Cul3	8575	8614	7661	7407	8058	7365
ENSMUSG00000004371	Il11	4	3	2	4	0	2
ENSMUSG00000004383	Large	99	102	84	100	121	97
ENSMUSG00000004393	Ddx56	1990	1848	1554	2116	2113	2114
ENSMUSG00000004394	Tmed4	1531	1560	1409	1796	1895	1875
ENSMUSG00000004415	Col26a1	3	2	0	1	0	1
ENSMUSG00000004446	Bid	3212	3327	2695	2881	3621	3260
ENSMUSG00000004451	Ralb	3199	3714	3010	2357	2515	2182
ENSMUSG00000004455	Ppp1cc	15175	15695	12174	13597	14591	13331
ENSMUSG00000004460	Dnajb11	4466	5205	4299	5085	5493	4905
ENSMUSG00000004462	Tbccd1	1119	1171	844	1163	1138	1180
ENSMUSG00000004473	Clec11a	145	101	72	596	516	638
ENSMUSG00000004500	Zfp324	458	415	291	651	609	733
ENSMUSG00000004508	Gab2	1251	1357	1080	8504	7199	8789
ENSMUSG00000004530	Coro1c	5048	5117	4023	6142	6079	5977
ENSMUSG00000004535	Tax1bp1	11826	11518	10282	9737	11161	9827
ENSMUSG00000004552	Ctse	12437	11115	9418	1644	1719	1115
ENSMUSG00000004558	Ndrg2	435	349	344	5991	5274	6868
ENSMUSG00000004561	Mettl17	270	265	238	525	652	670
ENSMUSG00000004562	Arhgef40	239	180	148	1048	1009	1059
ENSMUSG00000004565	Pnpla6	756	907	609	1141	1385	1210
ENSMUSG00000004567	Mcoln1	682	715	596	905	1193	941
ENSMUSG00000004568	Arhgef18	2870	3396	2505	2585	3091	2669
ENSMUSG00000004591	Pkn2	2650	2737	2207	3117	3419	3085
ENSMUSG00000004609	Cd33	7581	10674	8779	2136	4824	1329
ENSMUSG00000004610	Etfb	518	492	446	452	483	444
ENSMUSG00000004612	Nkg7	7067	6910	6388	1591	3016	1618
ENSMUSG00000004626	Stxbp2	8659	9929	8431	6160	8006	6102
ENSMUSG00000004631	Sgce	51	26	41	71	72	78
ENSMUSG00000004633	Chn2	187	165	123	1650	1356	1629
ENSMUSG00000004637	Wwox	351	298	297	383	399	336
ENSMUSG00000004642	Slbp	8739	7858	6578	5809	6138	5760
ENSMUSG00000004654	Ghrhr	0	0	1	1	0	0
ENSMUSG00000004655	Aqp1	19003	16230	13509	2377	2480	1140
ENSMUSG00000004661	Arid3b	1002	1272	933	521	748	513
ENSMUSG00000004665	Cnn2	21377	27250	21016	7553	9239	6112
ENSMUSG00000004667	Polr2e	1921	1959	1489	2299	2123	2179
ENSMUSG00000004668	Abca13	6545	8726	7451	1820	4569	1040
ENSMUSG00000004677	Myo9b	5764	6622	5672	7440	8349	8023
ENSMUSG00000004698	Hdac9	258	187	202	748	984	825
ENSMUSG00000004707	Ly9	912	989	808	2451	2686	2476
ENSMUSG00000004709	Cd244	199	186	180	524	571	605
ENSMUSG00000004730	Adgre1	945	1513	1252	6100	4413	4834
ENSMUSG00000004748	Mtfp1	458	465	309	237	242	259
ENSMUSG00000004768	Rab23	216	222	209	298	344	304
ENSMUSG00000004771	Rab11a	2607	2743	2260	2270	2249	2213
ENSMUSG00000004788	Eif2b2	2110	2044	1700	3659	3103	3688
ENSMUSG00000004789	Dlst	8600	8841	7251	7943	8336	7801
ENSMUSG00000004791	Pgf	2	1	0	84	68	107
ENSMUSG00000004798	Ulk2	1315	1365	1089	2033	1945	1875
ENSMUSG00000004814	Ccl24	11	5	3	8126	4102	7661
ENSMUSG00000004815	Dgkq	399	476	405	519	653	562
ENSMUSG00000004837	Grap	161	236	140	618	755	521
ENSMUSG00000004842	Pou1f1	0	0	0	0	0	1
ENSMUSG00000004843	Chmp2b	1689	1604	1446	1685	1545	1658
ENSMUSG00000004846	Plod3	3599	4290	3410	5171	6533	5680
ENSMUSG00000004849	Ap1s1	2902	2754	2382	2831	2993	2928
ENSMUSG00000004864	Mapk13	2923	2926	2555	539	1429	362
ENSMUSG00000004865	Srpk1	3773	3822	3007	3852	4551	4025
ENSMUSG00000004880	Lbr	18519	19792	16068	16042	17730	16026
ENSMUSG00000004885	Crabp2	5	1	1	1	3	2
ENSMUSG00000004891	Nes	5	9	0	3	11	3
ENSMUSG00000004895	Prcc	1954	1931	1552	1924	1897	1931
ENSMUSG00000004896	Rrnad1	482	522	431	468	700	562
ENSMUSG00000004897	Hdgf	22711	22649	17697	22074	21214	20891
ENSMUSG00000004902	Slc25a18	1	0	0	0	2	1
ENSMUSG00000004929	Thop1	1328	1438	919	1317	1209	1301
ENSMUSG00000004931	Apba3	545	623	486	738	725	766
ENSMUSG00000004933	Matk	535	489	421	681	660	696
ENSMUSG00000004934	Pias4	819	899	682	824	861	878
ENSMUSG00000004936	Map2k1	3639	3907	3358	3096	3405	3160
ENSMUSG00000004937	Sgta	2069	2368	1821	2529	2461	2593
ENSMUSG00000004945	Tmem242	1083	940	826	1086	1112	1082
ENSMUSG00000004947	Dtx2	464	589	427	966	863	954
ENSMUSG00000004948	Zp3	0	0	1	0	0	0
ENSMUSG00000004951	Hspb1	0	2	3	5	2	9
ENSMUSG00000004952	Rasa4	692	525	410	1921	2428	2250
ENSMUSG00000004961	Syt5	2	1	0	10	3	7
ENSMUSG00000004980	Hnrnpa2b1	54163	54451	44344	48465	54543	48939
ENSMUSG00000004994	Ccdc130	424	489	408	427	545	439
ENSMUSG00000004996	Mri1	805	652	572	1018	917	979
ENSMUSG00000005034	Prkacb	4413	3941	3532	7542	6892	7732
ENSMUSG00000005043	Sgsh	639	614	559	972	888	931
ENSMUSG00000005045	Chd5	6	4	1	13	15	15
ENSMUSG00000005054	Cstb	857	895	748	1706	1583	1631
ENSMUSG00000005057	Sh2b2	643	621	454	1138	1147	1238
ENSMUSG00000005069	Pex5	2024	2214	1750	1727	1837	1701
ENSMUSG00000005078	Jkamp	614	574	479	680	701	674
ENSMUSG00000005087	Cd44	16234	19938	16290	11932	14365	11077
ENSMUSG00000005089	Slc1a2	0	0	0	1	1	0
ENSMUSG00000005102	Eif2ak4	1131	1009	815	1799	1959	1866
ENSMUSG00000005103	Wdr1	19698	22992	18058	14171	16215	13565
ENSMUSG00000005107	Slc2a9	717	509	498	983	1130	964
ENSMUSG00000005124	Wisp1	1	0	0	0	0	0
ENSMUSG00000005125	Ndrg1	2060	2246	1769	2350	2566	2506
ENSMUSG00000005131	4930550C14Rik	2	1	3	7	6	5
ENSMUSG00000005142	Man2b1	10713	12580	11217	16793	17125	15404
ENSMUSG00000005148	Klf5	528	724	525	466	429	395
ENSMUSG00000005150	Wdr83	692	742	602	634	761	658
ENSMUSG00000005161	Prdx2	13444	11624	9549	16796	15054	15986
ENSMUSG00000005198	Polr2a	8437	9206	8086	12548	14016	13786
ENSMUSG00000005204	Senp3	2943	3095	2465	2825	3218	2938
ENSMUSG00000005220	Corin	0	0	1	0	0	1
ENSMUSG00000005225	Plekha8	250	183	176	262	246	254
ENSMUSG00000005233	Spc25	3584	3666	3066	1712	1964	1748
ENSMUSG00000005237	Dnah2	12	28	28	156	107	108
ENSMUSG00000005262	Ufd1l	1928	2062	1635	1707	1922	1638
ENSMUSG00000005267	Zfp287	28	28	23	36	76	50
ENSMUSG00000005268	Prlr	8	9	19	16	24	21
ENSMUSG00000005299	Letm1	2561	2484	2078	2460	2578	2259
ENSMUSG00000005312	Ubqln1	5891	6094	5031	6566	6749	6571
ENSMUSG00000005320	Fgfr4	0	0	0	0	1	0
ENSMUSG00000005338	Cadm3	14	14	22	102	78	95
ENSMUSG00000005339	Fcer1a	442	385	423	20225	12057	18902
ENSMUSG00000005354	Txn2	5281	5181	4128	4882	4917	4703
ENSMUSG00000005360	Slc1a3	43	80	43	213	186	225
ENSMUSG00000005362	Crbn	1215	1147	1061	1885	2069	1901
ENSMUSG00000005364	Il5ra	74	65	133	69	80	84
ENSMUSG00000005370	Msh6	4738	4232	3491	3723	4061	3699
ENSMUSG00000005371	Fbxo11	1930	2129	1691	2086	2361	2086
ENSMUSG00000005373	Mlxipl	2	2	3	14	17	10
ENSMUSG00000005374	Tbl2	1541	1474	1222	1807	1778	1842
ENSMUSG00000005378	Wbscr22	1548	1618	1236	1238	1371	1165
ENSMUSG00000005397	Nid1	27	23	31	4	6	15
ENSMUSG00000005410	Mcm5	17321	16787	14196	12240	13153	11956
ENSMUSG00000005413	Hmox1	2897	2439	1932	5509	3966	4175
ENSMUSG00000005417	Mprip	4352	4565	3793	4974	5451	5022
ENSMUSG00000005442	Cic	4246	4837	3513	9748	10520	10710
ENSMUSG00000005447	Pafah1b3	375	316	248	1176	1056	1271
ENSMUSG00000005465	Il27ra	164	198	137	354	352	370
ENSMUSG00000005469	Prkaca	2309	2354	1810	3147	3085	3112
ENSMUSG00000005470	Asf1b	6085	5957	4960	4711	4872	4589
ENSMUSG00000005474	Myl10	203	171	292	104	75	54
ENSMUSG00000005481	Ddx39	6123	6089	4894	5811	6208	5502
ENSMUSG00000005483	Dnajb1	2826	2581	2303	2474	2321	2312
ENSMUSG00000005493	Msh4	1	0	1	7	4	7
ENSMUSG00000005501	Usp40	284	295	244	827	912	962
ENSMUSG00000005505	Kbtbd4	868	928	732	827	924	912
ENSMUSG00000005506	Celf1	5934	6032	4551	7515	8572	8266
ENSMUSG00000005510	Ndufs3	2387	2181	1728	2421	2471	2358
ENSMUSG00000005514	Por	2599	3194	2672	3329	3234	3349
ENSMUSG00000005533	Igf1r	4765	5532	4377	1939	2570	1802
ENSMUSG00000005534	Insr	2159	2490	2098	2716	3405	2824
ENSMUSG00000005540	Fcer2a	136	173	119	12	15	20
ENSMUSG00000005553	Atp4a	55	50	39	22	35	35
ENSMUSG00000005566	Trim28	12518	12185	9759	12381	13093	13247
ENSMUSG00000005575	Ube2m	4127	4363	3526	3559	3725	3489
ENSMUSG00000005580	Adcy9	314	345	304	859	769	1134
ENSMUSG00000005583	Mef2c	1469	1265	1212	2081	2545	2502
ENSMUSG00000005609	Ctr9	3761	3632	3034	3932	4002	4142
ENSMUSG00000005610	Eif4g2	50652	50110	42329	50214	53423	49720
ENSMUSG00000005611	Mrvi1	190	115	124	9692	7704	13078
ENSMUSG00000005615	Pcyt1a	8194	7940	6721	4981	5178	4202
ENSMUSG00000005621	Zfp592	2784	3153	2439	4006	4499	4030
ENSMUSG00000005625	Psmd4	4745	5024	4073	4763	4668	4640
ENSMUSG00000005628	Tmod4	9	13	20	25	32	12
ENSMUSG00000005640	Insrr	2	2	1	4	16	11
ENSMUSG00000005656	Snx6	2962	3275	2812	2875	2931	2716
ENSMUSG00000005667	Mthfd2	2038	2244	1718	2696	2486	3007
ENSMUSG00000005672	Kit	6516	6711	5806	3823	3407	3537
ENSMUSG00000005674	Tomm40l	1066	1094	853	1342	1481	1360
ENSMUSG00000005677	Nr1i3	1	0	1	4	0	2
ENSMUSG00000005681	Apoa2	8	10	11	8	9	13
ENSMUSG00000005682	Pan2	1989	1987	1702	2109	2758	2260
ENSMUSG00000005683	Cs	12777	12859	10469	14766	15432	14073
ENSMUSG00000005686	Ampd3	4176	4891	3687	5421	6000	5192
ENSMUSG00000005687	Bcas2	2681	2506	1984	2331	2341	2439
ENSMUSG00000005696	Sh2d1a	8	23	14	16	43	14
ENSMUSG00000005698	Ctcf	8487	8129	6854	8727	9374	9166
ENSMUSG00000005699	Pard6a	206	219	138	210	196	222
ENSMUSG00000005705	Agrp	2	2	1	1	2	5
ENSMUSG00000005718	Tfap4	707	646	545	734	699	717
ENSMUSG00000005732	Ranbp1	6171	6073	4726	4943	5093	4988
ENSMUSG00000005763	Cd247	40	46	29	83	168	110
ENSMUSG00000005774	Rfx5	864	910	713	1359	1480	1452
ENSMUSG00000005779	Psmb4	5639	5417	4331	5621	5521	5443
ENSMUSG00000005800	Mmp8	28442	51329	41912	8303	14692	5598
ENSMUSG00000005802	Slc30a4	149	139	109	637	562	695
ENSMUSG00000005803	Sqrdl	6145	7394	6159	2087	2595	1690
ENSMUSG00000005804	Bloc1s6	1571	1616	1234	1279	1331	1381
ENSMUSG00000005813	Metap1	2259	2265	1920	1995	2177	2050
ENSMUSG00000005823	Gpr108	2166	2435	1928	2836	2835	2721
ENSMUSG00000005824	Tnfsf14	613	788	618	535	713	536
ENSMUSG00000005836	Gata6	1	0	0	1	0	1
ENSMUSG00000005846	Rsl1d1	5484	5079	4272	4971	5226	5321
ENSMUSG00000005864	Cnga2	2	0	1	0	0	0
ENSMUSG00000005871	Apc	1739	1701	1473	3016	3603	3136
ENSMUSG00000005873	Reep5	5553	5576	4786	9966	8734	9257
ENSMUSG00000005881	Ergic3	2816	2719	2332	3292	3094	3169
ENSMUSG00000005882	Uqcc1	1338	1432	1147	1305	1336	1321
ENSMUSG00000005883	Spo11	4	8	3	7	32	13
ENSMUSG00000005886	Ncoa2	3346	3148	2754	5024	5455	5000
ENSMUSG00000005893	Nr2c2	4305	3977	3317	5678	6270	5424
ENSMUSG00000005897	Nr2c1	425	366	317	541	663	617
ENSMUSG00000005899	Smpd4	2763	2642	2291	2614	2896	2564
ENSMUSG00000005907	Pex1	589	582	512	698	868	725
ENSMUSG00000005936	Kctd20	11799	12969	10552	9505	11000	9287
ENSMUSG00000005947	Itgae	6	9	20	13	6	3
ENSMUSG00000005949	Ctns	977	931	779	1344	1299	1282
