id	sym	WT_aTreg_1	WT_aTreg_2	WT_aTreg_3	WT_rTreg_1	WT_rTreg_2
ENSMUSG00000003038	Hmgn2	3308	4028	3269	2337	1483
ENSMUSG00000003039	Fam32a	2818	3092	2602	3517	2489
ENSMUSG00000003051	Elf3	0	0	0	1	0
ENSMUSG00000003062	Stard3nl	474	487	696	813	511
ENSMUSG00000003068	Stk11	1888	1830	2211	229	287
ENSMUSG00000003070	Efna2	5	7	4	4	4
ENSMUSG00000003072	Atp5d	3351	2868	2639	3297	2022
ENSMUSG00000003099	Ppp5c	1351	1241	1363	1031	1378
ENSMUSG00000003119	Cdk12	3620	3896	3115	346	515
ENSMUSG00000003123	Lipe	303	258	237	115	213
ENSMUSG00000003131	Pafah1b2	2338	3050	2981	1585	1693
ENSMUSG00000003134	Tbc1d8	22	26	10	35	45
ENSMUSG00000003135	Cnot11	1266	1165	1397	771	771
ENSMUSG00000003153	Slc2a3	2024	1761	3117	1106	1520
ENSMUSG00000003154	Foxj2	1518	1828	2065	362	1073
ENSMUSG00000003161	Sri	5340	5854	5874	8023	5271
ENSMUSG00000003166	Dgcr2	1890	2002	1742	726	1585
ENSMUSG00000003184	Irf3	1813	1748	1900	2275	1814
ENSMUSG00000003190	Bcl2l12	106	149	124	65	57
ENSMUSG00000003198	Zfp959	478	511	426	856	619
ENSMUSG00000003199	Mpnd	1605	1457	877	2110	1895
ENSMUSG00000003200	Sh3gl1	2227	2192	1637	3636	3440
ENSMUSG00000003206	Ebi3	31	7	687	30	3
ENSMUSG00000003208	Ccdc94	394	365	335	302	307
ENSMUSG00000003226	Ranbp2	9596	9698	8689	695	1894
ENSMUSG00000003228	Grk5	102	157	306	13	17
ENSMUSG00000003233	Dvl3	471	472	582	165	302
ENSMUSG00000003234	Abcf3	1507	1507	1362	1262	1525
ENSMUSG00000003235	Eif2b5	1780	1817	1422	1150	1373
ENSMUSG00000003269	Cyth2	1004	943	929	1045	1012
ENSMUSG00000003271	Sult2b1	4	29	40	8	6
ENSMUSG00000003273	Car11	40	19	29	56	62
ENSMUSG00000003279	Dlgap1	1	1	0	0	0
ENSMUSG00000003282	Plag1	132	69	51	11	4
ENSMUSG00000003283	Hck	1	1	5	0	3
ENSMUSG00000003299	Mrpl4	1165	1035	929	1566	1117
ENSMUSG00000003308	Keap1	1925	1730	1251	864	1167
ENSMUSG00000003309	Ap1m2	70	69	21	54	38
ENSMUSG00000003316	Glg1	6946	7801	7366	2291	3696
ENSMUSG00000003341	Atp8b3	1	0	2	0	0
ENSMUSG00000003344	Btbd2	854	927	712	435	603
ENSMUSG00000003345	Csnk1g2	4571	4927	3815	2421	3381
ENSMUSG00000003346	Abhd17a	1718	1599	1331	1796	1523
ENSMUSG00000003348	Mob3a	2188	2232	1774	1497	1810
ENSMUSG00000003352	Cacnb3	158	120	20	3	52
ENSMUSG00000003355	Fkbp11	7	6	3	6	1
ENSMUSG00000003360	Ddx23	3362	3443	2998	209	225
ENSMUSG00000003363	Pld3	3038	3370	3814	2719	2917
ENSMUSG00000003378	Grik5	339	238	1279	57	94
ENSMUSG00000003379	Cd79a	43	31	42	50	40
ENSMUSG00000003380	Rabac1	3188	3799	2303	4686	2466
ENSMUSG00000003382	Etv3	4431	4772	2747	1084	1811
ENSMUSG00000003402	Prkcsh	3151	2673	2854	1119	1049
ENSMUSG00000003410	Elavl3	11	6	0	0	0
ENSMUSG00000003411	Rab3b	1	1	3	1	1
ENSMUSG00000003418	St8sia6	7306	6482	2136	3794	3685
ENSMUSG00000003420	Fcgrt	80	148	9	35	30
ENSMUSG00000003421	Nosip	1253	1435	1402	1597	1283
ENSMUSG00000003423	Pih1d1	864	619	547	668	492
ENSMUSG00000003429	Rps11	28639	28884	14193	10985	5972
ENSMUSG00000003435	Supt5	6352	6273	5637	2025	3942
ENSMUSG00000003437	Paf1	1624	1661	1538	1430	1376
ENSMUSG00000003438	Timm50	858	788	680	1221	1094
ENSMUSG00000003444	Med29	276	303	217	302	167
ENSMUSG00000003452	Bicd1	13	8	570	81	9
ENSMUSG00000003458	Ncstn	2458	2314	2644	2021	2915
ENSMUSG00000003464	Pex19	1031	1018	1014	798	916
ENSMUSG00000003469	Phyhip	2	0	0	0	3
ENSMUSG00000003484	Cyp4f18	6	1	1	6	6
ENSMUSG00000003500	Impdh1	3327	3308	1357	1899	2700
ENSMUSG00000003518	Dusp3	1	6	42	0	0
ENSMUSG00000003526	Prodh	89	37	125	95	176
ENSMUSG00000003527	Dgcr14	846	848	787	992	968
ENSMUSG00000003528	Slc25a1	518	454	652	761	672
ENSMUSG00000003531	Dgcr6	151	98	200	180	183
ENSMUSG00000003534	Ddr1	393	464	300	56	132
ENSMUSG00000003541	Ier3	1	1	5	6	5
ENSMUSG00000003545	Fosb	49	64	228	37	23
ENSMUSG00000003546	Klc4	419	397	529	426	537
ENSMUSG00000003549	Ercc1	332	308	332	500	340
ENSMUSG00000003555	Cyp17a1	0	0	1	0	0
ENSMUSG00000003559	As3mt	181	159	107	212	159
ENSMUSG00000003573	Homer3	74	54	19	42	58
ENSMUSG00000003575	Crtc1	802	836	806	171	351
ENSMUSG00000003581	Rnf215	303	256	434	621	591
ENSMUSG00000003585	Sec14l2	20	33	61	5	6
ENSMUSG00000003604	Aven	2074	1541	843	2094	1778
ENSMUSG00000003617	Cp	5	4	12	3	3
ENSMUSG00000003623	Crot	1248	1228	1767	1308	1300
ENSMUSG00000003644	Rps6ka1	6943	7388	6664	3784	5854
ENSMUSG00000003660	Snrnp200	9291	10324	8774	875	4029
ENSMUSG00000003662	Ciao1	1548	1504	1073	1491	1382
ENSMUSG00000003665	Has1	0	0	0	1	0
ENSMUSG00000003680	Taf6l	1126	1165	1045	1647	1205
ENSMUSG00000003721	Insig2	533	515	665	710	655
ENSMUSG00000003731	Kpna6	1997	2034	2099	210	253
ENSMUSG00000003746	Man1a	4958	5325	6151	1270	2604
ENSMUSG00000003752	Itpkc	206	192	218	120	171
ENSMUSG00000003762	Adck4	365	302	344	185	243
ENSMUSG00000003778	Brd8	2051	1818	3118	2129	2476
ENSMUSG00000003779	Kif20a	260	124	401	58	147
ENSMUSG00000003808	Farsa	1478	1194	1186	2415	2263
ENSMUSG00000003809	Gcdh	388	415	491	863	813
ENSMUSG00000003810	Mast2	1214	1055	1304	181	628
ENSMUSG00000003812	Dnase2a	85	102	353	167	99
ENSMUSG00000003813	Rad23a	1860	1903	1214	1542	1388
ENSMUSG00000003814	Calr	15846	14995	15852	6396	6621
ENSMUSG00000003824	Syce2	65	27	83	31	25
ENSMUSG00000003847	Nfat5	3556	3179	7552	318	274
ENSMUSG00000003848	Nob1	1459	1221	837	1291	1144
ENSMUSG00000003849	Nqo1	4	3	30	1	6
ENSMUSG00000003863	Ppfia3	1	1	3	0	0
ENSMUSG00000003865	Gys1	376	391	462	197	336
ENSMUSG00000003868	Ruvbl2	1595	1502	1136	942	1001
ENSMUSG00000003872	Lin7b	0	1	0	0	0
ENSMUSG00000003873	Bax	828	668	752	1268	974
ENSMUSG00000003882	Il7r	14042	17742	11144	4414	4477
ENSMUSG00000003923	Tfam	2250	2309	1995	1394	975
ENSMUSG00000003929	Zfp81	658	844	593	529	330
ENSMUSG00000003934	Efnb3	44	20	24	5	10
ENSMUSG00000003948	Mmd	387	475	1907	211	147
ENSMUSG00000003949	Hlf	7	10	238	3	2
ENSMUSG00000003955	Fam162a	706	687	798	762	453
ENSMUSG00000003970	Rpl8	54964	60106	24403	7914	4617
ENSMUSG00000003992	Ssbp2	1359	1035	866	2606	1898
ENSMUSG00000004018	Fancl	251	249	259	312	208
ENSMUSG00000004031	Brinp2	1	1	0	0	0
ENSMUSG00000004032	Gstm5	0	1	3	0	1
ENSMUSG00000004035	Gstm7	6	12	6	13	3
ENSMUSG00000004040	Stat3	9517	7912	8247	4052	7899
ENSMUSG00000004043	Stat5a	3096	2543	2861	1099	1698
ENSMUSG00000004044	Ptrf	14	3	5	3	2
ENSMUSG00000004054	Map3k11	2080	2227	2498	535	1302
ENSMUSG00000004056	Akt2	5056	5065	4075	1471	2772
ENSMUSG00000004069	Dnaja3	1426	1479	1079	1221	1594
ENSMUSG00000004070	Hmox2	1103	1064	822	1188	837
ENSMUSG00000004071	Cdip1	943	900	540	951	1259
ENSMUSG00000004085	Zak	5	2	28	0	0
ENSMUSG00000004096	Cwc15	2782	2457	2634	1787	1119
ENSMUSG00000004098	Col5a3	0	0	5	0	0
ENSMUSG00000004099	Dnmt1	5466	4842	5104	689	2172
ENSMUSG00000004100	Ppan	943	726	760	1225	1223
ENSMUSG00000004105	Angptl2	54	44	1639	30	74
ENSMUSG00000004110	Cacna1e	4	2	10	33	60
ENSMUSG00000004113	Cacna1b	7	6	10	4	0
ENSMUSG00000004127	Trmt10a	218	202	200	148	146
ENSMUSG00000004151	Etv1	3	6	5	5	1
ENSMUSG00000004187	Kifc2	60	41	116	154	257
ENSMUSG00000004207	Psap	14632	15818	10578	3190	6273
ENSMUSG00000004221	Ikbkg	1981	2057	2089	916	1689
ENSMUSG00000004231	Pax2	1	1	0	0	0
ENSMUSG00000004233	Wars2	373	344	266	233	223
ENSMUSG00000004263	Atn1	102	141	85	2	8
ENSMUSG00000004264	Phb2	3415	2969	2449	1769	1604
ENSMUSG00000004266	Ptpn6	5258	5629	4136	6116	6377
ENSMUSG00000004267	Eno2	29	10	78	39	26
ENSMUSG00000004268	Emg1	3874	4004	2711	3801	2466
ENSMUSG00000004270	Lpcat3	909	955	623	824	1001
ENSMUSG00000004285	Atp6v1f	2009	1839	1539	3163	1750
ENSMUSG00000004317	Clcn5	233	170	374	39	86
ENSMUSG00000004319	Clcn3	2034	2154	2046	795	971
ENSMUSG00000004328	Hif3a	49	81	197	2	8
ENSMUSG00000004344	Gpx5	0	0	0	0	1
ENSMUSG00000004347	Pde1c	3	0	20	5	0
ENSMUSG00000004356	Utp20	2427	2569	1903	141	570
ENSMUSG00000004359	Spic	3	0	7	1	2
ENSMUSG00000004360	9330159F19Rik	3	1	0	1	0
ENSMUSG00000004364	Cul3	6562	7515	6581	4230	4328
ENSMUSG00000004371	Il11	0	1	0	3	0
ENSMUSG00000004383	Large	18	17	8	4	3
ENSMUSG00000004393	Ddx56	1171	1066	860	1141	1342
ENSMUSG00000004394	Tmed4	780	832	826	1049	793
ENSMUSG00000004415	Col26a1	1	0	2	1	1
ENSMUSG00000004446	Bid	619	455	1183	802	683
ENSMUSG00000004451	Ralb	245	266	371	267	183
ENSMUSG00000004455	Ppp1cc	7116	6935	6113	5625	4599
ENSMUSG00000004460	Dnajb11	2978	2715	2650	1934	1798
ENSMUSG00000004462	Tbccd1	368	410	347	369	393
ENSMUSG00000004473	Clec11a	3	2	1	10	10
ENSMUSG00000004500	Zfp324	250	210	268	95	163
ENSMUSG00000004508	Gab2	4	2	27	2	10
ENSMUSG00000004530	Coro1c	2293	2479	1749	1146	2005
ENSMUSG00000004535	Tax1bp1	6784	7174	6167	5835	5216
ENSMUSG00000004552	Ctse	853	836	796	596	581
ENSMUSG00000004558	Ndrg2	839	645	391	1313	1262
ENSMUSG00000004561	Mettl17	898	702	740	1295	1260
ENSMUSG00000004562	Arhgef40	8	4	4	4	8
ENSMUSG00000004565	Pnpla6	614	488	1184	286	636
ENSMUSG00000004567	Mcoln1	722	512	797	1325	2131
ENSMUSG00000004568	Arhgef18	8488	8437	3655	1128	3563
ENSMUSG00000004591	Pkn2	2677	2720	2358	707	1050
ENSMUSG00000004610	Etfb	83	65	114	196	134
ENSMUSG00000004612	Nkg7	115	34	939	285	215
ENSMUSG00000004626	Stxbp2	1970	2003	2201	2479	2281
ENSMUSG00000004630	Pcp2	1	1	0	1	0
ENSMUSG00000004631	Sgce	1	1	0	0	0
ENSMUSG00000004633	Chn2	221	388	411	114	146
ENSMUSG00000004637	Wwox	205	190	173	98	164
ENSMUSG00000004642	Slbp	1631	1251	2153	2236	1908
ENSMUSG00000004651	Tyr	2	5	4	5	5
ENSMUSG00000004655	Aqp1	4	4	3	0	3
ENSMUSG00000004661	Arid3b	800	800	466	589	1191
ENSMUSG00000004665	Cnn2	23599	25212	18468	21400	17733
ENSMUSG00000004667	Polr2e	1706	1453	1623	2265	1505
ENSMUSG00000004668	Abca13	0	0	0	3	0
ENSMUSG00000004677	Myo9b	4878	5128	5498	685	2460
ENSMUSG00000004698	Hdac9	32	153	313	5	7
ENSMUSG00000004707	Ly9	6769	6752	5527	3994	4656
ENSMUSG00000004709	Cd244	6	2	10	2	2
ENSMUSG00000004730	Adgre1	1	1	13	1	0
ENSMUSG00000004748	Mtfp1	35	24	45	34	22
ENSMUSG00000004768	Rab23	221	227	435	157	98
ENSMUSG00000004771	Rab11a	1201	1137	1241	1910	1162
ENSMUSG00000004788	Eif2b2	1401	1309	1086	1646	1196
ENSMUSG00000004789	Dlst	2805	3020	2757	1674	1946
ENSMUSG00000004791	Pgf	0	0	1	2	0
ENSMUSG00000004798	Ulk2	1856	2304	1947	562	1304
ENSMUSG00000004815	Dgkq	385	331	444	60	514
ENSMUSG00000004837	Grap	4188	4909	5895	6486	4300
ENSMUSG00000004842	Pou1f1	1	0	1	1	0
ENSMUSG00000004843	Chmp2b	1137	1275	1239	969	602
ENSMUSG00000004846	Plod3	206	173	313	113	206
ENSMUSG00000004849	Ap1s1	1101	1068	1259	891	651
ENSMUSG00000004864	Mapk13	1	0	0	0	0
ENSMUSG00000004865	Srpk1	5634	5657	3815	4170	4319
ENSMUSG00000004880	Lbr	8433	9529	6305	4845	6490
ENSMUSG00000004885	Crabp2	0	1	1	0	0
ENSMUSG00000004891	Nes	7	7	2	1	0
ENSMUSG00000004894	Hapln2	0	0	0	2	0
ENSMUSG00000004895	Prcc	1707	1749	1495	142	207
ENSMUSG00000004896	Rrnad1	373	319	455	579	581
ENSMUSG00000004897	Hdgf	5105	5080	3994	3354	2887
ENSMUSG00000004902	Slc25a18	10	6	8	7	2
ENSMUSG00000004929	Thop1	295	201	294	158	278
ENSMUSG00000004931	Apba3	486	493	496	422	493
ENSMUSG00000004933	Matk	295	298	1127	453	601
ENSMUSG00000004934	Pias4	713	740	760	824	713
ENSMUSG00000004936	Map2k1	2425	2420	2144	1953	1738
ENSMUSG00000004937	Sgta	1305	1288	1171	1303	1369
ENSMUSG00000004945	Tmem242	631	539	547	200	139
ENSMUSG00000004947	Dtx2	864	809	723	176	406
ENSMUSG00000004951	Hspb1	0	2	25	11	0
ENSMUSG00000004952	Rasa4	58	32	21	42	66
ENSMUSG00000004961	Syt5	0	2	3	0	2
ENSMUSG00000004980	Hnrnpa2b1	29293	27947	27826	25122	17026
ENSMUSG00000004988	Fxyd4	7	1	2	6	6
ENSMUSG00000004994	Ccdc130	315	311	286	445	453
ENSMUSG00000004996	Mri1	880	763	632	1495	1273
ENSMUSG00000005034	Prkacb	9434	11169	8735	2277	3044
ENSMUSG00000005043	Sgsh	921	1121	753	262	425
ENSMUSG00000005045	Chd5	5	2	4	6	7
ENSMUSG00000005054	Cstb	598	542	558	789	442
ENSMUSG00000005057	Sh2b2	9	0	30	1	1
ENSMUSG00000005069	Pex5	1182	1320	924	571	816
ENSMUSG00000005078	Jkamp	651	620	544	819	564
ENSMUSG00000005087	Cd44	694	1251	7446	751	322
ENSMUSG00000005089	Slc1a2	1	0	0	1	0
ENSMUSG00000005102	Eif2ak4	470	416	735	117	303
ENSMUSG00000005103	Wdr1	13493	13991	12824	13961	17304
ENSMUSG00000005107	Slc2a9	681	508	463	76	102
ENSMUSG00000005124	Wisp1	0	0	173	1	0
ENSMUSG00000005125	Ndrg1	566	654	327	292	279
ENSMUSG00000005131	4930550C14Rik	5	3	4	2	5
ENSMUSG00000005142	Man2b1	4224	3926	4648	2546	3177
ENSMUSG00000005148	Klf5	0	1	1	1	0
ENSMUSG00000005150	Wdr83	308	295	302	529	417
ENSMUSG00000005161	Prdx2	2262	1881	2298	2628	1578
ENSMUSG00000005198	Polr2a	12842	14990	11663	614	1817
ENSMUSG00000005204	Senp3	2184	1980	1841	543	725
ENSMUSG00000005220	Corin	24	29	18	3	6
ENSMUSG00000005225	Plekha8	91	88	444	28	54
ENSMUSG00000005232	G6pc2	0	0	0	1	0
ENSMUSG00000005233	Spc25	184	70	160	42	77
ENSMUSG00000005237	Dnah2	1	2	1	1	1
ENSMUSG00000005251	Ripk4	3	1	25	1	0
ENSMUSG00000005262	Ufd1l	1313	1140	1315	1811	1736
ENSMUSG00000005267	Zfp287	491	565	754	355	542
ENSMUSG00000005268	Prlr	24	25	2	10	5
ENSMUSG00000005299	Letm1	2537	2687	2119	1972	2711
ENSMUSG00000005312	Ubqln1	5477	5387	4296	2612	3747
ENSMUSG00000005338	Cadm3	7	5	1	0	0
ENSMUSG00000005354	Txn2	3019	2861	2155	3927	2859
ENSMUSG00000005357	Slc1a6	0	0	1	0	0
ENSMUSG00000005360	Slc1a3	1	1	4	4	1
ENSMUSG00000005362	Crbn	2134	2361	2866	2656	2192
ENSMUSG00000005364	Il5ra	0	0	7	0	0
ENSMUSG00000005370	Msh6	2489	2472	2718	864	2188
ENSMUSG00000005371	Fbxo11	2779	2655	3615	614	535
ENSMUSG00000005373	Mlxipl	0	0	4	1	0
ENSMUSG00000005374	Tbl2	821	805	825	182	536
ENSMUSG00000005378	Wbscr22	767	722	657	949	834
ENSMUSG00000005397	Nid1	4	3	9	1	0
ENSMUSG00000005410	Mcm5	2506	1368	2667	1074	1581
ENSMUSG00000005413	Hmox1	20	18	195	13	15
ENSMUSG00000005417	Mprip	1607	1782	2879	448	1373
ENSMUSG00000005442	Cic	6687	7587	5490	272	469
ENSMUSG00000005447	Pafah1b3	143	103	200	204	161
ENSMUSG00000005465	Il27ra	5917	5601	6025	4937	6738
ENSMUSG00000005469	Prkaca	1745	1660	1601	431	785
ENSMUSG00000005470	Asf1b	627	322	671	242	294
ENSMUSG00000005474	Myl10	11	10	2	5	7
ENSMUSG00000005481	Ddx39	2426	2057	2064	4244	3803
ENSMUSG00000005483	Dnajb1	3839	4000	3467	4179	3879
ENSMUSG00000005493	Msh4	15	8	10	8	19
ENSMUSG00000005501	Usp40	476	448	499	359	411
ENSMUSG00000005505	Kbtbd4	268	269	276	349	380
ENSMUSG00000005506	Celf1	7683	7898	6053	2765	4131
ENSMUSG00000005510	Ndufs3	1394	1291	1166	1512	1026
ENSMUSG00000005514	Por	1809	1958	1426	1440	1805
ENSMUSG00000005533	Igf1r	1562	1014	3166	342	467
ENSMUSG00000005534	Insr	1171	1304	1420	483	356
ENSMUSG00000005540	Fcer2a	3	3	1	2	1
ENSMUSG00000005566	Trim28	6797	6202	4988	796	2387
ENSMUSG00000005575	Ube2m	1513	1381	1337	890	762
ENSMUSG00000005580	Adcy9	87	61	40	17	20
ENSMUSG00000005583	Mef2c	2	5	4	3	5
ENSMUSG00000005609	Ctr9	2162	2161	1931	1278	1689
ENSMUSG00000005610	Eif4g2	38356	44111	32964	8143	22318
ENSMUSG00000005611	Mrvi1	69	116	13	14	10
ENSMUSG00000005615	Pcyt1a	453	463	715	152	225
ENSMUSG00000005621	Zfp592	4906	5555	4070	771	2339
ENSMUSG00000005625	Psmd4	3362	2976	2783	4085	3056
ENSMUSG00000005628	Tmod4	12	6	30	20	26
ENSMUSG00000005640	Insrr	0	0	18	1	5
ENSMUSG00000005656	Snx6	2200	2087	1852	1579	1487
ENSMUSG00000005667	Mthfd2	1982	1613	1704	1208	1135
ENSMUSG00000005672	Kit	19	22	33	5	11
ENSMUSG00000005674	Tomm40l	198	149	188	155	136
ENSMUSG00000005677	Nr1i3	3	0	2	2	4
ENSMUSG00000005681	Apoa2	3	4	8	0	1
ENSMUSG00000005682	Pan2	1098	985	1205	635	1501
ENSMUSG00000005683	Cs	6648	6548	5883	3838	4071
ENSMUSG00000005686	Ampd3	881	821	538	339	644
ENSMUSG00000005687	Bcas2	2216	2221	1627	2030	1529
ENSMUSG00000005696	Sh2d1a	1322	1495	3292	1687	818
ENSMUSG00000005698	Ctcf	7082	7685	6857	3400	2147
ENSMUSG00000005699	Pard6a	77	93	95	110	102
ENSMUSG00000005705	Agrp	8	4	7	8	9
ENSMUSG00000005718	Tfap4	571	584	279	19	24
ENSMUSG00000005732	Ranbp1	2362	1979	1616	1952	1379
ENSMUSG00000005763	Cd247	9546	10984	5356	8603	6548
ENSMUSG00000005774	Rfx5	644	536	882	155	227
ENSMUSG00000005779	Psmb4	4066	3587	3189	2776	1599
ENSMUSG00000005800	Mmp8	0	0	0	2	1
ENSMUSG00000005802	Slc30a4	832	776	82	69	161
ENSMUSG00000005803	Sqrdl	192	264	195	464	297
ENSMUSG00000005804	Bloc1s6	966	1096	948	775	644
ENSMUSG00000005813	Metap1	1594	1375	1816	930	826
ENSMUSG00000005823	Gpr108	1180	1127	1378	1591	1533
ENSMUSG00000005824	Tnfsf14	31	25	928	12	12
ENSMUSG00000005846	Rsl1d1	2977	2736	2389	3252	2736
ENSMUSG00000005871	Apc	3314	3198	3583	701	1264
ENSMUSG00000005873	Reep5	3360	2913	3446	1161	1228
ENSMUSG00000005881	Ergic3	1702	1536	1930	1815	1509
ENSMUSG00000005882	Uqcc1	754	802	610	926	851
ENSMUSG00000005883	Spo11	17	11	24	86	94
ENSMUSG00000005886	Ncoa2	6777	7679	6512	947	1640
ENSMUSG00000005893	Nr2c2	2840	2866	2842	1221	1561
ENSMUSG00000005897	Nr2c1	352	349	250	171	204
ENSMUSG00000005899	Smpd4	851	720	964	357	602
ENSMUSG00000005907	Pex1	339	297	350	204	217
ENSMUSG00000005917	Otx1	0	0	1	0	0
ENSMUSG00000005936	Kctd20	2870	3212	3002	1558	2725
ENSMUSG00000005947	Itgae	469	77	7177	208	803
ENSMUSG00000005949	Ctns	490	483	426	295	285
ENSMUSG00000005950	P2rx5	3	1	15	0	2
ENSMUSG00000005951	Shpk	259	288	158	201	386
ENSMUSG00000005958	Ephb3	1	0	0	0	0
ENSMUSG00000005968	Tuft1	65	63	108	71	56
ENSMUSG00000005973	Rcn1	2674	1725	1190	3645	3274
ENSMUSG00000005980	Dnase1	93	70	69	23	105
ENSMUSG00000005981	Trap1	2161	2028	1827	1656	1920
ENSMUSG00000005982	Naa60	2127	2096	1991	1449	1705
ENSMUSG00000005983	1700037C18Rik	78	63	91	91	55
ENSMUSG00000005986	Ankrd13d	71	99	97	88	102
ENSMUSG00000006005	Tpr	13992	14418	12776	3419	3180
ENSMUSG00000006010	BC003331	586	524	725	459	361
ENSMUSG00000006014	Prg4	852	641	1028	929	606
ENSMUSG00000006019	Dhx34	756	738	1154	268	642
ENSMUSG00000006021	Kptn	346	306	374	452	386
ENSMUSG00000006024	Napa	2077	2093	1766	3390	2955
ENSMUSG00000006050	Sra1	1570	1490	1257	2334	1978
ENSMUSG00000006056	Calcoco2	0	0	0	0	1
ENSMUSG00000006057	Atp5g1	1572	1274	1021	2063	1255
ENSMUSG00000006058	Snf8	1136	1013	1175	722	722
ENSMUSG00000006095	Tbcb	683	577	828	1048	592
ENSMUSG00000006127	Inpp5k	2505	2249	2376	4026	4090
ENSMUSG00000006134	Crkl	3212	3457	3365	1070	1720
ENSMUSG00000006154	Eps8l1	4	602	646	0	0
ENSMUSG00000006169	Clint1	9739	9226	9281	4098	5308
ENSMUSG00000006179	Prss16	9	9	16	3	5
ENSMUSG00000006191	Cdkal1	559	517	453	725	650
ENSMUSG00000006205	Htra1	0	0	2	0	0
ENSMUSG00000006215	Zbtb17	746	700	853	628	925
ENSMUSG00000006218	Fam131c	0	1	0	0	0
ENSMUSG00000006219	Fblim1	0	0	2	0	0
ENSMUSG00000006221	Hspb7	0	1	1	0	0
ENSMUSG00000006235	Epor	2	2	5	7	2
ENSMUSG00000006241	Ccdc159	0	0	3	1	0
ENSMUSG00000006262	Mob1b	937	724	1772	223	187
ENSMUSG00000006269	Atp6v1b1	1	0	1	0	0
ENSMUSG00000006273	Atp6v1b2	2782	2965	2333	2025	2244
ENSMUSG00000006276	Eps15l1	1765	1650	1404	349	919
ENSMUSG00000006281	Tep1	1159	1042	1762	273	410
ENSMUSG00000006288	Ttc5	1432	1329	1425	1972	1939
ENSMUSG00000006289	Osgep	1033	977	786	1758	1511
ENSMUSG00000006299	Aamp	2708	2641	2273	2943	3337
ENSMUSG00000006301	Tmbim1	32	27	730	29	35
ENSMUSG00000006304	Arpc2	16505	17308	14401	14555	11748
ENSMUSG00000006307	Kmt2b	4997	4877	5604	223	512
ENSMUSG00000006310	Zbtb32	39	15	243	50	63
ENSMUSG00000006313	Upk1a	8	8	11	5	4
ENSMUSG00000006315	Tmem147	681	696	517	1345	733
ENSMUSG00000006333	Rps9	39373	48385	23572	6776	4094
ENSMUSG00000006335	Tfpt	316	292	336	279	181
ENSMUSG00000006342	Susd2	60	68	1112	26	39
ENSMUSG00000006344	Ggt5	476	585	1	182	284
ENSMUSG00000006345	Ggt1	198	163	32	68	137
ENSMUSG00000006356	Crip2	27	53	40	98	51
ENSMUSG00000006360	Crip1	3801	3335	2853	4738	2674
ENSMUSG00000006362	Cbfa2t3	2	4	15	0	1
ENSMUSG00000006369	Fbln1	161	136	9	19	38
ENSMUSG00000006373	Pgrmc1	1254	1449	1776	1679	1129
ENSMUSG00000006378	Gcat	230	149	325	150	119
ENSMUSG00000006386	Tek	0	0	0	2	0
ENSMUSG00000006390	Elovl1	1285	1150	1474	2035	1594
ENSMUSG00000006392	Med8	991	1016	1088	1142	824
ENSMUSG00000006395	Hyi	201	159	239	135	127
ENSMUSG00000006398	Cdc20	299	142	338	192	205
ENSMUSG00000006403	Adamts4	0	0	0	1	0
ENSMUSG00000006411	Nectin4	3	1	1	2	9
ENSMUSG00000006412	Pfdn2	935	954	653	688	357
ENSMUSG00000006418	Rnf114	7618	6225	4991	8085	8198
ENSMUSG00000006423	C330007P06Rik	1167	1276	1250	579	553
ENSMUSG00000006435	Neurl1a	0	1	1	3	6
ENSMUSG00000006442	Srm	1243	1026	573	1654	1652
ENSMUSG00000006445	Epha2	2	1	0	0	0
ENSMUSG00000006456	Rbm14	1391	1377	1194	568	788
ENSMUSG00000006457	Actn3	3	2	5	0	4
ENSMUSG00000006463	Zdhhc24	193	213	212	120	145
ENSMUSG00000006464	Bbs1	22	33	35	3	11
ENSMUSG00000006471	Ndor1	1485	1365	1314	877	1550
ENSMUSG00000006476	Nsmf	97	70	640	91	200
ENSMUSG00000006494	Pdk1	6093	9379	1951	2306	3176
ENSMUSG00000006498	Ptbp1	9602	9524	8071	3022	3946
ENSMUSG00000006517	Mvd	642	544	388	555	534
ENSMUSG00000006519	Cyba	4872	4082	4266	5523	3320
ENSMUSG00000006522	Itih3	0	0	1	0	0
ENSMUSG00000006526	Tmem110	462	411	544	316	430
ENSMUSG00000006527	Sfmbt1	815	719	1032	230	309
ENSMUSG00000006529	Itih1	0	0	0	1	0
ENSMUSG00000006538	Ihh	2	1	1	1	2
ENSMUSG00000006567	Atp7b	13	5	4	7	7
ENSMUSG00000006570	Defb2	0	0	0	1	0
ENSMUSG00000006574	Slc4a1	9	13	2	0	36
ENSMUSG00000006575	Rundc3a	138	111	310	121	184
ENSMUSG00000006576	Slc4a3	1	1	0	0	0
ENSMUSG00000006585	Cdt1	992	870	703	387	504
ENSMUSG00000006586	Runx1t1	2	0	0	0	0
ENSMUSG00000006587	Snai3	39	39	49	66	57
ENSMUSG00000006589	Aprt	1307	1155	1234	1306	867
ENSMUSG00000006599	Gtf2h1	1582	1586	1560	1159	1071
ENSMUSG00000006611	Hfe	5	5	9	2	11
ENSMUSG00000006638	Abhd1	3	1	12	20	11
ENSMUSG00000006641	Slc5a6	319	282	295	204	344
ENSMUSG00000006642	Tcf23	0	0	1	0	0
ENSMUSG00000006651	Aplp1	61	65	711	57	49
