id	sym	gfp_plus_1	gfp_plus_2	gfp_plus_3	gfp_minus_1	gfp_minus_2	gfp_minus_3
ENSMUSG00000002731	Prkra	331	331	332	266	94	206
ENSMUSG00000002732	Fkbp7	107	88	50	105	16	55
ENSMUSG00000002733	Plekha3	469	297	333	238	125	244
ENSMUSG00000002741	Ykt6	981	618	554	863	359	485
ENSMUSG00000002748	Baz1b	4072	2891	4487	2839	1569	2119
ENSMUSG00000002763	Pex6	790	538	710	496	311	326
ENSMUSG00000002767	Mrpl2	65	59	98	57	63	34
ENSMUSG00000002768	Mea1	117	31	80	55	25	54
ENSMUSG00000002769	Gnmt	43	23	21	31	4	9
ENSMUSG00000002771	Grin2d	8	9	16	2	6	1
ENSMUSG00000002778	Kdelr1	425	331	515	353	443	307
ENSMUSG00000002781	Tmem143	95	114	116	104	68	97
ENSMUSG00000002791	Pdxk-ps	2	0	0	0	3	2
ENSMUSG00000002797	Ggct	140	80	103	80	60	65
ENSMUSG00000002799	Jag2	36	47	84	172	21	72
ENSMUSG00000002803	Btbd6	432	347	457	526	183	506
ENSMUSG00000002804	Nudt14	21	8	50	40	8	14
ENSMUSG00000002808	Epdr1	8	14	12	8	5	7
ENSMUSG00000002812	Flii	2783	2096	2872	1903	1054	1599
ENSMUSG00000002814	Top3a	306	342	375	391	193	334
ENSMUSG00000002820	Atg4d	119	106	190	128	30	76
ENSMUSG00000002825	Qtrt1	265	257	353	191	132	166
ENSMUSG00000002831	Plin4	88	62	100	170	93	76
ENSMUSG00000002833	Hdgfrp2	329	341	404	364	233	220
ENSMUSG00000002835	Chaf1a	43	32	19	9	20	8
ENSMUSG00000002844	Adprh	185	129	233	147	83	101
ENSMUSG00000002845	Tmem39a	1656	1362	1628	1299	844	988
ENSMUSG00000002846	Timmdc1	140	117	148	105	44	88
ENSMUSG00000002847	Pla1a	40	21	45	2	13	7
ENSMUSG00000002870	Mcm2	223	147	163	143	125	104
ENSMUSG00000002871	Tpra1	413	418	477	461	232	306
ENSMUSG00000002881	Nab1	942	586	1086	405	206	204
ENSMUSG00000002885	Adgre5	4918	1853	5236	257	665	105
ENSMUSG00000002897	Il17ra	4331	3440	5505	3596	2778	2912
ENSMUSG00000002900	Lamb1	9	20	19	17	13	8
ENSMUSG00000002908	Kcnn1	39	21	12	1	10	6
ENSMUSG00000002910	Arrdc2	315	262	307	153	65	68
ENSMUSG00000002930	Ppp1r17	0	0	0	0	3	0
ENSMUSG00000002944	Cd36	1996	1079	1920	123	246	29
ENSMUSG00000002948	Map2k7	796	612	898	531	387	441
ENSMUSG00000002949	Timm44	1144	990	1016	1001	394	659
ENSMUSG00000002957	Ap2a2	2367	1622	2471	1367	769	989
ENSMUSG00000002963	Pnkp	242	144	278	109	83	83
ENSMUSG00000002968	Med25	830	808	1013	887	468	626
ENSMUSG00000002980	Bcam	14	2	22	64	1	2
ENSMUSG00000002981	Clptm1	1725	1646	1915	1813	1129	1549
ENSMUSG00000002983	Relb	1052	462	975	739	234	432
ENSMUSG00000002984	Tomm40	341	333	407	331	203	276
ENSMUSG00000002985	Apoe	57751	72107	72843	2233	10260	1187
ENSMUSG00000002992	Apoc2	13	16	13	0	3	0
ENSMUSG00000002996	Hbp1	3024	2564	2971	2158	1337	1874
ENSMUSG00000002997	Prkar2b	66	43	71	22	18	21
ENSMUSG00000003031	Cdkn1b	1372	789	1348	530	277	468
ENSMUSG00000003032	Klf4	3600	2573	4775	2149	1188	1276
ENSMUSG00000003033	Ap1m1	774	720	952	801	389	574
ENSMUSG00000003037	Rab8a	757	424	640	374	422	311
ENSMUSG00000003038	Hmgn2	360	196	290	180	62	115
ENSMUSG00000003039	Fam32a	394	267	488	194	86	138
ENSMUSG00000003051	Elf3	0	1	0	0	0	9
ENSMUSG00000003062	Stard3nl	1459	1057	1060	1336	470	878
ENSMUSG00000003068	Stk11	1006	756	1042	497	285	338
ENSMUSG00000003070	Efna2	0	4	2	0	1	0
ENSMUSG00000003072	Atp5d	509	430	709	309	192	265
ENSMUSG00000003099	Ppp5c	992	932	1132	973	587	773
ENSMUSG00000003119	Cdk12	5078	4135	4655	3922	2257	3402
ENSMUSG00000003123	Lipe	1073	1038	1172	1136	377	835
ENSMUSG00000003131	Pafah1b2	1053	609	808	710	322	415
ENSMUSG00000003134	Tbc1d8	5366	4339	4873	2359	1269	1545
ENSMUSG00000003135	Cnot11	737	499	694	353	369	410
ENSMUSG00000003153	Slc2a3	1456	629	1562	206	246	134
ENSMUSG00000003154	Foxj2	3305	3516	4173	2926	1912	2911
ENSMUSG00000003161	Sri	839	619	1007	499	222	457
ENSMUSG00000003166	Dgcr2	456	342	377	296	214	272
ENSMUSG00000003184	Irf3	1614	1484	1281	1904	982	956
ENSMUSG00000003190	Bcl2l12	36	42	44	49	27	25
ENSMUSG00000003198	Zfp959	8	47	28	32	6	25
ENSMUSG00000003199	Mpnd	156	236	260	108	59	130
ENSMUSG00000003200	Sh3gl1	1101	932	1016	966	327	706
ENSMUSG00000003206	Ebi3	184	143	173	85	31	93
ENSMUSG00000003208	Ccdc94	94	71	112	89	49	50
ENSMUSG00000003226	Ranbp2	4617	3598	4566	2667	1330	2219
ENSMUSG00000003227	Edar	0	0	0	0	48	2
ENSMUSG00000003228	Grk5	543	252	776	96	157	103
ENSMUSG00000003233	Dvl3	1130	1064	1275	1084	577	1029
ENSMUSG00000003234	Abcf3	603	528	897	638	373	482
ENSMUSG00000003235	Eif2b5	281	202	253	238	141	167
ENSMUSG00000003269	Cyth2	468	265	376	380	145	209
ENSMUSG00000003271	Sult2b1	29	12	9	26	4	6
ENSMUSG00000003273	Car11	48	60	72	36	33	25
ENSMUSG00000003279	Dlgap1	161	75	222	66	54	41
ENSMUSG00000003282	Plag1	158	148	140	106	58	96
ENSMUSG00000003283	Hck	1653	1310	1746	1237	667	901
ENSMUSG00000003299	Mrpl4	617	495	548	463	320	310
ENSMUSG00000003308	Keap1	169	130	152	71	96	86
ENSMUSG00000003309	Ap1m2	6	0	2	0	0	0
ENSMUSG00000003316	Glg1	4020	2913	4172	2234	1274	2084
ENSMUSG00000003341	Atp8b3	5	0	1	0	2	0
ENSMUSG00000003344	Btbd2	233	296	275	232	161	248
ENSMUSG00000003345	Csnk1g2	632	530	619	695	330	376
ENSMUSG00000003346	Abhd17a	98	77	142	100	53	77
ENSMUSG00000003348	Mob3a	296	189	224	335	144	170
ENSMUSG00000003352	Cacnb3	108	38	129	2	47	1
ENSMUSG00000003354	Ccdc65	0	3	0	1	5	4
ENSMUSG00000003355	Fkbp11	0	0	12	1	2	2
ENSMUSG00000003360	Ddx23	746	622	726	718	453	447
ENSMUSG00000003363	Pld3	1723	1705	1727	1319	881	1244
ENSMUSG00000003378	Grik5	155	212	232	132	78	90
ENSMUSG00000003379	Cd79a	13	11	47	4	7	11
ENSMUSG00000003380	Rabac1	232	191	293	218	86	151
ENSMUSG00000003382	Etv3	2680	1472	3127	1272	774	985
ENSMUSG00000003402	Prkcsh	309	262	389	233	175	203
ENSMUSG00000003410	Elavl3	45	34	52	21	21	35
ENSMUSG00000003411	Rab3b	2	2	3	2	2	0
ENSMUSG00000003418	St8sia6	536	504	676	485	299	509
ENSMUSG00000003420	Fcgrt	173	148	309	149	115	97
ENSMUSG00000003421	Nosip	458	499	450	628	161	364
ENSMUSG00000003423	Pih1d1	294	150	279	195	69	158
ENSMUSG00000003429	Rps11	947	738	1515	463	361	512
ENSMUSG00000003435	Supt5	1954	1646	1652	1559	573	918
ENSMUSG00000003436	Dll3	0	0	7	0	3	0
ENSMUSG00000003437	Paf1	1371	1019	2174	750	731	613
ENSMUSG00000003438	Timm50	96	113	135	122	101	111
ENSMUSG00000003444	Med29	135	119	162	99	88	73
ENSMUSG00000003452	Bicd1	121	140	193	37	23	33
ENSMUSG00000003458	Ncstn	3136	2609	3248	2616	1501	1997
ENSMUSG00000003464	Pex19	576	511	592	360	349	345
ENSMUSG00000003469	Phyhip	16	15	48	17	104	10
ENSMUSG00000003476	Crhr2	14	12	2	1	6	5
ENSMUSG00000003477	Inmt	0	0	0	0	2	0
ENSMUSG00000003484	Cyp4f18	527	448	611	8	100	5
ENSMUSG00000003500	Impdh1	48	36	58	27	24	27
ENSMUSG00000003518	Dusp3	1464	855	1701	993	1035	772
ENSMUSG00000003526	Prodh	270	165	198	154	44	79
ENSMUSG00000003527	Dgcr14	376	376	381	370	187	240
ENSMUSG00000003528	Slc25a1	145	109	141	103	44	88
ENSMUSG00000003531	Dgcr6	51	44	42	29	29	26
ENSMUSG00000003534	Ddr1	30	8	55	7	7	13
ENSMUSG00000003541	Ier3	1456	1171	2388	643	746	561
ENSMUSG00000003545	Fosb	28448	15792	35953	7511	6850	4561
ENSMUSG00000003546	Klc4	367	204	315	275	173	149
ENSMUSG00000003549	Ercc1	322	225	215	295	175	211
ENSMUSG00000003555	Cyp17a1	13	7	5	8	3	14
ENSMUSG00000003559	As3mt	432	417	286	415	86	297
ENSMUSG00000003573	Homer3	199	177	191	142	266	141
ENSMUSG00000003575	Crtc1	1248	1094	1154	1085	695	818
ENSMUSG00000003581	Rnf215	301	361	250	389	147	300
ENSMUSG00000003585	Sec14l2	40	49	54	158	49	86
ENSMUSG00000003604	Aven	57	66	68	94	47	73
ENSMUSG00000003617	Cp	8457	8228	8011	829	1317	473
ENSMUSG00000003623	Crot	1078	783	758	930	371	794
ENSMUSG00000003644	Rps6ka1	2466	2280	2448	3670	1957	2938
ENSMUSG00000003657	Calb2	1	1	4	0	2	1
ENSMUSG00000003660	Snrnp200	2903	2124	2858	1822	1065	1607
ENSMUSG00000003662	Ciao1	378	288	340	201	141	211
ENSMUSG00000003665	Has1	65	12	20	3	7	1
ENSMUSG00000003680	Taf6l	826	698	687	592	479	527
ENSMUSG00000003721	Insig2	337	353	360	400	161	288
ENSMUSG00000003731	Kpna6	1381	1078	1847	917	710	969
ENSMUSG00000003746	Man1a	6002	3548	5314	6246	2508	5052
ENSMUSG00000003752	Itpkc	361	320	480	494	348	433
ENSMUSG00000003762	Adck4	478	375	467	436	194	373
ENSMUSG00000003778	Brd8	2976	2206	2723	1850	1047	1268
ENSMUSG00000003779	Kif20a	34	29	72	31	77	39
ENSMUSG00000003808	Farsa	393	404	428	382	239	288
ENSMUSG00000003809	Gcdh	185	177	178	112	63	97
ENSMUSG00000003810	Mast2	1478	1139	1387	1206	616	927
ENSMUSG00000003812	Dnase2a	810	784	776	832	407	580
ENSMUSG00000003813	Rad23a	404	357	492	369	121	264
ENSMUSG00000003814	Calr	3892	3410	4179	3710	2232	2999
ENSMUSG00000003824	Syce2	80	84	154	73	48	61
ENSMUSG00000003847	Nfat5	9812	8810	9778	7545	5301	6325
ENSMUSG00000003848	Nob1	160	118	177	124	61	114
ENSMUSG00000003849	Nqo1	4	3	5	0	0	7
ENSMUSG00000003863	Ppfia3	39	41	28	34	44	25
ENSMUSG00000003865	Gys1	515	350	353	221	141	147
ENSMUSG00000003868	Ruvbl2	230	163	276	235	160	188
ENSMUSG00000003872	Lin7b	25	1	27	9	4	9
ENSMUSG00000003873	Bax	278	244	292	179	226	191
ENSMUSG00000003882	Il7r	393	328	436	657	426	664
ENSMUSG00000003923	Tfam	151	147	143	83	22	64
ENSMUSG00000003929	Zfp81	629	512	429	386	185	281
ENSMUSG00000003934	Efnb3	32	24	64	26	40	29
ENSMUSG00000003948	Mmd	828	583	814	600	327	408
ENSMUSG00000003949	Hlf	92	55	98	567	234	551
ENSMUSG00000003955	Fam162a	136	97	115	47	16	41
ENSMUSG00000003970	Rpl8	778	457	1140	437	403	271
ENSMUSG00000003974	Grm3	29	39	37	43	19	56
ENSMUSG00000003992	Ssbp2	915	792	999	982	314	715
ENSMUSG00000004018	Fancl	355	396	351	298	142	202
ENSMUSG00000004031	Brinp2	24	11	0	8	6	1
ENSMUSG00000004032	Gstm5	12	14	47	8	18	12
ENSMUSG00000004035	Gstm7	14	23	10	5	20	16
ENSMUSG00000004040	Stat3	6835	3897	7554	4688	2429	3208
ENSMUSG00000004043	Stat5a	567	448	542	487	174	288
ENSMUSG00000004044	Ptrf	41	9	50	0	21	2
ENSMUSG00000004054	Map3k11	1644	1567	2170	1665	824	1212
ENSMUSG00000004056	Akt2	896	615	963	545	456	568
ENSMUSG00000004069	Dnaja3	498	455	384	373	123	227
ENSMUSG00000004070	Hmox2	425	367	458	297	269	267
ENSMUSG00000004071	Cdip1	1757	1315	1243	1245	685	850
ENSMUSG00000004085	Zak	1053	662	1141	443	477	470
ENSMUSG00000004096	Cwc15	360	266	397	159	107	135
ENSMUSG00000004098	Col5a3	17	1	23	0	4	0
ENSMUSG00000004099	Dnmt1	1433	884	1383	655	345	502
ENSMUSG00000004100	Ppan	392	239	251	236	121	158
ENSMUSG00000004105	Angptl2	398	304	482	851	448	513
ENSMUSG00000004110	Cacna1e	231	140	358	118	112	89
ENSMUSG00000004113	Cacna1b	50	19	56	19	127	16
ENSMUSG00000004127	Trmt10a	207	121	139	198	180	162
ENSMUSG00000004151	Etv1	1223	1005	1285	700	377	764
ENSMUSG00000004187	Kifc2	329	281	336	219	166	138
ENSMUSG00000004207	Psap	13823	10965	17442	7734	4001	6960
ENSMUSG00000004221	Ikbkg	721	557	773	603	233	461
ENSMUSG00000004231	Pax2	0	2	0	0	20	1
ENSMUSG00000004233	Wars2	506	337	611	403	218	356
ENSMUSG00000004263	Atn1	163	214	199	197	324	203
ENSMUSG00000004264	Phb2	504	312	519	378	297	293
ENSMUSG00000004266	Ptpn6	3136	2411	3068	2576	858	1762
ENSMUSG00000004267	Eno2	59	57	128	42	24	25
ENSMUSG00000004268	Emg1	736	617	935	1002	446	813
ENSMUSG00000004270	Lpcat3	869	904	1059	2340	1787	2063
ENSMUSG00000004285	Atp6v1f	152	208	328	149	110	158
ENSMUSG00000004296	Il12b	91	51	78	5	8	5
ENSMUSG00000004317	Clcn5	1561	1177	1675	1000	686	898
ENSMUSG00000004319	Clcn3	1912	1517	1949	1520	616	1174
ENSMUSG00000004328	Hif3a	20	12	23	49	17	45
ENSMUSG00000004341	Gpx6	0	0	0	0	2	0
ENSMUSG00000004347	Pde1c	8	3	54	8	38	9
ENSMUSG00000004356	Utp20	1717	1432	1675	1170	651	1010
ENSMUSG00000004359	Spic	686	896	845	32	108	23
ENSMUSG00000004360	9330159F19Rik	27	23	25	40	10	20
ENSMUSG00000004364	Cul3	1568	1236	1635	1072	621	891
ENSMUSG00000004366	Sst	0	0	5	1	0	3
ENSMUSG00000004371	Il11	0	0	8	0	2	0
ENSMUSG00000004383	Large	981	860	732	2786	874	1708
ENSMUSG00000004393	Ddx56	159	125	215	197	52	143
ENSMUSG00000004394	Tmed4	615	517	437	451	305	293
ENSMUSG00000004415	Col26a1	6	1	0	3	2	0
ENSMUSG00000004446	Bid	534	539	517	773	144	460
ENSMUSG00000004451	Ralb	1737	1417	1809	1894	888	1457
ENSMUSG00000004455	Ppp1cc	670	657	686	580	126	371
ENSMUSG00000004460	Dnajb11	995	663	895	768	306	500
ENSMUSG00000004462	Tbccd1	285	298	264	292	130	308
ENSMUSG00000004473	Clec11a	28	29	38	7	13	15
ENSMUSG00000004500	Zfp324	228	213	227	288	265	231
ENSMUSG00000004508	Gab2	5036	4694	5327	4104	2042	2963
ENSMUSG00000004530	Coro1c	2030	1783	2160	1390	972	976
ENSMUSG00000004535	Tax1bp1	4883	3214	4525	2658	1107	2207
ENSMUSG00000004540	Psg17	0	1	2	0	0	0
ENSMUSG00000004542	Psg19	0	0	0	0	3	0
ENSMUSG00000004552	Ctse	1094	973	901	36	133	39
ENSMUSG00000004558	Ndrg2	277	138	502	146	153	155
ENSMUSG00000004561	Mettl17	423	484	341	418	169	325
ENSMUSG00000004562	Arhgef40	2099	2003	2225	4606	3257	3727
ENSMUSG00000004565	Pnpla6	1412	1375	1925	1003	546	960
ENSMUSG00000004567	Mcoln1	3864	2810	3454	2420	1378	1504
ENSMUSG00000004568	Arhgef18	818	377	724	1057	479	734
ENSMUSG00000004591	Pkn2	1823	1317	1511	1221	605	1029
ENSMUSG00000004609	Cd33	36520	36063	36998	35010	15356	31730
ENSMUSG00000004610	Etfb	29	33	51	10	34	23
ENSMUSG00000004612	Nkg7	103	20	79	1	13	1
ENSMUSG00000004626	Stxbp2	2022	1465	2231	1193	1017	792
ENSMUSG00000004630	Pcp2	19	12	13	23	2	5
ENSMUSG00000004631	Sgce	226	129	199	1133	292	668
ENSMUSG00000004633	Chn2	1037	880	948	2449	1306	2053
ENSMUSG00000004637	Wwox	1400	1132	1098	1159	432	784
ENSMUSG00000004642	Slbp	528	318	431	330	240	245
ENSMUSG00000004651	Tyr	0	1	0	0	1	0
ENSMUSG00000004655	Aqp1	2	4	4	6	6	6
ENSMUSG00000004661	Arid3b	3284	2876	3274	3779	1840	2763
ENSMUSG00000004665	Cnn2	418	187	576	62	165	33
ENSMUSG00000004667	Polr2e	491	346	572	504	267	349
ENSMUSG00000004668	Abca13	1579	304	1562	107	234	60
ENSMUSG00000004677	Myo9b	13360	12935	14001	6674	4471	5403
ENSMUSG00000004698	Hdac9	3366	2905	3440	979	780	877
ENSMUSG00000004707	Ly9	2175	2007	1903	580	451	512
ENSMUSG00000004709	Cd244	359	158	330	97	73	79
ENSMUSG00000004730	Adgre1	11790	10136	10985	3002	2487	2510
ENSMUSG00000004748	Mtfp1	10	13	15	11	2	16
ENSMUSG00000004768	Rab23	327	193	320	137	118	142
ENSMUSG00000004771	Rab11a	870	619	841	848	355	512
ENSMUSG00000004788	Eif2b2	174	158	215	214	106	124
ENSMUSG00000004789	Dlst	1822	1557	1784	1534	751	1088
ENSMUSG00000004791	Pgf	5	0	0	1	0	2
ENSMUSG00000004798	Ulk2	6151	6123	6223	5222	3133	4714
ENSMUSG00000004814	Ccl24	1280	678	1307	315	254	107
ENSMUSG00000004815	Dgkq	340	375	444	377	203	273
ENSMUSG00000004821	Tmed11	0	0	0	0	5	0
ENSMUSG00000004837	Grap	101	79	162	246	160	178
ENSMUSG00000004842	Pou1f1	0	1	9	0	0	0
ENSMUSG00000004843	Chmp2b	168	190	227	110	112	114
ENSMUSG00000004846	Plod3	1893	1518	1806	2677	1182	2082
ENSMUSG00000004849	Ap1s1	94	58	87	60	55	32
ENSMUSG00000004864	Mapk13	33	3	36	0	4	0
ENSMUSG00000004865	Srpk1	2196	1810	2182	1695	774	1173
ENSMUSG00000004872	Pax3	1	0	0	9	1	0
ENSMUSG00000004880	Lbr	694	305	816	307	159	230
ENSMUSG00000004885	Crabp2	0	0	0	1	3	0
ENSMUSG00000004891	Nes	64	44	194	58	58	74
ENSMUSG00000004892	Bcan	266	60	237	67	106	37
ENSMUSG00000004894	Hapln2	10	15	23	2	7	2
ENSMUSG00000004895	Prcc	426	492	470	510	128	426
ENSMUSG00000004896	Rrnad1	774	822	792	754	501	605
ENSMUSG00000004897	Hdgf	459	327	608	253	196	277
ENSMUSG00000004902	Slc25a18	265	344	403	299	79	210
ENSMUSG00000004929	Thop1	93	86	95	92	50	58
ENSMUSG00000004931	Apba3	157	213	217	225	125	191
ENSMUSG00000004933	Matk	444	377	504	536	349	362
ENSMUSG00000004934	Pias4	500	388	490	460	270	365
ENSMUSG00000004936	Map2k1	938	705	887	932	291	720
ENSMUSG00000004937	Sgta	501	520	560	425	175	342
ENSMUSG00000004939	Nmrk2	1	0	0	0	0	1
ENSMUSG00000004945	Tmem242	95	67	106	73	55	51
ENSMUSG00000004947	Dtx2	744	556	750	600	300	438
ENSMUSG00000004948	Zp3	0	0	2	0	2	0
ENSMUSG00000004951	Hspb1	495	524	1046	181	225	255
ENSMUSG00000004952	Rasa4	3784	3040	3797	2230	1544	1409
ENSMUSG00000004961	Syt5	9	0	7	1	6	1
ENSMUSG00000004980	Hnrnpa2b1	8734	6383	8762	5343	2813	3737
ENSMUSG00000004988	Fxyd4	89	80	80	112	26	47
ENSMUSG00000004994	Ccdc130	316	311	259	314	115	199
ENSMUSG00000004996	Mri1	198	163	216	177	224	122
ENSMUSG00000005034	Prkacb	2970	2202	2436	1275	738	931
ENSMUSG00000005043	Sgsh	1123	1036	944	330	216	264
ENSMUSG00000005045	Chd5	52	33	87	35	23	25
ENSMUSG00000005054	Cstb	243	217	315	111	149	67
ENSMUSG00000005057	Sh2b2	2582	1731	2252	1428	1155	1230
ENSMUSG00000005069	Pex5	271	257	321	127	83	116
ENSMUSG00000005078	Jkamp	155	131	136	143	58	117
ENSMUSG00000005087	Cd44	6853	2202	6358	304	886	129
ENSMUSG00000005089	Slc1a2	1505	514	2115	331	650	472
ENSMUSG00000005102	Eif2ak4	1953	1671	1798	1655	794	1247
ENSMUSG00000005103	Wdr1	2297	1460	2253	1905	957	1626
ENSMUSG00000005107	Slc2a9	230	151	186	331	147	220
ENSMUSG00000005124	Wisp1	3	2	1	4	1	0
ENSMUSG00000005125	Ndrg1	316	109	247	43	25	31
ENSMUSG00000005131	4930550C14Rik	42	19	19	5	2	13
ENSMUSG00000005142	Man2b1	17634	15411	18778	15412	10122	16065
ENSMUSG00000005148	Klf5	102	33	63	7	14	3
ENSMUSG00000005150	Wdr83	300	281	346	254	60	208
ENSMUSG00000005161	Prdx2	554	584	860	489	1080	668
ENSMUSG00000005198	Polr2a	5007	3599	4669	3274	2550	2402
ENSMUSG00000005202	Shbg	0	5	1	0	0	0
ENSMUSG00000005204	Senp3	1337	790	1106	814	373	528
ENSMUSG00000005220	Corin	9	6	1	5	2	3
ENSMUSG00000005225	Plekha8	466	365	350	488	131	389
ENSMUSG00000005233	Spc25	26	31	41	6	7	18
ENSMUSG00000005237	Dnah2	217	140	212	98	47	42
ENSMUSG00000005251	Ripk4	16	16	10	0	1	1
ENSMUSG00000005262	Ufd1l	1241	1039	1190	834	493	805
ENSMUSG00000005267	Zfp287	332	275	312	238	99	185
ENSMUSG00000005268	Prlr	79	67	93	61	34	39
ENSMUSG00000005299	Letm1	640	464	627	604	534	509
ENSMUSG00000005312	Ubqln1	998	853	958	678	464	641
ENSMUSG00000005320	Fgfr4	2	0	2	0	2	0
ENSMUSG00000005338	Cadm3	165	72	121	17	97	21
ENSMUSG00000005339	Fcer1a	1	2	9	0	1	0
ENSMUSG00000005354	Txn2	570	419	615	283	174	265
ENSMUSG00000005357	Slc1a6	0	3	1	0	1	0
ENSMUSG00000005360	Slc1a3	256	262	545	2705	886	2005
ENSMUSG00000005362	Crbn	555	501	417	543	194	425
ENSMUSG00000005364	Il5ra	12	0	3	1	0	0
ENSMUSG00000005370	Msh6	675	507	594	448	257	357
ENSMUSG00000005371	Fbxo11	3152	2314	2793	1828	842	1383
ENSMUSG00000005373	Mlxipl	2485	2590	3211	13219	9792	10997
ENSMUSG00000005374	Tbl2	394	427	546	431	264	390
ENSMUSG00000005378	Wbscr22	464	329	405	450	145	375
ENSMUSG00000005397	Nid1	15	20	35	16	20	21
ENSMUSG00000005410	Mcm5	122	96	151	87	35	61
ENSMUSG00000005413	Hmox1	5967	6053	6154	4338	1984	2760
ENSMUSG00000005417	Mprip	1679	1485	1820	1360	675	1020
ENSMUSG00000005442	Cic	7168	6276	8690	6545	3485	5052
ENSMUSG00000005447	Pafah1b3	151	73	86	62	81	42
ENSMUSG00000005465	Il27ra	2	0	58	7	5	5
ENSMUSG00000005469	Prkaca	705	684	905	621	403	601
ENSMUSG00000005470	Asf1b	31	4	51	19	17	11
ENSMUSG00000005481	Ddx39	961	404	847	238	166	173
ENSMUSG00000005483	Dnajb1	6820	4076	7905	798	1220	523
ENSMUSG00000005493	Msh4	1	1	5	10	3	4
ENSMUSG00000005501	Usp40	3006	2524	2315	3014	1214	2083
ENSMUSG00000005503	Evx1	0	0	0	0	5	0
ENSMUSG00000005505	Kbtbd4	62	70	60	68	20	46
ENSMUSG00000005506	Celf1	4384	3662	5538	4010	2234	3142
ENSMUSG00000005510	Ndufs3	364	169	321	204	84	158
ENSMUSG00000005514	Por	1111	714	1192	619	419	484
ENSMUSG00000005533	Igf1r	2512	1405	2766	1835	1254	1527
ENSMUSG00000005534	Insr	4923	3806	4701	4675	2392	3409
ENSMUSG00000005540	Fcer2a	17	15	27	14	5	5
ENSMUSG00000005547	Cyp2a5	0	0	0	0	5	0
ENSMUSG00000005553	Atp4a	8	5	2	2	2	0
ENSMUSG00000005566	Trim28	1079	695	1255	1069	721	971
ENSMUSG00000005575	Ube2m	307	183	256	178	275	218
ENSMUSG00000005580	Adcy9	1234	1222	1113	745	352	389
ENSMUSG00000005583	Mef2c	18508	16413	18338	13651	5763	12462
ENSMUSG00000005609	Ctr9	546	481	557	456	233	381
ENSMUSG00000005610	Eif4g2	14937	10168	14155	10441	4745	8395
ENSMUSG00000005611	Mrvi1	65	45	78	32	17	9
ENSMUSG00000005615	Pcyt1a	1556	960	1507	601	449	453
ENSMUSG00000005621	Zfp592	3546	3237	4316	3203	1644	2742
ENSMUSG00000005625	Psmd4	313	210	266	243	162	167
ENSMUSG00000005628	Tmod4	19	23	43	6	12	17
ENSMUSG00000005640	Insrr	2	1	0	0	15	7
ENSMUSG00000005649	Cabp5	0	9	0	0	1	4
ENSMUSG00000005656	Snx6	1002	802	1048	688	441	581
ENSMUSG00000005667	Mthfd2	142	96	150	144	72	129
ENSMUSG00000005672	Kit	161	65	152	9	20	12
ENSMUSG00000005674	Tomm40l	33	21	24	33	8	13
ENSMUSG00000005677	Nr1i3	1	12	3	16	1	3
ENSMUSG00000005681	Apoa2	69	59	97	96	47	66
ENSMUSG00000005682	Pan2	1825	1760	1918	1393	654	1059
ENSMUSG00000005683	Cs	1778	1326	1779	1177	684	1000
ENSMUSG00000005686	Ampd3	1268	813	1393	796	470	616
ENSMUSG00000005687	Bcas2	668	668	813	645	257	446
ENSMUSG00000005696	Sh2d1a	0	0	3	0	0	0
ENSMUSG00000005698	Ctcf	1642	1263	1747	1221	614	945
ENSMUSG00000005699	Pard6a	20	58	12	26	13	15
ENSMUSG00000005705	Agrp	45	52	27	41	2	21
ENSMUSG00000005716	Pvalb	2	1	0	0	0	3
ENSMUSG00000005718	Tfap4	55	70	118	147	97	124
ENSMUSG00000005732	Ranbp1	179	131	143	106	81	116
ENSMUSG00000005763	Cd247	64	68	69	51	9	40
ENSMUSG00000005774	Rfx5	770	747	778	635	566	635
ENSMUSG00000005779	Psmb4	667	342	548	363	194	180
ENSMUSG00000005800	Mmp8	2608	722	2400	113	386	55
ENSMUSG00000005802	Slc30a4	294	291	257	314	95	246
ENSMUSG00000005803	Sqrdl	1382	1281	1454	1115	531	959
ENSMUSG00000005804	Bloc1s6	333	163	206	215	112	106
ENSMUSG00000005813	Metap1	1283	928	1257	976	701	784
ENSMUSG00000005823	Gpr108	1179	1125	1450	1212	568	952
ENSMUSG00000005824	Tnfsf14	49	24	50	1	7	2
ENSMUSG00000005846	Rsl1d1	867	816	962	987	366	694
ENSMUSG00000005864	Cnga2	0	0	1	8	5	18
ENSMUSG00000005871	Apc	8975	7717	9373	8746	5573	7748
ENSMUSG00000005873	Reep5	822	613	1016	550	707	817
ENSMUSG00000005881	Ergic3	952	1015	976	893	286	580
ENSMUSG00000005882	Uqcc1	931	718	800	487	311	492
ENSMUSG00000005883	Spo11	10	3	6	0	1	0
ENSMUSG00000005886	Ncoa2	6714	5498	6778	4522	2736	3904
ENSMUSG00000005891	Prl4a1	0	0	0	0	0	6
ENSMUSG00000005893	Nr2c2	2977	2659	3104	2405	1395	1825
ENSMUSG00000005897	Nr2c1	608	571	652	465	218	391
ENSMUSG00000005899	Smpd4	945	983	979	814	427	671
ENSMUSG00000005907	Pex1	960	674	913	637	262	561
ENSMUSG00000005917	Otx1	7	3	10	4	1	0
ENSMUSG00000005936	Kctd20	975	629	827	647	337	399
ENSMUSG00000005947	Itgae	192	164	239	417	159	335
