Geneid	SYM	BMP5.1	BMP5.2	BMP5.3	Control1	Control2	Control3
ENSG00000170214	ADRA1B	0	0	0	0	0	1
ENSG00000171873	ADRA1D	1	0	0	1	0	0
ENSG00000150594	ADRA2A	457	472	556	488	446	516
ENSG00000274286	ADRA2B	7	11	1	7	9	8
ENSG00000184160	ADRA2C	0	0	0	0	1	1
ENSG00000043591	ADRB1	4	8	2	2	3	6
ENSG00000169252	ADRB2	1	1	1	5	4	4
ENSG00000188778	ADRB3	0	0	0	0	0	0
ENSG00000173020	ADRBK1	2557	2711	3053	2989	2826	3015
ENSG00000100077	ADRBK2	124	117	142	113	120	118
ENSG00000130706	ADRM1	2180	2549	2733	2680	2484	2352
ENSG00000239900	ADSL	859	807	984	933	956	999
ENSG00000035687	ADSS	654	743	837	713	684	712
ENSG00000185100	ADSSL1	23	37	29	36	22	19
ENSG00000111863	ADTRP	16	11	15	6	10	10
ENSG00000106624	AEBP1	0	0	0	1	0	0
ENSG00000139154	AEBP2	215	220	272	233	244	263
ENSG00000181026	AEN	1097	1294	1372	1494	1485	1603
ENSG00000104964	AES	1740	2103	2373	2313	2160	2305
ENSG00000196526	AFAP1	168	182	187	198	184	218
ENSG00000272620	AFAP1-AS1	901	1059	1125	1153	1127	1202
ENSG00000157510	AFAP1L1	0	0	0	0	0	0
ENSG00000169129	AFAP1L2	263	298	334	335	292	339
ENSG00000172493	AFF1	664	670	779	792	710	765
ENSG00000155966	AFF2	0	1	1	0	0	1
ENSG00000144218	AFF3	0	0	0	0	0	0
ENSG00000072364	AFF4	803	795	928	831	774	853
ENSG00000223959	AFG3L1P	221	210	231	232	239	254
ENSG00000141385	AFG3L2	1667	1695	1906	1977	1867	2027
ENSG00000253606	AFG3L2P1	67	56	95	67	72	69
ENSG00000079557	AFM	0	0	0	0	0	0
ENSG00000183077	AFMID	241	234	276	272	230	271
ENSG00000081051	AFP	0	0	0	0	0	0
ENSG00000119844	AFTPH	681	603	807	688	701	722
ENSG00000038002	AGA	84	73	81	74	82	100
ENSG00000157985	AGAP1	891	1044	1107	891	981	908
ENSG00000235529	AGAP1-IT1	17	22	21	24	18	33
ENSG00000230869	AGAP10P	16	8	10	11	14	13
ENSG00000271880	AGAP11	1	3	9	1	7	9
ENSG00000135439	AGAP2	17	12	28	22	22	20
ENSG00000255737	AGAP2-AS1	13	18	20	5	11	15
ENSG00000133612	AGAP3	1824	1972	2368	2407	2310	2357
ENSG00000188234	AGAP4	56	53	45	68	72	75
ENSG00000172650	AGAP5	37	32	37	35	35	32
ENSG00000204149	AGAP6	115	171	156	173	151	182
ENSG00000264204	AGAP7P	8	8	11	16	9	21
ENSG00000204172	AGAP9	64	44	61	71	84	62
ENSG00000260125	AGBL1-AS1	0	0	0	0	0	0
ENSG00000165923	AGBL2	19	19	15	16	9	21
ENSG00000146856	AGBL3	18	19	29	20	33	18
ENSG00000186094	AGBL4	0	0	0	0	0	0
ENSG00000225623	AGBL4-IT1	0	0	0	0	0	0
ENSG00000084693	AGBL5	458	468	574	505	545	576
ENSG00000231636	AGBL5-AS1	0	0	0	1	0	0
ENSG00000204305	AGER	21	31	22	31	24	42
ENSG00000173744	AGFG1	1030	984	1158	1201	1118	1168
ENSG00000106351	AGFG2	296	332	369	325	358	325
ENSG00000164252	AGGF1	343	323	291	303	308	302
ENSG00000214273	AGGF1P1	0	1	0	0	0	0
ENSG00000233435	AGGF1P2	0	0	0	1	0	0
ENSG00000241532	AGGF1P3	0	0	0	0	0	0
ENSG00000261689	AGGF1P4	0	0	0	0	0	0
ENSG00000006530	AGK	392	478	477	466	419	479
ENSG00000226555	AGKP1	2	4	4	3	3	5
ENSG00000162688	AGL	481	417	527	445	424	428
ENSG00000116771	AGMAT	471	476	535	567	539	579
ENSG00000187546	AGMO	13	27	22	33	29	31
ENSG00000092847	AGO1	287	323	337	296	248	284
ENSG00000123908	AGO2	3440	3715	4293	3753	3873	3785
ENSG00000126070	AGO3	148	164	177	141	152	159
ENSG00000134698	AGO4	233	266	243	237	230	269
ENSG00000204310	AGPAT1	587	684	702	740	798	861
ENSG00000169692	AGPAT2	618	676	726	629	574	712
ENSG00000160216	AGPAT3	679	732	846	748	808	838
ENSG00000026652	AGPAT4	24	35	30	27	28	21
ENSG00000279355	AGPAT4-IT1	0	1	0	1	4	1
ENSG00000155189	AGPAT5	283	250	299	232	235	237
ENSG00000234652	AGPAT5P1	0	0	0	0	0	0
ENSG00000158669	AGPAT6	363	400	432	408	402	447
ENSG00000138678	AGPAT9	174	222	262	192	171	204
ENSG00000018510	AGPS	549	501	565	467	454	518
ENSG00000106541	AGR2	6040	5527	6810	6311	6314	7416
ENSG00000173467	AGR3	199	167	203	191	227	223
ENSG00000188157	AGRN	5810	7401	7368	6657	6669	6853
ENSG00000159723	AGRP	0	0	0	0	0	0
ENSG00000135744	AGT	27	18	33	19	27	34
ENSG00000135049	AGTPBP1	189	196	164	140	162	198
ENSG00000144891	AGTR1	0	0	0	0	0	0
ENSG00000180772	AGTR2	0	0	0	0	0	0
ENSG00000177674	AGTRAP	243	252	283	294	322	337
ENSG00000172482	AGXT	4	11	15	2	9	6
ENSG00000113492	AGXT2	0	1	0	0	0	1
ENSG00000153207	AHCTF1	628	608	625	621	575	561
ENSG00000101444	AHCY	5409	6048	6848	6487	6236	6606
ENSG00000168710	AHCYL1	1351	1361	1572	1347	1289	1254
ENSG00000158467	AHCYL2	133	168	195	176	147	159
ENSG00000238181	AHCYP2	2	6	9	8	3	2
ENSG00000233955	AHCYP3	2	1	1	2	0	3
ENSG00000232992	AHCYP4	28	21	37	55	60	75
ENSG00000213107	AHCYP5	3	2	6	6	4	3
ENSG00000259465	AHCYP7	5	1	9	1	4	8
ENSG00000126705	AHDC1	327	477	438	406	408	415
ENSG00000135541	AHI1	140	121	148	127	130	131
ENSG00000124942	AHNAK	10022	10976	12403	8504	8235	8401
ENSG00000185567	AHNAK2	254	278	383	223	219	232
ENSG00000106546	AHR	598	557	586	573	532	592
ENSG00000063438	AHRR	50	52	58	43	69	46
ENSG00000100591	AHSA1	1643	1796	1973	1974	2001	2219
ENSG00000173209	AHSA2	329	273	335	302	330	350
ENSG00000145192	AHSG	0	0	0	0	0	1
ENSG00000169877	AHSP	0	0	0	0	0	0
ENSG00000111732	AICDA	0	0	0	0	0	0
ENSG00000186063	AIDA	131	134	155	127	124	132
ENSG00000204472	AIF1	0	0	0	0	0	0
ENSG00000126878	AIF1L	21	9	14	17	9	11
ENSG00000156709	AIFM1	1022	951	1067	1004	1054	1091
ENSG00000225509	AIFM1P1	1	1	3	0	0	2
ENSG00000042286	AIFM2	490	582	617	691	628	662
ENSG00000183773	AIFM3	93	109	94	117	102	98
ENSG00000146416	AIG1	268	234	290	256	301	280
ENSG00000112297	AIM1	1150	1140	1421	1199	1154	1190
ENSG00000176092	AIM1L	177	214	233	172	188	189
ENSG00000163568	AIM2	0	0	0	1	0	2
ENSG00000164022	AIMP1	658	662	740	727	689	731
ENSG00000234187	AIMP1P1	6	3	4	4	7	4
ENSG00000227177	AIMP1P2	0	4	0	0	0	1
ENSG00000106305	AIMP2	888	886	1088	1196	1236	1149
ENSG00000110711	AIP	878	1027	1030	1046	1083	1153
ENSG00000129221	AIPL1	0	0	0	0	0	0
ENSG00000160224	AIRE	0	0	0	0	0	1
ENSG00000268257	AIRN	0	0	0	0	0	0
ENSG00000196581	AJAP1	0	0	0	0	0	0
ENSG00000129474	AJUBA	415	422	525	558	548	563
ENSG00000106992	AK1	398	492	559	570	497	554
ENSG00000004455	AK2	2524	2429	2809	2883	2668	3098
ENSG00000242272	AK2P2	25	20	37	15	17	24
ENSG00000147853	AK3	404	437	485	413	396	452
ENSG00000250115	AK3P2	2	3	9	2	4	3
ENSG00000230042	AK3P3	0	0	1	0	5	5
ENSG00000248722	AK3P4	0	0	0	0	0	0
ENSG00000228816	AK3P5	0	0	0	0	0	1
ENSG00000162433	AK4	383	345	457	320	379	370
ENSG00000263535	AK4P1	134	128	152	137	148	138
ENSG00000249410	AK4P2	0	1	3	1	1	3
ENSG00000233381	AK4P3	21	27	23	26	20	19
ENSG00000223621	AK4P4	0	0	0	1	0	0
ENSG00000217377	AK4P5	0	0	0	0	0	1
ENSG00000235606	AK4P6	5	1	4	2	2	1
ENSG00000154027	AK5	0	0	0	0	0	0
ENSG00000085231	AK6	143	159	158	168	146	172
ENSG00000140057	AK7	5	3	4	7	0	5
ENSG00000165695	AK8	0	0	0	0	0	0
ENSG00000155085	AK9	46	31	39	70	43	39
ENSG00000121057	AKAP1	2193	2392	2603	2789	2705	2730
ENSG00000108599	AKAP10	222	246	239	249	240	252
ENSG00000023516	AKAP11	805	781	908	779	785	832
ENSG00000131016	AKAP12	281	342	322	270	248	325
ENSG00000170776	AKAP13	1654	1959	2224	2125	2017	2151
ENSG00000186471	AKAP14	0	0	0	0	0	0
ENSG00000197976	AKAP17A	0	0	0	0	0	0
ENSG00000214992	AKAP17BP	0	0	0	0	0	0
ENSG00000241978	AKAP2	8	16	13	14	15	17
ENSG00000111254	AKAP3	1	4	3	5	2	2
ENSG00000147081	AKAP4	0	0	0	0	0	0
ENSG00000179841	AKAP5	11	13	22	12	11	15
ENSG00000151320	AKAP6	22	22	29	29	26	25
ENSG00000118507	AKAP7	214	169	204	229	233	255
ENSG00000105127	AKAP8	351	344	390	377	341	437
ENSG00000011243	AKAP8L	240	315	349	329	374	399
ENSG00000234146	AKAP8P1	0	2	0	0	0	1
ENSG00000127914	AKAP9	593	563	592	473	473	531
ENSG00000166452	AKIP1	161	162	186	153	175	179
ENSG00000174574	AKIRIN1	753	755	872	823	797	903
ENSG00000257786	AKIRIN1P1	0	0	0	0	0	0
ENSG00000135334	AKIRIN2	187	257	266	262	209	260
ENSG00000251482	AKIRIN2P1	3	1	1	1	1	3
ENSG00000106948	AKNA	118	147	152	155	166	164
ENSG00000162641	AKNAD1	0	0	1	0	0	1
ENSG00000117448	AKR1A1	1164	1232	1481	1364	1395	1408
ENSG00000085662	AKR1B1	2	1	3	0	0	1
ENSG00000198074	AKR1B10	2024	2493	2808	2210	1993	2103
ENSG00000213606	AKR1B10P1	142	147	204	210	154	211
ENSG00000263355	AKR1B10P2	0	0	0	0	0	0
ENSG00000227471	AKR1B15	16	27	23	20	20	18
ENSG00000229991	AKR1B1P1	0	0	0	0	0	1
ENSG00000213452	AKR1B1P2	0	0	0	0	0	0
ENSG00000237876	AKR1B1P4	0	0	0	0	0	0
ENSG00000225212	AKR1B1P6	0	0	0	0	0	0
ENSG00000266899	AKR1B1P7	0	0	0	0	0	0
ENSG00000231371	AKR1B1P8	0	0	0	0	0	0
ENSG00000187134	AKR1C1	360	393	434	295	271	267
ENSG00000151632	AKR1C2	291	379	353	268	245	225
ENSG00000196139	AKR1C3	1894	1916	2168	1853	1828	1950
ENSG00000198610	AKR1C4	30	26	28	25	31	32
ENSG00000151631	AKR1C6P	0	0	0	0	0	0
ENSG00000215267	AKR1C7P	2	3	2	6	2	3
ENSG00000264006	AKR1C8P	0	0	0	0	0	1
ENSG00000122787	AKR1D1	0	0	0	0	0	0
ENSG00000227776	AKR1D1P1	0	0	0	0	0	0
ENSG00000165568	AKR1E2	25	46	29	31	41	27
ENSG00000053371	AKR7A2	924	881	1053	1001	901	1081
ENSG00000229020	AKR7A2P1	24	30	31	22	31	28
ENSG00000162482	AKR7A3	970	937	1199	1262	1150	1297
ENSG00000211454	AKR7L	108	105	102	150	109	145
ENSG00000142208	AKT1	2277	2614	2807	2700	2657	2519
ENSG00000204673	AKT1S1	1074	1266	1273	1215	1201	1284
ENSG00000105221	AKT2	1938	2255	2447	2399	2344	2490
ENSG00000117020	AKT3	2	1	0	0	0	1
ENSG00000166971	AKTIP	93	85	90	100	121	101
ENSG00000148218	ALAD	473	543	577	593	546	614
ENSG00000023330	ALAS1	526	554	647	696	742	731
ENSG00000158578	ALAS2	0	2	0	0	0	0
ENSG00000163631	ALB	0	0	0	0	0	0
ENSG00000170017	ALCAM	142	153	160	126	121	133
ENSG00000161618	ALDH16A1	324	402	381	338	364	397
ENSG00000059573	ALDH18A1	2416	2775	3065	2652	2667	2899
ENSG00000165092	ALDH1A1	4539	4558	5135	4975	4892	5133
ENSG00000128918	ALDH1A2	0	1	2	0	3	0
ENSG00000184254	ALDH1A3	218	203	250	257	246	240
ENSG00000137124	ALDH1B1	383	463	455	416	417	431
ENSG00000144908	ALDH1L1	11	8	13	6	8	14
ENSG00000250218	ALDH1L1-AS1	0	0	0	0	0	0
ENSG00000246022	ALDH1L1-AS2	0	0	1	0	0	1
ENSG00000136010	ALDH1L2	1	0	1	1	0	0
ENSG00000111275	ALDH2	869	940	995	950	971	1026
ENSG00000108602	ALDH3A1	264	341	378	310	346	369
ENSG00000072210	ALDH3A2	1237	1437	1537	1239	1210	1313
ENSG00000006534	ALDH3B1	745	827	985	923	936	935
ENSG00000132746	ALDH3B2	9	5	8	4	10	4
ENSG00000159423	ALDH4A1	561	573	629	600	576	592
ENSG00000112294	ALDH5A1	94	87	101	79	95	110
ENSG00000119711	ALDH6A1	33	36	32	28	33	34
ENSG00000164904	ALDH7A1	212	253	276	285	245	280
ENSG00000251400	ALDH7A1P1	65	61	95	74	73	72
ENSG00000232292	ALDH7A1P2	0	0	0	0	0	0
ENSG00000243853	ALDH7A1P3	0	0	0	0	0	0
ENSG00000234489	ALDH7A1P4	0	0	0	0	0	0
ENSG00000118514	ALDH8A1	1	3	2	5	0	0
ENSG00000143149	ALDH9A1	617	617	772	684	628	705
ENSG00000149925	ALDOA	16890	18426	21863	20783	19757	22471
ENSG00000242849	ALDOAP1	52	65	74	75	90	93
ENSG00000214297	ALDOAP2	179	186	244	253	207	242
ENSG00000136872	ALDOB	1	1	4	1	3	3
ENSG00000109107	ALDOC	368	363	406	412	451	435
ENSG00000033011	ALG1	557	660	694	761	770	792
ENSG00000139133	ALG10	45	39	68	58	55	56
ENSG00000175548	ALG10B	65	71	83	66	52	63
ENSG00000253710	ALG11	117	139	153	116	133	125
ENSG00000182858	ALG12	224	275	309	278	255	296
ENSG00000101901	ALG13	314	314	299	294	304	336
ENSG00000172339	ALG14	101	96	92	69	92	100
ENSG00000189366	ALG1L	64	97	104	115	115	140
ENSG00000250794	ALG1L12P	0	0	0	1	0	1
ENSG00000250268	ALG1L14P	1	0	0	1	0	0
ENSG00000242017	ALG1L15P	40	36	45	52	35	43
ENSG00000251287	ALG1L2	0	1	5	7	3	4
ENSG00000251087	ALG1L3P	5	1	4	1	5	0
ENSG00000226943	ALG1L5P	7	1	4	10	3	9
ENSG00000238278	ALG1L6P	2	1	4	1	0	2
ENSG00000251271	ALG1L7P	4	6	4	2	6	11
ENSG00000227620	ALG1L8P	7	7	5	10	8	16
ENSG00000254978	ALG1L9P	3	0	0	0	1	0
ENSG00000119523	ALG2	451	512	582	546	556	584
ENSG00000214160	ALG3	854	986	1000	1170	1199	1167
ENSG00000251568	ALG3P1	12	8	9	21	10	15
ENSG00000120697	ALG5	555	551	612	582	624	594
ENSG00000088035	ALG6	126	91	119	117	105	101
ENSG00000159063	ALG8	651	602	707	693	761	745
ENSG00000086848	ALG9	250	231	274	278	233	317
ENSG00000171094	ALK	0	0	0	0	0	0
ENSG00000100601	ALKBH1	112	113	108	137	148	124
ENSG00000189046	ALKBH2	307	368	332	423	392	410
ENSG00000166199	ALKBH3	227	244	283	275	275	314
ENSG00000244926	ALKBH3-AS1	0	0	0	0	0	0
ENSG00000160993	ALKBH4	133	144	163	168	169	170
ENSG00000091542	ALKBH5	588	668	721	625	551	635
ENSG00000239382	ALKBH6	176	182	209	206	204	225
ENSG00000125652	ALKBH7	176	142	140	169	143	151
ENSG00000137760	ALKBH8	94	97	111	88	93	101
ENSG00000151360	ALLC	1	1	1	0	0	0
ENSG00000116127	ALMS1	366	381	383	355	312	362
ENSG00000230002	ALMS1-IT1	1	7	4	8	5	11
ENSG00000163016	ALMS1P	0	1	0	2	0	0
ENSG00000108839	ALOX12	0	0	0	0	0	0
ENSG00000215067	ALOX12-AS1	1	5	8	4	5	12
ENSG00000179477	ALOX12B	1	1	3	3	1	1
ENSG00000264958	ALOX12P1	0	0	2	0	0	0
ENSG00000262943	ALOX12P2	0	0	0	0	0	0
ENSG00000161905	ALOX15	5	3	0	4	1	1
ENSG00000179593	ALOX15B	0	0	0	0	0	0
ENSG00000188101	ALOX15P2	0	0	0	0	0	0
ENSG00000012779	ALOX5	291	354	378	341	309	402
ENSG00000132965	ALOX5AP	0	1	3	0	2	1
ENSG00000179148	ALOXE3	1	1	2	3	3	2
ENSG00000163295	ALPI	0	0	0	0	1	0
ENSG00000073331	ALPK1	111	124	135	158	161	162
ENSG00000198796	ALPK2	0	0	0	0	0	0
ENSG00000136383	ALPK3	2534	2937	3209	3109	3013	2949
ENSG00000162551	ALPL	0	0	1	0	0	0
ENSG00000163283	ALPP	1	1	6	1	1	1
ENSG00000163286	ALPPL2	2	0	0	2	0	2
ENSG00000003393	ALS2	299	323	368	341	365	381
ENSG00000178038	ALS2CL	152	155	216	179	181	172
ENSG00000155754	ALS2CR11	0	0	0	0	0	0
ENSG00000155749	ALS2CR12	1	0	4	0	4	0
ENSG00000180318	ALX1	0	0	0	0	0	0
ENSG00000156150	ALX3	0	0	0	0	0	0
ENSG00000052850	ALX4	0	0	0	0	0	0
ENSG00000183684	ALYREF	1411	1581	1699	1746	1842	2004
ENSG00000242110	AMACR	84	90	91	91	85	96
ENSG00000178522	AMBN	0	0	0	0	0	0
ENSG00000106927	AMBP	38	46	44	49	50	41
ENSG00000110497	AMBRA1	588	688	753	955	832	958
ENSG00000123505	AMD1	1944	1905	2070	2037	2076	2211
ENSG00000228339	AMD1P1	0	1	0	0	1	1
ENSG00000139344	AMDHD1	3	5	6	11	7	5
ENSG00000162066	AMDHD2	214	239	263	261	235	263
ENSG00000125363	AMELX	3	1	3	1	1	3
ENSG00000099721	AMELY	0	0	0	0	0	0
ENSG00000184675	AMER1	205	238	261	270	261	268
ENSG00000165566	AMER2	0	0	0	0	0	0
ENSG00000178171	AMER3	0	0	0	0	0	0
ENSG00000159461	AMFR	600	675	813	811	763	839
ENSG00000104899	AMH	25	40	32	25	30	19
ENSG00000135409	AMHR2	0	0	0	0	0	0
ENSG00000160593	AMICA1	4	1	0	0	2	1
ENSG00000181754	AMIGO1	48	53	69	63	61	61
ENSG00000139211	AMIGO2	713	844	814	786	715	794
ENSG00000176020	AMIGO3	38	29	31	30	31	23
ENSG00000101935	AMMECR1	268	257	278	209	236	258
ENSG00000144233	AMMECR1L	512	571	699	698	652	686
ENSG00000233273	AMMECR1LP1	1	0	0	1	1	0
ENSG00000166126	AMN	8	4	4	5	6	5
ENSG00000151743	AMN1	40	34	32	31	43	30
ENSG00000126016	AMOT	9	5	14	6	17	22
ENSG00000166025	AMOTL1	0	0	0	0	0	0
ENSG00000114019	AMOTL2	576	660	684	781	751	770
ENSG00000116748	AMPD1	0	0	1	0	0	0
ENSG00000116337	AMPD2	470	629	647	637	606	609
ENSG00000133805	AMPD3	139	135	149	184	153	166
ENSG00000078053	AMPH	0	0	0	0	1	0
ENSG00000145020	AMT	31	19	33	29	35	17
ENSG00000187689	AMTN	0	0	0	0	0	0
ENSG00000237763	AMY1A	0	0	1	0	0	1
ENSG00000174876	AMY1B	0	0	0	1	1	0
ENSG00000187733	AMY1C	0	2	2	1	0	1
ENSG00000243480	AMY2A	0	0	0	0	0	0
ENSG00000240038	AMY2B	5	11	7	5	10	13
ENSG00000227408	AMYP1	0	0	0	0	0	0
ENSG00000174945	AMZ1	0	0	0	0	1	0
ENSG00000196704	AMZ2	262	251	286	279	303	308
ENSG00000214174	AMZ2P1	32	26	41	28	23	34
ENSG00000219249	AMZ2P2	1	0	2	0	2	1
ENSG00000153107	ANAPC1	653	772	950	788	783	686
ENSG00000164162	ANAPC10	85	101	90	82	111	99
ENSG00000213735	ANAPC10P1	15	19	19	16	18	8
ENSG00000141552	ANAPC11	550	632	765	729	632	814
ENSG00000129055	ANAPC13	357	268	306	403	408	329
ENSG00000110200	ANAPC15	332	351	378	324	358	395
ENSG00000166295	ANAPC16	631	654	733	665	685	772
ENSG00000233673	ANAPC1P1	13	25	13	7	17	16
ENSG00000176248	ANAPC2	380	436	482	463	447	494
ENSG00000053900	ANAPC4	144	159	218	181	172	186
ENSG00000089053	ANAPC5	1644	1781	1857	1941	1889	1890
ENSG00000196510	ANAPC7	1048	983	1165	1188	1160	1191
ENSG00000214274	ANG	38	35	40	34	46	49
ENSG00000013523	ANGEL1	254	305	340	323	293	350
ENSG00000174606	ANGEL2	109	105	147	130	94	132
ENSG00000154188	ANGPT1	46	46	43	29	38	36
ENSG00000091879	ANGPT2	1	0	0	1	0	0
ENSG00000101280	ANGPT4	0	0	1	1	0	1
ENSG00000116194	ANGPTL1	0	0	0	0	0	1
ENSG00000136859	ANGPTL2	3	4	3	11	12	8
ENSG00000132855	ANGPTL3	0	0	0	0	2	0
ENSG00000167772	ANGPTL4	0	5	0	3	2	8
ENSG00000187151	ANGPTL5	0	1	0	0	0	0
ENSG00000130812	ANGPTL6	3	3	0	2	2	2
ENSG00000171819	ANGPTL7	0	0	0	2	0	0
ENSG00000227059	ANHX	0	0	0	0	0	0
ENSG00000029534	ANK1	3	4	4	3	1	2
ENSG00000145362	ANK2	1	0	0	0	2	0
ENSG00000151150	ANK3	321	302	367	332	330	319
ENSG00000151687	ANKAR	16	14	8	11	21	7
ENSG00000166839	ANKDD1A	3	4	5	7	6	4
ENSG00000189045	ANKDD1B	0	4	3	2	1	1
ENSG00000132623	ANKEF1	141	140	177	152	196	198
ENSG00000153930	ANKFN1	2	5	1	3	1	6
ENSG00000185722	ANKFY1	867	1003	1136	1268	1220	1264
ENSG00000154122	ANKH	976	1076	1138	1118	1107	1118
ENSG00000131503	ANKHD1	732	744	843	853	816	853
ENSG00000254996	ANKHD1-EIF4EBP3	743	770	870	877	838	895
ENSG00000001629	ANKIB1	1005	986	1197	1239	1067	1295
ENSG00000170209	ANKK1	2	3	1	0	0	2
ENSG00000160117	ANKLE1	6	9	9	16	20	21
ENSG00000176915	ANKLE2	1265	1482	1535	1594	1518	1687
ENSG00000144504	ANKMY1	184	210	238	259	258	244
ENSG00000106524	ANKMY2	147	162	202	178	175	206
ENSG00000164331	ANKRA2	107	104	104	127	106	129
ENSG00000148677	ANKRD1	0	0	0	1	1	1
ENSG00000088448	ANKRD10	1013	1035	1167	1132	1052	1190
ENSG00000167522	ANKRD11	1469	1628	1770	1770	1619	1694
ENSG00000101745	ANKRD12	206	188	214	163	160	153
ENSG00000076513	ANKRD13A	307	318	349	357	309	353
ENSG00000198720	ANKRD13B	191	244	265	245	258	261
ENSG00000118454	ANKRD13C	167	201	219	223	215	223
ENSG00000172932	ANKRD13D	423	506	482	556	573	557
ENSG00000134461	ANKRD16	92	103	134	117	136	116
ENSG00000132466	ANKRD17	1409	1493	1575	1612	1603	1679
ENSG00000180071	ANKRD18A	15	22	23	26	23	14
ENSG00000230453	ANKRD18B	0	0	0	0	1	1
ENSG00000226435	ANKRD18DP	0	0	0	0	0	0
ENSG00000217165	ANKRD18EP	0	0	0	0	0	0
ENSG00000187984	ANKRD19P	1	2	1	3	0	5
ENSG00000165887	ANKRD2	0	0	3	0	1	0
ENSG00000260691	ANKRD20A1	0	0	0	0	1	0
ENSG00000226695	ANKRD20A10P	0	0	0	0	0	0
ENSG00000215559	ANKRD20A11P	0	0	0	0	0	0
ENSG00000251056	ANKRD20A17P	0	0	0	0	0	0
ENSG00000249493	ANKRD20A18P	0	1	0	0	0	0
ENSG00000196593	ANKRD20A19P	0	1	3	1	1	2
ENSG00000183148	ANKRD20A2	0	1	0	0	0	0
ENSG00000276203	ANKRD20A3	2	0	0	0	1	1
ENSG00000172014	ANKRD20A4	0	0	0	0	0	0
ENSG00000186481	ANKRD20A5P	55	53	42	49	44	59
ENSG00000236816	ANKRD20A7P	1	0	0	2	0	0
ENSG00000229089	ANKRD20A8P	1	1	2	0	0	0
ENSG00000206192	ANKRD20A9P	15	8	9	8	9	13
ENSG00000152766	ANKRD22	285	301	351	321	269	325
ENSG00000163126	ANKRD23	17	26	32	22	27	34
ENSG00000089847	ANKRD24	2	1	4	3	2	5
ENSG00000107890	ANKRD26	110	121	130	112	105	119
ENSG00000261239	ANKRD26P1	1	0	0	0	0	0
ENSG00000235550	ANKRD26P2	0	0	1	0	0	0
ENSG00000237636	ANKRD26P3	0	0	0	0	0	0
ENSG00000229427	ANKRD26P4	1	0	1	1	0	0
ENSG00000105186	ANKRD27	690	758	961	823	801	810
ENSG00000206560	ANKRD28	412	416	560	482	488	514
ENSG00000154065	ANKRD29	86	77	86	117	87	133
ENSG00000148513	ANKRD30A	0	2	0	0	0	0
ENSG00000180777	ANKRD30B	5	4	8	6	5	3
ENSG00000163046	ANKRD30BL	0	0	0	0	1	0
ENSG00000175302	ANKRD30BP1	0	0	1	1	1	0
ENSG00000224309	ANKRD30BP2	0	0	0	1	1	2
ENSG00000230501	ANKRD30BP3	0	0	0	0	0	0
ENSG00000145700	ANKRD31	1	2	2	4	2	1
ENSG00000133302	ANKRD32	120	109	108	116	115	122
ENSG00000167612	ANKRD33	0	0	0	0	0	0
ENSG00000164236	ANKRD33B	0	0	1	2	0	0
ENSG00000272031	ANKRD34A	15	25	20	15	12	25
ENSG00000189127	ANKRD34B	0	0	0	0	0	0
ENSG00000235711	ANKRD34C	0	0	0	0	0	1
ENSG00000259234	ANKRD34C-AS1	0	0	0	0	0	0
ENSG00000198483	ANKRD35	3	2	2	3	5	5
ENSG00000135976	ANKRD36	37	38	40	37	35	44
ENSG00000196912	ANKRD36B	25	28	32	24	23	31
ENSG00000214262	ANKRD36BP1	0	0	0	0	0	0
ENSG00000230006	ANKRD36BP2	2	3	1	2	1	2
ENSG00000174501	ANKRD36C	41	54	56	48	51	61
ENSG00000188399	ANKRD36P1	0	0	0	0	0	0
ENSG00000186352	ANKRD37	17	18	31	24	23	38
ENSG00000213337	ANKRD39	150	126	157	172	177	173
ENSG00000154945	ANKRD40	405	436	476	466	467	492
ENSG00000137494	ANKRD42	77	73	82	84	50	79
ENSG00000065413	ANKRD44	48	47	49	35	42	46
ENSG00000236977	ANKRD44-IT1	0	0	0	0	0	0
ENSG00000183831	ANKRD45	7	10	5	10	9	5
ENSG00000186106	ANKRD46	107	99	121	127	137	134
ENSG00000168876	ANKRD49	162	151	180	186	179	191
ENSG00000151458	ANKRD50	287	274	305	309	273	359
ENSG00000139645	ANKRD52	782	931	1043	1143	1123	1110
ENSG00000144031	ANKRD53	0	0	0	0	0	0
ENSG00000100124	ANKRD54	126	136	135	134	149	148
ENSG00000236442	ANKRD54P1	0	0	0	0	0	0
ENSG00000164512	ANKRD55	0	0	0	0	0	0
ENSG00000135299	ANKRD6	0	0	0	0	0	1
ENSG00000124227	ANKRD60	0	0	0	0	0	0
ENSG00000157999	ANKRD61	0	1	3	6	3	0
ENSG00000181626	ANKRD62	0	0	0	0	0	0
ENSG00000189295	ANKRD62P1-PARP4P3	1	1	2	0	1	3
ENSG00000230778	ANKRD63	0	0	1	0	2	0
ENSG00000235098	ANKRD65	5	3	1	0	7	1
ENSG00000230062	ANKRD66	0	0	0	0	0	0
ENSG00000106013	ANKRD7	0	0	0	0	0	0
ENSG00000156381	ANKRD9	185	259	234	247	218	233
ENSG00000064999	ANKS1A	744	876	979	936	920	904
ENSG00000185046	ANKS1B	0	0	0	0	0	0
ENSG00000168096	ANKS3	109	136	127	144	142	146
ENSG00000175311	ANKS4B	206	236	256	264	217	271
ENSG00000165138	ANKS6	854	867	993	853	900	888
ENSG00000206199	ANKUB1	0	0	0	0	0	0
ENSG00000163516	ANKZF1	569	549	651	560	552	623
