id	sym	siCTR_1	siCTR_2	siCTR_3	siER_1	siER_2	siER_3
ENSG00000028277	POU2F2	71	83	154	86	54	106
ENSG00000028310	BRD9	2558	2759	5302	3511	2623	4071
ENSG00000028528	SNX1	9540	9889	18469	10010	7908	11761
ENSG00000028839	TBPL1	912	831	1633	789	690	949
ENSG00000029153	ARNTL2	1494	1577	2999	2573	2319	3068
ENSG00000029363	BCLAF1	17149	17952	32326	16929	13324	18340
ENSG00000029364	SLC39A9	8934	9275	17646	9510	8617	11815
ENSG00000029534	ANK1	173	126	277	349	179	295
ENSG00000029559	IBSP	38	53	84	67	51	76
ENSG00000029639	TFB1M	329	339	656	311	269	394
ENSG00000029725	RABEP1	5897	5866	10711	5639	4189	5576
ENSG00000029993	HMGB3	13794	15976	29914	13669	12572	18381
ENSG00000030066	NUP160	6419	7732	14106	7302	6612	9338
ENSG00000030110	BAK1	7119	7343	15092	8089	7940	11483
ENSG00000030304	MUSK	1	0	0	1	1	2
ENSG00000030419	IKZF2	1730	1704	2852	2534	2136	2709
ENSG00000030582	GRN	28354	28326	58718	35153	31484	47724
ENSG00000031003	FAM13B	4107	4408	7915	5671	4270	5836
ENSG00000031081	ARHGAP31	83	69	151	157	85	148
ENSG00000031691	CENPQ	827	916	1637	365	340	482
ENSG00000031698	SARS	14434	13828	26537	12829	10201	15541
ENSG00000031823	RANBP3	2196	2145	4447	2334	1924	2852
ENSG00000032219	ARID4A	4063	4300	7381	4061	2800	3909
ENSG00000032389	TSSC1	2293	2347	4686	2266	1976	3018
ENSG00000032444	PNPLA6	2029	1804	3881	2072	1538	2356
ENSG00000032742	IFT88	1074	1117	1885	1656	1437	1968
ENSG00000033011	ALG1	1477	1428	2901	1645	1519	2102
ENSG00000033030	ZCCHC8	1484	1570	2924	1567	1081	1692
ENSG00000033050	ABCF2	5794	5739	11099	5957	4907	7155
ENSG00000033100	CHPF2	4600	4324	8574	6246	5087	7591
ENSG00000033122	LRRC7	5	14	22	12	8	11
ENSG00000033170	FUT8	12755	11806	21367	15938	13243	18116
ENSG00000033178	UBA6	3880	4211	7618	4010	3042	4215
ENSG00000033327	GAB2	1423	1347	2470	1718	1250	1889
ENSG00000033627	ATP6V0A1	3238	3573	6837	3996	3491	5163
ENSG00000033800	PIAS1	3466	3809	6974	4321	3663	4986
ENSG00000033867	SLC4A7	4917	6059	10548	6797	6136	7983
ENSG00000034053	APBA2	152	107	231	219	156	239
ENSG00000034152	MAP2K3	3064	2881	5990	3596	2925	4430
ENSG00000034239	EFCAB1	0	1	0	0	0	0
ENSG00000034510	TMSB10	45135	46432	92386	44395	42228	65286
ENSG00000034533	ASTE1	927	943	1813	904	785	1141
ENSG00000034677	RNF19A	4103	4215	7486	7558	5746	7985
ENSG00000034693	PEX3	731	715	1352	636	511	723
ENSG00000034713	GABARAPL2	8189	7368	13545	10105	8407	12131
ENSG00000034971	MYOC	0	0	1	0	1	1
ENSG00000035115	SH3YL1	6837	5236	9652	6103	4112	5506
ENSG00000035141	FAM136A	4839	5022	9737	4525	3768	5587
ENSG00000035403	VCL	5616	5840	11268	6836	5145	7067
ENSG00000035499	DEPDC1B	1811	2535	4767	1185	1327	1720
ENSG00000035664	DAPK2	261	259	480	356	240	318
ENSG00000035681	NSMAF	2986	2997	5465	2799	2197	3109
ENSG00000035687	ADSS	5184	5035	9085	6023	4914	6580
ENSG00000035720	STAP1	0	0	1	0	1	0
ENSG00000035862	TIMP2	3460	3225	6149	7835	6626	9297
ENSG00000035928	RFC1	4296	4516	8410	4351	3484	4778
ENSG00000036054	TBC1D23	3149	3064	5563	4513	3855	5227
ENSG00000036257	CUL3	6915	7415	13594	8055	7147	9676
ENSG00000036448	MYOM2	1	0	1	3	1	2
ENSG00000036530	CYP46A1	110	113	208	211	111	163
ENSG00000036549	ZZZ3	3721	3985	7371	3940	3316	4496
ENSG00000036565	SLC18A1	0	0	1	0	0	0
ENSG00000036672	USP2	308	297	617	352	328	474
ENSG00000037042	TUBG2	686	721	1403	861	544	834
ENSG00000037241	RPL26L1	2477	2491	4448	2278	1988	3101
ENSG00000037280	FLT4	24	23	53	24	16	30
ENSG00000037474	NSUN2	6183	6637	12761	6912	5908	8550
ENSG00000037637	FBXO42	2313	2358	4702	2324	1969	2814
ENSG00000037749	MFAP3	2829	2965	5435	2191	1889	2557
ENSG00000037757	MRI1	519	596	1172	540	388	580
ENSG00000037897	METTL1	1064	1052	2013	967	809	1213
ENSG00000037965	HOXC8	44	42	92	51	20	58
ENSG00000038002	AGA	1334	1274	2504	1016	812	1185
ENSG00000038210	PI4K2B	1668	1893	3164	1309	1126	1501
ENSG00000038219	BOD1L1	3274	3247	5630	5525	3236	4587
ENSG00000038274	MAT2B	3920	4062	7505	4416	4027	5715
ENSG00000038295	TLL1	0	0	1	1	0	1
ENSG00000038358	EDC4	5014	5432	10983	5587	4264	6427
ENSG00000038382	TRIO	6782	7014	13418	13403	8030	11323
ENSG00000038427	VCAN	3	2	3	3	0	4
ENSG00000038532	CLEC16A	3100	3014	6161	3606	2673	3867
ENSG00000038945	MSR1	0	2	0	0	1	1
ENSG00000039068	CDH1	72917	73449	137340	82345	69024	96732
ENSG00000039123	SKIV2L2	4672	5198	9422	5169	4632	6294
ENSG00000039139	DNAH5	285	216	368	1032	509	640
ENSG00000039319	ZFYVE16	5644	6086	11164	6390	5018	6652
ENSG00000039523	FAM65A	2961	3079	6241	3016	2659	3920
ENSG00000039537	C6	0	0	0	1	0	0
ENSG00000039560	RAI14	136	117	220	189	124	185
ENSG00000039600	SOX30	3	3	10	12	12	14
ENSG00000039650	PNKP	1503	1489	3120	1667	1336	2106
ENSG00000039987	BEST2	3	0	2	1	1	2
ENSG00000040199	PHLPP2	3640	3834	7460	5237	3766	5198
ENSG00000040275	SPDL1	1695	2113	4018	838	750	1219
ENSG00000040341	STAU2	4298	4632	8380	4844	4420	5901
ENSG00000040487	PQLC2	883	873	1832	1036	932	1394
ENSG00000040531	CTNS	942	981	1935	1557	1269	1891
ENSG00000040608	RTN4R	334	318	760	429	433	680
ENSG00000040633	PHF23	2954	3148	5960	3389	2862	4470
ENSG00000040731	CDH10	0	1	1	0	0	1
ENSG00000040933	INPP4A	1889	1949	3449	3413	2055	2957
ENSG00000041353	RAB27B	5158	4832	8326	8325	6470	8196
ENSG00000041357	PSMA4	17511	19120	35781	16652	15533	21961
ENSG00000041515	MYO16	41	35	68	46	36	40
ENSG00000041802	LSG1	4675	4775	9076	5828	4736	7194
ENSG00000041880	PARP3	175	168	352	193	131	220
ENSG00000041982	TNC	0	1	1	1	2	1
ENSG00000041988	THAP3	456	517	899	550	415	702
ENSG00000042062	FAM65C	437	385	890	443	242	350
ENSG00000042088	TDP1	1996	2213	3949	2016	1707	2380
ENSG00000042286	AIFM2	1198	1312	2691	1485	1266	1864
ENSG00000042304	C2orf83	0	0	1	0	0	0
ENSG00000042317	SPATA7	570	549	988	851	714	953
ENSG00000042429	MED17	1258	1350	2432	1616	1445	1947
ENSG00000042445	RETSAT	2206	2333	4622	1845	1820	2627
ENSG00000042493	CAPG	1931	2151	4419	2151	2059	3258
ENSG00000042753	AP2S1	6937	6800	14548	5337	4715	7438
ENSG00000042781	USH2A	3	6	4	5	5	8
ENSG00000042813	ZPBP	1	0	0	1	1	2
ENSG00000042832	TG	9	6	12	13	10	9
ENSG00000042980	ADAM28	0	5	5	4	4	7
ENSG00000043039	BARX2	467	491	1068	328	306	440
ENSG00000043093	DCUN1D1	5467	5138	8819	5890	5099	6721
ENSG00000043143	JADE2	4701	4883	9682	5593	4571	6292
ENSG00000043355	ZIC2	317	420	837	388	348	584
ENSG00000043462	LCP2	0	2	0	1	2	2
ENSG00000043514	TRIT1	768	747	1417	791	581	923
ENSG00000043591	ADRB1	90	65	111	83	68	104
ENSG00000044090	CUL7	4981	4680	9500	6818	4923	7532
ENSG00000044115	CTNNA1	39801	40947	77760	43937	34675	49582
ENSG00000044446	PHKA2	1252	1348	2624	1756	1285	1967
ENSG00000044459	CNTLN	26	43	68	28	43	52
ENSG00000044524	EPHA3	581	701	1307	472	427	576
ENSG00000044574	HSPA5	48015	46852	87622	42770	38686	55203
ENSG00000046604	DSG2	7251	7752	14282	5700	4409	6012
ENSG00000046647	GEMIN8	661	580	1119	741	550	925
ENSG00000046651	OFD1	2051	2063	3849	2858	2054	2948
ENSG00000046653	GPM6B	84	64	119	208	88	120
ENSG00000046774	MAGEC2	15	2	8	5	9	11
ENSG00000046889	PREX2	0	2	1	2	2	1
ENSG00000047056	WDR37	2664	2670	5054	3341	2659	3989
ENSG00000047188	YTHDC2	2511	2577	4591	2947	2141	2948
ENSG00000047230	CTPS2	2051	2101	3772	2113	1717	2500
ENSG00000047249	ATP6V1H	4804	4342	8275	5208	4396	6213
ENSG00000047315	POLR2B	9162	9523	17945	9729	8112	11456
ENSG00000047346	FAM214A	8492	7292	12871	11063	6379	8885
ENSG00000047365	ARAP2	1278	1420	2580	1424	1087	1547
ENSG00000047410	TPR	11616	12577	22304	16565	11028	15797
ENSG00000047457	CP	197	129	239	351	244	343
ENSG00000047578	KIAA0556	2777	2789	5476	3912	2800	4153
ENSG00000047579	DTNBP1	1166	1240	2306	1117	972	1452
ENSG00000047597	XK	101	173	284	124	122	169
ENSG00000047617	ANO2	3	5	12	5	2	7
ENSG00000047621	C12orf4	624	723	1371	715	556	789
ENSG00000047634	SCML1	474	650	1162	470	371	584
ENSG00000047644	WWC3	5343	4816	9314	4905	2793	3983
ENSG00000047648	ARHGAP6	0	1	1	0	0	0
ENSG00000047662	FAM184B	5	10	15	9	3	9
ENSG00000047849	MAP4	16556	17323	32885	19700	14939	22052
ENSG00000047932	GOPC	2165	2318	4007	3066	2554	3474
ENSG00000047936	ROS1	1	0	1	0	0	1
ENSG00000048028	USP28	1041	1229	2272	702	570	812
ENSG00000048052	HDAC9	351	434	790	231	217	296
ENSG00000048140	TSPAN17	5105	4707	9253	5289	4377	6403
ENSG00000048162	NOP16	1384	1244	2554	1200	957	1402
ENSG00000048342	CC2D2A	495	445	848	579	409	573
ENSG00000048392	RRM2B	8803	8158	14307	13380	10560	14025
ENSG00000048405	ZNF800	1974	2034	3685	2424	1923	2462
ENSG00000048462	TNFRSF17	2	0	0	1	0	2
ENSG00000048471	SNX29	3360	3216	6341	4132	3354	4819
ENSG00000048540	LMO3	461	722	1155	681	779	1091
ENSG00000048544	MRPS10	3124	3041	5457	3231	2913	4026
ENSG00000048649	RSF1	5391	6178	11250	6588	5033	6929
ENSG00000048707	VPS13D	5586	5950	10867	10110	6117	8092
ENSG00000048740	CELF2	1	0	1	6	0	2
ENSG00000048828	FAM120A	22464	22518	41703	25836	19958	28282
ENSG00000048991	R3HDM1	3616	3973	7510	3942	3303	4555
ENSG00000049089	COL9A2	957	1005	2005	603	506	753
ENSG00000049130	KITLG	13701	15639	27422	18615	17514	22536
ENSG00000049167	ERCC8	471	443	844	424	364	493
ENSG00000049192	ADAMTS6	11	18	48	43	35	56
ENSG00000049239	H6PD	2926	3030	6035	4418	3333	4840
ENSG00000049245	VAMP3	6704	6442	12321	7713	6729	9271
ENSG00000049246	PER3	871	1024	1891	1648	1388	1996
ENSG00000049247	UTS2	0	0	0	0	1	0
ENSG00000049249	TNFRSF9	1	2	2	3	0	1
ENSG00000049283	EPN3	4321	4201	8694	3480	2478	3812
ENSG00000049323	LTBP1	4154	4466	8267	6621	4890	6972
ENSG00000049449	RCN1	219	250	490	555	583	812
ENSG00000049540	ELN	1	1	0	0	0	3
ENSG00000049541	RFC2	2379	2744	5530	1079	1129	1603
ENSG00000049618	ARID1B	2713	3059	5863	4078	3031	4259
ENSG00000049656	CLPTM1L	8625	8597	17483	8067	6468	9580
ENSG00000049759	NEDD4L	2012	1947	3794	3100	2206	3081
ENSG00000049768	FOXP3	40	41	83	31	23	31
ENSG00000049769	PPP1R3F	735	594	1250	807	507	858
ENSG00000049860	HEXB	8213	7919	14695	10382	9226	12905
ENSG00000049883	PTCD2	846	858	1561	692	666	850
ENSG00000050030	KIAA2022	96	151	241	153	180	220
ENSG00000050130	JKAMP	3128	3449	6182	3112	2578	3593
ENSG00000050165	DKK3	0	0	1	0	0	0
ENSG00000050327	ARHGEF5	1575	1526	3076	1569	1279	1869
ENSG00000050344	NFE2L3	605	661	1288	905	728	1013
ENSG00000050393	MCUR1	2981	2956	5542	2244	2003	2807
ENSG00000050405	LIMA1	4482	3916	6963	4468	2857	4000
ENSG00000050426	LETMD1	2526	2347	4539	2398	1642	2632
ENSG00000050438	SLC4A8	551	638	1286	470	302	483
ENSG00000050555	LAMC3	9	9	13	11	11	10
ENSG00000050628	PTGER3	36	35	65	80	49	73
ENSG00000050730	TNIP3	0	0	0	1	0	0
ENSG00000050748	MAPK9	7485	8162	15371	5941	4740	6606
ENSG00000050767	COL23A1	48	81	126	126	103	182
ENSG00000050820	BCAR1	9859	9396	19875	9822	7699	11680
ENSG00000051009	FAM160A2	959	965	1943	1125	900	1345
ENSG00000051108	HERPUD1	2540	2485	4404	2567	2087	3027
ENSG00000051128	HOMER3	1069	965	1896	1483	1255	1935
ENSG00000051180	RAD51	1537	1738	3466	703	687	1043
ENSG00000051341	POLQ	1782	2240	4106	1353	1051	1487
ENSG00000051382	PIK3CB	7456	8226	15119	7771	6464	8632
ENSG00000051523	CYBA	5853	6116	12663	6128	6098	9491
ENSG00000051596	THOC3	1811	2087	3825	1723	1506	2254
ENSG00000051620	HEBP2	3919	3785	6931	4169	3525	4977
ENSG00000051825	MPHOSPH9	2257	2698	4882	1652	1343	1798
ENSG00000052126	PLEKHA5	2351	2468	4474	3230	2563	3662
ENSG00000052344	PRSS8	10866	10913	22332	12570	11166	17025
ENSG00000052723	SIKE1	12766	13606	24943	12855	11187	15336
ENSG00000052749	RRP12	2114	2079	4043	2328	1894	2665
ENSG00000052795	FNIP2	1149	1292	2518	963	646	940
ENSG00000052802	MSMO1	8011	7584	14495	5692	5166	6419
ENSG00000052841	TTC17	3031	2997	5489	4372	3397	4908
ENSG00000052850	ALX4	2	3	6	1	1	1
ENSG00000053108	FSTL4	1617	1212	2307	2057	1237	1872
ENSG00000053254	FOXN3	1692	2037	3817	2438	2009	2756
ENSG00000053328	METTL24	0	1	0	0	0	0
ENSG00000053371	AKR7A2	6216	5736	12488	4785	4251	6350
ENSG00000053372	MRTO4	2683	2694	5236	2223	1901	2826
ENSG00000053438	NNAT	18	10	31	38	19	22
ENSG00000053501	USE1	375	370	778	482	411	633
ENSG00000053524	MCF2L2	41	34	81	57	54	74
ENSG00000053702	NRIP2	27	47	78	74	37	70
ENSG00000053747	LAMA3	606	574	1048	676	408	640
ENSG00000053770	AP5M1	3344	3374	6161	3817	3142	4266
ENSG00000053900	ANAPC4	1754	1815	3371	1723	1349	1822
ENSG00000053918	KCNQ1	15	13	33	36	20	38
ENSG00000054116	TRAPPC3	3137	2960	5764	3393	2865	4267
ENSG00000054118	THRAP3	11239	12202	22940	13322	10741	16020
ENSG00000054148	PHPT1	5320	4814	10631	5499	4427	6639
ENSG00000054179	ENTPD2	721	788	1541	812	653	1073
ENSG00000054219	LY75	2	2	2	4	0	2
ENSG00000054267	ARID4B	4001	4228	7630	5259	3786	5564
ENSG00000054277	OPN3	603	409	792	514	337	466
ENSG00000054282	SDCCAG8	579	611	1166	671	502	760
ENSG00000054356	PTPRN	3	3	1	2	3	2
ENSG00000054392	HHAT	572	622	1184	824	651	975
ENSG00000054523	KIF1B	5212	5591	10138	8643	6239	8539
ENSG00000054598	FOXC1	722	651	1270	593	628	825
ENSG00000054611	TBC1D22A	1215	1171	2377	1307	1166	1765
ENSG00000054654	SYNE2	8591	9420	16969	17237	7059	9449
ENSG00000054690	PLEKHH1	1967	1932	3814	2583	1334	2000
ENSG00000054793	ATP9A	32883	35209	67220	58870	47500	65654
ENSG00000054796	SPO11	1	0	0	0	0	0
ENSG00000054803	CBLN4	21	19	29	12	9	7
ENSG00000054938	CHRDL2	0	2	2	0	1	2
ENSG00000054965	FAM168A	6178	7470	14378	6274	5573	7916
ENSG00000054967	RELT	350	385	764	322	256	454
ENSG00000054983	GALC	2814	2703	4855	2589	2318	3167
ENSG00000055044	NOP58	5912	5842	10610	4976	4088	5789
ENSG00000055070	SZRD1	7970	8794	17797	8601	7931	11843
ENSG00000055118	KCNH2	368	344	751	564	479	748
ENSG00000055130	CUL1	4901	5043	9378	6390	5031	7277
ENSG00000055147	FAM114A2	1536	1574	2912	1430	1246	1679
ENSG00000055163	CYFIP2	4706	4026	8067	5252	3885	5753
ENSG00000055208	TAB2	7280	7454	13727	8707	6794	9478
ENSG00000055211	GINM1	3405	3270	5772	3745	3246	4430
ENSG00000055332	EIF2AK2	6321	6935	12331	8831	7812	10069
ENSG00000055483	USP36	2532	2470	5021	4174	3104	4636
ENSG00000055609	KMT2C	9133	9234	17063	17984	9592	12866
ENSG00000055732	MCOLN3	280	389	666	825	698	1022
ENSG00000055813	CCDC85A	50	38	88	84	67	94
ENSG00000055917	PUM2	9114	9287	16594	14856	12235	16794
ENSG00000055950	MRPL43	2807	2850	5707	2901	2712	4129
ENSG00000055955	ITIH4	0	2	0	3	2	3
ENSG00000055957	ITIH1	0	0	2	0	1	1
ENSG00000056050	HPF1	694	854	1497	486	491	693
ENSG00000056097	ZFR	9095	9779	17431	11190	9222	12738
ENSG00000056277	ZNF280C	608	645	1174	780	608	838
ENSG00000056291	NPFFR2	3	1	5	9	11	11
ENSG00000056487	PHF21B	54	59	101	82	39	80
ENSG00000056558	TRAF1	43	67	131	93	57	92
ENSG00000056586	RC3H2	4817	4738	8369	7796	5805	7919
ENSG00000056736	IL17RB	461	419	827	365	232	366
ENSG00000056972	TRAF3IP2	1492	1602	3084	987	782	1130
ENSG00000056998	GYG2	1071	998	1917	1748	1543	2100
ENSG00000057019	DCBLD2	3250	3356	5998	4386	3702	4932
ENSG00000057252	SOAT1	2597	2544	4708	3944	3442	4735
ENSG00000057294	PKP2	1889	1745	3361	2032	1515	2139
ENSG00000057468	MSH4	7	3	2	5	1	3
ENSG00000057593	F7	21	23	37	10	6	10
ENSG00000057608	GDI2	21294	21880	39969	22386	19939	27390
ENSG00000057657	PRDM1	10	5	11	8	9	6
ENSG00000057663	ATG5	2492	2587	4996	2767	2398	3282
ENSG00000057704	TMCC3	525	447	885	558	470	659
ENSG00000057757	PITHD1	2692	2677	5073	2243	1741	2774
ENSG00000057935	MTA3	4138	4339	7978	4339	3654	5420
ENSG00000058056	USP13	3505	3903	7545	3645	3205	4486
ENSG00000058063	ATP11B	6995	7369	13353	7013	5375	7146
ENSG00000058085	LAMC2	857	634	1099	1427	1051	1505
ENSG00000058091	CDK14	838	730	1368	2160	1266	1699
ENSG00000058262	SEC61A1	26604	26271	51803	31053	25770	37397
ENSG00000058272	PPP1R12A	6243	6454	11144	11121	8161	11290
ENSG00000058335	RASGRF1	7	8	9	9	5	11
ENSG00000058404	CAMK2B	719	1011	2099	821	565	922
ENSG00000058453	CROCC	580	653	1318	618	461	723
ENSG00000058600	POLR3E	2028	2004	3826	2714	1903	2826
ENSG00000058668	ATP2B4	2558	2965	5496	2851	2056	2749
ENSG00000058673	ZC3H11A	13991	15033	26753	15594	10509	14789
ENSG00000058729	RIOK2	2272	2342	4345	1919	1822	2469
ENSG00000058799	YIPF1	1824	1802	3325	1058	764	1179
ENSG00000058804	NDC1	1817	2187	4054	2107	2041	2638
ENSG00000058866	DGKG	4	2	5	1	2	7
ENSG00000059122	FLYWCH1	2239	2050	4280	2594	2026	3096
ENSG00000059145	UNKL	1781	1777	3505	1611	1139	1896
ENSG00000059377	TBXAS1	34	30	68	47	27	48
ENSG00000059378	PARP12	1544	1629	3074	2744	2534	3584
ENSG00000059573	ALDH18A1	7581	7688	14764	6973	6172	8752
ENSG00000059588	TARBP1	1553	1424	2881	2469	1621	2183
ENSG00000059691	GATB	587	614	1253	603	471	683
ENSG00000059728	MXD1	1571	1473	2590	2485	1847	2600
ENSG00000059758	CDK17	2808	3250	5584	2814	2507	3256
ENSG00000059769	DNAJC25	586	567	920	797	576	814
ENSG00000059804	SLC2A3	0	5	12	5	4	6
ENSG00000059915	PSD	168	173	354	259	200	294
ENSG00000060069	CTDP1	993	964	1975	1170	914	1406
ENSG00000060138	YBX3	6247	5798	11250	7321	5748	8529
ENSG00000060140	STYK1	146	164	317	86	58	97
ENSG00000060237	WNK1	10516	11416	22031	15033	10693	14550
ENSG00000060339	CCAR1	5147	5557	9982	5562	3922	5728
ENSG00000060491	OGFR	5473	5396	11483	7060	5675	9287
ENSG00000060558	GNA15	11	7	20	11	11	19
ENSG00000060566	CREB3L3	0	1	3	4	0	1
ENSG00000060642	PIGV	1553	1474	2903	1634	1433	2169
ENSG00000060656	PTPRU	5686	5403	10992	6810	4848	7294
ENSG00000060688	SNRNP40	2234	2455	4575	1733	1483	2106
ENSG00000060709	RIMBP2	1	0	2	1	3	0
ENSG00000060718	COL11A1	1	0	2	1	0	0
ENSG00000060749	QSER1	3335	3516	6717	3309	2146	2835
ENSG00000060762	MPC1	705	796	1540	571	565	810
ENSG00000060971	ACAA1	5486	4754	9230	4882	3640	5369
ENSG00000060982	BCAT1	4	19	25	17	19	25
ENSG00000061273	HDAC7	3421	3109	6528	4973	3649	5597
ENSG00000061337	LZTS1	0	0	0	0	0	1
ENSG00000061455	PRDM6	355	353	711	510	400	541
ENSG00000061656	SPAG4	158	127	261	249	185	253
ENSG00000061676	NCKAP1	15575	16650	29752	19486	15556	21058
ENSG00000061794	MRPS35	3486	3284	6008	3837	3241	4369
ENSG00000061918	GUCY1B3	35	37	64	68	58	70
ENSG00000061936	SFSWAP	2641	2654	5075	3285	2363	3805
ENSG00000061938	TNK2	3251	3242	6812	2976	1962	3075
ENSG00000061987	MON2	5608	5892	10935	7277	5114	7026
ENSG00000062038	CDH3	11557	11187	21823	14836	12023	17480
ENSG00000062096	ARSF	1	0	0	0	0	1
ENSG00000062194	GPBP1	8305	8757	16060	8949	7886	10693
ENSG00000062282	DGAT2	665	567	1160	696	577	848
ENSG00000062370	ZNF112	144	176	304	176	149	249
ENSG00000062485	CS	13759	14712	28559	15018	12428	18077
ENSG00000062524	LTK	0	2	3	5	4	3
ENSG00000062582	MRPS24	35	47	104	22	28	46
ENSG00000062598	ELMO2	3626	3428	6777	4746	3845	5641
ENSG00000062650	WAPL	5463	5695	10658	6304	4978	6938
ENSG00000062716	VMP1	36559	34756	65262	54116	37740	52097
ENSG00000062725	APPBP2	59182	63682	116284	70284	61455	83219
ENSG00000062822	POLD1	1584	1821	4053	1068	923	1425
ENSG00000063015	SEZ6	6	3	6	10	3	7
ENSG00000063046	EIF4B	49981	52502	95664	50825	42315	61999
ENSG00000063127	SLC6A16	26	26	42	51	35	33
ENSG00000063169	GLTSCR1	1121	1044	2163	1401	1049	1504
ENSG00000063176	SPHK2	710	711	1517	843	737	1092
ENSG00000063177	RPL18	24433	23620	50110	23339	21217	32421
ENSG00000063180	CA11	191	180	329	110	77	124
ENSG00000063241	ISOC2	1865	1885	4147	1689	1508	2402
ENSG00000063244	U2AF2	14412	14611	29694	13969	11935	18180
ENSG00000063245	EPN1	7372	7697	15957	8055	7696	11587
ENSG00000063322	MED29	3636	3899	7491	4402	3919	6045
ENSG00000063438	AHRR	1204	913	1840	1824	931	1458
ENSG00000063515	GSC2	0	0	1	0	0	0
ENSG00000063587	ZNF275	1819	2094	3840	2223	1818	2596
ENSG00000063601	MTMR1	4559	4838	9369	4296	3780	5284
ENSG00000063660	GPC1	4641	4510	9520	6694	5226	7859
ENSG00000063761	ADCK1	1026	1109	2149	1319	1069	1595
ENSG00000063854	HAGH	3424	3113	6222	3536	2675	4210
ENSG00000063978	RNF4	4687	4737	9185	5922	5167	7486
ENSG00000064012	CASP8	1460	1563	2592	1426	1279	1725
ENSG00000064042	LIMCH1	326	248	474	428	277	408
ENSG00000064102	ASUN	4223	3909	7070	3974	3763	4949
ENSG00000064115	TM7SF3	10371	9701	18856	10396	9072	12933
ENSG00000064195	DLX3	178	193	426	181	185	300
ENSG00000064199	SPA17	161	174	272	151	139	188
ENSG00000064201	TSPAN32	15	11	24	44	21	45
ENSG00000064205	WISP2	3049	1809	3580	3905	2364	3527
ENSG00000064218	DMRT3	0	1	3	0	1	0
ENSG00000064225	ST3GAL6	6	4	7	13	3	9
ENSG00000064270	ATP2C2	1720	1967	3724	1968	1458	2122
ENSG00000064300	NGFR	74	142	326	101	107	162
ENSG00000064309	CDON	211	282	576	349	326	406
ENSG00000064313	TAF2	3365	3883	7237	3590	3201	4463
ENSG00000064393	HIPK2	8515	7645	14465	10572	6401	8453
ENSG00000064419	TNPO3	7928	8514	16121	9042	7541	10742
ENSG00000064489	BORCS8-MEF2B	6	5	7	4	2	3
ENSG00000064490	RFXANK	1756	1778	3717	1507	1362	2135
ENSG00000064545	TMEM161A	839	743	1608	774	637	991
ENSG00000064547	LPAR2	1857	1926	3966	2575	2348	3384
ENSG00000064601	CTSA	12143	11438	23592	16547	13275	19898
ENSG00000064607	SUGP2	4578	4610	9170	5947	4069	6048
ENSG00000064651	SLC12A2	28834	29371	55141	57147	44946	59861
ENSG00000064652	SNX24	1354	1417	2606	1004	861	1353
ENSG00000064655	EYA2	581	559	1079	762	581	946
ENSG00000064666	CNN2	1196	1231	2503	1854	1853	2682
ENSG00000064687	ABCA7	658	597	1278	654	511	720
ENSG00000064692	SNCAIP	3	6	9	8	3	5
ENSG00000064703	DDX20	2343	2352	4093	2401	2023	2907
ENSG00000064726	BTBD1	7854	8315	14455	10123	8841	12065
ENSG00000064763	FAR2	335	280	531	451	341	524
ENSG00000064787	BCAS1	10174	4942	9287	11667	4363	6716
ENSG00000064835	POU1F1	1	0	1	2	0	0
ENSG00000064886	CHI3L2	19	17	44	25	12	27
ENSG00000064932	SBNO2	3284	2991	6281	3413	2555	3975
ENSG00000064933	PMS1	1025	1029	1996	882	712	1013
ENSG00000064961	HMG20B	4821	5229	10116	4260	3654	5725
ENSG00000064989	CALCRL	7	29	69	19	36	55
ENSG00000064995	TAF11	3301	3265	6510	3093	2628	3964
ENSG00000064999	ANKS1A	3864	3622	6990	3024	1828	2725
ENSG00000065000	AP3D1	10202	10031	20105	13116	9910	14741
ENSG00000065029	ZNF76	1662	1705	3205	1854	1302	2017
ENSG00000065054	SLC9A3R2	4393	4697	9848	3387	3073	4834
ENSG00000065057	NTHL1	524	583	1175	406	427	621
ENSG00000065060	UHRF1BP1	3123	3163	6102	3122	2221	3124
ENSG00000065135	GNAI3	11454	12071	22238	13880	13287	17862
ENSG00000065150	IPO5	7681	7981	14636	6479	5560	7673
ENSG00000065154	OAT	4362	5683	10675	4353	4677	6628
ENSG00000065183	WDR3	2980	2781	5268	2656	2306	3009
ENSG00000065243	PKN2	2541	2650	4688	3568	2845	3852
ENSG00000065268	WDR18	1225	1130	2371	1137	1012	1539
ENSG00000065308	TRAM2	4623	5002	9720	3710	2775	3982
ENSG00000065320	NTN1	606	604	1184	1143	827	1173
ENSG00000065325	GLP2R	45	27	41	226	112	184
ENSG00000065328	MCM10	2618	3086	6021	1187	1155	1699
ENSG00000065357	DGKA	928	872	1696	1071	681	1063
ENSG00000065361	ERBB3	20558	21461	40638	20110	15233	22364
ENSG00000065371	ROPN1	0	0	0	1	0	0
ENSG00000065413	ANKRD44	270	296	550	422	281	365
ENSG00000065427	KARS	10844	11588	22068	9402	8051	11602
ENSG00000065457	ADAT1	4660	4868	9499	4910	4059	5491
ENSG00000065485	PDIA5	1443	1173	2462	1197	824	1245
ENSG00000065491	TBC1D22B	1138	1154	2237	1391	1140	1752
ENSG00000065518	NDUFB4	5460	5091	10253	5135	4862	6893
ENSG00000065526	SPEN	7638	8535	16047	11676	7490	10225
