id	sym	Control_1	Control_2	BMI1_Knockdown_1	BMI1_Knockdown_2
ENSG00000047644	WWC3	843	737	545	429
ENSG00000047648	ARHGAP6	3364	3047	3193	2301
ENSG00000047662	FAM184B	15	18	14	16
ENSG00000047849	MAP4	3055	2634	2577	1765
ENSG00000047932	GOPC	582	579	743	569
ENSG00000047936	ROS1	0	0	1	0
ENSG00000048028	USP28	1092	865	1154	868
ENSG00000048052	HDAC9	1	1	10	5
ENSG00000048140	TSPAN17	1051	871	1235	930
ENSG00000048162	NOP16	912	794	1361	1045
ENSG00000048342	CC2D2A	231	204	283	219
ENSG00000048392	RRM2B	1456	1602	1605	1141
ENSG00000048405	ZNF800	987	1052	1005	768
ENSG00000048471	SNX29	439	363	468	339
ENSG00000048544	MRPS10	770	731	1022	749
ENSG00000048649	RSF1	1509	1454	1510	1029
ENSG00000048707	VPS13D	3328	3079	2451	1806
ENSG00000048740	CELF2	0	0	0	2
ENSG00000048828	FAM120A	6981	6845	6420	4660
ENSG00000048991	R3HDM1	925	900	675	408
ENSG00000049089	COL9A2	63	63	86	62
ENSG00000049130	KITLG	137	151	194	125
ENSG00000049167	ERCC8	178	181	226	177
ENSG00000049192	ADAMTS6	20	9	13	12
ENSG00000049239	H6PD	2506	2084	1738	1218
ENSG00000049245	VAMP3	1428	1504	2021	1488
ENSG00000049246	PER3	1604	1492	1629	1133
ENSG00000049247	UTS2	0	0	1	0
ENSG00000049283	EPN3	1680	1435	1876	1321
ENSG00000049323	LTBP1	313	311	235	183
ENSG00000049449	RCN1	1868	1844	1674	1169
ENSG00000049540	ELN	10	11	19	9
ENSG00000049541	RFC2	1733	1591	2360	1630
ENSG00000049618	ARID1B	1361	1217	1038	731
ENSG00000049656	CLPTM1L	3601	3194	4180	3176
ENSG00000049759	NEDD4L	8364	7599	6903	5030
ENSG00000049768	FOXP3	34	29	31	23
ENSG00000049769	PPP1R3F	156	160	178	119
ENSG00000049860	HEXB	2374	2213	3159	2358
ENSG00000049883	PTCD2	626	650	799	565
ENSG00000050030	KIAA2022	93	94	55	34
ENSG00000050130	JKAMP	1002	1014	1528	1111
ENSG00000050165	DKK3	1	0	1	1
ENSG00000050327	ARHGEF5	582	539	564	436
ENSG00000050344	NFE2L3	309	291	321	245
ENSG00000050393	MCUR1	990	996	1281	848
ENSG00000050405	LIMA1	895	827	1217	818
ENSG00000050426	LETMD1	810	727	1126	817
ENSG00000050438	SLC4A8	7	3	7	5
ENSG00000050555	LAMC3	499	471	384	271
ENSG00000050628	PTGER3	7	7	6	8
ENSG00000050748	MAPK9	1571	1445	1712	1237
ENSG00000050767	COL23A1	25	25	31	13
ENSG00000050820	BCAR1	879	726	915	714
ENSG00000051009	FAM160A2	596	539	698	537
ENSG00000051108	HERPUD1	2920	2739	2039	1550
ENSG00000051128	HOMER3	351	302	477	352
ENSG00000051180	RAD51	354	341	528	372
ENSG00000051341	POLQ	1817	1713	2168	1582
ENSG00000051382	PIK3CB	2516	2497	1269	919
ENSG00000051523	CYBA	2	0	0	1
ENSG00000051596	THOC3	588	568	699	488
ENSG00000051620	HEBP2	2615	2542	2988	2143
ENSG00000051825	MPHOSPH9	1595	1405	1655	1178
ENSG00000052126	PLEKHA5	903	842	938	754
ENSG00000052344	PRSS8	1510	1265	1920	1356
ENSG00000052723	SIKE1	1331	1469	1707	1181
ENSG00000052749	RRP12	1756	1442	2288	1656
ENSG00000052795	FNIP2	537	466	645	485
ENSG00000052802	MSMO1	997	1019	1464	1067
ENSG00000052841	TTC17	1586	1341	1802	1247
ENSG00000052850	ALX4	167	156	125	116
ENSG00000053108	FSTL4	12	8	2	3
ENSG00000053254	FOXN3	1192	1159	986	722
ENSG00000053328	METTL24	1	0	0	0
ENSG00000053371	AKR7A2	1058	989	1344	947
ENSG00000053372	MRTO4	747	629	965	709
ENSG00000053438	NNAT	0	0	1	0
ENSG00000053501	USE1	422	380	546	419
ENSG00000053524	MCF2L2	69	66	42	29
ENSG00000053747	LAMA3	5136	4512	5267	3877
ENSG00000053770	AP5M1	1075	1067	1224	963
ENSG00000053900	ANAPC4	557	497	741	539
ENSG00000053918	KCNQ1	187	185	132	94
ENSG00000054116	TRAPPC3	1478	1344	1705	1332
ENSG00000054118	THRAP3	5924	5100	6261	4592
ENSG00000054148	PHPT1	1334	1267	1683	1354
ENSG00000054179	ENTPD2	175	154	54	35
ENSG00000054267	ARID4B	1208	1140	1496	1013
ENSG00000054277	OPN3	21	19	22	15
ENSG00000054282	SDCCAG8	601	575	683	479
ENSG00000054356	PTPRN	1	0	2	2
ENSG00000054392	HHAT	23	32	14	14
ENSG00000054523	KIF1B	4446	3952	3100	2251
ENSG00000054598	FOXC1	8	6	15	3
ENSG00000054611	TBC1D22A	408	379	434	347
ENSG00000054654	SYNE2	3259	2905	3462	2398
ENSG00000054690	PLEKHH1	1711	1370	1421	1019
ENSG00000054793	ATP9A	2739	2311	1894	1418
ENSG00000054938	CHRDL2	0	0	1	0
ENSG00000054965	FAM168A	1530	1300	1381	951
ENSG00000054967	RELT	182	137	223	158
ENSG00000054983	GALC	391	408	476	329
ENSG00000055044	NOP58	1748	1540	2256	1491
ENSG00000055070	SZRD1	2014	1760	1835	1380
ENSG00000055118	KCNH2	33	18	26	25
ENSG00000055130	CUL1	2063	1814	2245	1690
ENSG00000055147	FAM114A2	767	694	993	773
ENSG00000055163	CYFIP2	1195	942	1038	837
ENSG00000055208	TAB2	760	740	724	470
ENSG00000055211	GINM1	708	667	794	533
ENSG00000055332	EIF2AK2	1395	1353	1132	748
ENSG00000055483	USP36	628	502	531	402
ENSG00000055609	KMT2C	7892	7073	5232	3555
ENSG00000055813	CCDC85A	853	701	852	686
ENSG00000055917	PUM2	2425	2362	2025	1474
ENSG00000055950	MRPL43	751	632	932	706
ENSG00000055955	ITIH4	3	1	2	2
ENSG00000055957	ITIH1	0	0	0	1
ENSG00000056050	HPF1	518	482	564	416
ENSG00000056097	ZFR	2809	2510	3472	2498
ENSG00000056277	ZNF280C	254	209	272	168
ENSG00000056291	NPFFR2	1	2	2	1
ENSG00000056487	PHF21B	10	4	2	7
ENSG00000056558	TRAF1	7	10	4	3
ENSG00000056586	RC3H2	3386	3344	4270	2982
ENSG00000056736	IL17RB	263	234	331	239
ENSG00000056972	TRAF3IP2	267	210	266	216
ENSG00000056998	GYG2	127	102	91	79
ENSG00000057019	DCBLD2	274	295	313	212
ENSG00000057252	SOAT1	633	550	634	472
ENSG00000057294	PKP2	439	394	391	304
ENSG00000057468	MSH4	12	25	18	15
ENSG00000057593	F7	1	2	0	1
ENSG00000057608	GDI2	6007	5675	8228	5968
ENSG00000057657	PRDM1	3	1	3	4
ENSG00000057663	ATG5	590	524	798	588
ENSG00000057704	TMCC3	12	26	19	16
ENSG00000057757	PITHD1	916	790	1003	744
ENSG00000057935	MTA3	647	614	731	568
ENSG00000058056	USP13	1357	1220	1212	799
ENSG00000058063	ATP11B	3675	3814	2964	2126
ENSG00000058085	LAMC2	4	4	3	1
ENSG00000058091	CDK14	933	864	935	744
ENSG00000058262	SEC61A1	16027	13879	16070	11450
ENSG00000058272	PPP1R12A	1665	1618	1942	1406
ENSG00000058335	RASGRF1	11	9	5	6
ENSG00000058404	CAMK2B	155	154	145	134
ENSG00000058453	CROCC	324	253	297	215
ENSG00000058600	POLR3E	1178	941	1312	967
ENSG00000058668	ATP2B4	1203	1098	1110	759
ENSG00000058673	ZC3H11A	3159	3057	3380	2389
ENSG00000058729	RIOK2	719	741	927	716
ENSG00000058799	YIPF1	1077	944	1410	1026
ENSG00000058804	NDC1	1604	1633	2346	1652
ENSG00000058866	DGKG	3	0	0	1
ENSG00000059122	FLYWCH1	555	483	569	463
ENSG00000059145	UNKL	930	794	960	760
ENSG00000059377	TBXAS1	107	97	83	83
ENSG00000059378	PARP12	930	880	981	732
ENSG00000059573	ALDH18A1	4585	4073	5567	4016
ENSG00000059588	TARBP1	873	944	942	712
ENSG00000059691	GATB	439	382	565	397
ENSG00000059728	MXD1	135	119	148	117
ENSG00000059758	CDK17	275	311	348	255
ENSG00000059769	DNAJC25	267	241	356	227
ENSG00000059804	SLC2A3	17	14	14	7
ENSG00000059915	PSD	61	68	73	43
ENSG00000060069	CTDP1	382	372	449	365
ENSG00000060138	YBX3	2047	1894	2262	1694
ENSG00000060140	STYK1	272	240	330	234
ENSG00000060237	WNK1	6005	5283	3429	2352
ENSG00000060339	CCAR1	2779	2678	3914	2645
ENSG00000060491	OGFR	1265	1084	1208	1041
ENSG00000060558	GNA15	1	0	1	1
ENSG00000060642	PIGV	725	582	860	613
ENSG00000060656	PTPRU	886	668	771	581
ENSG00000060688	SNRNP40	1816	1649	2233	1674
ENSG00000060709	RIMBP2	0	2	0	0
ENSG00000060749	QSER1	1276	1224	777	510
ENSG00000060762	MPC1	427	475	629	517
ENSG00000060971	ACAA1	1171	1001	1266	872
ENSG00000060982	BCAT1	259	277	175	135
ENSG00000061273	HDAC7	749	594	684	541
ENSG00000061337	LZTS1	59	51	70	48
ENSG00000061455	PRDM6	5	0	3	1
ENSG00000061656	SPAG4	37	19	37	30
ENSG00000061676	NCKAP1	3389	3197	2980	2204
ENSG00000061794	MRPS35	1738	1771	2169	1649
ENSG00000061918	GUCY1B3	425	458	512	354
ENSG00000061936	SFSWAP	604	548	780	607
ENSG00000061938	TNK2	1269	1024	867	688
ENSG00000061987	MON2	1746	1766	1963	1427
ENSG00000062038	CDH3	354	291	390	307
ENSG00000062194	GPBP1	2103	2002	2691	1933
ENSG00000062282	DGAT2	664	610	745	637
ENSG00000062370	ZNF112	102	104	109	80
ENSG00000062485	CS	6067	5202	6691	4654
ENSG00000062524	LTK	3	0	1	1
ENSG00000062582	MRPS24	28	27	33	24
ENSG00000062598	ELMO2	929	855	1061	807
ENSG00000062650	WAPL	1170	1086	1388	1055
ENSG00000062716	VMP1	2263	2246	2885	2087
ENSG00000062725	APPBP2	1613	1704	1928	1370
ENSG00000062822	POLD1	1199	1017	1393	1105
ENSG00000063015	SEZ6	13	9	14	6
ENSG00000063046	EIF4B	18583	16323	25390	18621
ENSG00000063127	SLC6A16	43	24	22	15
ENSG00000063169	GLTSCR1	66	56	24	20
ENSG00000063176	SPHK2	398	322	458	320
ENSG00000063177	RPL18	8733	7609	11449	9097
ENSG00000063180	CA11	24	22	41	34
ENSG00000063241	ISOC2	2130	1803	2341	1959
ENSG00000063244	U2AF2	4494	3805	5456	4150
ENSG00000063245	EPN1	2129	1842	1741	1231
ENSG00000063322	MED29	1758	1479	2137	1504
ENSG00000063438	AHRR	48	53	35	24
ENSG00000063515	GSC2	0	1	0	0
ENSG00000063587	ZNF275	941	837	670	442
ENSG00000063601	MTMR1	1104	1043	1270	894
ENSG00000063660	GPC1	779	661	700	537
ENSG00000063761	ADCK1	318	272	349	257
ENSG00000063854	HAGH	1092	936	1224	985
ENSG00000063978	RNF4	1693	1364	2107	1657
ENSG00000064012	CASP8	687	610	766	540
ENSG00000064042	LIMCH1	9506	8234	11047	8102
ENSG00000064102	ASUN	991	955	1383	1012
ENSG00000064115	TM7SF3	2090	1880	2471	1762
ENSG00000064195	DLX3	13	10	14	8
ENSG00000064199	SPA17	176	228	281	193
ENSG00000064218	DMRT3	0	1	0	1
ENSG00000064225	ST3GAL6	1	6	5	5
ENSG00000064270	ATP2C2	408	303	293	259
ENSG00000064300	NGFR	2	1	2	2
ENSG00000064309	CDON	402	331	279	198
ENSG00000064313	TAF2	996	947	1344	971
ENSG00000064393	HIPK2	6646	5973	2806	1936
ENSG00000064419	TNPO3	2164	1964	2581	2050
ENSG00000064489	BORCS8-MEF2B	1	1	1	1
ENSG00000064490	RFXANK	975	854	1372	1044
ENSG00000064545	TMEM161A	849	745	1003	761
ENSG00000064547	LPAR2	481	386	532	402
ENSG00000064601	CTSA	817	716	1180	883
ENSG00000064607	SUGP2	3536	3018	3347	2495
ENSG00000064651	SLC12A2	1724	1627	1943	1466
ENSG00000064652	SNX24	108	114	124	101
ENSG00000064655	EYA2	177	157	167	102
ENSG00000064666	CNN2	544	544	497	397
ENSG00000064687	ABCA7	622	489	421	331
ENSG00000064703	DDX20	562	575	754	514
ENSG00000064726	BTBD1	2132	2225	2703	2004
ENSG00000064763	FAR2	118	109	121	103
ENSG00000064787	BCAS1	96	79	72	67
ENSG00000064932	SBNO2	2319	2076	2545	2063
ENSG00000064933	PMS1	583	589	739	564
ENSG00000064961	HMG20B	4066	3456	4259	3191
ENSG00000064989	CALCRL	13	22	17	16
ENSG00000064995	TAF11	732	614	952	695
ENSG00000064999	ANKS1A	758	655	900	679
ENSG00000065000	AP3D1	4374	3580	4457	3165
ENSG00000065029	ZNF76	709	657	864	616
ENSG00000065054	SLC9A3R2	1249	1028	1197	973
ENSG00000065057	NTHL1	556	454	708	531
ENSG00000065060	UHRF1BP1	2144	1942	1646	1228
ENSG00000065135	GNAI3	2400	2339	3176	2266
ENSG00000065150	IPO5	5477	4950	6921	4775
ENSG00000065154	OAT	438	414	609	454
ENSG00000065183	WDR3	2322	2051	3256	2370
ENSG00000065243	PKN2	1250	1315	1440	1009
ENSG00000065268	WDR18	1209	1033	1451	1166
ENSG00000065308	TRAM2	661	550	474	334
ENSG00000065320	NTN1	16	10	14	9
ENSG00000065325	GLP2R	13	5	6	6
ENSG00000065328	MCM10	1543	1311	1932	1476
ENSG00000065357	DGKA	267	255	313	210
ENSG00000065361	ERBB3	5178	4476	5263	3887
ENSG00000065371	ROPN1	3	2	1	3
ENSG00000065413	ANKRD44	389	358	440	305
ENSG00000065427	KARS	3906	3461	5629	4186
ENSG00000065457	ADAT1	810	704	855	621
ENSG00000065485	PDIA5	1683	1539	1597	1182
ENSG00000065491	TBC1D22B	271	241	303	245
ENSG00000065518	NDUFB4	6558	6162	9126	6880
ENSG00000065526	SPEN	1560	1399	713	481
ENSG00000065534	MYLK	3460	2909	3343	2579
ENSG00000065548	ZC3H15	1402	1405	2132	1573
ENSG00000065559	MAP2K4	1077	1088	1371	901
ENSG00000065600	TMEM206	334	299	444	313
ENSG00000065609	SNAP91	23	19	14	9
ENSG00000065613	SLK	2141	2003	2168	1573
ENSG00000065615	CYB5R4	232	227	315	217
ENSG00000065618	COL17A1	4	5	8	2
ENSG00000065621	GSTO2	60	62	53	26
ENSG00000065665	SEC61A2	153	166	175	134
ENSG00000065717	TLE2	215	212	204	148
ENSG00000065802	ASB1	726	692	913	684
ENSG00000065809	FAM107B	406	427	524	378
ENSG00000065833	ME1	2371	2247	2020	1477
ENSG00000065882	TBC1D1	1474	1405	1884	1361
ENSG00000065883	CDK13	1498	1439	1547	1240
ENSG00000065911	MTHFD2	2270	2184	2759	1971
ENSG00000065923	SLC9A7	1666	1388	1688	1246
ENSG00000065970	FOXJ2	594	488	368	247
ENSG00000065978	YBX1	10254	9067	15548	11441
ENSG00000065989	PDE4A	29	34	20	18
ENSG00000066027	PPP2R5A	1101	1061	1085	804
ENSG00000066032	CTNNA2	22	21	32	19
ENSG00000066044	ELAVL1	2293	2177	2133	1585
ENSG00000066056	TIE1	2	0	0	0
ENSG00000066084	DIP2B	2388	2197	2765	1947
ENSG00000066117	SMARCD1	766	644	811	545
ENSG00000066135	KDM4A	1714	1460	1815	1443
ENSG00000066136	NFYC	970	800	1110	796
ENSG00000066185	ZMYND12	113	116	154	98
ENSG00000066230	SLC9A3	4	2	0	1
ENSG00000066248	NGEF	564	491	770	618
ENSG00000066279	ASPM	1447	1464	1634	1133
ENSG00000066294	CD84	0	0	1	0
ENSG00000066322	ELOVL1	1841	1503	2514	1850
ENSG00000066336	SPI1	5	1	1	3
ENSG00000066379	ZNRD1	325	255	393	321
ENSG00000066422	ZBTB11	921	943	1141	821
ENSG00000066427	ATXN3	694	637	749	622
ENSG00000066455	GOLGA5	1474	1355	1784	1306
ENSG00000066468	FGFR2	80	62	68	51
ENSG00000066557	LRRC40	657	690	881	621
ENSG00000066583	ISOC1	628	626	735	578
ENSG00000066629	EML1	669	661	754	571
ENSG00000066651	TRMT11	277	270	341	242
ENSG00000066654	THUMPD1	1636	1514	1790	1308
ENSG00000066697	MSANTD3	358	387	412	255
ENSG00000066735	KIF26A	81	81	51	41
ENSG00000066739	ATG2B	1852	1677	1562	1121
ENSG00000066777	ARFGEF1	3065	2926	3338	2331
ENSG00000066813	ACSM2B	1	0	0	0
ENSG00000066827	ZFAT	414	346	440	295
ENSG00000066855	MTFR1	882	879	1319	987
ENSG00000066923	STAG3	103	117	143	105
ENSG00000066926	FECH	3800	3440	3788	2941
ENSG00000066933	MYO9A	954	925	908	652
ENSG00000067057	PFKP	2152	1785	2577	1913
ENSG00000067064	IDI1	1867	2052	2874	2152
ENSG00000067066	SP100	441	439	450	345
ENSG00000067082	KLF6	200	184	208	161
ENSG00000067113	PLPP1	12955	12616	12653	9720
ENSG00000067141	NEO1	1736	1538	1322	959
ENSG00000067167	TRAM1	2502	2791	2971	2169
ENSG00000067177	PHKA1	782	718	856	599
ENSG00000067182	TNFRSF1A	793	687	859	599
ENSG00000067191	CACNB1	122	77	128	86
ENSG00000067208	EVI5	510	520	472	378
ENSG00000067221	STOML1	418	297	416	334
ENSG00000067225	PKM	22492	18363	28779	20968
ENSG00000067248	DHX29	1630	1565	1898	1424
ENSG00000067334	DNTTIP2	1661	1420	2427	1740
ENSG00000067365	METTL22	346	305	433	313
ENSG00000067369	TP53BP1	1344	1118	1379	1033
ENSG00000067445	TRO	0	2	0	0
ENSG00000067533	RRP15	573	470	784	540
ENSG00000067560	RHOA	4012	3731	4958	3488
ENSG00000067596	DHX8	1948	1610	2376	1748
ENSG00000067601	PMS2P4	72	76	67	75
ENSG00000067606	PRKCZ	845	680	858	653
ENSG00000067704	IARS2	4069	3748	4901	3567
ENSG00000067715	SYT1	16	25	30	17
ENSG00000067798	NAV3	120	91	141	94
ENSG00000067829	IDH3G	1112	996	1329	971
ENSG00000067836	ROGDI	484	383	727	585
ENSG00000067840	PDZD4	186	138	215	145
ENSG00000067900	ROCK1	1671	1480	1609	1150
ENSG00000067955	CBFB	794	927	1100	811
ENSG00000067992	PDK3	384	399	430	298
ENSG00000068001	HYAL2	889	781	1230	1008
ENSG00000068024	HDAC4	315	275	135	128
ENSG00000068028	RASSF1	301	259	369	312
ENSG00000068078	FGFR3	70	74	65	45
ENSG00000068079	IFI35	483	430	453	353
ENSG00000068097	HEATR6	750	682	859	597
ENSG00000068120	COASY	1188	1029	1147	903
ENSG00000068137	PLEKHH3	1353	1152	1542	1154
ENSG00000068305	MEF2A	640	613	720	530
ENSG00000068308	OTUD5	876	674	897	644
ENSG00000068323	TFE3	762	658	873	610
ENSG00000068354	TBC1D25	345	298	433	288
ENSG00000068366	ACSL4	81	82	103	71
ENSG00000068383	INPP5A	930	794	1141	824
ENSG00000068394	GPKOW	561	451	636	484
ENSG00000068400	GRIPAP1	947	794	1199	892
ENSG00000068438	FTSJ1	1120	938	1278	874
ENSG00000068489	PRR11	661	642	790	522
ENSG00000068615	REEP1	41	44	53	36
ENSG00000068650	ATP11A	1548	1363	1042	814
ENSG00000068654	POLR1A	2034	1735	2234	1617
ENSG00000068697	LAPTM4A	1183	1162	1664	1224
ENSG00000068724	TTC7A	118	99	106	75
ENSG00000068745	IP6K2	1559	1330	1666	1327
ENSG00000068784	SRBD1	541	489	565	402
ENSG00000068796	KIF2A	1003	884	884	636
ENSG00000068831	RASGRP2	7	3	11	6
ENSG00000068878	PSME4	2110	1970	1657	1069
ENSG00000068885	IFT80	380	393	485	345
ENSG00000068903	SIRT2	1338	1088	1684	1313
ENSG00000068912	ERLEC1	709	719	805	619
ENSG00000068971	PPP2R5B	230	216	334	231
ENSG00000068976	PYGM	11	3	9	8
ENSG00000068985	PAGE1	3725	3310	4899	3717
ENSG00000069011	PITX1	1147	1038	1402	1123
ENSG00000069018	TRPC7	1	0	0	0
ENSG00000069020	MAST4	585	551	494	367
ENSG00000069122	ADGRF5	0	1	0	0
ENSG00000069188	SDK2	23	23	18	12
ENSG00000069206	ADAM7	19	14	32	30
ENSG00000069248	NUP133	2180	1925	2937	2013
ENSG00000069275	NUCKS1	9797	9345	10616	7547
ENSG00000069329	VPS35	2922	2834	3711	2704
ENSG00000069345	DNAJA2	2386	2103	2923	2201
ENSG00000069399	BCL3	105	84	83	40
ENSG00000069424	KCNAB2	620	521	656	449
ENSG00000069431	ABCC9	210	222	149	97
ENSG00000069482	GAL	354	343	420	282
ENSG00000069493	CLEC2D	99	112	63	49
ENSG00000069509	FUNDC1	0	0	2	1
ENSG00000069535	MAOB	3	4	3	1
ENSG00000069667	RORA	119	131	115	84
ENSG00000069696	DRD4	7	5	5	0
ENSG00000069702	TGFBR3	577	553	500	380
ENSG00000069812	HES2	73	57	53	39
ENSG00000069849	ATP1B3	3480	3174	3882	3047
ENSG00000069869	NEDD4	712	659	630	485
ENSG00000069943	PIGB	296	296	403	309
ENSG00000069956	MAPK6	4160	4031	4401	3171
ENSG00000069966	GNB5	419	340	454	344
ENSG00000069974	RAB27A	783	765	662	517
ENSG00000069998	CECR5	1316	1184	1945	1426
ENSG00000070010	UFD1L	1206	1087	1486	1178
ENSG00000070018	LRP6	1683	1449	1827	1221
ENSG00000070019	GUCY2C	0	0	0	1
ENSG00000070031	SCT	1	0	2	5
ENSG00000070047	PHRF1	1647	1401	1942	1409
ENSG00000070061	IKBKAP	1003	939	1269	973
ENSG00000070081	NUCB2	8438	7669	8596	6440
ENSG00000070087	PFN2	1147	1162	1733	1221
ENSG00000070159	PTPN3	1059	948	1090	800
ENSG00000070182	SPTB	5	7	6	8
ENSG00000070190	DAPP1	0	0	0	2
ENSG00000070214	SLC44A1	2015	2005	1689	1177
ENSG00000070269	TMEM260	406	400	460	349
ENSG00000070366	SMG6	973	837	744	537
ENSG00000070367	EXOC5	2402	2686	2863	2152
ENSG00000070371	CLTCL1	284	210	303	219
ENSG00000070388	FGF22	22	16	13	13
ENSG00000070404	FSTL3	189	186	243	189
ENSG00000070413	DGCR2	2385	1995	2499	1993
ENSG00000070423	RNF126	798	715	800	677
ENSG00000070444	MNT	387	323	265	198
ENSG00000070476	ZXDC	1165	1019	1116	795
ENSG00000070495	JMJD6	635	561	835	633
ENSG00000070501	POLB	500	470	625	495
ENSG00000070526	ST6GALNAC1	2685	2253	1763	1202
ENSG00000070540	WIPI1	403	353	352	248
ENSG00000070601	FRMPD1	293	246	242	180
ENSG00000070610	GBA2	2307	1938	2724	2130
ENSG00000070614	NDST1	4526	3853	3630	2613
ENSG00000070669	ASNS	1793	1759	1697	1235
ENSG00000070718	AP3M2	833	749	887	664
ENSG00000070731	ST6GALNAC2	10	11	2	4
ENSG00000070756	PABPC1	16739	15252	11812	8522
ENSG00000070759	TESK2	433	350	502	376
ENSG00000070761	CFAP20	730	649	888	737
ENSG00000070770	CSNK2A2	775	665	482	359
ENSG00000070778	PTPN21	91	69	94	71
ENSG00000070785	EIF2B3	604	503	853	635
ENSG00000070814	TCOF1	2294	1887	2573	1844
ENSG00000070831	CDC42	2613	2498	3723	2692
ENSG00000070882	OSBPL3	179	192	172	129
ENSG00000070886	EPHA8	7	9	5	3
ENSG00000070915	SLC12A3	1	0	0	0
ENSG00000070950	RAD18	514	481	542	405
ENSG00000070961	ATP2B1	3897	3755	5238	3901
ENSG00000070985	TRPM5	5	2	6	3
ENSG00000071051	NCK2	411	314	459	334
ENSG00000071054	MAP4K4	2270	1825	2333	1649
ENSG00000071073	MGAT4A	205	229	228	199
ENSG00000071082	RPL31	10075	9128	15096	11722
ENSG00000071127	WDR1	3740	3293	4537	3436
ENSG00000071189	SNX13	1355	1326	1653	1181
ENSG00000071205	ARHGAP10	707	676	970	706
ENSG00000071242	RPS6KA2	1315	1109	1122	719
ENSG00000071243	ING3	380	423	527	377
ENSG00000071246	VASH1	56	45	30	30
ENSG00000071282	LMCD1	3	1	0	3
ENSG00000071462	WBSCR22	1752	1543	2270	1735
ENSG00000071537	SEL1L	3664	3611	3952	2987
ENSG00000071539	TRIP13	1123	1073	1368	989
ENSG00000071553	ATP6AP1	2694	2226	3048	2195
ENSG00000071564	TCF3	1246	1065	1222	911
ENSG00000071575	TRIB2	554	538	594	445
ENSG00000071626	DAZAP1	2143	1914	2289	1748
ENSG00000071655	MBD3	2219	1992	2596	2020
ENSG00000071794	HLTF	8534	8696	10027	7618
ENSG00000071859	FAM50A	1654	1429	2316	1816
ENSG00000071889	FAM3A	965	816	1063	782
ENSG00000071894	CPSF1	1274	1028	1174	920
ENSG00000071909	MYO3B	1	1	1	0
ENSG00000071967	CYBRD1	5	4	6	2
ENSG00000071991	CDH19	77	77	70	52
ENSG00000071994	PDCD2	1269	1143	1572	1203
ENSG00000072041	SLC6A15	0	0	0	1
ENSG00000072042	RDH11	8131	7451	8042	5983
ENSG00000072062	PRKACA	704	608	344	229
ENSG00000072071	ADGRL1	2019	1676	1391	1020
ENSG00000072080	SPP2	0	3	1	0
ENSG00000072110	ACTN1	3772	3191	3790	2837
ENSG00000072121	ZFYVE26	1198	1056	1330	904
ENSG00000072133	RPS6KA6	477	596	604	502
ENSG00000072134	EPN2	1935	1780	2147	1559
ENSG00000072135	PTPN18	839	781	904	694
ENSG00000072163	LIMS2	3	5	3	2
ENSG00000072195	SPEG	54	36	38	32
ENSG00000072201	LNX1	294	276	359	305
ENSG00000072210	ALDH3A2	2460	2284	2530	1863
ENSG00000072274	TFRC	10816	9919	15389	11121
ENSG00000072310	SREBF1	7130	5944	5324	4063
ENSG00000072364	AFF4	5388	4982	4615	3275
ENSG00000072401	UBE2D1	305	365	400	291
ENSG00000072415	MPP5	2007	1954	1860	1317
ENSG00000072422	RHOBTB1	32	20	33	18
ENSG00000072444	ASAH2C	1	2	7	8
ENSG00000072501	SMC1A	3934	3350	4661	3204
ENSG00000072506	HSD17B10	2288	2000	2949	2329
ENSG00000072518	MARK2	1175	1020	1102	758
ENSG00000072571	HMMR	1589	1643	2033	1570
ENSG00000072609	CHFR	364	284	417	338
ENSG00000072657	TRHDE	2	2	5	5
ENSG00000072682	P4HA2	325	300	395	251
ENSG00000072736	NFATC3	647	621	636	437
ENSG00000072756	TRNT1	589	571	611	450
ENSG00000072778	ACADVL	9144	7693	9765	7593
ENSG00000072786	STK10	334	252	314	238
ENSG00000072803	FBXW11	2039	1895	2479	1842
ENSG00000072818	ACAP1	5	10	3	4
ENSG00000072832	CRMP1	0	0	0	1
ENSG00000072840	EVC	749	617	472	343
ENSG00000072849	DERL2	1156	1209	1583	1146
ENSG00000072858	SIDT1	13	12	12	5
ENSG00000072864	NDE1	475	424	499	353
ENSG00000072952	MRVI1	4	5	0	2
ENSG00000072954	TMEM38A	362	354	393	289
ENSG00000072958	AP1M1	878	740	1101	815
ENSG00000073008	PVR	1098	882	1235	827
ENSG00000073050	XRCC1	310	269	407	279
ENSG00000073060	SCARB1	1596	1370	1501	1130
ENSG00000073067	CYP2W1	3	3	7	3
ENSG00000073111	MCM2	6494	5496	8174	6177
ENSG00000073146	MOV10L1	23	15	23	26
ENSG00000073150	PANX2	226	213	146	108
ENSG00000073169	SELO	656	566	728	543
ENSG00000073282	TP63	0	1	0	0
ENSG00000073331	ALPK1	223	223	221	182
ENSG00000073350	LLGL2	1384	1116	1580	1217
ENSG00000073417	PDE8A	409	379	390	293
ENSG00000073464	CLCN4	421	407	437	315
ENSG00000073536	NLE1	1141	949	1415	1086
ENSG00000073578	SDHA	4197	3469	5185	3913
ENSG00000073584	SMARCE1	1498	1432	2134	1510
ENSG00000073598	FNDC8	1	1	4	6
ENSG00000073605	GSDMB	83	50	67	53
ENSG00000073614	KDM5A	1645	1505	1864	1359
ENSG00000073670	ADAM11	224	178	216	153
ENSG00000073711	PPP2R3A	429	405	452	326
ENSG00000073712	FERMT2	588	598	610	476
