id	sym	Control_1	Control_2	preS_1	preS_2
ENSG00000047634	SCML1	465	657	495	410
ENSG00000047644	WWC3	726	838	610	571
ENSG00000047648	ARHGAP6	131	217	207	180
ENSG00000047662	FAM184B	4	6	5	7
ENSG00000047849	MAP4	15580	14362	12461	10053
ENSG00000047932	GOPC	1039	1508	1156	800
ENSG00000047936	ROS1	2	3	8	1
ENSG00000048028	USP28	467	695	571	499
ENSG00000048052	HDAC9	257	357	603	328
ENSG00000048140	TSPAN17	992	1012	1145	971
ENSG00000048162	NOP16	666	635	754	682
ENSG00000048342	CC2D2A	456	525	592	440
ENSG00000048392	RRM2B	600	691	1136	610
ENSG00000048405	ZNF800	472	566	547	451
ENSG00000048462	TNFRSF17	3	5	5	4
ENSG00000048471	SNX29	1340	1427	1218	967
ENSG00000048540	LMO3	1	0	1	0
ENSG00000048544	MRPS10	1115	1346	1391	1298
ENSG00000048545	GUCA1A	0	1	0	0
ENSG00000048649	RSF1	1118	1352	1377	938
ENSG00000048707	VPS13D	1669	2221	1806	1423
ENSG00000048740	CELF2	60	9	90	17
ENSG00000048828	FAM120A	5747	5245	5320	4116
ENSG00000048991	R3HDM1	1318	1679	1313	1055
ENSG00000049089	COL9A2	7	3	2	2
ENSG00000049130	KITLG	1979	2226	4176	3040
ENSG00000049167	ERCC8	176	228	198	184
ENSG00000049192	ADAMTS6	835	1063	689	556
ENSG00000049239	H6PD	1994	1816	1558	1191
ENSG00000049245	VAMP3	2887	3185	2923	2418
ENSG00000049246	PER3	587	908	292	273
ENSG00000049247	UTS2	0	2	0	2
ENSG00000049283	EPN3	3	5	2	3
ENSG00000049323	LTBP1	5381	5629	5721	2914
ENSG00000049449	RCN1	5361	5872	5225	4192
ENSG00000049540	ELN	2	1	0	1
ENSG00000049541	RFC2	1017	853	787	641
ENSG00000049618	ARID1B	2130	2597	1656	1554
ENSG00000049656	CLPTM1L	3050	3193	2574	2609
ENSG00000049759	NEDD4L	1775	1831	2096	1768
ENSG00000049768	FOXP3	7	6	1	5
ENSG00000049769	PPP1R3F	163	164	148	121
ENSG00000049860	HEXB	3355	4374	4851	4438
ENSG00000049883	PTCD2	293	375	356	291
ENSG00000050130	JKAMP	713	822	886	721
ENSG00000050165	DKK3	10876	14039	4914	5496
ENSG00000050327	ARHGEF5	3	1	5	1
ENSG00000050344	NFE2L3	249	262	173	159
ENSG00000050393	MCUR1	961	1201	909	900
ENSG00000050405	LIMA1	5079	9024	4209	3348
ENSG00000050426	LETMD1	610	783	554	609
ENSG00000050438	SLC4A8	854	880	1143	735
ENSG00000050555	LAMC3	0	0	1	0
ENSG00000050628	PTGER3	39	42	131	114
ENSG00000050730	TNIP3	1	7	1	6
ENSG00000050748	MAPK9	1145	1413	919	808
ENSG00000050767	COL23A1	0	0	1	0
ENSG00000050820	BCAR1	4823	5380	3730	3707
ENSG00000051009	FAM160A2	511	539	396	414
ENSG00000051108	HERPUD1	1137	1280	1077	1157
ENSG00000051128	HOMER3	1904	1918	1861	1386
ENSG00000051180	RAD51	470	446	327	299
ENSG00000051341	POLQ	733	1073	626	528
ENSG00000051382	PIK3CB	509	682	575	538
ENSG00000051523	CYBA	556	702	675	560
ENSG00000051596	THOC3	295	351	299	254
ENSG00000051620	HEBP2	672	927	1016	730
ENSG00000051825	MPHOSPH9	561	671	407	344
ENSG00000052126	PLEKHA5	429	674	619	417
ENSG00000052344	PRSS8	2	2	0	1
ENSG00000052723	SIKE1	550	859	663	558
ENSG00000052749	RRP12	1847	2134	2212	2361
ENSG00000052795	FNIP2	305	323	490	398
ENSG00000052802	MSMO1	286	392	1050	525
ENSG00000052841	TTC17	1278	1863	1277	1235
ENSG00000052850	ALX4	4	3	7	2
ENSG00000053108	FSTL4	2	1	1	2
ENSG00000053254	FOXN3	549	893	462	419
ENSG00000053328	METTL24	0	1	0	1
ENSG00000053371	AKR7A2	964	994	882	695
ENSG00000053372	MRTO4	2401	2217	2346	2124
ENSG00000053438	NNAT	25	34	25	32
ENSG00000053501	USE1	313	371	291	296
ENSG00000053524	MCF2L2	0	2	3	1
ENSG00000053702	NRIP2	41	46	14	22
ENSG00000053747	LAMA3	277	451	269	221
ENSG00000053770	AP5M1	497	653	609	436
ENSG00000053900	ANAPC4	413	507	517	439
ENSG00000053918	KCNQ1	0	1	0	1
ENSG00000054116	TRAPPC3	1073	1058	1292	1109
ENSG00000054118	THRAP3	5028	4780	4632	3482
ENSG00000054148	PHPT1	866	732	730	553
ENSG00000054179	ENTPD2	1	0	2	1
ENSG00000054219	LY75	0	1	2	1
ENSG00000054267	ARID4B	641	748	806	571
ENSG00000054277	OPN3	108	108	70	52
ENSG00000054282	SDCCAG8	305	339	628	406
ENSG00000054356	PTPRN	40	35	18	36
ENSG00000054392	HHAT	59	86	68	52
ENSG00000054523	KIF1B	1851	2547	2340	1946
ENSG00000054598	FOXC1	285	298	286	248
ENSG00000054611	TBC1D22A	683	714	651	527
ENSG00000054654	SYNE2	1101	1184	423	253
ENSG00000054690	PLEKHH1	33	30	27	29
ENSG00000054793	ATP9A	1093	1455	1040	705
ENSG00000054938	CHRDL2	3	0	1	1
ENSG00000054965	FAM168A	2133	1900	1593	1366
ENSG00000054967	RELT	285	273	188	225
ENSG00000054983	GALC	206	288	237	228
ENSG00000055044	NOP58	1836	2114	2142	1922
ENSG00000055070	SZRD1	4091	3913	3777	2995
ENSG00000055118	KCNH2	0	1	2	0
ENSG00000055130	CUL1	1422	1605	1634	1218
ENSG00000055147	FAM114A2	391	501	545	372
ENSG00000055163	CYFIP2	431	349	564	293
ENSG00000055208	TAB2	1522	2206	1779	1437
ENSG00000055211	GINM1	810	1160	829	735
ENSG00000055332	EIF2AK2	1928	3036	1931	1554
ENSG00000055483	USP36	2591	2769	3068	3272
ENSG00000055609	KMT2C	1578	2039	1603	1192
ENSG00000055732	MCOLN3	101	89	141	98
ENSG00000055813	CCDC85A	229	226	46	58
ENSG00000055917	PUM2	2056	2886	2199	1855
ENSG00000055950	MRPL43	1192	1167	1227	1063
ENSG00000055955	ITIH4	3	6	5	4
ENSG00000055957	ITIH1	0	1	0	0
ENSG00000056050	C4orf27	290	262	264	206
ENSG00000056097	ZFR	3064	4351	4104	3226
ENSG00000056277	ZNF280C	168	249	242	179
ENSG00000056487	PHF21B	0	1	2	5
ENSG00000056558	TRAF1	24	23	27	38
ENSG00000056586	RC3H2	1037	1339	1304	966
ENSG00000056736	IL17RB	42	52	43	35
ENSG00000056972	TRAF3IP2	447	451	519	391
ENSG00000056998	GYG2	26	11	20	11
ENSG00000057019	DCBLD2	10347	11991	22825	15958
ENSG00000057252	SOAT1	1014	1373	2246	1597
ENSG00000057294	PKP2	0	0	0	1
ENSG00000057468	MSH4	5	4	4	2
ENSG00000057608	GDI2	6123	7008	7938	6104
ENSG00000057657	PRDM1	433	487	705	662
ENSG00000057663	ATG5	639	837	770	691
ENSG00000057704	TMCC3	19	10	221	102
ENSG00000057757	PITHD1	1036	1011	1052	1061
ENSG00000057935	MTA3	474	438	458	352
ENSG00000058056	USP13	1290	1364	911	736
ENSG00000058063	ATP11B	1312	1714	1508	1103
ENSG00000058085	LAMC2	106	99	225	262
ENSG00000058091	CDK14	462	518	604	347
ENSG00000058262	SEC61A1	15183	14520	15418	12546
ENSG00000058272	PPP1R12A	2616	3274	2506	1726
ENSG00000058335	RASGRF1	4	13	19	26
ENSG00000058404	CAMK2B	2	0	1	2
ENSG00000058453	CROCC	560	560	412	407
ENSG00000058600	POLR3E	997	1065	981	1005
ENSG00000058668	ATP2B4	12479	11321	15341	8597
ENSG00000058673	ZC3H11A	2386	2993	2774	2318
ENSG00000058729	RIOK2	533	749	728	662
ENSG00000058799	YIPF1	384	462	551	386
ENSG00000058804	NDC1	2125	2453	1681	1358
ENSG00000058866	DGKG	3	6	38	36
ENSG00000059122	FLYWCH1	918	1070	1017	1204
ENSG00000059145	UNKL	628	675	277	361
ENSG00000059377	TBXAS1	5	12	26	31
ENSG00000059378	PARP12	126	148	93	79
ENSG00000059573	ALDH18A1	2911	2832	3276	2206
ENSG00000059588	TARBP1	556	698	578	497
ENSG00000059691	GATB	480	369	549	397
ENSG00000059728	MXD1	140	243	279	243
ENSG00000059758	CDK17	830	1308	1260	1152
ENSG00000059769	DNAJC25	218	239	213	148
ENSG00000059804	SLC2A3	1204	1186	1846	1401
ENSG00000059915	PSD	11	8	1	7
ENSG00000060069	CTDP1	728	704	685	548
ENSG00000060138	YBX3	3402	3972	3437	3533
ENSG00000060140	STYK1	58	61	60	74
ENSG00000060237	WNK1	5117	6812	5155	4439
ENSG00000060339	CCAR1	1934	2652	2222	1813
ENSG00000060491	OGFR	1545	1626	1559	1385
ENSG00000060558	GNA15	4	0	1	1
ENSG00000060566	CREB3L3	0	0	1	0
ENSG00000060642	PIGV	290	310	281	253
ENSG00000060656	PTPRU	126	109	176	152
ENSG00000060688	SNRNP40	1347	1207	1220	985
ENSG00000060718	COL11A1	1742	2814	1150	1015
ENSG00000060749	QSER1	2376	3001	2287	1819
ENSG00000060762	MPC1	276	297	312	281
ENSG00000060971	ACAA1	636	659	675	522
ENSG00000060982	BCAT1	4527	5668	4710	3429
ENSG00000061273	HDAC7	2926	2881	1792	1859
ENSG00000061337	LZTS1	22	25	3	1
ENSG00000061455	PRDM6	0	5	2	5
ENSG00000061656	SPAG4	59	66	48	31
ENSG00000061676	NCKAP1	5149	7843	5982	5218
ENSG00000061794	MRPS35	1141	1228	1381	1111
ENSG00000061918	GUCY1B3	53	60	32	34
ENSG00000061936	SFSWAP	1473	1486	1166	998
ENSG00000061938	TNK2	1367	1429	1059	952
ENSG00000061987	MON2	1215	1651	1318	1004
ENSG00000062038	CDH3	3	3	0	0
ENSG00000062194	GPBP1	1047	1311	1161	919
ENSG00000062282	DGAT2	15	10	43	28
ENSG00000062370	ZNF112	83	134	82	82
ENSG00000062485	CS	5731	5200	4740	4261
ENSG00000062524	LTK	41	42	24	50
ENSG00000062582	MRPS24	135	152	125	102
ENSG00000062598	ELMO2	1186	1436	1271	1035
ENSG00000062650	WAPAL	1626	2358	2024	1621
ENSG00000062716	VMP1	2351	2563	2731	2172
ENSG00000062725	APPBP2	798	1066	977	798
ENSG00000062822	POLD1	1754	1601	920	988
ENSG00000063015	SEZ6	8	6	4	11
ENSG00000063046	EIF4B	7895	8556	7924	6339
ENSG00000063127	SLC6A16	13	7	10	13
ENSG00000063169	GLTSCR1	538	604	303	307
ENSG00000063176	SPHK2	537	481	452	370
ENSG00000063177	RPL18	9628	8883	9510	8642
ENSG00000063180	CA11	7	10	8	8
ENSG00000063241	ISOC2	737	681	627	519
ENSG00000063244	U2AF2	7060	6737	6572	5569
ENSG00000063245	EPN1	4967	5145	4045	3999
ENSG00000063322	MED29	1239	1181	1135	906
ENSG00000063438	AHRR	1808	1553	1073	820
ENSG00000063587	ZNF275	758	776	602	537
ENSG00000063601	MTMR1	1030	949	907	737
ENSG00000063660	GPC1	6420	6247	2945	3108
ENSG00000063761	ADCK1	107	111	87	105
ENSG00000063854	HAGH	370	450	343	318
ENSG00000063978	RNF4	1907	1720	1919	1485
ENSG00000064012	CASP8	418	397	526	487
ENSG00000064042	LIMCH1	481	606	371	251
ENSG00000064102	ASUN	1184	1563	1580	1418
ENSG00000064115	TM7SF3	1294	1358	1547	1155
ENSG00000064195	DLX3	0	0	0	1
ENSG00000064199	SPA17	142	120	134	91
ENSG00000064201	TSPAN32	10	14	3	5
ENSG00000064205	WISP2	2	3	0	1
ENSG00000064225	ST3GAL6	47	65	158	113
ENSG00000064270	ATP2C2	27	44	37	40
ENSG00000064300	NGFR	3	5	17	9
ENSG00000064309	CDON	30	37	29	18
ENSG00000064313	TAF2	1144	1453	1501	1042
ENSG00000064393	HIPK2	1587	2040	2064	1815
ENSG00000064419	TNPO3	2265	2280	2586	1902
ENSG00000064489	MEF2BNB-MEF2B	11	7	5	5
ENSG00000064490	RFXANK	464	464	428	455
ENSG00000064545	TMEM161A	475	527	409	471
ENSG00000064547	LPAR2	50	58	43	44
ENSG00000064601	CTSA	2606	3460	2835	2962
ENSG00000064607	SUGP2	2901	2888	2477	2187
ENSG00000064651	SLC12A2	2551	3622	2167	1549
ENSG00000064652	SNX24	250	351	258	246
ENSG00000064655	EYA2	0	0	0	1
ENSG00000064666	CNN2	5776	6372	3266	3174
ENSG00000064687	ABCA7	86	81	45	37
ENSG00000064692	SNCAIP	78	102	81	92
ENSG00000064703	DDX20	685	849	840	677
ENSG00000064726	BTBD1	1650	2135	2498	1923
ENSG00000064763	FAR2	250	283	400	250
ENSG00000064787	BCAS1	0	2	1	1
ENSG00000064835	POU1F1	0	0	1	0
ENSG00000064886	CHI3L2	0	0	3	3
ENSG00000064932	SBNO2	1106	1057	932	866
ENSG00000064933	PMS1	404	513	404	320
ENSG00000064961	HMG20B	1046	1035	501	464
ENSG00000064989	CALCRL	5	11	21	24
ENSG00000064995	TAF11	342	359	354	374
ENSG00000064999	ANKS1A	774	781	814	722
ENSG00000065000	AP3D1	5944	5703	5029	4654
ENSG00000065029	ZNF76	556	522	456	389
ENSG00000065054	SLC9A3R2	2821	2887	2228	2433
ENSG00000065057	NTHL1	296	344	258	238
ENSG00000065060	UHRF1BP1	633	980	446	541
ENSG00000065135	GNAI3	3293	3589	4119	3192
ENSG00000065150	IPO5	8729	10298	7810	6426
ENSG00000065154	OAT	2217	2435	3193	2347
ENSG00000065183	WDR3	1359	1669	2105	1739
ENSG00000065243	PKN2	1497	2031	1535	1154
ENSG00000065268	WDR18	675	605	488	453
ENSG00000065308	TRAM2	13516	14219	9184	8317
ENSG00000065320	NTN1	7	8	1	4
ENSG00000065328	MCM10	964	1175	748	677
ENSG00000065357	DGKA	969	922	723	582
ENSG00000065361	ERBB3	16	29	4	1
ENSG00000065371	ROPN1	0	0	1	0
ENSG00000065413	ANKRD44	100	133	234	202
ENSG00000065427	KARS	3687	3608	4007	3199
ENSG00000065457	ADAT1	672	621	582	521
ENSG00000065485	PDIA5	613	699	773	643
ENSG00000065491	TBC1D22B	302	302	255	203
ENSG00000065518	NDUFB4	1170	1269	1259	1021
ENSG00000065526	SPEN	3091	4161	2123	2472
ENSG00000065534	MYLK	11544	11084	7281	5389
ENSG00000065548	ZC3H15	1625	1990	2205	1696
ENSG00000065559	MAP2K4	525	624	537	410
ENSG00000065600	TMEM206	170	204	237	258
ENSG00000065609	SNAP91	0	0	2	0
ENSG00000065613	SLK	2185	2721	2909	2135
ENSG00000065615	CYB5R4	309	470	474	368
ENSG00000065618	COL17A1	30	17	87	56
ENSG00000065621	GSTO2	280	333	697	582
ENSG00000065665	SEC61A2	295	338	301	307
ENSG00000065675	PRKCQ	1	0	0	0
ENSG00000065717	TLE2	2	5	1	1
ENSG00000065802	ASB1	1673	1726	1275	1386
ENSG00000065809	FAM107B	2559	3189	3087	2122
ENSG00000065833	ME1	1463	2619	1633	1991
ENSG00000065882	TBC1D1	2263	1935	1881	1557
ENSG00000065883	CDK13	1172	1435	1113	908
ENSG00000065911	MTHFD2	2524	3525	1800	2321
ENSG00000065923	SLC9A7	1317	1658	1498	1412
ENSG00000065970	FOXJ2	1220	1456	790	872
ENSG00000065978	YBX1	22308	22115	26696	20023
ENSG00000065989	PDE4A	237	364	191	218
ENSG00000066027	PPP2R5A	471	462	554	453
ENSG00000066032	CTNNA2	1	0	1	0
ENSG00000066044	ELAVL1	3079	2901	2225	2084
ENSG00000066056	TIE1	60	84	352	513
ENSG00000066084	DIP2B	1080	1464	1578	1263
ENSG00000066117	SMARCD1	1852	1675	1459	1260
ENSG00000066135	KDM4A	1216	1358	976	865
ENSG00000066136	NFYC	800	759	750	638
ENSG00000066185	ZMYND12	1	1	3	3
ENSG00000066230	SLC9A3	54	52	29	39
ENSG00000066248	NGEF	2	4	4	9
ENSG00000066279	ASPM	4368	3982	2198	1355
ENSG00000066322	ELOVL1	3323	3196	3691	3081
ENSG00000066336	SPI1	1	1	1	0
ENSG00000066379	ZNRD1	119	102	108	135
ENSG00000066405	CLDN18	15	26	10	9
ENSG00000066422	ZBTB11	595	948	808	657
ENSG00000066427	ATXN3	303	380	287	264
ENSG00000066455	GOLGA5	807	1064	1170	902
ENSG00000066468	FGFR2	0	0	1	0
ENSG00000066557	LRRC40	543	638	606	442
ENSG00000066583	ISOC1	324	346	252	262
ENSG00000066629	EML1	1196	1268	940	1081
ENSG00000066651	TRMT11	227	284	232	221
ENSG00000066654	THUMPD1	745	1033	901	783
ENSG00000066697	MSANTD3	1046	886	1277	982
ENSG00000066735	KIF26A	1	1	2	2
ENSG00000066739	ATG2B	817	1191	1102	840
ENSG00000066777	ARFGEF1	1413	2019	1660	1272
ENSG00000066827	ZFAT	319	329	266	214
ENSG00000066855	MTFR1	462	619	678	609
ENSG00000066923	STAG3	50	66	26	35
ENSG00000066926	FECH	671	658	542	455
ENSG00000066933	MYO9A	1256	1700	1136	829
ENSG00000067048	DDX3Y	1700	2234	1932	1538
ENSG00000067057	PFKP	7341	8169	6387	5969
ENSG00000067064	IDI1	586	626	1215	753
ENSG00000067066	SP100	1353	1801	1963	1470
ENSG00000067082	KLF6	3597	4173	4172	3041
ENSG00000067113	PPAP2A	170	189	164	129
ENSG00000067141	NEO1	179	249	191	234
ENSG00000067167	TRAM1	2997	4134	3264	2247
ENSG00000067177	PHKA1	535	716	926	794
ENSG00000067182	TNFRSF1A	2081	2398	1665	1606
ENSG00000067191	CACNB1	243	226	230	161
ENSG00000067208	EVI5	453	649	634	432
ENSG00000067221	STOML1	417	458	405	389
ENSG00000067225	PKM	81143	80332	74713	58689
ENSG00000067248	DHX29	1382	1739	1996	1465
ENSG00000067334	DNTTIP2	1455	1735	2110	1586
ENSG00000067365	METTL22	457	488	429	484
ENSG00000067369	TP53BP1	1663	2408	2133	1903
ENSG00000067445	TRO	143	180	173	106
ENSG00000067533	RRP15	730	928	860	725
ENSG00000067560	RHOA	13241	11519	10454	8368
ENSG00000067596	DHX8	1923	1830	1745	1473
ENSG00000067601	PMS2P4	14	16	14	4
ENSG00000067606	PRKCZ	4	10	5	2
ENSG00000067646	ZFY	373	466	366	304
ENSG00000067704	IARS2	2567	2856	3023	2498
ENSG00000067715	SYT1	155	232	191	113
ENSG00000067798	NAV3	2452	3712	4807	3867
ENSG00000067829	IDH3G	1095	1033	1009	870
ENSG00000067836	ROGDI	170	183	115	114
ENSG00000067840	PDZD4	6	5	3	2
ENSG00000067842	ATP2B3	0	2	0	0
ENSG00000067900	ROCK1	3274	4210	3259	2356
ENSG00000067955	CBFB	1138	1300	1419	1277
ENSG00000067992	PDK3	294	306	588	401
ENSG00000068001	HYAL2	621	593	570	442
ENSG00000068024	HDAC4	458	567	309	326
ENSG00000068028	RASSF1	1170	1197	874	873
ENSG00000068078	FGFR3	4	7	3	4
ENSG00000068079	IFI35	261	298	233	199
ENSG00000068097	HEATR6	754	771	597	555
ENSG00000068120	COASY	1664	1907	1498	1514
ENSG00000068137	PLEKHH3	342	386	205	169
ENSG00000068305	MEF2A	636	791	722	538
ENSG00000068308	OTUD5	1463	1463	1423	1142
ENSG00000068323	TFE3	4194	4249	3242	3046
ENSG00000068354	TBC1D25	433	432	398	318
ENSG00000068366	ACSL4	3352	4370	4758	3449
ENSG00000068383	INPP5A	793	789	759	578
ENSG00000068394	GPKOW	603	595	500	442
ENSG00000068400	GRIPAP1	850	903	726	657
ENSG00000068438	FTSJ1	1165	1098	950	926
ENSG00000068489	PRR11	2958	2997	1683	1558
ENSG00000068615	REEP1	0	0	2	0
ENSG00000068650	ATP11A	878	1030	785	692
ENSG00000068654	POLR1A	3470	3485	3104	2905
ENSG00000068697	LAPTM4A	3453	3902	3356	2849
ENSG00000068724	TTC7A	734	670	397	407
ENSG00000068745	IP6K2	770	869	719	638
ENSG00000068784	SRBD1	387	434	449	325
ENSG00000068796	KIF2A	1055	1490	1144	833
ENSG00000068831	RASGRP2	1	3	1	0
ENSG00000068878	PSME4	3618	4353	4635	3655
ENSG00000068885	IFT80	194	257	162	110
ENSG00000068903	SIRT2	771	880	898	790
ENSG00000068912	ERLEC1	844	1091	1244	1083
ENSG00000068971	PPP2R5B	363	343	379	293
ENSG00000068976	PYGM	11	9	8	3
ENSG00000069011	PITX1	863	956	911	642
ENSG00000069018	TRPC7	0	1	0	1
ENSG00000069020	MAST4	317	378	815	678
ENSG00000069122	ADGRF5	0	0	9	4
ENSG00000069188	SDK2	2	2	0	0
ENSG00000069248	NUP133	974	1210	1095	874
ENSG00000069275	NUCKS1	7471	7842	5360	3601
ENSG00000069329	VPS35	2784	3445	3869	3079
ENSG00000069345	DNAJA2	1814	1980	1989	1741
ENSG00000069399	BCL3	156	164	143	114
ENSG00000069424	KCNAB2	373	455	382	403
ENSG00000069431	ABCC9	581	605	407	324
ENSG00000069482	GAL	14	5	14	10
ENSG00000069493	CLEC2D	132	161	129	187
ENSG00000069509	FUNDC1	200	201	199	198
ENSG00000069535	MAOB	0	2	1	0
ENSG00000069667	RORA	147	163	213	128
ENSG00000069696	DRD4	20	29	9	6
ENSG00000069702	TGFBR3	719	1034	614	484
ENSG00000069764	PLA2G10	1	2	6	2
ENSG00000069812	HES2	10	8	7	8
ENSG00000069849	ATP1B3	3693	4634	3928	3532
ENSG00000069869	NEDD4	2842	4069	3040	2775
ENSG00000069943	PIGB	157	224	218	199
ENSG00000069956	MAPK6	1271	1598	1863	1577
ENSG00000069966	GNB5	535	621	456	471
ENSG00000069974	RAB27A	173	407	288	274
ENSG00000069998	CECR5	751	728	629	596
ENSG00000070010	UFD1L	1978	1990	2136	1716
ENSG00000070018	LRP6	1102	1494	1121	903
ENSG00000070019	GUCY2C	0	0	1	3
ENSG00000070031	SCT	3	9	1	4
ENSG00000070047	PHRF1	1987	2052	1532	1527
ENSG00000070061	IKBKAP	1119	1124	1474	1101
ENSG00000070081	NUCB2	1607	2295	1816	1341
ENSG00000070087	PFN2	5717	6096	6133	5185
ENSG00000070159	PTPN3	1	0	0	0
ENSG00000070182	SPTB	39	37	76	61
ENSG00000070190	DAPP1	0	1	1	1
ENSG00000070214	SLC44A1	1905	2278	2481	1696
ENSG00000070269	TMEM260	372	503	372	265
ENSG00000070366	SMG6	928	840	928	691
ENSG00000070367	EXOC5	2062	2766	2367	1653
ENSG00000070371	CLTCL1	499	544	246	327
ENSG00000070388	FGF22	3	9	0	8
ENSG00000070404	FSTL3	207	246	69	77
ENSG00000070413	DGCR2	1925	1935	1327	1236
ENSG00000070423	RNF126	969	985	890	779
ENSG00000070444	MNT	421	458	340	413
ENSG00000070476	ZXDC	668	738	485	470
ENSG00000070495	JMJD6	848	788	1126	870
ENSG00000070501	POLB	245	327	255	219
ENSG00000070540	WIPI1	363	406	801	537
ENSG00000070610	GBA2	711	680	715	594
ENSG00000070614	NDST1	7333	8018	6614	5903
ENSG00000070669	ASNS	2232	2493	825	1308
ENSG00000070718	AP3M2	489	639	490	445
ENSG00000070731	ST6GALNAC2	9	9	10	6
ENSG00000070748	CHAT	1	0	0	0
ENSG00000070756	PABPC1	22760	25951	20455	20648
ENSG00000070759	TESK2	38	42	41	24
ENSG00000070761	CFAP20	719	680	677	618
ENSG00000070770	CSNK2A2	1790	2034	1542	1498
ENSG00000070778	PTPN21	887	1121	695	697
ENSG00000070785	EIF2B3	1114	1090	1385	1153
ENSG00000070808	CAMK2A	12	19	8	18
ENSG00000070814	TCOF1	3571	3469	3020	3029
ENSG00000070831	CDC42	5167	4856	6229	4638
ENSG00000070882	OSBPL3	1966	2439	1429	1037
ENSG00000070950	RAD18	1004	1166	934	701
ENSG00000070961	ATP2B1	2878	4696	5358	3564
ENSG00000070985	TRPM5	1	0	1	0
ENSG00000071051	NCK2	434	494	326	336
ENSG00000071054	MAP4K4	6770	7491	10722	8131
ENSG00000071073	MGAT4A	0	1	1	0
ENSG00000071082	RPL31	6375	6122	7475	6271
ENSG00000071127	WDR1	16898	16924	15574	12443
ENSG00000071189	SNX13	558	661	671	445
ENSG00000071203	MS4A12	0	1	0	0
ENSG00000071205	ARHGAP10	725	574	700	464
ENSG00000071242	RPS6KA2	408	520	113	146
ENSG00000071243	ING3	160	190	156	149
ENSG00000071246	VASH1	101	104	80	68
ENSG00000071282	LMCD1	95	68	51	58
ENSG00000071462	WBSCR22	1157	1094	1268	1124
ENSG00000071537	SEL1L	2283	3805	2632	2282
ENSG00000071539	TRIP13	1808	1617	1507	1221
ENSG00000071553	ATP6AP1	1823	2096	1886	1769
ENSG00000071564	TCF3	2701	2252	1748	1530
ENSG00000071575	TRIB2	309	377	362	255
ENSG00000071626	DAZAP1	3127	3094	2480	2348
ENSG00000071655	MBD3	1770	1648	1278	1076
ENSG00000071794	HLTF	1467	1874	1078	820
ENSG00000071859	FAM50A	2241	2578	2399	2281
ENSG00000071889	FAM3A	714	645	588	562
ENSG00000071894	CPSF1	2885	3039	2161	2169
ENSG00000071909	MYO3B	1	0	0	0
ENSG00000071967	CYBRD1	2217	2788	2421	1636
ENSG00000071994	PDCD2	1121	1169	1285	1086
ENSG00000072041	SLC6A15	524	872	4411	3174
ENSG00000072042	RDH11	1167	1365	2026	1414
ENSG00000072062	PRKACA	2964	2703	2218	1999
ENSG00000072071	ADGRL1	145	173	84	103
ENSG00000072080	SPP2	2	0	2	1
ENSG00000072110	ACTN1	37318	44107	25612	27381
ENSG00000072121	ZFYVE26	1256	1391	1386	1312
ENSG00000072133	RPS6KA6	217	257	224	195
ENSG00000072134	EPN2	901	835	890	782
ENSG00000072135	PTPN18	471	534	380	367
ENSG00000072163	LIMS2	361	444	85	82
ENSG00000072182	ASIC4	0	9	0	2
ENSG00000072195	SPEG	2201	2534	1099	1003
ENSG00000072201	LNX1	16	14	23	15
ENSG00000072210	ALDH3A2	257	296	252	213
ENSG00000072274	TFRC	6805	8499	10550	7572
ENSG00000072310	SREBF1	1326	1066	987	517
ENSG00000072315	TRPC5	0	0	1	0
ENSG00000072364	AFF4	3743	5643	5661	3867
ENSG00000072401	UBE2D1	209	288	263	239
ENSG00000072415	MPP5	1374	1925	1359	1157
ENSG00000072422	RHOBTB1	137	160	115	86
ENSG00000072444	na	0	1	0	1
ENSG00000072501	SMC1A	4023	4171	2760	2199
ENSG00000072506	HSD17B10	857	827	847	769
ENSG00000072518	MARK2	932	920	827	798
ENSG00000072571	HMMR	1287	1281	873	688
ENSG00000072609	CHFR	623	670	553	544
ENSG00000072657	TRHDE	2750	3154	3495	2140
ENSG00000072682	P4HA2	2164	2447	2474	2093
ENSG00000072694	FCGR2B	0	1	0	1
ENSG00000072736	NFATC3	506	525	453	346
ENSG00000072756	TRNT1	344	422	369	315
ENSG00000072778	ACADVL	3333	3287	2074	2468
ENSG00000072786	STK10	2031	2178	2220	1977
ENSG00000072803	FBXW11	2004	2324	1782	1483
ENSG00000072818	ACAP1	32	24	31	18
ENSG00000072832	CRMP1	288	300	374	285
ENSG00000072840	EVC	1443	1490	1596	1442
ENSG00000072849	DERL2	740	780	821	658
ENSG00000072858	SIDT1	0	2	1	1
ENSG00000072864	NDE1	844	710	370	342
ENSG00000072952	MRVI1	380	399	137	107
ENSG00000072954	TMEM38A	32	47	31	31
ENSG00000072958	AP1M1	2612	2466	2677	2177
ENSG00000073008	PVR	2383	3095	2467	2792
ENSG00000073050	XRCC1	1037	997	816	773
ENSG00000073060	SCARB1	420	521	893	761
ENSG00000073067	CYP2W1	1	2	0	1
ENSG00000073111	MCM2	3929	3504	2145	1923
ENSG00000073146	MOV10L1	49	73	16	32
ENSG00000073150	PANX2	65	47	37	51
ENSG00000073169	na	690	628	652	585
ENSG00000073282	TP63	0	0	2	1
ENSG00000073331	ALPK1	215	219	174	141
ENSG00000073350	LLGL2	6	9	7	3
ENSG00000073417	PDE8A	1151	1751	1248	1018
