id	sym	Ishi_Dex_1	Ishi_Dex_2	Ishi_DMSO_1	Ishi_DMSO_2
ENSG00000047578	KIAA0556	702	546	698	692
ENSG00000047579	DTNBP1	408	375	403	400
ENSG00000047597	XK	497	418	403	413
ENSG00000047617	ANO2	24	15	32	25
ENSG00000047621	C12orf4	993	829	1022	978
ENSG00000047634	SCML1	160	166	174	139
ENSG00000047644	WWC3	1596	1336	1608	1653
ENSG00000047648	ARHGAP6	3	6	2	2
ENSG00000047662	FAM184B	4	5	7	7
ENSG00000047849	MAP4	8571	6732	8460	7802
ENSG00000047932	GOPC	1028	768	1103	913
ENSG00000048028	USP28	1445	1179	1386	1448
ENSG00000048052	HDAC9	261	237	171	201
ENSG00000048140	TSPAN17	1580	1627	1381	1941
ENSG00000048162	NOP16	791	654	737	752
ENSG00000048342	CC2D2A	157	126	155	135
ENSG00000048392	RRM2B	2025	1718	2033	2065
ENSG00000048405	ZNF800	674	472	656	671
ENSG00000048471	SNX29	511	412	565	524
ENSG00000048540	LMO3	164	203	112	108
ENSG00000048544	MRPS10	1532	1369	1394	1604
ENSG00000048649	RSF1	2897	2117	3106	2855
ENSG00000048707	VPS13D	1282	1115	1235	1505
ENSG00000048740	CELF2	15	14	17	10
ENSG00000048828	FAM120A	8149	6677	8129	7616
ENSG00000048991	R3HDM1	2634	2276	2881	2657
ENSG00000049089	COL9A2	11067	9303	9542	10676
ENSG00000049130	KITLG	291	227	293	278
ENSG00000049167	ERCC8	501	359	454	547
ENSG00000049192	ADAMTS6	24	24	35	17
ENSG00000049239	H6PD	357	315	276	319
ENSG00000049245	VAMP3	1876	1953	1899	2069
ENSG00000049246	PER3	40	28	53	39
ENSG00000049249	TNFRSF9	1	0	2	1
ENSG00000049283	EPN3	1144	1097	1098	1389
ENSG00000049323	LTBP1	1483	1445	1428	1551
ENSG00000049449	RCN1	3381	3331	2860	2905
ENSG00000049540	ELN	56	27	24	25
ENSG00000049541	RFC2	1595	1489	1486	1676
ENSG00000049618	ARID1B	2899	2073	2860	2813
ENSG00000049656	CLPTM1L	4619	4694	4139	5316
ENSG00000049759	NEDD4L	1260	1167	1370	1517
ENSG00000049768	FOXP3	18	16	7	10
ENSG00000049769	PPP1R3F	34	35	26	34
ENSG00000049860	HEXB	2239	2093	2202	2474
ENSG00000049883	PTCD2	435	314	339	330
ENSG00000050030	KIAA2022	1087	822	1068	1059
ENSG00000050130	JKAMP	884	807	771	888
ENSG00000050165	DKK3	469	422	404	433
ENSG00000050327	ARHGEF5	246	164	269	236
ENSG00000050344	NFE2L3	283	210	268	245
ENSG00000050393	MCUR1	2169	1838	2034	2105
ENSG00000050405	LIMA1	3217	2775	3147	2981
ENSG00000050426	LETMD1	1327	1376	1200	1432
ENSG00000050438	SLC4A8	132	123	128	127
ENSG00000050555	LAMC3	319	263	241	284
ENSG00000050628	PTGER3	245	171	148	162
ENSG00000050730	TNIP3	1	0	0	0
ENSG00000050748	MAPK9	1796	1640	1779	1887
ENSG00000050767	COL23A1	27	18	27	18
ENSG00000050820	BCAR1	1206	1070	1113	1336
ENSG00000051009	FAM160A2	496	399	453	475
ENSG00000051108	HERPUD1	1604	1509	1339	1477
ENSG00000051128	HOMER3	107	104	61	71
ENSG00000051180	RAD51	548	489	495	571
ENSG00000051341	POLQ	623	386	678	502
ENSG00000051382	PIK3CB	1515	1322	1561	1589
ENSG00000051523	CYBA	3439	3382	2518	4039
ENSG00000051596	THOC3	255	189	239	277
ENSG00000051620	HEBP2	1263	1245	1143	1371
ENSG00000051825	MPHOSPH9	1383	1080	1584	1542
ENSG00000052126	PLEKHA5	839	655	855	710
ENSG00000052344	PRSS8	1994	2045	1648	2254
ENSG00000052723	SIKE1	3081	2309	3198	2950
ENSG00000052749	RRP12	2272	1628	2030	2242
ENSG00000052795	FNIP2	703	496	655	677
ENSG00000052802	MSMO1	4113	3192	3763	4250
ENSG00000052841	TTC17	1697	1487	1837	1549
ENSG00000052850	ALX4	21	17	10	10
ENSG00000053108	FSTL4	15	10	3	3
ENSG00000053254	FOXN3	580	520	507	520
ENSG00000053328	METTL24	30	21	25	21
ENSG00000053371	AKR7A2	1416	1298	1122	1571
ENSG00000053372	MRTO4	1754	1483	1645	1687
ENSG00000053501	USE1	254	215	177	223
ENSG00000053524	MCF2L2	15	11	20	13
ENSG00000053747	LAMA3	943	860	770	773
ENSG00000053770	AP5M1	1598	1468	1450	1475
ENSG00000053900	ANAPC4	462	419	494	492
ENSG00000053918	KCNQ1	165	127	102	138
ENSG00000054116	TRAPPC3	1312	1321	1175	1438
ENSG00000054118	THRAP3	6078	4779	6958	6570
ENSG00000054148	PHPT1	1171	1224	845	1288
ENSG00000054179	ENTPD2	1418	1309	1079	1404
ENSG00000054219	LY75	2	0	2	2
ENSG00000054267	ARID4B	1015	626	1123	898
ENSG00000054277	OPN3	87	72	86	75
ENSG00000054282	SDCCAG8	295	244	248	273
ENSG00000054356	PTPRN	2	2	1	1
ENSG00000054392	HHAT	0	3	4	1
ENSG00000054523	KIF1B	2961	2202	3075	3056
ENSG00000054598	FOXC1	110	140	129	131
ENSG00000054611	TBC1D22A	421	425	346	468
ENSG00000054654	SYNE2	2000	1736	2059	2049
ENSG00000054690	PLEKHH1	329	238	314	262
ENSG00000054793	ATP9A	2725	2510	2518	2854
ENSG00000054938	CHRDL2	0	1	1	2
ENSG00000054965	FAM168A	3016	2673	2819	3081
ENSG00000054967	RELT	283	179	213	254
ENSG00000054983	GALC	908	857	863	922
ENSG00000055044	NOP58	2275	1744	2329	2094
ENSG00000055070	SZRD1	5724	5247	5325	6183
ENSG00000055118	KCNH2	85	84	59	85
ENSG00000055130	CUL1	1864	1498	1721	1636
ENSG00000055147	FAM114A2	327	304	382	380
ENSG00000055163	CYFIP2	1867	1718	1825	2057
ENSG00000055208	TAB2	2078	1949	2036	2055
ENSG00000055211	GINM1	1209	1083	1185	1255
ENSG00000055332	EIF2AK2	3288	2325	3641	2549
ENSG00000055483	USP36	1210	893	1198	1064
ENSG00000055609	KMT2C	2646	1710	2649	2598
ENSG00000055732	MCOLN3	105	80	126	102
ENSG00000055813	CCDC85A	7	11	6	10
ENSG00000055917	PUM2	3555	2642	3460	3372
ENSG00000055950	MRPL43	1510	1611	1263	1749
ENSG00000055955	ITIH4	1	1	3	0
ENSG00000055957	ITIH1	0	0	0	1
ENSG00000056050	C4orf27	285	278	303	341
ENSG00000056097	ZFR	3092	2698	3481	3227
ENSG00000056277	ZNF280C	673	475	684	584
ENSG00000056291	NPFFR2	3	1	2	0
ENSG00000056487	PHF21B	2	0	0	0
ENSG00000056558	TRAF1	18	11	19	17
ENSG00000056586	RC3H2	4829	3252	4901	4799
ENSG00000056736	IL17RB	91	58	51	56
ENSG00000056972	TRAF3IP2	436	406	419	451
ENSG00000056998	GYG2	295	267	283	297
ENSG00000057019	DCBLD2	3841	3103	3488	3544
ENSG00000057252	SOAT1	1632	1408	1645	1843
ENSG00000057294	PKP2	1770	1615	1784	1858
ENSG00000057468	MSH4	12	1	10	4
ENSG00000057608	GDI2	8934	8412	8215	9578
ENSG00000057657	PRDM1	1	6	3	1
ENSG00000057663	ATG5	1168	1035	1101	1216
ENSG00000057704	TMCC3	79	89	74	99
ENSG00000057757	PITHD1	989	737	885	992
ENSG00000057935	MTA3	958	910	847	890
ENSG00000058056	USP13	2003	1588	1835	2010
ENSG00000058063	ATP11B	3701	2823	3987	3702
ENSG00000058085	LAMC2	2687	2383	2174	2597
ENSG00000058091	CDK14	824	679	696	776
ENSG00000058262	SEC61A1	12103	11676	10640	12905
ENSG00000058272	PPP1R12A	1058	792	1158	940
ENSG00000058335	RASGRF1	0	0	0	1
ENSG00000058404	CAMK2B	66	49	47	62
ENSG00000058453	CROCC	410	231	420	318
ENSG00000058600	POLR3E	756	585	716	707
ENSG00000058668	ATP2B4	3191	3283	2919	3468
ENSG00000058673	ZC3H11A	3145	2104	3213	2724
ENSG00000058729	RIOK2	774	666	799	748
ENSG00000058799	YIPF1	455	556	456	580
ENSG00000058804	NDC1	3901	3403	3714	4113
ENSG00000059122	FLYWCH1	748	522	708	724
ENSG00000059145	UNKL	663	508	631	587
ENSG00000059377	TBXAS1	2	0	8	1
ENSG00000059378	PARP12	29	31	24	22
ENSG00000059573	ALDH18A1	10485	9543	9443	11177
ENSG00000059588	TARBP1	1069	801	943	877
ENSG00000059691	GATB	421	412	283	376
ENSG00000059728	MXD1	255	186	301	283
ENSG00000059758	CDK17	613	566	622	592
ENSG00000059769	DNAJC25	269	246	271	251
ENSG00000059804	SLC2A3	9	8	7	4
ENSG00000059915	PSD	82	72	73	87
ENSG00000060069	CTDP1	980	728	961	1027
ENSG00000060138	YBX3	4492	4392	4096	4931
ENSG00000060140	STYK1	278	262	336	296
ENSG00000060237	WNK1	6368	4939	6884	6802
ENSG00000060303	RPS17P5	19	30	19	26
ENSG00000060339	CCAR1	1964	1509	2078	1684
ENSG00000060491	OGFR	572	353	507	479
ENSG00000060558	GNA15	12	14	4	10
ENSG00000060642	PIGV	302	344	223	243
ENSG00000060656	PTPRU	723	634	588	694
ENSG00000060688	SNRNP40	2316	1844	1919	2424
ENSG00000060709	RIMBP2	0	0	0	1
ENSG00000060718	COL11A1	0	1	0	1
ENSG00000060749	QSER1	4636	3444	5045	4332
ENSG00000060762	MPC1	379	362	327	387
ENSG00000060971	ACAA1	809	798	826	1011
ENSG00000060982	BCAT1	1267	926	1004	1072
ENSG00000061273	HDAC7	3129	2626	2428	2753
ENSG00000061337	LZTS1	131	103	165	136
ENSG00000061455	PRDM6	101	84	108	91
ENSG00000061492	WNT8A	0	0	0	1
ENSG00000061656	SPAG4	3	3	2	8
ENSG00000061676	NCKAP1	7374	6249	7736	7820
ENSG00000061794	MRPS35	2252	2038	2166	2106
ENSG00000061918	GUCY1B3	0	2	0	1
ENSG00000061936	SFSWAP	1222	983	1110	1015
ENSG00000061938	TNK2	589	394	539	569
ENSG00000061987	MON2	1512	1180	1503	1458
ENSG00000062038	CDH3	2883	2735	2516	3035
ENSG00000062096	ARSF	0	1	0	0
ENSG00000062194	GPBP1	2059	1631	2042	1883
ENSG00000062282	DGAT2	77	60	55	59
ENSG00000062370	ZNF112	112	82	154	101
ENSG00000062485	CS	8740	8419	8161	8968
ENSG00000062524	LTK	71	59	50	59
ENSG00000062582	MRPS24	3	2	3	5
ENSG00000062598	ELMO2	720	707	798	796
ENSG00000062650	WAPAL	3452	2390	3689	3316
ENSG00000062716	VMP1	1733	1906	1644	2099
ENSG00000062725	APPBP2	1920	1616	1945	2104
ENSG00000062822	POLD1	1559	1282	1277	1510
ENSG00000063015	SEZ6	1	1	2	3
ENSG00000063046	EIF4B	22443	19657	20324	22206
ENSG00000063127	SLC6A16	11	9	22	16
ENSG00000063169	GLTSCR1	404	294	384	361
ENSG00000063176	SPHK2	578	513	492	574
ENSG00000063177	RPL18	14277	14310	11123	16818
ENSG00000063180	CA11	294	265	232	255
ENSG00000063241	ISOC2	979	863	738	1051
ENSG00000063244	U2AF2	6957	5941	6003	6467
ENSG00000063245	EPN1	4442	4231	4149	5127
ENSG00000063322	MED29	1736	1941	1669	1920
ENSG00000063438	AHRR	40	45	34	41
ENSG00000063515	GSC2	1	0	0	0
ENSG00000063587	ZNF275	896	744	870	885
ENSG00000063601	MTMR1	1466	1253	1404	1374
ENSG00000063660	GPC1	10612	8610	7747	9590
ENSG00000063761	ADCK1	143	123	132	142
ENSG00000063854	HAGH	936	838	801	925
ENSG00000063978	RNF4	1988	1824	1876	2054
ENSG00000064012	CASP8	643	579	502	459
ENSG00000064042	LIMCH1	3557	2840	3048	2745
ENSG00000064102	ASUN	1459	1157	1342	1340
ENSG00000064115	TM7SF3	4624	4591	4169	4986
ENSG00000064195	DLX3	46	52	54	61
ENSG00000064199	SPA17	503	501	462	517
ENSG00000064205	WISP2	3	0	2	1
ENSG00000064218	DMRT3	75	71	82	80
ENSG00000064225	ST3GAL6	47	46	43	45
ENSG00000064270	ATP2C2	120	92	112	99
ENSG00000064300	NGFR	65	56	34	43
ENSG00000064309	CDON	1286	1095	1138	1175
ENSG00000064313	TAF2	1402	1210	1606	1481
ENSG00000064393	HIPK2	2269	1579	2025	2454
ENSG00000064419	TNPO3	2585	2245	2514	2896
ENSG00000064489	MEF2BNB-MEF2B	1	1	0	0
ENSG00000064490	RFXANK	1814	1835	1295	1853
ENSG00000064545	TMEM161A	934	880	741	1015
ENSG00000064547	LPAR2	488	481	377	513
ENSG00000064601	CTSA	2387	2458	2057	2521
ENSG00000064607	SUGP2	2033	1637	1951	1793
ENSG00000064651	SLC12A2	1977	1494	2101	2144
ENSG00000064652	SNX24	283	281	307	331
ENSG00000064655	EYA2	0	0	0	3
ENSG00000064666	CNN2	5894	6055	4986	6250
ENSG00000064687	ABCA7	400	321	369	454
ENSG00000064692	SNCAIP	5	5	2	1
ENSG00000064703	DDX20	1275	1061	1205	1227
ENSG00000064726	BTBD1	2364	2094	2394	2402
ENSG00000064763	FAR2	51	49	32	29
ENSG00000064787	BCAS1	2	6	4	0
ENSG00000064932	SBNO2	1042	696	801	829
ENSG00000064933	PMS1	578	434	510	486
ENSG00000064961	HMG20B	2107	2019	1925	2338
ENSG00000064989	CALCRL	177	188	180	162
ENSG00000064995	TAF11	507	472	502	546
ENSG00000064999	ANKS1A	1065	817	1042	930
ENSG00000065000	AP3D1	10849	8379	9894	9746
ENSG00000065029	ZNF76	879	715	744	763
ENSG00000065054	SLC9A3R2	6410	5776	4816	5853
ENSG00000065057	NTHL1	495	431	303	428
ENSG00000065060	UHRF1BP1	3011	2417	2670	3024
ENSG00000065135	GNAI3	3669	3129	3639	3966
ENSG00000065150	IPO5	11099	10091	9983	11287
ENSG00000065154	OAT	5734	5120	5476	6195
ENSG00000065183	WDR3	2459	1931	2570	2580
ENSG00000065243	PKN2	1431	1145	1474	1393
ENSG00000065268	WDR18	2254	2013	1598	2412
ENSG00000065308	TRAM2	877	753	1004	994
ENSG00000065320	NTN1	711	503	587	569
ENSG00000065328	MCM10	1493	1034	1448	1324
ENSG00000065357	DGKA	301	275	283	257
ENSG00000065361	ERBB3	3266	3005	3233	3549
ENSG00000065371	ROPN1	1	2	0	0
ENSG00000065413	ANKRD44	51	43	44	45
ENSG00000065427	KARS	5252	5195	4781	5564
ENSG00000065457	ADAT1	946	724	833	791
ENSG00000065485	PDIA5	420	410	414	421
ENSG00000065491	TBC1D22B	435	360	449	416
ENSG00000065518	NDUFB4	2049	2070	1639	2150
ENSG00000065526	SPEN	3379	2233	3422	2950
ENSG00000065534	MYLK	226	161	189	187
ENSG00000065548	ZC3H15	2149	1702	2086	2113
ENSG00000065559	MAP2K4	1104	987	1016	1062
ENSG00000065600	TMEM206	443	433	404	441
ENSG00000065609	SNAP91	62	49	61	51
ENSG00000065613	SLK	3498	2570	4118	3100
ENSG00000065615	CYB5R4	457	355	439	448
ENSG00000065618	COL17A1	0	2	0	0
ENSG00000065621	GSTO2	466	478	410	542
ENSG00000065665	SEC61A2	201	217	171	214
ENSG00000065717	TLE2	634	664	483	615
ENSG00000065802	ASB1	912	767	899	917
ENSG00000065809	FAM107B	443	424	435	450
ENSG00000065833	ME1	1706	1542	1597	1651
ENSG00000065882	TBC1D1	1743	1769	1562	1764
ENSG00000065883	CDK13	1359	1078	1527	1365
ENSG00000065911	MTHFD2	6269	4791	5363	5489
ENSG00000065923	SLC9A7	824	548	792	827
ENSG00000065970	FOXJ2	1371	1192	1492	1442
ENSG00000065978	YBX1	9967	11365	9225	10891
ENSG00000065989	PDE4A	593	461	538	634
ENSG00000066027	PPP2R5A	1334	1127	1428	1543
ENSG00000066044	ELAVL1	4466	4003	4172	4514
ENSG00000066056	TIE1	2	3	2	1
ENSG00000066084	DIP2B	2442	2055	2492	2608
ENSG00000066117	SMARCD1	4027	3807	3969	4251
ENSG00000066135	KDM4A	2313	1892	2303	2319
ENSG00000066136	NFYC	1293	1121	1116	1342
ENSG00000066185	ZMYND12	13	8	8	10
ENSG00000066230	SLC9A3	32	32	26	29
ENSG00000066248	NGEF	1166	1124	979	1145
ENSG00000066279	ASPM	4928	3268	4924	3921
ENSG00000066294	CD84	2	0	2	0
ENSG00000066322	ELOVL1	1836	1804	1592	2139
ENSG00000066336	SPI1	2	3	2	6
ENSG00000066379	ZNRD1	451	365	378	455
ENSG00000066382	MPPED2	979	932	732	723
ENSG00000066422	ZBTB11	1203	977	1449	1236
ENSG00000066427	ATXN3	395	289	421	373
ENSG00000066455	GOLGA5	983	868	992	912
ENSG00000066468	FGFR2	1732	1753	1945	2035
ENSG00000066557	LRRC40	754	620	763	756
ENSG00000066583	ISOC1	1790	1707	1798	1859
ENSG00000066629	EML1	564	476	523	510
ENSG00000066651	TRMT11	394	334	405	363
ENSG00000066654	THUMPD1	2147	1793	2178	2117
ENSG00000066697	MSANTD3	863	740	749	787
ENSG00000066735	KIF26A	793	608	766	891
ENSG00000066739	ATG2B	848	715	874	907
ENSG00000066777	ARFGEF1	2304	1824	2425	2279
ENSG00000066813	ACSM2B	0	0	0	3
ENSG00000066827	ZFAT	283	197	245	231
ENSG00000066855	MTFR1	998	961	944	1071
ENSG00000066923	STAG3	9	4	5	4
ENSG00000066926	FECH	2038	1825	2064	2166
ENSG00000066933	MYO9A	984	797	1031	1003
ENSG00000067048	DDX3Y	0	1	0	0
ENSG00000067057	PFKP	1753	1507	1437	1579
ENSG00000067064	IDI1	2919	2337	3182	3050
ENSG00000067066	SP100	162	36	80	132
ENSG00000067082	KLF6	785	686	617	740
ENSG00000067113	PPAP2A	245	237	223	305
ENSG00000067141	NEO1	644	576	654	683
ENSG00000067167	TRAM1	5666	6071	5753	5852
ENSG00000067177	PHKA1	26	33	24	12
ENSG00000067182	TNFRSF1A	2007	1843	1609	2053
ENSG00000067191	CACNB1	153	127	120	109
ENSG00000067208	EVI5	818	537	875	871
ENSG00000067221	STOML1	234	200	173	270
ENSG00000067225	PKM	40869	43504	35946	45339
ENSG00000067248	DHX29	1536	1116	1793	1612
ENSG00000067334	DNTTIP2	1797	1369	1811	1705
ENSG00000067365	METTL22	243	209	226	279
ENSG00000067369	TP53BP1	2998	2342	2978	2860
ENSG00000067445	TRO	27	13	18	15
ENSG00000067533	RRP15	1393	1064	1427	1304
ENSG00000067560	RHOA	14039	15742	12780	15723
ENSG00000067596	DHX8	2677	2214	2492	2582
ENSG00000067601	PMS2P4	10	8	8	19
ENSG00000067606	PRKCZ	935	904	959	1008
ENSG00000067646	ZFY	2	0	0	0
ENSG00000067704	IARS2	4079	3429	4212	4156
ENSG00000067715	SYT1	26	19	15	17
ENSG00000067798	NAV3	12	11	14	7
ENSG00000067829	IDH3G	558	613	439	614
ENSG00000067836	ROGDI	265	255	229	286
ENSG00000067840	PDZD4	80	76	70	100
ENSG00000067842	ATP2B3	0	2	0	0
ENSG00000067900	ROCK1	1478	1039	1639	1395
ENSG00000067955	CBFB	2906	2292	3043	2991
ENSG00000067992	PDK3	167	135	168	197
ENSG00000068001	HYAL2	987	934	759	1044
ENSG00000068024	HDAC4	585	398	443	512
ENSG00000068028	RASSF1	540	348	398	387
ENSG00000068078	FGFR3	220	141	226	197
ENSG00000068079	IFI35	16	15	20	16
ENSG00000068097	HEATR6	514	400	471	460
ENSG00000068120	COASY	2195	1899	1864	2211
ENSG00000068137	PLEKHH3	965	689	834	923
ENSG00000068305	MEF2A	2648	2430	2256	2274
ENSG00000068308	OTUD5	1424	1419	1316	1518
ENSG00000068323	TFE3	1336	1228	1162	1197
ENSG00000068354	TBC1D25	318	299	256	284
ENSG00000068366	ACSL4	1872	1697	1880	1732
ENSG00000068383	INPP5A	922	828	847	981
ENSG00000068394	GPKOW	602	510	572	624
ENSG00000068400	GRIPAP1	758	455	734	612
ENSG00000068438	FTSJ1	944	895	793	944
ENSG00000068489	PRR11	2012	1585	1945	1597
ENSG00000068615	REEP1	1130	1035	1008	1073
ENSG00000068650	ATP11A	919	617	840	866
ENSG00000068654	POLR1A	3762	2509	3753	3664
ENSG00000068697	LAPTM4A	2963	2865	2726	3100
ENSG00000068724	TTC7A	900	659	783	894
ENSG00000068745	IP6K2	1517	1358	1387	1570
ENSG00000068784	SRBD1	596	519	637	593
ENSG00000068796	KIF2A	1470	1317	1459	1523
ENSG00000068831	RASGRP2	37	47	11	20
ENSG00000068878	PSME4	3209	2643	3124	3289
ENSG00000068885	IFT80	268	196	291	240
ENSG00000068903	SIRT2	858	717	738	860
ENSG00000068912	ERLEC1	1466	1300	1462	1528
ENSG00000068971	PPP2R5B	208	198	190	201
ENSG00000068976	PYGM	13	5	11	10
ENSG00000068985	PAGE1	0	0	1	0
ENSG00000069011	PITX1	1382	1190	1060	1376
ENSG00000069020	MAST4	327	275	312	317
ENSG00000069122	ADGRF5	0	1	0	1
ENSG00000069188	SDK2	15	9	11	8
ENSG00000069248	NUP133	1241	1117	1206	1331
ENSG00000069275	NUCKS1	24068	19069	22132	23839
ENSG00000069329	VPS35	3914	3530	4031	4339
ENSG00000069345	DNAJA2	1810	1665	1894	1953
ENSG00000069399	BCL3	92	53	89	106
ENSG00000069424	KCNAB2	12	12	8	10
ENSG00000069431	ABCC9	7	0	5	3
ENSG00000069482	GAL	313	310	235	317
ENSG00000069493	CLEC2D	56	55	72	69
ENSG00000069509	FUNDC1	319	347	323	332
ENSG00000069535	MAOB	81	56	49	65
ENSG00000069667	RORA	30	26	17	21
ENSG00000069696	DRD4	11	5	6	11
ENSG00000069702	TGFBR3	562	462	369	349
ENSG00000069764	PLA2G10	1	1	2	0
ENSG00000069812	HES2	5186	2871	4537	3893
ENSG00000069849	ATP1B3	2546	2471	2115	2568
ENSG00000069869	NEDD4	466	415	506	518
ENSG00000069943	PIGB	305	332	278	269
ENSG00000069956	MAPK6	1960	1617	1865	1847
ENSG00000069966	GNB5	626	549	578	657
ENSG00000069974	RAB27A	689	712	616	669
ENSG00000069998	CECR5	635	590	500	598
ENSG00000070010	UFD1L	1319	1455	1199	1565
ENSG00000070018	LRP6	3928	2984	3895	3955
ENSG00000070019	GUCY2C	0	0	1	0
ENSG00000070047	PHRF1	2078	1565	2100	1900
ENSG00000070061	IKBKAP	2481	1871	2408	2508
ENSG00000070081	NUCB2	1340	1250	1224	1132
ENSG00000070087	PFN2	5305	4906	4413	5402
ENSG00000070159	PTPN3	981	841	961	1038
ENSG00000070182	SPTB	210	172	196	185
ENSG00000070190	DAPP1	36	50	21	24
ENSG00000070193	FGF10	1	0	1	0
ENSG00000070214	SLC44A1	5357	4837	5139	5758
ENSG00000070269	TMEM260	595	602	558	577
ENSG00000070366	SMG6	1045	929	1132	1109
ENSG00000070367	EXOC5	2871	2319	2955	2880
ENSG00000070371	CLTCL1	324	287	338	359
ENSG00000070388	FGF22	5	2	3	1
ENSG00000070404	FSTL3	621	550	237	286
ENSG00000070413	DGCR2	3723	3295	3534	4310
ENSG00000070423	RNF126	1277	1100	1141	1308
ENSG00000070444	MNT	424	325	370	396
ENSG00000070476	ZXDC	761	602	679	768
ENSG00000070495	JMJD6	436	374	497	470
ENSG00000070501	POLB	521	513	508	588
ENSG00000070526	ST6GALNAC1	140	151	83	126
ENSG00000070540	WIPI1	216	245	224	269
ENSG00000070601	FRMPD1	23	23	37	30
ENSG00000070610	GBA2	622	460	593	544
ENSG00000070614	NDST1	12173	10054	9606	10754
ENSG00000070669	ASNS	3421	3108	3215	3782
ENSG00000070718	AP3M2	394	345	420	413
ENSG00000070729	CNGB1	0	2	1	0
ENSG00000070731	ST6GALNAC2	115	135	66	101
ENSG00000070756	PABPC1	28485	29944	28402	29850
ENSG00000070759	TESK2	185	221	187	207
ENSG00000070761	CFAP20	1292	1462	1240	1559
ENSG00000070770	CSNK2A2	3174	2464	3032	3170
ENSG00000070778	PTPN21	445	355	499	377
ENSG00000070785	EIF2B3	824	711	734	861
ENSG00000070808	CAMK2A	0	1	1	1
ENSG00000070814	TCOF1	2908	1537	3083	2260
ENSG00000070831	CDC42	6650	6074	6263	7389
ENSG00000070882	OSBPL3	423	295	434	429
ENSG00000070886	EPHA8	3	5	6	7
ENSG00000070915	SLC12A3	1	0	0	0
ENSG00000070950	RAD18	737	613	728	819
ENSG00000070961	ATP2B1	4483	3402	4487	4195
ENSG00000070985	TRPM5	1	0	0	2
ENSG00000071051	NCK2	863	770	788	897
ENSG00000071054	MAP4K4	3606	3018	3595	3424
ENSG00000071073	MGAT4A	729	628	676	655
ENSG00000071082	RPL31	9963	8571	7742	10798
ENSG00000071127	WDR1	6807	6615	6194	7058
ENSG00000071189	SNX13	1252	1017	1249	1367
ENSG00000071205	ARHGAP10	343	350	323	330
ENSG00000071242	RPS6KA2	1006	944	857	1012
ENSG00000071243	ING3	520	383	414	420
ENSG00000071246	VASH1	138	78	119	152
ENSG00000071282	LMCD1	91	97	96	123
ENSG00000071462	WBSCR22	1597	1527	1487	1748
ENSG00000071537	SEL1L	5363	4336	5279	5649
ENSG00000071539	TRIP13	1314	1181	1241	1400
ENSG00000071553	ATP6AP1	3449	3331	2986	3710
ENSG00000071564	TCF3	3764	3052	3489	3698
ENSG00000071575	TRIB2	261	236	232	238
ENSG00000071626	DAZAP1	4698	4396	4260	4216
ENSG00000071655	MBD3	3066	2294	2325	2743
ENSG00000071677	PRLH	0	0	0	1
ENSG00000071794	HLTF	2306	1623	2607	2299
ENSG00000071859	FAM50A	1216	1028	1062	1178
ENSG00000071889	FAM3A	760	719	599	773
ENSG00000071894	CPSF1	1933	1597	1893	1949
ENSG00000071909	MYO3B	281	201	219	243
ENSG00000071967	CYBRD1	898	845	796	903
ENSG00000071994	PDCD2	1861	1714	1582	1850
ENSG00000072041	SLC6A15	341	252	322	290
ENSG00000072042	RDH11	2233	2156	2087	2226
ENSG00000072062	PRKACA	3949	3460	3981	4171
ENSG00000072071	ADGRL1	3009	2088	2566	2743
ENSG00000072080	SPP2	0	0	4	2
ENSG00000072110	ACTN1	6964	6824	6100	7164
ENSG00000072121	ZFYVE26	904	698	914	933
ENSG00000072133	RPS6KA6	5	2	0	3
ENSG00000072134	EPN2	985	825	967	963
ENSG00000072135	PTPN18	1540	1413	1373	1554
ENSG00000072163	LIMS2	307	308	230	292
ENSG00000072182	ASIC4	0	0	3	1
ENSG00000072195	SPEG	247	162	249	221
ENSG00000072201	LNX1	248	265	226	286
ENSG00000072210	ALDH3A2	7448	6501	6584	7172
ENSG00000072274	TFRC	19342	16393	19152	20373
ENSG00000072310	SREBF1	3853	3139	3333	4060
ENSG00000072364	AFF4	4750	3569	4732	4608
ENSG00000072401	UBE2D1	482	376	510	389
ENSG00000072415	MPP5	2463	1939	2562	2520
ENSG00000072422	RHOBTB1	326	197	228	215
ENSG00000072501	SMC1A	6864	5303	7086	6296
ENSG00000072506	HSD17B10	2554	2452	2034	2706
ENSG00000072518	MARK2	2076	1531	1871	2022
ENSG00000072571	HMMR	1355	1137	1119	986
ENSG00000072609	CHFR	523	453	556	560
ENSG00000072657	TRHDE	343	347	347	354
ENSG00000072682	P4HA2	1222	974	752	794
ENSG00000072736	NFATC3	1106	1018	1240	1437
ENSG00000072756	TRNT1	112	116	130	114
ENSG00000072778	ACADVL	938	913	914	1003
ENSG00000072786	STK10	387	323	393	401
ENSG00000072803	FBXW11	1464	1269	1460	1556
ENSG00000072818	ACAP1	6	3	4	5
ENSG00000072832	CRMP1	1	3	1	0
ENSG00000072840	EVC	29	16	25	25
ENSG00000072849	DERL2	1272	1131	1233	1416
ENSG00000072858	SIDT1	10	3	12	6
ENSG00000072864	NDE1	1442	1202	1461	1488
ENSG00000072952	MRVI1	7	3	2	2
ENSG00000072954	TMEM38A	110	93	85	109
ENSG00000072958	AP1M1	1094	1041	885	1174
ENSG00000073008	PVR	1514	1157	1409	1232
