id	sym	C1	C2	C3	C4	BPA_1	BPA_2	BPA_3	BPA_4
ENSMUSG00000002105	Slc39a13	362	397	288	216	400	490	423	378
ENSMUSG00000002107	Celf2	25332	23543	20498	18462	28018	32603	28201	26001
ENSMUSG00000002108	Nr1h3	53	62	39	43	76	69	54	64
ENSMUSG00000002109	Ddb2	79	75	49	57	113	84	94	91
ENSMUSG00000002111	Spi1	35	51	53	31	52	70	40	56
ENSMUSG00000002129	Sf3a1	3339	2928	2629	1979	3832	4787	3407	3632
ENSMUSG00000002147	Stat6	231	234	138	138	213	253	238	245
ENSMUSG00000002190	Clgn	562	497	399	384	624	721	580	569
ENSMUSG00000002204	Napsa	11	6	9	3	16	19	10	15
ENSMUSG00000002205	Vrk3	297	264	220	234	332	377	317	331
ENSMUSG00000002210	Smg9	446	366	279	280	460	568	391	404
ENSMUSG00000002221	Paxip1	1564	1511	1317	975	1841	2212	1703	1747
ENSMUSG00000002222	Rmnd5a	6486	5885	5243	4053	6880	8264	6184	7170
ENSMUSG00000002227	Mov10	95	118	71	66	130	126	96	90
ENSMUSG00000002228	Ppm1j	2	3	6	2	1	6	5	2
ENSMUSG00000002233	Rhoc	220	233	160	140	275	292	273	232
ENSMUSG00000002240	Prr27	0	0	0	0	0	0	0	0
ENSMUSG00000002249	Tead3	30	34	22	19	38	32	45	25
ENSMUSG00000002250	Ppard	677	640	554	453	752	935	809	750
ENSMUSG00000002257	Def6	55	55	54	47	67	87	85	74
ENSMUSG00000002265	Peg3	14607	11824	11010	7875	14748	20336	13811	14997
ENSMUSG00000002266	Zim1	172	189	134	114	175	257	146	181
ENSMUSG00000002274	Metrn	327	345	268	228	423	349	349	373
ENSMUSG00000002279	Lmf1	302	274	266	172	346	398	368	382
ENSMUSG00000002280	Narfl	521	484	368	274	556	610	503	521
ENSMUSG00000002289	Angptl4	37	48	32	35	50	57	44	47
ENSMUSG00000002297	Dbf4	35	36	36	26	33	53	37	38
ENSMUSG00000002307	Daxx	818	730	683	498	929	1199	937	924
ENSMUSG00000002308	Cd320	266	215	181	146	271	339	240	245
ENSMUSG00000002319	Ipo4	1862	1712	1439	1163	2085	2402	1943	1944
ENSMUSG00000002320	Tm9sf1	878	931	785	533	977	1141	1002	937
ENSMUSG00000002324	Rec8	33	29	23	12	40	46	58	43
ENSMUSG00000002325	Irf9	278	283	222	185	300	388	331	321
ENSMUSG00000002326	Gmpr2	619	519	474	342	637	823	532	666
ENSMUSG00000002329	Mdp1	1246	1190	923	844	1403	1507	1221	1339
ENSMUSG00000002332	Dhrs1	665	545	426	382	674	787	599	619
ENSMUSG00000002341	Ncan	9809	9050	8339	6510	11453	13584	10507	10853
ENSMUSG00000002342	Tmem161a	315	337	253	200	418	469	367	407
ENSMUSG00000002343	Armc6	288	227	198	163	278	298	235	274
ENSMUSG00000002345	Borcs8	500	466	384	306	542	687	483	541
ENSMUSG00000002346	Slc25a42	656	592	481	390	747	839	598	739
ENSMUSG00000002365	Snx9	386	405	302	253	446	528	444	446
ENSMUSG00000002372	Ranbp3	1624	1512	1423	1100	2114	2538	1906	1780
ENSMUSG00000002379	Ndufa11	793	766	535	575	881	1020	833	847
ENSMUSG00000002384	Bmp8b	7	3	1	3	7	5	6	4
ENSMUSG00000002393	Nr2f6	298	279	277	216	352	391	290	306
ENSMUSG00000002395	Use1	732	733	590	490	946	1157	844	850
ENSMUSG00000002396	Ocel1	101	97	71	57	95	131	95	109
ENSMUSG00000002409	Dyrk1b	748	630	630	393	827	1017	744	789
ENSMUSG00000002413	Braf	12326	10670	9140	8566	11871	15114	13066	12005
ENSMUSG00000002416	Ndufb2	560	531	379	387	678	803	559	593
ENSMUSG00000002428	Hltf	1433	1318	1016	871	1514	1889	1347	1608
ENSMUSG00000002455	Prpf6	3042	2800	2312	1913	3476	4339	3284	3450
ENSMUSG00000002458	Rgs19	934	870	848	624	1212	1374	1050	1012
ENSMUSG00000002459	Rgs20	847	787	702	626	1000	1229	1109	1101
ENSMUSG00000002475	Abhd3	1745	1573	1151	1168	1786	2124	1742	1992
ENSMUSG00000002477	Snrpd1	1058	1099	866	743	1201	1586	1285	1324
ENSMUSG00000002486	Tchp	323	289	218	180	317	434	362	387
ENSMUSG00000002489	Tiam1	5357	6063	4855	3354	6687	8265	7410	6569
ENSMUSG00000002496	Tsc2	4825	4332	3839	3118	5378	6463	5171	5009
ENSMUSG00000002500	Rpl3l	2	8	4	7	6	5	3	9
ENSMUSG00000002504	Slc9a3r2	554	445	415	319	581	683	536	523
ENSMUSG00000002524	Puf60	3301	3083	2543	2086	3919	4803	3607	3610
ENSMUSG00000002546	Golga2	5752	5503	4676	3973	6715	8873	6692	6780
ENSMUSG00000002550	Uck1	288	244	201	174	334	358	227	302
ENSMUSG00000002565	Scin	51	54	18	35	40	66	33	59
ENSMUSG00000002578	Ikzf4	491	450	430	305	533	641	551	503
ENSMUSG00000002580	Mien1	496	429	370	369	504	614	561	610
ENSMUSG00000002588	Pon1	0	3	0	0	1	0	3	1
ENSMUSG00000002602	Axl	1660	1495	1328	1037	1816	2115	1910	1639
ENSMUSG00000002603	Tgfb1	123	121	73	73	135	162	138	123
ENSMUSG00000002608	Ccdc97	1419	1178	1074	784	1573	1764	1263	1497
ENSMUSG00000002617	Zfp40	901	870	738	742	1026	1169	1017	951
ENSMUSG00000002625	Akap8l	2655	2597	2138	1441	2856	3531	2763	2850
ENSMUSG00000002633	Shh	60	56	63	47	87	92	57	88
ENSMUSG00000002635	Pdcd2l	274	296	221	165	363	422	313	325
ENSMUSG00000002658	Gtf2f1	2511	2435	2172	1666	3170	4195	3140	3191
ENSMUSG00000002660	Clpp	915	830	734	554	1041	1349	1011	994
ENSMUSG00000002661	Alkbh7	224	237	195	172	304	373	301	326
ENSMUSG00000002664	Pspn	10	4	4	6	8	13	6	9
ENSMUSG00000002668	Dennd1c	16	36	8	9	14	19	10	17
ENSMUSG00000002679	Med6	647	636	526	450	780	974	769	795
ENSMUSG00000002688	Prkd1	363	389	329	237	425	614	434	517
ENSMUSG00000002699	Lcp2	120	121	112	75	126	169	123	162
ENSMUSG00000002718	Cse1l	2536	2446	1839	1720	2761	3348	2803	2703
ENSMUSG00000002728	Naa20	1163	1013	905	847	1276	1513	1270	1207
ENSMUSG00000002731	Prkra	267	295	206	181	317	378	295	305
ENSMUSG00000002732	Fkbp7	65	85	57	46	80	94	101	75
ENSMUSG00000002733	Plekha3	1993	1766	1536	1358	2172	2804	2113	2103
ENSMUSG00000002741	Ykt6	1776	1501	1312	1126	1973	2345	1773	1956
ENSMUSG00000002748	Baz1b	7732	7189	6450	4439	8745	11866	7981	9175
ENSMUSG00000002763	Pex6	827	732	639	462	965	1032	757	971
ENSMUSG00000002767	Mrpl2	658	604	497	451	765	1032	781	718
ENSMUSG00000002768	Mea1	1524	1290	1197	881	1798	2217	1621	1702
ENSMUSG00000002769	Gnmt	11	5	6	5	3	4	6	7
ENSMUSG00000002771	Grin2d	347	281	289	219	388	413	322	328
ENSMUSG00000002778	Kdelr1	1274	1312	1080	924	1445	1731	1535	1415
ENSMUSG00000002781	Tmem143	415	430	368	286	548	558	437	578
ENSMUSG00000002791	Pdxk-ps	1	0	0	2	1	3	0	0
ENSMUSG00000002797	Ggct	853	794	783	660	1105	1436	1043	1045
ENSMUSG00000002799	Jag2	515	450	335	310	557	562	479	506
ENSMUSG00000002803	Btbd6	1016	926	779	688	1154	1330	1115	989
ENSMUSG00000002804	Nudt14	39	40	24	40	63	64	48	47
ENSMUSG00000002808	Epdr1	3550	3288	2745	2720	3987	4537	3902	3847
ENSMUSG00000002812	Flii	2368	2062	1626	1249	2382	2910	2110	2594
ENSMUSG00000002814	Top3a	190	144	105	104	145	226	177	174
ENSMUSG00000002820	Atg4d	307	234	234	167	339	363	310	333
ENSMUSG00000002825	Qtrt1	139	154	113	79	173	216	155	170
ENSMUSG00000002831	Plin4	120	114	65	32	98	99	184	81
ENSMUSG00000002833	Hdgfrp2	2099	2033	1669	1385	2585	3411	2471	2444
ENSMUSG00000002835	Chaf1a	176	185	161	136	201	280	232	242
ENSMUSG00000002844	Adprh	1198	981	906	745	1420	1545	1252	1210
ENSMUSG00000002845	Tmem39a	258	228	205	166	248	238	230	205
ENSMUSG00000002846	Timmdc1	673	587	501	449	762	877	656	739
ENSMUSG00000002847	Pla1a	17	14	9	8	24	13	33	24
ENSMUSG00000002870	Mcm2	179	158	139	111	200	226	194	189
ENSMUSG00000002871	Tpra1	466	420	397	266	544	648	480	544
ENSMUSG00000002881	Nab1	1963	1753	1492	1200	1925	2353	2062	1819
ENSMUSG00000002885	Adgre5	308	281	235	183	370	386	337	267
ENSMUSG00000002897	Il17ra	323	296	239	234	359	429	344	423
ENSMUSG00000002900	Lamb1	1610	1660	1416	1097	1850	2459	1670	1747
ENSMUSG00000002908	Kcnn1	459	423	361	330	539	671	495	563
ENSMUSG00000002910	Arrdc2	139	141	133	113	170	247	188	258
ENSMUSG00000002930	Ppp1r17	9	9	6	1	7	10	13	2
ENSMUSG00000002944	Cd36	77	95	88	44	108	93	73	87
ENSMUSG00000002948	Map2k7	3275	3085	2725	2086	3854	4666	3852	3632
ENSMUSG00000002949	Timm44	1291	1136	1158	907	1579	1824	1547	1320
ENSMUSG00000002957	Ap2a2	9074	8230	6977	6296	10568	12004	9885	9779
ENSMUSG00000002963	Pnkp	200	226	168	136	265	308	258	236
ENSMUSG00000002968	Med25	1174	1184	1012	760	1593	1634	1289	1285
ENSMUSG00000002980	Bcam	217	232	144	99	202	217	289	189
ENSMUSG00000002981	Clptm1	4189	3748	3014	2689	4586	5590	4504	4600
ENSMUSG00000002983	Relb	122	135	108	83	162	179	155	151
ENSMUSG00000002984	Tomm40	818	760	630	533	934	1026	948	818
ENSMUSG00000002985	Apoe	43042	39732	32312	27649	50096	63057	47310	50277
ENSMUSG00000002992	Apoc2	0	0	0	0	0	0	0	0
ENSMUSG00000002996	Hbp1	1461	1548	1074	1058	1547	1962	1560	1571
ENSMUSG00000002997	Prkar2b	1768	1749	1401	1141	1962	2279	2053	2154
ENSMUSG00000003031	Cdkn1b	1577	1406	1128	1015	1741	1906	1446	1731
ENSMUSG00000003032	Klf4	330	198	320	255	402	547	418	533
ENSMUSG00000003033	Ap1m1	2116	2076	1607	1437	2344	3053	2323	2310
ENSMUSG00000003037	Rab8a	1832	1591	1470	1099	2178	2617	2016	2008
ENSMUSG00000003038	Hmgn2	1327	1431	1136	968	1609	1674	1626	1682
ENSMUSG00000003039	Fam32a	1994	2217	1736	1536	2506	3496	2266	2498
ENSMUSG00000003051	Elf3	1	0	0	0	1	1	2	1
ENSMUSG00000003053	Cyp2c29	0	0	0	0	0	0	0	0
ENSMUSG00000003062	Stard3nl	883	871	627	615	1002	1128	978	1051
ENSMUSG00000003068	Stk11	2254	2149	1630	1372	2533	3050	2296	2603
ENSMUSG00000003070	Efna2	279	258	241	164	329	382	347	290
ENSMUSG00000003072	Atp5d	1247	1014	926	824	1486	1574	1271	1237
ENSMUSG00000003099	Ppp5c	2956	2605	2554	1948	3634	4482	3438	3338
ENSMUSG00000003119	Cdk12	2286	1987	1693	1534	2390	3050	2418	2319
ENSMUSG00000003123	Lipe	173	182	110	117	195	210	192	180
ENSMUSG00000003131	Pafah1b2	9669	9380	7452	6993	10429	11799	10531	10264
ENSMUSG00000003134	Tbc1d8	401	341	304	252	413	438	449	373
ENSMUSG00000003135	Cnot11	1066	1040	898	714	1282	1510	1293	1209
ENSMUSG00000003153	Slc2a3	4973	4158	3722	3007	5413	6141	4908	5164
ENSMUSG00000003154	Foxj2	1997	1829	1733	1284	2335	2869	2165	2053
ENSMUSG00000003161	Sri	2490	2427	2091	1761	2890	3248	2873	2887
ENSMUSG00000003166	Dgcr2	3821	3335	3009	2367	4301	5137	4071	4191
ENSMUSG00000003184	Irf3	252	234	217	142	259	338	219	292
ENSMUSG00000003190	Bcl2l12	11	13	7	8	12	17	8	13
ENSMUSG00000003198	Zfp959	201	212	133	123	207	241	196	207
ENSMUSG00000003199	Mpnd	1147	1063	969	770	1472	1725	1329	1249
ENSMUSG00000003200	Sh3gl1	750	611	596	424	875	974	743	814
ENSMUSG00000003206	Ebi3	9	8	8	3	6	10	16	14
ENSMUSG00000003208	Ccdc94	250	263	219	173	337	374	253	289
ENSMUSG00000003226	Ranbp2	12366	10998	9464	7940	12496	16564	12976	13222
ENSMUSG00000003227	Edar	6	5	1	1	8	8	1	4
ENSMUSG00000003228	Grk5	353	342	259	186	356	483	333	335
ENSMUSG00000003233	Dvl3	1490	1353	1229	848	1630	2058	1545	1555
ENSMUSG00000003234	Abcf3	1316	1226	1048	830	1597	1959	1415	1415
ENSMUSG00000003235	Eif2b5	1715	1528	1432	1219	2113	2415	1974	1886
ENSMUSG00000003269	Cyth2	1586	1415	1235	907	1859	2112	1638	1701
ENSMUSG00000003271	Sult2b1	95	88	74	64	101	127	111	100
ENSMUSG00000003273	Car11	2160	1840	1786	1424	2473	2735	2443	2253
ENSMUSG00000003279	Dlgap1	31223	28455	24155	22434	36014	42730	35055	33022
ENSMUSG00000003282	Plag1	207	157	129	114	184	233	154	207
ENSMUSG00000003283	Hck	38	34	27	16	47	40	29	29
ENSMUSG00000003299	Mrpl4	491	453	552	339	738	786	641	563
ENSMUSG00000003308	Keap1	2158	2119	1671	1491	2542	3182	2540	2543
ENSMUSG00000003309	Ap1m2	5	1	2	1	6	2	3	4
ENSMUSG00000003316	Glg1	9094	8199	7041	5755	9799	12569	9292	9822
ENSMUSG00000003341	Atp8b3	9	12	5	5	7	13	6	15
ENSMUSG00000003344	Btbd2	1217	991	957	781	1350	1586	1155	1266
ENSMUSG00000003345	Csnk1g2	5841	4988	4617	3620	6843	8196	5642	5911
ENSMUSG00000003346	Abhd17a	1137	1060	1153	872	1489	1581	1332	1309
ENSMUSG00000003348	Mob3a	220	150	182	121	229	296	209	238
ENSMUSG00000003352	Cacnb3	6862	6133	6398	4717	8323	9716	7466	7555
ENSMUSG00000003354	Ccdc65	353	330	242	201	366	462	363	350
ENSMUSG00000003355	Fkbp11	4	7	8	7	12	17	9	11
ENSMUSG00000003360	Ddx23	2360	2130	1768	1482	2529	3373	2455	2601
ENSMUSG00000003363	Pld3	9224	7661	6897	5801	10452	12308	9936	9147
ENSMUSG00000003378	Grik5	19034	18313	24876	24794	16309	11735	14399	13494
ENSMUSG00000003379	Cd79a	8	1	3	2	3	2	7	4
ENSMUSG00000003380	Rabac1	585	468	390	348	588	662	557	545
ENSMUSG00000003382	Etv3	1281	1183	964	862	1296	1637	1446	1399
ENSMUSG00000003402	Prkcsh	2590	2338	2130	1524	3175	3926	2804	3136
ENSMUSG00000003410	Elavl3	14689	12593	11920	9335	16684	20900	15130	16423
ENSMUSG00000003411	Rab3b	1429	1080	1037	775	1425	1874	1470	1363
ENSMUSG00000003418	St8sia6	201	187	119	151	177	241	250	200
ENSMUSG00000003420	Fcgrt	373	393	242	227	365	480	499	378
ENSMUSG00000003421	Nosip	1536	1481	1213	1055	1865	2393	1673	1941
ENSMUSG00000003423	Pih1d1	183	167	144	114	202	231	156	176
ENSMUSG00000003429	Rps11	1732	1771	1473	1297	1879	2260	2026	1986
ENSMUSG00000003435	Supt5	5098	4734	3828	3075	5927	7674	5482	5517
ENSMUSG00000003436	Dll3	55	43	40	41	66	97	63	63
ENSMUSG00000003437	Paf1	2491	2464	2143	1646	3163	3930	2908	2744
ENSMUSG00000003438	Timm50	285	271	234	172	270	348	295	308
ENSMUSG00000003444	Med29	192	184	183	120	234	260	211	214
ENSMUSG00000003452	Bicd1	3986	3236	2739	2535	3954	5022	3878	4177
ENSMUSG00000003458	Ncstn	1173	1144	943	747	1492	1598	1330	1242
ENSMUSG00000003464	Pex19	2053	1807	1715	1335	2259	2570	2104	2219
ENSMUSG00000003469	Phyhip	22265	20429	19653	15006	26423	32654	25801	25810
ENSMUSG00000003476	Crhr2	26	43	21	12	17	23	33	19
ENSMUSG00000003477	Inmt	4	26	7	6	5	11	26	6
ENSMUSG00000003484	Cyp4f18	3	3	0	3	6	4	1	3
ENSMUSG00000003500	Impdh1	1177	952	897	656	1196	1447	1214	1197
ENSMUSG00000003505	Psg18	0	0	0	0	0	0	0	0
ENSMUSG00000003518	Dusp3	6790	6768	5491	5093	7700	8941	8053	7462
ENSMUSG00000003526	Prodh	639	546	481	388	717	820	695	635
ENSMUSG00000003527	Dgcr14	740	691	589	531	802	1010	897	774
ENSMUSG00000003528	Slc25a1	413	406	319	279	543	571	447	444
ENSMUSG00000003531	Dgcr6	938	812	770	603	1218	1249	1009	954
ENSMUSG00000003534	Ddr1	1312	1470	1076	813	1651	1828	1538	1420
ENSMUSG00000003541	Ier3	88	78	49	49	101	97	135	69
ENSMUSG00000003545	Fosb	630	344	581	444	707	964	688	710
ENSMUSG00000003546	Klc4	426	357	304	225	457	522	329	430
ENSMUSG00000003549	Ercc1	210	184	169	149	241	292	235	226
ENSMUSG00000003555	Cyp17a1	1	0	1	1	1	0	3	0
ENSMUSG00000003559	As3mt	254	268	222	159	271	314	313	299
ENSMUSG00000003573	Homer3	1064	1039	872	794	1403	1648	1207	1175
ENSMUSG00000003575	Crtc1	7108	5887	5825	4410	8259	9972	6682	7475
ENSMUSG00000003581	Rnf215	257	211	202	140	306	324	263	248
ENSMUSG00000003585	Sec14l2	1455	1376	1092	970	1785	2014	1622	1627
ENSMUSG00000003604	Aven	222	208	179	115	262	318	217	224
ENSMUSG00000003617	Cp	764	907	433	344	606	770	1191	639
ENSMUSG00000003623	Crot	1397	1213	974	926	1488	1874	1399	1808
ENSMUSG00000003644	Rps6ka1	262	249	184	161	275	320	249	248
ENSMUSG00000003657	Calb2	1124	1207	836	761	1421	1817	1345	1452
ENSMUSG00000003660	Snrnp200	7775	7352	6129	4908	8315	10870	8364	8528
ENSMUSG00000003662	Ciao1	1442	1429	1209	990	1736	1938	1754	1627
ENSMUSG00000003665	Has1	21	28	14	7	14	20	14	28
ENSMUSG00000003680	Taf6l	119	114	77	68	118	150	116	124
ENSMUSG00000003721	Insig2	2023	1944	1670	1432	2220	2697	2168	2274
ENSMUSG00000003731	Kpna6	4333	3865	3222	2721	4536	5443	4539	4579
ENSMUSG00000003746	Man1a	2606	2163	1832	2007	2593	3149	2843	2316
ENSMUSG00000003752	Itpkc	262	253	234	175	288	336	288	302
ENSMUSG00000003778	Brd8	2152	2056	1426	1340	2301	2748	2217	2183
ENSMUSG00000003779	Kif20a	77	92	57	48	89	117	73	112
ENSMUSG00000003808	Farsa	529	555	546	363	711	811	670	652
ENSMUSG00000003809	Gcdh	684	680	566	427	788	941	690	828
ENSMUSG00000003810	Mast2	4269	3429	3207	2462	4501	5397	3949	4212
ENSMUSG00000003812	Dnase2a	71	80	48	52	101	94	91	108
ENSMUSG00000003813	Rad23a	985	918	715	538	1084	1263	1044	937
ENSMUSG00000003814	Calr	17137	14208	12712	9295	18793	25092	13253	21385
ENSMUSG00000003824	Syce2	190	198	178	146	244	261	226	223
ENSMUSG00000003847	Nfat5	11074	9990	8859	7051	9997	12696	10975	9651
ENSMUSG00000003848	Nob1	471	410	339	316	529	637	524	514
ENSMUSG00000003849	Nqo1	93	92	69	49	84	104	90	83
ENSMUSG00000003863	Ppfia3	6330	5228	4867	4179	7049	8813	6590	6546
ENSMUSG00000003865	Gys1	474	443	358	279	569	606	480	526
ENSMUSG00000003868	Ruvbl2	671	617	528	371	803	956	700	759
ENSMUSG00000003872	Lin7b	269	202	216	157	307	340	264	249
ENSMUSG00000003873	Bax	255	227	209	144	263	314	266	241
ENSMUSG00000003882	Il7r	24	24	10	20	26	28	35	17
ENSMUSG00000003923	Tfam	1432	1346	1076	1027	1676	1920	1617	1531
ENSMUSG00000003929	Zfp81	783	810	644	611	921	1255	997	976
ENSMUSG00000003934	Efnb3	4222	4397	4227	2523	5614	6336	4980	5423
ENSMUSG00000003948	Mmd	18803	18526	15664	14834	22418	24951	20266	21140
ENSMUSG00000003949	Hlf	10882	8492	7786	5450	10090	14068	11427	12661
ENSMUSG00000003955	Fam162a	728	699	512	469	779	1132	787	859
ENSMUSG00000003970	Rpl8	3562	3196	3024	2232	4595	5246	3743	3610
ENSMUSG00000003974	Grm3	2143	1899	1466	1249	2165	2529	2057	2234
ENSMUSG00000003992	Ssbp2	2819	2627	1998	1783	2959	3635	3120	3088
ENSMUSG00000004018	Fancl	183	207	142	133	234	263	202	210
ENSMUSG00000004031	Brinp2	3518	3188	2835	2525	4243	5017	3929	3693
ENSMUSG00000004032	Gstm5	3710	3325	2785	2372	4078	4979	3930	4338
ENSMUSG00000004035	Gstm7	570	644	520	413	695	894	754	644
ENSMUSG00000004038	Gstm3	43	53	47	40	73	80	54	67
ENSMUSG00000004040	Stat3	1557	1548	1214	994	1731	2154	1683	1794
ENSMUSG00000004043	Stat5a	40	39	22	28	33	45	43	41
ENSMUSG00000004044	Ptrf	696	687	481	332	640	739	982	707
ENSMUSG00000004054	Map3k11	554	486	450	337	624	729	637	501
ENSMUSG00000004056	Akt2	1815	1592	1432	1070	2133	2499	1750	2388
ENSMUSG00000004069	Dnaja3	2015	1727	1495	1330	2243	2611	2097	2354
ENSMUSG00000004070	Hmox2	1971	1861	1562	1325	2393	2920	2252	2344
ENSMUSG00000004071	Cdip1	6747	6072	5459	4195	7629	8938	7523	7105
ENSMUSG00000004096	Cwc15	3227	3228	2622	2146	3812	5072	3857	3911
ENSMUSG00000004098	Col5a3	44	46	19	21	51	28	31	25
ENSMUSG00000004099	Dnmt1	2306	2047	1795	1267	2599	3376	2311	2506
ENSMUSG00000004100	Ppan	311	279	257	182	352	434	330	345
ENSMUSG00000004105	Angptl2	79	123	33	31	42	60	106	40
ENSMUSG00000004110	Cacna1e	20871	16954	14997	12081	18167	25720	19085	20604
ENSMUSG00000004113	Cacna1b	4329	3845	3239	2687	4507	5643	4247	4318
ENSMUSG00000004127	Trmt10a	200	183	173	139	203	257	242	196
ENSMUSG00000004151	Etv1	5814	4779	3643	3328	5433	6632	5679	5589
ENSMUSG00000004187	Kifc2	14982	12387	11869	9277	16482	20757	17289	15589
ENSMUSG00000004207	Psap	38587	36198	29257	23754	43393	52819	43205	42526
ENSMUSG00000004221	Ikbkg	1873	1828	1417	1273	2020	2365	1982	1996
ENSMUSG00000004231	Pax2	11	7	1	8	10	14	20	9
ENSMUSG00000004233	Wars2	443	412	285	312	414	585	473	448
ENSMUSG00000004263	Atn1	14302	12600	12847	8580	15966	20738	16244	15887
ENSMUSG00000004264	Phb2	1853	1597	1789	1253	2342	2810	2247	2077
ENSMUSG00000004266	Ptpn6	106	121	75	71	118	133	106	127
ENSMUSG00000004267	Eno2	18571	15217	14610	11201	21263	24051	18543	18842
ENSMUSG00000004268	Emg1	337	387	257	230	377	487	399	427
ENSMUSG00000004270	Lpcat3	510	542	440	360	610	785	612	622
ENSMUSG00000004285	Atp6v1f	2194	2198	1769	1502	2562	3641	2782	3002
ENSMUSG00000004296	Il12b	0	0	0	0	0	1	3	0
ENSMUSG00000004317	Clcn5	175	177	132	117	164	214	207	164
ENSMUSG00000004319	Clcn3	11925	11203	9099	8546	12769	15580	13530	12818
ENSMUSG00000004328	Hif3a	165	136	48	84	86	156	258	103
ENSMUSG00000004341	Gpx6	0	0	0	0	0	0	1	1
ENSMUSG00000004344	Gpx5	0	0	0	0	0	0	0	0
ENSMUSG00000004347	Pde1c	574	420	399	328	549	667	483	540
ENSMUSG00000004356	Utp20	1492	1465	1103	883	1641	2028	1564	1622
ENSMUSG00000004359	Spic	0	1	0	0	0	0	0	0
ENSMUSG00000004360	9330159F19Rik	6158	5600	4910	3991	6571	8178	6035	6955
ENSMUSG00000004364	Cul3	13873	12968	11097	9805	15220	18617	15975	14876
ENSMUSG00000004366	Sst	6937	6299	5698	4715	8920	10684	8288	7836
ENSMUSG00000004371	Il11	12	7	5	6	13	11	7	6
ENSMUSG00000004393	Ddx56	499	489	386	319	581	690	548	556
ENSMUSG00000004394	Tmed4	1796	1745	1453	1150	2148	2317	1752	1987
ENSMUSG00000004415	Col26a1	26	23	11	14	25	29	33	17
ENSMUSG00000004446	Bid	247	267	226	200	287	389	246	334
ENSMUSG00000004451	Ralb	478	423	352	304	502	553	521	515
ENSMUSG00000004455	Ppp1cc	3517	3086	2500	2349	3729	4003	3468	3229
ENSMUSG00000004460	Dnajb11	2539	2263	1874	1507	2771	3892	2609	3100
ENSMUSG00000004462	Tbccd1	674	586	496	433	738	917	727	775
ENSMUSG00000004473	Clec11a	125	114	91	85	142	160	127	124
ENSMUSG00000004500	Zfp324	476	432	458	332	543	780	562	541
ENSMUSG00000004508	Gab2	1450	1266	1167	920	1664	2062	1565	1622
ENSMUSG00000004530	Coro1c	3644	3380	2975	2667	4215	5118	4547	4242
ENSMUSG00000004535	Tax1bp1	9379	8445	6980	6157	10172	12946	9690	10564
ENSMUSG00000004540	Psg17	1	0	0	2	3	1	0	1
ENSMUSG00000004542	Psg19	0	0	0	0	0	0	0	0
ENSMUSG00000004552	Ctse	1	1	0	0	2	1	0	2
ENSMUSG00000004558	Ndrg2	20200	17493	15760	11601	20344	24468	19749	25001
ENSMUSG00000004561	Mettl17	232	208	172	135	268	278	212	250
ENSMUSG00000004562	Arhgef40	514	381	373	304	539	604	447	464
ENSMUSG00000004565	Pnpla6	1176	1092	1011	681	1363	1700	1222	1296
ENSMUSG00000004567	Mcoln1	1391	1131	1036	763	1495	1754	1447	1344
ENSMUSG00000004568	Arhgef18	2174	1941	1634	1221	2189	2761	2076	2302
ENSMUSG00000004591	Pkn2	1937	1730	1515	1260	2091	2562	2097	2011
ENSMUSG00000004609	Cd33	189	161	114	106	173	218	186	167
ENSMUSG00000004610	Etfb	599	600	489	396	743	853	651	725
ENSMUSG00000004612	Nkg7	1	0	0	1	0	0	0	0
ENSMUSG00000004613	Lim2	0	0	0	0	0	0	0	0
ENSMUSG00000004626	Stxbp2	378	381	258	193	491	495	414	320
ENSMUSG00000004630	Pcp2	13	10	6	5	9	12	4	7
ENSMUSG00000004631	Sgce	661	573	551	448	811	981	656	733
ENSMUSG00000004633	Chn2	880	875	624	511	953	1130	890	852
ENSMUSG00000004637	Wwox	457	384	315	290	485	567	471	454
ENSMUSG00000004642	Slbp	1032	990	719	666	1019	1336	1134	1108
ENSMUSG00000004651	Tyr	0	4	0	0	0	2	1	1
ENSMUSG00000004654	Ghrhr	0	0	1	1	0	1	0	0
ENSMUSG00000004655	Aqp1	11	205	6	16	28	3	90	8
ENSMUSG00000004661	Arid3b	136	106	134	110	181	197	171	155
ENSMUSG00000004665	Cnn2	140	92	87	55	104	154	182	100
ENSMUSG00000004667	Polr2e	831	781	658	605	1008	1303	1013	1036
ENSMUSG00000004668	Abca13	7	3	8	3	3	2	4	2
ENSMUSG00000004677	Myo9b	1143	1108	707	575	1108	1383	1026	1073
ENSMUSG00000004698	Hdac9	2640	2486	2209	1773	3043	3541	3273	2864
ENSMUSG00000004707	Ly9	13	14	5	3	15	12	12	13
ENSMUSG00000004709	Cd244	0	0	0	2	0	0	3	2
ENSMUSG00000004730	Adgre1	129	127	74	87	121	151	135	111
ENSMUSG00000004748	Mtfp1	1853	1666	1468	1178	2123	2372	1785	1946
ENSMUSG00000004768	Rab23	1187	1119	1028	781	1345	1638	1268	1340
ENSMUSG00000004771	Rab11a	5201	5088	3948	4065	5747	6713	5886	6043
ENSMUSG00000004788	Eif2b2	497	476	357	322	568	693	542	548
ENSMUSG00000004789	Dlst	4746	4457	3742	3069	5454	6577	5265	5492
ENSMUSG00000004791	Pgf	127	140	94	91	145	207	157	126
ENSMUSG00000004798	Ulk2	7204	6546	5738	5153	7609	9792	7726	7684
ENSMUSG00000004814	Ccl24	4	5	2	2	5	4	10	4
