id	sym	WT_1	WT_2	P95H_1	P95H_2
ENSG00000039987	BEST2	2	2	2	3
ENSG00000040199	PHLPP2	1209	1058	1057	1165
ENSG00000040275	SPDL1	3665	3740	3390	3949
ENSG00000040341	STAU2	3754	3208	3088	3361
ENSG00000040487	PQLC2	207	159	113	160
ENSG00000040531	CTNS	321	437	297	427
ENSG00000040608	RTN4R	25	15	15	16
ENSG00000040633	PHF23	1860	2089	1553	2086
ENSG00000040731	CDH10	0	0	0	0
ENSG00000040933	INPP4A	1124	1180	1126	1285
ENSG00000041353	RAB27B	23108	10792	16005	12393
ENSG00000041357	PSMA4	15936	14818	13332	15353
ENSG00000041515	MYO16	1	2	0	4
ENSG00000041802	LSG1	3586	3589	3422	3845
ENSG00000041880	PARP3	318	295	325	337
ENSG00000041982	TNC	78	62	17	40
ENSG00000041988	THAP3	555	424	479	446
ENSG00000042062	FAM65C	3016	3955	2477	4135
ENSG00000042088	TDP1	2046	1703	1747	1915
ENSG00000042286	AIFM2	54	50	43	39
ENSG00000042304	C2orf83	0	0	2	1
ENSG00000042317	SPATA7	45	54	53	59
ENSG00000042429	MED17	1120	1231	1103	1200
ENSG00000042445	RETSAT	822	907	811	1187
ENSG00000042493	CAPG	271	131	309	195
ENSG00000042753	AP2S1	4618	3457	2949	3563
ENSG00000042781	USH2A	36	25	38	36
ENSG00000042813	ZPBP	0	1	0	0
ENSG00000042832	TG	52	57	31	38
ENSG00000042980	ADAM28	6	4	3	2
ENSG00000043039	BARX2	0	0	1	0
ENSG00000043093	DCUN1D1	7582	7192	7109	7628
ENSG00000043143	JADE2	1888	1539	1665	1787
ENSG00000043355	ZIC2	518	514	382	507
ENSG00000043462	LCP2	6888	4936	6583	6110
ENSG00000043514	TRIT1	2728	2148	2413	2547
ENSG00000043591	ADRB1	14	19	15	23
ENSG00000044012	GUCA2B	0	1	0	0
ENSG00000044090	CUL7	1510	1596	1307	1932
ENSG00000044115	CTNNA1	11233	9861	8904	10120
ENSG00000044446	PHKA2	1374	1215	1216	1454
ENSG00000044459	CNTLN	7052	6003	6322	6643
ENSG00000044524	EPHA3	0	1	0	0
ENSG00000044574	HSPA5	25182	38564	25913	45352
ENSG00000046604	DSG2	0	0	0	0
ENSG00000046647	GEMIN8	224	169	168	229
ENSG00000046651	OFD1	1185	1413	1121	1470
ENSG00000046653	GPM6B	105	91	97	135
ENSG00000046774	MAGEC2	26	24	42	32
ENSG00000046889	PREX2	0	0	0	0
ENSG00000047056	WDR37	2037	1804	1870	1959
ENSG00000047188	YTHDC2	6309	5961	5191	5899
ENSG00000047230	CTPS2	0	3	1	1
ENSG00000047249	ATP6V1H	1368	1001	1081	1164
ENSG00000047315	POLR2B	14834	14830	12623	14751
ENSG00000047346	FAM214A	1292	1122	1031	1134
ENSG00000047365	ARAP2	335	196	298	286
ENSG00000047410	TPR	29341	29033	25570	30530
ENSG00000047457	CP	25	10	42	8
ENSG00000047578	KIAA0556	589	634	484	588
ENSG00000047579	DTNBP1	1048	998	934	1100
ENSG00000047597	XK	6518	6721	5765	6322
ENSG00000047617	ANO2	84	60	68	82
ENSG00000047621	C12orf4	2349	2784	2166	2722
ENSG00000047634	SCML1	0	0	0	1
ENSG00000047644	WWC3	952	758	707	728
ENSG00000047648	ARHGAP6	2084	2070	1579	1822
ENSG00000047662	FAM184B	77	43	78	64
ENSG00000047849	MAP4	6669	6659	5759	6779
ENSG00000047932	GOPC	4594	4054	3841	4313
ENSG00000047936	ROS1	10	4	9	5
ENSG00000048028	USP28	1205	865	883	947
ENSG00000048052	HDAC9	170	53	136	55
ENSG00000048140	TSPAN17	721	822	591	791
ENSG00000048162	NOP16	2471	3050	2162	3141
ENSG00000048342	CC2D2A	227	113	257	197
ENSG00000048392	RRM2B	2642	2585	2256	2293
ENSG00000048405	ZNF800	3806	3857	3853	4199
ENSG00000048462	TNFRSF17	2	1	2	1
ENSG00000048471	SNX29	471	425	350	412
ENSG00000048540	LMO3	60	52	88	194
ENSG00000048544	MRPS10	4225	3600	3524	3630
ENSG00000048545	GUCA1A	0	0	0	1
ENSG00000048649	RSF1	8661	6598	7445	6551
ENSG00000048707	VPS13D	6098	6614	5613	6276
ENSG00000048740	CELF2	24718	37631	22490	28554
ENSG00000048828	FAM120A	9043	8746	7536	8899
ENSG00000048991	R3HDM1	8000	7500	7701	8000
ENSG00000049089	COL9A2	405	253	349	344
ENSG00000049130	KITLG	1	1	3	1
ENSG00000049167	ERCC8	947	775	872	855
ENSG00000049192	ADAMTS6	319	287	276	382
ENSG00000049239	H6PD	0	1	0	0
ENSG00000049245	VAMP3	2629	2544	2087	2504
ENSG00000049246	PER3	2469	1998	2174	1998
ENSG00000049247	UTS2	8	2	6	7
ENSG00000049249	TNFRSF9	7	5	19	8
ENSG00000049283	EPN3	11	15	8	14
ENSG00000049323	LTBP1	18688	20080	13164	21356
ENSG00000049449	RCN1	2997	3362	2298	3583
ENSG00000049540	ELN	0	1	0	0
ENSG00000049541	RFC2	2420	2064	2179	2292
ENSG00000049618	ARID1B	7474	8406	6212	7662
ENSG00000049656	CLPTM1L	5605	5435	4395	5911
ENSG00000049759	NEDD4L	2290	2123	1959	2329
ENSG00000049768	FOXP3	22	13	14	14
ENSG00000049769	PPP1R3F	53	43	33	65
ENSG00000049860	HEXB	2208	2222	1733	2465
ENSG00000049883	PTCD2	1172	936	965	1011
ENSG00000050030	KIAA2022	1	1	2	2
ENSG00000050130	JKAMP	1493	1282	1271	1484
ENSG00000050165	DKK3	4	16	5	22
ENSG00000050327	ARHGEF5	0	0	0	0
ENSG00000050344	NFE2L3	1003	1147	981	1642
ENSG00000050393	MCUR1	2911	2672	2487	2703
ENSG00000050405	LIMA1	5278	5977	4860	6743
ENSG00000050426	LETMD1	2042	1415	1966	1843
ENSG00000050438	SLC4A8	240	270	227	218
ENSG00000050555	LAMC3	3	0	1	5
ENSG00000050628	PTGER3	16498	10060	12970	12447
ENSG00000050730	TNIP3	8	3	7	8
ENSG00000050748	MAPK9	2646	2172	2257	2508
ENSG00000050767	COL23A1	3	7	6	17
ENSG00000050820	BCAR1	264	272	157	294
ENSG00000051009	FAM160A2	529	534	454	625
ENSG00000051108	HERPUD1	1532	1216	1334	1434
ENSG00000051128	HOMER3	6	18	4	10
ENSG00000051180	RAD51	1480	1056	1193	1066
ENSG00000051341	POLQ	4057	3847	4026	4315
ENSG00000051382	PIK3CB	17967	14961	14421	15796
ENSG00000051523	CYBA	1231	834	1087	1028
ENSG00000051596	THOC3	1611	1314	1342	1229
ENSG00000051620	HEBP2	778	558	661	693
ENSG00000051825	MPHOSPH9	6495	5809	6272	6348
ENSG00000052126	PLEKHA5	3064	2325	2704	2713
ENSG00000052344	PRSS8	12	12	13	8
ENSG00000052723	SIKE1	4715	4217	4319	4503
ENSG00000052749	RRP12	4908	4267	4070	4620
ENSG00000052795	FNIP2	3312	3210	2715	3075
ENSG00000052802	MSMO1	2635	1738	2374	2047
ENSG00000052841	TTC17	3387	3682	3358	3892
ENSG00000052850	ALX4	40	38	46	32
ENSG00000053108	FSTL4	4	2	2	4
ENSG00000053254	FOXN3	2691	2064	2222	2039
ENSG00000053328	METTL24	8	8	9	5
ENSG00000053371	AKR7A2	1395	978	983	1159
ENSG00000053372	MRTO4	6231	6173	5523	6387
ENSG00000053438	NNAT	27	45	40	42
ENSG00000053501	USE1	475	524	389	539
ENSG00000053524	MCF2L2	791	464	619	663
ENSG00000053702	NRIP2	312	249	292	296
ENSG00000053747	LAMA3	2	1	14	3
ENSG00000053770	AP5M1	3401	3208	3065	3131
ENSG00000053900	ANAPC4	2073	1967	1752	2243
ENSG00000053918	KCNQ1	9	20	16	17
ENSG00000054116	TRAPPC3	3376	2919	2743	2965
ENSG00000054118	THRAP3	22130	20030	19475	21837
ENSG00000054148	PHPT1	606	519	387	508
ENSG00000054179	ENTPD2	5	9	2	6
ENSG00000054219	LY75	334	239	296	274
ENSG00000054267	ARID4B	4565	4031	4081	4250
ENSG00000054277	OPN3	238	184	192	190
ENSG00000054282	SDCCAG8	976	689	923	723
ENSG00000054356	PTPRN	23	15	7	14
ENSG00000054392	HHAT	37	22	19	14
ENSG00000054523	KIF1B	5779	4490	4514	4733
ENSG00000054598	FOXC1	674	601	556	621
ENSG00000054611	TBC1D22A	994	803	795	915
ENSG00000054654	SYNE2	276	346	267	327
ENSG00000054690	PLEKHH1	35	21	32	24
ENSG00000054793	ATP9A	38	28	21	29
ENSG00000054796	SPO11	0	0	0	0
ENSG00000054803	CBLN4	0	1	0	0
ENSG00000054938	CHRDL2	7	3	12	6
ENSG00000054965	FAM168A	1662	1704	1599	1842
ENSG00000054967	RELT	647	587	539	787
ENSG00000054983	GALC	1234	1178	1066	1449
ENSG00000055044	NOP58	14063	12592	13195	13848
ENSG00000055070	SZRD1	5470	4617	4258	4767
ENSG00000055118	KCNH2	5434	6738	4783	6895
ENSG00000055130	CUL1	6150	5723	4965	5719
ENSG00000055147	FAM114A2	1745	1744	1618	1870
ENSG00000055163	CYFIP2	3385	2562	3140	2863
ENSG00000055208	TAB2	5699	5922	5395	6364
ENSG00000055211	GINM1	797	687	636	701
ENSG00000055332	EIF2AK2	9661	8721	8954	8433
ENSG00000055483	USP36	5190	5383	4731	5558
ENSG00000055609	KMT2C	9635	10357	9047	9685
ENSG00000055732	MCOLN3	5	7	15	8
ENSG00000055813	CCDC85A	0	0	0	0
ENSG00000055917	PUM2	12833	12631	11067	12266
ENSG00000055950	MRPL43	1365	1184	1131	1396
ENSG00000055955	ITIH4	4	8	8	4
ENSG00000055957	ITIH1	2	0	0	3
ENSG00000056050	HPF1	1621	1308	1331	1335
ENSG00000056097	ZFR	9011	9093	8000	9246
ENSG00000056277	ZNF280C	1346	1090	1199	1097
ENSG00000056291	NPFFR2	0	0	0	0
ENSG00000056487	PHF21B	0	0	0	0
ENSG00000056558	TRAF1	253	225	224	162
ENSG00000056586	RC3H2	4800	4248	4376	3975
ENSG00000056736	IL17RB	209	183	200	211
ENSG00000056972	TRAF3IP2	1017	725	798	841
ENSG00000056998	GYG2	0	0	0	0
ENSG00000057019	DCBLD2	4250	4574	3777	4587
ENSG00000057149	SERPINB3	6	3	4	0
ENSG00000057252	SOAT1	2151	2342	1791	2493
ENSG00000057294	PKP2	0	4	1	0
ENSG00000057468	MSH4	141	183	140	172
ENSG00000057593	F7	0	0	2	0
ENSG00000057608	GDI2	22523	21594	19435	21898
ENSG00000057657	PRDM1	159	176	137	165
ENSG00000057663	ATG5	2473	2516	2157	2487
ENSG00000057704	TMCC3	93	151	103	132
ENSG00000057757	PITHD1	4910	5453	3877	5274
ENSG00000057935	MTA3	1744	1352	1403	1595
ENSG00000058056	USP13	3517	3144	2933	3341
ENSG00000058063	ATP11B	10488	10865	9657	12192
ENSG00000058085	LAMC2	0	0	0	2
ENSG00000058091	CDK14	403	300	316	322
ENSG00000058262	SEC61A1	12126	15927	10460	16853
ENSG00000058272	PPP1R12A	9917	7958	8760	9175
ENSG00000058335	RASGRF1	11	7	4	5
ENSG00000058404	CAMK2B	2	6	7	0
ENSG00000058453	CROCC	1411	833	1209	1126
ENSG00000058600	POLR3E	3209	3248	2816	3729
ENSG00000058668	ATP2B4	10977	8360	9285	9938
ENSG00000058673	ZC3H11A	14896	12686	12835	13508
ENSG00000058729	RIOK2	1832	1598	1561	1740
ENSG00000058799	YIPF1	1018	1151	858	1140
ENSG00000058804	NDC1	10169	9579	9371	11359
ENSG00000058866	DGKG	724	928	739	910
ENSG00000059122	FLYWCH1	593	613	523	672
ENSG00000059145	UNKL	611	697	490	726
ENSG00000059377	TBXAS1	2462	2682	1943	2758
ENSG00000059378	PARP12	575	748	547	696
ENSG00000059573	ALDH18A1	8581	8928	6422	9659
ENSG00000059588	TARBP1	3598	3095	2916	3657
ENSG00000059691	GATB	567	691	468	639
ENSG00000059728	MXD1	578	528	557	520
ENSG00000059758	CDK17	2857	2580	2582	2692
ENSG00000059769	DNAJC25	315	337	297	374
ENSG00000059804	SLC2A3	17584	16602	13740	17697
ENSG00000059915	PSD	42	26	23	29
ENSG00000060069	CTDP1	2393	2317	1818	2240
ENSG00000060138	YBX3	19972	15591	14486	17021
ENSG00000060140	STYK1	162	128	108	139
ENSG00000060237	WNK1	27617	27923	25178	26732
ENSG00000060303	RPS17P5	162	106	156	160
ENSG00000060339	CCAR1	7551	8220	7138	8390
ENSG00000060491	OGFR	1265	1345	1015	1376
ENSG00000060558	GNA15	2158	1349	1715	1442
ENSG00000060566	CREB3L3	1	0	0	0
ENSG00000060642	PIGV	566	597	503	592
ENSG00000060656	PTPRU	1450	1299	996	1318
ENSG00000060688	SNRNP40	9095	7681	7530	8439
ENSG00000060709	RIMBP2	0	1	1	0
ENSG00000060718	COL11A1	2	0	0	3
ENSG00000060749	QSER1	7457	7946	7160	7435
ENSG00000060762	MPC1	1039	919	838	1054
ENSG00000060971	ACAA1	437	306	337	351
ENSG00000060982	BCAT1	33705	20014	27493	23565
ENSG00000061273	HDAC7	4940	4307	3741	4872
ENSG00000061337	LZTS1	1	0	0	0
ENSG00000061455	PRDM6	1322	995	1106	1402
ENSG00000061492	WNT8A	1	0	0	0
ENSG00000061656	SPAG4	154	112	131	129
ENSG00000061676	NCKAP1	5494	6494	4315	6095
ENSG00000061794	MRPS35	5684	4920	4878	5111
ENSG00000061918	GUCY1B3	4327	3159	3189	3564
ENSG00000061936	SFSWAP	4419	4489	3739	4976
ENSG00000061938	TNK2	1570	1805	1279	1967
ENSG00000061987	MON2	4005	4172	3744	4063
ENSG00000062038	CDH3	2	0	0	0
ENSG00000062096	ARSF	0	1	0	0
ENSG00000062194	GPBP1	5353	4866	4854	5077
ENSG00000062282	DGAT2	300	215	212	244
ENSG00000062370	ZNF112	716	727	716	766
ENSG00000062485	CS	16449	12723	13430	14070
ENSG00000062524	LTK	350	474	256	599
ENSG00000062582	MRPS24	18	32	21	43
ENSG00000062598	ELMO2	1125	1010	929	1117
ENSG00000062650	WAPL	7311	6613	6035	6795
ENSG00000062716	VMP1	4296	6547	3761	7024
ENSG00000062725	APPBP2	3773	3338	3341	3550
ENSG00000062822	POLD1	5675	5408	4597	6105
ENSG00000063015	SEZ6	54	48	48	48
ENSG00000063046	EIF4B	37947	24562	29570	28218
ENSG00000063127	SLC6A16	4	4	8	9
ENSG00000063169	GLTSCR1	984	940	832	988
ENSG00000063176	SPHK2	753	790	584	940
ENSG00000063177	RPL18	38543	30342	30702	33016
ENSG00000063180	CA11	163	138	131	179
ENSG00000063241	ISOC2	2354	1896	1578	1816
ENSG00000063244	U2AF2	14381	13742	11733	14657
ENSG00000063245	EPN1	4517	4073	3597	4274
ENSG00000063322	MED29	2214	2556	2012	2281
ENSG00000063438	AHRR	584	1072	457	747
ENSG00000063515	GSC2	0	0	0	0
ENSG00000063587	ZNF275	2050	1896	1743	1828
ENSG00000063601	MTMR1	2758	2371	2346	2357
ENSG00000063660	GPC1	17	22	15	23
ENSG00000063761	ADCK1	110	89	74	78
ENSG00000063854	HAGH	587	512	443	535
ENSG00000063978	RNF4	8106	7158	7452	7544
ENSG00000064012	CASP8	2346	2928	2214	2808
ENSG00000064042	LIMCH1	1291	821	909	988
ENSG00000064102	ASUN	7378	6888	6490	6929
ENSG00000064115	TM7SF3	4454	4026	3881	4692
ENSG00000064195	DLX3	2	2	0	0
ENSG00000064199	SPA17	90	84	100	121
ENSG00000064201	TSPAN32	929	1278	786	1695
ENSG00000064205	WISP2	29	9	35	9
ENSG00000064218	DMRT3	0	0	0	0
ENSG00000064225	ST3GAL6	58	35	66	54
ENSG00000064270	ATP2C2	6	14	12	14
ENSG00000064300	NGFR	45	34	40	20
ENSG00000064309	CDON	110	115	92	139
ENSG00000064313	TAF2	7296	7042	6658	7284
ENSG00000064393	HIPK2	10473	11913	9310	9860
ENSG00000064419	TNPO3	7093	6749	6230	6911
ENSG00000064489	BORCS8-MEF2B	1	2	2	1
ENSG00000064490	RFXANK	1153	1004	881	956
ENSG00000064545	TMEM161A	1130	976	742	1140
ENSG00000064547	LPAR2	219	244	188	288
ENSG00000064601	CTSA	563	874	494	860
ENSG00000064607	SUGP2	8886	8886	7629	10278
ENSG00000064651	SLC12A2	3244	3805	2890	4187
ENSG00000064652	SNX24	186	119	143	138
ENSG00000064655	EYA2	4	1	0	0
ENSG00000064666	CNN2	6207	5714	5085	6262
ENSG00000064687	ABCA7	1482	2351	1150	2419
ENSG00000064692	SNCAIP	6	5	10	8
ENSG00000064703	DDX20	3197	2889	2922	2932
ENSG00000064726	BTBD1	6601	6146	5667	6231
ENSG00000064763	FAR2	5542	4230	4345	4724
ENSG00000064787	BCAS1	15	15	11	20
ENSG00000064835	POU1F1	1	3	6	5
ENSG00000064886	CHI3L2	2	6	3	11
ENSG00000064932	SBNO2	2226	2611	1861	2627
ENSG00000064933	PMS1	2437	2127	2209	2354
ENSG00000064961	HMG20B	1592	1487	1178	1786
ENSG00000064989	CALCRL	15	32	9	34
ENSG00000064995	TAF11	1509	1326	1138	1206
ENSG00000064999	ANKS1A	1616	1520	1434	1629
ENSG00000065000	AP3D1	11640	11056	9317	11684
ENSG00000065029	ZNF76	1108	757	817	973
ENSG00000065054	SLC9A3R2	94	49	57	56
ENSG00000065057	NTHL1	441	305	284	332
ENSG00000065060	UHRF1BP1	7004	5834	5550	5557
ENSG00000065135	GNAI3	12029	10466	10897	10712
ENSG00000065150	IPO5	21912	19384	18879	20169
ENSG00000065154	OAT	2448	2599	2341	2421
ENSG00000065183	WDR3	8616	7977	7523	8169
ENSG00000065243	PKN2	4217	4457	3807	4771
ENSG00000065268	WDR18	1547	1300	1241	1617
ENSG00000065308	TRAM2	6390	6384	5483	6651
ENSG00000065320	NTN1	89	97	92	112
ENSG00000065325	GLP2R	0	0	0	0
ENSG00000065328	MCM10	7496	6106	5905	6454
ENSG00000065357	DGKA	1100	763	890	924
ENSG00000065361	ERBB3	56	34	43	48
ENSG00000065371	ROPN1	1	0	0	0
ENSG00000065413	ANKRD44	66	73	63	78
ENSG00000065427	KARS	12178	10675	10395	11429
ENSG00000065457	ADAT1	1082	891	889	940
ENSG00000065485	PDIA5	2761	2380	2174	2688
ENSG00000065491	TBC1D22B	1150	978	1010	1186
ENSG00000065518	NDUFB4	4101	3315	3532	3847
ENSG00000065526	SPEN	17873	18676	16391	17455
ENSG00000065534	MYLK	2003	1573	1465	1282
ENSG00000065548	ZC3H15	7879	6649	6734	6829
ENSG00000065559	MAP2K4	1481	1309	1244	1462
ENSG00000065600	TMEM206	1150	922	935	1133
ENSG00000065609	SNAP91	0	0	0	1
ENSG00000065613	SLK	2775	2749	2268	2805
ENSG00000065615	CYB5R4	2703	2126	2611	2294
ENSG00000065618	COL17A1	12	15	15	21
ENSG00000065621	GSTO2	20	11	25	21
ENSG00000065665	SEC61A2	306	274	301	321
ENSG00000065675	PRKCQ	5099	4791	4296	5097
ENSG00000065717	TLE2	0	0	1	0
ENSG00000065802	ASB1	802	498	727	593
ENSG00000065809	FAM107B	1253	604	1020	717
ENSG00000065833	ME1	2580	1954	1727	2282
ENSG00000065882	TBC1D1	3661	2805	2891	2847
ENSG00000065883	CDK13	3816	3628	3435	3786
ENSG00000065911	MTHFD2	15878	11166	12145	12044
ENSG00000065923	SLC9A7	98	35	96	61
ENSG00000065970	FOXJ2	1864	2669	1554	2266
ENSG00000065978	YBX1	94882	80958	80748	87504
ENSG00000065989	PDE4A	3083	3293	2568	3130
ENSG00000066027	PPP2R5A	3029	2488	2533	2597
ENSG00000066032	CTNNA2	25	15	12	19
ENSG00000066044	ELAVL1	10879	8854	9313	9556
ENSG00000066056	TIE1	4837	3142	3705	4041
ENSG00000066084	DIP2B	8196	7852	6638	7492
ENSG00000066117	SMARCD1	7234	6738	5824	6981
ENSG00000066135	KDM4A	4347	3254	3306	3465
ENSG00000066136	NFYC	3766	3199	3226	3514
ENSG00000066185	ZMYND12	28	15	13	16
ENSG00000066230	SLC9A3	495	538	417	550
ENSG00000066248	NGEF	69	81	54	89
ENSG00000066279	ASPM	19162	24064	19110	24095
ENSG00000066294	CD84	12027	13274	9011	12332
ENSG00000066322	ELOVL1	3671	4475	3190	4683
ENSG00000066336	SPI1	1030	306	859	546
ENSG00000066379	ZNRD1	1101	810	805	935
ENSG00000066382	MPPED2	3	4	3	4
ENSG00000066405	CLDN18	53	15	46	38
ENSG00000066422	ZBTB11	6803	5607	6055	6233
ENSG00000066427	ATXN3	2004	1382	1788	1589
ENSG00000066455	GOLGA5	1208	1099	1053	1077
ENSG00000066468	FGFR2	0	0	0	0
ENSG00000066557	LRRC40	3714	3267	3409	3863
ENSG00000066583	ISOC1	4267	3837	3834	4029
ENSG00000066629	EML1	0	0	0	0
ENSG00000066651	TRMT11	1538	1350	1432	1827
ENSG00000066654	THUMPD1	4273	4402	3765	4343
ENSG00000066697	MSANTD3	496	415	395	531
ENSG00000066735	KIF26A	0	2	0	2
ENSG00000066739	ATG2B	2504	2306	2228	2477
ENSG00000066777	ARFGEF1	11093	9975	9373	10386
ENSG00000066813	ACSM2B	2	0	0	0
ENSG00000066827	ZFAT	557	639	537	694
ENSG00000066855	MTFR1	2595	2044	2198	2234
ENSG00000066923	STAG3	65	44	36	61
ENSG00000066926	FECH	3180	2542	2376	2812
ENSG00000066933	MYO9A	5013	4603	4491	4658
ENSG00000067048	DDX3Y	2	4	3	5
ENSG00000067057	PFKP	9037	7195	7345	7499
ENSG00000067064	IDI1	5134	3190	4304	3806
ENSG00000067066	SP100	2834	2749	2622	2769
ENSG00000067082	KLF6	198	303	192	282
ENSG00000067113	PLPP1	26	42	12	37
ENSG00000067141	NEO1	5217	4711	4987	5096
ENSG00000067167	TRAM1	12101	11492	10609	12794
ENSG00000067177	PHKA1	1242	1221	981	1184
ENSG00000067182	TNFRSF1A	2440	2470	1769	2412
ENSG00000067191	CACNB1	175	179	182	187
ENSG00000067208	EVI5	1163	1105	1138	1166
ENSG00000067221	STOML1	347	321	249	372
ENSG00000067225	PKM	61864	39612	46623	47518
ENSG00000067248	DHX29	2794	2717	2312	2790
ENSG00000067334	DNTTIP2	9293	9920	8520	9600
ENSG00000067365	METTL22	649	559	583	648
ENSG00000067369	TP53BP1	5051	5020	4382	4890
ENSG00000067445	TRO	965	1025	826	988
ENSG00000067533	RRP15	5746	6541	5151	6514
ENSG00000067560	RHOA	21387	16370	16872	17313
ENSG00000067596	DHX8	5475	4943	4497	5080
ENSG00000067601	PMS2P4	118	67	99	116
ENSG00000067606	PRKCZ	17	5	12	17
ENSG00000067646	ZFY	1	1	3	3
ENSG00000067704	IARS2	8670	7208	6296	7783
ENSG00000067715	SYT1	0	0	0	0
ENSG00000067798	NAV3	53	43	63	63
ENSG00000067829	IDH3G	1978	2363	1682	2560
ENSG00000067836	ROGDI	172	195	137	168
ENSG00000067840	PDZD4	6	24	7	16
ENSG00000067842	ATP2B3	67	95	59	88
ENSG00000067900	ROCK1	7024	6159	6100	6434
ENSG00000067955	CBFB	5696	5481	5017	5508
ENSG00000067992	PDK3	424	310	341	313
ENSG00000068001	HYAL2	251	305	214	324
ENSG00000068024	HDAC4	2342	2158	1782	2273
ENSG00000068028	RASSF1	1027	910	819	1026
ENSG00000068078	FGFR3	401	362	369	423
ENSG00000068079	IFI35	155	150	130	137
ENSG00000068097	HEATR6	2241	1796	1985	2007
ENSG00000068120	COASY	4162	3542	3078	3995
ENSG00000068137	PLEKHH3	105	86	76	106
ENSG00000068305	MEF2A	6765	5848	5787	5900
ENSG00000068308	OTUD5	2604	2433	2124	2465
ENSG00000068323	TFE3	846	901	681	849
ENSG00000068354	TBC1D25	529	402	428	436
ENSG00000068366	ACSL4	5739	3167	6121	4080
ENSG00000068383	INPP5A	404	424	305	382
ENSG00000068394	GPKOW	642	505	482	561
ENSG00000068400	GRIPAP1	2006	1655	1648	2060
ENSG00000068438	FTSJ1	2227	1892	1812	2090
ENSG00000068489	PRR11	5837	5577	5101	5267
ENSG00000068615	REEP1	24	16	25	18
ENSG00000068650	ATP11A	3479	3880	3007	4260
ENSG00000068654	POLR1A	20418	21837	16794	19185
ENSG00000068697	LAPTM4A	2362	2079	1843	2411
ENSG00000068724	TTC7A	171	149	176	146
ENSG00000068745	IP6K2	1256	995	1146	1191
ENSG00000068781	STON1-GTF2A1L	0	0	0	0
ENSG00000068784	SRBD1	2317	1824	1986	2088
ENSG00000068796	KIF2A	12334	10955	10142	11739
ENSG00000068831	RASGRP2	1410	1511	1135	1689
ENSG00000068878	PSME4	15892	15334	14273	15543
ENSG00000068885	IFT80	725	764	647	865
ENSG00000068903	SIRT2	1089	1141	936	1188
ENSG00000068912	ERLEC1	2556	2430	2237	2630
ENSG00000068971	PPP2R5B	131	148	68	129
ENSG00000068976	PYGM	64	65	71	81
ENSG00000068985	PAGE1	5298	3807	3992	4147
ENSG00000069011	PITX1	3342	3088	2317	2966
ENSG00000069018	TRPC7	1	3	1	2
ENSG00000069020	MAST4	11797	13368	9916	10779
ENSG00000069122	ADGRF5	0	0	0	0
ENSG00000069188	SDK2	2	1	0	5
ENSG00000069206	ADAM7	0	0	0	0
ENSG00000069248	NUP133	6396	6114	5165	5968
ENSG00000069275	NUCKS1	51889	37515	44639	43004
ENSG00000069329	VPS35	4374	3806	3734	4145
ENSG00000069345	DNAJA2	4283	3464	3706	3792
ENSG00000069399	BCL3	580	700	425	712
ENSG00000069424	KCNAB2	399	374	297	339
ENSG00000069431	ABCC9	17	7	10	10
ENSG00000069482	GAL	761	776	501	772
ENSG00000069493	CLEC2D	594	484	534	520
ENSG00000069509	FUNDC1	572	523	525	566
ENSG00000069535	MAOB	0	0	0	0
ENSG00000069667	RORA	656	436	611	498
ENSG00000069696	DRD4	18	11	14	19
ENSG00000069702	TGFBR3	56	101	56	92
ENSG00000069764	PLA2G10	2	3	6	6
ENSG00000069812	HES2	3	7	4	3
ENSG00000069849	ATP1B3	8574	9390	7517	10564
ENSG00000069869	NEDD4	5305	5260	4779	5148
ENSG00000069943	PIGB	888	851	769	907
ENSG00000069956	MAPK6	11319	11075	10219	11596
ENSG00000069966	GNB5	1111	721	943	777
ENSG00000069974	RAB27A	146	109	129	134
ENSG00000069998	CECR5	0	0	0	0
ENSG00000070010	UFD1L	1517	1555	1240	1596
ENSG00000070018	LRP6	6253	6043	5395	6751
ENSG00000070019	GUCY2C	1	0	0	1
ENSG00000070031	SCT	5	5	3	3
ENSG00000070047	PHRF1	2999	3126	2460	3176
ENSG00000070061	IKBKAP	3489	3412	3016	3467
ENSG00000070081	NUCB2	4201	4039	3732	4249
ENSG00000070087	PFN2	1036	909	856	1054
ENSG00000070159	PTPN3	3	5	0	3
ENSG00000070182	SPTB	3178	3788	2550	3439
ENSG00000070190	DAPP1	1146	1261	1011	1189
ENSG00000070193	FGF10	0	0	0	0
ENSG00000070214	SLC44A1	4678	5541	3681	4925
ENSG00000070269	TMEM260	678	651	603	686
ENSG00000070366	SMG6	1327	1301	1301	1402
ENSG00000070367	EXOC5	5874	5273	5147	5234
ENSG00000070371	CLTCL1	156	151	128	148
ENSG00000070388	FGF22	45	62	37	48
ENSG00000070404	FSTL3	230	234	150	306
ENSG00000070413	DGCR2	1054	1091	820	1088
ENSG00000070423	RNF126	2337	2517	2015	2676
ENSG00000070444	MNT	1013	850	777	981
ENSG00000070476	ZXDC	1355	1508	1228	1395
ENSG00000070495	JMJD6	1214	1251	1000	1195
ENSG00000070501	POLB	954	757	817	873
ENSG00000070526	ST6GALNAC1	820	698	710	742
ENSG00000070540	WIPI1	597	420	488	390
ENSG00000070601	FRMPD1	0	1	0	2
ENSG00000070610	GBA2	1221	1253	1028	1320
ENSG00000070614	NDST1	5374	5311	4142	5548
ENSG00000070669	ASNS	3109	1505	2399	1902
