id	sym	shp65_Vehicle_1	shp65_Vehicle_2	shp65_Vehicle_3	shp65_TNF_1	shp65_TNF_2	shp65_TNF_3
ENSG00000036257	CUL3	437	377	353	765	517	292
ENSG00000036448	MYOM2	17	21	15	13	21	17
ENSG00000036530	CYP46A1	13	4	4	21	14	4
ENSG00000036549	ZZZ3	559	470	538	594	661	299
ENSG00000036565	SLC18A1	1	0	0	0	0	0
ENSG00000036672	USP2	1	0	0	1	4	0
ENSG00000037042	TUBG2	28	49	24	48	43	27
ENSG00000037241	RPL26L1	116	89	112	84	95	64
ENSG00000037280	FLT4	2	1	7	7	5	4
ENSG00000037474	NSUN2	389	422	521	704	634	388
ENSG00000037637	FBXO42	371	372	469	633	494	383
ENSG00000037749	MFAP3	461	281	464	525	513	312
ENSG00000037757	MRI1	135	190	150	194	222	120
ENSG00000037897	METTL1	45	45	52	76	73	61
ENSG00000037965	HOXC8	91	84	117	202	83	93
ENSG00000038002	AGA	189	111	171	161	165	134
ENSG00000038210	PI4K2B	111	108	101	135	152	62
ENSG00000038219	BOD1L1	196	177	147	670	365	122
ENSG00000038274	MAT2B	239	164	209	264	205	152
ENSG00000038295	TLL1	1	2	0	1	2	0
ENSG00000038358	EDC4	249	286	275	450	373	254
ENSG00000038382	TRIO	1442	1514	1710	2783	1990	1583
ENSG00000038427	VCAN	1157	784	1319	2797	1585	1214
ENSG00000038532	CLEC16A	375	323	363	648	407	359
ENSG00000038945	MSR1	30	25	41	25	40	25
ENSG00000039068	CDH1	1	1	3	6	2	2
ENSG00000039123	SKIV2L2	1080	703	887	999	1104	587
ENSG00000039139	DNAH5	20	11	14	13	23	12
ENSG00000039319	ZFYVE16	901	483	791	1155	1014	571
ENSG00000039523	FAM65A	40	77	83	450	140	104
ENSG00000039537	C6	92	119	118	126	164	134
ENSG00000039560	RAI14	204	135	182	235	182	136
ENSG00000039600	SOX30	0	0	1	1	0	2
ENSG00000039650	PNKP	107	124	97	149	107	101
ENSG00000039987	BEST2	3	1	0	1	0	2
ENSG00000040199	PHLPP2	151	128	194	339	223	175
ENSG00000040275	SPDL1	79	48	56	73	93	47
ENSG00000040341	STAU2	514	297	405	408	459	356
ENSG00000040487	PQLC2	142	160	151	199	176	123
ENSG00000040531	CTNS	192	132	179	254	210	174
ENSG00000040608	RTN4R	2	0	1	1	3	1
ENSG00000040633	PHF23	369	288	333	331	314	273
ENSG00000040731	CDH10	5	10	14	22	20	11
ENSG00000040933	INPP4A	251	234	255	394	288	214
ENSG00000041353	RAB27B	5	0	3	4	3	1
ENSG00000041357	PSMA4	1669	1342	1818	1489	1934	1186
ENSG00000041515	MYO16	7	4	6	14	11	5
ENSG00000041802	LSG1	410	431	432	422	609	342
ENSG00000041880	PARP3	297	261	282	357	314	241
ENSG00000041982	TNC	7	13	17	23	10	26
ENSG00000041988	THAP3	271	391	257	280	296	225
ENSG00000042062	FAM65C	81	128	78	179	150	71
ENSG00000042088	TDP1	176	131	188	144	163	123
ENSG00000042286	AIFM2	1154	1197	1127	2981	1437	1009
ENSG00000042304	C2orf83	3	3	3	7	7	4
ENSG00000042317	SPATA7	129	70	91	104	109	69
ENSG00000042429	MED17	161	113	146	222	194	132
ENSG00000042445	RETSAT	11256	10663	12659	14765	12368	11300
ENSG00000042493	CAPG	1155	1153	928	979	1246	961
ENSG00000042753	AP2S1	1405	1099	1436	1066	1283	1247
ENSG00000042781	USH2A	8	2	13	17	4	4
ENSG00000042832	TG	52	48	56	102	73	53
ENSG00000042980	ADAM28	0	0	0	1	0	0
ENSG00000043039	BARX2	2	1	0	5	2	0
ENSG00000043093	DCUN1D1	783	421	739	825	756	399
ENSG00000043143	JADE2	245	223	221	290	201	164
ENSG00000043355	ZIC2	0	1	0	0	1	0
ENSG00000043462	LCP2	1	4	3	3	1	0
ENSG00000043514	TRIT1	169	190	154	193	213	126
ENSG00000043591	ADRB1	4	4	6	2	3	3
ENSG00000044012	GUCA2B	0	0	1	1	0	1
ENSG00000044090	CUL7	357	406	328	553	372	293
ENSG00000044115	CTNNA1	2795	2853	2935	3244	3286	2347
ENSG00000044446	PHKA2	228	185	209	408	244	158
ENSG00000044459	CNTLN	96	63	83	129	96	42
ENSG00000044524	EPHA3	2	2	1	1	2	1
ENSG00000044574	HSPA5	1069	1055	1398	4613	1731	1460
ENSG00000046604	DSG2	13	11	11	12	10	11
ENSG00000046647	GEMIN8	71	79	85	92	72	62
ENSG00000046651	OFD1	61	77	61	113	100	47
ENSG00000046653	GPM6B	3	4	3	2	2	3
ENSG00000046889	PREX2	2	1	2	3	3	0
ENSG00000047056	WDR37	171	162	191	232	215	179
ENSG00000047188	YTHDC2	478	409	486	748	708	425
ENSG00000047230	CTPS2	175	148	172	146	173	130
ENSG00000047249	ATP6V1H	543	626	640	666	794	525
ENSG00000047315	POLR2B	2035	1729	2413	2210	2535	1678
ENSG00000047346	FAM214A	714	489	906	1976	1043	780
ENSG00000047365	ARAP2	0	2	1	1	1	1
ENSG00000047410	TPR	739	422	502	1553	1220	325
ENSG00000047457	CP	1	0	2	1	3	4
ENSG00000047578	KIAA0556	49	66	71	135	84	58
ENSG00000047579	DTNBP1	36	50	28	53	63	26
ENSG00000047597	XK	2	0	0	0	0	0
ENSG00000047617	ANO2	0	1	0	2	1	1
ENSG00000047621	C12orf4	669	454	541	506	656	427
ENSG00000047634	SCML1	288	158	215	461	381	171
ENSG00000047644	WWC3	92	95	107	139	118	77
ENSG00000047648	ARHGAP6	19	19	18	15	14	10
ENSG00000047662	FAM184B	0	2	1	4	3	0
ENSG00000047849	MAP4	2223	2001	2563	5812	2785	2181
ENSG00000047932	GOPC	234	231	252	303	316	198
ENSG00000047936	ROS1	55	69	122	98	135	96
ENSG00000048028	USP28	250	176	269	309	270	181
ENSG00000048052	HDAC9	32	28	22	105	47	24
ENSG00000048140	TSPAN17	269	225	227	337	278	202
ENSG00000048162	NOP16	105	87	108	118	106	69
ENSG00000048342	CC2D2A	340	249	319	350	413	230
ENSG00000048392	RRM2B	4481	3692	4999	4705	6064	3506
ENSG00000048405	ZNF800	366	207	242	525	426	184
ENSG00000048462	TNFRSF17	3	0	1	1	2	1
ENSG00000048471	SNX29	377	321	383	616	384	277
ENSG00000048540	LMO3	129	123	95	130	138	69
ENSG00000048544	MRPS10	920	639	1041	813	924	679
ENSG00000048545	GUCA1A	0	1	0	0	0	1
ENSG00000048649	RSF1	291	188	237	562	321	159
ENSG00000048707	VPS13D	1136	861	1205	2332	1275	924
ENSG00000048740	CELF2	112	66	126	344	132	139
ENSG00000048828	FAM120A	950	836	1112	2144	1183	968
ENSG00000048991	R3HDM1	152	73	146	446	120	135
ENSG00000049089	COL9A2	10	16	8	4	14	10
ENSG00000049130	KITLG	194	168	258	220	279	177
ENSG00000049167	ERCC8	403	299	405	377	460	264
ENSG00000049192	ADAMTS6	241	144	267	147	202	185
ENSG00000049239	H6PD	482	478	519	1240	601	439
ENSG00000049245	VAMP3	742	437	523	787	666	395
ENSG00000049246	PER3	143	76	116	172	114	71
ENSG00000049249	TNFRSF9	12	8	13	11	7	12
ENSG00000049283	EPN3	1	7	10	4	4	5
ENSG00000049323	LTBP1	243	323	323	348	419	279
ENSG00000049449	RCN1	2188	1801	1974	2623	2726	1573
ENSG00000049540	ELN	242	601	358	357	543	310
ENSG00000049541	RFC2	110	67	78	110	85	57
ENSG00000049618	ARID1B	252	235	326	1007	374	305
ENSG00000049656	CLPTM1L	1027	1043	1018	1051	1222	937
ENSG00000049759	NEDD4L	63	36	49	80	52	42
ENSG00000049768	FOXP3	0	2	1	1	2	1
ENSG00000049769	PPP1R3F	76	87	51	84	96	53
ENSG00000049860	HEXB	725	638	783	653	911	523
ENSG00000049883	PTCD2	366	276	359	360	369	283
ENSG00000050030	KIAA2022	1	0	0	0	0	0
ENSG00000050130	JKAMP	496	330	549	446	596	384
ENSG00000050165	DKK3	69	98	61	68	107	47
ENSG00000050327	ARHGEF5	7	5	6	12	10	3
ENSG00000050344	NFE2L3	34	21	35	69	40	22
ENSG00000050393	MCUR1	238	248	271	250	298	165
ENSG00000050405	LIMA1	3682	2871	3680	4407	4554	2661
ENSG00000050426	LETMD1	700	521	566	943	672	508
ENSG00000050438	SLC4A8	21	18	33	30	30	22
ENSG00000050555	LAMC3	4	3	4	8	4	4
ENSG00000050628	PTGER3	902	707	1105	1284	1079	862
ENSG00000050730	TNIP3	4	2	1	2	1	2
ENSG00000050748	MAPK9	257	240	315	520	294	204
ENSG00000050767	COL23A1	0	1	0	0	0	0
ENSG00000050820	BCAR1	170	194	210	402	280	214
ENSG00000051009	FAM160A2	129	144	180	216	190	168
ENSG00000051108	HERPUD1	193	145	182	390	227	183
ENSG00000051128	HOMER3	48	83	73	51	103	59
ENSG00000051180	RAD51	10	12	15	19	25	11
ENSG00000051341	POLQ	21	35	23	18	33	19
ENSG00000051382	PIK3CB	108	90	144	409	185	175
ENSG00000051523	CYBA	152	250	153	117	294	126
ENSG00000051596	THOC3	29	19	23	23	39	20
ENSG00000051620	HEBP2	6902	5962	6994	5324	7774	4892
ENSG00000051825	MPHOSPH9	382	249	299	397	407	231
ENSG00000052126	PLEKHA5	156	131	145	208	192	98
ENSG00000052344	PRSS8	0	1	1	1	0	2
ENSG00000052723	SIKE1	601	501	607	589	729	441
ENSG00000052749	RRP12	164	194	196	338	247	194
ENSG00000052795	FNIP2	477	407	511	841	574	445
ENSG00000052802	MSMO1	5416	2704	4955	4421	4052	3262
ENSG00000052841	TTC17	866	612	831	999	989	606
ENSG00000052850	ALX4	0	1	0	3	0	0
ENSG00000053108	FSTL4	0	0	0	0	1	0
ENSG00000053254	FOXN3	1307	919	1507	2170	1454	1119
ENSG00000053328	METTL24	0	0	0	0	0	1
ENSG00000053371	AKR7A2	441	419	519	492	539	459
ENSG00000053372	MRTO4	382	486	394	416	405	355
ENSG00000053438	NNAT	416	223	341	342	272	327
ENSG00000053501	USE1	118	128	90	136	133	103
ENSG00000053524	MCF2L2	40	48	36	49	34	33
ENSG00000053702	NRIP2	6	8	3	18	5	4
ENSG00000053747	LAMA3	65	104	87	62	127	59
ENSG00000053770	AP5M1	642	311	658	690	562	432
ENSG00000053900	ANAPC4	184	168	167	210	219	135
ENSG00000054116	TRAPPC3	508	515	509	457	549	404
ENSG00000054118	THRAP3	1031	725	977	1328	1033	744
ENSG00000054148	PHPT1	995	781	877	751	915	830
ENSG00000054179	ENTPD2	0	1	1	0	1	0
ENSG00000054219	LY75	0	1	0	3	0	0
ENSG00000054267	ARID4B	206	139	186	396	263	141
ENSG00000054277	OPN3	16	13	13	20	16	13
ENSG00000054282	SDCCAG8	372	323	376	311	371	284
ENSG00000054356	PTPRN	2	0	2	2	1	2
ENSG00000054392	HHAT	76	50	78	71	56	61
ENSG00000054523	KIF1B	981	678	1069	2946	1303	923
ENSG00000054598	FOXC1	16	15	7	16	19	12
ENSG00000054611	TBC1D22A	148	180	178	218	195	141
ENSG00000054654	SYNE2	107	82	100	267	186	83
ENSG00000054690	PLEKHH1	322	267	552	885	364	454
ENSG00000054793	ATP9A	2775	1895	2773	5380	2632	2273
ENSG00000054803	CBLN4	0	1	0	0	0	0
ENSG00000054938	CHRDL2	0	0	1	1	1	0
ENSG00000054965	FAM168A	316	286	379	721	360	293
ENSG00000054967	RELT	13	17	12	21	23	11
ENSG00000054983	GALC	321	297	394	378	470	308
ENSG00000055044	NOP58	316	253	277	399	389	224
ENSG00000055070	SZRD1	870	697	798	1141	790	643
ENSG00000055118	KCNH2	0	0	1	0	0	2
ENSG00000055130	CUL1	834	598	821	1198	992	655
ENSG00000055147	FAM114A2	546	448	452	430	524	403
ENSG00000055163	CYFIP2	48	28	53	64	37	66
ENSG00000055208	TAB2	251	125	233	620	271	188
ENSG00000055211	GINM1	624	599	764	687	866	533
ENSG00000055332	EIF2AK2	603	323	575	1063	575	431
ENSG00000055483	USP36	140	168	155	386	180	131
ENSG00000055609	KMT2C	858	664	915	2537	1180	808
ENSG00000055732	MCOLN3	2	5	5	3	10	2
ENSG00000055813	CCDC85A	30	26	22	26	19	24
ENSG00000055917	PUM2	479	309	470	1433	598	418
ENSG00000055950	MRPL43	313	221	272	289	317	256
ENSG00000055955	ITIH4	0	0	0	1	0	1
ENSG00000055957	ITIH1	1239	829	886	1052	1025	831
ENSG00000056050	HPF1	63	70	76	107	104	59
ENSG00000056097	ZFR	1702	1182	1424	1719	1728	1076
ENSG00000056277	ZNF280C	80	50	98	115	87	51
ENSG00000056487	PHF21B	0	2	1	0	0	2
ENSG00000056558	TRAF1	26	43	49	153	112	63
ENSG00000056586	RC3H2	1261	902	1250	1792	1395	922
ENSG00000056736	IL17RB	12	18	12	21	18	9
ENSG00000056972	TRAF3IP2	748	638	953	820	888	874
ENSG00000056998	GYG2	841	568	794	1378	729	618
ENSG00000057019	DCBLD2	1154	774	1116	1304	1149	773
ENSG00000057252	SOAT1	724	556	867	987	888	651
ENSG00000057294	PKP2	136	108	99	214	141	112
ENSG00000057468	MSH4	5	4	11	13	5	5
ENSG00000057608	GDI2	5061	3393	4715	3800	4920	3309
ENSG00000057657	PRDM1	10	21	16	71	22	21
ENSG00000057663	ATG5	425	381	449	377	487	335
ENSG00000057704	TMCC3	1	0	0	2	0	1
ENSG00000057757	PITHD1	386	474	453	406	546	285
ENSG00000057935	MTA3	229	130	223	307	243	166
ENSG00000058056	USP13	234	196	249	554	262	227
ENSG00000058063	ATP11B	2165	1583	2091	2799	2734	1598
ENSG00000058085	LAMC2	34	29	47	46	57	28
ENSG00000058091	CDK14	336	262	310	428	422	233
ENSG00000058262	SEC61A1	3701	3328	4100	5201	3995	3718
ENSG00000058272	PPP1R12A	484	374	426	795	607	350
ENSG00000058335	RASGRF1	0	0	0	2	0	0
ENSG00000058404	CAMK2B	0	0	3	0	1	0
ENSG00000058453	CROCC	73	136	65	90	133	78
ENSG00000058600	POLR3E	521	637	527	631	693	454
ENSG00000058668	ATP2B4	6885	5179	8310	14220	7650	6313
ENSG00000058673	ZC3H11A	1243	1116	1357	2151	1895	988
ENSG00000058729	RIOK2	227	189	213	234	285	145
ENSG00000058799	YIPF1	284	230	277	248	272	276
ENSG00000058804	NDC1	326	161	343	303	308	277
ENSG00000058866	DGKG	5	6	9	4	10	5
ENSG00000059122	FLYWCH1	285	389	305	373	386	254
ENSG00000059145	UNKL	143	185	154	303	234	161
ENSG00000059377	TBXAS1	36	49	25	39	36	27
ENSG00000059378	PARP12	56	42	48	54	48	34
ENSG00000059573	ALDH18A1	1026	1015	1121	1372	1177	988
ENSG00000059588	TARBP1	356	350	385	467	467	284
ENSG00000059691	GATB	330	368	353	426	445	310
ENSG00000059728	MXD1	138	110	165	249	205	134
ENSG00000059758	CDK17	219	217	197	250	305	176
ENSG00000059769	DNAJC25	144	103	125	138	151	75
ENSG00000059804	SLC2A3	38	44	54	42	50	35
ENSG00000059915	PSD	8	17	15	15	16	9
ENSG00000060069	CTDP1	103	157	108	173	157	106
ENSG00000060138	YBX3	1062	835	1144	1961	1305	932
ENSG00000060140	STYK1	1	1	1	3	5	0
ENSG00000060237	WNK1	706	519	843	2396	919	753
ENSG00000060303	RPS17P5	0	0	0	0	1	0
ENSG00000060339	CCAR1	414	268	321	583	453	284
ENSG00000060491	OGFR	803	1002	808	731	920	629
ENSG00000060566	CREB3L3	0	0	1	0	0	1
ENSG00000060642	PIGV	211	180	251	370	285	225
ENSG00000060656	PTPRU	419	504	642	711	559	566
ENSG00000060688	SNRNP40	455	419	501	416	510	357
ENSG00000060718	COL11A1	3	3	4	0	2	6
ENSG00000060749	QSER1	411	219	387	986	454	353
ENSG00000060762	MPC1	856	556	1058	764	832	856
ENSG00000060971	ACAA1	181	189	158	543	261	170
ENSG00000060982	BCAT1	1269	802	1373	1550	1226	964
ENSG00000061273	HDAC7	120	174	162	292	204	138
ENSG00000061337	LZTS1	3	4	5	6	7	2
ENSG00000061455	PRDM6	3	3	2	4	3	0
ENSG00000061492	WNT8A	0	0	1	0	0	0
ENSG00000061656	SPAG4	19	9	7	6	15	18
ENSG00000061676	NCKAP1	2453	1514	2330	4430	2797	1876
ENSG00000061794	MRPS35	827	625	872	717	864	601
ENSG00000061918	GUCY1B3	0	2	0	1	1	0
ENSG00000061936	SFSWAP	193	236	215	330	314	158
ENSG00000061938	TNK2	122	157	93	222	139	78
ENSG00000061987	MON2	518	401	525	1378	702	481
ENSG00000062038	CDH3	2	1	0	10	2	1
ENSG00000062096	ARSF	2	4	2	4	3	0
ENSG00000062194	GPBP1	608	546	592	673	846	407
ENSG00000062282	DGAT2	7631	9427	10570	9206	10256	9426
ENSG00000062370	ZNF112	27	31	22	58	44	22
ENSG00000062485	CS	7936	4955	9328	12315	7303	7689
ENSG00000062582	MRPS24	20	11	16	11	14	16
ENSG00000062598	ELMO2	407	299	402	677	439	337
ENSG00000062650	WAPL	650	393	626	919	728	487
ENSG00000062716	VMP1	1653	1212	1680	2532	2970	1798
ENSG00000062725	APPBP2	1172	950	1232	1137	1393	924
ENSG00000062822	POLD1	65	75	48	79	80	43
ENSG00000063015	SEZ6	5	7	3	6	4	5
ENSG00000063046	EIF4B	7706	6670	7049	5873	7898	5276
ENSG00000063127	SLC6A16	0	1	4	7	1	1
ENSG00000063169	GLTSCR1	11	4	8	36	9	12
ENSG00000063176	SPHK2	351	338	323	477	370	337
ENSG00000063177	RPL18	5695	5048	4678	4726	5178	4371
ENSG00000063180	CA11	4	4	1	2	3	2
ENSG00000063241	ISOC2	1489	1659	1290	1176	1423	1241
ENSG00000063244	U2AF2	434	531	461	681	624	389
ENSG00000063245	EPN1	417	555	573	921	646	539
ENSG00000063322	MED29	277	301	315	341	329	246
ENSG00000063438	AHRR	54	77	50	82	87	46
ENSG00000063515	GSC2	0	1	0	0	0	0
ENSG00000063587	ZNF275	230	160	257	491	259	221
ENSG00000063601	MTMR1	240	165	213	348	245	137
ENSG00000063660	GPC1	1593	2453	1797	3984	2704	1865
ENSG00000063761	ADCK1	80	94	86	152	88	68
ENSG00000063854	HAGH	364	526	372	443	494	352
ENSG00000063978	RNF4	433	433	420	555	453	364
ENSG00000064012	CASP8	361	332	420	318	455	315
ENSG00000064042	LIMCH1	54	39	81	96	74	64
ENSG00000064102	ASUN	717	462	613	625	643	418
ENSG00000064115	TM7SF3	1158	866	1357	1182	1234	1148
ENSG00000064195	DLX3	0	1	0	2	2	0
ENSG00000064199	SPA17	13	4	13	22	14	6
ENSG00000064201	TSPAN32	10	6	4	8	5	2
ENSG00000064205	WISP2	2	3	5	1	5	0
ENSG00000064225	ST3GAL6	30	13	19	33	32	14
ENSG00000064270	ATP2C2	0	0	2	0	0	0
ENSG00000064300	NGFR	2	2	0	1	0	0
ENSG00000064309	CDON	188	188	166	324	237	157
ENSG00000064313	TAF2	607	469	623	699	755	464
ENSG00000064393	HIPK2	985	851	1237	4874	1733	1295
ENSG00000064419	TNPO3	1044	782	1108	1379	1089	838
ENSG00000064490	RFXANK	214	220	234	206	183	197
ENSG00000064545	TMEM161A	236	259	219	261	251	207
ENSG00000064547	LPAR2	2	4	1	8	6	2
ENSG00000064601	CTSA	609	533	769	847	679	640
ENSG00000064607	SUGP2	599	713	625	1187	852	570
ENSG00000064651	SLC12A2	615	457	618	650	719	447
ENSG00000064652	SNX24	75	59	96	76	89	64
ENSG00000064655	EYA2	26	31	27	52	25	23
ENSG00000064666	CNN2	550	451	597	940	716	635
ENSG00000064687	ABCA7	51	91	90	197	91	78
ENSG00000064692	SNCAIP	1	3	2	5	1	0
ENSG00000064703	DDX20	305	274	340	397	441	239
ENSG00000064726	BTBD1	1135	1081	1194	1188	1501	778
ENSG00000064763	FAR2	5348	2959	5773	5044	4666	4210
ENSG00000064787	BCAS1	7	6	7	15	6	7
ENSG00000064835	POU1F1	0	0	0	1	0	0
ENSG00000064886	CHI3L2	1263	504	957	1025	611	830
ENSG00000064932	SBNO2	328	396	350	595	458	350
ENSG00000064933	PMS1	242	157	183	284	268	158
ENSG00000064961	HMG20B	446	515	375	384	515	291
ENSG00000064989	CALCRL	1791	993	1653	1559	1664	1093
ENSG00000064995	TAF11	214	187	266	223	236	209
ENSG00000064999	ANKS1A	231	219	278	424	248	227
ENSG00000065000	AP3D1	1099	934	1134	1918	1032	1024
ENSG00000065029	ZNF76	139	114	140	253	147	111
ENSG00000065054	SLC9A3R2	92	105	85	127	100	72
ENSG00000065057	NTHL1	83	126	58	69	117	59
ENSG00000065060	UHRF1BP1	974	644	1089	1944	1032	1020
ENSG00000065135	GNAI3	1649	1207	1806	1839	1793	1311
ENSG00000065150	IPO5	3467	2629	3260	4365	3582	2497
ENSG00000065154	OAT	928	745	903	898	1093	713
ENSG00000065183	WDR3	2536	2399	2786	2365	3010	2008
ENSG00000065243	PKN2	955	637	806	1393	1041	604
ENSG00000065268	WDR18	201	203	170	233	266	179
ENSG00000065308	TRAM2	815	737	899	1512	1091	744
ENSG00000065320	NTN1	8	9	9	13	14	9
ENSG00000065325	GLP2R	30	15	17	21	16	16
ENSG00000065328	MCM10	9	7	11	5	11	8
ENSG00000065357	DGKA	279	338	343	392	418	276
ENSG00000065361	ERBB3	8	3	3	4	3	8
ENSG00000065413	ANKRD44	95	82	93	108	99	93
ENSG00000065427	KARS	2093	1753	1864	1586	2016	1511
ENSG00000065457	ADAT1	280	239	301	353	322	225
ENSG00000065485	PDIA5	173	206	186	175	257	152
ENSG00000065491	TBC1D22B	96	58	95	189	106	90
ENSG00000065518	NDUFB4	619	216	549	486	356	391
ENSG00000065526	SPEN	282	283	360	1718	495	408
ENSG00000065534	MYLK	348	384	428	418	502	298
ENSG00000065548	ZC3H15	798	663	778	817	981	520
ENSG00000065559	MAP2K4	454	326	428	462	525	320
ENSG00000065600	TMEM206	42	32	39	38	44	17
ENSG00000065609	SNAP91	0	0	1	1	1	1
ENSG00000065613	SLK	771	655	658	1090	1138	451
ENSG00000065615	CYB5R4	263	195	300	300	291	172
ENSG00000065618	COL17A1	3	2	0	4	3	2
ENSG00000065621	GSTO2	12	3	17	19	6	4
ENSG00000065665	SEC61A2	32	26	44	46	37	34
ENSG00000065675	PRKCQ	0	0	1	0	1	0
ENSG00000065717	TLE2	23	19	20	48	14	19
ENSG00000065802	ASB1	282	342	295	374	412	222
ENSG00000065809	FAM107B	323	195	279	562	313	210
ENSG00000065833	ME1	5269	3254	5116	12886	5886	3919
ENSG00000065882	TBC1D1	261	168	206	316	206	172
ENSG00000065883	CDK13	606	461	622	835	680	451
ENSG00000065911	MTHFD2	436	439	606	483	652	417
ENSG00000065923	SLC9A7	169	114	173	174	157	139
ENSG00000065970	FOXJ2	92	71	106	227	88	110
ENSG00000065978	YBX1	5764	3512	4856	4291	5064	3451
ENSG00000065989	PDE4A	12	9	15	116	20	20
ENSG00000066027	PPP2R5A	3706	2885	2754	3625	3749	2006
ENSG00000066032	CTNNA2	1	0	1	1	2	0
ENSG00000066044	ELAVL1	199	219	247	487	280	240
ENSG00000066056	TIE1	8	18	11	35	12	7
ENSG00000066084	DIP2B	661	542	827	1080	763	622
ENSG00000066117	SMARCD1	298	236	327	530	347	280
ENSG00000066135	KDM4A	669	740	874	1214	918	710
ENSG00000066136	NFYC	176	167	269	342	206	199
ENSG00000066185	ZMYND12	9	4	8	5	12	8
ENSG00000066230	SLC9A3	0	0	1	3	1	0
ENSG00000066248	NGEF	2	2	0	2	3	1
ENSG00000066279	ASPM	16	4	5	42	31	8
ENSG00000066294	CD84	5	4	6	6	2	4
ENSG00000066322	ELOVL1	1393	853	1302	1186	1145	1103
ENSG00000066336	SPI1	0	0	0	1	0	0
ENSG00000066379	ZNRD1	64	64	61	56	82	47
ENSG00000066382	MPPED2	1	3	3	4	1	4
ENSG00000066405	CLDN18	2	7	2	12	5	3
ENSG00000066422	ZBTB11	430	344	415	478	556	314
ENSG00000066427	ATXN3	312	217	287	390	359	191
ENSG00000066455	GOLGA5	599	437	512	592	607	341
ENSG00000066468	FGFR2	6	14	6	19	20	13
ENSG00000066557	LRRC40	227	144	198	222	279	136
ENSG00000066583	ISOC1	718	380	657	775	636	552
ENSG00000066629	EML1	235	184	287	349	259	203
ENSG00000066651	TRMT11	99	98	73	116	125	77
ENSG00000066654	THUMPD1	548	435	518	646	672	361
ENSG00000066697	MSANTD3	129	136	144	161	175	129
ENSG00000066735	KIF26A	1	1	3	0	0	0
ENSG00000066739	ATG2B	716	497	702	1030	849	529
ENSG00000066777	ARFGEF1	924	607	908	1478	1057	690
ENSG00000066813	ACSM2B	2	2	3	3	2	1
ENSG00000066827	ZFAT	290	256	242	291	267	194
ENSG00000066855	MTFR1	371	354	336	408	391	226
ENSG00000066923	STAG3	15	13	14	31	16	16
ENSG00000066926	FECH	471	364	521	595	542	389
ENSG00000066933	MYO9A	743	541	627	1107	813	482
ENSG00000067048	DDX3Y	1488	876	1430	1512	1507	999
ENSG00000067057	PFKP	106	118	90	135	147	86
ENSG00000067064	IDI1	5095	3123	4686	4179	4698	3031
ENSG00000067066	SP100	453	456	470	590	646	368
ENSG00000067082	KLF6	221	188	228	978	327	227
ENSG00000067113	PLPP1	741	819	868	814	1045	619
ENSG00000067141	NEO1	185	123	333	411	196	267
ENSG00000067167	TRAM1	1538	941	1299	1573	1592	1024
ENSG00000067177	PHKA1	190	185	168	212	254	126
ENSG00000067182	TNFRSF1A	1368	1437	1438	1856	1686	1442
ENSG00000067191	CACNB1	19	20	15	33	22	15
ENSG00000067208	EVI5	318	226	322	578	405	247
ENSG00000067221	STOML1	262	433	281	263	346	246
ENSG00000067225	PKM	5855	5410	5832	5274	6158	5377
ENSG00000067248	DHX29	897	543	816	1070	924	565
ENSG00000067334	DNTTIP2	375	269	341	486	444	224
ENSG00000067365	METTL22	131	136	140	188	148	120
ENSG00000067369	TP53BP1	626	559	561	862	716	504
ENSG00000067445	TRO	105	111	106	517	168	140
ENSG00000067533	RRP15	270	275	280	264	307	184
ENSG00000067560	RHOA	4305	3800	3910	4978	4463	3298
ENSG00000067596	DHX8	707	670	658	795	773	624
ENSG00000067601	PMS2P4	12	9	17	11	11	3
ENSG00000067606	PRKCZ	3	4	0	1	11	3
ENSG00000067646	ZFY	352	333	314	397	561	251
ENSG00000067704	IARS2	2585	2377	3110	3987	3527	2273
ENSG00000067715	SYT1	3	1	8	5	3	10
ENSG00000067798	NAV3	897	850	1036	1316	1269	819
ENSG00000067829	IDH3G	560	444	546	587	598	494
ENSG00000067836	ROGDI	61	71	72	58	67	73
ENSG00000067840	PDZD4	0	7	3	5	4	1
ENSG00000067842	ATP2B3	0	0	1	1	0	0
ENSG00000067900	ROCK1	548	357	455	1025	649	347
ENSG00000067955	CBFB	202	201	255	235	273	185
ENSG00000067992	PDK3	17	6	12	17	9	12
ENSG00000068001	HYAL2	242	274	194	282	269	200
ENSG00000068024	HDAC4	59	63	82	235	83	81
ENSG00000068028	RASSF1	69	108	61	94	97	45
ENSG00000068078	FGFR3	4	6	3	5	5	7
ENSG00000068079	IFI35	75	81	60	44	66	52
ENSG00000068097	HEATR6	236	178	304	378	246	215
ENSG00000068120	COASY	158	135	141	331	127	126
ENSG00000068137	PLEKHH3	374	442	395	472	462	365
ENSG00000068305	MEF2A	351	205	313	467	382	242
ENSG00000068308	OTUD5	268	233	257	370	352	257
ENSG00000068323	TFE3	687	586	718	1319	793	620
ENSG00000068354	TBC1D25	48	40	56	126	46	35
ENSG00000068366	ACSL4	2785	1970	3335	4421	3537	2662
ENSG00000068383	INPP5A	282	256	311	384	353	227
ENSG00000068394	GPKOW	147	169	142	151	165	117
ENSG00000068400	GRIPAP1	254	272	248	274	323	186
ENSG00000068438	FTSJ1	341	327	299	402	368	294
ENSG00000068489	PRR11	24	15	23	40	13	23
ENSG00000068615	REEP1	8	4	8	7	9	4
