id	sym	C1	C2	C3	AA157_rep1	AA157_rep2	AA157_rep3
ENSG00000031081	ARHGAP31	94	167	146	1569	1886	2379
ENSG00000031691	CENPQ	643	548	465	130	116	129
ENSG00000031698	SARS	4226	4696	4459	2782	3457	3488
ENSG00000031823	RANBP3	1663	1691	1770	905	817	1020
ENSG00000032219	ARID4A	598	546	474	479	460	460
ENSG00000032389	TSSC1	644	702	665	370	359	408
ENSG00000032444	PNPLA6	1561	1542	1456	1465	1314	1563
ENSG00000032742	IFT88	243	247	229	194	183	202
ENSG00000033011	ALG1	714	698	658	423	361	384
ENSG00000033030	ZCCHC8	1095	1410	1232	594	540	542
ENSG00000033050	ABCF2	1824	2190	1845	1061	1098	1255
ENSG00000033100	CHPF2	588	441	516	2789	2212	2627
ENSG00000033122	LRRC7	2	1	1	29	15	25
ENSG00000033170	FUT8	874	609	701	3779	3932	4396
ENSG00000033178	UBA6	2012	1929	1777	2218	2267	2465
ENSG00000033327	GAB2	498	491	453	805	995	1159
ENSG00000033627	ATP6V0A1	1261	980	1060	1265	1432	1523
ENSG00000033800	PIAS1	1310	1159	1158	862	805	750
ENSG00000033867	SLC4A7	1306	1309	1139	1358	1249	1158
ENSG00000034053	APBA2	536	352	318	165	152	149
ENSG00000034152	MAP2K3	357	350	352	417	360	371
ENSG00000034239	EFCAB1	2	0	3	5	4	4
ENSG00000034510	TMSB10	8201	6217	7003	17642	19852	21171
ENSG00000034533	ASTE1	231	192	178	150	145	114
ENSG00000034677	RNF19A	666	729	689	1611	1612	1568
ENSG00000034693	PEX3	453	537	456	216	231	233
ENSG00000034713	GABARAPL2	940	1043	1049	976	1088	1026
ENSG00000034971	MYOC	0	1	0	0	0	0
ENSG00000035115	SH3YL1	713	598	671	726	790	794
ENSG00000035141	FAM136A	2448	2546	2404	707	807	806
ENSG00000035403	VCL	9191	10329	9911	14521	13746	15110
ENSG00000035499	DEPDC1B	1829	1507	1459	161	103	80
ENSG00000035664	DAPK2	45	52	42	57	65	70
ENSG00000035681	NSMAF	1306	1017	1095	851	863	972
ENSG00000035687	ADSS	4012	3391	3255	1504	1551	1593
ENSG00000035720	STAP1	0	0	0	1	0	0
ENSG00000035862	TIMP2	1454	814	1060	5627	5709	4890
ENSG00000035928	RFC1	3187	2656	2509	1337	1303	1286
ENSG00000036054	TBC1D23	1274	1477	1320	1056	1097	1103
ENSG00000036257	CUL3	3553	3485	3416	2121	2242	2331
ENSG00000036448	MYOM2	34	31	28	20	10	17
ENSG00000036473	OTC	0	0	0	0	0	0
ENSG00000036530	CYP46A1	125	67	77	23	16	26
ENSG00000036549	ZZZ3	1780	1776	1724	1089	1190	1213
ENSG00000036565	SLC18A1	0	0	0	0	1	0
ENSG00000036672	USP2	176	68	102	128	133	158
ENSG00000037042	TUBG2	343	378	300	179	149	171
ENSG00000037241	RPL26L1	495	576	520	274	258	286
ENSG00000037280	FLT4	127	110	101	12	6	5
ENSG00000037474	NSUN2	3866	4050	3622	1571	1656	1778
ENSG00000037637	FBXO42	840	845	747	593	546	583
ENSG00000037749	MFAP3	547	372	377	789	726	852
ENSG00000037757	MRI1	328	432	359	441	357	327
ENSG00000037897	METTL1	341	368	351	135	147	151
ENSG00000037965	HOXC8	0	0	0	73	1	0
ENSG00000038002	AGA	358	329	301	597	714	717
ENSG00000038210	PI4K2B	583	464	449	517	488	446
ENSG00000038219	BOD1L1	2323	2153	2073	1840	1817	2133
ENSG00000038274	MAT2B	1738	1576	1525	982	1001	1062
ENSG00000038295	TLL1	9	7	9	70	36	46
ENSG00000038358	EDC4	1133	1114	1031	787	626	734
ENSG00000038382	TRIO	2847	3244	2793	6944	7377	8088
ENSG00000038427	VCAN	26050	23454	22784	10707	6587	5868
ENSG00000038532	CLEC16A	591	591	538	1116	1131	1270
ENSG00000038945	MSR1	1	0	1	0	1	0
ENSG00000039068	CDH1	12333	8675	9742	14852	13981	14595
ENSG00000039123	SKIV2L2	4318	4269	3959	1396	1385	1542
ENSG00000039139	DNAH5	63	111	98	150	143	127
ENSG00000039319	ZFYVE16	1216	983	906	1726	1795	1976
ENSG00000039523	FAM65A	291	266	227	1880	1758	1857
ENSG00000039537	C6	0	0	0	1	0	1
ENSG00000039560	RAI14	3113	3153	3106	4752	5568	6321
ENSG00000039600	SOX30	14	8	15	5	2	3
ENSG00000039650	PNKP	1044	1156	1085	515	445	493
ENSG00000039987	BEST2	19	11	10	2	1	0
ENSG00000040199	PHLPP2	527	459	480	460	466	471
ENSG00000040275	SPDL1	2078	2063	1981	585	466	530
ENSG00000040341	STAU2	2130	1680	1688	960	1000	1012
ENSG00000040487	PQLC2	289	311	284	289	237	294
ENSG00000040531	CTNS	462	486	441	275	255	280
ENSG00000040608	RTN4R	386	318	382	132	116	124
ENSG00000040633	PHF23	1765	1987	1985	934	828	880
ENSG00000040731	CDH10	6	0	2	717	1153	1253
ENSG00000040933	INPP4A	1713	1194	1300	646	641	739
ENSG00000041353	RAB27B	10	5	9	336	138	147
ENSG00000041357	PSMA4	5786	5737	5447	2096	2128	2252
ENSG00000041515	MYO16	1	1	4	18	24	20
ENSG00000041802	LSG1	2541	2839	2483	873	794	839
ENSG00000041880	PARP3	58	67	44	45	40	40
ENSG00000041982	TNC	272	109	118	44333	55715	76052
ENSG00000041988	THAP3	228	234	223	151	129	147
ENSG00000042062	FAM65C	89	176	146	20	4	13
ENSG00000042088	TDP1	1135	958	931	354	329	386
ENSG00000042286	AIFM2	270	495	364	163	155	177
ENSG00000042304	C2orf83	0	0	0	0	0	0
ENSG00000042317	SPATA7	208	188	219	170	151	170
ENSG00000042429	MED17	1008	936	859	884	876	936
ENSG00000042445	RETSAT	407	435	441	771	732	781
ENSG00000042493	CAPG	726	896	829	2041	2318	2549
ENSG00000042753	AP2S1	1545	1703	1682	1213	1198	1286
ENSG00000042781	USH2A	0	2	3	0	0	1
ENSG00000042813	ZPBP	0	1	0	0	2	0
ENSG00000042832	TG	1	1	1	14	20	4
ENSG00000042980	ADAM28	6	3	6	20	31	17
ENSG00000043039	BARX2	2	0	0	76	40	50
ENSG00000043093	DCUN1D1	1530	1423	1477	921	937	941
ENSG00000043143	JADE2	2770	2669	2811	537	553	504
ENSG00000043355	ZIC2	4025	2666	2992	5	3	1
ENSG00000043462	LCP2	3	6	7	0	1	1
ENSG00000043514	TRIT1	708	751	644	311	235	279
ENSG00000043591	ADRB1	1	3	2	2	5	3
ENSG00000044090	CUL7	941	980	797	1758	1685	2037
ENSG00000044115	CTNNA1	11747	10579	11269	9188	9659	10557
ENSG00000044446	PHKA2	2009	1928	1746	1370	1383	1649
ENSG00000044459	CNTLN	1048	807	961	206	220	242
ENSG00000044524	EPHA3	18	0	6	24	1	7
ENSG00000044574	HSPA5	18045	22515	18712	23898	26784	29229
ENSG00000046604	DSG2	8791	6752	7331	15958	15530	16727
ENSG00000046647	GEMIN8	638	642	650	294	311	338
ENSG00000046651	OFD1	2426	2188	1913	1734	1815	2044
ENSG00000046653	GPM6B	6224	5114	6049	62	27	26
ENSG00000046774	MAGEC2	0	0	0	0	0	0
ENSG00000046889	PREX2	872	859	712	2	1	0
ENSG00000047056	WDR37	390	338	312	551	547	608
ENSG00000047188	YTHDC2	1775	1535	1528	877	832	865
ENSG00000047230	CTPS2	4059	3078	3325	1571	1458	1626
ENSG00000047249	ATP6V1H	1419	1310	1269	1252	1454	1496
ENSG00000047315	POLR2B	5073	4589	4229	2980	3059	3136
ENSG00000047346	FAM214A	453	468	501	614	557	564
ENSG00000047365	ARAP2	57	64	71	773	907	989
ENSG00000047410	TPR	7751	6652	6162	5044	5419	5719
ENSG00000047457	CP	21	23	17	4	0	0
ENSG00000047578	KIAA0556	529	453	454	546	566	624
ENSG00000047579	DTNBP1	267	226	209	266	262	318
ENSG00000047597	XK	535	223	330	21	24	26
ENSG00000047617	ANO2	54	32	37	12	16	12
ENSG00000047621	C12orf4	541	599	451	472	463	507
ENSG00000047634	SCML1	75	80	80	320	307	282
ENSG00000047644	WWC3	2351	1967	2006	3884	4158	4538
ENSG00000047648	ARHGAP6	6	10	4	65	18	16
ENSG00000047662	FAM184B	8	8	8	2	0	3
ENSG00000047849	MAP4	7911	7761	7217	9473	10161	11127
ENSG00000047932	GOPC	1431	1128	1134	2045	2025	1892
ENSG00000047936	ROS1	0	0	0	0	0	2
ENSG00000048028	USP28	2991	3150	3046	830	924	948
ENSG00000048052	HDAC9	533	309	347	158	135	104
ENSG00000048140	TSPAN17	1475	1349	1338	1083	990	1171
ENSG00000048162	NOP16	831	1165	903	223	209	218
ENSG00000048342	CC2D2A	500	368	358	334	293	302
ENSG00000048392	RRM2B	1402	1638	1489	2646	3312	2915
ENSG00000048405	ZNF800	201	190	155	424	454	475
ENSG00000048471	SNX29	375	278	245	296	274	289
ENSG00000048540	LMO3	2	5	9	32	0	0
ENSG00000048544	MRPS10	1198	1444	1360	650	661	677
ENSG00000048545	GUCA1A	127	178	186	61	22	33
ENSG00000048649	RSF1	3154	2864	2794	1736	1764	1963
ENSG00000048707	VPS13D	1615	1454	1382	1062	1039	1271
ENSG00000048740	CELF2	2076	1245	1396	604	661	641
ENSG00000048828	FAM120A	2173	2375	2069	2515	2672	2757
ENSG00000048991	R3HDM1	2228	2271	2081	827	805	816
ENSG00000049089	COL9A2	638	144	217	235	153	174
ENSG00000049130	KITLG	424	397	389	822	592	737
ENSG00000049167	ERCC8	389	331	328	166	173	196
ENSG00000049192	ADAMTS6	62	19	28	1396	1300	2120
ENSG00000049239	H6PD	450	311	341	1271	1220	1386
ENSG00000049245	VAMP3	947	847	822	2447	2847	2904
ENSG00000049246	PER3	271	305	277	107	167	208
ENSG00000049247	UTS2	1	0	1	1	0	0
ENSG00000049249	TNFRSF9	2	6	5	94	37	52
ENSG00000049283	EPN3	413	94	144	260	242	330
ENSG00000049323	LTBP1	1479	754	951	6895	7511	7610
ENSG00000049449	RCN1	3668	3351	3424	11701	12540	12889
ENSG00000049540	ELN	17	36	32	35	16	67
ENSG00000049541	RFC2	1658	1712	1735	313	279	345
ENSG00000049618	ARID1B	4497	3434	3568	1695	1426	1661
ENSG00000049656	CLPTM1L	1905	2202	2038	2296	2137	2446
ENSG00000049759	NEDD4L	2855	2082	2201	2972	3651	3371
ENSG00000049768	FOXP3	23	25	21	1	0	4
ENSG00000049769	PPP1R3F	171	191	131	95	83	114
ENSG00000049860	HEXB	1698	2304	2051	1938	1661	1643
ENSG00000049883	PTCD2	548	449	441	215	233	184
ENSG00000050030	KIAA2022	22	11	13	15	9	7
ENSG00000050130	JKAMP	853	785	785	1222	1034	1133
ENSG00000050165	DKK3	334	300	301	9248	10367	9855
ENSG00000050327	ARHGEF5	133	216	158	299	273	315
ENSG00000050344	NFE2L3	323	333	354	1042	651	668
ENSG00000050393	MCUR1	1169	1224	1160	896	993	1102
ENSG00000050405	LIMA1	1318	1121	1120	7408	7874	7542
ENSG00000050426	LETMD1	853	796	794	467	440	447
ENSG00000050438	SLC4A8	923	727	745	749	552	755
ENSG00000050555	LAMC3	176	198	194	35	2	4
ENSG00000050628	PTGER3	19	5	11	7	1	0
ENSG00000050730	TNIP3	1	0	0	4	11	14
ENSG00000050748	MAPK9	1408	1425	1355	1155	1184	1235
ENSG00000050767	COL23A1	49	77	83	36	7	11
ENSG00000050820	BCAR1	1080	1268	1168	3280	2973	3642
ENSG00000051009	FAM160A2	805	743	648	538	454	555
ENSG00000051108	HERPUD1	420	449	399	1684	1850	2020
ENSG00000051128	HOMER3	93	127	106	376	290	368
ENSG00000051180	RAD51	1026	834	822	225	187	217
ENSG00000051341	POLQ	1053	1237	924	175	120	141
ENSG00000051382	PIK3CB	1027	957	871	648	752	737
ENSG00000051523	CYBA	734	858	809	900	622	810
ENSG00000051596	THOC3	264	321	273	111	93	106
ENSG00000051620	HEBP2	1176	1071	1024	1214	1283	1354
ENSG00000051825	MPHOSPH9	864	809	699	286	208	270
ENSG00000052126	PLEKHA5	2189	1992	2119	1057	982	1292
ENSG00000052344	PRSS8	1173	904	1007	2020	2342	2773
ENSG00000052723	SIKE1	1593	1452	1479	1166	1256	1345
ENSG00000052749	RRP12	1823	2332	1923	625	567	637
ENSG00000052795	FNIP2	649	605	600	592	608	637
ENSG00000052802	MSMO1	1209	762	805	3435	4341	4256
ENSG00000052841	TTC17	2325	1759	1836	2129	2328	2495
ENSG00000052850	ALX4	1	1	0	23	1	2
ENSG00000053108	FSTL4	70	55	68	2	4	5
ENSG00000053254	FOXN3	3275	3262	3186	2312	3122	3023
ENSG00000053328	METTL24	9	5	1	57	58	124
ENSG00000053371	AKR7A2	400	490	453	522	479	566
ENSG00000053372	MRTO4	1669	1910	1826	618	558	581
ENSG00000053438	NNAT	729	567	569	488	337	430
ENSG00000053501	USE1	176	208	193	155	159	196
ENSG00000053524	MCF2L2	212	147	208	31	17	28
ENSG00000053702	NRIP2	0	2	0	0	1	0
ENSG00000053747	LAMA3	19	31	37	106	66	25
ENSG00000053770	AP5M1	1654	1524	1418	865	889	877
ENSG00000053900	ANAPC4	1068	932	944	504	480	490
ENSG00000053918	KCNQ1	44	35	44	0	1	1
ENSG00000054116	TRAPPC3	1059	1096	1091	978	941	1071
ENSG00000054118	THRAP3	8044	7394	7400	3296	3063	3605
ENSG00000054148	PHPT1	674	718	715	847	838	927
ENSG00000054179	ENTPD2	12	24	16	6	4	6
ENSG00000054219	LY75	13	15	11	7	7	1
ENSG00000054267	ARID4B	1844	1314	1329	1431	1343	1475
ENSG00000054277	OPN3	255	118	164	1850	1898	1550
ENSG00000054282	SDCCAG8	308	333	321	410	396	455
ENSG00000054356	PTPRN	478	604	463	857	498	524
ENSG00000054392	HHAT	11	13	7	462	449	442
ENSG00000054523	KIF1B	4827	4107	3766	3028	3206	3606
ENSG00000054598	FOXC1	5	3	9	368	370	364
ENSG00000054611	TBC1D22A	684	628	595	454	434	513
ENSG00000054654	SYNE2	3041	2380	2433	1084	831	1279
ENSG00000054690	PLEKHH1	1205	1063	925	311	293	332
ENSG00000054793	ATP9A	711	529	541	1649	1641	1886
ENSG00000054803	CBLN4	4	8	8	0	0	0
ENSG00000054938	CHRDL2	5	9	13	12	0	0
ENSG00000054965	FAM168A	1006	950	871	1052	1031	1109
ENSG00000054967	RELT	125	134	112	86	45	57
ENSG00000054983	GALC	460	460	424	1242	1199	1204
ENSG00000055044	NOP58	4888	5221	4662	1232	1045	1244
ENSG00000055070	SZRD1	2621	2448	2520	2431	2459	2727
ENSG00000055118	KCNH2	202	269	294	42	33	48
ENSG00000055130	CUL1	3125	3154	2932	2213	2321	2565
ENSG00000055147	FAM114A2	521	578	414	476	523	509
ENSG00000055163	CYFIP2	1517	1432	1425	860	967	1311
ENSG00000055208	TAB2	2845	2745	2663	2448	2262	2695
ENSG00000055211	GINM1	547	525	553	1264	1427	1511
ENSG00000055332	EIF2AK2	1787	1780	1804	1633	1932	1843
ENSG00000055483	USP36	1812	1877	1685	821	796	976
ENSG00000055609	KMT2C	1968	1597	1697	1447	1235	1631
ENSG00000055732	MCOLN3	452	369	389	167	200	203
ENSG00000055813	CCDC85A	1	1	0	74	83	100
ENSG00000055917	PUM2	4018	3510	3556	2162	2223	2271
ENSG00000055950	MRPL43	707	894	825	531	522	524
ENSG00000055955	ITIH4	8	4	2	5	0	3
ENSG00000055957	ITIH1	0	0	1	0	0	0
ENSG00000056050	C4orf27	955	798	785	465	465	427
ENSG00000056097	ZFR	4247	3870	3725	2678	2889	3013
ENSG00000056277	ZNF280C	602	386	408	219	182	219
ENSG00000056291	NPFFR2	34	33	37	142	173	188
ENSG00000056487	PHF21B	514	490	522	28	17	14
ENSG00000056558	TRAF1	141	115	119	270	265	251
ENSG00000056586	RC3H2	1796	1439	1352	2012	2021	2094
ENSG00000056736	IL17RB	174	79	114	12	2	3
ENSG00000056972	TRAF3IP2	320	347	313	276	326	393
ENSG00000056998	GYG2	2807	2511	2711	645	482	596
ENSG00000057019	DCBLD2	2647	1941	1923	3693	2703	2888
ENSG00000057149	SERPINB3	4	6	6	0	0	0
ENSG00000057252	SOAT1	578	315	271	1110	1006	920
ENSG00000057294	PKP2	838	1062	874	3882	4496	5136
ENSG00000057468	MSH4	8	4	6	2	2	3
ENSG00000057593	F7	6	7	6	0	0	0
ENSG00000057608	GDI2	12154	11134	11083	7591	8129	8632
ENSG00000057657	PRDM1	35	39	30	17	15	10
ENSG00000057663	ATG5	1356	1334	1216	742	796	824
ENSG00000057704	TMCC3	86	130	140	193	169	223
ENSG00000057757	PITHD1	1492	1415	1367	607	633	735
ENSG00000057935	MTA3	3336	3022	3235	774	717	753
ENSG00000058056	USP13	1338	1191	1173	411	299	386
ENSG00000058063	ATP11B	1165	1013	972	1565	1785	1850
ENSG00000058085	LAMC2	605	795	671	5816	6272	4754
ENSG00000058091	CDK14	278	195	260	567	719	674
ENSG00000058262	SEC61A1	6019	5895	5660	14577	13400	14552
ENSG00000058272	PPP1R12A	3521	3293	3174	3390	3555	3858
ENSG00000058335	RASGRF1	30	8	13	333	413	390
ENSG00000058404	CAMK2B	0	1	1	6	2	3
ENSG00000058453	CROCC	1275	1184	1028	285	272	296
ENSG00000058600	POLR3E	2021	2163	2033	572	505	603
ENSG00000058668	ATP2B4	3711	1426	1822	8987	10191	11906
ENSG00000058673	ZC3H11A	4604	2979	3164	3738	3089	3539
ENSG00000058729	RIOK2	1367	1457	1283	655	685	700
ENSG00000058799	YIPF1	635	680	623	699	701	699
ENSG00000058804	NDC1	3288	3133	2953	950	755	801
ENSG00000058866	DGKG	5	15	4	4	4	3
ENSG00000059122	FLYWCH1	401	504	457	467	389	404
ENSG00000059145	UNKL	530	728	536	244	276	299
ENSG00000059377	TBXAS1	11	14	8	8	1	3
ENSG00000059378	PARP12	248	217	178	92	96	107
ENSG00000059573	ALDH18A1	3346	3119	3160	3359	3007	3623
ENSG00000059588	TARBP1	1388	1152	1082	578	488	556
ENSG00000059691	GATB	556	572	577	336	299	348
ENSG00000059728	MXD1	189	162	148	355	289	329
ENSG00000059758	CDK17	1466	779	956	854	882	866
ENSG00000059769	DNAJC25	252	284	210	336	342	375
ENSG00000059804	SLC2A3	3099	4401	4091	47769	45141	51798
ENSG00000059915	PSD	85	80	85	139	82	154
ENSG00000060069	CTDP1	1196	1205	1112	599	543	619
ENSG00000060138	YBX3	5956	6682	6470	3618	3813	3826
ENSG00000060140	STYK1	53	64	49	153	155	146
ENSG00000060237	WNK1	7533	7121	6480	5816	5538	6347
ENSG00000060303	RPS17P5	0	0	0	1	0	0
ENSG00000060339	CCAR1	6519	6376	6427	2306	2270	2314
ENSG00000060491	OGFR	662	654	632	795	745	859
ENSG00000060558	GNA15	3	2	5	0	1	0
ENSG00000060566	CREB3L3	4	4	1	1	0	1
ENSG00000060642	PIGV	201	164	180	177	183	184
ENSG00000060656	PTPRU	1040	576	666	1291	964	836
ENSG00000060688	SNRNP40	2357	2502	2317	555	511	559
ENSG00000060709	RIMBP2	8	5	4	15	13	11
ENSG00000060718	COL11A1	195	169	161	1379	726	1126
ENSG00000060749	QSER1	9392	6971	7235	1768	1649	1779
ENSG00000060762	MPC1	268	414	379	609	602	487
ENSG00000060971	ACAA1	530	602	542	726	705	752
ENSG00000060982	BCAT1	7230	4485	5215	15784	12751	12638
ENSG00000061273	HDAC7	1051	1098	1090	2042	2046	2361
ENSG00000061337	LZTS1	201	243	294	196	62	63
ENSG00000061455	PRDM6	4	2	2	73	14	17
ENSG00000061492	WNT8A	29	4	10	0	0	0
ENSG00000061656	SPAG4	6	6	10	6	11	5
ENSG00000061676	NCKAP1	8120	7963	7508	7151	7610	7720
ENSG00000061794	MRPS35	1763	2067	1838	852	985	973
ENSG00000061918	GUCY1B3	28	19	25	249	254	270
ENSG00000061936	SFSWAP	1490	1582	1455	870	792	877
ENSG00000061938	TNK2	971	813	829	1025	893	1027
ENSG00000061987	MON2	971	823	828	1319	1342	1410
ENSG00000062038	CDH3	2661	2233	2777	10989	11820	14589
ENSG00000062096	ARSF	0	1	1	1	0	1
ENSG00000062194	GPBP1	3796	3701	3470	1794	1824	1921
ENSG00000062282	DGAT2	206	69	94	7	5	3
ENSG00000062370	ZNF112	114	133	132	123	168	156
ENSG00000062485	CS	3753	3790	3737	2473	2480	2543
ENSG00000062524	LTK	4	2	3	8	3	0
ENSG00000062582	MRPS24	3	5	2	4	5	4
ENSG00000062598	ELMO2	1099	1025	919	1007	956	1127
ENSG00000062650	WAPAL	3579	3542	3087	1640	1770	1768
ENSG00000062716	VMP1	2433	2622	2504	6464	5514	5609
ENSG00000062725	APPBP2	659	690	592	2186	2128	1984
ENSG00000062822	POLD1	1872	1704	1818	415	321	397
ENSG00000063015	SEZ6	80	56	81	0	0	0
ENSG00000063046	EIF4B	17475	14664	13860	5132	5707	5757
ENSG00000063127	SLC6A16	27	19	16	21	2	12
ENSG00000063169	GLTSCR1	755	937	757	368	246	315
ENSG00000063176	SPHK2	1260	1270	1317	192	147	170
ENSG00000063177	RPL18	11817	12578	12338	5381	5716	5939
ENSG00000063180	CA11	3036	2783	2846	19	15	35
ENSG00000063241	ISOC2	835	878	907	330	319	430
ENSG00000063244	U2AF2	7228	8481	7381	2847	2399	2839
ENSG00000063245	EPN1	2702	2789	2801	1742	1461	1778
ENSG00000063322	MED29	1234	1222	1235	670	615	768
ENSG00000063438	AHRR	98	72	83	90	81	79
ENSG00000063515	GSC2	0	1	0	0	0	0
ENSG00000063587	ZNF275	295	220	256	499	488	580
ENSG00000063601	MTMR1	875	875	907	757	853	914
ENSG00000063660	GPC1	1097	918	884	5668	4690	5009
ENSG00000063761	ADCK1	306	258	281	126	97	113
ENSG00000063854	HAGH	389	404	417	392	442	435
ENSG00000063978	RNF4	1916	1936	1710	1350	1400	1556
ENSG00000064012	CASP8	139	125	128	248	233	243
ENSG00000064042	LIMCH1	713	822	634	557	497	768
ENSG00000064102	ASUN	1647	1763	1723	573	593	660
ENSG00000064115	TM7SF3	1256	1158	1099	1602	1630	1644
ENSG00000064195	DLX3	123	7	25	180	143	145
ENSG00000064199	SPA17	181	139	157	69	62	55
ENSG00000064201	TSPAN32	0	0	0	0	0	0
ENSG00000064218	DMRT3	0	0	0	10	10	28
ENSG00000064225	ST3GAL6	328	166	176	182	190	217
ENSG00000064270	ATP2C2	170	62	59	9	12	19
ENSG00000064300	NGFR	83	123	94	27	25	31
ENSG00000064309	CDON	787	530	572	910	809	1210
ENSG00000064313	TAF2	1417	1406	1321	815	877	860
ENSG00000064393	HIPK2	1634	1184	1233	1473	1488	1729
ENSG00000064419	TNPO3	4973	4957	4873	1652	1609	1811
ENSG00000064489	MEF2BNB-MEF2B	0	0	0	0	0	0
ENSG00000064490	RFXANK	619	747	707	424	363	456
ENSG00000064545	TMEM161A	426	513	450	226	199	224
ENSG00000064547	LPAR2	485	412	482	323	248	282
ENSG00000064601	CTSA	1707	1861	1801	1640	1446	1554
ENSG00000064607	SUGP2	4627	4298	4220	2098	1843	2062
ENSG00000064651	SLC12A2	772	616	652	1275	1074	1141
ENSG00000064652	SNX24	469	442	369	769	1086	1180
ENSG00000064655	EYA2	132	25	52	293	220	312
ENSG00000064666	CNN2	5907	7225	7075	6684	6293	7095
ENSG00000064687	ABCA7	498	439	440	267	210	249
ENSG00000064692	SNCAIP	131	137	104	40	31	61
ENSG00000064703	DDX20	1591	1418	1383	561	521	561
ENSG00000064726	BTBD1	1656	1443	1325	1916	2221	2159
ENSG00000064763	FAR2	561	500	539	325	326	403
ENSG00000064787	BCAS1	1	3	2	1	1	0
ENSG00000064886	CHI3L2	1	1	0	10	8	18
ENSG00000064932	SBNO2	1008	955	950	1315	1158	1334
ENSG00000064933	PMS1	1836	1648	1571	484	443	533
ENSG00000064961	HMG20B	1166	1069	1053	1233	1067	1239
ENSG00000064989	CALCRL	154	115	125	10	11	8
ENSG00000064995	TAF11	1283	1278	1184	595	623	704
ENSG00000064999	ANKS1A	1531	1331	1206	2601	3001	4011
ENSG00000065000	AP3D1	6430	6990	6280	3834	3637	4299
ENSG00000065029	ZNF76	779	781	692	302	323	368
ENSG00000065054	SLC9A3R2	71	65	56	142	110	139
ENSG00000065057	NTHL1	691	714	656	78	75	79
ENSG00000065060	UHRF1BP1	1723	1742	1459	685	802	860
ENSG00000065135	GNAI3	4253	4036	3781	3163	3276	3356
ENSG00000065150	IPO5	17726	14993	14913	4393	4478	4852
ENSG00000065154	OAT	3307	3498	3646	2528	2737	2598
ENSG00000065183	WDR3	2373	2328	2197	693	723	700
ENSG00000065243	PKN2	1997	1616	1546	1850	1855	1980
ENSG00000065268	WDR18	1137	1400	1206	499	394	574
ENSG00000065308	TRAM2	735	727	787	2224	2115	1915
ENSG00000065320	NTN1	122	95	105	468	446	485
ENSG00000065325	GLP2R	0	0	0	24	23	21
ENSG00000065328	MCM10	1963	1880	1582	229	118	177
ENSG00000065357	DGKA	201	206	205	1471	1483	1282
ENSG00000065361	ERBB3	2236	1630	1987	824	1073	1262
ENSG00000065371	ROPN1	0	0	0	0	0	0
ENSG00000065413	ANKRD44	8	14	9	35	53	60
ENSG00000065427	KARS	5426	5715	5689	2186	2266	2523
ENSG00000065457	ADAT1	588	572	460	326	392	405
ENSG00000065485	PDIA5	528	458	452	1687	1711	1701
ENSG00000065491	TBC1D22B	699	702	582	338	314	333
ENSG00000065518	NDUFB4	3205	2740	2954	1168	1133	1178
ENSG00000065526	SPEN	2465	2251	1991	1591	1514	1722
ENSG00000065534	MYLK	347	218	243	2688	2888	2979
ENSG00000065548	ZC3H15	3214	3362	3057	1422	1473	1510
ENSG00000065559	MAP2K4	1480	1374	1270	1544	1692	1750
ENSG00000065600	TMEM206	308	346	323	335	286	295
ENSG00000065609	SNAP91	49	63	79	12	4	7
ENSG00000065613	SLK	1830	1720	1554	2578	2818	3123
ENSG00000065615	CYB5R4	416	453	408	343	393	402
ENSG00000065618	COL17A1	44	28	24	3703	2803	2546
ENSG00000065621	GSTO2	197	190	179	37	41	39
ENSG00000065665	SEC61A2	665	696	639	310	257	299
ENSG00000065675	PRKCQ	372	679	563	49	59	39
ENSG00000065717	TLE2	86	111	168	23	17	14
ENSG00000065802	ASB1	915	674	732	901	971	1023
ENSG00000065809	FAM107B	693	534	551	1720	1783	2027
ENSG00000065833	ME1	486	683	644	1951	2500	2527
ENSG00000065882	TBC1D1	3112	2350	2488	2780	3232	3753
ENSG00000065883	CDK13	2253	2062	1956	1528	1555	1567
ENSG00000065911	MTHFD2	3538	4791	4117	2724	3850	3813
ENSG00000065923	SLC9A7	392	442	423	476	535	570
ENSG00000065970	FOXJ2	410	406	402	1461	1443	1658
ENSG00000065978	YBX1	52804	52535	52973	18985	18928	20520
ENSG00000065989	PDE4A	84	61	84	56	41	33
ENSG00000066027	PPP2R5A	1488	1391	1371	680	691	629
ENSG00000066032	CTNNA2	274	183	186	16	10	18
ENSG00000066044	ELAVL1	3194	3076	3241	2059	1913	2023
ENSG00000066056	TIE1	36	46	34	11	5	3
ENSG00000066084	DIP2B	1596	1562	1455	3067	3209	3535
ENSG00000066117	SMARCD1	4622	4947	4822	1506	1431	1561
ENSG00000066135	KDM4A	3832	4406	4322	1504	1427	1598
ENSG00000066136	NFYC	1984	2071	1914	1350	1063	1354
ENSG00000066185	ZMYND12	5	15	24	6	5	9
ENSG00000066230	SLC9A3	2	2	4	1	0	1
ENSG00000066248	NGEF	22	25	38	17	11	8
ENSG00000066279	ASPM	3781	2740	2939	814	479	599
ENSG00000066322	ELOVL1	568	470	525	1949	1750	1903
ENSG00000066336	SPI1	0	4	1	3	0	0
ENSG00000066379	ZNRD1	276	309	363	144	121	135
ENSG00000066382	MPPED2	296	390	357	36	7	18
ENSG00000066405	CLDN18	0	0	0	1	0	1
ENSG00000066422	ZBTB11	718	771	682	661	651	651
