id	sym	Control_1	Control_2	Control_3	shEZH2_day4_1	shEZH2_day4_2	shEZH2_day4_3
ENSG00000037637	FBXO42	1006	678	619	740	562	807
ENSG00000037749	MFAP3	230	137	102	353	243	263
ENSG00000037757	MRI1	353	273	335	172	150	270
ENSG00000037897	METTL1	347	267	307	142	134	169
ENSG00000037965	HOXC8	30	21	11	9	7	7
ENSG00000038002	AGA	288	229	147	197	136	191
ENSG00000038210	PI4K2B	167	106	102	155	103	128
ENSG00000038219	BOD1L1	513	366	389	677	420	561
ENSG00000038274	MAT2B	1052	750	644	839	608	729
ENSG00000038295	TLL1	2	1	0	0	2	0
ENSG00000038358	EDC4	1928	1585	1643	1057	776	1077
ENSG00000038382	TRIO	13001	8160	7310	8285	5469	8080
ENSG00000038427	VCAN	3048	1881	1764	5371	2855	3391
ENSG00000038532	CLEC16A	1219	878	810	604	508	708
ENSG00000038945	MSR1	2	0	1	4	1	4
ENSG00000039068	CDH1	0	0	1	0	0	0
ENSG00000039123	SKIV2L2	468	381	355	900	562	626
ENSG00000039139	DNAH5	169	89	82	420	288	335
ENSG00000039319	ZFYVE16	160	140	121	567	355	394
ENSG00000039523	FAM65A	2464	1982	2107	1139	930	1277
ENSG00000039537	C6	3	1	0	0	0	0
ENSG00000039560	RAI14	5141	3169	2907	5323	3476	4072
ENSG00000039600	SOX30	11	4	8	14	3	2
ENSG00000039650	PNKP	755	605	721	422	349	523
ENSG00000039987	BEST2	0	0	0	0	1	1
ENSG00000040199	PHLPP2	461	271	276	357	246	267
ENSG00000040275	SPDL1	546	456	389	504	314	323
ENSG00000040341	STAU2	256	199	159	304	199	197
ENSG00000040487	PQLC2	607	484	525	618	478	786
ENSG00000040531	CTNS	302	233	227	240	182	232
ENSG00000040608	RTN4R	43	31	41	18	23	32
ENSG00000040633	PHF23	1137	888	976	1096	874	1265
ENSG00000040731	CDH10	5	6	5	1	2	1
ENSG00000040933	INPP4A	697	497	418	548	366	495
ENSG00000041353	RAB27B	3	2	0	5	7	5
ENSG00000041357	PSMA4	1922	1405	1150	1231	986	1137
ENSG00000041515	MYO16	11	9	14	10	8	6
ENSG00000041802	LSG1	988	749	630	410	320	368
ENSG00000041880	PARP3	459	400	394	259	199	305
ENSG00000041982	TNC	7165	5427	4322	7978	4527	6527
ENSG00000041988	THAP3	429	339	370	240	172	270
ENSG00000042062	FAM65C	70	46	37	150	101	174
ENSG00000042088	TDP1	871	716	592	486	337	461
ENSG00000042286	AIFM2	1042	764	825	777	563	791
ENSG00000042317	SPATA7	68	56	36	131	86	91
ENSG00000042429	MED17	613	469	355	484	362	433
ENSG00000042445	RETSAT	1250	895	833	1341	1014	1414
ENSG00000042493	CAPG	2379	2115	2409	2079	1819	2528
ENSG00000042753	AP2S1	3065	2641	2924	2247	1843	2801
ENSG00000042781	USH2A	0	0	1	2	0	0
ENSG00000042832	TG	17	7	17	20	20	14
ENSG00000042980	ADAM28	4	1	2	10	0	9
ENSG00000043039	BARX2	0	0	0	0	2	0
ENSG00000043093	DCUN1D1	168	123	94	260	179	178
ENSG00000043143	JADE2	1573	1188	1199	571	455	639
ENSG00000043355	ZIC2	7	6	8	0	1	2
ENSG00000043514	TRIT1	310	253	157	118	82	76
ENSG00000043591	ADRB1	12	6	8	5	3	0
ENSG00000044090	CUL7	1981	1466	1635	1734	1322	1912
ENSG00000044115	CTNNA1	14263	10450	8931	5894	4200	5423
ENSG00000044446	PHKA2	647	500	410	230	179	270
ENSG00000044459	CNTLN	126	110	79	99	82	100
ENSG00000044524	EPHA3	1	1	2	4	2	4
ENSG00000044574	HSPA5	19286	14455	11331	11271	8337	9679
ENSG00000046604	DSG2	927	558	436	756	475	570
ENSG00000046647	GEMIN8	170	143	148	256	165	249
ENSG00000046651	OFD1	134	85	86	144	83	91
ENSG00000046653	GPM6B	47	39	29	70	37	52
ENSG00000047056	WDR37	610	472	365	803	666	816
ENSG00000047188	YTHDC2	212	163	137	539	268	326
ENSG00000047230	CTPS2	544	366	328	433	310	366
ENSG00000047249	ATP6V1H	782	664	465	654	512	638
ENSG00000047315	POLR2B	1767	1263	1139	1709	1206	1324
ENSG00000047346	FAM214A	81	52	61	181	120	142
ENSG00000047365	ARAP2	17	19	15	32	16	18
ENSG00000047410	TPR	689	572	483	1235	730	909
ENSG00000047457	CP	0	0	0	2	0	0
ENSG00000047578	KIAA0556	785	530	511	484	313	461
ENSG00000047579	DTNBP1	262	250	248	144	100	135
ENSG00000047597	XK	6	3	3	5	6	4
ENSG00000047617	ANO2	0	0	1	5	2	4
ENSG00000047621	C12orf4	182	148	113	156	83	93
ENSG00000047634	SCML1	151	93	84	162	106	119
ENSG00000047644	WWC3	1998	1418	1239	1258	952	1303
ENSG00000047648	ARHGAP6	47	33	23	80	62	93
ENSG00000047662	FAM184B	73	45	50	6	3	9
ENSG00000047849	MAP4	21356	16200	15759	10340	7767	10304
ENSG00000047932	GOPC	351	265	258	732	469	516
ENSG00000047936	ROS1	2	0	1	0	0	1
ENSG00000048028	USP28	437	305	253	343	231	282
ENSG00000048052	HDAC9	27	11	11	16	8	25
ENSG00000048140	TSPAN17	2345	2057	2176	1290	1107	1514
ENSG00000048162	NOP16	409	363	328	179	124	141
ENSG00000048342	CC2D2A	402	273	226	317	212	208
ENSG00000048392	RRM2B	330	279	186	1642	1086	1225
ENSG00000048405	ZNF800	190	102	124	189	120	157
ENSG00000048471	SNX29	538	422	343	443	321	447
ENSG00000048540	LMO3	1	1	3	1	0	1
ENSG00000048544	MRPS10	681	532	429	318	276	280
ENSG00000048545	GUCA1A	53	28	46	86	80	85
ENSG00000048649	RSF1	364	275	257	904	495	627
ENSG00000048707	VPS13D	1073	532	475	847	519	734
ENSG00000048740	CELF2	203	158	113	354	215	300
ENSG00000048828	FAM120A	4254	3099	2605	1805	1373	1816
ENSG00000048991	R3HDM1	567	463	393	262	181	189
ENSG00000049089	COL9A2	65	42	45	122	74	132
ENSG00000049130	KITLG	378	341	215	592	360	371
ENSG00000049167	ERCC8	119	91	57	82	62	44
ENSG00000049192	ADAMTS6	413	273	224	265	161	191
ENSG00000049239	H6PD	2147	1407	1492	2244	1467	2400
ENSG00000049245	VAMP3	2685	1985	1622	2355	1717	1884
ENSG00000049246	PER3	164	105	99	220	128	177
ENSG00000049247	UTS2	1	0	0	1	0	0
ENSG00000049249	TNFRSF9	0	1	1	8	3	7
ENSG00000049283	EPN3	2	1	1	0	0	1
ENSG00000049323	LTBP1	19873	12893	10635	13150	8442	10553
ENSG00000049449	RCN1	6587	4472	3768	7165	5051	6100
ENSG00000049540	ELN	15309	13833	13430	14632	10387	11962
ENSG00000049541	RFC2	1151	990	1028	370	287	328
ENSG00000049618	ARID1B	1965	1314	1252	1407	839	1200
ENSG00000049656	CLPTM1L	3381	2795	2715	1820	1417	1941
ENSG00000049759	NEDD4L	830	602	568	571	346	529
ENSG00000049768	FOXP3	5	2	1	2	3	5
ENSG00000049769	PPP1R3F	279	189	217	150	116	152
ENSG00000049860	HEXB	2048	1484	1130	2408	1940	2054
ENSG00000049883	PTCD2	162	104	102	132	52	68
ENSG00000050030	KIAA2022	0	0	1	0	0	0
ENSG00000050130	JKAMP	427	355	283	845	601	592
ENSG00000050165	DKK3	20122	14253	13752	16980	12779	17810
ENSG00000050327	ARHGEF5	93	55	52	35	32	48
ENSG00000050344	NFE2L3	1058	759	646	516	375	447
ENSG00000050393	MCUR1	802	601	539	297	211	272
ENSG00000050405	LIMA1	4728	3178	2605	729	520	588
ENSG00000050426	LETMD1	475	333	309	500	400	473
ENSG00000050438	SLC4A8	331	237	187	243	157	196
ENSG00000050555	LAMC3	5	8	4	18	7	16
ENSG00000050628	PTGER3	2	1	2	1	2	2
ENSG00000050730	TNIP3	4	3	0	4	6	0
ENSG00000050748	MAPK9	957	681	542	429	335	331
ENSG00000050767	COL23A1	1	0	0	1	0	0
ENSG00000050820	BCAR1	7974	6220	7307	4542	3647	5772
ENSG00000051009	FAM160A2	518	425	417	505	374	481
ENSG00000051108	HERPUD1	1551	1082	1062	919	676	867
ENSG00000051128	HOMER3	1453	1265	1420	815	717	943
ENSG00000051180	RAD51	539	488	422	119	100	133
ENSG00000051341	POLQ	184	114	135	69	43	54
ENSG00000051382	PIK3CB	370	234	186	652	429	493
ENSG00000051523	CYBA	2265	1863	2260	2532	2255	3217
ENSG00000051596	THOC3	608	553	514	307	279	356
ENSG00000051620	HEBP2	1379	1167	1049	1170	883	1144
ENSG00000051825	MPHOSPH9	117	93	67	206	115	105
ENSG00000052126	PLEKHA5	190	111	121	475	277	347
ENSG00000052344	PRSS8	1	1	2	5	3	6
ENSG00000052723	SIKE1	276	207	178	545	339	369
ENSG00000052749	RRP12	1494	1146	1238	514	460	634
ENSG00000052795	FNIP2	307	176	165	255	180	169
ENSG00000052802	MSMO1	318	231	221	343	250	267
ENSG00000052841	TTC17	1003	670	550	888	543	662
ENSG00000052850	ALX4	0	0	2	0	0	0
ENSG00000053108	FSTL4	4	4	4	46	26	48
ENSG00000053254	FOXN3	2136	1316	1149	1134	753	967
ENSG00000053371	AKR7A2	1288	1171	1184	1042	899	1134
ENSG00000053372	MRTO4	1774	1574	1625	633	494	681
ENSG00000053438	NNAT	289	234	281	402	316	509
ENSG00000053501	USE1	358	299	341	229	202	249
ENSG00000053524	MCF2L2	1	0	1	1	0	0
ENSG00000053702	NRIP2	47	16	25	39	30	53
ENSG00000053747	LAMA3	49	40	34	56	43	56
ENSG00000053770	AP5M1	226	156	123	321	189	197
ENSG00000053900	ANAPC4	144	120	86	207	143	149
ENSG00000053918	KCNQ1	0	1	0	1	0	0
ENSG00000054116	TRAPPC3	1391	1145	1133	917	738	960
ENSG00000054118	THRAP3	4161	3114	2773	2413	1719	2170
ENSG00000054148	PHPT1	2355	2022	2255	2124	1825	2667
ENSG00000054267	ARID4B	231	160	157	459	333	390
ENSG00000054277	OPN3	144	90	79	94	70	93
ENSG00000054282	SDCCAG8	217	131	129	325	227	214
ENSG00000054356	PTPRN	4093	3021	3522	4510	3503	4851
ENSG00000054392	HHAT	90	60	54	103	70	115
ENSG00000054523	KIF1B	1839	1090	978	1367	988	1146
ENSG00000054598	FOXC1	149	101	100	71	47	69
ENSG00000054611	TBC1D22A	1205	934	1062	1016	807	1161
ENSG00000054654	SYNE2	212	152	137	152	73	117
ENSG00000054690	PLEKHH1	7	5	4	5	3	4
ENSG00000054793	ATP9A	1421	944	860	1290	825	1204
ENSG00000054938	CHRDL2	82	47	57	41	24	49
ENSG00000054965	FAM168A	1666	1176	1097	1410	929	1299
ENSG00000054967	RELT	339	246	294	140	121	187
ENSG00000054983	GALC	267	151	126	386	280	339
ENSG00000055044	NOP58	638	478	407	440	331	339
ENSG00000055070	SZRD1	5325	4244	4647	2381	1930	2779
ENSG00000055118	KCNH2	6	1	6	1	1	3
ENSG00000055130	CUL1	2025	1414	1295	1196	851	886
ENSG00000055147	FAM114A2	267	182	164	291	185	234
ENSG00000055163	CYFIP2	556	379	356	550	414	644
ENSG00000055208	TAB2	747	578	421	683	432	500
ENSG00000055211	GINM1	745	556	408	719	512	600
ENSG00000055332	EIF2AK2	696	429	374	638	446	459
ENSG00000055483	USP36	1552	1140	1119	987	809	1100
ENSG00000055609	KMT2C	551	361	303	723	458	595
ENSG00000055732	MCOLN3	0	0	0	1	1	0
ENSG00000055813	CCDC85A	15	5	9	11	7	14
ENSG00000055917	PUM2	1163	726	677	1392	854	980
ENSG00000055950	MRPL43	1280	1058	1121	714	568	853
ENSG00000056050	HPF1	186	166	171	178	120	105
ENSG00000056097	ZFR	1937	1259	1014	1846	1329	1487
ENSG00000056277	ZNF280C	34	27	25	63	25	37
ENSG00000056487	PHF21B	0	1	0	0	0	0
ENSG00000056558	TRAF1	106	77	83	42	36	57
ENSG00000056586	RC3H2	566	362	296	1054	599	660
ENSG00000056736	IL17RB	31	19	23	23	16	17
ENSG00000056972	TRAF3IP2	246	187	193	158	138	157
ENSG00000056998	GYG2	340	225	206	221	150	227
ENSG00000057019	DCBLD2	3065	1973	1658	9838	6745	7655
ENSG00000057252	SOAT1	849	640	508	621	440	495
ENSG00000057294	PKP2	32	31	15	18	8	17
ENSG00000057468	MSH4	0	2	0	0	1	0
ENSG00000057593	F7	35	20	25	12	6	18
ENSG00000057608	GDI2	4927	3693	2898	3523	2585	2770
ENSG00000057657	PRDM1	169	124	106	182	143	162
ENSG00000057663	ATG5	293	256	182	284	201	231
ENSG00000057704	TMCC3	6	6	7	19	25	21
ENSG00000057757	PITHD1	926	785	648	659	533	652
ENSG00000057935	MTA3	586	452	391	661	474	576
ENSG00000058056	USP13	846	619	535	288	180	217
ENSG00000058063	ATP11B	366	246	175	720	418	469
ENSG00000058085	LAMC2	41	51	33	241	218	195
ENSG00000058091	CDK14	421	275	247	696	459	583
ENSG00000058262	SEC61A1	15973	13062	11985	10258	7934	10656
ENSG00000058272	PPP1R12A	860	560	430	805	575	570
ENSG00000058335	RASGRF1	7	12	1	1	1	4
ENSG00000058404	CAMK2B	6	4	4	13	5	24
ENSG00000058453	CROCC	546	363	425	261	187	318
ENSG00000058600	POLR3E	1070	713	721	370	293	426
ENSG00000058668	ATP2B4	12330	8187	6494	4127	2859	3473
ENSG00000058673	ZC3H11A	1035	766	583	1651	944	1248
ENSG00000058729	RIOK2	150	152	125	309	229	214
ENSG00000058799	YIPF1	509	437	363	454	357	425
ENSG00000058804	NDC1	913	617	487	425	317	256
ENSG00000058866	DGKG	13	18	10	10	20	16
ENSG00000059122	FLYWCH1	1916	1387	1629	1445	1242	1724
ENSG00000059145	UNKL	715	560	570	620	509	711
ENSG00000059377	TBXAS1	135	104	110	166	117	159
ENSG00000059378	PARP12	323	251	222	141	101	113
ENSG00000059573	ALDH18A1	3980	3273	3001	2962	2083	2756
ENSG00000059588	TARBP1	377	257	213	193	97	128
ENSG00000059691	GATB	526	432	414	346	277	325
ENSG00000059728	MXD1	77	58	42	276	167	243
ENSG00000059758	CDK17	600	398	364	800	513	592
ENSG00000059769	DNAJC25	183	97	78	146	94	99
ENSG00000059804	SLC2A3	3372	2259	1767	8626	5824	7704
ENSG00000059915	PSD	140	126	134	262	188	304
ENSG00000060069	CTDP1	1298	1056	1139	895	714	961
ENSG00000060138	YBX3	6970	5515	5614	2542	1785	2497
ENSG00000060140	STYK1	5	3	4	1	0	1
ENSG00000060237	WNK1	3062	1828	1667	1709	1197	1506
ENSG00000060339	CCAR1	760	482	413	728	470	510
ENSG00000060491	OGFR	1682	1305	1518	1310	1057	1645
ENSG00000060558	GNA15	9	5	7	13	11	27
ENSG00000060566	CREB3L3	1	0	0	1	0	1
ENSG00000060642	PIGV	277	191	203	306	176	301
ENSG00000060656	PTPRU	1147	780	897	1519	1111	1604
ENSG00000060688	SNRNP40	1090	897	829	313	244	358
ENSG00000060718	COL11A1	2432	1661	1363	8221	5084	6217
ENSG00000060749	QSER1	325	219	179	300	179	229
ENSG00000060762	MPC1	88	86	100	82	42	56
ENSG00000060971	ACAA1	676	520	590	420	398	528
ENSG00000060982	BCAT1	1997	1402	1193	1976	1312	1513
ENSG00000061273	HDAC7	3549	2734	2964	1731	1353	1917
ENSG00000061337	LZTS1	577	487	468	101	82	121
ENSG00000061455	PRDM6	51	39	33	77	61	78
ENSG00000061656	SPAG4	186	181	156	268	201	306
ENSG00000061676	NCKAP1	2470	1818	1342	2979	1932	2242
ENSG00000061794	MRPS35	706	588	497	617	423	446
ENSG00000061918	GUCY1B3	9	3	2	10	8	11
ENSG00000061936	SFSWAP	1025	895	735	548	394	513
ENSG00000061938	TNK2	840	595	620	506	397	590
ENSG00000061987	MON2	460	318	279	809	570	604
ENSG00000062038	CDH3	0	0	1	0	0	0
ENSG00000062194	GPBP1	407	300	256	450	283	306
ENSG00000062282	DGAT2	23	10	11	18	17	13
ENSG00000062370	ZNF112	21	14	8	49	34	42
ENSG00000062485	CS	4121	3445	3066	2094	1580	2000
ENSG00000062524	LTK	24	16	10	37	32	49
ENSG00000062582	MRPS24	30	28	28	19	15	29
ENSG00000062598	ELMO2	1187	914	816	500	381	495
ENSG00000062650	WAPL	689	541	406	590	428	429
ENSG00000062716	VMP1	1757	1300	1062	2114	1412	1676
ENSG00000062725	APPBP2	407	308	273	594	429	463
ENSG00000062822	POLD1	2033	1684	1951	445	314	537
ENSG00000063015	SEZ6	3	0	2	0	0	2
ENSG00000063046	EIF4B	8223	5492	5052	8669	5834	8022
ENSG00000063127	SLC6A16	19	12	12	17	14	16
ENSG00000063169	GLTSCR1	402	317	310	247	197	300
ENSG00000063176	SPHK2	287	256	296	181	177	231
ENSG00000063177	RPL18	12553	12285	12943	10242	8698	12108
ENSG00000063180	CA11	14	5	6	58	39	89
ENSG00000063241	ISOC2	815	717	779	660	544	794
ENSG00000063244	U2AF2	8015	6714	7164	3877	3141	4662
ENSG00000063245	EPN1	6792	5558	6493	3794	3206	4956
ENSG00000063322	MED29	1174	946	904	838	678	979
ENSG00000063438	AHRR	1507	1152	1108	1350	1040	1464
ENSG00000063587	ZNF275	607	385	361	419	278	398
ENSG00000063601	MTMR1	1202	896	753	964	654	936
ENSG00000063660	GPC1	10283	8250	8784	4086	3472	4766
ENSG00000063761	ADCK1	90	88	90	54	45	58
ENSG00000063854	HAGH	889	712	724	742	671	983
ENSG00000063978	RNF4	2453	1792	1660	691	607	704
ENSG00000064012	CASP8	287	203	147	185	129	176
ENSG00000064042	LIMCH1	180	110	88	330	235	244
ENSG00000064102	ASUN	332	236	194	376	293	317
ENSG00000064115	TM7SF3	1128	815	637	883	657	769
ENSG00000064195	DLX3	0	1	0	0	0	0
ENSG00000064199	SPA17	45	38	33	18	3	8
ENSG00000064201	TSPAN32	1	5	4	4	5	0
ENSG00000064205	WISP2	244	127	156	180	157	221
ENSG00000064225	ST3GAL6	37	29	17	30	18	16
ENSG00000064270	ATP2C2	4	5	0	1	6	2
ENSG00000064300	NGFR	3	4	1	2	1	2
ENSG00000064309	CDON	70	50	45	230	139	189
ENSG00000064313	TAF2	460	301	274	546	362	425
ENSG00000064393	HIPK2	3727	1947	1926	1352	757	1273
ENSG00000064419	TNPO3	1861	1430	1256	1023	758	908
ENSG00000064489	BORCS8-MEF2B	1	0	0	0	0	2
ENSG00000064490	RFXANK	842	676	838	486	398	651
ENSG00000064545	TMEM161A	634	489	513	408	312	387
ENSG00000064547	LPAR2	59	36	29	54	43	69
ENSG00000064601	CTSA	2400	1913	2048	3245	2323	3696
ENSG00000064607	SUGP2	1991	1557	1239	1333	954	1336
ENSG00000064651	SLC12A2	197	141	146	169	85	113
ENSG00000064652	SNX24	237	172	169	166	140	155
ENSG00000064655	EYA2	256	195	201	209	157	200
ENSG00000064666	CNN2	12387	10249	11233	3280	2704	3879
ENSG00000064687	ABCA7	59	39	27	62	55	79
ENSG00000064692	SNCAIP	190	142	92	132	76	100
ENSG00000064703	DDX20	417	321	257	333	245	236
ENSG00000064726	BTBD1	1098	816	675	1512	1015	1116
ENSG00000064763	FAR2	55	36	27	48	37	37
ENSG00000064886	CHI3L2	3	0	0	1	1	0
ENSG00000064932	SBNO2	3844	2802	3240	3007	2494	3427
ENSG00000064933	PMS1	137	116	80	125	96	98
ENSG00000064961	HMG20B	2695	2209	2504	1262	1020	1407
ENSG00000064989	CALCRL	1	0	1	3	3	3
ENSG00000064995	TAF11	318	276	204	321	291	288
ENSG00000064999	ANKS1A	821	603	494	536	364	548
ENSG00000065000	AP3D1	7499	5569	5762	3538	2671	3751
ENSG00000065029	ZNF76	394	276	334	313	218	378
ENSG00000065054	SLC9A3R2	2340	2028	2206	1841	1631	2324
ENSG00000065057	NTHL1	372	331	393	164	131	157
ENSG00000065060	UHRF1BP1	406	287	211	298	206	245
ENSG00000065135	GNAI3	1628	1202	1070	2327	1581	1781
ENSG00000065150	IPO5	7894	5465	4557	4739	3339	3610
ENSG00000065154	OAT	1741	1230	963	1411	1083	1180
ENSG00000065183	WDR3	691	433	417	479	332	361
ENSG00000065243	PKN2	439	349	256	539	301	346
ENSG00000065268	WDR18	1595	1296	1539	727	615	859
ENSG00000065308	TRAM2	13046	9219	7921	3664	2555	3545
ENSG00000065320	NTN1	6	7	1	13	6	14
ENSG00000065325	GLP2R	18	18	7	47	37	45
ENSG00000065328	MCM10	515	350	332	71	51	33
ENSG00000065357	DGKA	1708	1374	1279	1250	915	1298
ENSG00000065361	ERBB3	17	15	10	13	11	7
ENSG00000065371	ROPN1	0	3	1	0	2	1
ENSG00000065413	ANKRD44	28	23	20	14	23	20
ENSG00000065427	KARS	4273	3390	2820	1904	1416	1716
ENSG00000065457	ADAT1	410	341	280	208	137	175
ENSG00000065485	PDIA5	557	409	373	519	352	516
ENSG00000065491	TBC1D22B	309	242	202	229	144	239
ENSG00000065518	NDUFB4	1613	1466	1287	1333	1106	1407
ENSG00000065526	SPEN	1524	919	918	1002	650	835
ENSG00000065534	MYLK	8634	5249	4321	2779	1802	2704
ENSG00000065548	ZC3H15	549	428	360	450	336	355
ENSG00000065559	MAP2K4	459	332	236	584	406	446
ENSG00000065600	TMEM206	290	241	209	258	230	272
ENSG00000065609	SNAP91	0	0	0	0	1	2
ENSG00000065613	SLK	490	389	289	1398	898	952
ENSG00000065615	CYB5R4	108	94	62	276	179	193
ENSG00000065618	COL17A1	14	10	12	5	13	9
ENSG00000065621	GSTO2	91	63	71	72	49	56
ENSG00000065665	SEC61A2	142	96	100	100	111	126
ENSG00000065675	PRKCQ	2	3	3	3	1	1
ENSG00000065717	TLE2	20	18	25	16	17	15
ENSG00000065802	ASB1	2180	1747	1585	1680	1255	1696
ENSG00000065809	FAM107B	2493	1749	1382	1726	1108	1189
ENSG00000065833	ME1	737	574	420	379	309	296
ENSG00000065882	TBC1D1	3334	2505	2170	1050	846	971
ENSG00000065883	CDK13	1153	774	650	803	521	700
ENSG00000065911	MTHFD2	2181	1634	1361	695	540	629
ENSG00000065923	SLC9A7	641	389	332	596	393	468
ENSG00000065970	FOXJ2	1053	770	710	539	387	508
ENSG00000065978	YBX1	28995	22699	21339	13522	10463	15028
ENSG00000065989	PDE4A	628	492	519	351	267	393
ENSG00000066027	PPP2R5A	439	299	245	405	283	366
ENSG00000066032	CTNNA2	1	1	0	2	2	2
ENSG00000066044	ELAVL1	3509	2815	2526	1123	816	1061
ENSG00000066056	TIE1	111	108	78	212	171	215
ENSG00000066084	DIP2B	998	657	518	881	563	644
ENSG00000066117	SMARCD1	1723	1381	1365	746	589	777
ENSG00000066135	KDM4A	1118	868	774	450	386	453
ENSG00000066136	NFYC	814	677	651	611	466	596
ENSG00000066185	ZMYND12	1	3	1	3	2	0
ENSG00000066230	SLC9A3	8	11	9	20	30	43
ENSG00000066248	NGEF	4	7	6	8	10	18
ENSG00000066279	ASPM	429	372	291	432	268	283
ENSG00000066322	ELOVL1	3370	2608	2820	2180	1761	2521
ENSG00000066336	SPI1	0	0	0	1	1	3
ENSG00000066379	ZNRD1	116	79	93	92	67	83
ENSG00000066382	MPPED2	0	0	0	0	0	1
ENSG00000066405	CLDN18	5	1	4	1	1	3
ENSG00000066422	ZBTB11	126	133	103	236	158	193
ENSG00000066427	ATXN3	97	79	79	264	156	216
ENSG00000066455	GOLGA5	548	404	311	761	513	571
ENSG00000066468	FGFR2	37	25	18	7	2	4
ENSG00000066557	LRRC40	151	178	113	319	224	232
ENSG00000066583	ISOC1	259	177	145	207	144	177
ENSG00000066629	EML1	1074	831	665	878	571	753
ENSG00000066651	TRMT11	78	66	46	93	55	68
ENSG00000066654	THUMPD1	229	211	163	440	299	296
ENSG00000066697	MSANTD3	1495	1221	1024	830	644	692
ENSG00000066735	KIF26A	6	1	2	2	0	0
ENSG00000066739	ATG2B	343	231	205	665	390	438
ENSG00000066777	ARFGEF1	429	275	262	833	549	631
ENSG00000066827	ZFAT	200	181	181	185	138	200
ENSG00000066855	MTFR1	348	284	188	244	184	194
ENSG00000066923	STAG3	55	37	22	30	22	35
ENSG00000066926	FECH	812	583	552	569	425	489
ENSG00000066933	MYO9A	311	256	187	599	397	447
ENSG00000067057	PFKP	31195	23398	26417	11925	9353	12950
ENSG00000067064	IDI1	312	228	191	287	223	249
ENSG00000067066	SP100	824	600	481	1011	636	789
ENSG00000067082	KLF6	3003	2051	1680	1380	990	1166
ENSG00000067113	PLPP1	396	283	246	293	242	295
ENSG00000067141	NEO1	569	429	335	399	264	328
ENSG00000067167	TRAM1	3508	2287	1877	3816	2498	3139
ENSG00000067177	PHKA1	305	235	197	430	328	383
ENSG00000067182	TNFRSF1A	4017	3257	3172	3409	2678	3577
ENSG00000067191	CACNB1	169	130	136	62	50	94
ENSG00000067208	EVI5	176	117	84	205	107	126
ENSG00000067221	STOML1	448	434	506	418	341	514
ENSG00000067225	PKM	92513	77053	81868	45049	36233	47605
ENSG00000067248	DHX29	380	311	251	452	300	302
ENSG00000067334	DNTTIP2	357	321	245	406	260	279
ENSG00000067365	METTL22	655	507	567	205	182	253
ENSG00000067369	TP53BP1	1256	713	689	1222	829	1006
ENSG00000067445	TRO	785	564	508	1059	689	1029
ENSG00000067533	RRP15	302	258	213	173	120	164
ENSG00000067560	RHOA	19578	16652	15111	10425	8635	9577
ENSG00000067596	DHX8	1695	1258	1167	1035	725	940
ENSG00000067601	PMS2P4	20	19	19	12	13	11
ENSG00000067606	PRKCZ	60	35	64	41	35	53
ENSG00000067704	IARS2	2310	1607	1336	1732	1252	1306
ENSG00000067715	SYT1	39	18	24	27	16	31
ENSG00000067798	NAV3	732	418	358	312	205	250
ENSG00000067829	IDH3G	1189	962	1098	647	626	847
ENSG00000067836	ROGDI	358	291	382	317	259	375
ENSG00000067840	PDZD4	25	21	20	34	25	44
ENSG00000067842	ATP2B3	0	1	0	2	0	2
ENSG00000067900	ROCK1	617	484	396	862	503	575
ENSG00000067955	CBFB	964	692	614	1210	950	1080
ENSG00000067992	PDK3	155	131	101	176	109	141
ENSG00000068001	HYAL2	1071	962	994	564	461	648
ENSG00000068024	HDAC4	920	562	537	608	465	615
ENSG00000068028	RASSF1	1892	1458	1627	1545	1247	1779
ENSG00000068078	FGFR3	64	50	61	35	45	53
ENSG00000068079	IFI35	172	181	162	135	104	142
ENSG00000068097	HEATR6	888	684	547	450	325	421
ENSG00000068120	COASY	1874	1444	1552	1144	938	1426
ENSG00000068137	PLEKHH3	455	355	410	210	161	266
ENSG00000068305	MEF2A	499	352	283	335	202	268
ENSG00000068308	OTUD5	2186	1736	1926	1316	1001	1401
ENSG00000068323	TFE3	3835	2905	3141	2511	1969	3149
ENSG00000068354	TBC1D25	633	486	482	540	404	661
ENSG00000068366	ACSL4	986	774	635	1764	1017	1201
ENSG00000068383	INPP5A	995	866	759	522	468	580
ENSG00000068394	GPKOW	796	668	663	261	246	269
ENSG00000068400	GRIPAP1	974	657	628	901	688	1067
ENSG00000068438	FTSJ1	1663	1323	1325	632	498	705
ENSG00000068489	PRR11	1532	1240	976	427	334	322
ENSG00000068615	REEP1	0	1	1	0	1	0
ENSG00000068650	ATP11A	1241	825	669	570	421	529
ENSG00000068654	POLR1A	2619	1994	1873	888	694	961
ENSG00000068697	LAPTM4A	7382	5260	4309	9170	6487	8091
ENSG00000068724	TTC7A	1345	1000	1065	667	562	752
ENSG00000068745	IP6K2	1132	933	830	962	705	1010
ENSG00000068784	SRBD1	88	83	61	101	65	70
ENSG00000068796	KIF2A	365	285	218	256	192	220
ENSG00000068831	RASGRP2	14	14	14	10	12	19
ENSG00000068878	PSME4	1468	831	747	1288	872	903
ENSG00000068885	IFT80	24	32	17	79	62	69
ENSG00000068903	SIRT2	1197	989	1025	730	666	893
ENSG00000068912	ERLEC1	899	673	515	1214	824	1000
ENSG00000068971	PPP2R5B	1007	814	848	1083	868	1229
ENSG00000068976	PYGM	8	14	5	21	12	18
