id	sym	D_U6_F_T0_1	D_U6_F_T0_2	F_U6_F_T8_1	F_U6_F_T8_2
ENSG00000048140	TSPAN17	1317	1336	1247	1285
ENSG00000048162	NOP16	820	851	858	722
ENSG00000048342	CC2D2A	290	260	273	237
ENSG00000048392	RRM2B	2208	2218	2429	2532
ENSG00000048405	ZNF800	1072	1127	1143	1201
ENSG00000048462	TNFRSF17	2	3	3	2
ENSG00000048471	SNX29	1733	1832	1374	1603
ENSG00000048540	LMO3	6	1	4	7
ENSG00000048544	MRPS10	645	660	586	599
ENSG00000048545	GUCA1A	0	0	1	0
ENSG00000048649	RSF1	1422	1510	1326	1422
ENSG00000048707	VPS13D	784	788	738	717
ENSG00000048740	CELF2	4	2	0	0
ENSG00000048828	FAM120A	3297	3474	3399	3539
ENSG00000048991	R3HDM1	802	811	694	730
ENSG00000049089	COL9A2	150	167	147	124
ENSG00000049130	KITLG	3248	3341	2167	2327
ENSG00000049167	ERCC8	183	201	167	159
ENSG00000049192	ADAMTS6	54	52	61	94
ENSG00000049239	H6PD	1034	1167	1004	1012
ENSG00000049245	VAMP3	1666	1665	1607	1647
ENSG00000049246	PER3	49	45	33	38
ENSG00000049249	TNFRSF9	130	98	91	69
ENSG00000049283	EPN3	50	55	37	38
ENSG00000049323	LTBP1	2	1	1	0
ENSG00000049449	RCN1	1199	1193	1246	1206
ENSG00000049540	ELN	138	115	87	84
ENSG00000049541	RFC2	931	986	846	910
ENSG00000049618	ARID1B	76	85	91	86
ENSG00000049656	CLPTM1L	3350	3520	3285	3391
ENSG00000049759	NEDD4L	1539	1537	2629	2668
ENSG00000049768	FOXP3	1	2	8	1
ENSG00000049769	PPP1R3F	71	86	117	85
ENSG00000049860	HEXB	791	872	928	905
ENSG00000049883	PTCD2	456	450	408	434
ENSG00000050130	JKAMP	1249	1221	1248	1276
ENSG00000050165	DKK3	1572	1589	2507	2252
ENSG00000050327	ARHGEF5	0	1	1	1
ENSG00000050344	NFE2L3	316	352	270	272
ENSG00000050393	MCUR1	716	694	796	781
ENSG00000050405	LIMA1	1242	1282	1660	1509
ENSG00000050426	LETMD1	1004	1061	883	928
ENSG00000050438	SLC4A8	87	92	72	67
ENSG00000050555	LAMC3	39	44	46	40
ENSG00000050628	PTGER3	1	0	0	0
ENSG00000050730	TNIP3	0	0	0	1
ENSG00000050748	MAPK9	1286	1232	1359	1426
ENSG00000050767	COL23A1	0	5	1	0
ENSG00000050820	BCAR1	2799	3201	3005	2914
ENSG00000051009	FAM160A2	469	545	521	515
ENSG00000051108	HERPUD1	3090	3185	3944	3966
ENSG00000051128	HOMER3	636	691	690	622
ENSG00000051180	RAD51	294	323	294	288
ENSG00000051341	POLQ	1281	1359	1116	1199
ENSG00000051382	PIK3CB	1801	1826	1965	1977
ENSG00000051523	CYBA	1757	1900	1678	1774
ENSG00000051596	THOC3	2	2	3	3
ENSG00000051620	HEBP2	410	465	454	401
ENSG00000051825	MPHOSPH9	621	615	441	534
ENSG00000052126	PLEKHA5	2581	2547	2356	2584
ENSG00000052344	PRSS8	58	35	44	36
ENSG00000052723	SIKE1	1519	1508	1514	1470
ENSG00000052749	RRP12	1057	1105	1244	1135
ENSG00000052795	FNIP2	926	1024	1216	1361
ENSG00000052802	MSMO1	1036	1013	643	638
ENSG00000052841	TTC17	1262	1343	1268	1278
ENSG00000052850	ALX4	35	30	14	20
ENSG00000053108	FSTL4	2	3	1	3
ENSG00000053254	FOXN3	582	551	782	834
ENSG00000053371	AKR7A2	478	457	396	441
ENSG00000053372	MRTO4	716	757	704	658
ENSG00000053438	NNAT	54	46	23	22
ENSG00000053501	USE1	359	359	359	303
ENSG00000053524	MCF2L2	11	9	7	9
ENSG00000053702	NRIP2	33	42	37	32
ENSG00000053747	LAMA3	3857	4186	5878	5595
ENSG00000053770	AP5M1	1037	1110	1073	1122
ENSG00000053900	ANAPC4	450	499	357	389
ENSG00000053918	KCNQ1	16	20	12	23
ENSG00000054116	TRAPPC3	1330	1368	1302	1314
ENSG00000054118	THRAP3	2780	2901	2699	2666
ENSG00000054148	PHPT1	2187	2370	1954	2076
ENSG00000054179	ENTPD2	2	2	2	0
ENSG00000054267	ARID4B	1401	1395	1350	1412
ENSG00000054277	OPN3	371	484	666	655
ENSG00000054282	SDCCAG8	223	224	198	201
ENSG00000054356	PTPRN	2	4	3	0
ENSG00000054392	HHAT	1023	1060	1311	1278
ENSG00000054523	KIF1B	851	844	871	916
ENSG00000054598	FOXC1	186	182	149	160
ENSG00000054611	TBC1D22A	283	325	302	288
ENSG00000054654	SYNE2	2886	3007	2724	3157
ENSG00000054690	PLEKHH1	237	245	201	191
ENSG00000054793	ATP9A	1076	1192	1268	1276
ENSG00000054938	CHRDL2	1	0	0	1
ENSG00000054965	FAM168A	1103	1134	979	1020
ENSG00000054967	RELT	218	224	368	353
ENSG00000055044	NOP58	2243	2336	1807	1808
ENSG00000055070	SZRD1	2349	2400	2428	2436
ENSG00000055118	KCNH2	53	65	37	43
ENSG00000055130	CUL1	2272	2208	2300	2336
ENSG00000055147	FAM114A2	636	673	586	552
ENSG00000055163	CYFIP2	1403	1457	1982	2046
ENSG00000055208	TAB2	2498	2576	2718	2574
ENSG00000055211	GINM1	809	838	761	822
ENSG00000055332	EIF2AK2	2994	3104	2727	2808
ENSG00000055483	USP36	2449	2569	2623	2613
ENSG00000055609	KMT2C	2614	2583	2790	2730
ENSG00000055917	PUM2	3793	3935	4646	4558
ENSG00000055950	MRPL43	1017	1042	882	953
ENSG00000055955	ITIH4	1	3	2	0
ENSG00000055957	ITIH1	0	1	0	0
ENSG00000056050	HPF1	200	212	176	195
ENSG00000056097	ZFR	2347	2327	1648	1604
ENSG00000056277	ZNF280C	424	427	393	433
ENSG00000056487	PHF21B	65	70	65	85
ENSG00000056558	TRAF1	336	329	324	244
ENSG00000056586	RC3H2	3055	3211	3753	3692
ENSG00000056736	IL17RB	121	114	123	132
ENSG00000056972	TRAF3IP2	137	143	146	153
ENSG00000056998	GYG2	441	412	370	411
ENSG00000057019	DCBLD2	15961	16772	18058	17571
ENSG00000057149	SERPINB3	0	0	0	1
ENSG00000057252	SOAT1	1869	1990	2318	2258
ENSG00000057294	PKP2	583	625	572	572
ENSG00000057468	MSH4	3	4	4	3
ENSG00000057593	F7	0	0	1	0
ENSG00000057608	GDI2	3981	3969	3529	3500
ENSG00000057657	PRDM1	2	2	0	1
ENSG00000057663	ATG5	699	679	741	740
ENSG00000057704	TMCC3	134	149	97	116
ENSG00000057757	PITHD1	438	464	433	424
ENSG00000057935	MTA3	607	620	528	518
ENSG00000058056	USP13	2440	2475	2227	2495
ENSG00000058063	ATP11B	1283	1256	1555	1539
ENSG00000058085	LAMC2	14	27	38	17
ENSG00000058091	CDK14	628	669	638	677
ENSG00000058262	SEC61A1	9635	10784	9702	9596
ENSG00000058272	PPP1R12A	1412	1393	1397	1413
ENSG00000058335	RASGRF1	58	62	51	49
ENSG00000058404	CAMK2B	19	18	19	13
ENSG00000058453	CROCC	90	116	73	74
ENSG00000058600	POLR3E	919	932	962	972
ENSG00000058668	ATP2B4	1635	1637	1388	1187
ENSG00000058673	ZC3H11A	1158	1149	1352	1370
ENSG00000058729	RIOK2	771	821	715	684
ENSG00000058799	YIPF1	343	353	297	288
ENSG00000058804	NDC1	2042	2100	1944	2052
ENSG00000058866	DGKG	370	355	409	396
ENSG00000059122	FLYWCH1	888	919	837	929
ENSG00000059145	UNKL	580	608	716	670
ENSG00000059377	TBXAS1	290	254	292	288
ENSG00000059378	PARP12	1856	1812	1708	1491
ENSG00000059573	ALDH18A1	4011	4200	3639	3640
ENSG00000059588	TARBP1	630	630	559	617
ENSG00000059691	GATB	491	521	418	485
ENSG00000059728	MXD1	208	207	246	291
ENSG00000059758	CDK17	645	645	780	746
ENSG00000059769	DNAJC25	578	576	530	541
ENSG00000059804	SLC2A3	3	2	1	0
ENSG00000059915	PSD	24	19	17	15
ENSG00000060069	CTDP1	183	170	171	186
ENSG00000060138	YBX3	3602	3581	3809	3687
ENSG00000060140	STYK1	162	156	166	139
ENSG00000060237	WNK1	6106	6237	6354	6220
ENSG00000060339	CCAR1	2698	2677	1978	2018
ENSG00000060491	OGFR	1302	1327	953	999
ENSG00000060642	PIGV	412	439	386	433
ENSG00000060656	PTPRU	248	285	218	228
ENSG00000060688	SNRNP40	1029	1030	837	913
ENSG00000060718	COL11A1	44	51	65	73
ENSG00000060749	QSER1	2391	2401	2137	2163
ENSG00000060762	MPC1	195	189	145	171
ENSG00000060971	ACAA1	421	432	403	427
ENSG00000060982	BCAT1	4	9	0	4
ENSG00000061273	HDAC7	2154	2290	1703	1798
ENSG00000061337	LZTS1	123	146	118	123
ENSG00000061455	PRDM6	36	33	32	29
ENSG00000061492	WNT8A	0	0	1	0
ENSG00000061656	SPAG4	250	249	169	240
ENSG00000061676	NCKAP1	6055	6189	6687	6891
ENSG00000061794	MRPS35	2641	2552	2516	2479
ENSG00000061918	GUCY1B3	767	773	1137	1298
ENSG00000061936	SFSWAP	951	937	834	875
ENSG00000061938	TNK2	381	420	324	358
ENSG00000061987	MON2	2142	2200	1928	1986
ENSG00000062194	GPBP1	1434	1549	1517	1501
ENSG00000062282	DGAT2	98	103	60	57
ENSG00000062370	ZNF112	226	244	197	237
ENSG00000062485	CS	1806	1865	1786	1760
ENSG00000062524	LTK	6	5	8	8
ENSG00000062582	MRPS24	41	50	62	63
ENSG00000062598	ELMO2	722	735	698	638
ENSG00000062650	WAPL	3036	2995	2638	2644
ENSG00000062716	VMP1	7049	7032	7814	7625
ENSG00000062725	APPBP2	3201	3340	3635	3646
ENSG00000062822	POLD1	883	991	896	1061
ENSG00000063015	SEZ6	3	3	1	2
ENSG00000063046	EIF4B	1386	1468	1609	1627
ENSG00000063127	SLC6A16	15	10	10	4
ENSG00000063169	GLTSCR1	247	251	211	227
ENSG00000063176	SPHK2	360	405	279	343
ENSG00000063177	RPL18	6615	6945	6870	7343
ENSG00000063180	CA11	239	242	227	218
ENSG00000063241	ISOC2	1059	1119	1021	1006
ENSG00000063244	U2AF2	4652	4860	4495	4587
ENSG00000063245	EPN1	1860	2021	1774	1985
ENSG00000063322	MED29	1765	1755	1394	1507
ENSG00000063438	AHRR	53	35	59	52
ENSG00000063515	GSC2	2	0	0	0
ENSG00000063587	ZNF275	965	958	951	951
ENSG00000063601	MTMR1	978	974	972	984
ENSG00000063660	GPC1	1093	1187	1126	1182
ENSG00000063761	ADCK1	94	99	94	109
ENSG00000063854	HAGH	331	369	400	404
ENSG00000063978	RNF4	1404	1405	1326	1285
ENSG00000064012	CASP8	1729	1794	1533	1481
ENSG00000064042	LIMCH1	5676	5648	8803	8487
ENSG00000064102	ASUN	644	604	576	595
ENSG00000064115	TM7SF3	2632	2772	2598	2587
ENSG00000064195	DLX3	1	0	0	0
ENSG00000064199	SPA17	119	89	71	80
ENSG00000064201	TSPAN32	2	8	4	0
ENSG00000064205	WISP2	13	15	10	16
ENSG00000064225	ST3GAL6	107	146	135	142
ENSG00000064270	ATP2C2	18	21	26	17
ENSG00000064300	NGFR	5	8	1	1
ENSG00000064309	CDON	195	190	182	205
ENSG00000064313	TAF2	1805	1873	1851	1896
ENSG00000064393	HIPK2	12719	12591	16551	17385
ENSG00000064419	TNPO3	3526	3673	3518	3400
ENSG00000064489	BORCS8-MEF2B	2	2	1	0
ENSG00000064490	RFXANK	546	558	518	518
ENSG00000064545	TMEM161A	355	399	374	381
ENSG00000064547	LPAR2	186	219	136	120
ENSG00000064601	CTSA	1895	2124	2043	2188
ENSG00000064607	SUGP2	3455	3466	3421	3471
ENSG00000064651	SLC12A2	669	704	673	662
ENSG00000064652	SNX24	420	409	475	445
ENSG00000064666	CNN2	1845	1877	2859	2599
ENSG00000064687	ABCA7	47	76	75	74
ENSG00000064703	DDX20	805	853	771	790
ENSG00000064726	BTBD1	2222	2056	2177	2160
ENSG00000064763	FAR2	43	43	40	44
ENSG00000064787	BCAS1	1	1	0	1
ENSG00000064835	POU1F1	0	2	0	1
ENSG00000064886	CHI3L2	2	0	1	0
ENSG00000064932	SBNO2	1516	1578	1620	1711
ENSG00000064933	PMS1	462	528	422	428
ENSG00000064961	HMG20B	843	920	792	899
ENSG00000064989	CALCRL	159	162	133	149
ENSG00000064995	TAF11	380	364	341	318
ENSG00000064999	ANKS1A	1064	1025	1055	1010
ENSG00000065000	AP3D1	2415	2597	2442	2561
ENSG00000065029	ZNF76	691	684	567	585
ENSG00000065054	SLC9A3R2	559	567	407	424
ENSG00000065057	NTHL1	179	164	130	184
ENSG00000065060	UHRF1BP1	1128	1132	976	1004
ENSG00000065135	GNAI3	3108	3262	3083	3014
ENSG00000065150	IPO5	5355	5250	5356	5333
ENSG00000065154	OAT	2110	2076	2210	2090
ENSG00000065183	WDR3	1856	1839	1554	1340
ENSG00000065243	PKN2	2572	2599	2438	2529
ENSG00000065268	WDR18	692	696	611	682
ENSG00000065308	TRAM2	2316	2408	2657	2373
ENSG00000065320	NTN1	88	100	78	85
ENSG00000065325	GLP2R	301	269	315	258
ENSG00000065328	MCM10	941	949	803	821
ENSG00000065357	DGKA	85	109	89	80
ENSG00000065361	ERBB3	103	101	121	118
ENSG00000065413	ANKRD44	86	89	64	89
ENSG00000065427	KARS	3445	3302	3271	3193
ENSG00000065457	ADAT1	826	829	764	737
ENSG00000065485	PDIA5	411	416	450	425
ENSG00000065491	TBC1D22B	374	360	511	457
ENSG00000065518	NDUFB4	227	246	242	250
ENSG00000065526	SPEN	3001	2950	3168	3050
ENSG00000065534	MYLK	6650	6695	6079	5951
ENSG00000065548	ZC3H15	2485	2477	2124	2122
ENSG00000065559	MAP2K4	549	581	551	571
ENSG00000065600	TMEM206	180	198	235	235
ENSG00000065613	SLK	2066	2115	2155	2017
ENSG00000065615	CYB5R4	433	456	446	440
ENSG00000065618	COL17A1	7	5	2	5
ENSG00000065621	GSTO2	8	7	3	6
ENSG00000065665	SEC61A2	210	252	184	205
ENSG00000065675	PRKCQ	14	13	6	7
ENSG00000065717	TLE2	18	21	28	23
ENSG00000065802	ASB1	948	918	958	1018
ENSG00000065809	FAM107B	2363	2280	3399	3782
ENSG00000065833	ME1	1	0	1	1
ENSG00000065882	TBC1D1	717	767	728	693
ENSG00000065883	CDK13	1962	2038	2212	2101
ENSG00000065911	MTHFD2	1911	1887	2181	2026
ENSG00000065923	SLC9A7	288	314	270	288
ENSG00000065970	FOXJ2	620	676	673	706
ENSG00000065978	YBX1	90	124	92	99
ENSG00000065989	PDE4A	33	39	33	36
ENSG00000066027	PPP2R5A	1002	988	1042	1044
ENSG00000066032	CTNNA2	0	0	1	2
ENSG00000066044	ELAVL1	1504	1592	1688	1689
ENSG00000066056	TIE1	2	6	9	6
ENSG00000066084	DIP2B	2064	2057	2364	2382
ENSG00000066117	SMARCD1	2505	2550	2645	2602
ENSG00000066135	KDM4A	1439	1521	1601	1587
ENSG00000066136	NFYC	689	717	642	665
ENSG00000066185	ZMYND12	0	2	0	1
ENSG00000066230	SLC9A3	156	193	172	180
ENSG00000066248	NGEF	80	81	50	59
ENSG00000066279	ASPM	3288	3309	2491	2800
ENSG00000066322	ELOVL1	1317	1374	1479	1437
ENSG00000066379	ZNRD1	17	13	13	10
ENSG00000066405	CLDN18	42	39	41	41
ENSG00000066422	ZBTB11	906	954	977	957
ENSG00000066427	ATXN3	278	270	231	263
ENSG00000066455	GOLGA5	1079	1050	1179	1025
ENSG00000066468	FGFR2	1716	1700	1895	1967
ENSG00000066557	LRRC40	571	606	581	537
ENSG00000066583	ISOC1	828	762	792	753
ENSG00000066629	EML1	151	180	190	182
ENSG00000066651	TRMT11	333	343	390	345
ENSG00000066654	THUMPD1	1257	1198	1161	1218
ENSG00000066697	MSANTD3	1293	1320	1932	1788
ENSG00000066735	KIF26A	407	420	316	319
ENSG00000066739	ATG2B	1153	1186	1241	1293
ENSG00000066777	ARFGEF1	2887	3120	2982	2896
ENSG00000066813	ACSM2B	33	50	38	34
ENSG00000066827	ZFAT	205	285	287	285
ENSG00000066855	MTFR1	1800	1833	1728	1819
ENSG00000066923	STAG3	86	78	122	133
ENSG00000066926	FECH	747	709	787	802
ENSG00000066933	MYO9A	1034	1073	1159	1178
ENSG00000067048	DDX3Y	2193	2276	2351	2485
ENSG00000067057	PFKP	5869	5842	7640	7343
ENSG00000067064	IDI1	1519	1602	1205	1138
ENSG00000067066	SP100	778	763	743	726
ENSG00000067082	KLF6	2975	2820	4680	4056
ENSG00000067113	PLPP1	95	98	97	98
ENSG00000067141	NEO1	1070	1145	1127	1205
ENSG00000067167	TRAM1	19944	19673	22476	21314
ENSG00000067177	PHKA1	399	408	355	464
ENSG00000067182	TNFRSF1A	2825	2933	2228	2143
ENSG00000067191	CACNB1	151	197	145	148
ENSG00000067208	EVI5	437	448	477	481
ENSG00000067221	STOML1	337	316	237	210
ENSG00000067225	PKM	36711	39061	37993	38239
ENSG00000067248	DHX29	752	777	624	590
ENSG00000067334	DNTTIP2	2148	2155	2143	1959
ENSG00000067365	METTL22	445	476	397	475
ENSG00000067369	TP53BP1	1615	1595	1398	1348
ENSG00000067445	TRO	0	0	0	1
ENSG00000067533	RRP15	678	686	672	672
ENSG00000067560	RHOA	9217	9375	10395	10131
ENSG00000067596	DHX8	1232	1330	1189	1212
ENSG00000067601	PMS2P4	14	15	11	20
ENSG00000067606	PRKCZ	161	184	151	169
ENSG00000067646	ZFY	426	389	560	607
ENSG00000067704	IARS2	4122	4074	4281	4310
ENSG00000067715	SYT1	6	6	5	11
ENSG00000067798	NAV3	406	399	773	609
ENSG00000067829	IDH3G	562	615	609	592
ENSG00000067836	ROGDI	139	167	122	138
ENSG00000067840	PDZD4	231	304	217	246
ENSG00000067842	ATP2B3	3	7	1	2
ENSG00000067900	ROCK1	1127	1166	1212	1187
ENSG00000067955	CBFB	1788	1726	2020	2007
ENSG00000067992	PDK3	65	52	54	62
ENSG00000068001	HYAL2	601	613	501	538
ENSG00000068024	HDAC4	344	313	440	457
ENSG00000068028	RASSF1	481	540	474	458
ENSG00000068078	FGFR3	567	609	353	435
ENSG00000068079	IFI35	410	449	326	346
ENSG00000068097	HEATR6	602	637	618	618
ENSG00000068120	COASY	1434	1629	1591	1662
ENSG00000068137	PLEKHH3	207	248	146	184
ENSG00000068305	MEF2A	1092	1106	1202	1260
ENSG00000068308	OTUD5	1419	1525	1490	1498
ENSG00000068323	TFE3	1866	1901	2103	1984
ENSG00000068354	TBC1D25	286	315	399	409
ENSG00000068366	ACSL4	2807	2726	3490	3107
ENSG00000068383	INPP5A	167	166	188	171
ENSG00000068394	GPKOW	428	426	398	398
ENSG00000068400	GRIPAP1	886	897	902	856
ENSG00000068438	FTSJ1	747	760	881	896
ENSG00000068489	PRR11	1159	1149	964	1096
ENSG00000068615	REEP1	62	70	50	62
ENSG00000068650	ATP11A	3501	3579	4247	4285
ENSG00000068654	POLR1A	3326	3305	2785	2560
ENSG00000068697	LAPTM4A	4585	4633	4542	4170
ENSG00000068724	TTC7A	893	909	762	695
ENSG00000068745	IP6K2	1594	1723	1554	1630
ENSG00000068784	SRBD1	421	420	342	351
ENSG00000068796	KIF2A	909	942	772	744
ENSG00000068831	RASGRP2	2	3	0	1
ENSG00000068878	PSME4	1847	1795	1939	1861
ENSG00000068885	IFT80	879	953	812	876
ENSG00000068903	SIRT2	461	475	495	517
ENSG00000068912	ERLEC1	1279	1358	1202	1312
ENSG00000068971	PPP2R5B	117	103	134	124
ENSG00000068976	PYGM	4	5	7	9
ENSG00000069011	PITX1	508	589	401	448
ENSG00000069018	TRPC7	21	18	10	12
ENSG00000069020	MAST4	3	1	0	2
ENSG00000069122	ADGRF5	0	1	0	1
ENSG00000069188	SDK2	14	12	5	10
ENSG00000069206	ADAM7	2	3	0	1
ENSG00000069248	NUP133	1057	1110	1032	1008
ENSG00000069275	NUCKS1	8825	8704	8551	8970
ENSG00000069329	VPS35	4397	4228	4683	4450
ENSG00000069345	DNAJA2	2337	2279	2252	2141
ENSG00000069399	BCL3	324	362	316	355
ENSG00000069424	KCNAB2	126	118	98	123
ENSG00000069431	ABCC9	49	72	113	69
ENSG00000069493	CLEC2D	37	24	16	28
ENSG00000069509	FUNDC1	302	320	273	272
ENSG00000069667	RORA	30	28	11	21
ENSG00000069696	DRD4	9	5	8	8
ENSG00000069702	TGFBR3	56	56	64	83
ENSG00000069764	PLA2G10	0	1	2	0
ENSG00000069812	HES2	7	8	3	4
ENSG00000069849	ATP1B3	898	918	1042	1087
ENSG00000069869	NEDD4	1942	2090	3761	3413
ENSG00000069943	PIGB	300	311	226	294
ENSG00000069956	MAPK6	356	385	405	386
ENSG00000069966	GNB5	373	332	420	398
ENSG00000069974	RAB27A	304	320	330	299
ENSG00000069998	CECR5	1137	1184	1154	1263
ENSG00000070010	UFD1L	734	726	734	767
ENSG00000070018	LRP6	2113	2139	2153	2237
ENSG00000070031	SCT	2	2	1	1
ENSG00000070047	PHRF1	1690	1867	1783	1826
ENSG00000070061	IKBKAP	679	733	634	659
ENSG00000070081	NUCB2	298	309	280	333
ENSG00000070087	PFN2	8270	8167	7729	7851
ENSG00000070159	PTPN3	1166	1236	1094	1239
ENSG00000070182	SPTB	12	10	2	3
ENSG00000070214	SLC44A1	2812	2987	2914	2913
ENSG00000070269	TMEM260	371	404	336	363
ENSG00000070366	SMG6	474	474	522	428
ENSG00000070367	EXOC5	1097	1173	1262	1179
ENSG00000070371	CLTCL1	167	172	146	167
ENSG00000070388	FGF22	19	17	11	19
ENSG00000070404	FSTL3	3741	4107	4770	4499
ENSG00000070413	DGCR2	1624	1856	1607	1701
ENSG00000070423	RNF126	520	487	457	503
ENSG00000070444	MNT	591	638	449	471
ENSG00000070476	ZXDC	945	1009	1036	1024
ENSG00000070495	JMJD6	732	801	926	873
ENSG00000070501	POLB	342	327	347	327
ENSG00000070526	ST6GALNAC1	3	0	1	0
ENSG00000070540	WIPI1	304	284	290	275
ENSG00000070610	GBA2	1316	1360	1327	1345
ENSG00000070614	NDST1	7227	7396	6350	6408
ENSG00000070669	ASNS	505	566	540	514
ENSG00000070718	AP3M2	1213	1233	1135	1240
ENSG00000070729	CNGB1	17	19	19	11
ENSG00000070731	ST6GALNAC2	1	2	3	2
ENSG00000070756	PABPC1	13191	12806	13661	14408
ENSG00000070759	TESK2	15	12	18	25
ENSG00000070761	CFAP20	912	979	893	915
ENSG00000070770	CSNK2A2	2106	2153	2105	2103
ENSG00000070778	PTPN21	431	444	606	542
ENSG00000070785	EIF2B3	284	270	299	251
ENSG00000070808	CAMK2A	0	0	1	1
ENSG00000070814	TCOF1	2697	2963	2644	2760
ENSG00000070831	CDC42	283	245	280	293
ENSG00000070882	OSBPL3	873	872	789	886
ENSG00000070915	SLC12A3	139	155	114	118
ENSG00000070950	RAD18	564	589	569	650
ENSG00000070961	ATP2B1	2570	2793	3136	3085
ENSG00000070985	TRPM5	1	0	0	0
ENSG00000071051	NCK2	594	595	707	636
ENSG00000071054	MAP4K4	2859	2816	2993	2869
ENSG00000071073	MGAT4A	227	214	246	243
ENSG00000071082	RPL31	1772	1884	1917	1922
ENSG00000071127	WDR1	6591	6751	9097	8299
ENSG00000071189	SNX13	1522	1592	1425	1598
ENSG00000071203	MS4A12	0	1	0	0
ENSG00000071205	ARHGAP10	196	181	196	198
ENSG00000071242	RPS6KA2	43	52	39	36
ENSG00000071243	ING3	365	410	422	510
ENSG00000071246	VASH1	10	13	5	7
ENSG00000071282	LMCD1	629	679	532	507
ENSG00000071462	WBSCR22	1349	1370	1364	1394
ENSG00000071537	SEL1L	1570	1689	1877	1868
ENSG00000071539	TRIP13	1809	1712	1691	1663
ENSG00000071553	ATP6AP1	1032	1099	1198	1304
ENSG00000071564	TCF3	1149	1247	1257	1289
ENSG00000071575	TRIB2	45	59	34	36
ENSG00000071626	DAZAP1	2799	3101	2823	2898
ENSG00000071655	MBD3	955	1085	995	1116
ENSG00000071794	HLTF	3262	3346	3153	3252
ENSG00000071859	FAM50A	787	825	936	928
ENSG00000071889	FAM3A	331	354	293	313
ENSG00000071894	CPSF1	1913	2216	1934	2110
ENSG00000071909	MYO3B	5	2	4	4
ENSG00000071967	CYBRD1	0	1	1	0
ENSG00000071994	PDCD2	1164	1138	1143	1100
ENSG00000072042	RDH11	1341	1328	1207	1220
ENSG00000072062	PRKACA	655	689	634	639
ENSG00000072071	ADGRL1	461	478	405	444
ENSG00000072110	ACTN1	4856	4940	5843	5106
ENSG00000072121	ZFYVE26	912	979	1197	1237
ENSG00000072133	RPS6KA6	0	1	0	0
ENSG00000072134	EPN2	500	546	551	548
ENSG00000072135	PTPN18	966	985	747	744
ENSG00000072163	LIMS2	11	14	12	15
ENSG00000072182	ASIC4	3	3	2	2
ENSG00000072195	SPEG	1449	1559	1109	1150
ENSG00000072201	LNX1	99	109	63	72
ENSG00000072210	ALDH3A2	1247	1358	1019	1139
ENSG00000072274	TFRC	7980	8451	10079	10267
ENSG00000072310	SREBF1	1179	1371	973	1130
ENSG00000072364	AFF4	7705	7777	8708	8692
ENSG00000072401	UBE2D1	895	938	808	731
ENSG00000072415	MPP5	1663	1611	1718	1742
ENSG00000072422	RHOBTB1	1879	1951	2402	2286
ENSG00000072501	SMC1A	3683	3944	4062	4182
ENSG00000072506	HSD17B10	1159	1218	1112	1129
ENSG00000072518	MARK2	730	819	805	853
ENSG00000072571	HMMR	1648	1653	1285	1399
ENSG00000072609	CHFR	373	390	433	385
ENSG00000072657	TRHDE	1	1	1	0
ENSG00000072682	P4HA2	532	525	575	454
ENSG00000072736	NFATC3	442	441	407	425
ENSG00000072756	TRNT1	777	779	688	664
ENSG00000072778	ACADVL	3108	3503	3328	3279
ENSG00000072786	STK10	664	686	716	612
ENSG00000072803	FBXW11	1340	1355	1477	1474
ENSG00000072818	ACAP1	49	44	36	45
ENSG00000072832	CRMP1	1198	1302	1377	1575
ENSG00000072840	EVC	3407	3491	3698	3964
ENSG00000072849	DERL2	949	994	949	911
ENSG00000072858	SIDT1	0	1	0	1
ENSG00000072864	NDE1	562	573	523	523
ENSG00000072952	MRVI1	18	20	24	12
ENSG00000072954	TMEM38A	87	97	94	87
ENSG00000072958	AP1M1	1453	1538	1386	1404
ENSG00000073008	PVR	4440	4618	6829	6459
ENSG00000073050	XRCC1	273	270	245	264
ENSG00000073060	SCARB1	1377	1404	1380	1472
ENSG00000073067	CYP2W1	30	34	35	34
ENSG00000073111	MCM2	5031	5136	4993	5372
ENSG00000073146	MOV10L1	1	1	2	0
ENSG00000073150	PANX2	196	212	171	183
ENSG00000073169	SELO	387	465	394	430
ENSG00000073282	TP63	0	0	1	0
ENSG00000073331	ALPK1	448	427	361	348
ENSG00000073350	LLGL2	856	887	797	892
ENSG00000073417	PDE8A	589	571	551	578
ENSG00000073464	CLCN4	200	169	269	252
ENSG00000073536	NLE1	864	954	784	735
ENSG00000073578	SDHA	1434	1538	1337	1417
ENSG00000073584	SMARCE1	1572	1585	1592	1647
ENSG00000073598	FNDC8	8	5	2	7
ENSG00000073605	GSDMB	84	86	100	83
ENSG00000073614	KDM5A	1861	1884	1776	1792
ENSG00000073670	ADAM11	48	58	54	47
ENSG00000073711	PPP2R3A	1118	1052	1617	1508
ENSG00000073712	FERMT2	914	881	1334	1243
ENSG00000073734	ABCB11	0	1	0	2
ENSG00000073737	DHRS9	352	389	106	156
ENSG00000073754	CD5L	1	0	0	0
ENSG00000073792	IGF2BP2	992	957	1339	1266
ENSG00000073803	MAP3K13	522	504	471	501
ENSG00000073849	ST6GAL1	185	199	240	208
ENSG00000073910	FRY	175	200	279	286
ENSG00000073921	PICALM	7108	7189	7174	6843
ENSG00000073969	NSF	1574	1617	1309	1353
ENSG00000074047	GLI2	381	349	819	794
